DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;CLASE;MES;DPTO;fex_c_2011
5580929;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;167.18927108
5580938;1;1;1;95;2;;;;;;;1;1;1500000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;15;1;10;15;135.08818988
5580945;1;1;1;95;1;1;800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;127.66183431
5580945;1;2;1;95;1;2;;1;2800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;127.66183431
5580945;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;127.66183431
5580947;1;1;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;15;1;10;15;97.522948159
5580947;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;97.522948159
5580956;1;1;1;95;1;2;;1;860000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;132.82075035
5580956;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;132.82075035
5580958;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;15;140.83892872
5580961;1;1;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;1;;;;1920000;;;;2;;2;;2;;17;1;10;17;167.50286262
5580961;1;2;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;1;;;;1920000;;;;2;;2;;2;;17;1;10;17;167.50286262
5580961;1;3;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;1;36000;2;;17;1;10;17;167.50286262
5580961;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;167.50286262
5580961;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;167.50286262
5580962;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;202.44495819
5580963;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;221.98651365
5580963;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;221.98651365
5580963;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;221.98651365
5580964;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;7;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;8;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580964;1;9;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;194.66774153
5580966;1;1;1;95;1;2;;1;1710000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;180.92562892
5580966;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;180.92562892
5580966;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;180.92562892
5580967;1;1;1;95;1;1;800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;279.15286338
5580968;1;1;1;95;2;;;;;;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;1;10;17;156.20008447
5580968;1;2;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;156.20008447
5580968;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;156.20008447
5580969;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;218.01821492
5580969;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;218.01821492
5580970;1;1;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;1;10;17;185.0677155
5580970;1;2;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;1;10;17;185.0677155
5580971;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;119.79098047
5580971;1;2;1;95;1;2;;1;1900000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;119.79098047
5580971;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;119.79098047
5580971;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;119.79098047
5580972;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;143.97204257
5580972;1;2;1;95;1;1;400000;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;143.97204257
5580972;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;143.97204257
5580973;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580973;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580973;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580975;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;164.0110181
5580975;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;150000;17;1;10;17;164.0110181
5580975;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;164.0110181
5580979;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;138000;2;;17;1;10;17;155.7374526
5580979;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;155.7374526
5580979;1;3;1;95;1;1;400000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;155.7374526
5580979;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;155.7374526
5580981;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;211.91051043
5580981;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;211.91051043
5580984;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;326.18659633
5580984;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;326.18659633
5580985;1;1;1;95;2;;;;;;;1;1;4800000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;1;10;17;238.39143032
5580987;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;218.86214894
5580987;1;2;1;95;1;2;;1;1400000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;218.86214894
5580987;1;3;1;95;2;;;;;;;1;2;;2;;1;35000;;35000;;1;;;;;;1;;;;CONFA;35000;;2;;2;;2;;17;1;10;17;218.86214894
5580989;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;290.91827341
5580989;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;290.91827341
5580991;1;1;1;95;1;1;700000;1;2000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580991;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580991;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580992;1;1;1;95;1;1;300000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;168.15310467
5580992;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;168.15310467
5580995;1;1;1;95;1;1;1500000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580995;1;2;1;95;1;1;1000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580995;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;187.72944833
5580996;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;196.49888566
5580996;1;2;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;196.49888566
5580996;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;196.49888566
5580996;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;196.49888566
5580997;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;321.88132955
5580997;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;321.88132955
5580997;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;321.88132955
5580997;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;321.88132955
5581001;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;326.18659633
5581001;1;2;1;95;2;;;;;;;1;2;;2;;1;3360000;;3360000;;1;;;1;;;;3360000;;;;;;2;;1;109203;2;;17;1;10;17;326.18659633
5581002;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;290.91827341
5581002;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;290.91827341
5581005;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1900000;17;1;10;17;260.42045374
5581006;1;1;1;95;1;2;;1;3000000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;1200000;2;;17;1;10;17;188.1920802
5581006;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;188.1920802
5581007;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;3000000;17;1;10;17;238.05719046
5581007;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;238.05719046
5581010;1;1;1;95;1;1;400000;1;1800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;180.92562892
5581010;1;2;1;95;1;1;470000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;180.92562892
5581010;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;180.92562892
5581011;1;1;1;95;1;1;2500000;1;2000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;185.0677155
5581011;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;185.0677155
5581012;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;188.1920802
5581012;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;188.1920802
5581013;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;185.0677155
5581013;1;2;1;95;2;;;;;;;1;1;20400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;1;10;17;185.0677155
5581014;1;1;1;95;1;1;450000;2;;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;260000;2;;17;1;10;17;204.60927095
5581014;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;204.60927095
5581014;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;204.60927095
5581014;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;204.60927095
5581015;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;185.0677155
5581015;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;185.0677155
5581016;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;168.15310467
5581016;1;2;1;95;2;;;;;;;1;2;;2;;9;;;;;;;;;;;;;;;;;;2;;1;110000;2;;17;1;10;17;168.15310467
5581017;1;1;1;95;1;2;;1;2800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;238.05719046
5581017;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;238.05719046
5581018;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;188.1920802
5581018;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;188.1920802
5581020;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;540000;2;;17;1;10;17;205.10669103
5581020;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;205.10669103
5581021;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;188.1920802
5581021;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;188.1920802
5581022;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;185.0677155
5581022;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;185.0677155
5581023;1;1;1;95;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;1;10;17;231.09019084
5581023;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;231.09019084
5581023;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;231.09019084
5581024;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;109203;2;;17;1;10;17;238.05719046
5581024;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;238.05719046
5581025;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;204.60927095
5581025;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;204.60927095
5581025;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;204.60927095
5581025;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;204.60927095
5581026;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581026;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581026;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581026;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581027;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;205.10669103
5581027;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;205.10669103
5581028;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;110000;2;;17;1;10;17;199.95749023
5581028;1;2;1;95;1;1;300000;2;;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;110000;2;;17;1;10;17;199.95749023
5581028;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;199.95749023
5581029;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;273.65975325
5581031;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;285.93485742
5581031;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;285.93485742
5581031;1;3;1;95;2;;;;;;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;;2;;1;109203;2;;17;1;10;17;285.93485742
5581031;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;285.93485742
5581032;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;229.28775313
5581034;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;200000;2;;17;1;10;17;190.02930612
5581034;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;190.02930612
5581034;1;3;1;95;1;2;;1;1200000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;190.02930612
5581038;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;263.08218657
5581038;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;263.08218657
5581039;1;1;1;95;2;;;;;;;1;1;2000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;17;1;10;17;297.37818347
5581040;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;196.83312552
5581040;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;196.83312552
5581040;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;196.83312552
5581041;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581041;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581041;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581041;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;1;10;17;170.35220563
5581044;1;1;1;95;1;2;;1;3500000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;59.691604773
5581044;1;2;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;59.691604773
5581044;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;59.691604773
5581045;1;1;1;95;1;2;;1;1800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;55.154668188
5581045;1;2;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;18;1;10;18;55.154668188
5581046;1;1;1;95;2;;;;;;;1;2;;2;;1;230000;;230000;;1;;;;;;1;;;;BONIFICACION POR COVID;230000;;2;;2;;2;;18;1;10;18;92.051471786
5581046;1;2;1;95;2;;;;;;;1;2;;2;;1;1025000;;1025000;;1;;;;;;1;;;;BONIFICACION AL PERSONAL DE LA SALUD;1025000;;2;;2;;2;;18;1;10;18;92.051471786
5581047;1;1;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;18;1;10;18;202.3317524
5581047;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;202.3317524
5581047;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;202.3317524
5581047;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;202.3317524
5581048;1;1;1;95;2;;;;;;;1;1;2000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;18;1;10;18;84.307752363
5581048;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;84.307752363
5581049;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;92.051471786
5581049;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;92.051471786
5581050;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;57.856892337
5581050;1;2;1;95;2;;;;;;;1;2;;2;;1;300000;;300000;;1;;;;;;1;;;;DEVOLUCION DEL IVA;300000;;2;;2;;2;;18;1;10;18;57.856892337
5581051;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;55.154668188
5581051;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;55.154668188
5581051;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;55.154668188
5581051;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;55.154668188
5581051;1;5;1;95;2;;;;;;;1;2;;2;;1;1680000;;1680000;;1;;;;;1;;;;1680000;;;;2;;2;;2;;18;1;10;18;55.154668188
5581053;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;87.887257376
5581053;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;87.887257376
5581053;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;87.887257376
5581054;1;1;1;95;1;2;;1;3500000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;115.149594
5581055;1;1;1;95;1;2;;1;2106000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;162.62634703
5581055;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;162.62634703
5581056;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;95.72089666
5581056;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;95.72089666
5581056;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;95.72089666
5581056;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;95.72089666
5581057;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;120.50048423
5581057;1;2;1;95;2;;;;;;;1;2;;2;;1;800000;;800000;;1;;;;1;;;;800000;;;;;2;;2;;2;;18;1;10;18;120.50048423
5581057;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;120.50048423
5581057;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;120.50048423
5581058;1;1;1;95;2;;;;;;;1;1;18000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;18;1;10;18;55.154668188
5581059;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;84.881712187
5581059;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;84.881712187
5581059;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;84.881712187
5581063;1;1;1;95;2;;;;;;;1;2;;2;;1;450000;;450000;;1;;;;;;1;;;;DEVOLUCION DEL IVA;450000;;2;;2;;2;;18;1;10;18;97.398857722
5581063;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;97.398857722
5581063;1;3;1;95;2;;;;;;;1;1;600000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;18;1;10;18;97.398857722
5581064;1;1;1;95;2;;;;;;;1;1;2000000;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;18;1;10;18;87.887257376
5581064;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;87.887257376
5581064;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;87.887257376
5581066;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;1;10;18;102.23911535
