DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;AREA;fex_c_2011
2486497;1;2;1;50;1; ; ;2;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;946,261840536
2486499;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;05;05;1120,3974473401
2486500;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;921,505258481942
2486500;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;921,505258481942
2486501;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1075,04406972862
2486501;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;1075,04406972862
2486501;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1075,04406972862
2486501;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1075,04406972862
2486501;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1075,04406972862
2486502;1;1;1;50;1; ; ;1;6;PASEAR;2;1; ; ; ; ; ; ; ; ; ; ;08;1;05;05;852,666372054331
2486502;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;852,666372054331
2486502;1;3;1;50;1; ; ;2;6;RECREARSE;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;852,666372054331
2486503;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1145,18606234804
2486503;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1145,18606234804
2486504;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;877,723692044187
2486504;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;877,723692044187
2486504;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;877,723692044187
2486505;1;1;1;50;1; ; ;1;6;CAMINAR LEER;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;941,470663819021
2486505;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;941,470663819021
2486506;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1129,72276320587
2486506;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1129,72276320587
2486507;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;780,292232441118
2486507;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;780,292232441118
2486508;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1188,93839628089
2486508;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;1188,93839628089
2486509;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;1104,93694864691
2486509;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;05;05;1104,93694864691
2486509;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;1104,93694864691
2486511;1;1;1;50;1; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;780,292232441118
2486511;1;2;1;50;1; ; ;2;6;REALIZAR COMPRAS;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;780,292232441118
2486512;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;941,470663819021
2486512;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;05;941,470663819021
2486513;1;1;1;50;1; ; ;1;6;EN EL HOSPITAL CUIDANDO AL ESPOSO FALLECIDO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;05;892,883452801581
2486687;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2483,00878377211
2486687;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2483,00878377211
2486687;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;11;11;2483,00878377211
2486688;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2236,44333700734
2486689;1;1;1;50;1; ; ;1;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;11;11;2191,60920418019
2486689;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;08;1;11;11;2191,60920418019
2486689;1;3;1;50;1; ; ;2;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;11;11;2191,60920418019
2486689;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;11;11;2191,60920418019
2486690;1;1;1;50;1; ; ;1;6;HOSPITALIZADO;2;1; ; ; ; ; ; ; ; ; ; ;08;1;11;11;1921,61851551134
2486690;1;2;1;50;1; ; ;2;6;VISITANDO A SU ESPOSO EN EL HOSPITAL;2;2;2;2;1;10; ; ; ; ; ; ;08;1;11;11;1921,61851551134
2486690;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;11;11;1921,61851551134
2486690;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;11;11;1921,61851551134
2486691;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2486,40535841596
2486691;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2486,40535841596
2486692;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2486,40535841596
2486692;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2486,40535841596
2486693;1;1;1;50;1;6; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;11;11;1979,57211876881
2486693;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;11;11;1979,57211876881
2486694;1;1;1;50;1; ; ;1;6;DILIGENCIAS  FAMILIARES;2;2;2;2;1;9; ; ; ; ; ; ;08;1;11;11;2179,20938436678
2486694;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2179,20938436678
2486694;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;11;11;2179,20938436678
2486695;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2271,03436189951
2486696;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2414,54638460467
2486696;1;2;1;50;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;08;1;11;11;2414,54638460467
2486696;1;3;1;50;1; ; ;3;3; ;2;1; ; ; ; ; ; ; ; ; ; ;08;1;11;11;2414,54638460467
2486697;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;98,5932497979964
2486697;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;98,5932497979964
2486697;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;98,5932497979964
2486698;1;1;1;50;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;84,885779757304
2486698;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;84,885779757304
2486698;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;84,885779757304
2486698;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;84,885779757304
2486699;1;1;1;50;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;15;66,0024060624165
2486699;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;66,0024060624165
2486699;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;66,0024060624165
2486700;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;90,0372991452093
2486700;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;90,0372991452093
2486701;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;80,3510521488073
2486701;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;80,3510521488073
2486701;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;15;15;80,3510521488073
2486701;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;15;80,3510521488073
2486702;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;85,589695884728
2486702;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;15;85,589695884728
2486703;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;80,2233806673153
2486704;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;81,8837861908836
2486704;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;81,8837861908836
2486704;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;15;81,8837861908836
2486705;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;89,7955879055166
2486705;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;15;89,7955879055166
2486706;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;15;98,2309570595361
2486706;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;15;98,2309570595361
2486709;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;144,366990293418
2486709;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;144,366990293418
2486710;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;127,417430804577
2486710;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;127,417430804577
2486710;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;127,417430804577
2486710;1;4;1;50;1; ; ;4;6;ESCUCUCHAR NOTICIAS Y MUSICA EN RADIO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;127,417430804577
2486711;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;207,251262752951
2486711;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;207,251262752951
2486711;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;207,251262752951
2486712;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;153,233139096292
2486712;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;153,233139096292
2486712;1;3;1;50;1; ; ;3;6;JUGAR FOOTBOL;2;2;2;2;1;2; ;2; ;1;8;1;08;1;17;17;153,233139096292
2486712;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;153,233139096292
2486713;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;194,707664247912
2486713;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;194,707664247912
2486714;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;153,760715402523
2486714;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;153,760715402523
2486714;1;3;1;50;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;17;17;153,760715402523
2486715;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;159,256484039854
2486716;1;1;1;50;1; ; ;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;144,366990293418
2486716;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;08;1;17;17;144,366990293418
2486717;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;159,930209411118
2486717;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;17;17;159,930209411118
2486717;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;159,930209411118
2486718;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;171,893501465724
2486718;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;171,893501465724
2486718;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;171,893501465724
2486718;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;17;17;171,893501465724
2486719;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;161,034193469448
2486722;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;17;17;132,883003700143
2486722;1;5;1;50;1;1; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;17;17;132,883003700143
2486723;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;17;17;187,146307560344
2486723;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;17;17;187,146307560344
2486983;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;47,3484958660434
2486983;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;47,3484958660434
2486984;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;18;18;34,9713242336202
2486984;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;34,9713242336202
2486984;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;18;18;34,9713242336202
2486985;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;40,1893729347651
2486985;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;18;18;40,1893729347651
2486986;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;32,6197098622422
2486986;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;18;18;32,6197098622422
2486986;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;18;18;32,6197098622422
2486986;1;4;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;32,6197098622422
2486987;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;29,076520119515
2486987;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;29,076520119515
2486987;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;29,076520119515
2486988;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;59,7256674984667
2486989;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;73,7934979979348
2486989;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;73,7934979979348
2486990;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;55,6994990203525
2486990;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;55,6994990203525
2486990;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;18;18;55,6994990203525
2486991;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;18;18;58,3337503941039
2486991;1;2;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;58,3337503941039
2486992;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;62,8586219516308
2486992;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;18;18;62,8586219516308
2486992;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;18;18;62,8586219516308
2486993;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;18;18;68,9859894380345
2486994;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;80,0126923533741
2486994;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;80,0126923533741
2486994;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;80,0126923533741
2486994;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;80,0126923533741
2486994;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;80,0126923533741
2486995;1;1;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;78,7189978592433
2486995;1;2;1;50;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;19;78,7189978592433
2486995;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;78,7189978592433
2486995;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;78,7189978592433
2486996;1;1;1;50;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;19;88,0288468785273
2486996;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;88,0288468785273
2486996;1;4;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;88,0288468785273
2486997;1;1;1;50;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;101,135054716455
2486997;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;101,135054716455
2486997;1;3;1;50;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;19;101,135054716455
2486997;1;4;1;50;1; ; ;1;6;NO HA DECIDIDO QUE HACER;2;2;2;2;1;9; ; ; ; ; ; ;08;1;19;19;101,135054716455
2486997;1;5;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;101,135054716455
2486998;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;92,8958707364761
2486999;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;84,0788174459036
2486999;1;2;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;84,0788174459036
2486999;1;3;1;50;1; ; ;1;6;feda;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;84,0788174459036
2487000;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;57,557126144379
2487000;1;2;1;50;1; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;57,557126144379
2487000;1;3;1;50;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;57,557126144379
2487000;1;4;1;50;1; ; ;4;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;08;1;19;19;57,557126144379
2487000;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;19;57,557126144379
2487001;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;19;19;89,2706884352062
2487002;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;19;19;92,8958707364761
2487003;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;8; ;2; ;2; ; ;08;1;19;19;103,666577586146
2487003;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;8; ;2; ;2; ; ;08;1;19;19;103,666577586146
2487003;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;103,666577586146
2487004;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;93,1477587364791
2487004;1;3;1;50;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;93,1477587364791
2487004;1;4;1;50;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;19;19;93,1477587364791
2487005;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;83,4600777171906
2487006;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;92,1128479969013
2487006;1;2;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;19;92,1128479969013
2487027;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;20;20;114,736633516023
2487027;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;20;20;114,736633516023
2487028;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;2; ;2; ;1;9;1;08;1;20;20;123,344248615631
2487028;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;2; ;1;2; ; ; ;08;1;20;20;123,344248615631
2487028;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;20;20;123,344248615631
2487028;1;6;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;20;20;123,344248615631
2487028;1;7;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;20;20;123,344248615631
2487028;1;8;1;50;1; ; ;8;6;INCAMPACITADO  TEMPORAL (OPERACION DEL BRAZO);2;2;2;2;1;11; ; ; ; ; ; ;08;1;20;20;123,344248615631
2487044;1;1;1;50;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;08;1;20;20;94,4644905460382
2487044;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;20;20;94,4644905460382
2487045;1;1;1;50;1; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;20;20;105,412771646392
2487045;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;20;20;105,412771646392
2487045;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;20;20;105,412771646392
2487045;1;5;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;20;20;105,412771646392
