DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5159969;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1433,97035429953
5159971;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;1879,49071805351
5159971;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1879,49071805351
5159973;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1879,49071805351
5159975;1;1;1;80;1;1;8; ;2; ; ;4; ;2; ;2; ;2; ;877803;2;2;03;1;05;2039,83015467858
5159975;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2039,83015467858
5159981;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2030,23295351951
5159981;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2030,23295351951
5159982;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;3555,14283156978
5159982;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;3555,14283156978
5159985;1;1;1;80;1;1;8; ;2; ; ;4; ;2; ;1;40000;1;45;99;2;2;03;1;05;1879,49071805351
5159985;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1879,49071805351
5159986;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;3683,67526222592
5159986;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;3683,67526222592
5159987;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1879,49071805351
5159988;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2158,76538417565
5159989;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;2158,76538417565
5159989;1;2;1;80;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;03;1;05;2158,76538417565
5159990;1;1;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;05;2315,41388064841
5160002;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;3745,92356433778
5160003;1;1;1;80;1;4;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;03;1;05;2346,96973608313
5160016;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;18;812,909555714806
5160016;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;18;812,909555714806
5160017;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;18;812,909555714806
5160018;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;18;993,250080307398
5160020;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;18;1491,42455187409
5160020;1;3;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;03;1;18;1491,42455187409
5160020;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;18;1491,42455187409
5160020;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;18;1491,42455187409
5160021;1;2;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;18;729,970351256278
5160022;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;18;606,997635396567
5160024;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;18;934,320236434635
5160024;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;18;934,320236434635
5160026;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;18;768,441827517581
5160026;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;18;768,441827517581
5160026;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;18;768,441827517581
5160051;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;2156,18900331513
5160051;1;2;1;80;1;1;2; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;03;1;05;2156,18900331513
5160052;1;2;1;80;1;2;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;03;1;05;3238,15489847194
5160052;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;3238,15489847194
5160052;1;5;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;3238,15489847194
5160054;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;2284,72143397127
5160056;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ;1;24;878000;2;2;03;1;05;2805,78786062756
5160056;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;2805,78786062756
5160056;1;6;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;2805,78786062756
5160057;1;2;1;80;1;4;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;1396,24504991856
5160057;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1396,24504991856
5160058;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;2315,41388064841
5160059;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;3078,06661238108
5160061;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;3728,38444357024
5160061;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;3728,38444357024
5160062;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;3599,85201291411
5160062;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;3599,85201291411
5160063;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;4073,96814416659
5160063;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;4073,96814416659
5160064;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;500000;2;2;03;1;05;4109,08012435184
5160065;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2165,7862044742
5160065;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;2165,7862044742
5160066;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;4064,37094300752
5160067;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;2325,01108180749
5160068;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;4109,08012435184
5160070;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;5584,98019967423
5160071;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1967,98465140764
5160071;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;1967,98465140764
5160072;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;3259,25014399001
5160073;1;1;1;80;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;1641,39951715073
5160073;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;1641,39951715073
5160074;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;3790,63274568211
5160075;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;2149,16818301657
5160076;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1543,55953317173
5160076;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1543,55953317173
5160078;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;2334,60828296656
5160079;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;1807,64521478257
5160079;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;1807,64521478257
5160080;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;5128,79771739679
5160080;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;5128,79771739679
5160080;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;5128,79771739679
5160081;1;3;1;80;1;1;2; ;2; ; ;2; ;1; ;2; ; ; ; ;2;2;03;1;05;1975,0054717062
5160081;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;1975,0054717062
5160082;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1396,24504991856
5160084;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;3916,58879547773
5160085;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;400000;2;2;03;1;05;3492,89452945791
5160085;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;3492,89452945791
5160086;1;2;1;80;1;2;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;03;1;05;3728,38444357024
5160087;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1869,89351689443
5160087;1;2;1;80;1;1;8; ;2; ; ;8; ;2; ;2; ;1;48;878000;2;2;03;1;05;1869,89351689443
5160088;1;1;1;80;1;2;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;03;1;05;2211,41648512844
5160089;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1616,86448201457
5160092;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2611,30656822818
5160094;1;1;1;80;1;1;8; ;2; ; ;8; ;1; ;1;180000; ; ; ;2;2;03;1;05;2221,01368628751
5160094;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;2221,01368628751
5160095;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;1889,08791921258
5160095;1;2;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;1889,08791921258
5160096;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;5315,54262373238
5160097;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;2498,4524432443
5160097;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;05;2498,4524432443
5160097;1;3;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;2498,4524432443
5160097;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2498,4524432443
5160098;1;1;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;05;1869,89351689443
5160098;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1869,89351689443
5160099;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;1896,1391481367
5160099;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;05;1896,1391481367
5160100;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;2158,76538417565
5160101;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1765,89612137445
5160101;1;2;1;80;2; ; ; ; ;1;1;1; ;2; ;2; ; ; ; ;2;2;03;1;05;1765,89612137445
5160102;1;1;1;80;1;2;6; ;2; ; ;6; ;2; ;2; ; ; ; ;2;2;03;1;05;2858,43896158035
5160102;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;2858,43896158035
5160104;1;1;1;80;1;4;1; ;2; ; ;1; ;2; ;2; ;1;48;800000;2;2;03;1;05;1745,3969126707
5160104;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;05;1745,3969126707
5160104;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;05;1745,3969126707
5160177;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1697,90389711748
5160177;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1697,90389711748
5160178;1;1;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;03;1;73;1690,98912419426
5160180;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;2497,07499245522
5160181;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;73;1005,99302914859
5160181;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;73;1005,99302914859
5160182;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1005,99302914859
5160182;1;3;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1005,99302914859
5160197;1;3;1;80;1;3;9;ES UNA PERSONA DROGADICTA;2; ; ;12;ES UNA PERSONA DROGADICTA;2; ;2; ; ; ; ;2;2;03;1;73;1361,08577666043
5160197;1;4;1;80;1;2;9;ES UNA PERSONA DROGADICTA;2; ; ;12;ES UNA PERSONA DROGADICTA;2; ;2; ; ; ; ;2;2;03;1;73;1361,08577666043
5160198;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;73;1668,25316491691
5160199;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1159,89059499249
5160199;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1159,89059499249
5160199;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1159,89059499249
5160202;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;2609,23415818593
5160205;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1022,43328599672
5160205;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1022,43328599672
5160205;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1022,43328599672
5160205;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1022,43328599672
5160206;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1555,38809478656
5160206;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1555,38809478656
5160207;1;2;1;80;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1555,38809478656
5160209;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1510,53826129599
5160210;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1548,47332186333
5160211;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1462,78061928135
5160212;1;1;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;4023,97211659437
5160214;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;03;1;73;1127,0140277603
5160214;1;3;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;2;03;1;73;1127,0140277603
5160214;1;4;1;80;1;1;8; ;2; ; ;12;POR FALTA DE LA CEDULA;2; ;2; ;1;48;400000;2;2;03;1;73;1127,0140277603
5160214;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1127,0140277603
5160215;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;73;1347,25623081398
5160216;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;2679,38213494155
5160218;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1347,25623081398
5160219;1;2;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ;1;8;60000;2;2;03;1;73;1347,25623081398
5160220;1;2;1;80;1;2;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;03;1;73;1347,25623081398
5160221;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;03;1;73;1510,53826129599
5160221;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1510,53826129599
5160221;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;03;1;73;1510,53826129599
