Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;p6269;Dpto;Fex_c_2011
3926114;1;2;1;10;1;2;1;9;1926;89;5;5;2;1;24; ; ; ;1;1;2; ;3;2; ;2;2;01; ;25;520,530733997083
3926125;1;1;1;10;1;1;1;1;1948;68;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;1636,45582051254
3926125;1;2;1;10;2;2;1;9;1953;62;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;1636,45582051254
3926126;1;1;1;10;1;1;1;4;1945;70;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;25;4601,14452720318
3926126;1;2;1;10;2;2;1;2;1955;60;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;25;4601,14452720318
3926126;1;3;1;10;3;2;1;4;1976;39;3;4;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;25;4601,14452720318
3926126;1;4;1;10;4;1;1;8;1996;19;4;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;25;4601,14452720318
3926126;1;5;1;10;5;1;1;11;2000;15;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;25;4601,14452720318
3926126;1;6;1;10;6;1;1;3;2007;8;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;25;4601,14452720318
3926126;1;7;1;10;2;2;1;6;2012;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;4601,14452720318
3926127;1;1;1;10;1;1;1;6;1944;71;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;3682,60224549564
3926127;1;2;1;10;2;1;1;4;1938;77;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;3682,60224549564
3926128;1;1;1;10;1;2;1;1;1941;75;1;5;1; ; ;1;3;86700;2;1;2; ;3;1; ;2;1;01; ;25;1798,07775492599
3926128;1;2;1;10;2;1;1;11;1959;56;3;2;1; ; ;1;1;120000;2;1;2; ;6;6;5;2;17;01; ;25;1798,07775492599
3926128;1;3;1;10;3;1;1;12;1975;40;3;6;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;25;1798,07775492599
3926129;1;1;1;10;1;2;1;9;1979;36;1;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;25;1842,48316307274
3926129;1;2;1;10;2;2;1;9;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;01; ;25;1842,48316307274
3926131;1;1;1;10;1;1;1;1;1949;67;1;3;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;01; ;25;1798,07775492599
3926131;1;2;1;10;2;2;1;9;1944;71;2;3;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;01; ;25;1798,07775492599
3926131;1;3;1;10;3;1;1;1;1990;26;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;25;1798,07775492599
3926132;1;1;1;10;1;1;1;6;1955;60;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3926132;1;2;1;10;2;2;1;4;1955;60;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;01; ;25;1636,45582051254
3926134;1;1;1;10;1;2;1;12;1946;69;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;25;1636,45582051254
3926135;1;1;1;10;1;2;1;10;1948;67;1;5;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;25;1810,13929608535
3926135;1;2;1;10;2;1;1;5;1980;35;3;4;2;1;48; ; ; ;2;1;2; ;3;2; ;2;2;01; ;25;1810,13929608535
3926135;1;3;1;10;3;1;1;7;1985;30;3;4;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;25;1810,13929608535
3926136;1;1;1;10;1;1;1;12;1930;85;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;25;1786,01621376662
3926136;1;2;1;10;2;2;1;11;1952;63;2;3;1; ; ;3; ; ;1;1;2; ;3;1; ;2;1;01; ;25;1786,01621376662
3926136;1;3;1;10;3;1;1;2;1957;59;8;6;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;25;1786,01621376662
3926143;1;1;1;10;1;1;1;10;1975;40;1;2;2;1;1; ; ; ;2;1;2; ;5;11;2;2;11;01; ;27;1055,84565680029
3926143;1;2;1;10;2;2;1;1;1985;31;2;2;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;27;1055,84565680029
3926143;1;3;1;10;2;2;1;2;2010;5;3; ;2;2; ; ; ; ;1;1;1;1;3;2; ;2;2;01; ;27;1055,84565680029
3926143;1;4;1;10;2;1;1;2;2014;1;3; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;01; ;27;1055,84565680029
3926143;1;5;1;10;2;2;1;10;2015;0;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;01; ;27;1055,84565680029
3926144;1;1;1;10;1;1;1;9;1977;38;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;27;1018,45598142534
3926144;1;2;1;10;2;2;1;7;1982;33;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;27;1018,45598142534
3926144;1;3;1;10;3;1;1;1;2000;16;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;27;1018,45598142534
3926144;1;4;1;10;4;1;1;9;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;27;1018,45598142534
3926144;1;5;1;10;5;2;1;12;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;27;1018,45598142534
3926144;1;6;1;10;1;2;1;10;2008;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;27;1018,45598142534
3926144;1;7;1;10;1;2;1;10;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;27;1018,45598142534
3926145;1;1;1;10;1;2;1;4;1954;61;1;2;2;1;12; ; ; ;2;1;2; ;3;3; ;2;3;01; ;27;981,280872296685
3926145;1;2;1;10;2;1;1;4;1970;45;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;27;981,280872296685
3926146;1;1;1;10;1;1;1;5;1970;45;1;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;01; ;27;816,490032542629
3926146;1;2;1;10;2;2;1;7;1973;42;2;2;2;1;1; ; ; ;2;1;2; ;5;11;2;2;11;01; ;27;816,490032542629
3926146;1;3;1;10;3;1;1;1;2007;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;27;816,490032542629
3926147;1;1;1;10;1;2;1;7;1986;29;1;2;1; ; ;3; ; ;2;1;2; ;6;2;3;2;13;01; ;27;406,035236895232
3926147;1;2;1;10;1;1;1;11;2009;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;27;406,035236895232
3926148;1;1;1;10;1;1;1;2;1984;31;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;1172,66757504486
3926149;1;1;1;10;1;1;1;5;1971;44;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;27;884,979216183496
3926149;1;2;1;10;2;2;1;11;1972;43;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;27;884,979216183496
3926149;1;3;1;10;3;1;1;5;1997;18;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;27;884,979216183496
3926149;1;4;1;10;4;1;1;7;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;27;884,979216183496
3926150;1;1;1;10;1;1;1;5;1955;60;1;2;2;1;2; ; ; ;2;1;2; ;5;11;2;2;11;01; ;27;502,016010898531
3926150;1;2;1;10;2;2;1;7;1967;48;2;2;2;1;6; ; ; ;2;1;2; ;3;3; ;2;3;01; ;27;502,016010898531
3926150;1;3;1;10;3;1;1;12;2001;14;3;6;2;1;24; ; ; ;2;1;1;1;4;8; ;2;8;01; ;27;502,016010898531
3926150;1;4;1;10;4;1;1;9;2002;13;3;6;2;2; ; ; ; ;2;1;2; ;4;6; ;2;6;01; ;27;502,016010898531
3926150;1;5;1;10;5;2;1;3;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;27;502,016010898531
3926151;1;1;1;10;1;2;1;11;1950;65;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;570,826076649288
3926152;1;1;1;10;1;1;1;8;1947;68;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;808,067438762919
3926152;1;2;1;10;2;2;1;8;1947;68;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;27;808,067438762919
3926152;1;3;1;10;2;1;1;12;2007;8;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;27;808,067438762919
3926153;1;1;1;10;1;2;1;8;1997;18;1;2;2;2; ; ; ; ;1;2;2; ;1;0; ;2;0;01; ;27;742,513968569768
3926153;1;2;1;10;2;1;1;1;1992;24;2;2;1; ; ;1;1;98;2;1;2; ;5;11;2;2;11;01; ;27;742,513968569768
3926154;1;1;1;10;1;1;1;2;1956;59;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;27;704,196526027536
3926154;1;2;1;10;2;2;1;1;1961;55;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;704,196526027536
3926155;1;1;1;10;2;2;1;1;1976;40;1;2;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;01; ;27;712,619119807247
3926155;1;2;1;10;2;1;1;8;1987;28;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;712,619119807247
3926156;1;1;1;10;1;2;1;10;1965;50;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;27;381,10638969873
3926156;1;2;1;10;2;1;1;3;1957;58;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;27;381,10638969873
3926156;1;3;1;10;3;2;1;11;1990;25;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;27;381,10638969873
3926157;1;1;1;10;1;2;1;1;1940;76;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;704,196526027536
3926157;1;2;1;10;2;1;1;12;1959;56;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;27;704,196526027536
3926158;1;1;1;10;1;2;1;2;1955;60;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;27;570,826076649288
3926159;1;1;1;10;1;1;1;4;1953;62;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;1423,7078902715
3926159;1;2;1;10;1;1;1;5;1988;27;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;1423,7078902715
3926159;1;3;1;10;3;2;1;7;1992;23;3;6;2;1;5; ; ; ;2;1;2; ;3;5; ;2;5;01; ;27;1423,7078902715
3926159;1;4;1;10;3;2;1;4;2011;4;4; ;2;1;5; ; ; ;2;2;2; ;1;0; ;2;0;01; ;27;1423,7078902715
3926159;1;5;1;10;3;1;1;6;2012;3;4; ;2;1;5; ; ; ;2;2;2; ;1;0; ;2;0;01; ;27;1423,7078902715
3926160;1;1;1;10;1;2;1;11;1942;73;1;4;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;27;381,10638969873
3926160;1;2;1;10;1;2;1;8;1953;62;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;381,10638969873
3926161;1;1;1;10;1;2;1;4;1955;60;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;27;512,809823279364
3926161;1;2;1;10;2;1;1;12;1944;71;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;512,809823279364
3926161;1;3;1;10;2;2;1;12;1921;94;5;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;512,809823279364
3926162;1;1;1;10;1;2;1;12;1925;90;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;570,826076649288
3926164;1;1;1;10;1;1;1;5;1980;35;1;2;1; ; ;1;1;98;2;1;2; ;5;12;2;2;12;01; ;27;916,469033843768
3926164;1;2;1;10;2;2;1;12;1981;34;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;27;916,469033843768
3926164;1;3;1;10;3;2;1;1;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;27;916,469033843768
3926164;1;4;1;10;4;1;1;1;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;27;916,469033843768
3926164;1;5;1;10;2;1;1;5;2008;7;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;27;916,469033843768
3926164;1;6;1;10;2;2;1;8;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;916,469033843768
3926165;1;1;1;10;1;2;1;11;1968;47;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926165;1;2;1;10;2;2;1;5;1987;28;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926165;1;3;1;10;3;2;1;9;2009;6;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;27;381,10638969873
3926165;1;4;1;10;4;1;1;5;1992;23;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926165;1;5;1;10;5;1;1;1;1995;21;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926165;1;6;1;10;6;1;1;8;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;27;381,10638969873
3926166;1;1;1;10;1;2;1;9;1966;49;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926166;1;2;1;10;2;1;1;3;1962;53;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;381,10638969873
3926166;2;1;2;10;1;2;1;11;1990;25;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926166;2;2;2;10;1;1;1;7;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;27;381,10638969873
3926167;1;1;1;10;1;2;1;10;1980;35;1;2;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;27;1040,03875740684
3926167;1;2;1;10;2;1;1;6;1969;46;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;1040,03875740684
3926167;1;3;1;10;3;2;1;8;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;27;1040,03875740684
3926167;1;4;1;10;1;1;1;1;2012;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;1040,03875740684
3926167;1;5;1;10;1;1;1;8;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;27;1040,03875740684
3926168;1;1;1;10;1;2;1;3;1971;44;1;2;2;1;60; ; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926168;1;2;1;10;1;2;1;5;1990;25;3;6;2;1;60; ; ; ;2;1;2; ;4;6; ;2;6;01; ;27;381,10638969873
3926169;1;1;1;10;1;2;1;3;1942;73;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;570,826076649288
3926175;1;1;1;10;1;1;1;10;1981;34;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;1291,30936962371
3926175;1;2;1;10;2;2;1;6;1985;30;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;1291,30936962371
3926175;1;3;1;10;3;1;1;3;2002;13;3;6;2;2; ; ; ; ;1;1;1;1;3;4; ;2;4;01; ;27;1291,30936962371
3926175;1;4;1;10;2;2;1;4;2005;10;3;6;2;2; ; ; ; ;2;2;1;1;3;2; ;2;2;01; ;27;1291,30936962371
3926175;1;5;1;10;2;2;1;6;2008;7;3; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;01; ;27;1291,30936962371
3926175;1;6;1;10;2;2;1;2;2009;6;3; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;01; ;27;1291,30936962371
3926175;1;7;1;10;2;2;1;4;2012;3;3; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;01; ;27;1291,30936962371
3926175;1;8;1;10;2;2;1;10;2013;2;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;01; ;27;1291,30936962371
3926175;1;9;1;10;2;2;1;12;2015;0;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;01; ;27;1291,30936962371
3926194;1;1;1;10;1;2;1;6;1962;53;1;2;2;1;24; ; ; ;2;1;2; ;3;1; ;2;1;01; ;27;521,714821726223
3926194;1;2;1;10;2;1;1;12;1957;58;2;2;2;1;24; ; ; ;2;1;2; ;3;3; ;2;3;01; ;27;521,714821726223
3926194;1;3;1;10;3;1;1;8;1999;16;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;521,714821726223
3926195;1;1;1;10;1;1;1;5;1956;59;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;895,583228775709
3926197;1;1;1;10;1;2;1;5;1960;55;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;704,196526027536
3926197;1;2;1;10;2;1;1;12;1957;58;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;27;704,196526027536
3926198;1;1;1;10;1;2;1;12;1990;25;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;27;1055,84565680029
3926198;1;2;1;10;1;1;1;5;1966;49;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;27;1055,84565680029
3926198;1;3;1;10;1;2;1;9;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;27;1055,84565680029
3926198;1;4;1;10;1;2;1;9;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;27;1055,84565680029
3926198;1;5;1;10;1;1;1;5;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;27;1055,84565680029
3926199;1;1;1;10;2;2;1;12;1927;88;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;381,10638969873
3926199;1;2;1;10;2;2;1;12;1988;27;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;381,10638969873
3926200;1;1;1;10;1;2;1;5;1967;48;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;27;381,10638969873
3926203;1;1;1;10;1;2;1;4;1966;49;1;4;1; ; ;3; ; ;2;1;2; ;6;2;3;2;13;01; ;27;256,210975166484
3926203;1;2;1;10;2;2;1;7;1988;27;3;6;1; ; ;3; ; ;2;1;2; ;6;5;4;2;16;01; ;27;256,210975166484
3926203;1;3;1;10;3;1;1;9;2003;12;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;27;256,210975166484
3926203;1;4;1;10;4;2;1;7;1940;75;5;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;256,210975166484
3926204;1;1;1;10;1;1;1;9;1989;26;1;3;2;1;5; ; ; ;2;1;2; ;6;1;3;2;12;01; ;27;479,081024467811
3926204;1;2;1;10;2;2;1;10;1990;25;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;479,081024467811
3926205;1;1;1;10;1;1;1;11;1957;58;1;4;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;01; ;27;256,210975166484
3926205;1;2;1;10;2;2;1;5;1958;57;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;256,210975166484
3926205;1;3;1;10;3;2;1;5;1979;36;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;256,210975166484
3926205;1;4;1;10;6;2;1;2;2004;12;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;27;256,210975166484
3926206;1;1;1;10;1;1;1;11;1945;70;1;4;1; ; ;1;2;98;2;1;2; ;3;2; ;2;2;01; ;27;602,084506031932
3926208;1;1;1;10;1;2;1;6;1943;72;1;4;1; ; ;1;2;98;2;1;2; ;3;3; ;2;3;01; ;27;383,756110372189
3926210;1;1;1;10;1;1;1;8;1946;69;1;2;2;2; ; ; ; ;1;2;2; ;1;0; ;2;0;01; ;27;704,196526027536
3926210;1;2;1;10;2;2;1;5;1950;65;2;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;01; ;27;704,196526027536
3926211;1;1;1;10;6;2;1;9;1970;45;1;2;2;1;3; ; ; ;2;2;2; ;3;1; ;2;1;01; ;27;690,912362699121
3926211;1;2;1;10;1;1;1;11;1966;49;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;690,912362699121
3926211;1;3;1;10;3;1;1;3;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;27;690,912362699121
3926211;1;4;1;10;1;2;1;8;1998;17;3;6;2;1;12; ; ; ;2;1;1;1;4;8; ;2;8;01; ;27;690,912362699121
3926211;1;5;1;10;1;1;1;11;2013;2;4; ;2;1;12; ; ; ;2; ; ; ; ; ; ;2; ;01; ;27;690,912362699121
3926211;1;6;1;10;6;2;1;3;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;01; ;27;690,912362699121
3926212;1;1;1;10;1;1;1;2;1971;44;1;2;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;27;798,799167995371
3926212;1;2;1;10;2;2;1;3;1971;44;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;27;798,799167995371
3926212;1;3;1;10;3;1;1;4;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;27;798,799167995371
3926213;1;1;1;10;4;1;1;10;1949;66;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;770,0055589322
3926213;1;2;1;10;2;2;1;4;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;27;770,0055589322
3926213;1;3;1;10;3;2;1;1;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;27;770,0055589322
3926213;1;4;1;10;4;1;1;3;2004;11;4;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;27;770,0055589322
3926214;1;1;1;10;1;2;1;5;1962;53;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926215;1;1;1;10;1;2;1;4;1993;22;1;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;760,204833117026
3926215;1;2;1;10;1;1;1;3;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;760,204833117026
3926216;1;1;1;10;1;2;1;7;1950;65;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;704,196526027536
3926216;1;2;1;10;2;1;1;6;1949;66;5;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;27;704,196526027536
3926217;1;1;1;10;1;1;1;1;1966;50;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;792,899310280694
3926217;1;2;1;10;2;2;1;4;1972;43;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;27;792,899310280694
3926217;1;3;1;10;3;2;1;11;1991;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;27;792,899310280694
3926217;1;4;1;10;3;2;1;9;2015;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;01; ;27;792,899310280694
3926217;1;5;1;10;5;1;1;8;1993;22;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;2;11;01; ;27;792,899310280694
3926217;1;6;1;10;6;2;1;7;1995;20;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;27;792,899310280694
3926217;1;7;1;10;7;1;1;2;2000;15;3;6;2;2; ; ; ; ;1;1;1;1;4;0; ;2;5;01; ;27;792,899310280694
3926218;1;1;1;10;1;2;1;3;1968;47;1;4;1; ; ;1;1;98;2;1;2; ;5;11;2;2;11;01; ;27;381,10638969873
3926218;1;2;1;10;2;1;1;9;1996;19;3;6;2;1;60; ; ; ;1;1;1;1;6;0;2;2;11;01;2;27;381,10638969873
3926218;1;3;1;10;3;2;1;2;1988;27;3;2;2;1;96; ; ; ;2;1;2; ;6;2;3;2;13;01; ;27;381,10638969873
3926218;1;4;1;10;4;1;1;9;1989;26;5;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;27;381,10638969873
3926218;1;5;1;10;3;2;1;11;2015;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;01; ;27;381,10638969873
3926218;1;6;1;10;6;2;1;3;1990;25;3;4;2;1;60; ; ; ;2;1;2; ;6;2;3;2;13;01; ;27;381,10638969873
3926218;1;7;1;10;6;1;1;11;2009;6;4; ;2;1;2; ; ; ;2;2;1;1;3;0; ;2;0;01; ;27;381,10638969873
3926219;1;1;1;10;1;1;1;7;1976;39;1;2;2;1;108; ; ; ;2;1;2; ;3;5; ;2;5;01; ;27;394,982542759797
3926219;1;2;1;10;2;2;1;9;1974;41;2;2;2;1;108; ; ; ;2;1;2; ;4;6; ;2;6;01; ;27;394,982542759797
3926219;1;3;1;10;3;2;1;8;1999;16;3;6;2;1;108; ; ; ;2;1;2; ;5;11;2;2;11;01; ;27;394,982542759797
3926219;1;4;1;10;4;2;1;7;2000;15;3;6;2;1;108; ; ; ;2;1;1;1;5;10;1;2;10;01; ;27;394,982542759797
3926219;1;5;1;10;5;2;1;10;2004;11;3;6;2;2; ; ; ; ;1;1;1;1;4;0; ;2;5;01; ;27;394,982542759797
3926220;1;1;1;10;1;1;1;12;1929;86;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;895,583228775709
3926221;1;1;1;10;1;2;1;9;1958;57;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;27;570,826076649288
3926224;1;1;1;10;1;1;1;1;1961;55;1;2;1; ; ;1;1;98;2;1;2; ;5;11;2;2;11;01; ;27;605,886923633913
3926224;1;2;1;10;2;2;1;12;1964;51;2;2;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;01; ;27;605,886923633913
3926224;1;3;1;10;1;1;1;7;1991;24;3;6;1; ; ;1;5; ;2;1;2; ;4;8; ;2;8;01; ;27;605,886923633913
3926224;1;4;1;10;4;1;1;9;1995;20;3;2;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;27;605,886923633913
3926224;1;5;1;10;5;2;1;6;1996;19;5;2;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;27;605,886923633913
3926224;1;6;1;10;5;1;1;11;2007;8;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;27;605,886923633913
