DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;P6290;P6290S1;DPTO;fex_c_2011
1038302;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1517,33287128185
1038302;2;1;2;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1517,33287128185
1038302;2;2;2;50;2;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;2; ;15;1517,33287128185
1038303;1;1;1;50;2;1;6;ES PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2004,72343048727
1038304;1;1;1;50;2;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1907,17884450805
1038304;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1907,17884450805
1038304;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1907,17884450805
1038304;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1907,17884450805
1038305;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2272,72140359977
1038305;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;15;2272,72140359977
1038306;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2600,69434684535
1038306;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2600,69434684535
1038306;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2600,69434684535
1038306;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2600,69434684535
1038306;1;5;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2600,69434684535
1038307;1;1;1;50;2;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1913,97039820981
1038308;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1481,04380249949
1038308;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1481,04380249949
1038309;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1917,00822173674
1038309;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1917,00822173674
1038310;1;1;1;50;2;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1662,11603451312
1038310;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1662,11603451312
1038310;1;3;1;50;2;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1662,11603451312
1038310;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1662,11603451312
1038310;1;5;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1662,11603451312
1038311;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1877,35086813199
1038311;1;2;1;50;2;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ; ; ;15;1877,35086813199
1038311;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1877,35086813199
1038311;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1877,35086813199
1038344;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1691,15951699389
1038344;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1691,15951699389
1038344;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1691,15951699389
1038344;1;4;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1691,15951699389
1038345;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1859,62348469182
1038345;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1859,62348469182
1038346;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2192,08472087311
1038346;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2192,08472087311
1038347;1;1;1;50;2;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;2; ;15;2268,10722295877
1038347;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2268,10722295877
1038347;1;3;1;50;2;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;4; ;15;2268,10722295877
1038347;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2268,10722295877
1038347;1;5;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2268,10722295877
1038348;1;1;1;50;2;1;6;PENSIONADO;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1965,47396315355
1038348;1;2;1;50;2;2;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1965,47396315355
1038348;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1965,47396315355
1038348;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1965,47396315355
1038348;1;5;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1965,47396315355
1038349;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2251,70181503577
1038349;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2251,70181503577
1038349;1;3;1;50;2;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ; ; ;15;2251,70181503577
1038349;1;4;1;50;2;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2251,70181503577
1038349;1;5;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2251,70181503577
1038349;1;6;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2251,70181503577
1038349;1;7;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2251,70181503577
1038351;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3607,17421513403
1038351;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3607,17421513403
1038351;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3607,17421513403
1038351;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3607,17421513403
1038351;1;5;1;50;2;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3607,17421513403
1038351;1;6;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;3607,17421513403
1038352;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1355,27501193323
1038352;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1355,27501193323
1038352;1;3;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1355,27501193323
1038353;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1913,97039820981
1038354;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2398,40055886387
1038354;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2398,40055886387
1038354;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2398,40055886387
1038354;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2398,40055886387
1038356;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1788,20160764356
1038356;1;2;1;50;2;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;15;1788,20160764356
1038357;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1739,32944836041
1038357;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;1739,32944836041
1038357;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1739,32944836041
1038357;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;1739,32944836041
1038370;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2560,79144726144
1038370;1;2;1;50;2;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ; ; ;15;2560,79144726144
1038371;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;3122,14277659275
1038371;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3122,14277659275
1038372;1;1;1;50;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2745,31956505759
1038372;1;2;1;50;2;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ; ; ;15;2745,31956505759
1038372;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2745,31956505759
1038372;1;4;1;50;2;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2745,31956505759
1038373;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2792,93901264403
1038373;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;15;2792,93901264403
1038374;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3266,57805907216
1038387;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2792,93901264403
1038387;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2792,93901264403
1038388;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2448,51609208127
1038388;1;2;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2448,51609208127
1038389;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3266,57805907216
1038390;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2759,46862176297
1038390;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2759,46862176297
1038391;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2020,2116190712
1038391;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2020,2116190712
1038391;1;3;1;50;2;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;2; ;15;2020,2116190712
1038392;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3354,10913087322
1038392;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3354,10913087322
1038393;1;1;1;50;2;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2574,05584896659
1038393;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2574,05584896659
1038394;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3438,02298626528
1038394;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;3438,02298626528
1038394;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3438,02298626528
1038396;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2885,73170371219
1038397;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2394,45541116127
1038398;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2941,10284821402
1038398;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2941,10284821402
1038398;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2941,10284821402
1038399;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3948,93085108559
1038399;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;3948,93085108559
1038400;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2643,39483907168
1038400;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2643,39483907168
1038401;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2015,54429787641
1038401;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2015,54429787641
1038401;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2015,54429787641
1038401;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2015,54429787641
1038401;1;7;1;50;2;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2015,54429787641
1038401;1;9;1;50;2;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2015,54429787641
1038401;1;10;1;50;2;10;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;15;2015,54429787641
1038402;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3945,13242357447
1038402;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3945,13242357447
1038403;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2843,20126605291
1038403;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2843,20126605291
1038403;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2843,20126605291
1038442;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2560,79144726144
1038442;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;15;2560,79144726144
1038443;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2491,45245715635
1038443;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2491,45245715635
1038444;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2614,85212818145
1038444;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;2614,85212818145
1038444;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;2614,85212818145
1038445;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3238,03534818193
1038445;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3238,03534818193
1038446;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;4683,98561256943
1038446;1;2;1;50;2;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ; ; ;15;4683,98561256943
1038446;1;3;1;50;2;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;15;4683,98561256943
1038446;1;5;1;50;2;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ; ; ;15;4683,98561256943
1038446;1;6;1;50;2;6;3; ;2;2;2;2;1;12; ; ; ; ; ; ; ; ;15;4683,98561256943
1038446;1;7;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;4683,98561256943
1038447;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3438,02298626528
1038447;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3438,02298626528
1038447;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;15;3438,02298626528
1039146;1;1;1;50;2;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;63;911,918353179406
1039146;1;2;1;50;2;2;2; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;63;911,918353179406
1039156;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;63;1389,71211308534
1039156;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1389,71211308534
1039156;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1389,71211308534
1039156;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;63;1389,71211308534
1039157;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1415,64906629683
1039157;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1415,64906629683
1039157;1;3;1;50;2;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ; ; ;63;1415,64906629683
1039157;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;63;1415,64906629683
1039157;1;5;1;50;2;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;63;1415,64906629683
1039158;1;1;1;50;2;1;6;SEMBRO HURTA CASERA;2;2;2;2;1;9; ; ; ; ; ; ; ; ;63;1678,16294296902
1039158;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;63;1678,16294296902
1039171;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1938,45710325583
1039172;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;2053,07750015285
1039172;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;2053,07750015285
1039183;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;2747,22918932388
1039183;1;2;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;63;2747,22918932388
1039183;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;2747,22918932388
1039184;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1678,16294296902
1039184;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1678,16294296902
1039185;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1615,1584295285
1039185;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1615,1584295285
1039185;1;3;1;50;2;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;63;1615,1584295285
1039897;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1408,0619775642
1039897;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1408,0619775642
1039897;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1408,0619775642
1039897;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1408,0619775642
1039899;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1703,76551846061
1039899;1;2;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1703,76551846061
1039900;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1379,75832437581
1039900;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1379,75832437581
1039903;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;7343,13633491413
1039903;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7343,13633491413
1039903;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7343,13633491413
1039903;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7343,13633491413
1039903;1;5;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7343,13633491413
1039906;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5762,06149090409
1039906;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5762,06149090409
1039906;1;3;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5762,06149090409
1039906;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5762,06149090409
1039909;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;6107,03810654491
1039909;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;6107,03810654491
1039909;1;3;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;6107,03810654491
1039909;1;4;1;50;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;6107,03810654491
1039911;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1367,44055213628
1039911;1;2;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1367,44055213628
1039913;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;7190,96524407905
1039913;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7190,96524407905
1039913;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7190,96524407905
1039917;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;7570,27107643017
1039917;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7570,27107643017
1039917;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7570,27107643017
1039917;1;4;1;50;2;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7570,27107643017
1039921;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3565,43256830874
