DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4307287;1;2;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;04;68;891,386920481615
4307288;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;68;2886,78889597131
4307288;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;68;2886,78889597131
4307288;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;68;2886,78889597131
4307289;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;68;1336,08812642102
4307290;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;68;2065,03954557993
4307290;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;68;2065,03954557993
4307291;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;68;1852,16160207183
4307324;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;15;996,753001401401
4307324;1;2;1;80;2;1;4;3; ;1; ;4;8; ;2; ;2; ;1;04;15;996,753001401401
4307325;1;1;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ;1;04;15;946,736200784565
4307328;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;15;2340,80251495599
4307328;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;2340,80251495599
4307329;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;15;1933,51003529068
4307332;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;04;15;928,105079184926
4307333;1;1;1;80;2;1;4;3; ;2; ; ;1; ;2; ;2; ;1;04;15;2577,82601643632
4307333;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;2577,82601643632
4307334;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;04;15;1810,57992646375
4307337;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1334,63952458196
4307338;1;3;1;80;2;1;4;7; ;2; ; ;4; ;2; ;2; ;1;04;15;943,282732673017
4307355;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1103,02834968119
4307355;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1103,02834968119
4307356;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;04;15;687,538552419314
4307357;1;2;1;80;2;2; ; ; ; ;1;3;1; ;2; ;2; ;1;04;15;1329,46918367492
4307358;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;15;1356,03180057517
4307358;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1356,03180057517
4307359;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;15;1142,63902737651
4307360;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;15;1697,00988526297
4307361;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;15;647,927874723993
4307365;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;15;1582,68006478123
4307367;1;2;1;80;2;2; ; ; ; ;1;4;9; ;2; ;2; ;1;04;15;1356,03180057517
4307367;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1356,03180057517
4307367;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1356,03180057517
4307368;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;15;964,092057006785
4307369;1;1;1;80;2;1;2;4; ;2; ; ;8; ;2; ;2; ;1;04;15;904,737430494165
4307369;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;15;904,737430494165
4307371;1;2;1;80;2;1;4;4; ;2; ; ;4; ;1;2;1;717000;1;04;15;1867,34228891479
4307371;1;3;1;80;2;2; ; ; ; ;1;1;2; ;2; ;2; ;1;04;15;1867,34228891479
4307371;1;4;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;04;15;1867,34228891479
4307371;1;5;1;80;2;2; ; ; ; ;1;1;2; ; ; ;2; ;1;04;15;1867,34228891479
4307371;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1867,34228891479
4307372;1;1;1;80;2;1;3;9;LA EDAD;2; ; ;8; ;2; ;2; ;1;04;15;1880,78458444879
4307373;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;15;1864,23099549272
4307374;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;15;983,44559439192
4307376;1;1;1;80;2;1;2;4; ;2; ; ;8; ;2; ;2; ;1;04;15;904,737430494165
4307376;1;3;1;80;2;1;1;2; ;1; ;1;2; ;2; ;2; ;1;04;15;904,737430494165
4307377;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;04;15;1263,319317703
4310277;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1486,46705012502
4310279;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1967,73370324392
4310279;1;6;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;1967,73370324392
4310283;1;3;1;80;2;1;1;8; ;2; ; ;2; ;2; ;2; ;1;04;19;845,701379390173
4310284;1;1;1;80;2;1;1;1; ;2; ; ;6; ;2; ;2; ;1;04;19;1175,67415535707
4310284;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;04;19;1175,67415535707
4310286;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1000,96595996819
4310289;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1368,96892535981
4310293;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310293;1;3;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;1;04;19;645,125468582693
4310293;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310295;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;19;645,125468582693
4310297;1;1;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;04;19;732,173958050979
4310299;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;04;19;932,399508339094
4310301;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1002,01416384732
4310301;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1002,01416384732
4310303;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;04;19;1600,6723434129
4310303;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1600,6723434129
4310303;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1600,6723434129
4310304;1;3;1;80;2;1;2;8; ;2; ; ;1; ;2; ;2; ;1;04;19;2352,82856279726
4310307;1;2;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;04;19;1043,75132308614
4310308;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;19;1955,14166988453
4310308;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1955,14166988453
4310308;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1955,14166988453
4310308;1;6;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;04;19;1955,14166988453
4310309;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1087,92782252902
4310310;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;1;04;19;1913,40566723571
4310311;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;19;2114,57282308442
4310314;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1087,92782252902
4310315;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;2283,545505317
4310315;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;2283,545505317
4310316;1;1;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ;1;04;19;645,125468582693
4310317;1;3;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;1;04;19;1087,92782252902
4310318;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;911,827334225214
4310318;1;2;1;80;2;1;1;6; ;2; ; ;1; ;2; ;1;350000;1;04;19;911,827334225214
4310318;1;3;1;80;2;1;1;6; ;2; ; ;2; ;2; ;1;250000;1;04;19;911,827334225214
4310318;1;4;1;80;2;2; ; ; ; ;1;2;1; ;2; ;2; ;1;04;19;911,827334225214
4310318;1;6;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ;1;04;19;911,827334225214
4310318;1;7;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;911,827334225214
4310319;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;1766,76241659106
4310319;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;19;1766,76241659106
4310322;1;2;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ;1;04;19;1282,00706279898
4310324;1;1;1;80;2;1;1;8; ;2; ; ;8; ;2; ;1;100000;1;04;19;645,125468582693
4310324;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;19;645,125468582693
4310324;1;3;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;04;19;645,125468582693
4310325;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1000,96595996819
4310325;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1000,96595996819
4310327;1;1;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;04;19;1043,75132308614
4310328;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1126,74248222096
4310328;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1126,74248222096
4310329;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;04;19;970,429697763816
4310331;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;689,38859493303
4310332;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;645,125468582693
4310333;1;1;1;80;2;1;3;5; ;2; ; ;10; ;3; ;2; ;1;04;19;1753,86791571729
4310334;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1045,82033135976
4310335;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1729,47796353108
4310335;1;3;1;80;2;1;1;9;TERMINO EL SERVICIO MILITAR;2; ; ;1; ;2; ;2; ;1;04;19;1729,47796353108
4310338;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;970,429697763816
4310338;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;970,429697763816
4310339;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1442,29055068213
4310341;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1713,45794430122
4310341;1;7;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1713,45794430122
4310341;1;9;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1713,45794430122
4310342;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;04;19;932,663241951004
4310343;1;1;1;80;2;1;4;8; ;2; ; ;9; ;2; ;2; ;1;04;19;645,125468582693
4310343;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310344;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;645,125468582693
4310345;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;2533,07169663285
4310346;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;04;19;657,432640329095
4310347;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;2244,16291346982
4310348;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;645,125468582693
4310349;1;1;1;80;2;1;4;9;POR LA EDAD;2; ; ;4; ;2; ;2; ;1;04;19;768,106583127453
4310349;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;768,106583127453
4310349;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;768,106583127453
4310350;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;04;19;2114,57282308442
4310351;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1083,95711910301
4310352;1;2;1;80;2;1;4;8; ;2; ; ;1; ;2; ;2; ;1;04;19;845,701379390173
4310354;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;645,125468582693
4310354;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310356;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1043,75132308614
4310357;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;19;1680,54629039497
4310358;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1043,75132308614
4310360;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;970,429697763816
4310362;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1520,26280251181
4310362;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1520,26280251181
4310363;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;04;19;1043,75132308614
4310366;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;970,429697763816
4310369;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310369;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;645,125468582693
4310369;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310370;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;690,436798812154
4310372;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1520,26280251181
4310372;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1520,26280251181
4310373;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;970,429697763816
4310374;1;3;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;150000;1;04;19;1083,95711910301
4310374;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1083,95711910301
4310376;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;2435,5172544177
4310377;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1327,71376887382
4310377;1;4;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;04;19;1327,71376887382
4310377;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1327,71376887382
4310377;1;7;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ;1;04;19;1327,71376887382
4310378;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310378;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;645,125468582693
4310379;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;19;1102,08879642283
4310380;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;1;50000;1;04;19;1019,36137089993
4310381;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1271,60191254595
4310385;1;2;1;80;2;1;2;8; ;2; ; ;1; ;2; ;2; ;1;04;19;2771,62907837441
4310386;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1182,91776404103
4310386;1;4;1;80;2;1;4;8; ;2; ; ;9; ;2; ;2; ;1;04;19;1182,91776404103
4310387;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;2335,8878653232
4310388;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;4676,92185394545
4310388;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;4676,92185394545
4310389;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;04;19;1169,23046348636
4310389;1;4;1;80;2;1;1;3; ;2; ; ;9; ;2; ;1;200000;1;04;19;1169,23046348636
4310389;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;19;1169,23046348636
4310390;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;1169,23046348636
4310391;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;19;3987,50568463446
4310425;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;05;4387,82847110979
4310427;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;2975,98664858878
4310428;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;5794,0375434659
4310428;1;2;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ;1;04;05;5794,0375434659
4310429;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;2975,98664858878
4310429;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;2975,98664858878
4310430;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;6531,79793838751
4310430;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;6531,79793838751
4310430;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;6531,79793838751
4310431;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;10453,8459075334
4310431;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;10453,8459075334
4310433;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;5216,5874447858
4310434;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;4836,56531582754
4310435;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;4836,56531582754
4310436;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;05;6948,91408178415
4310436;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;6948,91408178415
4310436;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;6948,91408178415
4310437;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;05;4171,36767538833
4310438;1;3;1;80;2;1;2;1; ;2; ; ;9; ;2; ;2; ;1;04;05;7609,23456482403
4310440;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;05;5703,03896471149
4310440;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;5703,03896471149
4310442;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;10419,875168734
4310443;1;2;1;80;2;1;2;9;POR EMBARAZO;2; ; ;9; ;2; ;2; ;1;04;05;6366,58682570473
4310457;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;648,234760841038
4310458;1;1;1;80;2;1;1;1; ;2; ; ;8; ;2; ;2; ;1;04;05;1368,5393057413
4310458;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;04;05;1368,5393057413
4310459;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ;1;04;05;743,89878502557
4310459;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;05;743,89878502557
4310459;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;743,89878502557
4310460;1;3;1;80;2;2; ; ; ; ;1;1;2; ;2; ;2; ;1;04;05;1144,36633842767
4310462;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;1193,30626818842
4310462;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;05;1193,30626818842
4310465;1;1;1;80;2;1;4;3; ;2; ; ;11; ;2; ;2; ;1;04;05;1755,20181584323
4310474;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;04;52;1367,81386323059
4310475;1;4;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;04;52;2853,04835479389
4310476;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;04;52;2458,82600013117
4310476;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;04;52;2458,82600013117
4310476;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;52;2458,82600013117
4310478;1;1;1;80;2;1;1;3; ;2; ; ;4; ;2; ;2; ;1;04;52;1920,35364761501
4310482;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;04;52;1651,65991375614
4310482;1;5;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;04;52;1651,65991375614
4310482;1;6;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;04;52;1651,65991375614
4310484;1;1;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;04;52;866,119803681634
4310485;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;52;1062,50483120026
4310486;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;04;52;1171,76017989992
4310487;1;2;1;80;2;1;2;4; ;2; ; ;4; ;1;2;2; ;1;04;52;1219,20841959341
4310490;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;52;1815,62020619717
4310498;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;04;52;1118,85803986874
4310499;1;2;1;80;2;2; ; ; ; ;1;1;2; ; ; ;2; ;1;04;52;1424,16707189907
