DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;AREA;fex_c_2011
1118582;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;777,005964836499
1118582;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;777,005964836499
1118582;1;8;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;777,005964836499
1118584;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;879,179570483383
1118584;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;14;3; ; ; ; ; ; ; ;1;05;05;879,179570483383
1118585;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1087,52030595477
1118585;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;1087,52030595477
1118586;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;5; ; ; ; ;4; ; ; ;1;05;05;840,609324970966
1118586;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;28; ; ;25; ; ; ; ; ;1;05;05;840,609324970966
1118586;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;1;05;05;840,609324970966
1118587;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;2; ; ; ; ; ; ;1;05;05;744,666493539368
1118587;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;50; ; ; ; ; ; ;1;05;05;744,666493539368
1118587;1;3;1;90; ;2;1;2;1;2;2;2;2;2;1; ;1; ;2; ; ; ; ; ;3;1;05;05;744,666493539368
1118587;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;744,666493539368
1118587;1;7;1;90; ;2;1;2;1;2;2;2;2;2;2; ;1; ;5; ; ; ; ; ; ;1;05;05;744,666493539368
1118587;1;8;1;90; ;2;1;2;2;2;2;1;2;2;2; ;1; ; ; ; ;6; ; ; ;1;05;05;744,666493539368
1118588;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;40; ; ; ; ; ; ;1;05;05;1014,90003527461
1118588;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1014,90003527461
1118588;1;7;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;40; ; ; ; ; ; ;1;05;05;1014,90003527461
1118588;1;8;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;8; ; ; ; ; ; ;1;05;05;1014,90003527461
1118589;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;05;05;921,107254631105
1118589;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;30; ; ; ; ;4; ; ; ;1;05;05;921,107254631105
1118590;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;05;05;949,324400138515
1118590;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;949,324400138515
1118591;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ;1;05;05;768,829827678171
1118591;1;2;1;90; ;2;1;2;1;2;2;2;2;2;1; ;40; ;40; ; ; ; ; ;6;1;05;05;768,829827678171
1118591;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;05;05;768,829827678171
1118592;1;1;1;90; ;2;1;2;2;2;2;1;2;2;1; ;48; ; ; ; ;8; ; ;10;1;05;05;949,756532808537
1118592;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;10; ; ; ; ; ; ; ;6;1;05;05;949,756532808537
1118593;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;20; ; ; ; ; ; ; ;6;1;05;05;987,402471305273
1118593;1;2;1;90; ;2;1;2;1;2;2;2;2;2;1; ;50; ;60; ; ; ; ; ;6;1;05;05;987,402471305273
1118593;1;3;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;6;1;05;05;987,402471305273
1118594;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;1; ; ; ; ; ; ; ;10;1;05;05;844,458937951932
1118594;1;2;1;90; ;2;2;2;2;2;1;2;2;2;2; ; ; ; ; ;4; ; ; ; ;1;05;05;844,458937951932
1118595;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;45; ; ; ; ; ; ; ; ;1;05;05;765,412347367227
1118595;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;765,412347367227
1118595;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;765,412347367227
1118595;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;765,412347367227
1118596;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;949,324400138515
1118596;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;949,324400138515
1118597;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118597;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118597;3;1;3;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118598;1;1;1;90; ;2;1;1;2;2;2;2;2;2;2; ;3;21; ; ; ; ; ; ; ;1;05;05;883,029183464348
1118599;1;1;1;90; ;2;1;2;1;2;2;2;2;2;1; ;45; ;45; ; ; ; ; ;3;1;05;05;937,684855978147
1118599;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;21; ; ; ; ; ; ;1;05;05;937,684855978147
1118599;1;4;1;90; ;2;2;2;1;2;2;1;2;2;1; ; ; ;3; ; ;4; ; ;2;1;05;05;937,684855978147
1118599;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;15; ; ; ; ; ; ;1;05;05;937,684855978147
1118600;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;50; ;40; ; ; ; ; ; ;1;05;05;1001,31720833323
1118600;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;4; ; ; ; ; ; ;1;05;05;1001,31720833323
1118600;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1001,31720833323
1118600;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;4; ; ; ;1;05;05;1001,31720833323
1118600;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;1001,31720833323
1118600;1;8;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;1001,31720833323
1118600;1;9;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;1001,31720833323
1118601;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1021,85851342317
1118601;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;1;05;05;1021,85851342317
1118601;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;1021,85851342317
1118602;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;14; ; ;15; ; ; ; ; ;1;05;05;987,402471305273
1118602;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118602;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118603;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118603;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118603;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;987,402471305273
1118604;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;945,906919827572
1118604;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;1; ; ; ; ; ; ; ;4;1;05;05;945,906919827572
1118604;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;05;05;945,906919827572
1118605;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;40; ; ; ; ; ; ;1;05;05;958,920735384306
1118605;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;958,920735384306
1118605;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;958,920735384306
1118606;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1098,15153447131
1118606;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;30; ; ; ; ; ; ;1;05;05;1098,15153447131
1118607;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;942,052593464239
1118608;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;05;05;1004,93032982746
1118608;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;12; ; ; ; ; ; ;1;05;05;1004,93032982746
1118608;1;3;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;2;1;05;05;1004,93032982746
1118609;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;879,179570483383
1118609;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;879,179570483383
1118610;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;841,626081874282
1118610;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;14; ; ; ; ; ; ; ;2;1;05;05;841,626081874282
1118611;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;831,767605717032
1118611;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;28; ; ;50; ; ; ; ; ;1;05;05;831,767605717032
1118611;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;831,767605717032
1118612;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;20; ; ; ; ; ; ;1;05;05;938,202980483274
1118612;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;938,202980483274
1118613;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;983,984990994329
1118613;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;40; ; ;24; ; ; ; ; ;1;05;05;983,984990994329
1118613;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;983,984990994329
1118613;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;05;05;983,984990994329
1118616;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;892,0887900544
1118616;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;892,0887900544
1118616;1;3;1;90; ;1;2;2;2;2;2;1;2;2;2;1; ; ; ; ; ;4; ; ; ;1;05;05;892,0887900544
1118616;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;892,0887900544
1118617;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;906,850787928416
1118617;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;20; ; ;2; ; ; ; ; ;1;05;05;906,850787928416
1118617;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;906,850787928416
1118617;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;05;05;906,850787928416
1118618;1;1;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ;1;05;05;970,534329385206
1118619;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;2; ; ;2; ; ; ; ; ;1;05;05;919,272751637891
1118619;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;05;05;919,272751637891
1118619;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;05;05;919,272751637891
1118620;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;865,668867198622
1118621;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;810,989809140363
1118621;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;810,989809140363
1118621;1;3;1;90; ;2;1;1;2;2;2;2;2;2;2; ;4;1; ; ; ; ; ; ; ;1;05;05;810,989809140363
1118621;1;4;1;90; ;2;1;1;2;2;2;2;2;2;2; ;10;1; ; ; ; ; ; ; ;1;05;05;810,989809140363
1118622;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;4; ; ; ; ; ; ;1;05;05;790,207299181327
1118622;1;2;1;90; ;2;1;1;2;2;2;2;2;2;2; ;26;2; ; ; ; ; ; ; ;1;05;05;790,207299181327
1118623;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;765,412347367227
1118623;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;765,412347367227
1118623;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;2; ; ; ; ; ; ;1;05;05;765,412347367227
1118623;1;4;1;90; ;2;1;1;2;2;2;1;2;2;2; ;1;1; ; ; ;4; ; ; ;1;05;05;765,412347367227
1118624;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;1061,29652095661
1118624;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;46; ; ; ; ; ; ; ; ;1;05;05;1061,29652095661
1118626;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;892,0887900544
1118626;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;05;05;892,0887900544
1118626;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;892,0887900544
1118626;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;892,0887900544
1118627;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1025,70812640413
1118627;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1025,70812640413
1118629;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;754,174272335044
1118629;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;754,174272335044
1118629;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;754,174272335044
1118631;1;1;1;90; ;2;1;2;2;2;2;2;2;1;2; ;1; ; ; ; ; ; ;3; ;1;05;05;1091,85112055836
1118632;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;967,097527531721
1118632;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;1;16; ; ; ; ; ; ; ; ;1;05;05;967,097527531721
1118633;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;05;05;1176,1567975572
1118633;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1176,1567975572
1118634;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;896,449181531635
1118635;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;970,534329385206
1118637;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;945,846878151935
1118637;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;945,846878151935
1118637;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;945,846878151935
1118637;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;05;05;945,846878151935
1118637;2;2;2;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;945,846878151935
1118638;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1025,70812640413
1118638;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;1025,70812640413
1118639;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;1025,70812640413
1118639;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;05;05;1025,70812640413
1118640;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;05;05;845,323203291975
1118640;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;05;05;845,323203291975
1118641;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;20; ; ; ; ; ; ;1;05;05;1031,33819329202
1118641;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;05;05;1031,33819329202
1118641;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;1031,33819329202
1118642;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;5; ; ; ; ; ; ; ;4;1;05;05;963,234423784103
1118642;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;5; ; ; ; ; ; ;1;05;05;963,234423784103
1118642;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;963,234423784103
1118643;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;05;05;896,449181531635
1118644;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;845,187603784319
1118644;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;05;05;845,187603784319
1118644;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;05;05;845,187603784319
1118645;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;05;05;865,668867198622
1118646;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;1004,762787571
1118646;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;05;05;1004,762787571
1118646;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;05;05;1004,762787571
1118647;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;21; ; ; ; ; ; ; ;4;1;05;05;1054,1898623251
1118647;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;05;05;1054,1898623251
1118648;1;1;1;90; ;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;5; ; ;1;05;05;993,524712538815
1118648;1;2;1;90; ;2;1;2;2;2;2;2;1;2;2; ;42; ; ; ; ; ;1; ; ;1;05;05;993,524712538815
1118649;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;05;05;966,684716404241
1118649;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;05;05;966,684716404241
1118650;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;05;05;945,906919827572
1118650;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;50; ; ; ; ;3; ; ; ;1;05;05;945,906919827572
1118650;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;3; ; ; ;1;05;05;945,906919827572
1118651;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;05;05;966,684716404241
