Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
330876;2;2;70;4;48;8; ;1;1;2;16;3; ;2;2;2; ;1; ;2;11;SOLO TRABAJO UNOS DIAS; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;2;62;62;9500;95;25;2324,01580212399
330877;2;4;70;4;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;25;2389,9882465251
330879;2;2;70;2;40;1; ;1;1;2;2;1; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;53;53;5521;55;25;1125,0818987517
332304;2;4;70;58;58;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;05;5121,59693455141
332307;2;1;70;58;58;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;05;3768,39391368109
332319;2;5;70;2;50;1; ;1;1;2;2;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3080000;2;62;62;0121;01;05;7507,86943803663
332320;2;3;70;48;48;1; ;1;1;2;48;4; ;1;2;5; ;7; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;44;6421;64;05;3956,46222195246
332479;2;2;70;2;48;3; ;1;1;2;2;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;433000;1;600000;2;54;97;0112;01;25;8186,18945551109
332483;2;1;70;8;40;4; ;1;2;2;104;1; ;4;1; ;.;1; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;53;33;5211;52;25;4067,96310847269
332490;2;4;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;33; ; ; ;25;5240,9795612048
332555;2;2;70;104;50;3; ;1;1;2;208;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;13;1619,98081479553
332558;2;2;70;104;48;1; ;1;1;2;104;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;53;53;1512;15;13;1601,44534600776
332559;2;3;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;84; ; ; ;13;1003,27404616418
332561;2;2;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;37; ; ; ;13;734,935048818649
332561;2;4;70;4;48;1; ;1;1;2;4;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;1;250000;2; ;2;83;83;2811;28;13;734,935048818649
333186;2;1;70;5;48;8; ;1;1;2;8;8; ;2;2;4; ;7; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;2;62;62;0111;01;63;1190,36843737125
333237;2;2;70;52;36;1; ;1;1;2;156;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;55;54;9500;95;63;851,857712602453
333240;2;5;70;4;8;1; ;1;1;2;12;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2700000;2;59;59;8515;85;63;564,47952121221
333250;2;2;70;8;40;3; ;1;1;2;8;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;2;54;54;9500;95;63;851,857712602453
333250;2;3;70;16;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;63;851,857712602453
333289;2;2;70;1;40;4; ;1;1;2;48;1; ;6;2;7; ;7; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;44;6421;64;63;933,770369541156
333649;2;4;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;33; ; ; ;25;5240,9795612048
335723;2;1;70;9;48;1; ;1;1;2;16;1; ;3;2;5; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;95;95;4521;45;05;4301,85724505388
335723;2;2;70;18;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;05;4301,85724505388
335725;2;3;70;11;48;1; ;1;1;2;29;6; ;2;2;6; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;55;55;0000;00;05;5873,15433339101
335725;2;4;70;17;48;1; ;1;1;2;16;2; ;8;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;55;97;6310;63;05;5873,15433339101
335729;2;3;70;11;48;9;ALMACENE;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;05;4749,94059615978
335756;2;3;70;30;48;3; ;1;1;2;32;3; ;1;2;5; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;54;54;9500;95;08;3160,92787618238
335766;2;3;70;8;48;3; ;1;1;2;12;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;960000;2;54;54;9500;95;08;2188,41420940368
335771;2;4;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;16; ; ; ;08;1062,2929331462
335813;2;4;70;12;48;1; ;1;1;2;12;1; ;4;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0125;01;08;2153,98649915938
335815;2;5;70;2;52;1; ;1;1;2;4;1; ;3;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;800000;1;1200000;2;39;45;5211;52;08;1491,0732944239
335827;2;3;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;08;1062,2929331462
336150;2;2;70;12;20;3; ;1;1;2;140;1; ;3;2;4; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;53;0116;01;15;2775,43941842966
336151;2;2;70;16;40;1; ;1;1;2;120;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;45;45;5233;52;15;2225,84932816906
336157;2;4;70;3;40;8; ;1;1;2;6;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;576000;2;62;62;0116;01;15;3304,76920835907
336161;2;2;70;7;28;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;1243,73773247035
336181;2;2;70;16;35;4; ;1;1;2;96;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;57;57;9302;93;15;2714,1739087835
336183;2;2;70;48;30;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;2447,01083721609
336187;2;2;70;16;35;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;2011,87322573909
336201;2;3;70;20;40;1; ;1;1;2;20;1; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1400000;2;53;53;5522;55;15;2024,45557218805
336216;2;3;70;20;50;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;15;2414,4038881199
336220;2;1;70;1;40;8; ;1;1;2;1;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;960000;2;62;62;0118;01;15;2577,80763224681
336222;2;3;70;24;50;1; ;2;1;2;24;1; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;98;98;6042;60;15;2899,14363717415
336222;2;4;70;20;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;15;2899,14363717415
336227;2;3;70;4;40;1; ;1;1;2;4;1; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;2;54;54;9500;95;15;2543,93076530744
336231;2;4;70;24;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;15;2595,66139785364
336234;2;2;70;8;48;8; ;1;1;2;9;8; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;504000;2;62;62;0118;01;15;2899,68099938534
336256;2;1;70;1;48;8; ;1;1;2;2;8; ;4;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;40000;1;600000;2;62;62;0118;01;15;2740,0392250566
336298;2;3;70;2;40;1; ;1;1;2;11;1; ;6;2;4; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;2;45;39;7020;70;15;1894,92869500051
336630;2;1;70;3;70;1; ;1;1;2;1;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;437000;1;5244000;2;99;62;0121;01;20;794,726561103412
336634;2;3;70;8;56;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;532,501966169625
336635;2;4;70;6;56;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;656,985874347526
336639;2;6;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;836,578104129311
336639;2;7;70;8;60;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;836,578104129311
336643;2;3;70;100;48;1; ;1;1;2;100;1; ;2;2;5; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;62;0122;01;20;378,803899758627
336645;2;1;70;2;40;1; ;1;1;2;4;1; ;1;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;2;56;54;9500;95;20;803,146519687076
336664;2;4;70;4;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;1570,20464711021
336667;2;2;70;24;36;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;814,576434417504
336670;2;4;70;3;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;20;541,834022898423
336675;2;3;70;74;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;467,839970797473
336707;2;3;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;20;319,519652483429
336707;2;4;70;6;48;1; ;1;1;2;36;1; ;2;2;6; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;45;45;5262;52;20;319,519652483429
336710;2;3;70;21;60;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;08; ; ; ;20;472,048503226603
336726;2;3;70;8;48;8; ;1;1;2;9;1; ;2;2;1; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;20;345,81312144944
336727;2;3;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;486,021569725609
336727;2;4;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;20;486,021569725609
336742;2;3;70;10;50;8; ;1;1;2;4;8; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;20;1505,56800173774
336748;2;1;70;20;48;1; ;1;1;2;60;1; ;3;2;5; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;97;0140;01;20;1229,50153695977
336759;2;1;70;16;70;8; ;1;1;2;25;8; ;2;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;30000;1;400000;2;62;62;0121;01;20;1002,08857087454
337615;2;2;70;2;40;3; ;1;1;2;520;3; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;54;53;9500;95;70;2956,3278645553
337621;2;2;70;3;24;1; ;1;1;2;260;3; ;1;2;4; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;53;54;9500;95;70;2512,98633969717
337624;2;1;70;3;42;8; ;1;1;2;8;8; ;5;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;700000;2;62;62;0121;01;70;2966,63269116987
337625;2;6;70;5;56;3; ;1;1;2;7;3; ;2;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;2;54;54;9500;95;70;4439,07539552557
337684;2;3;70;4;56;3; ;1;1;2;4;1; ;2;2;12;LOS  TRABAJOS  POR  ACA  SON  ASI;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;25000;1;80000;2;54;53;0118;01;27;675,323443986857
337696;2;3;70;4;48;1; ;1;1;2;8;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;2;45;45;5219;52;27;647,870398574304
337700;2;4;70;4;40;1; ;1;1;2;6;1; ;5;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;60000;2;53;53;0118;01;27;840,895222729282
337763;2;5;70;5;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;41;1772,28027078896
337770;2;2;70;1;48;1; ;1;1;2;1;1; ;3;2;4; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;600000;2;55;53;5521;55;41;847,369975917644
337776;2;2;70;4;24;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;79; ; ; ;41;1095,48751389925
337781;2;4;70;8;45;4; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;41;1035,43599940718
337782;2;2;70;16;45;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;41;864,702526475218
337802;2;2;70;1;48;1; ;1;1;2;4;1; ;2;2;5; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;12000;1;98;2;45;33;5211;52;41;902,760716064497
337816;2;3;70;2;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;57; ; ; ;41;994,196453184687
337844;2;3;70;4;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;41;844,9218801868
337847;2;1;70;4;48;5; ;1;1;2;4;5; ;4;2;5; ;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;600000;1;2400000;2;97;97;4530;45;41;1026,1867993264
337884;2;4;70;20;40;1; ;1;1;2;22;8; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;95;62;0115;01;73;1625,39067977628
337885;2;2;70;4;30;3; ;1;1;2;480;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;73;943,030273147238
337926;2;2;70;3;4;1; ;2;2;2;12;3; ;1;2;4; ;3; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;45;54;9500;95;73;971,33761105708
337929;2;3;70;16;48;1; ;1;1;2;16;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;62;97;5223;52;73;1682,45716667377
337930;2;7;70;15;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;73;1243,15242280531
338175;2;3;70;60;40;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;2;45;62;0111;01;52;3503,96418787624
338175;2;4;70;96;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;52;3503,96418787624
338175;2;5;70;36;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;52;3503,96418787624
338177;2;2;70;8;40;2; ;1;1;2;20;1; ;9;1; ;.;1; ;1; ;.; ;1; ;1; ; ; ; ; ; ;2; ;1;9100000;2;05;03;7414;74;52;5073,05508222977
338186;2;1;70;4;40;4; ;1;1;2;998;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;61;54;9500;95;52;5974,03328009917
338187;2;1;70;4;40;4; ;2;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;70000;1;700000;2;62;62;0140;01;52;5228,25545975991
338190;2;2;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;52;5489,94368844716
338216;2;4;70;16;80;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;52;6556,71161987063
338220;2;7;70;9;85;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;52;7190,03021141139
338220;2;10;70;8;95;4; ;1;1;2;10;1; ;3;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;2;62;62;0111;01;52;7190,03021141139
338221;2;3;70;40;90;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;13; ; ; ;52;5009,75153694235
338223;2;4;70;16;90;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;4918,82357040774
338224;2;3;70;5;40;4; ;1;1;2;5;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;35000;1;420000;2;62;62;0140;01;52;4948,25393570928
338233;2;3;70;8;60;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;5508,01910257289
338237;2;1;70;8;40;4; ;2;1;2;10;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;61;61;0140;01;52;5364,17367621856
338416;2;3;70;52;40;3; ;1;1;2;56;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;54;508,861908117839
338532;2;6;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;66;670,460584353697
338540;2;2;70;48;48;1; ;1;1;2;48;1; ;8;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;32;2212;22;66;708,953299666062
338546;2;6;70;1;60;8; ;1;1;2;1;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;1000000;2;62;62;0111;01;66;1295,02857844982
338551;2;3;70;4;48;1; ;2;2;2;5;1; ;4;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;264000;1;800000;2;45;45;5233;52;66;841,337624694545
338572;2;6;70;5;60;1; ;1;1;2;7;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;1250000;2;95;62;0118;01;66;1289,17960251831
338701;2;3;70;8;48;1; ;1;1;2;104;1; ;4;2;5; ;6; ;2;9; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;53;5521;55;13;3561,5896897266
338706;2;2;70;7;48;4; ;1;1;2;20;4; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;8532;85;13;3768,11859534765
340786;2;2;70;8;8;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;27;855,663173136024
340795;2;2;70;8;4;3; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;27;618,232816069632
340811;2;2;70;3;40;3; ;1;1;2;40;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;55;71;1320;13;27;655,402078990401
340852;2;3;70;4;63;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;27;597,379624173105
340873;2;2;70;2;1;3; ;1;2;2;24;3; ;1;2;2; ;7; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;27;556,657085081769
340887;2;3;70;5;2;3; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;27;575,273305643893
340895;2;2;70;6;56;3; ;1;2;2;24;3; ;1;2;2; ;4; ;2;9; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;55;54;9500;95;27;709,65285007375
340921;2;2;70;5;45;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;27;686,384222278614
340921;2;3;70;6;45;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;27;686,384222278614
340930;2;1;70;1;8;4; ;2;2;2;2;4; ;1;2;12;NO TENIA CON QUE PAGAR;3; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;61;61;0113;01;27;607,454816508716
340943;2;1;70;4;8;3; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;27;746,615392482937
340953;2;1;70;20;40;1; ;2;2;2;5;4; ;1;2;6; ;8; ;2;11;NO LE ALCANSABA LO QUE SE HACE; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;73;73;0201;02;27;641,797788779131
341024;2;1;70;8;40;3; ;1;1;2;48;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;27;675,270483697985
341026;2;3;70;6;40;3; ;1;1;2;84;3; ;1;2;4; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;27;842,528654749563
341040;2;1;70;8;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;27;1775,80614199055
341040;2;2;70;8;40;1; ;1;1;2;5;1; ;4;2;2; ;1; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;150000;2;71;71;1320;13;27;1775,80614199055
