DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D;OCI;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;MES;DPTO;fex_c_2011
4412026;1;5;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;150000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;22;2; ;22; ; ;2;2; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;5;3; ;2; ; ; ; ; ; ; ;3;3;5;2; ; ; ;1;1;1;1;2;1;2;1;2;2;2; ;2;1;1;1;1;2;2;1;3; ;1;53;80;1;8011; ; ;150000;08;50;1237,32742325347
4412027;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;1000000;1;12000000;3; ;12;2; ; ; ; ;1;3;2;84; ;.;84; ; ;1;4; ;2; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;6;120;1; ;2; ; ; ; ; ; ; ;1;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;2; ;4;98;60;1;6031; ; ;1000000;08;50;994,313205796328
4412029;1;1;1;60;2;50;1;2;1; ;1; ; ;1;2;2;1;3; ;2; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;54; ;.;54; ; ;9;8; ;1; ;1;1;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;0;18;1; ;2; ; ; ; ; ; ; ;1;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;8;62;01;1;0115; ; ;800000;08;50;1292,61429055968
4412030;1;1;1;60;2;50;1;2;1; ;1; ; ;1;2;2;1;2; ;2; ;2;800000;2; ; ;2; ;2; ;1;120000;2; ;2; ; ;1;83140;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;7;8; ;1; ;1;1;1;3;1; ; ;1; ; ; ; ; ; ;1;1;1;0;6;8; ;2; ; ; ; ; ; ; ;1;7;18;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;8;62;01;1;0115; ; ;800000;08;50;1365,20976939732
4412031;1;1;1;60;2;50;1;2;1; ;1; ; ;1;1;1;1;300; ;1; ;2;1300000;1;20000;2;2; ;2; ;1;83000;2; ;2; ; ;2; ; ;2; ; ;1;600000;2;2; ; ;2; ; ;1;1300000;1;765000;2; ;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;8; ;1; ;1;2;1;31;1;1; ; ; ; ; ; ; ; ;1;1;1;0;9;1; ;2; ; ; ; ; ; ; ;3;7;22;1;10;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1; ;1;61;01;1;0114; ; ;1300000;08;50;1244,18289493292
4412031;1;3;1;60;2;50;1;2;1; ;1; ; ;1;1;1;1;24; ;1; ;2;1150000;1;50000;2;2; ;2; ;1;83000;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1500000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;7;10;1;18;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1; ;1;03;01;1;0114; ; ;1150000;08;50;1244,18289493292
4412032;1;1;1;60;2;50;1;2;1; ;1; ; ;1;2;2;1;12; ;2; ;2;810000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;83140;2;2; ; ;2; ; ;2; ; ;2; ; ;1;740000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;9;8; ;1; ;1;1;1;2;1; ; ; ; ; ; ; ; ;1;1;1;1;8;18;8; ;2; ; ; ; ; ; ; ;3;11;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;8;62;01;1;0115; ; ;810000;08;50;2044,96453478276
4412034;1;1;1;60;2;50;1;2;1; ;2;1; ;1;1;2;1;132; ;1; ;2;990000;2; ; ;2; ;2; ;1;83000;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1220000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;8; ;1; ;1;1;1;11;1;1; ; ; ; ; ; ; ; ;1;1;1;0;72;1; ;2; ; ; ; ; ; ; ;13;7;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;8;62;01;1;0115;7491;74;990000;08;50;1348,0247752838
4412035;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2017;2;200000;1;1000000;3; ;12;2; ; ; ; ;3;1;1;36;1; ;36; ; ;1;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;24;36;3; ;2; ; ; ; ; ; ; ;2;14; ;1;24;2;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;2;1;1;8; ;4;53;55;1;5529; ; ;200000;08;50;748,816301555475
4412036;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2017;2;1000000;1;12000000;3; ;12;1;1;0;0;1;3;6;2;105; ;.;105; ; ;2;7; ;2; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;0;60;4; ;2; ; ; ; ; ; ; ;2;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;4;41;52;1;5211; ; ;1000000;08;50;511,241133695691
4412036;1;3;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;42; ;.;42; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;6;33;52;1;5211; ; ; ;08;50;511,241133695691
4412037;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2017;2;1500000;1;10000000;3; ;12;1;1;0;0;1;3;3;2;82; ;.;82; ; ;2;7; ;1; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;2;1;0;240;4; ;2; ; ; ; ; ; ; ;10;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;41;52;1;5241; ; ;1500000;08;50;900,9830358344
4412037;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;82; ;.;82; ; ;2;7; ;1; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;1;1;72;1; ;2; ; ; ; ; ; ; ;8;14; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1;1;1;1;2;1;1;3; ;6;45;52;1;5241; ; ; ;08;50;900,9830358344
4412038;1;1;1;60;2;50;1;2;1; ;1; ; ;1;2;2;1;1; ;1; ;2;810000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;83140;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;8; ;1; ;1;1;1;1;1; ; ; ; ; ; ; ; ;1;1;1;1;4;84;4; ;2; ; ; ; ; ; ; ;5;11;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;8;62;01;1;0115; ; ;810000;08;50;887,516281569144
4412038;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;100000;1;2000000;3; ;12;2; ; ; ; ;3;3;2;30;2; ;30; ; ;1;1; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;4; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;4;57;93;1;9302; ; ;100000;08;50;887,516281569144
4412039;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;2; ;2;450000;1;5000000;3; ;12;2; ; ; ; ;3;1;2;84; ;.;84; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;6;12;4; ;2; ; ; ; ; ; ; ;8;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;8; ;4;41;52;1;5211; ; ;450000;08;50;630,851012666098
4412042;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2017;2;300000;1;3600000;3; ;12;2; ; ; ; ;3;3;2;63; ;.;63; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;8;1; ;2; ; ; ; ; ; ; ;1;14; ;2; ; ; ;1;1;1;1;1;1;1;2;1;1;2; ;2;1;1;2;2;2;2;1;3; ;4;53;55;1;5530; ; ;300000;08;50;1140,44755628076
4412043;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;0; ;1; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;68; ;.;48;6; ;2;2; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;24;8; ;2; ; ; ; ; ; ; ;1;13;20;1;36;2;1;1;1;1;1;2;1;2;2;1;2;2; ;2;1;1;1;1;2;2;1;8; ;1;95;45;1;4521; ; ;600000;08;50;1490,25869796508
4412051;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2017;2;1000000;1;12000000;3; ;12;2; ; ; ; ;3;3;2;60; ;.;60; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;4; ;1;50;14;4; ;800000;1;7;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;2; ;4;41;52;1;5239; ; ;1800000;08;50;1043,21695851568
4412054;1;1;1;60;2;50;1;1; ; ;1; ; ;1;1;2;1;3; ;1; ;2;632000;2; ; ;1;450000;1;100000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;4;8; ;1; ;1;2;3;2;1; ; ; ; ; ; ; ; ;1;1;2;1;0;10;8; ;2; ; ; ; ; ; ; ;9;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;8;62;01;1;0121; ; ;1182000;08;50;1271,87959943539
4412055;1;1;1;60;2;50;1;1; ; ;1; ; ;1;1;2;1;10; ;1; ;2;1200000;2; ; ;2; ;1;500000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;600000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;70; ;.;70; ; ;4;8; ;1; ;1;1;2;32;1;1; ; ; ; ; ; ; ; ;1;1;1;2;3;1; ;2; ; ; ; ; ; ; ;1;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;8;62;01;1;0121; ; ;1700000;08;50;994,785562888907
4412056;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;700000;1;9000000;3; ;12;2; ; ; ; ;1;3;2;50; ;.;50; ; ;1;8; ;2; ;2; ; ; ;1; ; ;1;1; ; ; ; ; ;2;2;1;0;30;8; ;2; ; ; ; ; ; ; ;10;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;4;61;01;1;0121; ; ;700000;08;50;651,585703790391
4412058;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;500000;2; ; ;1;360000;1;100000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;70; ;.;70; ; ;4;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;2;1; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;1;1;2;1;1;1;2;1;2;2;2; ;1;1;1;2;2;2;2;2;8; ;1;53;01;1;0121; ; ;960000;08;50;974,050871764614
4412059;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;1; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;9; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;8;8; ;2; ; ; ; ; ; ; ;1;11;20;1;12;2;1;1;1;1;1;2;1;2;2;1;2;2; ;2;1;1;1;1;2;2;1;8; ;1;95;45;1;4521; ; ;800000;08;50;1043,21695851568
4412060;1;1;1;60;2;50;1;2;1; ;1; ; ;1;2;2;1;43; ;1; ;2;800000;2; ; ;2; ;1;150000;2; ;2; ;2; ; ;2; ; ;1;81000;2;2; ; ;2; ; ;2; ; ;1;740000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;54; ;.;54; ; ;2;8; ;1; ;1;1;1;4;1; ; ;1; ; ; ; ; ; ;1;1;1;4;45;8; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;8;62;01;1;0121; ; ;950000;08;50;1521,03406376175
4412061;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;0;1;0;3; ;12;2; ; ; ; ;2;1;1;50; ;.;50; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;4;4; ;2; ; ; ; ; ; ; ;1;11;15;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;1;1;1;2;1;2;2;1;3; ;4;93;45;1;4552; ; ;0;08;50;824,239311643097
4412063;1;1;1;60;2;50;1;2;1; ;1; ; ;1;1;2;1;7; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;83000;1;1;99000;2;2; ; ;2; ; ;2; ; ;1;500000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;45; ;.;45; ; ;7;8; ;1; ;1;1;3;12;1;1; ; ; ; ; ; ; ; ;1;1;1;0;5;8; ;2; ; ; ; ; ; ; ;1;11;20;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;1;1;1;1;2;1;1;1; ;8;62;01;1;0115; ; ;900000;08;50;1024,72208645745
4412064;1;1;1;60;2;50;1;2;1; ;1; ; ;2;2;2;1;408; ;1; ;2;737717;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;710000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;63; ;.;63; ; ;2;8; ;1; ;3; ; ; ; ;.; ; ; ; ; ; ; ; ;9;2;1;0;60;8; ;2; ; ; ; ; ; ; ;8;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;8;62;01;1;0121; ; ;937717;08;50;511,241133695691
4412066;1;1;1;60;2;50;1;2;2;12;2;1; ;1;1;2;1;2; ;2; ;2;850000;2; ; ;2; ;2; ;2; ;2; ;1;180000;2;1;86000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;45; ;.;45; ; ;7;8; ;1; ;1;1;3;10;1;1; ; ; ; ; ; ; ; ;1;1;1;0;2;8; ;2; ; ; ; ; ; ; ;3;11;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;8;62;01;1;0115;7491;74;850000;08;50;1015,04789692062
4412066;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;3;0;1;0;3; ;1;2; ; ; ; ;3;3;1;2;2; ;2; ; ;1;5; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;13;6;1; ;2; ; ; ; ; ; ; ;1;3;2;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;2;1;2;1;1;3; ;4;45;52;1;5261; ; ;0;08;50;1015,04789692062
4412066;1;4;1;60;2;50;1;2;2;12;2;1; ;1;1;2;1;10; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;1;220000;2;1;86000;1;2; ; ;2; ; ;2; ; ;2; ; ;1;200000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;45; ;.;45; ; ;7;8; ;1; ;1;1;3;15;1;1; ; ; ; ; ; ; ; ;1;1;1;0;4;8; ;2; ; ; ; ; ; ; ;1;11;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;4; ;8;62;01;1;0115;7491;74;1000000;08;50;1015,04789692062
4412066;1;6;1;60;2;50;1;1; ; ;2;4;MISION INDUSTRIAL;2;2;2;2;1; ;1; ;2;500000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11; ; ; ; ; ; ; ; ;45; ;.;45; ; ;7;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;4;1; ;2; ; ; ; ; ; ; ;9;11;5;2; ; ; ;1;1;2;1;2;1;1;2;1;2;2; ;2;1;1;2;1;2;2;1;3; ;8;62;01;1;0115;7491;74;500000;08;50;1015,04789692062
4412067;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;2;5; ;1; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;20;1; ;2; ; ; ; ; ; ; ;1;11;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;8;62;01;1;0115; ; ;1200000;08;50;1389,84488832477
4412068;1;1;1;60;2;50;1;1; ; ;1; ; ;1;2;2;1;1; ;1; ;2;1300000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;8; ;12;CARTA DE DESPLAZADOS;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;12;8; ;2; ; ; ; ; ; ; ;1;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;8;62;01;1;0115; ; ;1300000;08;50;1271,87959943539
4412069;1;1;1;60;2;50;1;2;1; ;1; ; ;1;2;2;1;48; ;1; ;2;737717;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;700000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;70; ;.;70; ; ;2;8; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;8; ;2; ; ; ; ; ; ; ;1;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;8;62;01;1;0121; ; ;937717;08;50;1496,40974934461
4412069;1;2;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;1400000;1;1700000;3; ;12;2; ; ; ; ;3;1;2;54; ;.;54; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;36;12;3; ;2; ; ; ; ; ; ; ;7;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;3; ;4;53;55;1;5521; ; ;1400000;08;50;1496,40974934461
4412069;1;4;1;60;2;50;1;2;1; ;1; ; ;1;2;2;1;2; ;2; ;2;820000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;8; ;1; ;1;1;1;8;1; ; ;1; ; ; ; ; ; ;1;2;1;0;36;8; ;2; ; ; ; ; ; ; ;3;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;8;62;01;1;0115; ; ;820000;08;50;1496,40974934461
4412070;1;1;1;60;2;50;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;30000;1;400000;3; ;12;2; ; ; ; ;3;6;2;60; ;.;60; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;24;240;6; ;2; ; ; ; ; ; ; ;10;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;41;52;1;5211; ; ;30000;08;50;974,050871764614
