Directorio;Secuencia_p;Orden;Area;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s4;P7510s6;P7510s2a1;P7510s4a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;Dpto;Fex_c_2011
239777;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1676,18384014249
239777;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;46000; ; ; ;2;2;2;05;1676,18384014249
239777;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1676,18384014249
239778;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1579,8716344537
239778;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1579,8716344537
239779;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1692,27866645067
239779;2;2;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;39000; ; ; ;2;2;2;05;1692,27866645067
239780;2;1;05;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1692,27866645067
239780;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1692,27866645067
239781;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1579,8716344537
239781;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1579,8716344537
239782;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;180000; ; ; ;2;2;2;05;698,46029351874
239782;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;698,46029351874
239782;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;698,46029351874
239782;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;698,46029351874
239783;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;741,608121021448
239783;2;2;05;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;150000;2;1;2;05;741,608121021448
239783;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;660000;2;1;2;05;741,608121021448
239784;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;856,876680529857
239785;2;1;05;95;1; ;2;1; ;580000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;727,673031873977
239785;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;727,673031873977
239785;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;727,673031873977
239785;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;727,673031873977
239786;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ;200000;2;1;2;05;1703,33694109967
239786;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1703,33694109967
239786;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1703,33694109967
239787;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;728,909932943323
239787;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;728,909932943323
239787;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;728,909932943323
239788;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;859,572631620242
239788;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;859,572631620242
239789;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;970,320714077177
239789;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;970,320714077177
239789;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;72000; ; ; ;2;2;2;05;970,320714077177
239789;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;970,320714077177
239790;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;6000000;2;1;2;05;710,209122946117
239790;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;710,209122946117
239791;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;2;2400000; ; ; ; ;3600000;2;1;1;05;643,538614509235
239791;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;643,538614509235
239792;2;1;05;95;1; ;2;1; ;379500; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;731,141128583049
239792;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;731,141128583049
239792;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;731,141128583049
239793;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1403,19638567251
239794;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1403,19638567251
239795;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1515,35505596261
239796;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;725,692788692005
239796;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;725,692788692005
239796;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;725,692788692005
239796;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;725,692788692005
239796;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;725,692788692005
239797;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;846,874443542116
239797;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;846,874443542116
239798;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;560,769564428311
239798;2;2;05;95;1; ;2;1; ;240000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;560,769564428311
239798;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;560,769564428311
239798;2;4;05;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;200000;2;1;2;05;560,769564428311
239798;2;6;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;560,769564428311
239798;2;8;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;560,769564428311
239798;2;9;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;560,769564428311
239800;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;696,651643697777
239800;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;696,651643697777
239801;2;1;05;95;1; ;2;1; ;526769; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;701,212351141279
239801;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;701,212351141279
239802;2;1;05;95;2; ; ; ; ; ; ; ;1;1;2;2; ; ; ; ;12000000; ;2;2;2;05;705,299609109545
239803;2;1;05;95;1; ;2;1; ;950000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;798,817102202835
239803;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;798,817102202835
239804;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;828,360037949628
239804;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;828,360037949628
239804;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;828,360037949628
239804;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;828,360037949628
239805;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;941,127046952187
239805;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;941,127046952187
239805;2;6;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;941,127046952187
239806;2;1;05;95;1; ;2;1; ;425000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;585,479036182212
239806;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;585,479036182212
239806;2;3;05;95;1; ;1;2; ; ;250000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;585,479036182212
239807;2;1;05;95;1; ;1;2; ; ;120000;2;1;2;2;1; ; ;51200; ; ; ;2;2;2;05;815,042226383576
239807;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;815,042226383576
239807;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;815,042226383576
239807;2;4;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;46000; ; ; ;2;2;2;05;815,042226383576
239809;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;86000; ; ; ;2;2;2;05;752,85515969626
239809;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;752,85515969626
239810;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;714,569930870626
239810;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;714,569930870626
239810;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;210000; ; ; ;2;2;2;05;714,569930870626
239810;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;714,569930870626
