Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
256245;2;4;70;8;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;23;3613,50337887669
256253;2;3;70;2;36;8; ;1;1;2;2;8; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;950000;2;62;62;0140;01;23;1201,84392982774
256597;2;3;70;16;48;1; ;1;1;2;16;8; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1300000;2;45;62;0140;01;70;2354,25952681663
256807;2;3;70;104;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;47;929,473522808204
256915;2;2;70;4;48;3; ;2;1;2;12;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;54;54;9500;95;47;894,402652659971
256972;2;4;70;24;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;47;1136,60593294366
257047;2;3;70;5;52;2; ;1;1;2;12;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;97;2529;25;47;687,162710188854
257054;2;11;70;8;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;23;3027,47721157993
257578;2;3;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;08;2027,59199416635
257581;2;3;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;98; ; ; ;08;1931,8327408173
257581;2;4;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;08;1931,8327408173
257588;2;2;70;8;48;1; ;1;1;2;104;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;59;59;8511;85;08;2264,57081001233
257590;2;1;70;8;45;4; ;1;1;2;8;4; ;1;2;3; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1050000;2;81;81;5272;52;08;2337,82584050451
257592;2;4;70;28;45;1; ;1;1;2;36;1; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;87;87;5020;50;08;1989,12647435472
257609;2;3;70;104;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;08;1087,33471619982
257610;2;2;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;08;2222,20697764275
257675;2;4;70;8;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;1349,04868352201
257675;2;6;70;6;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;1349,04868352201
257745;2;4;70;2;48;8; ;1;1;2;2;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;10000;1;144000;2;62;95;4521;45;15;1731,5549787647
257775;2;2;70;24;48;1; ;1;1;2;32;1; ;5;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;59;59;8512;85;15;1395,56816557238
257777;2;2;70;48;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;2343,26832362132
257783;2;2;70;8;48;8; ;1;1;2;8;8; ;2;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;2;62;62;0115;01;15;907,281831201941
257797;2;3;70;98;40;3; ;1;1;2;15;8; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;10000;1;10000;2;54;62;0115;01;15;708,525191816096
257809;2;2;70;100;48;3; ;1;1;2;100;1; ;2;2;5; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;53;5521;55;15;1584,89320857398
257834;2;3;70;10;48;3; ;1;1;2;10;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;54;54;9500;95;15;708,525191816096
257837;2;3;70;2;60;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;15;708,525191816096
257838;2;2;70;12;28;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;15;929,673763991801
257856;2;4;70;8;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;708,525191816096
257861;2;4;70;2;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;15;1206,92646313168
257861;2;5;70;20;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;15;1206,92646313168
257869;2;3;70;8;60;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;15;1688,89170595382
257888;2;3;70;3;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;15;708,525191816096
257899;2;2;70;24;32;3; ;1;1;2;50;1; ;1;2;2; ;1; ;2;11;TRABAJABA POR DIAS; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;53;5521;55;15;842,520598883812
258032;2;3;70;5;50;8; ;1;1;2;104;1; ;8;1; ;.;7; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;97;5221;52;17;2227,35139448181
258032;2;5;70;16;50;8; ;1;1;2;3;8; ;8;2;5; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;380000;1;3200000;2;62;62;0117;01;17;2227,35139448181
258255;2;3;70;1;8;3; ;1;1;2;4;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2800000;2;54;54;9500;95;54;1822,80026777794
258354;2;3;70;8;48;1; ;1;1;2;8;2; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;120000000;2;07;07;8512;85;13;1098,61474963167
258536;2;3;70;6;50;8; ;1;1;2;20;8; ;4;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;2;62;62;0121;01;76;4160,62946047157
258547;2;1;70;4;70;8; ;1;1;2;18;8; ;3;2;2; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;2;62;62;0116;01;76;4954,11856638337
258594;2;2;70;8;40;1; ;2;2;2;8;1; ;8;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;1200000;2;79;79;1810;18;66;1054,78685412199
258633;2;2;70;8;50;8; ;1;1;2;8;8; ;3;2;4; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;560000;2;62;62;0111;01;66;1221,80343564505
300199;2;1;70;4;50;8; ;1;1;2;4;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;60000;1;850000;2;62;77;1572;15;05;1221,80343564505
300235;2;2;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;05;2571,53902645526
300248;2;2;70;32;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;05;3055,35675015964
300257;2;4;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;40; ; ; ;05;2850,18434834727
300300;2;1;70;8;50;1; ;1;1;2;16;1; ;7;2;8; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;550000;2;62;62;0113;01;05;5911,34746593659
300316;2;3;70;24;50;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;05;6031,23118672636
300371;2;3;70;84;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;44;1202,62497816178
300371;2;5;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;1202,62497816178
300395;2;2;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;44;891,940210970604
300397;2;3;70;12;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;44;890,784546444713
300458;2;3;70;12;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;44;1669,81482149734
300464;2;1;70;18;63;8; ;1;1;2;20;8; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;2;62;62;0121;01;44;926,272275063309
300478;2;3;70;48;50;1; ;1;1;2;48;1; ;5;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;98;6021;60;63;780,229485905197
300529;3;1;70;4;56;8; ;1;1;2;5;8; ;4;2;5; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;95;95;4521;45;63;1514,81155164103
300577;2;3;70;2;16;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;63;1270,07517309985
300586;2;2;70;32;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;63;1499,49292272424
300837;2;1;70;8;20;3; ;1;1;2;48;8; ;5;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;2;54;62;0111;01;63;604,723504218199
300840;2;5;70;24;48;1; ;1;1;2;24;1; ;9;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;2;36;36;6021;60;63;572,038176683483
300843;2;2;70;2;48;8; ;1;1;2;4;8; ;1;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;40000;1;500000;2;62;62;0113;01;63;589,920121226385
300877;2;3;70;30;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;63;769,394210734571
300920;2;3;70;1;40;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;63;840,100613002564
300927;2;5;70;8;48;1; ;1;2;2;8;1; ;5;1; ;.;5; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;2;37;33;7499;74;63;612,552828991447
300962;2;7;70;12;20;4; ;1;1;2;48;4; ;1;2;4; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;63;698,5499559494
300965;2;3;70;8;6;3; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;63;765,287375228522
300967;2;1;70;24;40;1; ;1;1;2;20;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;12000000;2;13;13;8050;80;63;840,100613002564
301009;2;1;70;8;48;8; ;1;1;2;8;8; ;2;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;2;62;62;0111;01;73;1387,94389411302
301009;2;3;70;2;48;1; ;1;1;2;52;1; ;9;2;4; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5211;52;73;1387,94389411302
301013;2;2;70;12;25;3; ;1;1;2;58;3; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;73;886,094180648257
301197;2;2;70;4;48;1; ;1;1;2;50;2; ;4;1; ;.;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;53;5521;55;25;3483,50600323899
301214;2;3;70;10;48;1; ;1;1;2;10;1; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4500000;2;95;95;4521;45;25;3660,40018055362
301226;2;2;70;2;48;8; ;1;1;2;2;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;180000;1;500000;2;62;62;0116;01;25;1608,98589440972
301226;2;6;70;4;50;1; ;1;1;2;48;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;77;62;0116;01;25;1608,98589440972
301279;2;1;70;7;48;1; ;1;1;2;48;1; ;3;2;5; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;62;62;0117;01;25;3498,88877197416
301283;2;3;70;5;48;1; ;2;1;2;36;1; ;8;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;2;32;59;9241;92;25;1133,83113255645
301357;2;1;70;12;48;1; ;1;1;2;16;1; ;1;2;5; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;98;6021;60;25;2047,82471355574
301451;2;1;70;4;45;8; ;1;1;2;4;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;20000;2; ;2;62;62;0111;01;73;881,856774656747
301464;2;2;70;2;40;3; ;1;1;2;50;3; ;3;2;7; ;6; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;54;54;9500;95;73;856,272596588812
301990;2;2;70;12;48;9;OBRERO O;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;44;1067,12026583262
301996;2;3;70;11;48;2; ;1;1;2;11;1; ;9;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;408000;1;4488000;2;39;39;8511;85;44;444,750058985455
302149;2;2;70;44;21;4; ;1;1;2;52;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;56;56;9301;93;73;887,207315393905
302166;2;2;70;12;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;73;929,297435009454
302317;2;3;70;1;48;1; ;1;1;2;2;1; ;5;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;182000;1;2200000;2;54;58;7512;75;76;1481,30427860044
302327;2;3;70;156;48;3; ;2;1;2;322;1; ;2;1; ;.;2; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;54;54;8532;85;76;2652,47959115547
302329;2;2;70;52;48;1; ;2;2;2;104;1; ;7;2;2; ;1; ;2;11;TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;9242;92;76;823,577043850008
302332;2;4;70;12;48;1; ;2;2;2;2;1; ;7;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;98;2;39;39;7413;74;76;823,577043850008
302333;2;1;70;52;56;1; ;2;2;2;3;1; ;4;2;12;ERA TEMPORAL;8; ;2;11;ERA TEMPORAL; ; ; ; ; ; ; ; ;1; ;1;92000;1;98;2;53;53;5521;55;76;823,577043850008
302333;2;3;70;12;48;1; ;2;2;2;26;1; ;2;2;8; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;97;87;2899;28;76;823,577043850008
302342;2;2;70;48;48;3; ;1;1;2;12;3; ;2;2;2; ;1; ;2;11;ERA TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;2;54;54;9500;95;76;1259,79788283752
302342;2;3;70;32;48;1; ;2;2;2;48;3; ;1;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;54;9500;95;76;1259,79788283752
302371;2;4;70;10;4;1;EN LA PR;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;07; ; ; ;44;810,869997030028
302388;2;4;70;1;48;2; ;1;1;2;12;2; ;2;2;8; ;1; ;2;9; ; ; ; ; ; ; ;1; ; ; ;2; ;1;150000;2;13;13;8011;80;44;444,750058985455
302388;2;5;70;8;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;444,750058985455
302392;2;2;70;4;48;1; ;1;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;44;624,581875589377
302792;2;1;70;1;40;1; ;1;1;2;96;1; ;2;2;5; ;2; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;45;38;6421;64;52;2791,51183079007
302831;2;1;70;3;48;8; ;1;1;2;4;8; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1728000;2;97;62;0118;01;52;1066,56126620035
302833;2;3;70;48;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;52;2784,43408074389
302859;2;2;70;4;40;4; ;1;1;2;10;4; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;40000;1;40000;2;62;62;0140;01;52;1640,26258642011
303033;2;2;70;1;40;4; ;1;1;2;3;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;20000;1;100000;2;41;61;0125;01;52;1066,56126620035
303128;2;2;70;4;40;3; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;2059,43788299695
303199;2;3;70;4;40;1; ;1;1;2;5;2; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;34;39;7512;75;52;2076,81591775757
303254;2;6;70;2;50;3; ;2;2;2;78;3; ;1;2;12;PATRON LE CUBRIA LOS GASTOS;9;PATRON CUBRIA LOS G;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;52;1081,50885402397
303307;2;3;70;32;12;1; ;1;1;2;32;1; ;7;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;2;58;58;8511;85;52;2099,18034350901
303314;2;4;70;12;84;8; ;1;1;2;13;8; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;2;62;62;0118;01;52;987,00902935446
