Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Dpto;Orden;Area;Fex_c_2011
373354;1;7;6;1;1;1;1;1;4;1; ; ;60000000;350000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;760,101670450347
373355;1;1;1;1;1;1;1;1;1;3; ; ; ; ;100000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;637,257095385166
373356;1;4;3;1;1;1;1;1;3;3; ; ; ; ;720000;1;2;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;1;1;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;777,969085168219
373357;1;4;1;1;1;1;1;1;1;3; ; ; ; ;665000;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;829,927708291297
373358;1;3;1;1;1;1;1;1;3;1; ; ;80000000;650000; ;1;2;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;829,927708291297
373359;1;1;1;1;2;1;1;2;4;3; ; ; ; ;100000;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;4;3;2;1;2;1;1;1;3;2;2;01;1;05;1;05;699,016931349748
373360;1;1;1;1;2;1;1;2;4;3; ; ; ; ;120000;1;1;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;4;3;2;1;2;1;1;1;3;2;1;01;1;05;1;05;829,927708291297
373361;1;5;3;1;1;1;1;1;4;3; ; ; ; ;280000;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;827,642946088267
373362;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;689,527352145
373363;1;4;1;1;1;1;1;1;1;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;679,239913728618
373364;1;6;4;1;1;1;1;1;3;1; ; ;130000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;05;1;05;714,267591486865
373365;1;6;2;1;1;1;1;1;3;1; ; ;130000000;900000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;4;1;1;1;1;1;5;2;1;01;1;05;1;05;814,407287684298
373366;1;5;2;1;1;1;1;1;4;1; ; ;80000000;300000; ;1;2;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;769,217109422897
373367;1;4;3;1;1;1;1;1;3;1; ; ;120000000;750000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;05;1;05;724,305628174333
373368;1;3;1;1;1;1;1;1;1;2; ;100000;23000000;200000; ;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;829,927708291297
373369;1;4;2;1;1;1;1;1;1;1; ; ;35000000;280000; ;1;2;2;1;1;1;2;1;2;1;1;1;1;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;737,603518486144
373371;1;2;1;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;829,98994019914
373372;1;5;2;1;1;1;1;1;3;1; ; ;130000000;900000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;1;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;05;1;05;766,932347219866
373373;1;5;1;1;1;1;1;1;3;2; ;435000;140000000;700000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;724,367860082176
373374;1;3;1;1;1;1;1;1;3;1; ; ;54000000;500000; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;698,029926161409
373375;1;5;3;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;836,394921833589
373376;1;3;1;1;1;1;1;1;4;3; ; ; ; ;220000;1;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;739,888280689175
373377;1;3;2;1;1;1;1;1;4;3; ; ; ; ;206000;1;2;2;1;1;2;1;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;757,442768015118
373378;1;4;1;1;1;1;1;1;1;3; ; ; ; ;310000;1;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;759,727530218149
373379;1;5;3;1;1;1;1;1;4;1; ; ;120000000;800000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;4;2;1;01;1;05;1;05;849,766957820271
373380;1;3;2;1;1;1;1;1;3;1; ; ;80000000;850000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;1;05;1;05;748,640256434497
373381;1;4;2;1;1;1;1;1;4;3; ; ; ; ;260000;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;748,640256434497
373382;1;4;3;1;1;1;1;1;4;2; ;450000;140000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;5;2;1;01;1;05;1;05;708,506510554497
373384;1;4;3;1;1;1;1;1;4;3; ; ; ; ;900000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;5;2;1;01;1;05;1;05;796,75909760101
373385;1;7;3;1;1;1;1;1;3;3; ; ; ; ;1000000;1;1;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;1;05;1;05;778,031317076062
373387;1;4;3;1;1;1;1;1;1;3; ; ; ; ;250000;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1066,87738040738
373388;1;4;2;1;1;1;1;1;4;4; ; ; ;300000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;838,679684036619
373389;1;7;5;1;1;1;1;1;4;1; ; ;60000000;500000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;795,492811435822
373390;1;3;2;1;1;1;1;1;1;1; ; ;2000000;200000; ;1;1;2;1;1;1;2;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;847,431659781942
373391;1;4;3;1;1;1;1;1;4;1; ; ;50000000;250000; ;1;1;2;1;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;774,915958447422
373392;1;5;3;1;1;1;1;1;1;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;708,506510554497
373393;1;6;4;1;1;1;1;1;4;1; ; ;40000000;350000; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;706,657438091045
373394;1;6;1;1;1;1;1;1;1;3; ; ; ; ;230000;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;698,029926161409
373395;1;4;3;1;1;1;1;1;3;1; ; ;80000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;697,780998530038
373396;1;6;3;1;1;1;1;1;3;1; ; ;130000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;6;2;1;01;1;05;1;05;759,665298310306
373397;1;5;3;1;1;1;1;1;3;1; ; ;140000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;6;2;1;01;1;05;1;05;753,696688815898
373398;1;4;2;1;1;1;1;1;1;1; ; ;125000000;1000000; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;1;4;1;2;1;1;1;6;2;1;01;1;05;1;05;838,741915944462
373399;1;6;3;1;1;1;1;1;1;1; ; ;70000000;400000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;697,967694253566
373400;1;5;3;1;1;1;1;1;3;3; ; ; ; ;230000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;715,522181579509
373401;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;845,146897578911
373402;1;3;2;1;1;1;1;1;4;3; ; ; ; ;240000;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;689,527352145
373403;1;5;2;1;1;1;1;1;1;4; ; ; ;350000; ;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;724,367860082176
373404;1;5;3;1;1;1;1;1;1;3; ; ; ; ;350000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;826,150158242575
373405;1;8;3;1;1;1;1;1;3;4; ; ; ;400000; ;1;1;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;3;4;1;1;1;1;1;3;2;1;01;1;05;1;05;697,905462345723
373406;1;3;2;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;788,069353763531
373407;1;5;1;1;1;1;1;1;3;1; ; ;130000000;1200000; ;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;6;2;1;01;1;05;1;05;739,888280689175
373408;1;4;2;1;1;1;1;1;3;1; ; ;98;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;6;2;1;01;1;05;1;05;788,069353763531
373409;1;3;2;1;1;1;1;1;3;3; ; ; ; ;140000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;748,640256434497
373410;1;4;2;1;1;1;1;1;3;1; ; ;70000000;250000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;774,978190355265
373411;1;3;2;1;1;1;1;1;1;4; ; ; ;230000; ;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;757,442768015118
373412;1;7;5;1;1;1;1;1;1;1; ; ;350000000;500000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;943,607110207125
373412;2;2;1;1;1;1;1;1;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;05;1;05;943,607110207125
373413;1;3;2;1;1;1;1;1;4;1; ; ;40000000;150000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;838,679684036619
373414;1;6;1;1;1;1;1;1;3;1; ; ;162000000;1300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;2;1;4;1;1;1;1;1;6;2;1;01;1;05;1;05;766,288446517785
373415;1;5;2;1;1;1;1;1;3;1; ; ;150000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;2;1;4;1;1;1;1;1;6;2;1;01;1;05;1;05;788,069353763531
373416;1;5;1;1;1;1;1;1;1;1; ; ;150000000;7500000; ;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;6;2;1;01;1;05;1;05;698,029926161409
373417;1;3;2;1;1;1;1;1;1;4; ; ; ;150000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;774,978190355265
