Directorio;Secuencia_p;Orden;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Clase;Dpto;Fex_c_2011
386890;1;3;80;1;4;3; ;2; ; ; ; ; ;2;23;995,355204508106
386890;1;4;80;1;4;3; ;2; ; ; ; ; ;2;23;995,355204508106
386890;1;5;80;1;4;4; ;2; ; ; ; ; ;2;23;995,355204508106
386891;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;2171,88671576858
386892;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1564,14634571845
386892;1;5;80;2; ; ; ; ; ; ; ; ; ;2;23;1564,14634571845
386893;1;2;80;1;4;1; ;2; ; ; ; ; ;2;23;2009,79517655664
386893;1;3;80;2; ; ; ; ; ; ; ; ; ;2;23;2009,79517655664
386893;1;4;80;2; ; ; ; ; ; ; ; ; ;2;23;2009,79517655664
386895;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1416,85497963554
386895;1;4;80;2; ; ; ; ; ; ; ; ; ;2;23;1416,85497963554
386896;1;3;80;1;1;1; ;2; ; ; ; ; ;2;23;1488,65340192349
386896;1;4;80;1;1;1; ;2; ; ; ; ; ;2;23;1488,65340192349
386896;1;5;80;1;1;1; ;2; ; ; ; ; ;2;23;1488,65340192349
386898;1;2;80;1;1;7; ;2; ; ; ; ; ;2;23;2180,74413211871
386898;1;3;80;1;1;1; ;2; ; ; ; ; ;2;23;2180,74413211871
386898;1;4;80;1;1;1; ;2; ; ; ; ; ;2;23;2180,74413211871
386898;1;5;80;1;1;1; ;2; ; ; ; ; ;2;23;2180,74413211871
386898;1;7;80;1;4;3; ;2; ; ; ; ; ;2;23;2180,74413211871
386900;1;1;80;2; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386901;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1934,45178226847
386902;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;2379,97654655209
386904;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1806,16010193073
386905;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1997,64460443315
386905;1;3;80;2; ; ; ; ; ; ; ; ; ;2;23;1997,64460443315
386907;1;4;80;2; ; ; ; ; ; ; ; ; ;2;23;2179,64349749428
386907;1;5;80;2; ; ; ; ; ; ; ; ; ;2;23;2179,64349749428
386907;1;6;80;2; ; ; ; ; ; ; ; ; ;2;23;2179,64349749428
386908;1;2;80;2; ; ; ; ; ; ; ; ; ;2;23;1800,79643952825
386908;1;3;80;2; ; ; ; ; ; ; ; ; ;2;23;1800,79643952825
386910;1;1;80;1;1;7; ;2; ; ; ; ; ;2;41;1437,50733474149
386910;1;2;80;1;1;8;HACIENDOLE   COMIDA  AL  HERMANO;2; ; ; ; ; ;2;41;1437,50733474149
386910;1;3;80;1;1;3; ;2; ; ; ; ; ;2;41;1437,50733474149
386912;1;2;80;1;4;2; ;2; ; ; ; ; ;2;41;1404,34500308626
386913;1;2;80;1;3;2; ;2; ; ; ; ; ;2;41;744,51351323968
386914;1;2;80;2; ; ; ; ; ; ; ; ; ;2;41;716,532771421726
386914;1;4;80;2; ; ; ; ; ; ; ; ; ;2;41;716,532771421726
386916;1;2;80;1;4;2; ;2; ; ; ; ; ;2;41;969,724063948192
386917;1;1;80;1;1;4; ;1;2;1;400000;1;9600000;2;50;1948,56860843445
386918;1;1;80;2; ; ; ; ; ; ; ; ; ;2;50;1190,22790325883
386920;1;2;80;1;3;2; ;2; ; ; ; ; ;2;50;1538,32329058469
386921;1;1;80;2; ; ; ; ; ; ; ; ; ;2;50;1453,19013860623
386921;1;2;80;2; ; ; ; ; ; ; ; ; ;2;50;1453,19013860623
386923;1;3;80;2; ; ; ; ; ; ; ; ; ;2;50;1538,32329058469
386927;1;2;80;1;4;2; ;2; ; ; ; ; ;2;50;1690,36788196822
386928;1;2;80;1;3;2; ;2; ; ; ; ; ;2;50;931,860478123662
386929;1;2;80;1;4;2; ;2; ; ; ; ; ;2;50;1168,01466054017
386929;1;4;80;2; ; ; ; ; ; ; ; ; ;2;50;1168,01466054017
386931;1;2;80;2; ; ; ; ; ; ; ; ; ;2;50;1432,00045683305
386931;1;3;80;2; ; ; ; ; ; ; ; ; ;2;50;1432,00045683305
386933;1;2;80;2; ; ; ; ; ; ; ; ; ;2;50;1982,04184933353
386936;1;2;80;1;4;2; ;2; ; ; ; ; ;2;50;1091,30519381819
386936;1;5;80;2; ; ; ; ; ; ; ; ; ;2;50;1091,30519381819
386936;1;6;80;2; ; ; ; ; ; ; ; ; ;2;50;1091,30519381819
386938;1;2;80;1;3;2; ;2; ; ; ; ; ;2;50;1397,67035365743
386938;1;3;80;2; ; ; ; ; ; ; ; ; ;2;50;1397,67035365743
386941;1;2;80;1;4;2; ;2; ; ; ; ; ;2;50;1168,01466054017
386941;1;3;80;2; ; ; ; ; ; ; ; ; ;2;50;1168,01466054017
386941;1;4;80;2; ; ; ; ; ; ; ; ; ;2;50;1168,01466054017
386942;1;2;80;1;4;2; ;2; ; ; ; ; ;2;50;2291,04562460259
386943;1;2;80;1;1;2; ;2; ; ; ; ; ;2;50;1402,11854981001
386945;1;1;80;1;4;2; ;2; ; ; ; ; ;2;50;1460,71218885096
386945;1;3;80;2; ; ; ; ; ; ; ; ; ;2;50;1460,71218885096
386946;1;2;80;1;1;8;POR  QUE SE ENTERO  QUE  ESTA EN EMBARAZO;2; ; ; ; ; ;2;50;1640,95380234441
386947;1;1;80;1;4;3; ;2; ; ; ; ; ;2;50;1243,00177396268
386947;1;3;80;1;1;7; ;2; ; ; ; ; ;2;50;1243,00177396268
386947;1;5;80;2; ; ; ; ; ; ; ; ; ;2;50;1243,00177396268
386947;1;6;80;2; ; ; ; ; ; ; ; ; ;2;50;1243,00177396268
392146;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;1884,14828036835
392146;1;7;80;2; ; ; ; ; ; ; ; ; ;2;08;1884,14828036835
392147;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1296,49480313349
392147;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1296,49480313349
392148;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1738,11624650889
392148;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1738,11624650889
392148;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;1738,11624650889
392149;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;2321,22760406997
392150;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1077,08804800888
392150;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1077,08804800888
392151;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1796,56808215901
392153;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1788,84744528059
392153;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1788,84744528059
392154;1;1;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392154;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392154;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392156;1;1;80;1;1;3; ;2; ; ; ; ; ;2;08;1604,81919847474
392156;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1604,81919847474
392156;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1604,81919847474
392157;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1208,91460492415
392158;1;2;80;1;2;2; ;2; ; ; ; ; ;2;08;1715,83142835086
392159;1;2;80;1;1;6; ;2; ; ; ; ; ;2;08;1665,10022957916
392160;1;1;80;2; ; ; ; ; ; ; ; ; ;2;08;2502,19674878492
392160;2;3;80;2; ; ; ; ; ; ; ; ; ;2;08;2502,19674878492
392161;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;2535,05919767068
392161;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;2535,05919767068
392161;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;2535,05919767068
392162;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;2124,59042284049
392162;1;7;80;1;2;2; ;2; ; ; ; ; ;2;08;2124,59042284049
392164;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1628,50067088868
392164;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;1628,50067088868
392164;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;1628,50067088868
392164;1;7;80;2; ; ; ; ; ; ; ; ; ;2;08;1628,50067088868
392164;1;8;80;2; ; ; ; ; ; ; ; ; ;2;08;1628,50067088868
392164;1;10;80;2; ; ; ; ; ; ; ; ; ;2;08;1628,50067088868
392165;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;943,790999974729
392166;1;1;80;1;4;5; ;2; ; ; ; ; ;2;08;1274,20998497546
392167;1;2;80;1;1;8;SOLO TRABAJA CUANDO LOS NIÑOS ESTAN DE VACACIONES;2; ; ; ; ; ;2;08;1577,52003136982
392170;1;2;80;1;2;2; ;2; ; ; ; ; ;2;08;1550,22086426491
392172;1;1;80;1;4;2; ;2; ; ; ; ; ;2;08;824,282974445769
392173;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;1982,42552441916
392173;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1982,42552441916
392173;1;6;80;1;3;1; ;2; ; ; ; ; ;2;08;1982,42552441916
392174;1;2;80;1;2;4; ;3; ; ; ; ; ;2;08;1394,41334284888
392175;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;1055,73731459976
392175;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1055,73731459976
392175;1;7;80;1;1;1; ;2; ; ; ; ; ;2;08;1055,73731459976
392175;1;8;80;2; ; ; ; ; ; ; ; ; ;2;08;1055,73731459976
392175;1;9;80;2; ; ; ; ; ; ; ; ; ;2;08;1055,73731459976
392175;1;10;80;2; ; ; ; ; ; ; ; ; ;2;08;1055,73731459976
392175;1;13;80;1;4;3; ;2; ; ; ; ; ;2;08;1055,73731459976
392176;1;1;80;1;3;3; ;2; ; ; ; ; ;2;08;1088,46007808601
392176;1;4;80;1;2;2; ;2; ; ; ; ; ;2;08;1088,46007808601
392177;1;1;80;1;4;3; ;2; ; ; ; ; ;2;08;1304,32297538262
392177;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;1304,32297538262
392177;1;5;80;1;2;7; ;2; ; ; ; ; ;2;08;1304,32297538262
392177;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;1304,32297538262
392177;1;7;80;2; ; ; ; ; ; ; ; ; ;2;08;1304,32297538262
392178;1;1;80;1;4;3; ;2; ; ; ; ; ;2;08;1779,74030567173
392178;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1779,74030567173
392178;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1779,74030567173
392178;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1779,74030567173
392178;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;1779,74030567173
392178;1;7;80;2; ; ; ; ; ; ; ; ; ;2;08;1779,74030567173
392178;1;8;80;2; ; ; ; ; ; ; ; ; ;2;08;1779,74030567173
392179;1;1;80;1;3;2; ;2; ; ; ; ; ;2;08;794,790016479739
392179;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392179;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392180;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1665,10022957916
392180;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1665,10022957916
392181;1;1;80;1;4;4; ;3; ; ; ; ; ;2;08;794,790016479739
392181;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392182;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392182;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392183;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1783,8330963337
392183;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1783,8330963337
392183;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1783,8330963337
392183;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;1783,8330963337
392184;1;3;80;1;3;3; ;2; ; ; ; ; ;2;08;794,790016479739
392184;1;7;80;1;1;3; ;2; ; ; ; ; ;2;08;794,790016479739
392184;1;8;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392184;1;9;80;2; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392185;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;2033,15672319086
392185;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;2033,15672319086
392185;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;2033,15672319086
392186;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;943,790999974729
392188;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1967,86134313955
392188;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1967,86134313955
392188;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;1967,86134313955
392190;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1665,10022957916
392190;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1665,10022957916
392191;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1766,2098129632
392191;1;3;80;1;2;2; ;2; ; ; ; ; ;2;08;1766,2098129632
392191;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;1766,2098129632
392191;1;8;80;2; ; ; ; ; ; ; ; ; ;2;08;1766,2098129632
392192;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1665,10022957916
392192;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1665,10022957916
392193;1;2;80;1;3;2; ;2; ; ; ; ; ;2;08;909,358992965154
392194;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;1152,60824462856
392194;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1152,60824462856
392194;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1152,60824462856
392194;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;1152,60824462856
392194;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;1152,60824462856
392194;1;7;80;1;4;6; ;2; ; ; ; ; ;2;08;1152,60824462856
392195;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1688,53226124594
392196;1;1;80;1;4;8;EDAD;2; ; ; ; ; ;2;08;1254,61957500593
392196;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;1254,61957500593
392196;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1254,61957500593
392196;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;1254,61957500593
392197;1;2;80;1;4;2; ;2; ; ; ; ; ;2;08;1894,84532620983
392197;1;3;80;2; ; ; ; ; ; ; ; ; ;2;08;1894,84532620983
392197;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1894,84532620983
392198;1;4;80;2; ; ; ; ; ; ; ; ; ;2;08;1823,86724926392
392198;1;5;80;2; ; ; ; ; ; ; ; ; ;2;08;1823,86724926392
392198;1;6;80;2; ; ; ; ; ; ; ; ; ;2;08;1823,86724926392
392198;1;7;80;2; ; ; ; ; ; ; ; ; ;2;08;1823,86724926392
392199;1;1;80;1;4;3; ;2; ; ; ; ; ;2;08;1408,75728775502
392200;1;2;80;2; ; ; ; ; ; ; ; ; ;2;08;1458,78716461528
392201;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;7583,47091105972
392201;1;4;80;2; ; ; ; ; ; ; ; ; ;2;25;7583,47091105972
392201;1;5;80;2; ; ; ; ; ; ; ; ; ;2;25;7583,47091105972
392202;1;2;80;1;4;2; ;2; ; ; ; ; ;2;25;7465,016373508
392203;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6098,46928618973
392204;1;2;80;1;2;2; ;2; ; ; ; ; ;2;25;7465,016373508
392205;1;2;80;1;4;2; ;2; ; ; ; ; ;2;25;6184,72106891103
392205;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6184,72106891103
392205;1;4;80;2; ; ; ; ; ; ; ; ; ;2;25;6184,72106891103
392207;1;2;80;1;4;6; ;2; ; ; ; ; ;2;25;6278,29911371038
392209;1;2;80;1;3;2; ;2; ; ; ; ; ;2;25;7627,80019468752
392210;1;2;80;1;4;3; ;2; ; ; ; ; ;2;25;4017,92768731475
392210;1;5;80;2; ; ; ; ; ; ; ; ; ;2;25;4017,92768731475
392212;1;2;80;2; ; ; ; ; ; ; ; ; ;2;25;5496,960803404
392214;1;2;80;1;4;2; ;2; ; ; ; ; ;2;25;6641,94693322047
392214;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6641,94693322047
392215;1;2;80;1;3;2; ;2; ; ; ; ; ;2;25;5939,53414355733
392215;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;5939,53414355733
392215;1;4;80;2; ; ; ; ; ; ; ; ; ;2;25;5939,53414355733
392216;1;4;80;2; ; ; ; ; ; ; ; ; ;2;25;3776,52484410817
392218;1;2;80;2; ; ; ; ; ; ; ; ; ;2;25;8134,55482872458
392220;1;2;80;2; ; ; ; ; ; ; ; ; ;2;25;8220,80661144587
392220;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;8220,80661144587
392221;1;3;80;1;1;2; ;2; ; ; ; ; ;2;25;3198,28114107488
392221;1;6;80;2; ; ; ; ; ; ; ; ; ;2;25;3198,28114107488
392222;1;2;80;1;1;5; ;2; ; ; ; ; ;2;25;8211,94981591128
392222;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;8211,94981591128
392223;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6324,01205155566
392225;1;2;80;2; ; ; ; ; ; ; ; ; ;2;25;6821,77676074111
392225;1;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6821,77676074111
392226;1;2;80;1;2;2; ;2; ; ; ; ; ;2;15;1954,51327099444
392226;1;3;80;2; ; ; ; ; ; ; ; ; ;2;15;1954,51327099444
392228;1;1;80;1;2;4; ;3; ; ; ; ; ;2;15;2771,63137377287
392228;1;2;80;1;2;8;CUIDA DEL PAPA;2; ; ; ; ; ;2;15;2771,63137377287
392228;1;3;80;1;4;3; ;2; ; ; ; ; ;2;15;2771,63137377287
392230;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;983,374443797391
392230;1;3;80;2; ; ; ; ; ; ; ; ; ;2;15;983,374443797391
392230;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;983,374443797391
392231;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;2138,80841926394
392232;1;3;80;2; ; ; ; ; ; ; ; ; ;2;15;1477,87923353005
392232;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;1477,87923353005
392233;1;2;80;1;4;8;POR LA EDAD;2; ; ; ; ; ;2;15;1686,94310664056
392233;1;4;80;1;1;5; ;2; ; ; ; ; ;2;15;1686,94310664056
392233;1;5;80;2; ; ; ; ; ; ; ; ; ;2;15;1686,94310664056
392233;1;6;80;2; ; ; ; ; ; ; ; ; ;2;15;1686,94310664056
392233;1;7;80;2; ; ; ; ; ; ; ; ; ;2;15;1686,94310664056
392233;1;8;80;2; ; ; ; ; ; ; ; ; ;2;15;1686,94310664056
392234;1;2;80;1;1;0; ;2; ; ; ; ; ;2;15;1863,55834395549
392235;1;3;80;2; ; ; ; ; ; ; ; ; ;2;15;1954,51327099444
392236;1;1;80;1;4;3; ;2; ; ; ; ; ;2;15;2138,80841926394
392236;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;2138,80841926394
392237;1;3;80;2; ; ; ; ; ; ; ; ; ;2;15;1563,34277104824
392237;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;1563,34277104824
392237;1;5;80;2; ; ; ; ; ; ; ; ; ;2;15;1563,34277104824
392238;1;1;80;1;3;3; ;2; ; ; ; ; ;2;15;1512,01016233244
392238;1;2;80;1;4;2; ;2; ; ; ; ; ;2;15;1512,01016233244
392239;1;2;80;1;1;2; ;2; ; ; ; ; ;2;15;1494,50569941835
392239;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;1494,50569941835
392239;1;5;80;2; ; ; ; ; ; ; ; ; ;2;15;1494,50569941835
392240;1;3;80;2; ; ; ; ; ; ; ; ; ;2;15;1024,71480519369
392240;1;5;80;1;4;3; ;2; ; ; ; ; ;2;15;1024,71480519369
392241;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;1141,66241464574
392242;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;1973,23879068654
392243;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;1979,22534526604
392243;1;3;80;2; ; ; ; ; ; ; ; ; ;2;15;1979,22534526604
392243;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;1979,22534526604
392244;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;1771,98988336175
392247;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;1548,12795556916
392248;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;2522,71576905257
392248;1;6;80;1;3;7; ;2; ; ; ; ; ;2;15;2522,71576905257
392249;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;1566,73510676519
392250;1;2;80;1;3;0; ;2; ; ; ; ; ;2;15;2275,43504890154
392251;1;2;80;2; ; ; ; ; ; ; ; ; ;2;15;1711,16001585343
392252;1;1;80;1;4;3; ;2; ; ; ; ; ;2;15;3330,18560401358
392252;1;2;80;1;4;7; ;2; ; ; ; ; ;2;15;3330,18560401358
392252;1;4;80;2; ; ; ; ; ; ; ; ; ;2;15;3330,18560401358
392252;1;9;80;2; ; ; ; ; ; ; ; ; ;2;15;3330,18560401358
392254;1;1;80;1;4;3; ;2; ; ; ; ; ;2;17;1097,39201102523
392254;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1097,39201102523
392255;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1257,42558012347
392257;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;911,373250540021
392259;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1294,09214250431
392259;1;4;80;2; ; ; ; ; ; ; ; ; ;2;17;1294,09214250431
392261;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1273,15882763847
392261;1;3;80;2; ; ; ; ; ; ; ; ; ;2;17;1273,15882763847
392263;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;940,457848245534
392264;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;1058,38183879907
392265;1;1;80;1;4;4; ;3; ; ; ; ; ;2;17;911,373250540021
392265;1;2;80;2; ; ; ; ; ; ; ; ; ;2;17;911,373250540021
392268;1;2;80;2; ; ; ; ; ; ; ; ; ;2;19;2245,87900194239
392268;1;3;80;2; ; ; ; ; ; ; ; ; ;2;19;2245,87900194239
392269;1;3;80;2; ; ; ; ; ; ; ; ; ;2;19;1208,98827671363
392270;1;2;80;2; ; ; ; ; ; ; ; ; ;2;19;1609,40219844287
392270;1;4;80;2; ; ; ; ; ; ; ; ; ;2;19;1609,40219844287
392271;1;3;80;2; ; ; ; ; ; ; ; ; ;2;19;1963,28436851333
392272;1;3;80;2; ; ; ; ; ; ; ; ; ;2;19;1956,44152485156
392272;1;4;80;2; ; ; ; ; ; ; ; ; ;2;19;1956,44152485156
392272;1;5;80;2; ; ; ; ; ; ; ; ; ;2;19;1956,44152485156
392273;1;4;80;1;1;3; ;2; ; ; ; ; ;2;19;2194,82353925898
392274;1;2;80;1;2;7; ;2; ; ; ; ; ;2;19;1669,95311422356
392275;1;2;80;2; ; ; ; ; ; ; ; ; ;2;19;1706,40772375302
392275;1;5;80;1;4;3; ;2; ; ; ; ; ;2;19;1706,40772375302
392275;1;6;80;2; ; ; ; ; ; ; ; ; ;2;19;1706,40772375302
392275;1;7;80;2; ; ; ; ; ; ; ; ; ;2;19;1706,40772375302
392275;1;9;80;2; ; ; ; ; ; ; ; ; ;2;19;1706,40772375302
392276;1;2;80;1;4;3; ;2; ; ; ; ; ;2;19;1811,34918464718
392276;2;1;80;2; ; ; ; ; ; ; ; ; ;2;19;1811,34918464718
392277;1;2;80;2; ; ; ; ; ; ; ; ; ;2;19;2250,20698505521
392277;1;3;80;2; ; ; ; ; ; ; ; ; ;2;19;2250,20698505521
392278;1;1;80;2; ; ; ; ; ; ; ; ; ;2;19;1500,64201244225
392279;1;2;80;2; ; ; ; ; ; ; ; ; ;2;19;1166,16986590061
392280;1;2;80;1;4;2; ;2; ; ; ; ; ;2;19;1436,0019569283
392280;1;3;80;2; ; ; ; ; ; ; ; ; ;2;19;1436,0019569283
392281;1;2;80;1;3;2; ;2; ; ; ; ; ;2;19;1750,60076144832
392281;1;3;80;1;1;8;MAL TIEMPO;2; ; ; ; ; ;2;19;1750,60076144832
392284;1;2;80;2; ; ; ; ; ; ; ; ; ;2;19;2001,19158916394
392284;1;3;80;2; ; ; ; ; ; ; ; ; ;2;19;2001,19158916394
392284;1;4;80;2; ; ; ; ; ; ; ; ; ;2;19;2001,19158916394
392286;1;2;80;2; ; ; ; ; ; ; ; ; ;2;19;1571,93132858999
