Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011;Area
3617994;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;12;18;211,135635585587;18
3617994;1;2;1;90;2;1;2;1;2;2;1;2;2;2; ;21; ;48; ; ;5; ; ; ;1;12;18;211,135635585587;18
3617994;1;5;1;90;2;1;2;1;1;2;2;2;2;2; ;7; ;40;7; ; ; ; ; ;1;12;18;211,135635585587;18
3617995;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;5; ;14; ; ; ; ; ; ;1;12;18;165,109796811762;18
3617995;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;40; ; ; ; ; ; ;1;12;18;165,109796811762;18
3617995;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;3; ; ; ; ; ; ;1;12;18;165,109796811762;18
3617995;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;50; ; ; ; ; ; ;1;12;18;165,109796811762;18
3617995;1;5;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;12;18;165,109796811762;18
3617995;1;7;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;12;18;165,109796811762;18
3617996;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;148,436020333275;18
3617996;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;12;18;148,436020333275;18
3617997;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;55,0537936646522;18
3617998;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;12;18;74,2180101666376;18
3617998;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;12;18;74,2180101666376;18
3617999;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;1;12;18;59,8402804102347;18
3618000;1;1;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;20; ; ; ;1;12;18;52,307108879975;18
3618000;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;20; ;16; ; ; ; ; ; ;1;12;18;52,307108879975;18
3618000;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;12;18;52,307108879975;18
3618001;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;66,3741139001224;18
3618001;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;18;66,3741139001224;18
3618002;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;12;18;153,753665926916;18
3618002;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;12;18;153,753665926916;18
3618002;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;12;18;153,753665926916;18
3618003;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;12;18;164,463093493627;18
3618004;1;1;1;90;2;1;2;1;2;2;1;2;2;2; ;35; ;25; ; ;4; ; ; ;1;12;18;289,081134508035;18
3618004;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;289,081134508035;18
3618005;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;1;12;18;239,361121640939;18
3618006;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;12;18;220,030196802447;18
3618006;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;220,030196802447;18
3618006;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;220,030196802447;18
3618007;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;143,4089783281;18
3618007;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;30; ; ; ; ; ; ;1;12;18;143,4089783281;18
3618008;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;18;52,4627901767431;18
3618009;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;30; ; ; ; ; ; ;1;12;18;107,881894603093;18
3618009;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;12;18;107,881894603093;18
3618010;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;88,0387220271629;18
3618011;1;1;1;90;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;4;1;12;18;78,5739453616302;18
3618011;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;12;18;78,5739453616302;18
3618011;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;12;18;78,5739453616302;18
3618011;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;40; ; ; ; ; ; ;1;12;18;78,5739453616302;18
3618012;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;81,595169300387;18
3618012;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;18;81,595169300387;18
3618012;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;12;18;81,595169300387;18
3618012;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;12;18;81,595169300387;18
3618012;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;18;81,595169300387;18
3618013;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;12;17;463,668163709718;17
3618013;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;17;463,668163709718;17
3618015;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;162,114557808001;17
3618016;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;387,240317141883;17
3618016;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;14; ; ; ; ;4; ; ; ;1;12;17;387,240317141883;17
3618016;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;387,240317141883;17
3618018;1;1;1;90;2;1;2;1;2;2;1;2;2;2; ;3; ;4; ; ;18; ; ; ;1;12;17;203,753600342999;17
3618019;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;5; ;14; ; ; ; ; ; ;1;12;70;117,43870895191;70
3618019;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;24; ;14; ; ; ; ; ; ;1;12;70;117,43870895191;70
3618019;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;12;70;117,43870895191;70
3618019;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;12;70;117,43870895191;70
3618020;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;70;83,8468364892079;70
3618020;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;70;83,8468364892079;70
3618020;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;70;83,8468364892079;70
3618021;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;1;12;70;92,5488229070509;70
3618022;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;12;17;286,836213374447;17
3618022;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;286,836213374447;17
3618023;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;17;324,229115616001;17
3618024;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;12;17;166,200331721041;17
3618025;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;286,836213374447;17
3618025;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;30; ;12; ; ; ; ; ; ;1;12;17;286,836213374447;17
3618028;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;35; ; ;42; ; ; ; ; ;1;12;17;310,531616954724;17
3618028;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;310,531616954724;17
3618030;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;12;17;158,945279059634;17
3618030;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;12;17;158,945279059634;17
3618030;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;12;17;158,945279059634;17
3618030;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;158,945279059634;17
3618031;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;4; ;35; ; ; ; ; ; ;1;12;17;540,89917766114;17
3618031;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;540,89917766114;17
3618032;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;12;17;136,569357356585;17
3618032;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;17;136,569357356585;17
3618032;1;3;1;90;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;2;1;12;17;136,569357356585;17
3618033;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;12;17;143,418106687224;17
3618033;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;12;17;143,418106687224;17
3618034;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;17;187,271697521859;17
3618035;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;12;17;182,881324005148;17
3618035;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;28; ; ; ; ;2; ; ; ;1;12;17;182,881324005148;17
3618035;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;6; ; ; ;1;12;17;182,881324005148;17
3618035;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;182,881324005148;17
3618036;1;1;1;90;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;2;1;12;17;193,014765777206;17
3618036;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;17;193,014765777206;17
3618037;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;17;166,200331721041;17
3618038;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;12;17;162,114557808001;17
3618039;1;1;1;90;2;1;2;2;2;1;2;2;2;2; ;12; ; ; ;17; ; ; ; ;1;12;17;162,114557808001;17
3618040;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;12;17;178,04803351118;17
3618041;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;47;167,296481425599;47
3618042;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;110,418304416911;47
3618042;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;110,418304416911;47
3618043;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;126,340502192356;47
3618043;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;47;126,340502192356;47
3618044;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;125,829123334525;47
3618044;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;6; ; ; ; ; ; ;1;12;47;125,829123334525;47
3618045;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;136,348682001126;47
3618045;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;12;47;136,348682001126;47
3618045;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;12;47;136,348682001126;47
3618046;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;110,418304416911;47
3618046;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;110,418304416911;47
3618047;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;217,61876406871;47
3618048;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;12;47;123,924613018494;47
3618048;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;123,924613018494;47
3618048;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;47;123,924613018494;47
3618049;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;47;126,810680065989;47
3618050;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;12;47;126,810680065989;47
3618051;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;12;15;85,4032968685339;15
3618052;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;12;15;102,238625874687;15
3618052;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;15; ;28; ; ; ; ; ; ;1;12;15;102,238625874687;15
3618052;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;12;15;102,238625874687;15
3618052;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;30; ; ; ; ; ; ;1;12;15;102,238625874687;15
3618053;1;1;1;90;2;1;2;1;2;2;1;2;2;2; ;20; ;20; ; ;2; ; ; ;1;12;15;95,5459284590687;15
3618054;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;20; ; ; ; ; ; ;1;12;15;87,7488782776424;15
3618054;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;12;15;87,7488782776424;15
3618055;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;12;15;95,3590717319371;15
3618055;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;12;15;95,3590717319371;15
3618055;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;12;15;95,3590717319371;15
3618056;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;12;15;99,3727025082973;15
3618056;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;12;15;99,3727025082973;15
3618057;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;15;80,9785582692478;15
3618057;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;12;15;80,9785582692478;15
3618057;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;15;80,9785582692478;15
3618057;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;15;80,9785582692478;15
3618058;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;6; ;10; ; ; ; ; ; ;1;12;15;101,801382400403;15
3618058;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;10; ; ;15; ; ; ; ; ;1;12;15;101,801382400403;15
3618058;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;15;101,801382400403;15
3618059;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;12;15;86,3829014535547;15
3618060;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;12;15;91,7209598125042;15
3618061;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;1;12;15;83,9654588725763;15
3618061;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;21; ; ;42; ; ; ; ; ;1;12;15;83,9654588725763;15
3618062;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;12;15;90,2392986252946;15
3618062;1;2;1;90;2;1;2;2;2;2;2;2;1;2; ;15; ; ; ; ; ; ;16; ;1;12;15;90,2392986252946;15
3618062;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;12;15;90,2392986252946;15
3618063;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;12;15;80,1382162762582;15
3618063;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;12;15;80,1382162762582;15
3618063;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;12;15;80,1382162762582;15
3618064;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;12;15;94,6906414230286;15
3618065;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;21; ; ; ; ; ; ;1;12;41;143,370566870179;41
3618066;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;15; ; ; ; ; ; ;1;12;41;138,570419588715;41
3618066;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;25; ;15; ; ; ; ; ; ;1;12;41;138,570419588715;41
3618066;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;41;138,570419588715;41
3618066;1;5;1;90;2;2;2;1;2;2;1;2;2;2; ; ; ;5; ; ;2; ; ; ;1;12;41;138,570419588715;41
3618068;1;1;1;90;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;8; ; ;1;12;73;347,259641639108;73
3618068;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;1;12;73;347,259641639108;73
3618068;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;73;347,259641639108;73
3618069;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;12;73;272,062480682615;73
3618069;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;12;73;272,062480682615;73
3618070;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;35; ; ;14; ; ; ; ; ;1;12;73;237,731002902716;73
3618070;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;12;73;237,731002902716;73
3618070;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;2; ; ; ; ; ; ;1;12;73;237,731002902716;73
3618070;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;12;73;237,731002902716;73
3618070;2;1;2;90;2;1;2;1;2;2;2;2;2;2; ;12; ;10; ; ; ; ; ; ;1;12;73;237,731002902716;73
3618070;2;2;2;90;2;1;2;1;2;2;2;2;2;2; ;28; ;21; ; ; ; ; ; ;1;12;73;237,731002902716;73
3618071;1;1;1;90;2;1;2;2;1;2;2;2;2;1; ;14; ; ;35; ; ; ; ;2;1;12;73;218,749870380505;73
3618071;1;2;1;90;2;1;2;2;2;2;2;2;2;1; ;14; ; ; ; ; ; ; ;2;1;12;73;218,749870380505;73
3618072;1;1;1;90;2;1;2;1;2;2;1;2;2;2; ;12; ;14; ; ;2; ; ; ;1;12;73;379,456537702651;73
3618072;1;2;1;90;2;1;2;1;2;2;2;2;2;1; ;30; ;7; ; ; ; ; ;1;1;12;73;379,456537702651;73
3618072;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;12;73;379,456537702651;73
3618072;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;12;73;379,456537702651;73
3618072;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;73;379,456537702651;73
3618073;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;1;12;73;376,371557689786;73
3618073;1;2;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;56; ; ; ; ; ; ;1;12;73;376,371557689786;73
3618073;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;73;376,371557689786;73
3618073;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;12;73;376,371557689786;73
3618073;1;6;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;12;73;376,371557689786;73
3618073;1;7;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;12;73;376,371557689786;73
3618074;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;12;73;314,51147789859;73
3618074;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;56; ;30; ; ; ; ; ; ;1;12;73;314,51147789859;73
3618074;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;30; ; ; ;1;12;73;314,51147789859;73
3618075;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;12;73;330,442102594892;73
3618075;1;2;1;90;1;2;2;2;2;2;2;2;2;2;21; ; ; ; ; ; ; ; ; ;1;12;73;330,442102594892;73
3618075;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;73;330,442102594892;73
3618075;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;73;330,442102594892;73
3618075;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;12;73;330,442102594892;73
3618077;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;12;63;136,504001733088;63
3618077;1;2;1;90;2;2;1;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ;1;12;63;136,504001733088;63
3618077;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;63;136,504001733088;63
3618078;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;12;63;141,17080605954;63
3618078;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;12;63;141,17080605954;63
3618079;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;12;63;205,761755250282;63
3618079;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;36; ;20; ; ; ; ; ; ;1;12;63;205,761755250282;63
3618080;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;12;63;119,014889823447;63
3618081;1;1;1;90;2;1;2;2;2;2;2;1;2;2; ;10; ; ; ; ; ;10; ; ;1;12;63;146,725035428376;63
3618082;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;12;63;92,725723817935;63
