DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;CLASE;DPTO;fex_c_2011
569473;1;4;10;2;1;1;2;2001;6;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;300;2500;2; ;2; ;3;1; ; ;2;66;1269,73975073626
569475;1;1;10;1;1;1;5;1936;71;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;66;1720,49226613596
569475;1;2;10;2;2;1;11;1953;54;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;66;1720,49226613596
569475;1;3;10;2;1;1;2;1999;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;300;3000;2; ;2; ;3;2; ; ;2;66;1720,49226613596
569476;1;1;10;1;1;1;2;1973;34;1;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;66;1580,36156961078
569476;1;2;10;2;1;1;8;1982;25;9;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;66;1580,36156961078
569476;1;3;10;3;1;1;2;1976;31;9;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;66;1580,36156961078
569476;1;4;10;4;1;1;1;1944;63;9;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;66;1580,36156961078
569477;1;1;10;1;1;1;10;1954;53;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;66;1129,30973530708
569477;1;2;10;2;2;1;10;1952;55;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;2;66;1129,30973530708
569477;1;3;10;3;1;1;5;1987;20;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;66;1129,30973530708
569477;1;4;10;4;2;1;3;1990;17;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;2;66;1129,30973530708
569477;1;5;10;5;2;1;4;1987;20;5;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;66;1129,30973530708
569477;1;6;10;5;1;1;7;2006;1;4;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1129,30973530708
569479;1;1;10;1;1;1;10;1969;38;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;66;1302,68112026188
569479;1;2;10;2;2;1;12;1967;40;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;66;1302,68112026188
569479;1;3;10;2;1;1;9;1992;15;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1; ;2;66;1302,68112026188
569480;1;1;10;1;1;1;12;1972;35;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;66;1209,23902856322
569480;1;2;10;2;2;1;3;1971;36;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;66;1209,23902856322
569480;1;3;10;2;2;1;6;1993;14;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;2;66;1209,23902856322
569480;1;4;10;2;1;1;12;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;5; ; ;2;66;1209,23902856322
569928;1;1;10;2;1;1;5;1971;36;1;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1882,81841370109
569928;1;2;10;2;2;1;4;1949;58;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1882,81841370109
569929;1;1;10;1;1;1;10;1973;34;1;1;1;2;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;3031,39339690938
569929;1;2;10;2;2;1;4;1969;38;2;1;1;2;2;1;24; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;3031,39339690938
569929;1;3;10;3;2;1;8;1987;20;3;1;1;5;1; ; ;1;1;16800;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;3031,39339690938
569929;1;4;10;2;1;1;4;1990;17;3;1;1;5;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;3031,39339690938
569929;1;5;10;2;1;1;8;1993;14;3;1;1;5;2;1;24; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;7; ; ;2;25;3031,39339690938
569929;1;6;10;2;1;1;6;1998;9;3;1;1; ;2;1;24; ; ; ; ;1;1;1;1;300;3500;2; ;2; ;3;3; ; ;2;25;3031,39339690938
569930;1;1;10;1;1;1;6;1962;45;1;2; ;2;1; ; ;1;1;21000;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2024,55806045971
569930;1;2;10;2;2;1;6;1957;50;2;2; ;2;1; ; ;1;1;17400;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2024,55806045971
569930;1;3;10;3;2;1;6;1990;17;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;300;2000;1;98;2; ;4;9; ; ;2;25;2024,55806045971
569930;1;4;10;2;1;1;11;1992;15;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;300;2000;2; ;2; ;4;6; ; ;2;25;2024,55806045971
569931;1;1;10;1;2;1;4;1934;73;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1832,1125864718
569932;1;1;10;1;1;1;10;1940;67;1;2; ;2;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2545,45447207575
569932;1;2;10;1;2;1;7;1935;72;2;2; ;2;1; ; ;1;5; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2545,45447207575
569933;1;1;10;1;1;1;6;1950;57;1;2; ;6;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;3;1; ; ;2;25;3815,01269144766
569933;1;2;10;2;2;1;12;1955;52;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;3815,01269144766
569933;1;3;10;1;1;1;8;1986;21;3;2; ;1;2;1;5; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;25;3815,01269144766
569933;1;4;10;2;2;2; ; ;21;5;2; ;2;1; ; ;1;1;17400;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;25;3815,01269144766
569933;1;5;10;2;2;1;8;2002;5;4;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;2;1; ; ;2;25;3815,01269144766
569933;1;6;10;2;1;1;12;2006;1;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;3815,01269144766
569933;2;1;10;1;1;1;9;1987;20;1;2; ;1;2;1;7; ; ; ; ;1;2; ; ; ; ;1;150000;2; ;4;9; ;FALTA DE TIEMPO;2;25;3815,01269144766
569933;2;2;10;1;2;1;2;1989;18;2;2; ;1;2;1;10; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ; ;2;25;3815,01269144766
569933;2;3;10;1;2;1;12;2007;0;3;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;3815,01269144766
569934;1;1;10;1;1;1;9;1950;57;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;3717,18280411716
569934;1;2;10;2;2;1;12;1960;47;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;3717,18280411716
569934;1;3;10;3;1;1;3;1989;18;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;25;3717,18280411716
569934;1;4;10;2;1;1;9;1993;14;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;300;3000;2; ;2; ;3;4; ; ;2;25;3717,18280411716
569934;1;5;10;2;1;1;1;2001;6;3;2; ; ;2;2; ; ; ; ; ;1;1;1;1;300;3000;2; ;2; ;3;1; ; ;2;25;3717,18280411716
569935;1;1;10;1;2;1;10;1928;79;1;2; ;4;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1832,1125864718
569936;1;1;10;2;1;1;5;1956;51;1;2; ;2;1; ; ;1;1;17400;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;1522,00708714466
569936;1;2;10;2;2;1;4;1958;49;2;2; ;2;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;1522,00708714466
569936;1;3;10;2;2;1;12;1994;13;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;300;2800;2; ;2; ;4;7; ; ;2;25;1522,00708714466
569937;1;1;10;1;1;1;3;1929;78;1;2; ;6;1; ; ;1;2;54300;2;2;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2545,45447207575
569937;1;2;10;2;2;1;9;1943;64;2;2; ;6;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2545,45447207575
569938;1;1;10;1;1;1;4;1942;65;1;2; ;6;1; ; ;1;2;54000;1;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2596,16029930505
569938;1;2;10;2;2;1;12;1949;58;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;2596,16029930505
569938;1;3;10;2;1;1;8;1967;40;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2596,16029930505
569939;1;1;10;1;1;1;3;1938;69;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2744,30802367419
569939;1;2;10;2;2;1;5;1943;64;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2744,30802367419
569939;1;3;10;2;1;1;4;1964;43;3;2; ;5;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;2744,30802367419
569939;1;4;10;4;2;1;12;1965;41;3;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2744,30802367419
569939;1;5;10;4;1;1;4;1971;36;5;2; ;6;1; ; ;1;1;80000;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2744,30802367419
569939;1;6;10;4;2;1;12;1988;19;4;2; ;5;1; ; ;1;1;98;1;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;2744,30802367419
569939;1;7;10;4;1;1;4;1996;11;4;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;2000;2; ;2; ;4;0; ; ;2;25;2744,30802367419
569939;1;8;10;4;1;1;1;1998;9;4;2; ; ;1; ; ;1;5; ;2;1;1;1;1;400;2000;2; ;2; ;3;4; ; ;2;25;2744,30802367419
569940;1;1;10;2;1;1;12;1960;47;1;2; ;6;2;1;96; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2503,95568494163
569940;1;2;10;2;2;1;2;1966;41;2;2; ;6;2;1;96; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;25;2503,95568494163
569940;1;3;10;2;2;1;6;1986;21;3;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;2503,95568494163
569940;1;4;10;2;2;1;10;1989;18;3;2; ;5;1; ; ;1;1;98;2;1;1;1;2; ; ;2; ;1;2040000;6;0;2; ;2;25;2503,95568494163
569940;1;5;10;2;1;1;6;1991;16;3;2; ;5;2;1;96; ; ; ; ;1;1;1;1;400;2000;2; ;2; ;5;10;1; ;2;25;2503,95568494163
569940;1;6;10;2;1;1;5;1994;13;3;2; ;5;2;2; ; ; ; ; ;1;1;1;1;400;2000;2; ;2; ;4;7; ; ;2;25;2503,95568494163
569941;1;1;10;1;1;1;1;1979;28;1;2; ;2;1; ; ;1;1;40000;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2551,99577242745
569941;1;2;10;2;2;1;1;1971;36;2;2; ;2;1; ; ;1;1;18000;2;1;1;1;2; ; ;2; ;1;200000;4;9; ; ;2;25;2551,99577242745
569941;1;3;10;2;1;1;10;1992;15;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;9; ; ;2;25;2551,99577242745
569941;1;4;10;2;1;1;5;1999;8;3;2; ; ;1; ; ;1;5; ;2;1;1;1;1;400;2500;2; ;2; ;3;3; ; ;2;25;2551,99577242745
569942;1;1;10;1;1;1;12;1950;57;1;2; ;6;1; ; ;1;1;40000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2207,79649435244
569942;1;2;10;2;2;1;5;1954;53;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2207,79649435244
569943;1;1;10;1;1;1;9;1975;32;1;2; ;2;1; ; ;1;1;52000;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;25;2528,84242359433
569943;1;2;10;1;2;1;6;1976;31;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;2528,84242359433
569943;1;3;10;1;1;1;8;1994;13;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;300;5000;2; ;2; ;4;7; ; ;2;25;2528,84242359433
569943;1;4;10;1;2;1;4;1997;10;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;300;5000;2; ;2; ;4;0; ; ;2;25;2528,84242359433
569943;1;5;10;1;1;1;8;2001;6;3;2; ; ;1; ; ;1;5; ;2;2;1;1;1;300;5000;2; ;2; ;3;0; ; ;2;25;2528,84242359433
569944;1;1;10;1;1;1;5;1953;54;1;2; ;6;1; ; ;1;1;17400;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;1545,16043597778
569944;1;2;10;1;2;1;1;1958;49;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;1545,16043597778
569945;1;1;10;1;1;1;6;1976;31;1;2; ;6;1; ; ;1;1;32000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;2553,72916224703
569945;1;2;10;2;2;1;6;1979;28;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;25;2553,72916224703
569945;1;3;10;2;1;1;12;2000;7;3;2; ; ;1; ; ;1;5; ;2;1;1;1;1;300;2000;2; ;2; ;3;1; ; ;2;25;2553,72916224703
569945;1;4;10;2;1;1;2;2004;3;3;2; ; ;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;1;0; ; ;2;25;2553,72916224703
569946;1;1;10;1;2;1;11;1935;72;1;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;25;1832,1125864718
569947;1;1;10;1;1;1;7;1942;65;1;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;25;2207,79649435244
569947;1;2;10;2;2;1;8;1956;51;2;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;25;2207,79649435244
569948;1;1;10;1;1;1;10;1961;46;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;25;2408,24717762137
569948;1;2;10;1;2;1;10;1988;19;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;500;2500;2; ;2; ;4;9; ; ;2;25;2408,24717762137
569949;1;1;10;1;1;1;11;1982;25;1;2; ;2;1; ; ;1;1;40000;2;1;2; ; ; ; ;2; ;2; ;4;9; ; ;2;25;2984,59983325437
569949;1;2;10;2;2;1;3;1983;24;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;25;2984,59983325437
569949;1;3;10;3;2;1;2;2006;1;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2984,59983325437
569949;1;4;10;2;1;1;3;2007;0;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2984,59983325437
569950;1;1;10;1;1;1;9;1957;50;1;2; ;2;1; ; ;1;1;16000;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;25;2024,55806045971
569950;1;2;10;2;2;1;8;1968;39;2;2; ;2;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;25;2024,55806045971
569950;1;3;10;2;2;1;12;1992;14;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;2;25;2024,55806045971
569950;1;4;10;2;1;1;5;1994;13;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;500;4000;2; ;2; ;3;4; ; ;2;25;2024,55806045971
569951;1;1;10;1;2;1;4;1929;78;1;2; ;4;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;25;1832,1125864718
569952;1;1;10;1;1;1;5;1958;49;1;2; ;3;2;1;96; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;25;3006,01979226791
569952;1;2;10;1;1;1;9;1995;12;3;2; ;5;2;1;96; ; ; ; ;1;1;1;1;300;3000;2; ;2; ;4;0; ; ;2;25;3006,01979226791
569952;1;3;10;1;2;1;11;1999;8;3;2; ; ;2;2; ; ; ; ; ;1;1;1;1;300;3000;2; ;2; ;3;1; ; ;2;25;3006,01979226791
569953;1;1;10;1;1;1;7;1973;34;1;2; ;2;2;1;18; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;25;1545,16043597778
569953;1;2;10;1;2;1;6;1962;45;2;2; ;2;1; ; ;1;1;16000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;25;1545,16043597778
569954;1;1;10;2;1;1;3;1942;65;1;2; ;6;1; ; ;1;2;54000;1;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2545,45447207575
569954;1;2;10;2;2;1;4;1946;61;2;2; ;6;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;3;4; ; ;2;25;2545,45447207575
569955;1;1;10;2;1;1;1;1965;42;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;11;541,414051842299
569955;1;2;10;2;2;1;1;1965;42;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;11;541,414051842299
569955;1;3;10;2;2;1;6;1990;17;3;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;6;1;2; ;2;11;541,414051842299
569955;1;4;10;2;2;1;9;1994;13;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;500;3000;2; ;2; ;4;7; ; ;2;11;541,414051842299
569956;1;1;10;1;1;1;6;1936;71;1;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;11;974,413529680739
569956;1;2;10;2;2;1;10;1944;63;2;2; ;6;2;1;12; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;11;974,413529680739
569956;1;3;10;4;1;1;1;1962;45;3;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;11;974,413529680739
569956;1;4;10;4;1;1;2;1966;41;3;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;1; ; ;2;11;974,413529680739
569956;1;5;10;4;1;1;11;1979;28;3;2; ;5;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;11;974,413529680739
569957;1;1;10;1;1;1;10;1982;25;1;2; ;2;2;1;1; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;11;584,173316087795
569957;1;2;10;2;2;1;2;1982;25;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;11;584,173316087795
569957;1;3;10;2;2;1;9;2003;4;3;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ; ;2;11;584,173316087795
569958;1;1;10;1;1;1;4;1972;35;1;2; ;2;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;11;939,497679650923
569958;1;2;10;2;2;1;12;1973;34;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ; ;2;11;939,497679650923
569958;1;3;10;2;1;1;3;1993;14;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;450;3000;2; ;2; ;4;8; ; ;2;11;939,497679650923
569958;1;4;10;2;2;1;11;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;450;3000;2; ;2; ;4;6; ; ;2;11;939,497679650923
569958;1;5;10;2;1;1;3;1998;9;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;450;3000;2; ;2; ;3;3; ; ;2;11;939,497679650923
569958;1;6;10;2;2;1;6;2000;7;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;450;3000;2; ;2; ;3;1; ; ;2;11;939,497679650923
569959;1;1;10;1;1;1;7;1952;55;1;2; ;6;1; ; ;1;1;19500;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;2;11;1021,96341401891
569959;1;2;10;2;2;1;6;1959;48;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;11;1021,96341401891
569959;1;3;10;2;1;1;3;1995;12;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3000;2; ;2; ;4;7; ; ;2;11;1021,96341401891
569959;1;4;10;2;2;1;8;1976;31;3;2; ;4;1; ; ;1;1;30000;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;11;1021,96341401891
569959;1;5;10;2;1;1;3;1995;12;4;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3000;2; ;2; ;4;7; ; ;2;11;1021,96341401891
569959;1;6;10;2;1;1;5;1997;10;4;2; ;5;1; ; ;1;5; ;2;1;1;1;1;400;3000;2; ;2; ;4;0; ; ;2;11;1021,96341401891
569960;1;1;10;1;1;1;1;1957;50;1;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;11;558,140898611989
569960;1;2;10;2;2;1;5;1959;48;2;2; ;2;1; ; ;1;1;30000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;11;558,140898611989
569961;1;1;10;2;1;1;10;1950;57;1;2; ;6;2;1;120; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;11;1101,62280523256
569961;1;2;10;2;2;1;10;1952;55;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;2;11;1101,62280523256
569961;1;3;10;2;1;1;7;2001;6;4;2; ; ;1; ; ;3; ; ;2;2;1;1;1;400;2000;2; ;2; ;3;0; ; ;2;11;1101,62280523256
569962;1;1;10;2;1;1;9;1975;32;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;11;541,414051842299
569962;1;2;10;2;2;1;3;1978;29;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;11;541,414051842299
569962;1;3;10;2;2;1;10;1996;11;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;2000;2; ;2; ;4;0; ; ;2;11;541,414051842299
569962;1;4;10;2;2;1;10;1997;10;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;400;2000;2; ;2; ;3;5; ; ;2;11;541,414051842299
569963;1;1;10;1;1;1;11;1939;68;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;2;11;919,465845319312
569963;1;2;10;2;2;1;10;1950;57;2;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;2;11;919,465845319312
569964;1;1;10;1;1;1;6;1959;48;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;2;11;584,173316087795
569964;1;2;10;2;2;1;3;1966;41;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;2;11;584,173316087795
569964;1;3;10;2;2;1;3;1999;8;3;2; ; ;1; ; ;3; ; ;2;1;1;1;1;550;3000;2; ;2; ;3;2; ; ;2;11;584,173316087795
569965;1;1;10;1;1;1;8;1969;38;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;11;739,671725646718
569965;1;2;10;2;2;1;11;1971;36;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;11;739,671725646718
569965;1;3;10;2;1;1;1;1995;12;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;450;3000;2; ;2; ;4;6; ; ;2;11;739,671725646718
569966;1;1;10;2;1;1;5;1974;33;1;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;3;3; ; ;2;11;541,414051842299
569966;1;2;10;2;2;1;2;1971;36;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;2;11;541,414051842299
569966;1;3;10;2;2;1;10;1991;16;3;2; ;5;1; ; ;3; ; ;1;1;1;1;1;450;2500;2; ;2; ;4;8; ; ;2;11;541,414051842299
569966;1;4;10;2;2;1;6;1996;11;3;2; ;5;1; ; ;3; ; ;1;1;1;1;1;450;2500;2; ;2; ;3;3; ; ;2;11;541,414051842299
570015;1;1;10;1;1;1;8;1973;34;1;1;1;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;44;8864,81644427504
570015;1;2;10;2;2;1;12;1985;22;2;1;1;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;2;44;8864,81644427504
570015;1;3;10;1;1;1;8;1995;12;3;1;1;5;1; ; ;3; ; ;2;1;1;1;1;200;2000;2; ;2; ;4;6; ; ;2;44;8864,81644427504
570015;1;4;10;1;1;1;10;2002;5;3;1;1; ;2;2; ; ; ; ; ;1;1;1;1;200;2000;2; ;2; ;3;1; ; ;2;44;8864,81644427504
570017;1;1;10;1;2;1;9;1978;29;1;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;13;3; ;2;44;8132,81991194971
570017;1;2;10;1;1;1;5;1978;29;2;2; ;2;1; ; ;1;1;54300;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;2;44;8132,81991194971
570017;1;3;10;1;2;1;5;1999;8;3;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;3;2; ; ;2;44;8132,81991194971
