DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;fex_c_2011
561717;1;4;70;4;56;5; ;2;1;2;28;1; ;3;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1;2000000;2;95;95;4521;45;1;19;750,381806499943
561730;1;1;70;48;48;3; ;1;1;2;40;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;19;1333,48874346139
561735;1;2;70;200;40;3; ;1;1;2;40;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;19;1158,78623478452
561743;1;2;70;6;48;3; ;1;1;2;100;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;19;962,104983501122
561760;1;1;70;1;40;8; ;1;1;2;1;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;45000;1;300000;2;62;62;0114;01;1;19;844,398336135189
561791;1;7;70;1;40;3; ;1;1;2;36;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;19;994,382678080304
561792;1;2;70;8;40;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;19;1156,20835845978
561797;1;1;70;1;40;8; ;1;1;2;12;8; ;4;3; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;600000;2;95;62;0111;01;1;19;782,41104342885
561822;1;4;70;2;42;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;1;19;1354,04826934078
561838;1;2;70;2;48;4; ;1;1;2;8;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;61;61;0111;01;1;19;670,890114221301
561840;1;1;70;3;48;4; ;1;1;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;1;2160000;2;61;61;0111;01;1;19;962,104983501122
561840;1;3;70;3;48;4; ;1;1;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;2;61;61;0111;01;1;19;962,104983501122
561857;1;2;70;1;30;1; ;2;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;1;19;1195,45021185947
561911;1;3;70;12;48;1; ;1;1;2;12;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1084250;2;53;53;5521;55;1;25;2026,29145027929
561913;1;2;70;12;48;3; ;1;1;2;720;1; ;2;1; ; ; ; ; ; ; ; ;1; ;PAGA PENSION POR PROSPERA;2; ;2; ;2;54;45;5233;52;1;25;1570,92203080991
561913;1;3;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;25;1570,92203080991
561915;1;1;70;3;48;1; ;1;1;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;98;2;62;56;9301;93;1;25;2141,14216706027
561925;1;3;70;8;48;1; ;2;2;2;8;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;3368500;2;58;97;6310;63;1;25;3533,94437022442
561925;1;7;70;2;48;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;25;3533,94437022442
561927;1;1;70;8;48;1; ;1;1;2;24;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;360000;2;62;62;0112;01;1;25;1190,3473496126
561934;1;3;70;48;48;1; ;1;1;2;48;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;40;40;5237;52;1;25;1498,85373831154
561958;1;2;70;24;48;1; ;2;2;2;384;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;00;33;8044;80;1;25;2553,72916224703
562136;1;2;70;2;40;2; ;1;2;2;2;4; ;1;1; ; ; ; ;1; ; ; ; ; ; ;1;830000;2; ;2;13;30;8532;85;1;50;776,988387958423
562162;2;1;70;1;48;1; ;1;1;2;4;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;2000000;2;62;53;0118;01;1;50;411,451823614592
562202;1;3;70;7;48;1; ;1;1;2;2;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2598000;2;45;53;5229;52;1;50;637,075854121625
562203;1;4;70;2;48;1; ;1;1;2;2;8; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;220000;2;95;62;0123;01;1;50;453,494516532081
562206;1;2;70;3;30;1; ;1;1;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;53;9249;92;1;50;762,078451696296
562217;1;2;70;52;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;50;438,447705057253
562221;1;1;70;32;48;3; ;1;1;2;40;3; ;1;9;ESTA COMO VINCU; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;2;54;54;9500;95;1;50;878,765123234085
562271;1;3;70;3;60;4; ;1;1;2;4;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;2;13;13;8060;80;1;50;365,734954324082
562281;1;4;70;12;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;1;50;747,935355829823
562282;1;2;70;56;40;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;50;671,232948349879
562282;1;3;70;56;48;8; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;50;671,232948349879
562287;1;5;70;4;54;8; ;1;1;2;20;8; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0118;01;1;50;1297,93443074029
562287;1;6;70;4;48;8; ;1;1;2;4;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;1;48000;1;2000000;2;62;93;2811;28;1;50;1297,93443074029
562294;1;3;70;20;40;1; ;1;1;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;2;45;45;1551;15;1;50;622,046707635099
562298;1;4;70;24;48;1; ;2;1;2;40;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;32;8060;80;1;50;411,451823614592
562338;1;2;70;20;48;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;50;474,751493049177
562341;1;3;70;4;48;1; ;1;1;2;162;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;54;9500;95;1;50;531,937665034635
562555;1;1;70;12;48;4; ;1;1;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;2;93;93;4552;45;1;66;1723,02418306412
562562;1;3;70;4;60;3; ;1;1;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;54;62;0111;01;1;66;1013,91715925804
562565;1;2;70;4;40;3; ;1;2;2;32;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;54;9500;95;1;66;1351,42454884029
562575;1;2;70;12;50;1; ;1;1;2;120;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;98;6022;60;1;66;1470,72603189769
562575;1;5;70;12;48;1; ;1;1;2;12;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;2;79;79;1810;18;1;66;1470,72603189769
562579;1;3;70;2;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;66;1073,87991221177
562583;1;4;70;4;48;1; ;1;1;2;24;8; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;2;45;62;0111;01;1;66;1847,37834522422
562583;1;5;70;20;48;8; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;66;1847,37834522422
562585;1;3;70;4;50;8; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;66;1454,37064195767
562589;1;1;70;58;50;1; ;1;1;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;58;98;6042;60;1;66;1835,04407110062
562714;1;3;70;4;40;8; ;1;1;2;4;8; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;2;62;62;0115;01;1;73;900,613134186616
562732;1;3;70;8;72;3; ;1;1;2;68;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;99;1110;11;1;73;969,6534320221
562732;1;7;70;8;50;8; ;1;1;2;8;8; ;3;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;2;62;62;0121;01;1;73;969,6534320221
562746;1;5;70;4;60;3; ;1;1;2;4;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;25000;1;25000;2;54;54;9500;95;1;73;764,192082689759
562746;1;7;70;12;30;3; ;1;1;2;104;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;73;764,192082689759
562746;1;10;70;12;60;3; ;1;1;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;54;54;9500;95;1;73;764,192082689759
562747;1;2;70;24;42;8; ;1;1;2;24;8; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;2;62;62;0111;01;1;73;784,262352627264
562747;1;4;70;104;60;3; ;1;1;2;104;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;73;784,262352627264
562750;1;1;70;4;60;8; ;1;1;2;4;8; ;3;8; ; ; ; ; ; ; ; ; ;1; ;1;35000;1;1000000;2;62;62;0111;01;1;73;870,017101539437
562750;1;3;70;8;60;3; ;1;1;2;16;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;2;54;54;9500;95;1;73;870,017101539437
562750;1;4;70;8;60;8; ;1;1;2;8;8; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;62;62;0111;01;1;73;870,017101539437
562755;1;5;70;12;56;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;1;73;1103,9266442171
562755;1;6;70;53;56;1; ;1;1;2;53;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;39;9242;92;1;73;1103,9266442171
562755;1;8;70;2;48;2; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;1;73;1103,9266442171
562758;1;1;70;8;60;1; ;1;1;2;8;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;98;95;4521;45;1;73;827,430978952291
562772;1;5;70;2;60;8; ;1;1;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;4000000;2;73;97;6041;60;1;73;1138,98108070304
562775;1;3;70;2;48;3; ;1;1;2;8;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;2;54;54;9500;95;1;73;890,342331058011
562802;1;2;70;16;18;1; ;2;1;2;8;3; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;53;53;0111;01;1;73;927,423597459401
562803;1;3;70;1;16;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;73;946,086645179315
562814;1;1;70;3;48;1; ;1;1;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;1;1000000;2;45;45;5233;52;1;73;976,84447961033
562821;1;3;70;12;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;73;782,862709422856
562821;1;4;70;10;10;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;1;73;782,862709422856
562821;1;5;70;36;48;1; ;1;1;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;300000;2;45;53;5521;55;1;73;782,862709422856
562823;1;2;70;12;40;8; ;1;1;2;6;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;200000;2;62;62;0111;01;1;73;917,377119423372
562824;1;2;70;36;45;3; ;1;1;2;36;8; ;4;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;500000;2;56;62;0111;01;1;73;876,779975861224
562825;1;4;70;12;20;1; ;1;1;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;450000;2;53;53;5521;55;1;73;869,254104231972
562826;1;2;70;12;48;3; ;1;1;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;56;56;9301;93;1;73;1070,77497239453
562834;1;3;70;12;48;1; ;1;1;2;13;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;45;79;1810;18;1;73;988,534528557217
562834;1;4;70;48;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;73;988,534528557217
562846;1;2;70;2;40;8; ;1;1;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;400000;2;62;62;0111;01;1;73;1140,49172050167
562850;1;1;70;4;40;4; ;1;1;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;56;56;9301;93;1;73;1356,98104224691
562853;1;2;70;12;20;4; ;1;1;2;12;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;2;56;56;9301;93;1;73;970,413765786907
562855;1;1;70;8;20;8; ;1;1;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;2;62;62;0111;01;1;73;1144,55414163278
562861;1;4;70;1;50;8; ;1;1;2;1;8; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;800000;2;62;62;0114;01;1;73;1120,88871938807
562871;1;6;70;1;50;8; ;1;1;2;1;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;1;2160000;2;62;62;0111;01;1;73;985,879930590402
562874;1;2;70;4;40;8; ;1;1;2;4;8; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;62;62;0111;01;1;73;934,640229299992
563080;1;3;70;4;48;8; ;1;1;2;3;8; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;98;2;62;62;0118;01;1;25;2550,26238260787
563080;1;4;70;8;48;8; ;1;1;2;5;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;2;62;62;0118;01;1;25;2550,26238260787
563087;1;8;70;11;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;1;25;2042,80806872212
563099;1;1;70;8;54;4; ;1;1;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;2;62;62;0118;01;1;25;2528,84242359433
563320;1;1;70;104;40;1; ;2;1;2;104;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;55;97;0501;05;1;13;1347,83583164431
563324;1;3;70;9;48;1; ;1;1;2;5;1; ;2;4; ; ; ; ; ; ; ; ;1; ;SEGUIR   ESTUDIANDO;2; ;1;480000;2;79;79;1810;18;1;13;1491,11447652535
563644;1;3;70;8;40;8; ;1;1;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;2;62;37;6412;64;1;17;1790,71779947475
563649;1;3;70;12;40;2; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;13; ; ; ;1;17;1929,3439588234
563653;1;6;70;4;40;3; ;1;1;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;1;580000;2;54;54;9500;95;1;17;1984,34396746769
563694;1;3;70;3;60;8; ;1;1;2;3;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;1200000;2;62;62;0111;01;1;17;2091,19519860259
563698;1;3;70;1;55;8; ;1;1;2;2;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;130000;1;800000;2;62;62;0111;01;1;17;1940,41918868897
563715;1;5;70;2;48;8; ;1;1;2;5;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;2;62;62;0111;01;1;17;1557,8824418967
563716;1;3;70;6;50;1; ;1;1;2;48;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;2;45;45;5211;52;1;17;1220,19389540208
565675;1;3;70;8;48;1; ;1;1;2;48;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;79;94;1810;18;1;05;1466,82062613416
565679;1;1;70;72;48;1; ;2;2;2;180;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;90;90;2529;25;1;05;1101,72302884377
566027;1;2;70;5;48;3; ;1;1;2;5;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;54;75;1922;19;1;08;4935,75255690386
566028;1;3;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;1;08;4591,23948881008
566554;1;2;70;8;40;3; ;1;1;2;30;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;2;54;54;9500;95;1;23;2381,66767328877
566564;1;7;70;20;40;3; ;2;1;2;60;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;23;2402,38585052154
566569;1;3;70;24;40;2; ;1;1;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3240000;2;59;59;8512;85;1;23;2221,58378812835
566569;1;4;70;4;20;4; ;1;1;2;4;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1;700000;2;54;45;5261;52;1;23;2221,58378812835
566578;1;7;70;4;40;3; ;2;1;2;28;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;750000;2;54;54;9500;95;1;23;1405,6619490781
566581;1;7;70;2;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;23;4064,74436803224
566600;1;2;70;1;48;3; ;1;1;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;340000;2;54;53;5521;55;1;23;1971,82861126887
566605;1;2;70;3;40;1; ;1;1;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;520000;2;53;53;5521;55;1;23;2850,28236788933
566615;1;2;70;3;40;1; ;1;1;2;3;1; ;4;1; ; ; ; ; ; ; ;1; ; ; ;1;140000;1;1120000;2;53;53;5521;55;1;23;2237,34065029245
566619;1;1;70;3;70;1; ;1;1;2;3;1; ;2;1; ; ; ; ; ; ; ;1; ; ; ;1;130000;1;1200000;2;95;95;4521;45;1;23;2276,76247526536
566619;1;2;70;16;30;1; ;1;1;2;48;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;55;54;9500;95;1;23;2276,76247526536
566979;1;1;70;2;48;8; ;1;1;2;2;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2; ;2;62;62;1530;15;1;50;832,755924237048
566999;1;2;70;96;30;4; ;1;1;2;96;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;55;9249;92;1;50;777,520973045201
567004;1;1;70;2;40;8; ;1;1;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1800000;2;62;62;0140;01;1;50;827,855737796568
567024;1;3;70;2;48;1; ;1;1;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5236;52;1;50;1003,94646142146
567027;1;3;70;5;54;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;50;937,978778758814
567050;1;3;70;4;60;2; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;1;50;783,569683522268
567061;1;1;70;2;35;8; ;1;1;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;5000;1;50000;2;62;62;0123;01;1;50;562,917717545146
567067;1;2;70;32;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;1;50;769,874507307799
567082;1;2;70;54;48;2; ;1;1;2;4;4; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;58;58;8044;80;1;50;981,803434284307
567292;1;4;70;8;48;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;1;52;4387,4210920028
567301;1;5;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;1;52;3578,91189110858
567310;1;5;70;8;40;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;52;3072,84771248482
567313;1;1;70;3;40;4; ;1;1;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;1000000;2;61;61;0140;01;1;52;4310,38194420658
567331;1;1;70;8;48;4; ;1;1;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1400000;2;61;61;0140;01;1;52;2332,16899672515
567345;1;3;70;3;40;1; ;1;1;2;3;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;710000;1;4970000;2;03;03;5122;51;1;52;1767,83990686307
567805;1;3;70;1;84;3; ;1;1;2;4;1; ;3;1; ; ; ; ; ; ; ;1; ; ; ;1;24000;1;90000;2;54;53;5521;55;1;66;1494,74187624476
568144;1;1;70;2;40;4; ;1;1;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;1200000;2;62;62;0121;01;1;68;3063,3683755045
568145;1;2;70;20;48;1; ;2;1;2;28;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1860000;2;58;53;1589;15;1;68;1578,27484332686
568214;1;1;70;32;40;4; ;1;1;2;60;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;56;54;9500;95;1;68;1479,64151733514
568404;1;1;70;60;48;1; ;2;2;2;96;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;44;7020;70;1;76;1888,12566118344
568429;1;1;70;4;60;8; ;1;1;2;5;8; ;3;9;EL RESGUARDO  L; ; ; ; ; ; ; ; ;1; ;1;500000;1;4000000;2;62;62;0111;01;1;76;3462,89916703463
568458;1;3;70;4;48;8; ;1;1;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;2;62;62;0111;01;1;76;2554,49698338442
568473;1;4;70;5;60;1; ;2;2;2;52;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;77;21;9249;92;1;76;2211,29321217539
568476;1;1;70;6;48;1; ;1;1;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;433700;2;00;43;5040;50;1;76;2475,42053697767
568495;1;1;70;48;56;8; ;1;1;2;48;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0111;01;1;76;2364,86833437811
568504;1;3;70;1;48;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;76;2118,45578042837
569090;1;1;70;4;48;8; ;1;1;2;4;8; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0140;01;1;05;4070,85783491031
