Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Area;Fex_c_2011
323600;2;3;70;6;48;1; ;1;1;2;6;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;95;95;4521;45;18;18;73,0419386703717
323622;2;2;70;12;40;1; ;2;2;2;204;1; ;9;2;2; ;1; ;2;2; ; ; ; ;1;1; ; ; ; ; ;2; ;2; ;1;45;44;6421;64;18;18;85,9724245881084
323631;2;3;70;1;48;1; ;1;1;2;144;2; ;4;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5234;52;18;18;70,3692617605611
323653;2;3;70;96;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;19;19;114,6050782728
323656;2;2;70;24;24;3; ;1;1;2;48;3; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;19;19;91,4337420751936
323661;2;1;70;48;48;4; ;1;1;2;96;2; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;58;58;7524;75;19;19;109,557817127241
323661;2;2;70;60;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;40; ; ; ;19;19;109,557817127241
323663;2;2;70;48;24;2; ;2;2;2;48;4;9500;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;19;19;46,7710513033412
323663;2;5;70;48;48;1; ;2;2;2;20;1; ;5;2;3; ;7; ;2;11;ERA UN TRABAJO POR CORTO TIEMPO; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;1;98;37;5231;52;19;19;46,7710513033412
323666;2;3;70;40;48;4; ;1;1;2;1;4; ;1;2;8; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;20000;1;300000;1;97;97;6310;63;19;19;109,557817127241
323669;2;1;70;10;48;2; ;2;2;2;32;4; ;2;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;58;95;4521;45;19;19;93,0204651809911
323671;2;2;70;54;48;4; ;1;1;2;648;4; ;1;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9500;95;19;19;91,2630021785739
323671;2;3;70;56;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;19;19;91,2630021785739
323677;2;3;70;24;48;4; ;2;2;2;8;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;59;59;9500;95;19;19;119,168284877239
323688;2;2;70;8;48;4; ;1;1;2;8;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;55;81;3611;36;19;19;116,788139894312
323688;2;3;70;16;48;4; ;1;1;2;16;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;55;55;9500;95;19;19;116,788139894312
323688;2;4;70;24;48;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;55;45;5262;52;19;19;116,788139894312
323697;2;1;70;4;40;1; ;1;1;2;4;2; ;9;1; ;.;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;62;62;0140;01;19;19;105,298049093621
323708;2;4;70;12;48;1; ;1;1;2;16;3; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;79;54;9500;95;20;20;22,5810034020252
323711;2;3;70;12;48;1; ;1;1;2;12;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;44;44;5135;51;20;20;96,6805054159003
323712;2;2;70;12;48;1; ;2;2;2;12;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;32;32;1530;15;20;20;107,591482064644
323712;2;3;70;16;60;1; ;1;1;2;16;4; ;1;2;8; ;4; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;37;93;4552;45;20;20;107,591482064644
323720;2;4;70;54;40;9;VARIAS FORMAS;1;1;2;54;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;45;5244;52;20;20;51,0601792328212
323738;2;3;70;4;40;1; ;1;1;2;4;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5211;52;20;20;38,7341691579592
323750;2;3;70;8;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;20;20;80,6194708168747
323761;2;1;70;52;48;1; ;1;1;2;52;1; ;4;2;1; ;8; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;5241;52;20;20;122,471775326527
323761;2;2;70;24;48;4; ;2;2;2;24;4; ;1;2;1; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;20;20;122,471775326527
323783;2;1;70;72;60;1; ;1;1;2;72;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;58;7492;74;20;20;113,192140311209
323785;2;3;70;20;60;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;20;20;110,041788786906
323797;2;2;70;20;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;20;20;135,433414349249
323797;2;3;70;24;48;1; ;2;1;2;28;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1250000;1;32;32;9302;93;20;20;135,433414349249
323806;2;1;70;20;72;1; ;1;1;2;20;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;98;98;6022;60;20;20;121,75820221304
323810;2;1;70;8;44;1; ;1;1;2;8;2; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;32;32;8532;85;20;20;133,631196525457
323827;2;3;70;6;20;1; ;2;2;2;5;1; ;4;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1500000;1;13;13;8012;80;23;23;139,438707030754
323833;2;1;70;26;44;3; ;1;1;2;26;3; ;2;2;4; ;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;98;98;9500;95;23;23;126,157434108436
323839;2;2;70;6;48;1; ;2;2;2;7;1; ;3;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;7000000;1;11;33;6601;66;23;23;136,881205930812
323846;2;1;70;1;24;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;23;23;163,574374525827
323855;2;1;70;3;40;1; ;1;1;2;4;1; ;5;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;4000000;1;85;85;6421;64;23;23;145,089362348726
323885;2;2;70;1;36;5; ;1;1;2;780;1; ;2;2;5; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;32;5051;50;23;23;109,986596579159
323885;2;3;70;13;48;1; ;1;1;2;84;1; ;6;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;37;1551;15;23;23;109,986596579159
323885;2;4;70;8;48;1; ;1;1;2;156;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;39;7499;74;23;23;109,986596579159
323885;2;5;70;78;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;98; ; ; ;23;23;109,986596579159
323889;2;5;70;2;48;3; ;1;1;2;3;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;1040000;1;54;53;5521;55;23;23;111,77136897594
323896;2;6;70;3;7;4; ;2;2;2;12;1; ;2;1; ;.;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2880000;1;45;53;5521;55;23;23;162,341324787862
323906;2;2;70;1;48;1; ;1;1;2;1;1; ;9;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;1500000;1;59;59;8511;85;23;23;116,903795101307
323922;2;3;70;60;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;27;27;113,569523106468
323937;2;1;70;10;50;1; ;1;1;2;12;3; ;1;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2448000;1;45;54;9500;95;27;27;54,1446378304173
323937;2;2;70;8;40;1; ;1;1;2;9;1; ;6;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2;4250000;1;4250000;1;49;49;5211;52;27;27;54,1446378304173
323946;2;1;70;8;40;2; ;1;1;2;9;2; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;4800000;1;39;39;8512;85;27;27;28,4298784156428
323948;2;1;70;60;48;4; ;1;1;2;120;4; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4521;45;27;27;105,990989333941
323949;2;1;70;50;40;4; ;1;1;2;48;4; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;84;84;7250;72;27;27;69,733005836081
323951;2;3;70;20;48;4; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;27;27;105,29571318802
323951;2;6;70;15;48;4; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;18; ; ; ;27;27;105,29571318802
323953;2;2;70;8;40;1; ;1;1;2;84;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;6426;64;27;27;28,4298784156428
323955;2;8;70;46;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;27;27;59,7007077314307
323956;2;2;70;4;40;4; ;1;1;2;4;4; ;6;2;4; ;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;500000;1;59;59;8512;85;27;27;28,4298784156428
323956;2;4;70;24;40;1; ;1;1;2;24;1; ;3;2;2; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;53;53;9249;92;27;27;28,4298784156428
323956;2;7;70;142;40;2; ;1;1;2;142;2; ;7;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;7512;75;27;27;28,4298784156428
323956;2;8;70;24;48;4; ;1;1;2;24;4; ;2;2;8; ;6; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2750000;1;95;95;4521;45;27;27;28,4298784156428
323956;2;9;70;24;48;1; ;1;1;2;24;1; ;2;2;4; ;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2100000;1;45;45;5211;52;27;27;28,4298784156428
323965;2;6;70;104;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;27;27;28,4298784156428
323966;2;3;70;156;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;27;27;28,4298784156428
323966;2;6;70;30;48;1; ;1;1;2;30;1; ;4;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;19;19;7430;74;27;27;28,4298784156428
323966;2;7;70;104;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;27;27;28,4298784156428
323968;2;2;70;32;40;2; ;1;1;2;40;7; ;9;2;12;ERA TRABAJADOR SIN REMUNERACION, ESTABA HACIENDO UNAS PAANTIAS DE;4; ;2;11;ERA UN TRABAJADOR SIN REMUNERACION Y ERA UNA SITUACION TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;02;74;7513;75;27;27;28,4298784156428
323970;2;1;70;8;40;1; ;1;1;2;288;2; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;1200000;1;15000000;1;21;33;7524;75;27;27;38,7725093818912
323973;2;2;70;12;40;2; ;1;1;2;37;2; ;6;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;5600000;1;06;06;7512;75;27;27;28,4298784156428
323974;2;6;70;10;40;1; ;1;1;2;48;1; ;6;2;8; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;03;39;9191;91;27;27;113,719513662571
323977;2;3;70;12;50;2; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;06; ; ; ;27;27;28,4298784156428
323987;2;3;70;8;40;1; ;1;1;2;8;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;36;36;6022;60;27;27;65,1187633957026
323988;2;1;70;10;40;4; ;1;1;2;6;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;81;81;7499;74;27;27;84,8927803181908
323989;2;3;70;25;40;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;27;27;28,4298784156428
323989;2;4;70;28;40;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;27;27;28,4298784156428
323993;2;1;70;1;84;1; ;1;1;2;1;1; ;5;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1200000;1;98;98;6031;60;41;41;110,356390749675
323996;2;2;70;15;48;3; ;1;2;2;15;3; ;1;2;4; ;7; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;55;54;9500;95;41;41;105,980647210306
324000;2;1;70;91;48;4; ;1;1;2;91;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;41;5237;52;44;44;200,52210432556
324005;2;2;70;8;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;44;44;210,930977866779
324010;2;1;70;84;48;4; ;1;1;2;90;4; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;44;44;63,0389398757518
324013;2;1;70;8;48;1; ;1;1;2;21;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;98;98;6031;60;44;44;63,0389398757518
324014;2;2;70;40;48;1; ;1;1;2;36;1; ;3;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;95;4521;45;44;44;63,4966770591469
324015;2;1;70;5;40;4; ;1;1;2;6;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3100000;1;98;98;6031;60;44;44;72,3648913195878
324018;2;1;70;48;48;1; ;1;1;2;48;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;5249;52;44;44;58,1940784999429
324019;2;2;70;96;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;44;44;84,9419490702124
324022;2;2;70;2;48;1; ;1;1;2;24;1; ;6;2;3; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;44;44;7430;74;44;44;72,3216167840092
324022;2;3;70;2;48;1; ;1;1;2;28;1; ;4;2;4; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;44;45;5233;52;44;44;72,3216167840092
324023;2;1;70;3;48;1; ;1;1;2;3;1; ;2;2;5; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;3000000;1;97;45;5252;52;44;44;78,9895143849848
324026;2;1;70;4;48;4; ;1;1;2;4;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;95;58;7492;74;44;44;68,1579552008033
324028;2;1;70;2;48;1; ;1;1;2;2;8; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;36000000;1;62;97;0121;01;44;44;62,5406057300277
324033;2;2;70;24;40;1; ;1;1;2;24;2; ;9;2;2; ;2; ;2;8; ; ; ; ; ; ; ;1; ; ; ;2; ;1;5000000;1;02;13;8050;80;44;44;59,333015475941
324035;2;3;70;21;40;2; ;1;2;2;25;4; ;2;2;2; ;1; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1;1500000;1;37;93;9500;95;44;44;66,564583794901
324036;2;1;70;12;48;2; ;2;2;2;52;1; ;9;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;45;6421;64;44;44;78,2975823924173
324037;2;1;70;16;48;4; ;1;1;2;16;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;700000;1;41;41;5262;52;44;44;84,0417870056088
324037;2;4;70;20;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;44;44;84,0417870056088
324041;2;2;70;24;48;1; ;1;1;2;24;1; ;9;1; ;.;7; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;1;4500000;1;59;59;8511;85;47;47;115,515861033195
324043;2;1;70;2;60;1; ;1;1;2;2;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;650000;1;7200000;1;58;58;7492;74;47;47;135,007213266785
324048;2;2;70;48;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;19; ; ; ;47;47;87,1367251297377
324054;2;1;70;20;48;1; ;1;1;2;20;1; ;3;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;280000;1;45;45;5233;52;47;47;78,0090797473972
324058;2;3;70;24;48;1; ;1;1;2;24;1; ;2;2;4; ;1; ;2;10; ; ; ; ; ; ; ; ;1; ;RECIBE UNA PENCION SUSTITUTA;2; ;1;360000;1;03;53;5521;55;47;47;92,9753701922755
324066;2;3;70;12;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;47;47;110,818965847689
324074;2;5;70;96;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;08; ; ; ;47;47;129,916201567818
324079;2;3;70;16;48;1; ;1;1;2;4;1; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;95;95;4521;45;47;47;117,198624345829
324080;2;2;70;12;40;1; ;1;1;2;96;1; ;4;2;4; ;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;13;8012;80;47;47;179,97906761696
324081;2;1;70;5;48;1; ;1;1;2;12;4; ;1;2;2; ;2; ;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;12;12;7411;74;47;47;116,751922502104
324084;2;3;70;4;48;1; ;1;1;2;192;3; ;2;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;47;47;128,740203766557
324086;2;3;70;1;48;1; ;2;2;2;24;1; ;6;2;2; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;1;99;45;5233;52;47;47;108,070978963488
324087;2;6;70;16;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;47;47;170,494428938015
324090;2;5;70;4;48;1; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;3000000;1;45;45;5249;52;47;47;109,177440787445
324090;2;7;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;47;47;109,177440787445
324092;2;3;70;2;48;1; ;2;2;2;2;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;920000;1;8000000;1;30;11;5511;55;47;47;97,2712843726659
324094;2;5;70;4;48;1; ;1;1;2;24;1; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;1551;15;47;47;302,53047621877
324094;2;9;70;4;50;1; ;1;1;2;32;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;1;58;37;7494;74;47;47;302,53047621877
324098;2;6;70;40;42;2; ;1;1;2;40;2; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8042;80;47;47;236,61017233957
324102;2;3;70;4;30;1; ;1;1;2;16;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;350000;1;13;13;8060;80;47;47;93,824265871447
324110;2;2;70;32;48;1; ;1;1;2;36;2; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;59;59;7513;75;50;50;338,58784184547
324119;2;2;70;6;40;1; ;2;2;2;10;1; ;3;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;56;53;5521;55;50;50;117,688844782278
324134;2;1;70;104;60;1; ;1;1;2;5;1; ;2;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;500000;1;45;53;5521;55;50;50;149,154304537932
