Directorio;Secuencia_p;Orden;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Clase;Dpto;Fex_c_2011
327647;2;1;80;1;3;4; ;3; ; ; ; ; ;2;50;1241,4764217363
327648;2;2;80;1;4;2; ;2; ; ; ; ; ;2;50;1160,20971171013
327649;2;2;80;1;2;3; ;2; ; ; ; ; ;2;50;1000,71269484281
327650;2;3;80;2; ; ; ; ; ; ; ; ; ;2;50;1020,75248043589
327650;2;4;80;2; ; ; ; ; ; ; ; ; ;2;50;1020,75248043589
327650;2;5;80;2; ; ; ; ; ; ; ; ; ;2;50;1020,75248043589
327650;2;6;80;2; ; ; ; ; ; ; ; ; ;2;50;1020,75248043589
327653;2;2;80;1;3;2; ;2; ; ; ; ; ;2;50;1129,28268495517
327821;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;816,22595397522
327822;2;2;80;1;4;0; ;2; ; ; ; ; ;2;63;640,899119807256
327823;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;673,995579963939
327825;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;892,805991807489
327826;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;715,923762890441
327826;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;715,923762890441
327826;2;5;80;1;4;3; ;2; ; ; ; ; ;2;63;715,923762890441
327827;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;674,312906523141
327827;2;6;80;2; ; ; ; ; ; ; ; ; ;2;63;674,312906523141
327828;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;799,801255143877
327828;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;799,801255143877
327828;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;799,801255143877
327829;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;825,535438700349
327829;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;825,535438700349
327830;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;764,757586862276
327830;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;764,757586862276
327830;2;5;80;2; ; ; ; ; ; ; ; ; ;2;63;764,757586862276
327831;2;2;80;1;2;3; ;2; ; ; ; ; ;2;63;619,614730077901
327831;2;3;80;1;2;2; ;2; ; ; ; ; ;2;63;619,614730077901
327832;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;860,101345026639
327832;2;4;80;1;1;8;SE ABURRIO;2; ; ; ; ; ;2;63;860,101345026639
327833;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;697,782555395494
327835;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1247,39072858748
328489;2;2;80;1;1;2; ;2; ; ; ; ; ;2;50;870,027815996948
328490;2;2;80;1;3;2; ;2; ; ; ; ; ;2;50;537,746540729344
328490;2;3;80;2; ; ; ; ; ; ; ; ; ;2;50;537,746540729344
330851;2;1;80;1;4;7; ;2; ; ; ; ; ;2;70;2269,6499931116
330851;2;3;80;2; ; ; ; ; ; ; ; ; ;2;70;2269,6499931116
330851;2;4;80;2; ; ; ; ; ; ; ; ; ;2;70;2269,6499931116
330851;2;5;80;1;2;3; ;2; ; ; ; ; ;2;70;2269,6499931116
330852;2;1;80;1;3;3; ;2; ; ; ; ; ;2;70;2745,56403245973
330852;2;2;80;2; ; ; ; ; ; ; ; ; ;2;70;2745,56403245973
330852;2;4;80;2; ; ; ; ; ; ; ; ; ;2;70;2745,56403245973
330852;2;5;80;2; ; ; ; ; ; ; ; ; ;2;70;2745,56403245973
330853;2;1;80;2; ; ; ; ; ; ; ; ; ;2;70;2142,16541648811
330855;2;2;80;1;3;4; ;3; ; ; ; ; ;2;70;2618,75792922481
330858;2;2;80;1;4;2; ;2; ; ; ; ; ;2;70;2966,63269116987
330859;2;2;80;1;4;2; ;2; ; ; ; ; ;2;70;2966,63269116987
330860;2;2;80;2; ; ; ; ; ; ; ; ; ;2;70;2966,63269116987
330861;2;2;80;1;2;1; ;2; ; ; ; ; ;2;70;2765,42083304236
330863;2;1;80;1;1;3; ;2; ; ; ; ; ;2;70;2335,0632411522
330863;2;5;80;2; ; ; ; ; ; ; ; ; ;2;70;2335,0632411522
330864;2;2;80;1;2;2; ;2; ; ; ; ; ;2;23;9414,36719992138
330865;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;4813,73903127317
330868;2;2;80;1;3;2; ;2; ; ; ; ; ;2;23;6242,57135864616
330869;2;1;80;1;4;3; ;2; ; ; ; ; ;2;63;809,182963740914
330869;3;2;80;1;4;6; ;2; ; ; ; ; ;2;63;809,182963740914
330870;2;1;80;1;4;5; ;2; ; ; ; ; ;2;25;2597,43679230017
330870;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;2597,43679230017
330871;2;4;80;1;1;1; ;2; ; ; ; ; ;2;25;1801,93243260621
330871;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;1801,93243260621
330871;2;6;80;2; ; ; ; ; ; ; ; ; ;2;25;1801,93243260621
330872;2;1;80;1;3;2; ;2; ; ; ; ; ;2;25;1837,24490175619
330874;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;2320,12082622838
330874;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;2320,12082622838
330876;2;1;80;2; ; ; ; ; ; ; ; ; ;2;25;2324,01580212399
330877;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;2389,9882465251
330877;2;6;80;2; ; ; ; ; ; ; ; ; ;2;25;2389,9882465251
330879;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;1125,0818987517
330881;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;1986,41862083822
330881;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;1986,41862083822
330882;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;2494,43867876313
330883;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;3194,28932463519
330885;2;1;80;1;4;4; ;3; ; ; ; ; ;2;25;2093,70707860182
330885;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;2093,70707860182
330886;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;2010,12561372593
330887;2;2;80;1;4;2; ;2; ; ; ; ; ;2;25;2212,93469599885
330887;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;2212,93469599885
330887;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;2212,93469599885
330887;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;2212,93469599885
330888;2;2;80;1;3;2; ;2; ; ; ; ; ;2;25;1932,82555572345
330888;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;1932,82555572345
330888;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;1932,82555572345
330889;2;1;80;2; ; ; ; ; ; ; ; ; ;2;25;2874,19179985178
330889;2;3;80;1;1;4; ;2; ; ; ; ; ;2;25;2874,19179985178
330889;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;2874,19179985178
330890;2;1;80;2; ; ; ; ; ; ; ; ; ;2;25;3716,22953539652
330890;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;3716,22953539652
330891;2;2;80;1;1;2; ;2; ; ; ; ; ;2;25;4831,88529514154
330895;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;4513,2844160851
330896;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;5025,6378764048
330896;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;5025,6378764048
330896;2;4;80;1;4;2; ;2; ; ; ; ; ;2;25;5025,6378764048
332304;2;2;80;1;2;2; ;2; ; ; ; ; ;2;05;5121,59693455141
332304;2;5;80;1;1;0; ;2; ; ; ; ; ;2;05;5121,59693455141
332306;2;2;80;1;3;2; ;2; ; ; ; ; ;2;05;5942,71315989883
332306;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;5942,71315989883
332306;2;5;80;2; ; ; ; ; ; ; ; ; ;2;05;5942,71315989883
332308;2;1;80;1;1;1; ;2; ; ; ; ; ;2;05;6066,68363700651
332309;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5589,01093968295
332310;2;1;80;2; ; ; ; ; ; ; ; ; ;2;05;6021,3588496501
332312;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;6498,13249333656
332312;2;5;80;2; ; ; ; ; ; ; ; ; ;2;05;6498,13249333656
332313;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;4186,21406560758
332314;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5025,41984037195
332314;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;5025,41984037195
332314;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;5025,41984037195
332315;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;5137,6930076067
332315;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;5137,6930076067
332317;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;3489,04821682092
332317;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;3489,04821682092
332317;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;3489,04821682092
332317;2;5;80;2; ; ; ; ; ; ; ; ; ;2;05;3489,04821682092
332317;2;6;80;2; ; ; ; ; ; ; ; ; ;2;05;3489,04821682092
332318;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5555,51315953319
332318;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;5555,51315953319
332318;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;5555,51315953319
332318;2;5;80;2; ; ; ; ; ; ; ; ; ;2;05;5555,51315953319
332319;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;7507,86943803663
332319;2;6;80;2; ; ; ; ; ; ; ; ; ;2;05;7507,86943803663
332320;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;3956,46222195246
332320;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;3956,46222195246
332321;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;4749,94059615978
332321;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;4749,94059615978
332321;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;4749,94059615978
332321;2;5;80;2; ; ; ; ; ; ; ; ; ;2;05;4749,94059615978
332322;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;6375,06106986598
332322;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;6375,06106986598
332322;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;6375,06106986598
332322;2;5;80;2; ; ; ; ; ; ; ; ; ;2;05;6375,06106986598
332323;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5706,88649539647
332323;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;5706,88649539647
332324;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;4774,12897449196
332324;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;4774,12897449196
332325;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;4444,19815276818
332325;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;4444,19815276818
332327;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;4128,39247588443
332328;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5141,06301981825
332328;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;5141,06301981825
332328;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;5141,06301981825
332329;2;1;80;1;4;3; ;2; ; ; ; ; ;2;05;5117,57250251582
332329;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5117,57250251582
332330;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;4491,95650899917
332330;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;4491,95650899917
332331;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;3776,62165019919
332331;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;3776,62165019919
332331;2;4;80;2; ; ; ; ; ; ; ; ; ;2;05;3776,62165019919
332332;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5759,10569664085
332333;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;5293,52718848338
332334;2;2;80;2; ; ; ; ; ; ; ; ; ;2;05;4084,19959056485
332334;2;3;80;2; ; ; ; ; ; ; ; ; ;2;05;4084,19959056485
332478;2;4;80;1;4;2; ;2; ; ; ; ; ;2;25;3237,76359834714
332480;2;2;80;1;3;1; ;2; ; ; ; ; ;2;25;2874,19179985178
332480;2;3;80;1;3;1; ;2; ; ; ; ; ;2;25;2874,19179985178
332482;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;4573,8475134317
332483;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;4067,96310847269
332483;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;4067,96310847269
332484;2;1;80;1;4;4; ;3; ; ; ; ; ;2;25;5438,45424556804
332484;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;5438,45424556804
332484;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;5438,45424556804
332485;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;5741,73872078129
332485;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;5741,73872078129
332485;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;5741,73872078129
332486;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;6290,94697822069
332486;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;6290,94697822069
332487;2;2;80;1;1;8;LE QUEDABAN MUY LEJOS PARA EL TRABAJO;2; ; ; ; ; ;2;25;6174,94602891001
332487;2;4;80;1;2;5; ;2; ; ; ; ; ;2;25;6174,94602891001
332488;2;2;80;1;1;2; ;2; ; ; ; ; ;2;25;2874,19179985178
332488;2;3;80;2; ; ; ; ; ; ; ; ; ;2;25;2874,19179985178
332489;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;4650,19600310173
332490;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;5240,9795612048
332490;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;5240,9795612048
332491;2;2;80;1;1;3; ;2; ; ; ; ; ;2;25;5741,73872078129
332491;2;4;80;2; ; ; ; ; ; ; ; ; ;2;25;5741,73872078129
332491;2;5;80;2; ; ; ; ; ; ; ; ; ;2;25;5741,73872078129
332492;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;2912,18590060679
332493;2;2;80;2; ; ; ; ; ; ; ; ; ;2;25;7394,25982020504
332555;2;4;80;2; ; ; ; ; ; ; ; ; ;2;13;1619,98081479553
332556;2;2;80;2; ; ; ; ; ; ; ; ; ;2;13;1584,89243015077
332557;2;1;80;2; ; ; ; ; ; ; ; ; ;2;13;1354,23713348519
332557;2;3;80;2; ; ; ; ; ; ; ; ; ;2;13;1354,23713348519
332558;2;3;80;2; ; ; ; ; ; ; ; ; ;2;13;1601,44534600776
332558;2;4;80;2; ; ; ; ; ; ; ; ; ;2;13;1601,44534600776
332559;2;2;80;2; ; ; ; ; ; ; ; ; ;2;13;1003,27404616418
332559;2;4;80;2; ; ; ; ; ; ; ; ; ;2;13;1003,27404616418
332561;2;3;80;2; ; ; ; ; ; ; ; ; ;2;13;734,935048818649
332561;2;5;80;2; ; ; ; ; ; ; ; ; ;2;13;734,935048818649
332562;2;2;80;2; ; ; ; ; ; ; ; ; ;2;13;2184,73078629775
332562;2;3;80;2; ; ; ; ; ; ; ; ; ;2;13;2184,73078629775
332562;2;4;80;2; ; ; ; ; ; ; ; ; ;2;13;2184,73078629775
332847;2;2;80;2; ; ; ; ; ; ; ; ; ;2;23;8018,93995375784
332847;2;3;80;2; ; ; ; ; ; ; ; ; ;2;23;8018,93995375784
332847;2;4;80;2; ; ; ; ; ; ; ; ; ;2;23;8018,93995375784
332850;2;2;80;1;4;2; ;2; ; ; ; ; ;2;23;7217,66099839063
332851;2;2;80;1;1;2; ;2; ; ; ; ; ;2;23;13903,8867931762
333181;2;2;80;1;2;2; ;2; ; ; ; ; ;2;63;727,539245869662
333181;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;727,539245869662
333181;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;727,539245869662
333181;2;6;80;2; ; ; ; ; ; ; ; ; ;2;63;727,539245869662
333182;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;1005,41934374168
333182;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1005,41934374168
333182;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;1005,41934374168
333183;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;826,522520452486
333183;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;826,522520452486
333183;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;826,522520452486
333185;2;2;80;1;2;2; ;2; ; ; ; ; ;2;63;942,999523991931
333187;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;453,329495947872
333187;2;3;80;1;1;2; ;2; ; ; ; ; ;2;63;453,329495947872
333187;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;453,329495947872
333188;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;851,857712602453
333188;2;3;80;1;1;1; ;2; ; ; ; ; ;2;63;851,857712602453
333188;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;851,857712602453
333189;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;1056,39770487518
333190;2;2;80;1;4;8;SALIR DE LA CIUDAD;2; ; ; ; ; ;2;63;715,789810419849
333190;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;715,789810419849
333222;2;1;80;1;4;7; ;2; ; ; ; ; ;2;63;985,82844509852
333223;2;1;80;1;3;3; ;2; ; ; ; ; ;2;63;1496,06371123758
333223;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;1496,06371123758
333223;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;1496,06371123758
333224;2;1;80;1;4;3; ;2; ; ; ; ; ;2;63;1237,0995346535
333224;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;1237,0995346535
333225;2;1;80;1;4;2; ;2; ; ; ; ; ;2;63;707,948347226503
333226;2;1;80;1;3;2; ;2; ; ; ; ; ;2;63;950,995159430327
333227;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;1012,92282662413
333228;2;1;80;2; ; ; ; ; ; ; ; ; ;2;63;1160,85502261348
333228;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;1160,85502261348
333229;2;1;80;2; ; ; ; ; ; ; ; ; ;2;63;651,71915642602
333230;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;1100,73227037427
333230;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1100,73227037427
333230;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;1100,73227037427
333230;2;5;80;2; ; ; ; ; ; ; ; ; ;2;63;1100,73227037427
333231;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1005,41934374168
333231;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;1005,41934374168
333232;2;2;80;1;1;1; ;2; ; ; ; ; ;2;63;1145,3203808565
333232;2;3;80;1;1;1; ;2; ; ; ; ; ;2;63;1145,3203808565
333232;2;4;80;1;1;1; ;2; ; ; ; ; ;2;63;1145,3203808565
333232;2;5;80;2; ; ; ; ; ; ; ; ; ;2;63;1145,3203808565
333235;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;717,863755976429
333236;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;853,931658159033
333236;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;853,931658159033
333237;2;3;80;1;1;5; ;2; ; ; ; ; ;2;63;851,857712602453
333237;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;851,857712602453
333238;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;947,738940399121
333239;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;707,948347226503
333240;2;3;80;1;1;1; ;2; ; ; ; ; ;2;63;564,47952121221
333240;2;4;80;1;4;8;POR LA AVANZADA EDAD;2; ; ; ; ; ;2;63;564,47952121221
333243;2;4;80;1;1;6; ;2; ; ; ; ; ;2;63;844,016249409107
333244;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;772,367275208583
333249;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;1073,8914338318
333249;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1073,8914338318
333250;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;851,857712602453
333251;2;2;80;1;4;6; ;2; ; ; ; ; ;2;63;1237,0995346535
333252;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;1026,81524887397
333252;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1026,81524887397
333252;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;1026,81524887397
333252;2;6;80;1;4;3; ;2; ; ; ; ; ;2;63;1026,81524887397
333253;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;715,789810419849
333253;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;715,789810419849
333256;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;535,242152886575
333259;2;2;80;1;4;3; ;2; ; ; ; ; ;2;63;1237,0995346535
333264;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;760,377920902078
333264;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;760,377920902078
333267;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;923,506686802977
333267;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;923,506686802977
333270;2;2;80;1;3;7; ;2; ; ; ; ; ;2;63;987,58763447416
333272;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;1186,42915035357
333273;2;2;80;1;2;2; ;2; ; ; ; ; ;2;63;968,334716141899
333275;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;688,380672713301
333275;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;688,380672713301
333276;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;733,28353937647
333277;2;3;80;1;3;0; ;2; ; ; ; ; ;2;63;870,762356946462
333277;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;870,762356946462
333277;2;5;80;2; ; ; ; ; ; ; ; ; ;2;63;870,762356946462
333277;2;7;80;1;3;7; ;2; ; ; ; ; ;2;63;870,762356946462
333278;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;737,11667430869
333280;2;1;80;1;4;2; ;2; ; ; ; ; ;2;63;733,28353937647
333281;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;715,789810419849
333281;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;715,789810419849
333282;2;1;80;1;4;2; ;2; ; ; ; ; ;2;63;469,151985186598
333283;2;1;80;1;4;4; ;3; ; ; ; ; ;2;63;1237,0995346535
333283;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;1237,0995346535
333286;2;2;80;2; ; ; ; ; ; ; ; ; ;2;63;976,244237312117
333286;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;976,244237312117
333286;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;976,244237312117
333286;2;5;80;2; ; ; ; ; ; ; ; ; ;2;63;976,244237312117
333286;2;6;80;2; ; ; ; ; ; ; ; ; ;2;63;976,244237312117
333287;2;2;80;1;3;6; ;2; ; ; ; ; ;2;63;978,010206035132
333287;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;978,010206035132
333287;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;978,010206035132
333287;2;5;80;2; ; ; ; ; ; ; ; ; ;2;63;978,010206035132
333288;2;2;80;1;4;6; ;2; ; ; ; ; ;2;63;787,124028439433
333288;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;787,124028439433
333288;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;787,124028439433
333288;2;5;80;2; ; ; ; ; ; ; ; ; ;2;63;787,124028439433
333288;2;6;80;2; ; ; ; ; ; ; ; ; ;2;63;787,124028439433
333289;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;933,770369541156
333290;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1005,15040467423
333291;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;844,016249409107
333291;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;844,016249409107
333294;2;1;80;1;4;3; ;2; ; ; ; ; ;2;63;950,995159430327
333295;2;2;80;1;4;2; ;2; ; ; ; ; ;2;63;733,28353937647
333297;2;2;80;1;1;2; ;2; ; ; ; ; ;2;63;705,874401669923
333297;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;705,874401669923
333298;2;3;80;1;1;3; ;2; ; ; ; ; ;2;63;814,84792232692
333299;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;717,200725807236
333299;2;4;80;2; ; ; ; ; ; ; ; ; ;2;63;717,200725807236
333299;2;6;80;2; ; ; ; ; ; ; ; ; ;2;63;717,200725807236
333300;2;3;80;2; ; ; ; ; ; ; ; ; ;2;63;1005,41934374168
