Directorio;Secuencia_p;Orden;Regis;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6290;P6290s1;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Clase;Dpto;Area;Fex_c_2011
323363;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;559,490327877292
323364;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;329,039418759426
323364;2;2;50;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;329,039418759426
323364;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;329,039418759426
323364;2;4;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;329,039418759426
323366;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;448,746125489273
323366;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;448,746125489273
323366;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;448,746125489273
323368;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;390,863556242447
323368;2;2;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;08;08;390,863556242447
323370;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2319,61672440657
323370;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2319,61672440657
323370;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2319,61672440657
323372;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2258,49987668516
323372;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2258,49987668516
323372;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2258,49987668516
323374;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323374;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323374;2;3;50;3;6;DESCANSANDO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323374;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323374;2;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;11;11;2297,61374980791
323376;2;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;13;13;249,391490774672
323376;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;249,391490774672
323376;2;3;50;3;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;13;13;249,391490774672
323376;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;249,391490774672
323376;2;5;50;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;249,391490774672
323377;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;256,471736185107
323377;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;256,471736185107
323377;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;256,471736185107
323379;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;257,014982674462
323379;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;257,014982674462
323379;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;257,014982674462
323379;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;257,014982674462
323380;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;271,187395036681
323380;2;2;50;2;4; ;2;2;2;2; ; ;1;5; ;2; ;2; ; ;1;13;13;271,187395036681
323380;2;3;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;271,187395036681
323380;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;271,187395036681
323381;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;280,821812501185
323381;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;13;13;280,821812501185
323381;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;280,821812501185
323382;2;1;50;1;6;DILIGENCIAS PERSONALES;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;291,268025065337
323382;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;291,268025065337
323382;2;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;13;13;291,268025065337
323383;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;503,362353392165
323383;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;503,362353392165
323384;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;591,861048394728
323384;2;2;50;2;6;DILIGENCIAS PERSONALES;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;13;13;591,861048394728
323387;2;1;50;1;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;13;13;236,837198696534
323387;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;236,837198696534
323387;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;236,837198696534
323389;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;584,941099620124
323389;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;584,941099620124
323389;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;584,941099620124
323389;2;6;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;584,941099620124
323391;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;268,045452832465
323391;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;268,045452832465
323391;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;268,045452832465
323394;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;273,342631806238
323394;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;273,342631806238
323394;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;273,342631806238
323394;2;4;50;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;273,342631806238
323394;2;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;273,342631806238
323397;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;252,916364979526
323397;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;252,916364979526
323397;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;252,916364979526
323399;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;475,058280981246
323399;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;475,058280981246
323399;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;475,058280981246
323403;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;233,973769285042
323403;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;233,973769285042
323403;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;233,973769285042
323405;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;285,752860243505
323405;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;285,752860243505
323407;2;1;50;1;4; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;1;13;13;271,580447881286
323407;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;271,580447881286
323409;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;503,362353392165
323409;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;503,362353392165
323410;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;213,795985307114
323410;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;213,795985307114
323411;2;1;50;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;268,025076675705
323411;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;268,025076675705
323412;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;230,593465076008
323412;2;2;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;13;13;230,593465076008
323413;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;131,910093840926
323413;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;131,910093840926
323414;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;101,716308331693
323414;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;101,716308331693
323414;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;101,716308331693
323414;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;101,716308331693
323414;3;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;101,716308331693
323419;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;83,3992750906873
323419;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;83,3992750906873
323420;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;80,4898257866686
323421;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;80,3964522174054
323421;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;80,3964522174054
323421;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;80,3964522174054
323422;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;101,002215224078
323425;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;71,8709061377054
323425;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;71,8709061377054
323427;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;85,4154992089899
323427;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;85,4154992089899
323427;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;85,4154992089899
323427;2;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;85,4154992089899
323429;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;7;50;7;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323429;2;8;50;8;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;67,2384788511529
323430;2;1;50;1;6;PENSIONADA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;57,7642918329029
323430;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;57,7642918329029
323430;2;3;50;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;57,7642918329029
323431;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;103,251825794813
323431;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;103,251825794813
323431;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;103,251825794813
323431;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;103,251825794813
323431;3;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;103,251825794813
323431;3;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;103,251825794813
323433;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;125,185001980583
323433;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;125,185001980583
323433;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;125,185001980583
323434;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;106,695012118333
323434;2;2;50;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;15;15;106,695012118333
323434;2;3;50;3;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;15;15;106,695012118333
323434;2;5;50;5;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;15;15;106,695012118333
323434;2;6;50;6;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;106,695012118333
323435;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;78,8349933802066
323436;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;100,887365307725
323436;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;100,887365307725
323437;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;115,421043558201
323437;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;115,421043558201
323438;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;99,4514633120714
323438;2;2;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;15;15;99,4514633120714
323438;2;3;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;99,4514633120714
323438;2;4;50;4;4; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;1;15;15;99,4514633120714
323439;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;43,2916934449772
323439;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;43,2916934449772
323439;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;43,2916934449772
323439;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;43,2916934449772
323440;2;1;50;1;6;PENSIONADO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;75,2559539538472
323440;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;75,2559539538472
323441;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;86,4685369736019
323445;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;81,3342806082458
323445;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;81,3342806082458
323445;2;3;50;3;2; ;2;2;2;1;5; ; ; ; ; ; ; ; ;1;1;15;15;81,3342806082458
323445;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;81,3342806082458
323445;2;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;81,3342806082458
323447;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;75,2559539538472
323447;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;75,2559539538472
323450;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;68,9804467565639
323452;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;88,7309893476501
323453;2;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;15;15;101,002215224078
323455;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;80,4898257866686
323456;2;1;50;1;6;PENSIONADO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;55,0856747949838
323456;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;55,0856747949838
323456;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;55,0856747949838
323456;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;55,0856747949838
323460;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;109,327482454916
323460;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;109,327482454916
323460;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;109,327482454916
323461;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;68,9804467565639
323462;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;82,6759120836648
323462;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;82,6759120836648
323463;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;103,149817681774
323463;2;2;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;1;15;15;103,149817681774
323464;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;92,8553221833314
323464;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;92,8553221833314
323465;2;1;50;1;4; ;2;2;2;2; ; ;1;8; ;2; ;2; ; ;1;15;15;78,2273734126205
323466;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;101,295439330522
323466;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;101,295439330522
323466;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;101,295439330522
323467;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;101,002215224078
323468;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;105,011698143407
323468;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;105,011698143407
323468;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;105,011698143407
323470;2;1;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;101,002215224078
323471;2;1;50;1;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;101,002215224078
323472;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;71,1280492142595
323472;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;71,1280492142595
323473;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;90,3837493726958
323473;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;90,3837493726958
323474;2;1;50;1;6;REPOSO POR UNA CIRUGIA QUIRURGICA;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;60,9280597184754
323474;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;60,9280597184754
323474;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;60,9280597184754
323474;2;4;50;4;6;DILIGENCIAS PERSONALES;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;15;15;60,9280597184754
323475;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;80,4898257866686
323476;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;70,404686207237
323476;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;70,404686207237
323478;2;1;50;1;6;TRATAMIENTOS MEDICOS;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;75,2559539538472
323478;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;15;15;75,2559539538472
323480;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;17;17;138,253252715591
323480;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;17;17;138,253252715591
323480;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17;17;138,253252715591
323480;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17;17;138,253252715591
323483;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;17;17;181,067595942159
323483;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17;17;181,067595942159
323483;2;3;50;3;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17;17;181,067595942159
323483;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;17;17;181,067595942159
323485;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;17;17;131,898020699565
323485;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;17;17;131,898020699565
323485;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17;17;131,898020699565
323487;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17;17;131,128479743248
323487;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;1;17;17;131,128479743248
323487;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;1;17;17;131,128479743248
323488;2;1;50;1;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;1;17;17;136,855735145494
