DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;clase;MES;DSI;DSCY;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1;OFICIO2;DPTO;fex_c_2011
5169188;1;1;1;70;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5611;56;53;56;25;2479,65758793842
5169197;1;1;1;70;8;60;4; ;2;8;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;877803;2; ;2;05;1;1;8890;88;54;54;25;2222,60785622417
5169218;1;3;1;70;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;0722;07;84;84;05;2718,50260705628
5169218;1;5;1;70;4;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;05;1;1;0722;07;97;97;05;2718,50260705628
5169237;1;2;1;70;12;24;1; ;2;288;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;05;1;1;4773;47;99;45;05;2321,29839629387
5169296;2;1;2;70;12;48;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;950000;2; ;2;05;1;1;4921;49;98;98;76;819,642568565456
5169298;1;1;1;70;20;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;2;4923;49;98;98;76;819,642568565456
5169299;1;4;1;70;14;48;1; ;2;14;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1755606;2; ;2;05;1;2;2511;25;87;87;76;819,642568565456
5169299;1;6;1;70;14;48;1; ;2;14;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;05;1;2;3312;33;87;87;76;819,642568565456
5169301;1;5;1;70;3;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;2;05;1;1;0145;01;95;95;76;819,642568565456
5169301;2;1;2;70;52;24;4; ;2;260;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;2;8121;81;55;55;76;819,642568565456
5169302;2;1;2;70;4;48;1; ;2;7;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;1;5611;56;53;53;76;1487,22212626262
5169302;2;2;2;70;12;48;1; ;2;20;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;5611;56;39;53;76;1487,22212626262
5169303;1;2;1;70;12;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0144;01;03;03;76;1881,25544541912
5169520;1;2;1;70;17;48;1; ;2;17;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;5210;52;33;33;23;1755,61398438063
5169520;1;3;1;70;4;48;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;2;05;1;1;.; ;62; ;23;1755,61398438063
5169544;1;1;1;70;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;5611;56;53;53;23;1442,04688686562
5169544;1;3;1;70;8;48;1; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;6209;62;37;62;23;1442,04688686562
5169548;1;3;1;70;1;48;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;400000;2; ;2;05;1;1;4771;47;45;45;23;1292,9545357488
5169548;1;6;1;70;2;50;4; ;2;6;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;9602;96;57;57;23;1292,9545357488
5169548;2;2;2;70;1;48;1; ;2;5;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;250000;2; ;2;05;1;1;5619;56;53;53;23;1292,9545357488
5169550;1;1;1;70;16;48;1; ;2;16;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;2;4772;47;45;45;23;1155,93277998844
5169555;1;1;1;70;12;42;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;9700;97;54;54;23;1663,56513810013
5169555;1;4;1;70;8;42;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;9700;97;54;54;23;1663,56513810013
5169557;1;2;1;70;104;48;1; ;2;150;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;8610;86;33;39;23;1058,59495095046
5169560;1;3;1;70;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;2;05;1;2;.; ;33; ;23;1421,14755695937
5169564;1;1;1;70;8;40;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;8544;85;32;32;23;1646,80006850694
5169565;1;3;1;70;14;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;05;1;2;.; ;32; ;23;1232,65241763806
5169569;1;2;1;70;7;45;5; ;2;9;5; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;23;1633,48046041693
5169569;1;4;1;70;104;48;1; ;2;104;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;4631;46;32;32;23;1633,48046041693
5169570;1;1;1;70;10;48;1; ;2;10;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;4112;41;95;95;23;1449,62660868187
5169585;1;3;1;70;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0125;01;98;98;25;3888,59310131023
5169586;1;2;1;70;2;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;4923;49;97;53;25;8430,77061918093
5169586;1;3;1;70;1;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;2012;20;97;97;25;8430,77061918093
5169593;1;1;1;70;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;63;642,954872980663
5169593;1;4;1;70;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;5611;56;53;53;63;642,954872980663
5169594;1;7;1;70;1;48;4; ;2;12;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;5611;56;53;53;63;2571,81949192265
5169594;1;8;1;70;1;40;8; ;2;2;8; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;1;840000;460000;2; ;2;05;1;1;0141;01;62;62;63;2571,81949192265
5169594;1;10;1;70;16;48;4; ;2;20;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;2;9700;97;53;54;63;2571,81949192265
5169594;1;18;1;70;1;40;8; ;2;1;8; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;1;840000;600000;2; ;2;05;1;1;0111;01;62;97;63;2571,81949192265
5169595;1;1;1;70;2;40;8; ;2;24;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;0123;01;62;62;63;642,954872980663
5169595;1;4;1;70;2;40;8; ;2;24;8; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;0123;01;62;62;63;642,954872980663
5169855;1;2;1;70;3;50;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;900000;2; ;2;05;1;1;0112;01;62;62;73;796,530131335861
5169856;1;4;1;70;13;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;05;1;1;5619;56;33;53;73;796,530131335861
5169859;1;2;1;70;6;72;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;2;05;1;1;5611;56;53;53;73;3116,54715907286
5169867;1;3;1;70;8;48;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;05;1;1;4741;47;45;45;73;1303,63285082537
5169871;1;2;1;70;4;24;2; ;2;96;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;05;1;1;9200;92;13;45;73;796,530131335861
5169872;1;4;1;70;2;24;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;440000;2; ;2;05;1;1;0121;01;45;61;73;875,907434180526
5169902;1;3;1;70;6;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ;2;05;1;1;.; ;58; ;73;796,530131335861
5169904;1;2;1;70;16;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877100; ; ;2;05;1;2;.; ;54; ;73;796,530131335861
5169906;1;2;1;70;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;8121;81;55;55;73;796,530131335861
5169906;1;4;1;70;8;48;1; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;05;1;1;0112;01;84;62;73;796,530131335861
5169911;1;1;1;70;12;54;8; ;2;12;8; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877100;2; ;2;05;1;1;0112;01;62;62;73;1568,04309328467
5169922;1;3;1;70;26;48;8; ;2;26;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;05;1;2;0112;01;62;62;73;796,530131335861
5169923;1;1;1;70;2;24;8; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;600000;2; ;2;05;1;1;0150;01;62;62;73;1104,79183003349
5169927;1;2;1;70;6;50;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;5611;56;53;53;73;796,530131335861
5169931;1;4;1;70;12;48;1; ;2;48;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;05;1;1;8530;85;45;55;73;1385,66819109997
5169933;1;3;1;70;10;50;1; ;2;10;8; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;0150;01;98;62;73;1345,56828734625
5169934;1;3;1;70;112;48;1; ;2;116;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877100;2; ;2;05;1;2;1051;10;33;33;73;796,530131335861
5169944;1;2;1;70;104;48;2; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;05;1;2;8530;85;55;53;73;796,530131335861
5169946;1;2;1;70;8;48;1; ;2;20;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;73;3074,77889979509
5169954;1;1;1;70;3;48;1; ;2;6;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;1051;10;97;97;76;2792,57428738056
5169955;1;4;1;70;8;84;4; ;2;4;4; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;98;1000000;2; ;2;05;1;1;1051;10;97;97;76;970,348836539838
5169958;1;3;1;70;2;48;1; ;2;10;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;1082;10;03;03;76;1918,01067684982
5169965;1;2;1;70;2;50;1; ;2;7;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4111;41;95;95;76;3278,57027426182
5169966;1;2;1;70;1;42;1; ;2;1;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;2;05;1;1;9700;97;53;54;76;3278,57027426182
5169967;1;3;1;70;8;48;1; ;2;8;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0145;01;39;77;76;3278,57027426182
5169971;2;2;2;70;52;48;1; ;2;74;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;9602;96;97;57;76;3278,57027426182
5169976;1;2;1;70;8;35;4; ;2;6;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;2;05;1;1;0145;01;61;61;76;1438,74587966589
5169981;1;2;1;70;14;48;1; ;2;14;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;7810;78;39;39;76;1969,39229483813
5170083;1;1;1;70;4;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;05;1;1;2599;25;58;39;25;6081,963018777
5170204;1;1;1;70;4;42;4; ;2;7;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;4711;47;45;45;44;529,539091701643
5170215;1;2;1;70;16;48;1; ;2;150;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;2;4631;46;45;41;44;778,757326574288
5170215;1;3;1;70;14;60;4; ;2;18;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;2;5224;52;95;99;44;778,757326574288
5170217;1;1;1;70;10;60;1; ;2;15;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;4729;47;53;53;44;717,935238638759
5170217;1;2;1;70;10;60;4; ;2;14;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;4921;49;98;98;44;717,935238638759
5170218;1;2;1;70;6;50;3; ;2;9;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;2;05;1;1;9700;97;54;54;44;525,540265748937
5170218;1;4;1;70;9;60;4; ;2;12;4; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;4520;45;95;99;44;525,540265748937
5170220;1;1;1;70;8;40;1; ;2;13;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;05;1;1;5611;56;53;53;44;1106,92530867489
5170220;1;2;1;70;10;60;4; ;2;14;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;3; ;2;05;1;1;4921;49;95;98;44;1106,92530867489
5170220;1;6;1;70;8;60;3; ;2;14;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;2;05;1;1;9700;97;54;54;44;1106,92530867489
5170223;1;2;1;70;6;40;1; ;2;13;4; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;500000;2; ;2;05;1;1;5611;56;55;53;44;1242,84311556723
5170237;1;2;1;70;22;48;4; ;2;22;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;05;1;2;4111;41;95;95;44;913,254600118073
5170317;1;4;1;70;8;40;4; ;2;8;4; ;1;2;9;CARTA DE VINCULACION DEL SISBEN; ; ; ; ; ; ; ; ; ;1;2; ;240000;2; ;2;05;1;1;0123;01;61;61;52;1173,06893418371
5170324;1;2;1;70;144;48;1; ;2;144;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;05;1;2;8412;84;32;39;52;3925,46271199798
5170360;2;1;2;70;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;877803;2; ;2;05;1;1;4330;43;93;93;52;1229,82442628239
5170364;1;2;1;70;4;25;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;2;05;1;1;.; ;51; ;52;4738,75030678247
5170370;1;2;1;70;12;48;2; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;8415;84;32;32;52;1229,82442628239
5170376;1;3;1;70;20;40;2; ;2;20;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;873000;2; ;2;05;1;2;8415;84;21;55;52;1229,82442628239
5170390;1;3;1;70;4;40;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0161;01;71;61;15;861,854266904561
5170447;1;3;1;70;28;48;1; ;2;27;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;877803;2; ;2;05;1;2;6190;61;32;38;15;1508,27771038329
5170588;1;3;1;70;8;48;8; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;600000;2; ;2;05;1;1;4921;49;62;98;23;3898,50227182381
5170590;1;1;1;70;14;48;8; ;2;16;8; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;0141;01;62;62;23;3037,16243596004
5170590;1;3;1;70;10;50;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5619;56;53;53;23;3037,16243596004
5170593;1;2;1;70;1;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;2;05;1;1;9329;93;55;55;23;3208,36920284514
5170600;1;2;1;70;12;48;8; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;0161;01;62;62;23;3879,02096978874
5170644;1;1;1;70;20;50;8; ;2;20;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;05;1;2;0123;01;62;62;66;658,194820149465
5170646;1;1;1;70;2;48;8; ;2;8;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0123;01;62;62;66;2176,93085945108
5170646;1;2;1;70;2;48;8; ;2;8;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;0123;01;62;62;66;2176,93085945108
5170648;1;3;1;70;16;48;1; ;2;16;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;4290;42;93;95;66;658,194820149465
5170656;1;2;1;70;20;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;9329;93;59;53;66;658,194820149465
5170671;1;4;1;70;5;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5611;56;53;53;25;2953,60677307042
5170675;1;2;1;70;16;48;1; ;2;20;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;5619;56;39;53;25;2415,50413677638
5170684;1;1;1;70;4;48;1; ;2;8;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;4921;49;98;21;25;2790,48362911678
5170684;1;2;1;70;16;48;1; ;2;8;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;4111;41;40;39;25;2790,48362911678
5170689;1;2;1;70;4;48;3; ;2;8;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;9700;97;54;54;25;2717,0528429525
5170693;1;3;1;70;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;4721;47;55;97;25;2427,95796947891
5170700;1;2;1;70;32;48;1; ;2;48;4; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;2;05;1;2;4111;41;02;21;25;1568,84646779092
5170702;1;1;1;70;7;48;1; ;2;10;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;2;05;1;1;8544;85;13;13;25;2233,09461038865
5170704;1;1;1;70;8;50;4; ;2;9;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;05;1;1;5611;56;53;53;25;2234,95664708974
5170704;1;2;1;70;8;60;1; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;1;5629;56;33;53;25;2234,95664708974
5170717;1;3;1;70;52;48;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;4773;47;33;33;25;1949,59030207911
5170717;1;4;1;70;156;48;1; ;2;156;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;0161;01;62;62;25;1949,59030207911
5170718;1;2;1;70;52;48;1; ;2;8;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;05;1;2;7730;77;62;59;25;3419,62564960465
5170741;1;2;1;70;20;48;1; ;2;109;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;997000;2; ;2;05;1;2;4771;47;45;45;41;2632,77928059786
5170742;1;1;1;70;16;48;1; ;2;16;8; ;5;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877000;2; ;2;05;1;2;0141;01;62;62;41;658,194820149465
5170841;1;1;1;70;8;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;900000;2; ;2;05;1;1;4520;45;87;87;41;1410,22617576117
5170841;1;3;1;70;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;05;1;1;2511;25;83;88;41;1410,22617576117
5170850;1;1;1;70;4;48;1; ;2;8;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;997000;2; ;2;05;1;1;5611;56;58;53;41;2704,53580958218
5170850;1;2;1;70;4;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;05;1;1;4111;41;95;95;41;2704,53580958218
5170850;1;4;1;70;4;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;997000;2; ;2;05;1;1;0123;01;61;61;41;2704,53580958218
5170851;1;3;1;70;4;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;05;1;1;4923;49;98;98;41;2764,9114916649
5170851;1;4;1;70;4;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;05;1;1;5611;56;53;53;41;2764,9114916649
5170877;1;5;1;70;1;50;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;997000;2; ;2;05;1;1;4541;45;97;44;41;2764,9114916649
5170878;1;2;1;70;24;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;600000;2; ;2;05;1;2;0161;01;61;61;41;2044,55047073919
5170878;1;3;1;70;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;05;1;1;0161;01;61;61;41;2044,55047073919
5170881;1;1;1;70;8;48;1; ;2;8;4; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2000000;2; ;2;05;1;1;0130;01;44;61;41;876,853167040085
5170895;1;1;1;70;8;48;4; ;2;8;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;997000;2; ;2;05;1;1;1522;15;61;80;41;2764,9114916649
