DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5169215;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;8960,71479064113
5169216;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;9285,19358517549
5169217;1;1;1;80;1;4;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;05;2321,29839629387
5169218;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2718,50260705628
5169218;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2718,50260705628
5169218;1;6;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2718,50260705628
5169221;1;2;1;80;1;1;7; ;2; ; ;1; ;2; ;2; ;1;48;878000;2;2;05;1;05;6884,73876828659
5169221;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;6884,73876828659
5169222;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;05;1;05;2321,29839629387
5169222;1;2;1;80;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;05;1;05;2321,29839629387
5169223;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;05;9285,19358517549
5169223;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;9285,19358517549
5169224;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;7830,78395902539
5169225;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;9285,19358517549
5169226;1;1;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;05;3219,65410020874
5169227;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;05;2321,29839629387
5169227;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2321,29839629387
5169228;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2998,89719463338
5169235;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;05;3219,65410020874
5169236;1;1;1;80;1;1;7; ;2; ; ;12;COVID;2; ;2; ;1;48;878000;2;2;05;1;05;2321,29839629387
5169236;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2321,29839629387
5169240;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2321,29839629387
5169240;1;3;1;80;1;1;1; ;2; ; ;12;POR CUARENTENA;2; ;2; ;1;24;500000;2;2;05;1;05;2321,29839629387
5169240;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2321,29839629387
5169240;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;2321,29839629387
5169250;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;05;2321,29839629387
5169252;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;05;2614,97094201309
5169252;1;2;1;80;1;1;8; ;2; ; ;12;COVID;2; ;2; ; ; ; ;2;2;05;1;05;2614,97094201309
5169252;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;500000;2;2;05;1;05;2614,97094201309
5169252;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;2614,97094201309
5169252;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;2614,97094201309
5169253;1;1;1;80;1;4;1; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;05;1;05;3219,65410020874
5169254;1;2;1;80;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;2;05;1;05;5619,26703392616
5169255;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;7398,79562450602
5169255;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;7398,79562450602
5169255;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;7398,79562450602
5169256;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;05;4569,69017814418
5169259;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;6884,73876828659
5169260;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;05;5681,90132222728
5169260;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;5681,90132222728
5169260;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;05;5681,90132222728
5169260;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;05;5681,90132222728
5169296;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;76;819,642568565456
5169296;2;2;2;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;860000;2;2;05;1;76;819,642568565456
5169296;2;3;2;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;76;819,642568565456
5169297;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;05;1;76;819,642568565456
5169298;1;5;1;80;1;1;1; ;2; ; ;12;POR MOTIVO DE LA PANDEMIA NO HA SALIDO A BUSCAR EMPLEO;1; ;2; ;1;48;877803;2;2;05;1;76;819,642568565456
5169299;1;1;1;80;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;76;819,642568565456
5169299;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;76;819,642568565456
5169299;1;3;1;80;1;1;7; ;2; ; ;9; ;1; ;2; ;2; ;877803;2;2;05;1;76;819,642568565456
5169299;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;76;819,642568565456
5169300;1;1;1;80;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;76;819,642568565456
5169300;1;2;1;80;1;3;9;SE RETIRO PORQUE ESTABA CANSADA DE TRABAJAR;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;76;819,642568565456
5169301;1;1;1;80;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;76;819,642568565456
5169301;1;2;1;80;1;4;4; ;1; ;1;12;POR CUARENTENA DE COVID 19;2; ;2; ;1;84;877803;2;2;05;1;76;819,642568565456
5169301;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;76;819,642568565456
5169301;1;6;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;76;819,642568565456
5169302;1;1;1;80;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;76;1487,22212626262
5169302;2;3;2;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;76;1487,22212626262
5169304;1;2;1;80;1;1;7; ;2; ; ;12;CUARENTENA OBLIGATORIA;2; ;2; ;1;48;800000;2;2;05;1;76;819,642568565456
5169306;1;1;1;80;1;1;9;RESTRICCION POR COVID 19;2; ; ;12;RESTRICCIONES POR COVID 19;2; ;2; ;1;30;300000;2;2;05;1;20;1630,15621884784
5169306;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;1630,15621884784
5169306;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;20;1630,15621884784
5169310;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;2;05;1;20;1401,2717447238
5169311;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;1811,87329900925
5169311;1;2;1;80;1;1;9;RESTRICCIONES POR COVID 19;2; ; ;12;RESTRICCIONES POR COVID 19;2; ;2; ;1;48;300000;2;2;05;1;20;1811,87329900925
5169311;1;3;1;80;1;1;9;RESTRICCIONES POR COVID 19;2; ; ;12;RESTRICCIONES POR COVID 19;2; ;2; ;1;40;400000;2;2;05;1;20;1811,87329900925
5169311;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;1811,87329900925
5169312;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;20;1683,81721372022
5169312;1;3;1;80;1;1;8; ;1; ;1;1; ;2; ;2; ;1;44;650000;2;2;05;1;20;1683,81721372022
5169315;1;1;1;80;1;1;9;RESTRICCIONES POR COVID 19;2; ; ;12;RESTRICCIONES POR COVID 19;2; ;2; ;1;40;400000;2;2;05;1;20;2506,0076945306
5169315;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;2506,0076945306
5169318;1;2;1;80;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;20;1542,46749095253
5169411;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;20;3386,8871337794
5169411;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;20;3386,8871337794
5169411;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;20;3386,8871337794
5169411;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;20;3386,8871337794
5169413;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;05;1;20;4368,242034663
5169414;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;5703,57742863293
5169414;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;5703,57742863293
5169414;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;20;5703,57742863293
5169414;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;20;5703,57742863293
5169415;1;1;1;80;1;1;9;RESTRICCION POR COVID 19;1; ;1;1; ;2; ;2; ;1;48;600000;2;2;05;1;20;4733,17165339629
5169415;1;2;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;20;4733,17165339629
5169418;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;5914,17934691965
5169419;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;7670,62995953874
5169420;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;3172,87800178813
5169421;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;1;30;200000;2;2;05;1;20;8627,73289083069
5169421;1;6;1;80;1;1;8; ;1; ;1;1; ;2; ;2; ;1;40;500000;2;2;05;1;20;8627,73289083069
5169422;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;2;05;1;20;5671,30341477626
5169422;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;5671,30341477626
5169422;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;20;5671,30341477626
5169423;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;2911,12880851604
5169423;1;3;1;80;1;1;9;RESTRICCION POR COVID 19;2; ; ;12;RESTRICCION POR COVID 19;2; ;2; ; ; ; ;2;2;05;1;20;2911,12880851604
5169423;1;4;1;80;1;2;7; ;2; ; ;1; ;2; ;2; ;1;30;300000;2;2;05;1;20;2911,12880851604
5169423;1;5;1;80;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;400000;2;2;05;1;20;2911,12880851604
5169423;1;6;1;80;1;1;8; ;2; ; ;12;RESTRICCION POR COVID 19;2; ;2; ;1;40;300000;2;2;05;1;20;2911,12880851604
5169423;1;7;1;80;1;2;8; ;2; ; ;1; ;2; ;2; ;1;40;400000;2;2;05;1;20;2911,12880851604
5169423;1;8;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;2911,12880851604
5169425;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;7773,12032707604
5169431;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;20;3290,06509220939
5169433;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;20;5914,17934691965
5169469;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;857,287082457284
5169469;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;857,287082457284
5169470;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;20;1306,4488488229
5169470;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;500000;2;2;05;1;20;1306,4488488229
5169472;1;2;1;80;1;3;8; ;2; ; ;1; ;2; ;2; ;1;48;300000;2;2;05;1;20;1306,4488488229
5169472;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;1306,4488488229
5169473;1;2;1;80;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;05;1;20;1418,70016331574
5169473;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;1418,70016331574
5169474;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;20;1060,6973891635
5169516;1;2;1;80;1;3;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;23;1942,05259422497
5169516;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1942,05259422497
5169516;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1942,05259422497
5169516;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1942,05259422497
5169517;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1112,57542315134
5169518;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;700000;2;2;05;1;23;1051,01522913421
5169519;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1646,80006850694
5169521;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;23;1640,0810500846
5169522;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1138,96388024926
5169522;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;2;05;1;23;1138,96388024926
5169522;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1138,96388024926
5169522;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1138,96388024926
5169523;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1748,03426256438
5169533;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;200000;2;2;05;1;23;2345,30526135888
5169533;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;2345,30526135888
5169533;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;2345,30526135888
5169533;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;2345,30526135888
5169533;1;7;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;2345,30526135888
5169536;1;1;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;23;1519,83105805515
5169537;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1973,20180544806
5169537;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1973,20180544806
5169538;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;300000;2;2;05;1;23;2057,70499505992
5169540;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;2439,52047241113
5169540;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;2439,52047241113
5169541;1;2;1;80;2; ; ; ; ;1;1;9; ;2; ;2; ;2; ;200000;2;2;05;1;23;2577,63090017694
5169542;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;23;3093,90751364477
5169543;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;23;1512,2513362389
5169545;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;2457,46850429889
5169545;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;2457,46850429889
5169546;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1144,70376652301
5169547;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;05;1;23;1010,27669555399
5169547;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;23;1010,27669555399
5169548;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;23;1292,9545357488
5169548;1;4;1;80;1;1;8; ;2; ; ;12;POR LA CUARENTENA NACIONAL OBLIGATORIA POR PANDEMIA DE COVID 19;2; ;1;916000;1;48;877803;2;2;05;1;23;1292,9545357488
5169548;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1292,9545357488
5169548;2;3;2;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1292,9545357488
5169549;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;2165,62737493645
5169549;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;2165,62737493645
5169549;1;4;1;80;1;3;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;05;1;23;2165,62737493645
5169550;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1155,93277998844
5169551;1;2;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;05;1;23;1144,70376652301
5169553;1;1;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;05;1;23;1675,85868510545
5169553;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1675,85868510545
5169554;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1646,80006850694
5169556;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;05;1;23;1750,61902067366
5169556;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1750,61902067366
5169556;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;05;1;23;1750,61902067366
