directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;clase;DPTO;Fex_c_2011
12394;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;1294,44134406863
12394;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;1294,44134406863
12395;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;225,983529021033
12395;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;23;1;23;225,983529021033
12395;2;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;05;23;1;23;225,983529021033
12395;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;225,983529021033
12395;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;225,983529021033
12396;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;54;1;54;377,079497548365
12396;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;377,079497548365
12396;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;54;1;54;377,079497548365
12397;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;1147,53024974604
12397;1;2;3;2;2;2;2; ;1;6;2; ;1;5;1;1;05;76;1;76;1147,53024974604
12398;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;88,2180221843491
12399;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;19;1;19;75,3469937030845
12399;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;05;19;1;19;75,3469937030845
12399;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;75,3469937030845
12401;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;314,947564378486
12401;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;314,947564378486
12401;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;314,947564378486
12404;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;220,865967034078
12404;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;220,865967034078
12404;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;220,865967034078
12404;1;4;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;220,865967034078
12404;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;220,865967034078
12405;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;383,987282627308
12405;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;47;1;47;383,987282627308
12406;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;23;1;23;248,7662069894
12407;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;234,092393252847
12407;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;234,092393252847
12407;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;234,092393252847
12408;1;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;05;23;1;23;122,056404903858
12408;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;122,056404903858
12409;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;647,684957812845
12411;1;1;2;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;384,24879205123
12412;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;1126,60033742327
12412;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;1126,60033742327
12412;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;1126,60033742327
12413;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;384,998696537635
12413;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;384,998696537635
12414;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;111,150851913531
12414;1;2;3;2;2;2;1;2; ; ; ; ; ; ;1;1;05;23;1;23;111,150851913531
12414;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;111,150851913531
12414;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;111,150851913531
12415;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;05;76;1;76;897,843093179955
12415;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;76;1;76;897,843093179955
12416;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;521,219060713709
12416;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;521,219060713709
12417;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;168,793556424018
12417;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;168,793556424018
12417;1;3;2;2;2;2;1;3; ; ; ; ; ; ;1;1;05;23;1;23;168,793556424018
12417;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;05;23;1;23;168,793556424018
12418;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;247,647102534805
12418;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;247,647102534805
12419;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;533,12663206472
12419;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;533,12663206472
12420;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;1270,89067055886
12420;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;1270,89067055886
12420;1;3;6;2;2;2;2; ;1;2;1;1; ;1;1;1;05;76;1;76;1270,89067055886
12420;1;4;3;2;2;2;2; ;1;3;1;2; ; ; ;1;05;76;1;76;1270,89067055886
12421;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;321,078811371452
12421;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;321,078811371452
12421;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;321,078811371452
12422;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;745,836764787855
12422;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;47;1;47;745,836764787855
12422;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;745,836764787855
12424;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;23;1;23;201,286396866074
12424;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;201,286396866074
12424;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;23;1;23;201,286396866074
12424;1;6;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;23;1;23;201,286396866074
12428;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;776,662914072209
12428;1;2;6;2;2;2;1;2; ; ; ; ; ; ;1;1;05;08;1;08;776,662914072209
12429;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;408,822487733871
12429;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;13;1;13;408,822487733871
12429;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;408,822487733871
12429;1;4;4;2;2;2;2; ;1;2;1;2; ; ; ;1;05;13;1;13;408,822487733871
12429;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;13;1;13;408,822487733871
12430;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;47;1;47;193,437246467355
12431;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;49,6347543951694
12431;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;49,6347543951694
12432;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;73;1;73;221,996128673574
12432;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;73;1;73;221,996128673574
12432;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;73;1;73;221,996128673574
12433;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;114,786587683878
12433;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;114,786587683878
12435;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;476,308905847867
12435;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;476,308905847867
12435;1;3;6;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;476,308905847867
12436;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;121,16247829517
12436;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;121,16247829517
12436;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;121,16247829517
12437;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;50;1;50;227,278663512758
12439;1;1;4;2;2;2;2; ;1;8;1;1; ;2;2;1;05;19;1;19;83,8649227609071
12439;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;83,8649227609071
12439;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;83,8649227609071
12440;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;235,863789607245
12440;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;235,863789607245
12442;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;113,72041876959
12442;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;113,72041876959
12443;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;401,106321443422
12443;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;401,106321443422
12443;1;3;3;2;2;2;1;3; ; ; ; ; ; ;1;1;05;68;1;68;401,106321443422
12443;1;4;6;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;401,106321443422
12443;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;401,106321443422
12444;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;155,212951877133
12444;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;155,212951877133
12444;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;155,212951877133
12445;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;50;1;50;135,186100353377
12445;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;135,186100353377
12445;1;3;3;2;2;2;1;2; ; ; ; ; ; ;2;1;05;50;1;50;135,186100353377
12445;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;135,186100353377
12447;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;194,314274521703
12447;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;194,314274521703
12447;1;4;3;2;2;2;2; ;1;6;2; ;2; ; ;1;05;68;1;68;194,314274521703
12448;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;172,379534471396
12448;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;50;1;50;172,379534471396
12448;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;172,379534471396
12448;1;4;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;172,379534471396
12449;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;19;1;19;111,884973026374
12449;1;2;6;2;2;2;2; ;1;13; ; ; ; ; ;1;05;19;1;19;111,884973026374
12449;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;111,884973026374
12450;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;19;1;19;177,447825832363
12450;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;177,447825832363
12450;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;177,447825832363
12451;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;121,16247829517
12451;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;47;1;47;121,16247829517
12451;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;47;1;47;121,16247829517
12451;1;4;6;2;2;2;2; ;1;13; ; ; ; ; ;1;05;47;1;47;121,16247829517
12452;1;1;4;2;2;2;2; ;1;3;1;1; ;3;1;1;05;76;1;76;675,500919864407
12452;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;675,500919864407
12453;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;109,19183901912
12453;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;109,19183901912
12453;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;109,19183901912
12454;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;871,651157314675
12454;1;2;4;2;2;2;2; ;1;2;1;2; ; ; ;1;05;76;1;76;871,651157314675
12454;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;871,651157314675
12455;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;66;1;66;401,906019865963
12455;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;66;1;66;401,906019865963
12455;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;401,906019865963
12458;1;1;4;2;2;2;2; ;1;2;1;1; ;2;1;1;05;23;1;23;269,928610014541
12460;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;551,898222674545
12461;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;1034,64151165469
12461;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;1034,64151165469
12461;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;1034,64151165469
12462;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;50;1;50;185,161117777681
12462;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;185,161117777681
12464;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;185,938894436553
12464;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;05;47;1;47;185,938894436553
12466;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;473,645986175965
12466;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;05;68;1;68;473,645986175965
12466;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;473,645986175965
12466;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;473,645986175965
12466;2;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;473,645986175965
12468;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;146,435183697459
12469;1;1;4;2;2;2;2; ;1;3;1;2; ; ; ;1;05;68;1;68;657,540523613861
12469;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;657,540523613861
12470;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;302,822472471519
12470;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;302,822472471519
12470;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;302,822472471519
12471;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;446,680064312609
12471;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;446,680064312609
12471;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;446,680064312609
12472;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;272,043919476159
12472;1;2;4;2;2;2;2; ;1;2;1;2; ; ; ;1;05;66;1;66;272,043919476159
12474;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;96,5246478970475
12475;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;860,850961491287
12475;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;860,850961491287
12475;1;3;6;2;2;2;2; ;1;4;1;2; ; ; ;1;05;08;1;08;860,850961491287
12475;1;4;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;08;1;08;860,850961491287
12476;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;460,910783479441
12476;1;2;4;2;2;2;2; ;1;6;1;2; ; ; ;1;05;66;1;66;460,910783479441
12476;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;460,910783479441
12476;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;460,910783479441
12477;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;1480,24649575424
12477;1;2;3;2;1; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;1480,24649575424
12477;1;3;3;2;2;2;1;1; ; ; ; ; ; ;1;1;05;05;1;05;1480,24649575424
12479;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;83,9806871363972
12479;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;83,9806871363972
12480;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;48,9559331311755
12481;1;1;4;2;2;2;1;4; ; ; ; ; ; ;1;1;05;19;1;19;115,782648832029
12482;1;1;4;2;2;2;2; ;1;2;1;2; ; ; ;1;05;76;1;76;614,362032794837
12482;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;614,362032794837
12482;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;614,362032794837
12483;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;73;1;73;159,535244195757
12484;1;1;4;2;2;2;2; ;1;8;2; ;1;12;1;1;05;68;1;68;477,75457591681
12484;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;477,75457591681
12486;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;182,063708144499
12486;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;19;1;19;182,063708144499
12487;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;144,505229762825
12487;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;23;1;23;144,505229762825
12487;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;23;1;23;144,505229762825
12487;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;144,505229762825
12488;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;836,977904261067
12488;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;13;1;13;836,977904261067
12489;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;455,506673923035
12489;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;455,506673923035
12489;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;455,506673923035
12489;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;455,506673923035
12489;1;5;4;2;2;2;1;2; ; ; ; ; ; ;1;1;05;68;1;68;455,506673923035
12493;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;245,001098845132
12493;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;245,001098845132
12493;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;245,001098845132
12493;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;245,001098845132
12494;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;480,066161243727
12494;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;480,066161243727
12494;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;480,066161243727
12494;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;480,066161243727
12495;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;458,685797724227
12495;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;458,685797724227
