directorio;secuencia_p;orden;P6020;P6040;P6050;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6100;P6110;P6160;P6170;P6210;P6210S1;P6220;ESC;mes;area;dpto;fex_c_2011
12389;1;1;1;33;1; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;23;23;210,730359767545
12389;1;2;2;33;2; ; ; ; ; ;1; ; ; ; ; ;1;3; ;1;2;6;5;4;16;05;23;23;210,730359767545
12389;1;3;1;8;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;2; ;2;05;23;23;210,730359767545
12389;1;4;1;2;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;05;23;23;210,730359767545
12392;1;1;2;29;1; ;1;1; ; ; ;1; ; ; ; ;1;3; ;1;2;3;4; ;4;05;76;76;756,805465787034
12392;1;2;2;21;5; ;1; ; ; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;76;76;756,805465787034
12392;1;3;1;0;5; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;05;76;76;756,805465787034
12393;1;1;2;76;1; ; ; ; ; ; ; ; ;1; ; ;1;1;5;1;2;3;1; ;1;05;68;68;471,128040210472
12394;1;1;2;64;1; ; ; ;1; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;05;05;05;1294,44134406863
12394;1;2;1;65;5; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2;2;1;0; ;0;05;05;05;1294,44134406863
12394;1;3;1;58;5; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2;2;1;0; ;0;05;05;05;1294,44134406863
12394;1;4;1;46;5; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2;2;1;0; ;0;05;05;05;1294,44134406863
12395;1;1;1;48;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;2;3;13;05;23;23;225,983529021033
12395;1;2;2;24;2; ;1; ; ; ; ; ; ; ; ; ;1;1;5;1;2;6;3;3;14;05;23;23;225,983529021033
12395;1;3;1;4;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;05;23;23;225,983529021033
12395;2;1;2;50;1; ;1; ; ; ; ; ; ; ; ; ;1;1;5;1;2;5;11;2;11;05;23;23;225,983529021033
12395;2;2;1;26;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;3;3;14;05;23;23;225,983529021033
12395;2;3;1;24;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;3;3;14;05;23;23;225,983529021033
12396;1;1;2;42;1; ;1;1; ; ; ;1; ;1; ; ;1;3; ;1;2;3;5; ;5;05;54;54;377,079497548365
12396;1;2;1;44;2; ;1; ;1; ; ; ; ;1; ; ;1;3; ;1;2;4;7; ;7;05;54;54;377,079497548365
12396;1;3;2;18;3; ;1;1; ;1; ;1; ;1; ; ;1;3; ;1;2;5;11;2;11;05;54;54;377,079497548365
12396;1;4;1;0;4; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;05;54;54;377,079497548365
12397;1;1;1;21;1; ; ; ;1; ; ; ; ; ; ; ;1;1;3;1;2;6;4;3;15;05;76;76;1147,53024974604
12397;1;2;2;19;2; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;5;12;2;12;05;76;76;1147,53024974604
12401;1;1;2;34;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;4;6; ;6;05;68;68;314,947564378486
12401;1;2;2;17;3; ; ; ; ; ;1; ; ; ; ; ;1;3; ;1;1;4;9; ;9;05;68;68;314,947564378486
12401;1;3;1;12;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;0; ;5;05;68;68;314,947564378486
12404;1;1;1;70;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;3; ;3;05;68;68;220,865967034078
12404;1;2;2;68;2; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;3;4; ;4;05;68;68;220,865967034078
12404;1;3;2;44;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;05;68;68;220,865967034078
12404;1;4;2;49;3; ; ; ; ;1; ; ; ; ; ; ;2; ; ;1;2;6;5;4;16;05;68;68;220,865967034078
12404;1;5;1;24;4; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;3;2;14;05;68;68;220,865967034078
12406;1;1;2;42;1; ;1;1; ;1; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;05;23;23;248,7662069894
12408;1;1;2;57;1; ; ; ; ; ; ; ; ; ;1; ;1;3; ;1;2;5;11;2;11;05;23;23;122,056404903858
12408;1;2;1;57;2; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;3; ;3;05;23;23;122,056404903858
12409;1;1;2;39;1; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;6;0;5;11;05;66;66;647,684957812845
12411;1;1;1;47;1; ; ; ;1; ; ;1; ; ; ; ;1;1;3;1;2;3;3; ;3;05;68;68;384,24879205123
12412;1;1;2;65;1; ;1; ; ;1; ; ;1; ; ; ;9; ; ;1;2;3;5; ;5;05;76;76;1126,60033742327
12412;1;2;1;38;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;05;76;76;1126,60033742327
12412;1;3;1;12;4; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;6; ;6;05;76;76;1126,60033742327
12413;1;1;1;31;1; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;3;5; ;5;05;68;68;384,998696537635
12413;1;2;2;23;2; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;05;68;68;384,998696537635
12413;1;3;2;7;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;1; ;1;05;68;68;384,998696537635
12413;1;4;1;0;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;05;68;68;384,998696537635
12414;1;1;2;58;1; ;1; ; ; ; ; ; ; ; ; ;1;2;1;1;2;6;9;5;20;05;23;23;111,150851913531
12414;1;2;1;30;3; ;1; ; ;1; ; ; ; ; ; ;1;1;3;1;1;6;4;2;15;05;23;23;111,150851913531
12414;1;3;1;28;3; ;1; ; ; ; ; ; ; ;1; ;1;1;1;1;1;6;5;3;16;05;23;23;111,150851913531
12414;1;4;2;88;5; ; ; ; ; ; ; ; ; ; ;1;1;2;5;1;2;3;3; ;3;05;23;23;111,150851913531
12415;1;1;1;29;1; ; ; ; ;1; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;05;76;76;897,843093179955
12415;1;2;2;28;2; ;1;1; ; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;76;76;897,843093179955
12415;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;05;76;76;897,843093179955
12416;1;1;1;38;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;2;3;13;05;13;13;521,219060713709
12416;1;2;2;31;2; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;6;3;3;14;05;13;13;521,219060713709
12416;1;3;2;7;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;1; ;1;05;13;13;521,219060713709
12416;1;4;1;1;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;05;13;13;521,219060713709
12417;1;1;2;52;1; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;05;23;23;168,793556424018
12417;1;2;1;60;2; ;1; ; ; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;05;23;23;168,793556424018
12417;1;3;2;27;3; ; ; ; ;1; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;23;23;168,793556424018
12417;1;4;2;22;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;6;1;2;12;05;23;23;168,793556424018
12418;1;1;1;46;1; ; ; ; ; ; ;1; ; ; ; ;1;1;3;1;2;4;8; ;8;05;68;68;247,647102534805
12418;1;2;2;69;5; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;1; ;1;05;68;68;247,647102534805
12419;1;1;1;56;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;4;9; ;9;05;68;68;533,12663206472
12419;1;2;2;79;5; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;0; ;0;05;68;68;533,12663206472
12420;1;1;1;63;1; ; ;1;1; ; ; ; ; ; ; ;1;1;3;1;2;4;9; ;9;05;76;76;1270,89067055886
12420;1;2;2;54;2; ; ;1;1; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;05;76;76;1270,89067055886
12420;1;3;1;33;3; ;1; ;1; ; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;05;76;76;1270,89067055886
12420;1;4;1;31;3; ;1; ; ; ; ;1; ; ; ; ;1;1;3;1;1;6;0;2;11;05;76;76;1270,89067055886
12421;1;1;1;69;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;3; ;3;05;66;66;321,078811371452
12421;1;2;2;59;2; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;5;11;2;11;05;66;66;321,078811371452
12421;1;3;2;25;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;05;66;66;321,078811371452
12424;1;1;2;52;1; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;3;5; ;5;05;23;23;201,286396866074
12424;1;2;1;52;2; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;23;23;201,286396866074
12424;1;3;2;28;3; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;05;23;23;201,286396866074
12424;1;4;2;11;4; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;6; ;6;05;23;23;201,286396866074
12424;1;5;2;3;4; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;05;23;23;201,286396866074
12424;1;6;1;21;4; ; ; ; ;1; ; ; ; ; ; ;1;3; ;1;2;4;6; ;6;05;23;23;201,286396866074
12428;1;1;1;57;1; ;1; ;1; ; ; ; ; ; ; ;1;3; ;1;2;4;8; ;8;05;08;08;776,662914072209
12428;1;2;1;27;3; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;5;11;2;11;05;08;08;776,662914072209
12429;1;1;1;64;1; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;13;13;408,822487733871
12429;1;2;2;51;2; ;1; ; ; ; ; ; ; ; ; ;1;3; ;1;2;4;8; ;8;05;13;13;408,822487733871
12429;1;3;1;28;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;05;13;13;408,822487733871
12429;1;4;2;31;3; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;05;13;13;408,822487733871
12429;1;5;1;12;4; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;6; ;6;05;13;13;408,822487733871
12432;1;1;2;39;1; ;1;1;1;1; ;1; ;1; ; ;1;1;5;1;2;3;5; ;5;05;73;73;221,996128673574
12432;1;2;2;9;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;4; ;4;05;73;73;221,996128673574
12432;1;3;2;13;3; ; ; ; ; ;1; ; ; ; ; ;1;1;5;1;1;4;7; ;7;05;73;73;221,996128673574
12432;1;4;2;20;3; ; ;1; ;1; ; ; ; ; ; ;1;1;5;1;2;5;11;2;11;05;73;73;221,996128673574
12433;1;1;1;76;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;5;11;2;11;05;23;23;114,786587683878
12433;1;2;2;78;2; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;5; ;5;05;23;23;114,786587683878
12435;1;1;2;60;1; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;6;5;4;16;05;68;68;476,308905847867
12435;1;2;1;36;3; ; ; ;1;1; ; ; ; ; ; ;1;1;3;1;2;6;2;2;13;05;68;68;476,308905847867
12435;1;3;2;32;9; ; ; ;1; ; ;1; ; ; ; ;1;1;5;1;2;5;11;2;11;05;68;68;476,308905847867
12435;1;4;2;8;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;2; ;2;05;68;68;476,308905847867
12437;1;1;2;25;1; ;1; ; ;1; ;1; ; ; ; ;1;3; ;1;2;4;7; ;7;05;50;50;227,278663512758
12440;1;1;2;31;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;6;5;4;16;05;50;50;235,863789607245
12440;1;2;1;15;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;4;8; ;8;05;50;50;235,863789607245
12440;1;3;2;6;3; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;0; ;0;05;50;50;235,863789607245
12443;1;1;1;53;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;05;68;68;401,106321443422
12443;1;2;2;45;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;3;5; ;5;05;68;68;401,106321443422
12443;1;3;1;26;3; ; ; ; ; ;1; ;1; ; ; ;1;3; ;1;1;6;2;3;13;05;68;68;401,106321443422
12443;1;4;1;24;3; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;4;6; ;6;05;68;68;401,106321443422
12443;1;5;2;19;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;6;2;2;13;05;68;68;401,106321443422
12443;1;6;1;10;3; ; ; ; ; ;1; ; ; ; ; ;1;3; ;1;1;3;4; ;4;05;68;68;401,106321443422
12444;1;1;2;76;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;5; ;5;05;23;23;155,212951877133
12444;1;2;2;53;3; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;23;23;155,212951877133
12444;1;3;2;36;4; ; ; ; ; ; ; ; ; ; ;1;1;1;4;1;2;5;11;3;11;05;23;23;155,212951877133
12444;1;4;1;5;5; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;1;0; ;0;05;23;23;155,212951877133
12445;1;1;1;61;1; ;1;1; ; ; ;1; ; ; ; ;1;1;3;1;2;4;6; ;6;05;50;50;135,186100353377
12445;1;2;2;59;2; ;1; ; ; ; ; ; ; ; ; ;1;1;5;1;2;3;5; ;5;05;50;50;135,186100353377
12445;1;3;2;23;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;4;2;15;05;50;50;135,186100353377
12445;1;4;2;87;5; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;1; ;1;05;50;50;135,186100353377
12447;1;1;2;49;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;6;1;2;12;05;68;68;194,314274521703
12447;1;2;2;25;3; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;6;5;4;16;05;68;68;194,314274521703
12447;1;3;1;2;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ; ;05;68;68;194,314274521703
12447;1;4;2;18;3; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1;5;11;2;11;05;68;68;194,314274521703
12448;1;1;1;81;1; ; ;1; ;1; ; ; ; ; ; ;1;3; ;1;2;3;5; ;5;05;50;50;172,379534471396
12448;1;2;2;64;2; ; ;1; ;1; ; ; ; ; ; ;1;3; ;1;2;4;8; ;8;05;50;50;172,379534471396
12448;1;3;2;42;3; ;1;1; ; ; ; ; ; ; ; ;1;1;1;1;2;6;5;4;16;05;50;50;172,379534471396
12448;1;4;1;39;9; ; ; ; ; ;1; ; ; ; ; ;1;1;1;1;2;6;5;4;16;05;50;50;172,379534471396
12448;1;5;1;9;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;1;3;3; ;3;05;50;50;172,379534471396
12448;1;6;1;5;4; ; ; ; ; ; ; ; ; ; ; ;1;1;5;2;1;2;0; ;0;05;50;50;172,379534471396
12452;1;1;1;54;1; ; ; ; ;1; ;1; ; ; ; ;1;1;5;1;2;5;11;2;11;05;76;76;675,500919864407
12452;1;2;2;70;2; ; ; ; ; ; ; ; ; ; ;1;1;1;3;1;2;5;11;2;11;05;76;76;675,500919864407
12454;1;1;1;60;1; ; ; ;1; ; ; ; ; ; ; ;1;1;1;1;2;4;7; ;7;05;76;76;871,651157314675
12454;1;2;2;58;2; ; ; ; ; ; ;1; ; ; ; ;1;1;5;1;2;5;11;2;11;05;76;76;871,651157314675
12454;1;3;2;19;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;6;0;2;11;05;76;76;871,651157314675
12455;1;1;2;45;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;4;7; ;7;05;66;66;401,906019865963
12455;1;2;1;42;2; ; ;1; ; ; ;1; ; ; ; ;1;3; ;1;2;3;5; ;5;05;66;66;401,906019865963
12455;1;3;2;14;4; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;7; ;7;05;66;66;401,906019865963
12458;1;1;2;54;1; ; ; ; ;1; ; ; ; ; ; ;1;3; ;1;2;6;5;4;16;05;23;23;269,928610014541
12460;1;1;2;67;1; ;1;1; ; ; ; ; ;1; ; ;1;3; ;1;2;3;5; ;5;05;76;76;551,898222674545
12461;1;1;1;30;1; ; ; ; ; ;1; ; ; ; ; ;1;1;1;1;2;3;2; ;2;05;76;76;1034,64151165469
12461;1;2;2;51;2; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;5; ;5;05;76;76;1034,64151165469
12461;1;3;1;16;3; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;3;5; ;5;05;76;76;1034,64151165469
12461;1;4;1;9;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;2;1;0; ;0;05;76;76;1034,64151165469
12461;1;5;2;8;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;2;1;0; ;0;05;76;76;1034,64151165469
12462;1;1;2;24;1; ; ;1; ;1; ; ; ; ; ; ;1;3; ;1;2;6;5;4;16;05;50;50;185,161117777681
12462;1;2;2;55;5; ; ;1; ; ; ; ; ; ; ; ;1;3; ;1;2;3;3; ;3;05;50;50;185,161117777681
12466;1;1;1;42;1; ; ; ;1; ; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;05;68;68;473,645986175965
12466;1;2;2;37;2; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;68;68;473,645986175965
12466;1;3;2;18;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;6;0;2;11;05;68;68;473,645986175965
12466;1;4;1;2;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;05;68;68;473,645986175965
12466;2;1;1;42;1; ;1; ; ; ; ; ; ; ; ; ;1;1;1;1;2;5;11;2;11;05;68;68;473,645986175965
12466;2;2;2;50;2; ; ; ; ; ; ;1; ; ; ; ;1;1;5;1;2;5;11;2;11;05;68;68;473,645986175965
12466;2;3;2;10;3; ; ; ; ; ;1; ; ; ; ; ;1;1;5;1;1;3;4; ;4;05;68;68;473,645986175965
12468;1;1;1;35;1; ;1; ; ; ;1;1; ; ; ; ;1;1;4;1;2;5;11;2;11;05;23;23;146,435183697459
12468;1;2;1;10;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;3;4; ;4;05;23;23;146,435183697459
12469;1;1;1;25;1; ;1; ; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;05;68;68;657,540523613861
12469;1;2;1;26;2; ; ;1; ;1; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;68;68;657,540523613861
12469;1;3;1;3;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;2;2;1;0; ;0;05;68;68;657,540523613861
12470;1;1;1;24;1; ; ;1;1; ; ; ; ;1; ; ;1;3; ;1;2;6;1;3;12;05;68;68;302,822472471519
12470;1;2;2;22;2; ;1; ;1; ; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;05;68;68;302,822472471519
12470;1;3;2;56;5; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;3;2; ;2;05;68;68;302,822472471519
12471;1;1;2;59;1; ; ; ; ; ; ; ; ;1; ; ;1;3; ;2;2;1;0; ;0;05;66;66;446,680064312609
12471;1;2;1;55;2; ; ; ;1; ; ; ; ; ; ; ;1;3; ;1;2;3;5; ;5;05;66;66;446,680064312609
12471;1;3;1;42;5; ; ; ;1; ; ; ; ; ; ; ;1;3; ;2;2;3;1; ;1;05;66;66;446,680064312609
12472;1;1;1;26;1; ; ; ;1;1; ; ; ; ; ; ;1;3; ;1;2;5;11;2;11;05;66;66;272,043919476159
12472;1;2;2;26;2; ; ; ; ; ; ;1; ; ; ; ;2; ; ;1;2;5;11;2;11;05;66;66;272,043919476159
12472;1;3;1;8;3; ; ; ; ; ; ; ; ; ; ; ;1;3; ;1;1;3;2; ;2;05;66;66;272,043919476159
12472;1;4;2;1;5; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ;05;66;66;272,043919476159
12474;1;1;2;58;1; ; ; ;1; ; ; ; ;1; ; ;1;3; ;2;2;1;0; ;0;05;23;23;96,5246478970475
12475;1;1;1;81;1; ; ; ; ; ; ; ; ; ; ;1;1;3; ;1;2;3;3; ;3;05;08;08;860,850961491287
12475;1;2;2;81;2; ; ; ; ; ; ; ; ;1; ; ;1;3; ;1;2;3;3; ;3;05;08;08;860,850961491287
12475;1;3;1;42;3; ; ; ;1;1; ; ; ;1; ; ;1;3; ;1;2;4;7; ;7;05;08;08;860,850961491287
12475;1;4;1;38;3; ; ;1;1; ; ; ; ;1; ; ;1;3; ;1;2;4;7; ;7;05;08;08;860,850961491287
12476;1;1;1;47;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;3;4; ;4;05;66;66;460,910783479441
12476;1;2;2;41;2; ; ; ; ; ; ; ; ; ; ;1;1;1;5;1;2;4;8; ;8;05;66;66;460,910783479441
12476;1;3;1;21;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5;11;2;11;05;66;66;460,910783479441
12476;1;4;2;16;3; ; ; ; ; ; ; ;1; ; ; ;1;1;5;1;1;5;10;1;10;05;66;66;460,910783479441
12477;1;1;2;65;1; ; ; ; ; ; ; ; ;1; ; ;1;1;2;1;2;3;5; ;5;05;05;05;1480,24649575424
12477;1;2;1;39;3; ; ; ; ; ;1; ;1;1; ; ;1;1;1;1;1;6;0;2;11;05;05;05;1480,24649575424
12477;1;3;2;19;5; ; ; ; ;1; ; ;1; ; ; ;1;1;5;1;1;6;1;2;12;05;05;05;1480,24649575424
12482;1;1;2;47;1; ; ;1;1; ; ; ; ; ; ; ;1;3; ;1;2;3;5; ;5;05;76;76;614,362032794837
12482;1;2;1;51;2; ; ;1;1; ;1; ; ; ; ; ;1;3; ;1;2;3;5; ;5;05;76;76;614,362032794837
12482;1;3;2;16;3; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;5;10;1;10;05;76;76;614,362032794837
12483;1;1;1;60;1; ; ; ; ; ; ;1; ; ; ; ;1;1;3;1;2;5;11;2;11;05;73;73;159,535244195757
12484;1;1;2;56;1; ; ; ; ; ; ; ; ;1; ; ;2; ; ;1;2;3;5; ;5;05;68;68;477,75457591681
12484;1;2;1;21;3; ; ; ; ;1; ; ; ; ; ; ;2; ; ;1;2;5;11;2;11;05;68;68;477,75457591681
12487;1;1;1;63;1; ; ; ; ;1; ; ; ; ; ; ;1;3; ;1;2;4;6; ;6;05;23;23;144,505229762825
12487;1;2;2;63;2; ; ; ; ; ; ; ; ; ;1; ;1;3; ;1;2;4;6; ;6;05;23;23;144,505229762825
12487;1;3;1;29;3; ; ; ; ; ; ; ; ; ;1; ;1;1;1;1;2;6;2;3;13;05;23;23;144,505229762825
12487;1;4;1;13;4; ; ; ; ; ; ; ;1; ; ; ;1;3; ;1;1;4;8; ;8;05;23;23;144,505229762825
12488;1;1;1;38;1; ;1;1; ; ;1; ; ; ; ; ;1;1;1;1;2;5;11;2;11;05;13;13;836,977904261067
12488;1;2;2;67;5; ; ; ; ; ; ;1; ; ; ; ;1;3; ;1;2;5;11;2;11;05;13;13;836,977904261067
12489;1;1;2;40;1; ; ;1; ;1; ; ; ; ; ; ;2; ; ;1;2;6;3;3;14;05;68;68;455,506673923035
