DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;fex_c_2011
567287;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2557,01053387416
567288;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3017,25302848437
567289;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2404,43155474335
567292;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;4387,4210920028
567292;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;4387,4210920028
567293;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3209,9380799786
567293;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3209,9380799786
567294;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3625,97973292553
567295;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3099,24058719534
567296;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2983,45750812695
567296;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2983,45750812695
567296;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2983,45750812695
567297;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3926,84614897149
567298;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;52;2817,96844656139
567298;1;2;80;1;4;8;AVANZADA EDAD;2; ;2; ;2; ; ; ; ;8;2;2;52;2817,96844656139
567299;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3784,32461895455
567299;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3784,32461895455
567300;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2298,37347636774
567300;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2298,37347636774
567301;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;52;3578,91189110858
567301;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3578,91189110858
567302;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2982,77568764879
567302;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2982,77568764879
567303;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3099,24058719534
567306;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3701,65523976542
567307;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3701,65523976542
567307;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3701,65523976542
567309;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2949,66198776953
567309;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2949,66198776953
567309;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2949,66198776953
567311;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2982,77568764879
567312;1;1;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;2;52;3017,25302848437
567312;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3017,25302848437
567313;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;4310,38194420658
567322;1;1;80;1;3;4; ;3; ;2; ;2; ; ; ; ;8;2;2;52;2745,70588854319
567322;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2745,70588854319
567327;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3634,74601952875
567327;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3634,74601952875
567327;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3634,74601952875
567329;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3823,44137419778
567329;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3823,44137419778
567330;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2363,64366190177
567331;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2332,16899672515
567332;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;2;52;2982,77568764879
567332;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2982,77568764879
567333;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;52;2745,70588854319
567334;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3099,24058719534
567335;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3017,25302848437
567335;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3017,25302848437
567336;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;8;2;2;52;4508,17603389994
567336;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;4508,17603389994
567336;1;6;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;4508,17603389994
567337;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3430,7899203024
567338;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3017,25302848437
567338;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3017,25302848437
567339;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3016,5712080062
567340;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3926,84614897149
567341;1;2;80;2; ; ; ;2; ;2; ;2; ;1;3; ;6; ;2;52;3242,44393769043
567342;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2681,90927160283
567342;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2681,90927160283
567343;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2673,44333052499
567345;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;1767,83990686307
567345;1;4;80;1;1;8;CAMBIO DE CIUDAD DE RESIDENCIA;2; ;2; ;1;300000; ; ;PIENSA CONTINUAR ESTUDIANDO;12;2;2;52;1767,83990686307
567346;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;52;3242,09456563337
567346;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3242,09456563337
567347;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3358,5273622842
567348;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3910,10045021212
567348;1;4;80;1;1;7; ;2; ;2; ;1;600000; ; ; ;9;2;2;52;3910,10045021212
567348;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3910,10045021212
567348;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3910,10045021212
567349;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;3625,97973292553
567783;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;66;1740,48336085612
567795;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1373,22812573345
567795;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1373,22812573345
567795;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1373,22812573345
567795;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1373,22812573345
567802;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1145,41150480314
567802;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1145,41150480314
567802;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1145,41150480314
567802;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1145,41150480314
567802;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1145,41150480314
567805;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1494,74187624476
567805;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1494,74187624476
567805;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1494,74187624476
567807;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1125,42041008297
567807;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1125,42041008297
567807;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1125,42041008297
567811;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1077,86996271537
567811;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1077,86996271537
567812;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1596,16402020283
567812;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1596,16402020283
567827;1;2;80;1;4;7; ;2; ;2; ;2; ; ; ; ;8;2;2;66;1035,30511997136
567827;1;3;80;1;1;5; ;2; ;2; ;1;1180000; ; ; ;2;2;2;66;1035,30511997136
567827;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1035,30511997136
567847;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;878,58264607213
567847;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;878,58264607213
567847;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;878,58264607213
567848;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;66;1428,37140861982
567848;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1428,37140861982
567860;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;886,253466409791
567860;1;5;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;2;66;886,253466409791
567871;1;1;80;1;4;3; ;3; ;2; ;2; ; ; ; ;4;2;2;66;1508,25467468727
567871;1;2;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;2;66;1508,25467468727
567871;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1508,25467468727
567871;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1508,25467468727
567905;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;941,863028272708
567905;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;941,863028272708
567905;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;941,863028272708
567905;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;941,863028272708
567906;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1431,66261686737
567910;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1452,01998644596
567912;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;66;1428,37140861982
567912;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1428,37140861982
567923;1;2;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;2;66;1209,23902856322
567923;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1209,23902856322
567923;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1209,23902856322
567927;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1412,78750509365
567927;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1412,78750509365
567927;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1412,78750509365
567934;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1443,67365932813
567934;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1443,67365932813
567935;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1610,95396474589
567935;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1610,95396474589
567935;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1610,95396474589
567935;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1610,95396474589
567936;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1022,90198672543
567936;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1022,90198672543
567937;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1035,30511997136
567937;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1035,30511997136
567937;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1035,30511997136
567938;1;1;80;2; ; ; ;3; ;2; ;2; ;1;4; ;10; ;2;66;1913,1615729446
567938;1;2;80;1;4;4; ;3; ;2; ;2; ; ; ; ;11;2;2;66;1913,1615729446
567938;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1913,1615729446
567940;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;1363,18184243492
567946;1;1;80;1;4;2; ;2; ;2; ;2; ; ;3; ;4;1;2;66;1118,35814057107
567953;1;2;80;1;1;8;SOLO UIZO TRABAJAR DOS  SEMANAS;2; ;1;50000;1;100000; ; ; ;11;2;2;66;1275,45244913338
568145;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;1578,27484332686
568146;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;4089,2195070408
568146;1;5;80;1;4;8;POR LA EDAD;2; ;2; ;2; ; ; ; ;8;2;2;68;4089,2195070408
568147;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2098,76836406641
568147;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2098,76836406641
568150;1;2;80;2; ; ; ;2; ;2; ;2; ;1;2; ;9; ;2;68;2955,01636520962
568151;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2170,1223128848
568153;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;68;2903,09692769185
568155;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2527,08443684652
568157;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;68;3144,05400690332
568157;1;3;80;1;1;2; ;2; ;2; ;1;220000; ; ;POR EMBARAZO;12;2;2;68;3144,05400690332
568157;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;3144,05400690332
568158;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;3072,70005808494
568158;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;3072,70005808494
568158;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;3072,70005808494
568158;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;3072,70005808494
568160;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;8; ;2;68;1529,84474645973
568187;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2171,83852127799
568188;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;68;1813,95261622976
568189;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2596,33803285471
568189;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2596,33803285471
568191;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;68;2027,41441524802
568192;1;1;80;1;3;3; ;1;4;2; ;2; ; ; ; ;4;2;2;68;2162,98887885196
568192;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2162,98887885196
568194;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2883,66241639123
568195;1;2;80;1;1;2; ;2; ;2; ;1;300000; ; ; ;9;2;2;68;2098,76836406641
568195;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2098,76836406641
568198;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;68;3116,42682447785
568198;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;3116,42682447785
568199;1;5;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;68;2317,86684551747
568200;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2524,98408403632
568201;1;2;80;1;2;8;CAMBIO DE DOMICILIO;2; ;2; ;2; ; ; ; ;9;2;2;68;2100,4845724596
568212;1;1;80;1;4;3; ;2; ;2; ;1;50000; ; ; ;8;2;2;68;3063,3683755045
568213;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2027,41441524802
568213;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;68;2027,41441524802
568397;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;76;2025,62191375114
568398;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;1; ;2;76;2393,54076528578
568399;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;1;2;2;76;2560,76061764357
568401;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ;AQUI PAGAN POCO NO JUSTIFICA DESCUIDAR EL HOGA;12;2;2;76;1695,60610957682
568401;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1695,60610957682
568402;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2483,97158894618
568402;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2483,97158894618
568402;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2483,97158894618
568403;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3271,83406087123
568403;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3271,83406087123
568403;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3271,83406087123
568405;1;2;80;2; ; ; ;2; ;2; ;1;240000;2; ;.; ; ;2;76;4189,77298508366
568406;1;2;80;1;1;7; ;2; ;2; ;1;125000; ; ; ;1;2;2;76;1720,53847648045
568408;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2939,01895179696
568408;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2939,01895179696
568408;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2939,01895179696
568408;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2939,01895179696
568408;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2939,01895179696
568410;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2508,4009484055
568411;1;2;80;1;1;8;LE AYUDA A P 01 COMO T.F.S.R. PERO LA SEMANA PASADA NO.;2; ;2; ;1;100000; ; ; ;11;2;2;76;3294,21238396051
568411;1;4;80;1;1;7; ;2; ;2; ;2; ; ; ; ;2;2;2;76;3294,21238396051
568411;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3294,21238396051
568411;1;8;80;1;1;8;ES T.F.S.R. DE P 01 PERO LA SEMANA PASADA NO LE AYUDO;2; ;2; ;1;98; ; ; ;1;2;2;76;3294,21238396051
568411;1;9;80;2; ; ; ;2; ;2; ;2; ;1;4; ;4; ;2;76;3294,21238396051
568414;1;2;80;1;3;6; ;2; ;2; ;2; ; ; ;NO HAY RENTABILIDAD EN UN NEGOCIO EN LA VEREDA;12;2;2;76;1886,41346938151
568414;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1886,41346938151
568415;1;1;80;1;1;7; ;2; ;1;200000;1;200000; ; ; ;1;2;2;76;2597,74465896788
568415;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2597,74465896788
568416;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;1;2;2;76;2200,51820623485
568416;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2200,51820623485
568420;1;2;80;1;1;7; ;2; ;1;300000;1;3300000; ; ; ;9;2;2;76;2741,48658986527
568420;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2741,48658986527
568420;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2741,48658986527
568422;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2922,43379084851
568423;1;2;80;1;1;0; ;2; ;2; ;1;98; ; ; ;9;2;2;76;1695,60610957682
568423;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1695,60610957682
568424;1;2;80;1;1;8;PORQUE SE TUVIERON QUE MUDAR DE MUNICIPIO;2; ;2; ;1;800000; ; ; ;9;2;2;76;3332,82271474725
568424;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3332,82271474725
568424;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3332,82271474725
568425;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3236,28078134314
568425;1;3;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;2;76;3236,28078134314
568425;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3236,28078134314
568426;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;2393,54076528578
568426;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2393,54076528578
568427;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;2813,9873931205
568429;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3462,89916703463
568430;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;76;1858,03472904814
568434;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2399,00311267857
568436;1;3;80;1;1;8;ES T.F.S.R DE P 01 PERO LA SEMANA PASADA NO AYUDO;2; ;2; ;2; ; ; ; ;1;2;2;76;3296,76642777486
568438;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2225,95358058278
568440;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1858,03472904814
568444;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;3799,63997333594
568451;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1990,62229061295
568451;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1990,62229061295
568451;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1990,62229061295
568455;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;2;76;1727,60134795944
568455;1;2;80;1;1;2; ;2; ;2; ;1;200000; ; ; ;9;2;2;76;1727,60134795944
568458;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;2554,49698338442
568459;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;76;1158,04481042715
568459;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1158,04481042715
568463;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;1574,26205908384
568471;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;76;1804,62925639871
568472;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2036,70787668847
568472;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2036,70787668847
568475;1;1;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;2;76;2364,86833437811
568476;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2475,42053697767
568476;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2475,42053697767
568477;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1984,92927630687
568477;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1984,92927630687
568477;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1984,92927630687
568478;1;3;80;2; ; ; ;2; ;2; ;1;26000;1;1; ;1; ;2;76;2961,13926904595
568478;1;4;80;2; ; ; ;2; ;2; ;1;17000;2; ;.; ; ;2;76;2961,13926904595
568480;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1728,59603708005
568488;1;1;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;2;76;2315,85378752716
568488;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2315,85378752716
568491;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1633,19729121187
568491;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1633,19729121187
568492;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1504,00146562157
568493;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2673,73902978001
568493;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2673,73902978001
568493;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2673,73902978001
568494;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2013,8952050766
568494;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2013,8952050766
568497;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2166,77425110042
568505;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2084,15579853888
568505;1;3;80;1;1;7; ;2; ;2; ;2; ; ; ; ;1;2;2;76;2084,15579853888
568506;1;2;80;1;4;8;POR   LA EDAD;2; ;2; ;2; ; ; ; ;8;2;2;76;1700,06868104694
568508;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1551,44938747197
568509;1;2;80;1;1;7; ;2; ;2; ;1;30000; ; ; ;7;2;2;76;2557,62868356935
568509;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2557,62868356935
568509;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2557,62868356935
568513;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1853,40796992253
568516;1;1;80;1;2;8;PARA DEDICARSE A LA SANACION;2; ;2; ;2; ; ; ;POR LA SANACION;12;2;2;76;1810,34394081995
