DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
549888;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;772,973630193935
549888;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;772,973630193935
549888;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;772,973630193935
549889;1;2;05;80;1;4;7; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1645,91368509147
549889;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1645,91368509147
549890;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;903,821781069234
549891;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;990,819229024221
549892;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1047,96841005951
549893;1;3;05;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;956,868667512881
549894;1;2;05;80;1;3;5; ;2; ;2; ;2; ; ; ; ;1;2;1;05;990,814067776427
549894;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;990,814067776427
549895;1;1;05;80;1;2;5; ;2; ;2; ;2; ; ;1; ;1;1;1;05;1568,6190398549
549895;1;2;05;80;1;1;7; ;2; ;2; ;1;2500000; ; ; ;1;2;1;05;1568,6190398549
549897;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;2131,63571424308
549897;1;2;05;80;1;2;5; ;2; ;2; ;2; ; ;2; ;5;1;1;05;2131,63571424308
549899;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;845,640315147865
549899;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;845,640315147865
549899;1;3;05;80;1;2;6; ;2; ;2; ;2; ; ; ; ;9;2;1;05;845,640315147865
549899;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;845,640315147865
549900;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;814,465850764416
549901;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;852,074552882903
549901;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;852,074552882903
549901;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;852,074552882903
549901;1;5;05;80;1;4;8;CANSANCIO;2; ;2; ;2; ; ; ; ;8;2;1;05;852,074552882903
549902;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;814,465850764416
549902;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;814,465850764416
549903;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;864,449063116216
549904;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;1000,3911029232
549905;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;922,32363948624
549906;1;1;05;80;1;1;7; ;2; ;2; ;1;400000; ; ; ;8;2;1;05;799,022308917876
549906;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;799,022308917876
549910;1;2;05;80;1;4;0; ;2; ;2; ;2; ; ; ; ;8;2;1;05;906,885455161081
549910;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;906,885455161081
549912;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;518,34749276829
549912;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;518,34749276829
549914;1;2;05;80;1;1;6; ;2; ;2; ;1;2400000; ; ; ;1;2;1;05;543,33909894419
549915;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;372,987711237115
549916;1;1;05;80;1;4;3; ;3; ;2; ;2; ; ; ; ;4;2;1;05;372,987711237115
549917;1;1;05;80;1;4;4; ;3; ;2; ;1;5000000; ; ; ;10;2;1;05;913,399990581939
549917;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;913,399990581939
549917;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;913,399990581939
549918;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1043,86095422007
549918;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1043,86095422007
549919;1;1;05;80;1;3;6; ;2; ;2; ;2; ; ; ; ;4;2;1;05;847,966900769876
549919;1;2;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;847,966900769876
549919;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;847,966900769876
549920;1;1;05;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;1;05;1009,24554451585
549921;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;1078,64983667629
549923;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;871,6614270216
549925;1;1;05;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;807,306217694646
549925;1;2;05;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;807,306217694646
549927;1;2;05;80;1;2;8;CUIDAR AL PAPA;2; ;2; ;2; ; ; ; ;9;2;1;05;1222,89903152044
549928;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1218,45489272047
549930;1;2;05;80;1;4;1; ;2; ;2; ;2; ; ; ; ;3;2;1;05;864,449063116216
549931;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;1062,30338869684
549933;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;960,310642386061
549935;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;983,641099482671
549935;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;983,641099482671
549938;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;792,598886378869
549939;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;822,956842545735
549939;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;822,956842545735
549940;1;1;05;80;1;4;6; ;2; ;2; ;2; ; ; ; ;8;2;1;05;852,484160499472
549940;1;4;05;80;1;1;7; ;2; ;2; ;1;1900000; ; ;VACIONES;12;2;1;05;852,484160499472
549940;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;852,484160499472
549942;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;722,990417842136
549942;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;722,990417842136
549942;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;722,990417842136
549943;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;745,97542247423
549944;1;2;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;1;05;1101,46480800904
549944;1;3;05;80;1;1;0; ;2; ;2; ;1;400000; ; ; ;3;2;1;05;1101,46480800904
549944;1;4;05;80;1;3;0; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1101,46480800904
549946;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;788,411814519095
549946;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;788,411814519095
549948;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;814,752253362442
549948;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;814,752253362442
549948;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;814,752253362442
549948;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;814,752253362442
549950;1;4;05;80;1;2;0; ;2; ;2; ;2; ; ; ; ;2;2;1;05;550,150028906471
549951;1;1;05;80;1;1;3; ;2; ;2; ;1;4000000; ; ; ;4;2;1;05;872,345588382235
549951;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;872,345588382235
549954;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;867,512737208062
549955;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;642,683912590381
549956;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1074,74784163957
549957;1;2;05;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1227,17204379289
549957;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1227,17204379289
549958;1;2;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;952,766372921234
549959;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1065,62235875076
549959;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1065,62235875076
549960;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1064,82965266237
549961;1;2;05;80;1;1;3; ;2; ;2; ;1;500000; ; ; ;9;2;1;05;787,754609932039
549962;1;2;05;80;1;1;3; ;2; ;1;190000;1;4500000; ; ; ;4;2;1;05;890,794716050326
549963;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;809,311952351221
549963;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;809,311952351221
549965;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;963,565796108649
549965;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;963,565796108649
549965;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;963,565796108649
549966;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;918,477129560979
549967;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1016,04133855993
549967;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1016,04133855993
549968;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;687,229055464878
549970;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1244,0339826439
549970;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1244,0339826439
549971;1;3;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1209,25413312201
549972;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;823,400996530235
549973;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1078,85013623121
549973;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1078,85013623121
549974;1;2;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1128,83334858301
549975;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;807,306217694646
549975;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;807,306217694646
549977;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;963,440169681074
549977;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;963,440169681074
549978;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1086,67819788838
549980;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1036,69498553658
549980;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1036,69498553658
549982;1;2;05;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;1090,78049248003
549984;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;745,97542247423
549985;1;1;05;80;1;4;3; ;3; ;2; ;2; ; ; ; ;4;2;1;05;745,97542247423
549986;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;895,617191885941
549987;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;807,306217694646
549988;1;2;05;80;1;2;3; ;2; ;2; ;2; ; ;1; ;4;1;1;05;955,548805662849
549988;1;4;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;955,548805662849
549989;1;3;05;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;1073,37860404424
549989;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1073,37860404424
549993;1;1;05;80;1;1;5; ;2; ;1;260000;1;580000; ; ; ;6;2;1;05;869,276753042594
549994;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;848,880189695027
549995;1;2;05;80;1;4;7; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1168,75071808336
549995;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1168,75071808336
549997;1;2;05;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;1308,93659097603
550000;1;2;05;80;2; ; ; ;2; ;2; ;2; ;1;1; ;9; ;1;05;745,672716078336
550001;1;3;05;80;2; ; ; ;2; ;1;15000;2; ;2; ;.; ; ;1;05;861,009698648722
550001;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;861,009698648722
550003;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;959,207108105024
550003;1;4;05;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;1;05;959,207108105024
550004;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1097,12973412899
550005;1;1;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;745,97542247423
550006;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ;1; ;9;1;1;05;986,716934432575
550006;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;986,716934432575
550008;1;1;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;1;05;860,353104138292
550008;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;860,353104138292
550008;1;3;05;80;1;2;6; ;2; ;2; ;2; ; ;1; ;9;1;1;05;860,353104138292
550009;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ;3; ;9;1;1;05;779,48183000107
550009;1;4;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;779,48183000107
550010;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1040,79728012823
550011;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;807,306217694646
550011;1;2;05;80;1;3;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;807,306217694646
550015;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1090,78049248003
550018;1;1;05;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;968,204557246394
550019;1;2;05;80;1;1;2; ;2; ;2; ;1;200000; ; ; ;9;2;1;05;1062,36797388487
550020;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1313,34025008899
550020;1;5;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1313,34025008899
550021;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;854,110171022971
550021;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;854,110171022971
550022;1;1;05;80;1;1;4; ;3; ;2; ;1;3000000; ; ; ;8;2;1;05;874,57904481514
550024;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;932,046328306136
550025;1;1;05;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;1;05;572,690879554065
550025;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;572,690879554065
550026;1;2;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;1166,886204686
550027;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;05;634,021674774481
550027;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;634,021674774481
550027;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;634,021674774481
550028;1;1;05;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;1;05;869,404211959718
550028;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;869,404211959718
550029;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;1086,67819788838
550030;1;1;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;993,268773835522
550031;1;2;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;898,466529246168
550034;1;3;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;956,868667512881
550035;1;2;05;80;1;2;4; ;3; ;2; ;2; ; ; ; ;10;2;1;05;964,120291403574
550035;1;3;05;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;1;05;964,120291403574
550035;1;5;05;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;1;05;964,120291403574
550035;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;964,120291403574
550036;1;1;05;80;1;4;2; ;3; ;2; ;2; ; ; ; ;9;2;1;05;663,346468116199
550036;1;2;05;80;1;2;5; ;3; ;2; ;2; ; ; ; ;8;2;1;05;663,346468116199
550036;1;6;05;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;1;05;663,346468116199
