DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D_R4;OCI;MES;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5190500;1;1;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;800000;1;4800000;3; ;9;2; ; ; ; ;2;1;1;48; ;.;32;6; ;1;10; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;8;1; ;2; ; ; ; ; ; ; ;1;11;20;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;4;89;23;1;08;2392;800000;15;632,308537292491; 
5190500;1;2;1;60;2;15;1;2;1; ;1; ; ;1;1;1;1;24; ;2; ;2;600000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102854;2;1;30000;2;2; ; ;2; ; ;2; ; ;2; ;1;414058;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;52; ;.;40;7;AISLAMIENTO PREVENTIVO POR COVID 19;4;7; ;1; ;1;2;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;3;12;1; ;2; ; ; ; ; ; ; ;3;11;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;59;86;1;08;8691;600000;15;632,308537292491; 
5190501;1;1;1;60;2;15;1;1; ; ;1; ; ;1;2;2;2;36; ;2; ;2;750000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;24;7;AISLAMIENTO PREVENTIVO POR COVID 19;2;7; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;1;32;69;1;08;6910;750000;15;586,064989854873; 
5190501;1;2;1;60;2;15;1;2;1; ;1; ; ;1;1;1;1;108; ;2; ;2;0;2; ; ;2; ;2; ;2; ;9; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;1;475000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;4; ;1; ;1;2;1;12;1;1; ; ; ; ; ; ; ; ;1;1;1;0;120;1; ;2; ; ; ; ; ; ; ;3;8;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;1;97;49;1;08;4923;0;15;586,064989854873; 
5190766;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;70000;1;840000;3; ;12;2; ; ; ; ;3;3;2;28;2; ;28; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;4;41;47;1;08;4723;70000;44;1725,38046628812; 
5190767;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1;2400000;3; ;12;2; ; ; ; ;3;1;2;14;1; ;14; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;240;1; ;2; ; ; ; ; ; ; ;3;3;20; ;1;40;2;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;2;2;2;2;2;1;5; ;4;63;02;1;08;0220;200000;44;1518,49640269473; 
5190770;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;0;1;3200000;3; ;12;2; ; ; ; ;3;3;2;24;2; ;16;6; ;1;1; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ;1;1;20;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;3; ;4;75;15;1;08;1513;0;44;1990,72934336564; 
5190770;1;2;1;60;2;44;1;2;2;6;1; ; ;1;1;1;1;18; ;1; ;2;760000;2; ; ;2; ;2; ;1;300000;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;450000;1;450000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;90; ;.;70;6; ;9;8; ;1; ;1;1;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;0;60;4; ;2; ; ; ; ; ; ; ;3;7;25;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;5; ;1;62;01;1;08;0122;760000;44;1990,72934336564; 
5190771;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;60000;1;1200000;3; ;12;2; ; ; ; ;3;10;2;21;2; ;21; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;4;41;47;1;08;4723;60000;44;1725,38046628812; 
5190773;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;200000;1;1000000;3; ;12;2; ; ; ; ;3;10;2;50; ;.;50; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;3;4; ;2; ; ; ; ; ; ; ;2;3;60; ;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;1;1;2;2;1;2;2;1;5; ;4;61;01;1;08;0161;200000;44;2440,25842243546; 
5190774;1;2;1;60;2;44;1;2;2;6;1; ; ;1;1;1;1;4; ;1; ;2;500000;2; ; ;2; ;2; ;1;300000;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;7; ; ; ; ; ; ; ; ;90; ;.;60;6; ;9;8; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;1;3;42;4; ;2; ; ; ; ; ; ; ;3;7;35;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;5; ;1;62;01;1;08;0122;500000;44;3805,80113609775; 
5190776;1;1;1;60;2;44;1;2;1; ;1; ; ;1;1;1;1;336; ;1; ;2;2860000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102603;1;2; ; ;2; ; ;2; ; ;2; ; ;1;1300000;1;2580000;1;1480000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;30;3;SON LAS ESTIPULADO PARA LOS TRABAFORES DEL MAGISTERIO;30; ; ;9;7; ;1; ;1;3;1;28;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;5; ;2;13;85;1;08;8530;2860000;44;2160,2991918707; 
5190776;1;2;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;60000;1;350000;3; ;12;2; ; ; ; ;3;5;2;35;2; ;35; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;4; ;2; ; ; ; ; ; ; ;2;3;10; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;1;1;1;2;1;2;1;1;5; ;4;61;01;1;08;0143;60000;44;2160,2991918707; 
5190786;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;150000;1;360000;3; ;12;2; ; ; ; ;3;1;2;48; ;.;24;6; ;1;4; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;60;4; ;2; ; ; ; ; ; ; ;1;14; ;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;5; ;4;98;49;1;08;4921;150000;44;1604,64737109686; 
5190786;1;2;1;60;2;44;1;2;1; ;1; ; ;1;1;1;1;36; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102600;2;1;30000;2;2; ; ;2; ; ;2; ; ;1;420000;1;420000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;40;6; ;9;5; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;4;84;4; ;2; ; ; ; ; ; ; ;1;8;20;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;1;59;86;1;08;8610;877803;44;1604,64737109686; 
5191010;1;1;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;516; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2020;2;400000;1;3500000;3; ;10;2; ; ; ; ;1;1;2;40; ;.;20;6; ;1;8; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;13;20;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;61;01;1;08;0112;400000;41;1000,76305020942; 
5191010;1;2;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;648; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;15000;1;400000;3; ;6;2; ; ; ; ;3;1;2;4;3;POR SU EDAD;4; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;4;41;47;1;08;4721;15000;41;1000,76305020942; 
5191011;1;1;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;200000;1;1800000;3; ;8;2; ; ; ; ;2;1;2;40; ;.;32;5; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;30;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;4;61;01;1;08;0161;200000;41;798,625450335609; 
5191013;1;1;1;60;2;41;1;2;1; ;1; ; ;1;1;1;1;336; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;98;1;98;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;2;1;98;1;1; ; ; ; ; ; ; ; ;1;1;1;24;98;2; ;2; ; ; ; ; ; ; ;3;8;120; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;2;31;84;1;08;8412; ;41;798,625450335609; 
5191014;1;2;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;372; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;180000;1;2400000;3; ;9;2; ; ; ; ;2;1;1;48; ;.;24;5; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;35;1;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;2;2;1;2;2;1;8; ;4;61;01;1;08;0161;180000;41;2879,91523387562; 
5191016;1;1;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;0;1;3000000;3; ;6;2; ; ; ; ;2;1;2;48; ;.;48; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;9; ;4;61;01;1;08;0112;0;41;948,308211609744; 
5191016;1;2;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;1;1;2020;2;50000;1;1200000;3; ;8;2; ; ; ; ;3;3;1;60; ;.;60; ; ;1;7; ;2; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;2;1;24;48;4; ;2; ; ; ; ; ; ; ;10;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;41;47;1;08;4719;50000;41;948,308211609744; 
5191019;1;1;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;192; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;300000;1;3600000;3; ;12;2; ; ; ; ;3;4;2;63; ;.;63; ; ;1;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;9; ;4;41;47;1;08;4722;300000;41;2471,69619104293; 
5191020;1;2;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;500000;1;3000000;3; ;8;2; ; ; ; ;2;1;2;48; ;.;24;5; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;13;45;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;4;61;01;1;08;0161;500000;41;798,625450335609; 
5191020;1;3;1;60;2;41;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;300000;1;1000000;3; ;6;2; ; ; ; ;2;1;2;48; ;.;24;5; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;13;40;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;4;61;01;1;08;0161;300000;41;798,625450335609; 
