DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5190468;1;5;1;10;4;1;4;2014;6;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;2;1; ; ;2;0;08;15;796,858707470996
5190468;1;6;1;10;4;2;8;2019;1;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;08;15;796,858707470996
5190470;1;1;1;10;1;1;11;1998;21;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;2;1;14; ; ; ;1;1;2; ;5;11;2; ;2;11;08;15;597,591795956295
5190470;1;2;1;10;2;2;12;1994;25;2;6; ;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;2;1;14; ; ; ;1;1;2; ;4;7; ; ;2;7;08;15;597,591795956295
5190471;1;1;1;10;1;1;1;1991;29;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;08;15;991,679185315051
5190471;1;2;1;10;2;2;11;1999;20;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;15;991,679185315051
5190471;1;3;1;10;2;2;10;2014;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;15;991,679185315051
5190498;1;1;1;10;1;1;12;1963;56;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;35112;2;1;2; ;3;5; ; ;2;5;08;15;357,112708922624
5190498;1;2;1;10;2;2;3;1968;52;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;15;357,112708922624
5190498;1;3;1;10;3;1;1;1990;30;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;35112;2;1;2; ;5;11;2; ;2;11;08;15;357,112708922624
5190498;1;4;1;10;2;2;3;1991;29;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;08;15;357,112708922624
5190498;1;5;1;10;5;1;1;1993;27;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;08;15;357,112708922624
5190498;1;6;1;10;6;2;5;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;2;4;08;15;357,112708922624
5190499;1;1;1;10;1;1;8;1947;73;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;SUSPENCION DE TRATAMIENTO MEDICO;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;15;473,202691346995
5190499;1;2;1;10;2;2;3;1950;70;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;15;473,202691346995
5190499;1;3;1;10;3;1;1;1974;46;3;6; ;6;1;1;1;2; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ;1;3;109726;2;1;2; ;3;5; ; ;2;5;08;15;473,202691346995
5190500;1;1;1;10;1;1;11;1990;29;1;6; ;2;2; ;2; ;1;2; ; ;1;1; ; ;1; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;15;632,308537292491
5190500;1;2;1;10;2;2;1;1994;26;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;6;2;3; ;2;13;08;15;632,308537292491
5190500;1;3;1;10;2;2;9;2012;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;2;1;08;15;632,308537292491
5190501;1;1;1;10;1;2;12;1983;36;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;5; ;2;1;2; ;6;5;4; ;2;16;08;15;586,064989854873
5190501;1;2;1;10;2;1;7;1981;39;2;6; ;3;2; ;2; ;1;1; ; ;1;1; ;1; ; ; ; ; ; ; ;1; ; ;1;1;38000;2;1;2; ;5;11;2; ;2;11;08;15;586,064989854873
5190501;1;3;1;10;3;1;5;2010;10;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;2;3;08;15;586,064989854873
5190766;1;1;1;10;1;2;3;1952;68;1;1;720_01;4;3; ;3; ; ; ; ;1;1;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;44;1725,38046628812
5190767;1;1;1;10;1;1;12;1951;68;1;1;720_02;2;3; ;3; ;1;2; ;1; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;0;08;44;1518,49640269473
5190767;1;2;1;10;2;2;8;1975;45;2;6; ;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;2;1;48; ; ; ;1;1;2; ;1;0; ; ;2;0;08;44;1518,49640269473
5190767;1;3;1;10;2;1;9;2010;9;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;48; ; ; ;2;1;2; ;3;3; ; ;2;3;08;44;1518,49640269473
5190770;1;1;1;10;1;2;10;1988;31;1;1;720_02;2;2; ;3; ;1;2; ;1; ;1; ; ; ;1; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;6;1;2;2;2;12;08;44;1990,72934336564
5190770;1;2;1;10;2;1;3;1982;38;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35000;2;1;2; ;4;8; ; ;2;8;08;44;1990,72934336564
5190770;1;3;1;10;1;2;6;2008;12;3;1;720_02;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;08;44;1990,72934336564
5190770;1;4;1;10;1;2;1;2020;0;3;1;720_02; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;08;44;1990,72934336564
5190771;1;1;1;10;1;2;12;1944;75;1;1;720_01;4;3; ;3; ; ; ; ;1;1;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;44;1725,38046628812
5190773;1;1;1;10;1;1;8;1986;34;1;1;720_01;2;3; ;3; ;1;2; ;1;1;1; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;44;2440,25842243546
5190773;1;2;1;10;2;2;10;1992;27;2;1;720_01;2;2; ;2; ;1;1; ;1;1; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;44;2440,25842243546
5190773;1;3;1;10;2;2;6;2010;10;3;1;720_01;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;08;44;2440,25842243546
5190773;1;4;1;10;2;1;3;2013;7;3;1;720_01; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;1; ; ;2;1;08;44;2440,25842243546
5190773;1;5;1;10;2;1;5;2014;6;3;1;720_01; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;44;2440,25842243546
5190774;1;1;1;10;1;2;1;1995;25;1;1;720_02;2;2; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;44;3805,80113609775
5190774;1;2;1;10;2;1;10;1992;27;2;1;720_02;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35000;2;1;2; ;3;3; ; ;2;3;08;44;3805,80113609775
5190774;1;3;1;10;1;1;1;2012;8;3;1;720_02; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;44;3805,80113609775
5190774;1;4;1;10;1;2;10;2013;6;3;1;720_02; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;44;3805,80113609775
5190774;1;5;1;10;1;1;2;2016;4;3;1;720_02; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;44;3805,80113609775
5190774;1;6;1;10;1;1;12;2005;14;5;1;720_02;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;9; ; ; ; ; ;2;1;2; ;3;3; ; ;2;3;08;44;3805,80113609775
5190774;1;7;1;10;7;2;11;2003;16;5;1;720_02;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;10;08;44;3805,80113609775
5190774;1;8;1;10;7;2;7;2020;0;5;1;720_02; ;2; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ;08;44;3805,80113609775
5190776;1;1;1;10;1;2;1;1962;58;1;6; ;2;2; ;2; ;1;2; ;1;1; ; ; ; ; ;1; ; ; ;2;1; ; ;2;1;280000;2;1;2; ;6;5;4; ;2;16;08;44;2160,2991918707
5190776;1;2;1;10;1;1;7;1963;57;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;44;2160,2991918707
5190776;1;3;1;10;3;1;2;1990;30;3;6; ;6;1;2;1;1; ; ; ;1; ;1;1;1;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;44;2160,2991918707
5190776;1;4;1;10;4;2;4;1999;21;3;5; ;6;1;2;1;1; ; ; ; ; ;1; ; ; ;1;1; ; ; ; ;1; ; ;2;5; ;2;1;1;1;6;4;2;2;2;15;08;44;2160,2991918707
5190776;1;5;1;10;5;1;5;2001;19;3;5; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;44;2160,2991918707
5190786;1;1;1;10;2;1;4;1980;40;1;5; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;44;1604,64737109686
5190786;1;2;1;10;2;2;3;1984;36;2;6; ;2;2; ;2; ;1;1; ; ;1;1; ; ; ; ;1; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;6;2;3; ;2;13;08;44;1604,64737109686
5190786;1;3;1;10;2;2;6;2005;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;08;44;1604,64737109686
5190786;1;4;1;10;2;2;4;2007;13;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;7;08;44;1604,64737109686
5191006;1;1;1;10;1;2;3;1967;53;1;6; ;4;3; ;3; ; ; ; ;1;1; ;1; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;798,625450335609
5191006;1;2;1;10;2;2;7;1970;50;5;6; ;6;3; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2;1;98; ; ; ;2;1;2; ;4;7; ; ;2;7;08;41;798,625450335609
5191009;1;1;1;10;1;2;6;1953;67;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;41;1524,84041012604
5191010;1;1;1;10;1;1;4;1965;55;1;6; ;6;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;2;1;24; ; ; ;1;1;2; ;3;5; ; ;2;5;08;41;1000,76305020942
5191010;1;2;1;10;1;1; ; ;70;5;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;41;1000,76305020942
5191011;1;1;1;10;1;1;7;1988;32;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;41;798,625450335609
5191011;1;2;1;10;2;2;3;1972;48;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;798,625450335609
5191013;1;1;1;10;2;1;9;1969;50;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;98;2;1;2; ;5;11;2; ;2;11;08;41;798,625450335609
5191013;1;2;1;10;2;2;1;1970;50;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;10;1; ;2;10;08;41;798,625450335609
5191014;1;1;1;10;1;2;3;1937;83;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;41;2879,91523387562
5191014;1;2;1;10;2;1;4;1977;43;3;6; ;2;3; ;1;1;1;3; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;2879,91523387562
5191014;1;3;1;10;3;2;5;2000;20;5;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;41;2879,91523387562
5191014;1;4;1;10;3;2;10;2016;3;4;6; ; ;1;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;41;2879,91523387562
5191015;1;1;1;10;1;2;4;1962;58;1;6; ;5;3; ;3; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;41;2462,48015291195
5191015;1;2;1;10;1;1;7;2005;15;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;08;41;2462,48015291195
5191016;1;1;1;10;1;1;9;1980;39;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;41;948,308211609744
5191016;1;2;1;10;2;2;4;1984;36;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;08;41;948,308211609744
5191016;1;3;1;10;2;1;6;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;41;948,308211609744
5191017;1;1;1;10;1;2;12;1945;74;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;41;1524,84041012604
5191018;1;1;1;10;1;1;6;1955;65;1;6; ;3;3; ;3; ;1;2; ;1; ;1; ; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;1226,59648489514
5191018;1;2;1;10;2;2;9;1956;63;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;1226,59648489514
5191019;1;1;1;10;1;1;12;1987;32;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;2471,69619104293
5191019;1;2;1;10;2;2;9;1985;34;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;2471,69619104293
5191019;1;3;1;10;2;1;8;2012;8;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;41;2471,69619104293
5191019;1;4;1;10;2;2;2;2015;5;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;08;41;2471,69619104293
5191020;1;1;1;10;1;2;5;1972;48;1;6; ;2;2; ;2; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;08;41;798,625450335609
5191020;1;2;1;10;2;1;8;1971;49;2;6; ;2;3; ;3; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;798,625450335609
5191020;1;3;1;10;3;1;2;2002;18;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;798,625450335609
5191020;1;4;1;10;1;1;3;1932;88;5;6; ;3;3; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;41;798,625450335609
5191023;1;1;1;10;2;1;8;1975;45;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;35000;2;2;2; ;1;0; ; ;2;0;08;41;2795,58223221804
5191023;1;2;1;10;2;2;12;1985;34;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;08;41;2795,58223221804
5191023;1;3;1;10;2;1;11;1998;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;41;2795,58223221804
5191023;1;4;1;10;2;1;2;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;08;41;2795,58223221804
5191023;1;5;1;10;2;1;2;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;08;41;2795,58223221804
5191024;1;1;1;10;2;1;4;1953;67;1;6; ;2;3; ;3; ;1;2; ;1; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;08;41;3194,50180134243
5191024;1;2;1;10;2;2;2;1987;33;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;41;3194,50180134243
5191024;1;3;1;10;2;2;11;2003;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;08;41;3194,50180134243
5191024;1;4;1;10;2;2;7;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;08;41;3194,50180134243
5191024;1;5;1;10;2;2;12;2011;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;08;41;3194,50180134243
5191024;1;6;1;10;2;2;11;2013;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;08;41;3194,50180134243
5191024;1;7;1;10;2;2;7;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;41;3194,50180134243
5191025;1;1;1;10;1;1;8;1963;57;1;6; ;5;3; ;2; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;41;1299,00697544032
5192736;1;1;1;10;1;2;12;1951;68;1;6; ;3;3; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;15;574,580559057913
5192737;1;1;1;10;1;1;3;1995;25;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;40000;2;1;2; ;6;1;3; ;2;12;08;15;437,425597886988
5192737;1;2;1;10;2;2;9;1994;25;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;35100;2;1;2; ;5;11;2; ;2;11;08;15;437,425597886988
5192738;1;1;1;10;1;2;1;1973;47;1;6; ;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;08;15;448,952403988409
5192739;1;1;1;10;1;1;11;1946;73;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;08;15;624,374356235751
5192740;1;1;1;10;1;1;11;1960;59;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;08;15;359,101342378912
5192740;1;2;1;10;2;2;11;1965;54;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;15;359,101342378912
5192741;1;1;1;10;1;1;3;1964;56;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;35100;2;1;2; ;4;7; ; ;2;7;08;15;592,981234884942
5192741;1;2;1;10;2;2;1;1976;44;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;08;15;592,981234884942
5192741;1;3;1;10;2;1;1;2011;9;5;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;15;592,981234884942
5192742;1;1;1;10;1;1;5;1992;28;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;35100;2;1;1;1;6;2;2;2;2;13;08;15;905,185382899048
5192742;1;2;1;10;2;2;12;1989;30;2;6; ;3;3; ;2; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;08;15;905,185382899048
5192742;1;3;1;10;2;1;4;2012;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;08;15;905,185382899048
5192742;1;4;1;10;2;1;5;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;08;15;905,185382899048
