Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Clase;Mes;Dpto;Fex_c_2011;Area
3769550;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;07;17;174,905683524289;17
3769551;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;157,715783791632;17
3769551;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;48; ; ; ; ; ; ; ; ;1;07;17;157,715783791632;17
3769552;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;07;17;168,912619107175;17
3769553;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;160,551658122073;17
3769553;1;2;1;90;2;1;1;2;2;2;2;2;2;2; ;12;4; ; ; ; ; ; ; ;1;07;17;160,551658122073;17
3769555;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;07;17;170,757406111279;17
3769555;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;07;17;170,757406111279;17
3769555;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;07;17;170,757406111279;17
3769556;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;07;17;198,48767843321;17
3769556;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;17;198,48767843321;17
3769556;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;17;198,48767843321;17
3769557;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;10; ; ; ; ; ; ;1;07;17;284,88119605839;17
3769557;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;21; ; ; ; ; ; ;1;07;17;284,88119605839;17
3769558;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;07;17;210,963479455644;17
3769558;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;210,963479455644;17
3769558;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;17;210,963479455644;17
3769559;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;07;17;181,954241426821;17
3769559;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;181,954241426821;17
3769561;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;189,128983705818;17
3769561;1;2;1;90;1;1;2;2;2;2;2;2;2;2;12;35; ; ; ; ; ; ; ; ;1;07;17;189,128983705818;17
3769561;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;07;17;189,128983705818;17
3769561;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;17;189,128983705818;17
3769562;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;07;17;271,27325984892;17
3769562;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;17;271,27325984892;17
3769562;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;07;17;271,27325984892;17
3769562;1;6;1;90;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;1;07;17;271,27325984892;17
3769564;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;17;190,909364550841;17
3769564;1;2;1;90;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;30;1;07;17;190,909364550841;17
3769564;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;07;17;190,909364550841;17
3769565;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;07;17;221,649654513538;17
3769565;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;17;221,649654513538;17
3769566;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;17;209,684513748753;17
3769566;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;07;17;209,684513748753;17
3769567;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;237,005089882104;17
3769567;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;07;17;237,005089882104;17
3769567;1;3;1;90;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;5; ; ; ;1;07;17;237,005089882104;17
3769568;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;07;17;163,708848208746;17
3769568;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;163,708848208746;17
3769569;1;1;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;56; ; ; ;1;07;17;177,337986251357;17
3769569;1;2;1;90;2;1;2;2;2;2;2;2;1;1; ;5; ; ; ; ; ; ;3;5;1;07;17;177,337986251357;17
3769569;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;17;177,337986251357;17
3769570;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;17;177,74155785473;17
3769571;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;120,541744208711;17
3769571;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;120,541744208711;17
3769571;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;120,541744208711;17
3769571;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;120,541744208711;17
3769571;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;120,541744208711;17
3769571;1;6;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;17;120,541744208711;17
3769572;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;1;07;52;222,863245634755;52
3769572;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;30; ; ; ; ; ; ;1;07;52;222,863245634755;52
3769573;1;1;1;90;1;2;1;2;1;2;2;2;2;1;2; ;2; ;8; ; ; ; ;2;1;07;52;243,408434592071;52
3769573;1;2;1;90;1;1;2;2;2;2;2;2;2;2;3;2; ; ; ; ; ; ; ; ;1;07;52;243,408434592071;52
3769574;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;10; ;14; ; ; ; ; ; ;1;07;52;238,728121650054;52
3769574;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;1;07;52;238,728121650054;52
3769575;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;222,952945252095;52
3769575;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;07;52;222,952945252095;52
3769575;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;07;52;222,952945252095;52
3769576;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;07;52;125,893956683367;52
3769576;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;07;52;125,893956683367;52
3769577;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;07;52;166,676333218934;52
3769577;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;4; ;8; ; ; ; ; ; ;1;07;52;166,676333218934;52
3769577;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;07;52;166,676333218934;52
3769577;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;166,676333218934;52
3769578;1;1;1;90;2;1;2;2;2;2;2;1;2;2; ;28; ; ; ; ; ;12; ; ;1;07;52;125,893956683367;52
3769578;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;52;125,893956683367;52
3769579;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;152,26569874595;52
3769579;1;2;1;90;1;1;2;1;2;2;2;2;2;2;10;35; ;8; ; ; ; ; ; ;1;07;52;152,26569874595;52
3769579;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;07;52;152,26569874595;52
3769579;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;152,26569874595;52
3769579;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;07;52;152,26569874595;52
3769580;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;52;218,599079584173;52
3769581;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;56; ; ;24; ; ; ; ; ;1;07;52;141,895224327311;52
3769581;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;20; ; ; ;1;07;52;141,895224327311;52
3769582;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;07;52;150,703311691265;52
3769582;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;56; ; ; ; ; ; ; ; ;1;07;52;150,703311691265;52
3769582;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;150,703311691265;52
3769583;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;07;52;162,864268063317;52
3769584;1;1;1;90;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;14;1;07;52;156,819413196325;52
3769585;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;162,864268063317;52
3769586;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;1;07;52;222,834999518481;52
3769586;1;2;1;90;2;1;2;1;2;2;1;2;2;2; ;21; ;30; ; ;18; ; ; ;1;07;52;222,834999518481;52
3769586;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;222,834999518481;52
3769587;1;1;1;90;2;1;2;1;1;2;1;2;2;2; ;21; ;21;8; ;2; ; ; ;1;07;52;194,730411722559;52
3769588;1;1;1;90;2;2;2;2;1;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ;1;07;52;145,172011220304;52
3769588;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;145,172011220304;52
3769588;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;4; ; ; ; ; ; ;1;07;52;145,172011220304;52
3769589;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;1;07;52;185,756542626161;52
3769589;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;70; ; ; ; ; ; ;1;07;52;185,756542626161;52
3769589;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;4; ;10; ; ; ; ; ; ;1;07;52;185,756542626161;52
3769590;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;10; ; ; ; ; ; ;1;07;52;222,863245634755;52
3769590;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;30; ; ; ; ; ; ;1;07;52;222,863245634755;52
3769591;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;28; ; ;14; ; ; ; ; ;1;07;52;145,14376510403;52
3769591;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;52;145,14376510403;52
3769591;1;3;1;90;2;2;1;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ;1;07;52;145,14376510403;52
3769591;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;145,14376510403;52
3769592;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;52;213,067779113212;52
3769593;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;07;52;213,067779113212;52
3769594;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;07;52;218,599079584173;52
3769595;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;52;218,599079584173;52
3769596;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;3; ;15; ; ; ; ; ; ;1;07;15;90,8529254126873;15
3769596;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;15; ;18; ; ; ; ; ; ;1;07;15;90,8529254126873;15
3769597;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;15;91,2328263270584;15
3769597;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;07;15;91,2328263270584;15
3769597;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;07;15;91,2328263270584;15
3769598;1;1;1;90;2;1;2;2;2;2;2;1;2;2; ;10; ; ; ; ; ;15; ; ;1;07;15;101,266211103974;15
3769598;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;07;15;101,266211103974;15
3769598;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;15;101,266211103974;15
3769598;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;15;101,266211103974;15
3769599;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;07;15;99,0748237897737;15
3769600;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;07;15;77,7371079189806;15
3769600;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;10; ; ; ; ;4; ; ; ;1;07;15;77,7371079189806;15
3769600;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;07;15;77,7371079189806;15
3769601;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;1;07;15;87,7010220047543;15
3769601;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;07;15;87,7010220047543;15
3769602;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;07;15;87,7010220047543;15
3769602;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;07;15;87,7010220047543;15
3769603;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;15;87,3132656774146;15
3769604;1;1;1;90;2;2;2;2;1;1;2;2;2;2; ; ; ; ;3;14; ; ; ; ;1;07;15;111,230125189747;15
3769604;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;3; ; ;4; ; ; ; ; ;1;07;15;111,230125189747;15
3769604;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;15;111,230125189747;15
3769605;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;07;15;87,7010220047543;15
3769605;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;07;15;87,7010220047543;15
3769606;1;1;1;90;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;4;1;07;76;914,987383571069;76
3769607;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;76;873,493635619365;76
3769608;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;76;1137,68230764435;76
3769608;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;18; ; ; ; ;8; ; ; ;1;07;76;1137,68230764435;76
3769609;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;76;793,632128110277;76
3769609;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;07;76;793,632128110277;76
3769610;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;76;847,203328613066;76
3769610;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;10; ;25; ; ; ; ; ; ;1;07;76;847,203328613066;76
3769611;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;07;76;733,13557661109;76
3769611;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;07;76;733,13557661109;76
3769611;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;07;76;733,13557661109;76
3769613;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;07;76;735,66356282578;76
3769613;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;76;735,66356282578;76
3769614;1;1;1;90;2;1;2;2;2;2;2;2;2;1; ;2; ; ; ; ; ; ; ;30;1;07;76;1110,06962442113;76
3769615;1;1;1;90;2;1;2;2;2;2;2;2;2;1; ;5; ; ; ; ; ; ; ;3;1;07;76;839,819900195856;76
3769615;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;07;76;839,819900195856;76
3769615;1;3;1;90;2;1;2;2;2;2;1;2;2;2; ;6; ; ; ; ;4; ; ; ;1;07;76;839,819900195856;76
3769618;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;07;76;1019,14372094114;76
3769618;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;30; ; ; ; ;30; ; ; ;1;07;76;1019,14372094114;76
3769619;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;07;76;839,819900195856;76
3769619;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;07;76;839,819900195856;76
3769619;1;3;1;90;2;2;2;2;2;2;1;2;2;1; ; ; ; ; ; ;2; ; ;4;1;07;76;839,819900195856;76
3769620;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;8; ; ; ; ; ; ;1;07;76;944,692634793948;76
3769620;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;24; ; ; ; ; ; ;1;07;76;944,692634793948;76
3769620;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;4; ;12; ; ; ; ; ; ;1;07;76;944,692634793948;76
3769621;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;2; ;8; ; ; ; ; ; ;1;07;76;721,782498097292;76
3769621;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;32; ;32; ; ; ; ; ; ;1;07;76;721,782498097292;76
3769621;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;07;76;721,782498097292;76
3769622;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;16; ;15; ; ; ; ; ; ;1;07;76;914,987383571069;76
3769623;1;1;1;90;2;1;2;2;1;2;2;2;2;1; ;5; ; ;10; ; ; ; ;4;1;07;76;735,66356282578;76
3769623;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;07;76;735,66356282578;76
3769624;1;1;1;90;2;1;1;2;2;2;1;2;2;1; ;20;40; ; ; ;3; ; ;5;1;07;76;873,493635619365;76
3769625;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;76;647,265645560481;76
3769625;2;1;2;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;76;647,265645560481;76
3769626;1;1;1;90;2;2;2;1;2;2;2;2;2;2; ; ; ;18; ; ; ; ; ; ;1;07;76;1077,11228622564;76
3769626;1;2;1;90;2;1;2;1;2;2;1;2;2;2; ;12; ;30; ; ;2; ; ; ;1;07;76;1077,11228622564;76
3769627;1;1;1;90;2;1;2;2;1;2;2;2;2;1; ;12; ; ;7; ; ; ; ;8;1;07;76;914,987383571069;76
3769628;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;07;76;763,276246048996;76
3769628;1;2;1;90;2;1;2;2;2;2;2;2;2;1; ;15; ; ; ; ; ; ; ;5;1;07;76;763,276246048996;76
3769628;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;07;76;763,276246048996;76
3769629;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;07;76;1077,11228622564;76
3769629;1;2;1;90;2;1;2;2;2;1;2;2;2;2; ;10; ; ; ;1; ; ; ; ;1;07;76;1077,11228622564;76
3769638;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;07;08;1022,25601220934;08
3769638;1;2;1;90;2;1;2;1;2;2;1;2;2;2; ;10; ;5; ; ;4; ; ; ;1;07;08;1022,25601220934;08
3769638;1;3;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;25; ; ; ; ; ; ;1;07;08;1022,25601220934;08
3769640;1;1;1;90;2;1;2;2;2;2;2;1;2;2; ;5; ; ; ; ; ;1; ; ;1;07;08;493,613696195121;08
3769640;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;08;493,613696195121;08
3769641;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;3; ;3; ; ; ; ; ; ;1;07;08;1312,08634095161;08
3769641;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;1;07;08;1312,08634095161;08
3769642;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;07;08;1058,55275095075;08
3769643;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;07;50;220,889320436594;50
3769643;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;07;50;220,889320436594;50
3769644;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;07;50;184,26627017788;50
3769645;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;07;50;173,436951876626;50
3769645;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;1;07;50;173,436951876626;50
