Directorio;Secuencia_p;Orden;Regis;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6290;P6290s1;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Clase;Dpto;Fex_c_2011
186338;2;3;50;3;3; ;2;2;2;2; ; ;1;8; ;2; ;2; ; ;2;63;1202,72841969034
186339;2;1;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1305,34762456253
186340;2;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;63;1267,48434036981
186340;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1267,48434036981
186340;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1267,48434036981
186341;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1510,91950734336
186341;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1510,91950734336
186341;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1510,91950734336
186341;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1510,91950734336
186341;3;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1510,91950734336
186573;2;1;50;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;738,053427307308
186573;2;2;50;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;50;738,053427307308
186573;2;3;50;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;50;738,053427307308
186573;2;4;50;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;50;738,053427307308
186574;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;937,728393887051
186574;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;937,728393887051
186575;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;399,42419609961
186575;2;2;50;2;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;50;399,42419609961
186575;2;3;50;2;4; ;2;2;2;2; ; ;1;2; ;1;2; ; ; ;2;50;399,42419609961
186576;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;885,826905242297
186576;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;885,826905242297
186577;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;966,191658174478
186577;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;966,191658174478
186577;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;966,191658174478
186577;2;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;966,191658174478
186578;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;368,585741437763
186578;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;50;368,585741437763
186580;2;1;50;1;6;ENFERMO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1095,27229153194
186581;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;560,995767278231
186581;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;560,995767278231
186581;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;560,995767278231
186582;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;677,524169060198
186582;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;677,524169060198
186583;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;808,283843293235
186583;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;808,283843293235
186583;2;3;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;808,283843293235
186583;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;808,283843293235
186583;2;5;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;808,283843293235
186584;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;774,234541299397
186584;2;2;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;50;774,234541299397
186584;2;3;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;774,234541299397
186585;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;609,037296701308
186585;2;2;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;609,037296701308
186585;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;609,037296701308
186585;2;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;609,037296701308
186586;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;595,239203457676
186586;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;595,239203457676
186587;2;1;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;931,778438944284
186587;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;931,778438944284
186588;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;643,280732880753
186588;2;2;50;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;50;643,280732880753
186588;2;3;50;2;6;JUGANDO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;643,280732880753
186589;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;731,840076207852
186589;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;731,840076207852
186589;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;731,840076207852
186589;2;4;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;731,840076207852
186589;2;5;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;731,840076207852
186590;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;764,102273091836
186590;2;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;764,102273091836
186590;2;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;764,102273091836
186591;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;460,147588532327
186591;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;460,147588532327
186592;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;643,280732880753
186592;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;643,280732880753
186592;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;643,280732880753
186593;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;782,431200433008
186593;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;782,431200433008
186593;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;782,431200433008
186593;2;4;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;782,431200433008
186594;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1112,06874480199
186594;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1112,06874480199
186594;2;3;50;2;4; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;50;1112,06874480199
186595;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;466,223072851676
186595;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;466,223072851676
186596;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;772,296863486753
186596;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;772,296863486753
186596;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;772,296863486753
186597;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;368,585741437763
186597;2;2;50;2;4; ;2;2;2;2; ; ;1;7; ;1;2; ; ; ;2;50;368,585741437763
186597;2;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;368,585741437763
186597;2;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;368,585741437763
186597;2;8;50;8;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;368,585741437763
186597;2;9;50;8;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;368,585741437763
186598;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;627,794644030296
186598;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;627,794644030296
187445;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1225,36901432016
187445;2;2;50;2;4; ;2;2;2;2; ; ;1;7; ;2; ;2; ; ;2;63;1225,36901432016
187445;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1225,36901432016
187445;2;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1225,36901432016
187880;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1279,22893441111
187880;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1279,22893441111
187880;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1279,22893441111
187880;2;4;50;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1279,22893441111
187881;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1328,28212015163
187881;2;2;50;2;4; ;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;17;1328,28212015163
187881;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1328,28212015163
187881;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1328,28212015163
187882;2;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;17;1601,79578552184
187882;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1601,79578552184
187882;2;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1601,79578552184
187882;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1601,79578552184
187882;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1601,79578552184
187882;3;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1601,79578552184
187883;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1520,90759872839
187883;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1520,90759872839
187883;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1520,90759872839
187884;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1240,7475743443
187884;2;2;50;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1240,7475743443
187884;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1240,7475743443
187885;2;1;50;1;6;EN   LA     CASA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1413,5815662472
187885;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1413,5815662472
187885;2;3;50;3;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;17;1413,5815662472
187886;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;778,903396362328
187886;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;778,903396362328
187886;2;3;50;3;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;17;778,903396362328
187886;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;778,903396362328
187886;2;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;778,903396362328
187886;2;8;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;778,903396362328
187887;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1155,41498787122
187887;2;2;50;2;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;17;1155,41498787122
187887;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;17;1155,41498787122
189173;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;1048,11270654064
189173;2;2;50;1;6;CUIDAR SUS NIETOS;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;54;1048,11270654064
189173;3;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;1048,11270654064
189173;3;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;1048,11270654064
189175;2;1;50;1;4; ;2;2;2;2; ; ;1;7; ;1;2; ; ; ;2;54;858,441788310953
189175;2;2;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;54;858,441788310953
189178;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;724,255334063676
189178;2;2;50;2;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;54;724,255334063676
189179;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;902,623358512353
189179;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;902,623358512353
189179;2;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;902,623358512353
189179;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;902,623358512353
189180;2;1;50;1;4; ;2;2;2;2; ; ;1;7; ;2; ;2; ; ;2;54;656,196881692602
189183;2;1;50;1;6;SE DEDICA AL CULTIVO PARA AUTOCONSUMO;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;1134,25763136484
189183;2;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;54;1134,25763136484
189183;2;3;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;54;1134,25763136484
189184;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;640,04808705212
189184;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;640,04808705212
189184;2;3;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;54;640,04808705212
189185;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;887,348339217816
189185;2;2;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;887,348339217816
189185;2;4;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;887,348339217816
189185;2;5;50;5;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;54;887,348339217816
189185;2;6;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;887,348339217816
189185;2;7;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;887,348339217816
189185;2;8;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;887,348339217816
189187;2;1;50;1;6;DESCANSANDO;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;888,478813174667
189187;2;2;50;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;54;888,478813174667
189187;2;3;50;2;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;888,478813174667
189187;2;4;50;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;54;888,478813174667
189188;2;1;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;815,80755881229
189188;2;2;50;2;4; ;2;2;2;2; ; ;1;13;FALTA DE DINERO PARA LOS PASAJES PARA IR A BUSCAR; ; ; ; ; ;2;54;815,80755881229
189188;2;3;50;3;3; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;54;815,80755881229
189188;2;4;50;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54;815,80755881229
189188;2;5;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;54;815,80755881229
189189;2;1;50;1;6;DESCANSAR POR ENFERMEDAD;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;54;1095,27229153194
189569;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1177,35147053992
189569;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1177,35147053992
189569;2;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1177,35147053992
189577;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1172,66446179824
189577;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1172,66446179824
189577;2;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1172,66446179824
189577;2;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1172,66446179824
189577;2;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1172,66446179824
189579;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1145,23607053677
189579;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1145,23607053677
189580;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1200,25136472151
189580;2;2;50;2;4; ;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;23;1200,25136472151
189580;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1200,25136472151
189580;2;4;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1200,25136472151
189580;2;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1200,25136472151
189581;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1150,01119150887
189581;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1150,01119150887
189581;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1150,01119150887
189596;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1275,13755844041
189597;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1187,5243004376
189597;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1187,5243004376
189597;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1187,5243004376
189597;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1187,5243004376
189598;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1844,80290476661
189598;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1844,80290476661
189603;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2576,20900633687
189603;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2576,20900633687
189603;2;3;50;3;6;ESTA ENFERMO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2576,20900633687
189604;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3555,60769545486
189604;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3555,60769545486
189604;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3555,60769545486
189604;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3555,60769545486
189604;2;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3555,60769545486
189606;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2630,42403424852
189606;3;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2630,42403424852
189606;3;2;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2630,42403424852
189608;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
189608;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;3257,42047966043
189608;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3257,42047966043
189608;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3257,42047966043
189608;2;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3257,42047966043
189609;2;1;50;1;6;ESTA ENFERMO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2207,00614056181
189609;2;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2207,00614056181
189609;2;3;50;3;6;ESTA ENFERMA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2207,00614056181
189611;2;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2866,54702711946
189611;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2866,54702711946
189611;2;3;50;3;4; ;2;2;2;2; ; ;1;2; ;1;1; ;4;1;2;23;2866,54702711946
189611;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2866,54702711946
189612;2;1;50;1;6;INCAPACITADO POR SENILIDAD;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3519,77355962441
189613;2;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2908,96383287485
189613;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2908,96383287485
189613;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2908,96383287485
189614;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3476,25795204763
189614;2;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3476,25795204763
189614;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3476,25795204763
189614;2;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3476,25795204763
189616;2;1;50;1;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;3499,02734063493
189616;2;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3499,02734063493
189616;2;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;3499,02734063493
189618;2;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2126,11812597151
189618;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2126,11812597151
189618;2;3;50;3;6;ESTA ENFERMA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2126,11812597151
189717;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1977,77633452095
189717;2;2;50;2;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;1977,77633452095
189717;2;3;50;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1977,77633452095
189717;2;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1977,77633452095
189718;2;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1191,25292280658
189718;2;2;50;2;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;23;1191,25292280658
189719;2;1;50;1;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2172,38235153136
189719;2;2;50;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2172,38235153136
189719;2;3;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2172,38235153136
189719;2;4;50;4;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2172,38235153136
189720;2;1;50;1;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;1201,63557797764
189720;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1201,63557797764
189720;2;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1201,63557797764
