Directorio;Secuencia_p;Orden;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Clase;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
192839;2;2;70;24;48;1; ;1;1;2;24;1; ;2;2;8; ;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;780000;2;53;77;1551;15;25;4948,98654815744
192843;2;1;70;24;24;8; ;1;1;2;96;8; ;3;2;2; ;1; ;2;11;NO  CONOCE EL SISTEMA; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0116;01;25;3181,75284292548
192843;2;4;70;3;48;8; ;1;1;2;3;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;50000;1;600000;2;62;58;7522;75;25;3181,75284292548
192853;2;2;70;2;30;3; ;1;1;2;20;3; ;1;2;5; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;288000;2;54;54;9500;95;25;3729,28634966734
193246;2;2;70;2;40;1; ;1;1;2;12;1; ;7;2;4; ;2; ;2;11;EL  TRABAJO  ERA  TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5261;52;25;7958,3812046707
193261;2;2;70;9;40;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;25;8803,21140192586
193473;2;4;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;17; ; ; ;25;7816,87821287862
193654;2;1;70;3;48;8; ;1;1;2;3;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;75000;1;1800000;2;62;62;0111;01;17;1044,48855814059
193658;2;1;70;8;48;1; ;2;2;2;48;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;550000;2;95;95;4521;45;17;1217,49193627811
193687;2;1;70;16;42;8; ;1;1;2;16;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;265000;2;62;62;0111;01;17;968,66124446604
194472;2;2;70;54;48;1; ;1;1;2;104;1; ;4;2;5; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;53;5521;55;73;6838,486141336
195454;2;4;70;8;56;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;13;1482,19486877383
195608;2;5;70;52;48;3; ;1;1;2;52;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;08;6936,52930562273
195756;2;3;70;36;48;3; ;1;1;2;36;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;100000;2;54;54;9500;95;19;2362,26603291113
195756;2;4;70;30;40;3; ;1;1;2;30;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;260000;2;54;54;9500;95;19;2362,26603291113
195758;2;3;70;1;40;3; ;1;1;2;1;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;48000;1;380000;2;54;54;9500;95;19;2364,34875216945
195802;2;4;70;3;1;1; ;1;1;2;3;8; ;3;2;12;LA FORMA DE TRABAJO NO EXIGE PAGO ALGUNO POR SALUD O PENSION;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;600000;2;55;62;0115;01;19;2779,3860073251
195839;2;3;70;2;40;3; ;1;1;2;12;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;2;53;53;5521;55;19;1943,26759524853
195864;2;1;70;32;40;1; ;1;1;2;32;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;98;62;0140;01;19;2718,31683038204
195887;2;4;70;56;40;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;19;1493,44512430946
195894;2;3;70;72;40;2; ;1;1;2;816;2; ;1;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;13;7512;75;19;1633,91493297061
195915;2;4;70;2;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;23;1334,50037155232
195922;2;3;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;23;1352,11254121663
195965;2;4;70;48;42;8; ;1;1;2;20;8; ;3;2;7; ;4; ;2;11;NO TENIA DINERO.; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;2;62;62;0121;01;23;3983,01348189122
195967;2;2;70;12;48;1; ;1;1;2;12;2; ;9;2;2; ;1; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;1500000;2;53;53;5521;55;23;3664,60381112729
195970;2;1;70;4;40;1; ;1;1;2;4;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;200000;1;1000000;2;95;95;4521;45;23;3664,08004710731
195970;2;3;70;8;54;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;23;3664,08004710731
195989;2;1;70;4;40;8; ;1;1;2;8;8; ;2;2;6; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0121;01;23;3519,77355962441
195990;2;1;70;8;40;8; ;1;1;2;10;1; ;3;2;5; ;1; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;250000;2;62;62;0121;01;23;2934,09854837043
195990;2;2;70;4;56;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;56; ; ; ;23;2934,09854837043
195997;2;2;70;3;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;23;3232,28576416485
195998;2;3;70;24;48;1; ;1;1;2;24;8; ;3;2;5; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;62;62;0121;01;23;4095,87433004977
195998;2;4;70;8;30;1; ;1;1;2;10;1; ;2;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;2;80;45;5262;52;23;4095,87433004977
195998;2;5;70;8;28;3; ;1;1;2;72;3; ;1;2;5; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;23;4095,87433004977
196010;2;4;70;8;40;1; ;1;1;2;8;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;816000;2;45;45;5239;52;66;1182,79890251843
196017;2;5;70;5;50;1; ;1;1;2;6;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;2;45;45;5233;52;66;1319,85784746037
196029;2;7;70;8;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;79; ; ; ;66;1485,46937683477
196681;2;2;70;24;56;3; ;1;1;2;364;1; ;3;2;5; ;1; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;54;53;5521;55;13;1745,18787005743
196687;2;2;70;8;48;2; ;1;1;2;72;2; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;44;44;8532;85;13;1615,28811940374
196688;2;4;70;8;56;3; ;1;1;2;104;3; ;1;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;13;1693,25845939043
196694;2;4;70;2;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;13;1828,09497905354
197211;2;2;70;5;48;3; ;1;1;2;96;1; ;8;2;4; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;55;1530;15;44;4723,75004003864
197391;2;1;70;3;48;1; ;2;1;2;3;1; ;3;2;12;POR   QUE   ES   UN  TRABAJO    TEMPORAL;9;UNA     HOJA    ADQ;2;11;ES  UN  TRABAJO    TEMPORAL; ; ; ; ; ; ; ; ;1; ;1;85000;1;2000000;2;95;77;1541;15;41;1416,54863993481
197626;2;1;70;12;12;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;827,299725536481
197626;2;3;70;8;48;3; ;1;1;2;58;3; ;1;2;3; ;8; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;44;827,299725536481
197626;2;4;70;36;8;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;827,299725536481
197629;2;3;70;24;48;2; ;2;2;2;48;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;450000;2;03;44;6421;64;44;471,556171414033
197629;2;4;70;12;40;2; ;2;2;2;12;6; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;13;45;5223;52;44;471,556171414033
197637;2;2;70;7;40;2; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;44;497,391604500364
197656;2;4;70;3;48;2; ;1;1;2;8;2; ;5;2;5; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7470000;2;13;13;7512;75;44;303,26780754339
197677;2;2;70;5;38;3; ;1;1;2;4;3; ;1;2;2; ;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;44;746,371300595669
197684;2;2;70;48;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;44;732,708288861674
197704;2;2;70;4;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;44;691,973613269798
197715;3;2;70;4;56;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;675,453839695824
197715;3;3;70;16;42;1; ;1;1;2;96;1; ;6;2;6; ;4; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;84;84;5020;50;44;675,453839695824
197719;2;3;70;6;56;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;44;955,975009438696
197731;2;1;70;48;8;2; ;1;1;2;48;1; ;6;1; ;.;1; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;00;39;9231;92;44;467,613737564674
197732;2;2;70;72;48;8; ;1;1;2;480;8; ;4;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;44;1191,25292280658
197733;2;2;70;12;48;1; ;2;2;2;240;4; ;1;2;3; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;98;6031;60;44;1463,44454236157
197736;2;3;70;8;48;1; ;1;1;2;2;1; ;9;2;2; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;98;98;0113;01;44;1388,11723928432
197769;2;3;70;8;70;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;79; ; ; ;52;3168,33212608034
197777;2;3;70;52;40;4; ;1;1;2;8;4; ;1;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;2;62;62;0111;01;52;1972,19824669929
197785;2;2;70;52;40;3; ;1;1;2;4;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;300000;2;54;55;9500;95;52;2491,54611919722
197788;2;3;70;52;48;4; ;1;1;2;52;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;37;61;0111;01;52;3738,7941345294
197788;2;4;70;60;48;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;98;61;0111;01;52;3738,7941345294
197791;2;4;70;16;40;4; ;1;1;2;16;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;61;61;0111;01;52;3302,33714047176
197794;2;3;70;52;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;57; ; ; ;52;2348,62143339052
197796;2;5;70;52;40;4; ;1;1;2;3;4; ;1;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;30000;1;300000;2;61;61;0140;01;52;1939,17735547111
197797;2;2;70;2;40;3; ;1;1;2;16;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;200000;2;54;61;0111;01;52;2657,542979968
197806;2;4;70;52;48;4; ;1;1;2;104;4; ;8;2;2; ;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;32;7512;75;52;1311,59592724564
197807;2;2;70;104;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;52;2433,97697761692
197808;2;3;70;52;40;1; ;2;2;2;52;1; ;6;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;2; ;2;84;97;1810;18;52;1999,31441683643
197809;2;4;70;104;40;1; ;2;2;2;104;4; ;1;2;2; ;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;61;0111;01;52;1311,59592724564
197809;2;5;70;156;40;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;13; ; ; ;52;1311,59592724564
197837;2;2;70;104;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;52;2615,32071161703
197837;2;3;70;26;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;52;2615,32071161703
197840;2;3;70;8;40;1; ;2;1;2;8;1; ;5;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;53;53;5521;55;52;3373,00581320841
197860;2;4;70;6;45;1; ;1;1;2;24;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;62;62;0140;01;52;3662,9231075385
197860;2;5;70;16;50;4; ;1;1;2;36;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;62;62;0140;01;52;3662,9231075385
197862;2;9;70;4;50;4; ;1;1;2;2;4; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;20000;1;500000;2;61;61;0140;01;52;2983,44295008654
197988;2;2;70;2;48;8; ;1;1;2;104;1; ;9;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;97;0123;01;68;641,730700912753
198059;2;3;70;4;48;1; ;1;1;2;4;1; ;4;2;4; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;600000;2;62;62;0118;01;47;647,994140911717
198067;2;4;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;47;540,270587351143
198104;2;5;70;2;48;1; ;1;1;2;2;1; ;2;2;5; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;500000;2;62;62;0121;01;47;336,069458450811
198106;2;1;70;200;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;47;744,06024328599
198126;2;3;70;4;40;1; ;1;1;2;5;2; ;4;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;2; ;2;07;07;8511;85;47;698,360112521506
198131;2;3;70;2;40;1; ;1;1;2;2;8; ;2;2;4; ;8; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;130000;1;2000000;2;62;62;0121;01;47;382,757562120443
198145;2;3;70;4;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;47;480,067220011716
198169;2;3;70;18;40;1; ;1;1;2;144;2; ;8;2;8; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;32;58;7524;75;47;631,236053483672
198211;2;5;70;15;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;44; ; ; ;47;478,18080759053
198273;2;3;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;47;518,653949903149
198292;2;4;70;48;48;1; ;2;2;2;48;1; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;44;44;8512;85;15;530,28585388873
198295;2;4;70;1;48;1; ;1;1;2;1;1; ;2;2;2; ;1; ;2;6; ; ; ; ; ; ; ;1; ; ; ;1;200000;1;2000000;2;45;45;5211;52;15;1205,47253636091
198317;2;7;70;12;48;2; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;15;1884,47783828911
198317;2;10;70;8;48;1; ;1;1;2;24;1; ;2;2;2; ;4; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5224;52;15;1884,47783828911
198323;2;4;70;1;48;8; ;1;1;2;1;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;288000;1;1300000;2;62;62;0114;01;15;1800,2191576107
198353;2;5;70;6;48;8; ;1;1;2;6;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;128000;2;62;62;0114;01;15;1360,02597815411
198353;2;7;70;3;48;8; ;1;1;2;3;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;24000;1;500000;2;62;62;0114;01;15;1360,02597815411
198396;2;3;70;6;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;15;940,071004633494
198401;2;3;70;120;48;3; ;1;1;2;120;3; ;1;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;54;9500;95;15;722,531711526621
198401;2;4;70;12;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;15;722,531711526621
