DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5005690;1;2;1;10;2;2;4;1991;28;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;1;1;6;6;4; ;05;17;09;05;1136,22817328624
5005691;1;1;1;10;1;2;7;1941;78;1;6;3; ;3; ; ; ;1; ; ;1;2;150000;2;1;2; ;6;5;4; ;05;16;09;05;1179,65247019145
5005691;1;2;1;10;1;2;1;1933;86;5;6;3; ;3; ; ; ;1; ; ;1;3;98;2;1;2; ;6;5;4; ;05;16;09;05;1179,65247019145
5005692;1;1;1;10;1;2;1;1940;79;1;5;3; ;3; ; ; ;1; ; ;1;2;559500;2;1;2; ;5;11;2; ;05;11;09;05;1154,48721155521
5005693;1;1;1;10;1;2;8;1962;57;1;5;2; ;3; ; ; ;1; ; ;1;3;103600;2;1;2; ;3;3; ; ;05;3;09;05;1011,01691360038
5005693;1;2;1;10;2;2;9;1984;35;3;6;2; ;1;1; ; ;1; ; ;1;1;45700;2;1;2; ;6;2;3; ;05;13;09;05;1011,01691360038
5005693;1;3;1;10;3;2;4;1995;24;3;2;3; ;1;1;2; ;2;1;24; ; ; ;2;1;2; ;6;3;2;2;05;14;09;05;1011,01691360038
5005693;1;4;1;10;3;1;8;2010;9;4; ;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;2;3;2; ; ;05;2;09;05;1011,01691360038
5005693;1;5;1;10;5;1;12;1980;38;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;05;7;09;05;1011,01691360038
5005694;1;1;1;10;1;2;8;1954;65;1;4;3; ;3; ; ; ;1; ; ;1;2;150000;2;1;2; ;6;5;4; ;05;16;09;05;1154,48721155521
5005695;1;1;1;10;1;2;11;1956;62;1;4;3; ;1;2; ; ;1; ; ;1;2;200000;2;1;2; ;5;11;2; ;05;11;09;05;1179,65247019145
5005695;1;2;1;10;1;2;11;1929;89;5;5;3; ;3; ; ; ;1; ; ;1;2;99400;2;1;2; ;5;11;2; ;05;11;09;05;1179,65247019145
5005696;1;1;1;10;1;2;7;1953;66;1;4;3; ;3; ; ; ;1; ; ;1;2;180000;2;1;2; ;6;3;3; ;05;14;09;05;1278,61286336328
5005696;1;2;1;10;2;1;5;1984;35;3;6;2; ;1;1; ; ;1; ; ;1;3;113500;2;1;2; ;5;11;2; ;05;11;09;05;1278,61286336328
5005696;1;3;1;10;3;1;9;1954;65;5;6;3; ;3; ; ; ;1; ; ;1;2;99400;2;1;2; ;5;11;2; ;05;11;09;05;1278,61286336328
5005697;1;1;1;10;1;1;1;1931;88;1;5;3; ;3; ; ; ;1; ; ;1;2;99374;2;1;2; ;3;4; ; ;05;4;09;05;1304,72295724927
5005697;1;2;1;10;2;1;5;1958;61;3;4;1;1;3; ; ; ;1; ; ;2;4; ;2;1;2; ;6;15;5; ;05;26;09;05;1304,72295724927
5005697;1;3;1;10;3;2;1;1962;57;3;4;1;1;3; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1304,72295724927
5005698;1;1;1;10;1;1;6;1973;46;1;2;3; ;2; ;1;2;1; ; ;1;1;150000;2;1;2; ;6;7;5; ;05;18;09;05;1136,22817328624
5005698;1;2;1;10;2;2;2;1984;35;2;2;3; ;2; ;1;1;1; ; ;1;9; ;2;1;2; ;6;5;4; ;05;16;09;05;1136,22817328624
5005699;1;1;1;10;1;2;12;1937;81;1;5;3; ;3; ; ; ;1; ; ;1;2;99373;2;1;2; ;4;8; ; ;05;8;09;05;1112,38565296144
5005699;1;2;1;10;2;2;12;1984;34;6;6;2; ;3; ; ; ;1; ; ;1;4; ;2;1;2; ;6;2;3; ;05;13;09;05;1112,38565296144
5005700;1;1;1;10;1;2;3;1949;70;1;4;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;05;7;09;05;1203,49499051625
5005700;1;2;1;10;2;1;6;1981;38;3;6;2; ;1;1; ; ;1; ; ;1;1;40000;2;1;2; ;4;7; ; ;05;7;09;05;1203,49499051625
5005701;1;1;1;10;1;1;3;1987;32;1;2;2; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;5;11;2; ;05;11;09;05;1246,9337607501
5005701;1;2;1;10;2;2;12;1983;35;2;2;2; ;2; ;1;1;1; ; ;1;1;33125;2;1;2; ;6;2;3; ;05;13;09;05;1246,9337607501
5005701;1;3;1;10;2;2;1;2003;16;3;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;05;10;09;05;1246,9337607501
5005701;1;4;1;10;2;2;6;2019;0;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;09;05;1246,9337607501
5005702;1;1;1;10;1;2;2;1965;54;1;6;3; ;3; ; ; ;1; ; ;1;3;350000;1;1;2; ;6;5;4; ;05;16;09;05;1087,2203943252
5005703;1;1;1;10;1;1;11;1980;38;1;1;2; ;2; ;1;2;1; ; ;1;1;48000;2;1;2; ;3;2; ; ;05;2;09;05;1136,22817328624
5005703;1;2;1;10;2;2;11;1987;31;2;1;2; ;2; ;1;1;1; ; ;1;2;99000;2;1;2; ;5;11;2; ;05;11;09;05;1136,22817328624
5005704;1;1;1;10;1;2;10;1961;57;1;4;2; ;3; ; ; ;1; ; ;1;1;240000;2;1;2; ;6;3;3; ;05;14;09;05;1154,48721155521
5005705;1;1;1;10;1;2;5;1977;42;1;6;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;913,575078918316
5005705;1;2;1;10;2;2;7;1996;23;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;09;05;913,575078918316
5005706;1;1;1;10;1;1;4;1946;73;1;3;3; ;3; ;1;2;1; ; ;1;3;140000;2;1;2; ;6;5;4; ;05;16;09;05;1229,60508440224
5005706;1;2;1;10;2;2;11;1951;67;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1229,60508440224
5005707;1;1;1;10;1;1;7;1950;69;1;3;3; ;3; ;1;2;1; ; ;1;2;250000;2;1;2; ;5;11;2; ;05;11;09;05;1229,60508440224
5005707;1;2;1;10;2;2;8;1954;65;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1229,60508440224
5005708;1;1;1;10;1;2;9;1941;77;1;4;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;05;8;09;05;1161,39343192248
5005708;1;2;1;10;2;2;5;1967;52;3;6;2; ;1;1; ; ;1; ; ;1;3;150000;2;1;2; ;6;5;4; ;05;16;09;05;1161,39343192248
5005708;1;3;1;10;3;1;7;1973;46;3;6;2; ;1;1; ; ;1; ; ;1;1;44000;2;1;2; ;6;5;4; ;05;16;09;05;1161,39343192248
5005709;1;1;1;10;1;2;12;1983;35;1;2;2; ;2; ;2; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;09;05;1329,46973860217
5005709;1;2;1;10;1;2;9;2009;9;3; ;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;05;3;09;05;1329,46973860217
5005709;1;3;1;10;3;2;1;1990;29;5;6;2; ;2; ; ; ;1; ; ;3; ; ;1;1;2; ;5;11;2; ;05;11;09;05;1329,46973860217
5005710;1;1;1;10;1;1;3;1987;32;1;2;2; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;09;05;1136,22817328624
5005710;1;2;1;10;2;2;11;1986;32;2;2;2; ;2; ;1;1;1; ; ;1;1;33125;2;1;1;1;6;0;2;2;05;11;09;05;1136,22817328624
5005711;1;1;1;10;1;1;3;1993;26;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1420,57907615698
5005711;1;2;1;10;2;2;2;1989;30;2;2;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;09;05;1420,57907615698
5005711;1;3;1;10;2;2;3;2014;5;3; ;1;1;1;2; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;05;0;09;05;1420,57907615698
5005713;1;1;1;10;1;1;10;1958;60;1;5;2; ;3; ; ; ;1; ; ;1;2;228800;2;1;2; ;6;7;4; ;05;18;09;05;1141,23260871931
5005713;1;2;1;10;2;1;8;1997;22;3;6;1;1;3; ; ; ;1; ; ;1;2;88800;2;1;1;1;6;4;2;2;05;15;09;05;1141,23260871931
5005713;1;3;1;10;3;2;8;1961;58;6;6;3; ;2; ; ; ;1; ; ;1;1;33125;2;1;2; ;3;5; ; ;05;5;09;05;1141,23260871931
5005714;1;1;1;10;1;1;12;1955;63;1;3;3; ;3; ;1;2;1; ; ;1;2;380000;2;1;2; ;6;3;3; ;05;14;09;05;1278,61286336328
5005714;1;2;1;10;2;2;10;1958;60;2;3;3; ;3; ;1;1;1; ; ;1;2;99373;2;1;2; ;4;9; ; ;05;9;09;05;1278,61286336328
5005714;1;3;1;10;3;1;2;1993;26;3;6;1;1;1;2; ; ;1; ; ;1;1;72000;2;1;2; ;6;5;4; ;05;16;09;05;1278,61286336328
5005715;1;1;1;10;1;1;10;1976;42;1;2;3; ;2; ;1;2;1; ; ;1;4; ;2;1;2; ;5;11;2; ;05;11;09;05;1047,8556976033
5005715;1;2;1;10;2;2;12;1979;39;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1047,8556976033
5005715;1;3;1;10;3;1;7;2007;12;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;4;0; ; ;05;5;09;05;1047,8556976033
5005716;1;1;1;10;1;2;9;1945;73;1;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;9; ; ;05;9;09;05;1186,55869055871
5005716;1;2;1;10;2;1;1;1983;36;3;6;3; ;1;1; ; ;1; ; ;1;3;103600;2;1;2; ;6;5;4; ;05;16;09;05;1186,55869055871
5005716;1;3;1;10;3;2;8;1937;82;5;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;9; ; ;05;9;09;05;1186,55869055871
5005716;1;4;1;10;4;2;5;1965;54;5;6;3; ;1;3; ; ;1; ; ;1;3;103600;2;1;2; ;6;5;4; ;05;16;09;05;1186,55869055871
5005717;1;1;1;10;1;1;12;1956;62;1;4;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;05;8;09;05;1229,60508440224
5005717;1;2;1;10;2;2;10;1955;63;5;4;3; ;3; ; ; ;1; ; ;1;3;103600;2;1;2; ;6;1;3; ;05;12;09;05;1229,60508440224
5005718;1;1;1;10;1;2;9;1992;27;1;2;2; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;6;2;3; ;05;13;09;05;1329,7364156826
5005718;1;2;1;10;2;1;11;1997;21;2;2;3; ;2; ;1;1;2;1;7; ; ; ;2;1;1;2;4;7; ; ;05;7;09;05;1329,7364156826
5005718;1;3;1;10;1;1;4;2009;10;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;05;3;09;05;1329,7364156826
5005718;1;4;1;10;1;1;1;2014;5;3; ;2; ;1;1; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;05;0;09;05;1329,7364156826
5005718;1;5;1;10;1;2;5;2016;3;3; ;3; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;09;05;1329,7364156826
5005719;1;1;1;10;1;2;11;1968;50;1;4;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;878,379740691805
5005719;1;2;1;10;2;1;3;1991;28;3;6;2; ;1;1; ; ;1; ; ;1;3;103600;2;1;2; ;6;5;4; ;05;16;09;05;878,379740691805
5005719;1;3;1;10;3;2;10;1992;26;3;6;2; ;1;1; ; ;2;1;7; ; ; ;2;1;1;1;6;3;2;2;05;14;09;05;878,379740691805
5005719;1;4;1;10;4;2;8;1994;25;3;6;2; ;1;1; ; ;1; ; ;1;1;48000;2;1;1;1;6;3;2;2;05;14;09;05;878,379740691805
5005719;1;5;1;10;5;2;10;1997;21;3;6;2; ;1;1; ; ;2;1;1; ; ; ;2;1;1;1;6;1;2;2;05;12;09;05;878,379740691805
5005720;1;1;1;10;1;2;12;1987;31;1;6;2; ;2; ; ; ;1; ; ;1;1;54000;2;1;2; ;6;5;4; ;05;16;09;05;1135,65445004623
5005720;1;2;1;10;1;1;6;2015;4;3; ;2; ;1;1; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;05;0;09;05;1135,65445004623
5005720;1;3;1;10;3;2;2;1931;88;5;6;3; ;3; ; ; ;1; ; ;1;2;99700;2;1;2; ;5;11;2; ;05;11;09;05;1135,65445004623
5005721;1;1;1;10;1;1;3;1971;48;1;2;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;05;3;09;05;962,582857879352
5005721;1;2;1;10;2;2;11;1973;45;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;962,582857879352
5005721;1;3;1;10;1;2;5;2004;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;05;5;09;05;962,582857879352
5005722;1;1;1;10;1;2;1;1987;32;1;4;2; ;2; ; ; ;2;2; ; ; ; ;2;1;2; ;6;4;3; ;05;15;09;05;1087,2203943252
5005723;1;1;1;10;1;1;2;1976;43;1;6;2; ;2; ; ; ;1; ; ;1;3;300000;2;1;2; ;6;8;5; ;05;19;09;05;1227,33751084105
5005723;1;2;1;10;2;1;3;1986;33;9;6;2; ;2; ; ; ;1; ; ;1;1;130000;2;1;2; ;6;5;4; ;05;16;09;05;1227,33751084105
5005724;1;1;1;10;1;1;8;1973;46;1;2;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;6;5;4; ;05;16;09;05;1136,22817328624
5005724;1;2;1;10;2;2;5;1980;39;2;2;3; ;2; ;1;1;1; ; ;1;3;120000;2;1;2; ;6;3;3; ;05;14;09;05;1136,22817328624
5005725;1;1;1;10;1;1;10;1977;41;1;4;3; ;3; ; ; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;09;05;1178,32973188001
5005726;1;1;1;10;1;1;6;1981;38;1;2;2; ;2; ;1;2;1; ; ;1;1;600000;2;1;2; ;6;7;5; ;05;18;09;05;1159,49697037103
5005726;1;2;1;10;2;2;6;1985;34;2;2;2; ;2; ;1;1;1; ; ;1;1;204000;2;1;2; ;6;7;5; ;05;18;09;05;1159,49697037103
5005726;1;3;1;10;2;1;11;2017;1;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;09;05;1159,49697037103
5005727;1;1;1;10;1;1;4;1983;36;1;6;2; ;2; ; ; ;1; ; ;1;1;100000;2;1;1;1;6;5;4; ;05;16;09;05;1178,32973188001
5005728;1;1;1;10;1;2;9;1948;70;1;5;3; ;3; ; ; ;1; ; ;1;2;99400;2;1;2; ;4;9; ; ;05;9;09;05;1154,48721155521
5005729;1;1;1;10;1;2;12;1929;89;1;5;3; ;3; ; ; ;1; ; ;1;2;99400;2;1;2; ;1;0; ; ;05;0;09;05;887,443776308187
5005729;1;2;1;10;2;2;10;1951;67;3;6;3; ;1;1; ; ;1; ; ;1;2;99400;2;1;2; ;1;0; ; ;05;0;09;05;887,443776308187
5005729;1;3;1;10;3;2;7;1955;64;3;6;3; ;1;1; ; ;1; ; ;1;2;99400;2;1;2; ;3;5; ; ;05;5;09;05;887,443776308187
5005729;1;4;1;10;4;2;5;1973;46;3;3;3; ;1;1;1;5;1; ; ;1;1;40000;2;1;2; ;6;7;3; ;05;18;09;05;887,443776308187
5005729;1;5;1;10;5;1;5;1962;57;9;3;2; ;3; ;1;4;1; ; ;1;5; ;2;1;2; ;6;5;3; ;05;16;09;05;887,443776308187
5005729;1;6;1;10;6;1;8;1996;23;4;6;1;5;1;4; ; ;1; ; ;1;5; ;2;1;1;2;6;5;2;2;05;16;09;05;887,443776308187
5005729;1;7;1;10;7;1;9;1998;20;4;6;1;5;1;4; ; ;1; ; ;1;5; ;2;1;1;2;6;3;2;2;05;14;09;05;887,443776308187
5005729;1;8;1;10;8;2;12;2001;17;4;6;1;5;1;4; ; ;1; ; ;1;5; ;2;1;1;2;6;0;2;2;05;11;09;05;887,443776308187
5005730;1;1;1;10;1;2;1;1950;69;1;4;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;1; ; ;05;1;09;05;1154,48721155521
5005731;1;1;1;10;1;1;1;1962;57;1;3;3; ;3; ;1;2;1; ; ;1;1;520000;2;1;2; ;6;5;4; ;05;16;09;05;1229,60508440224
5005731;1;2;1;10;2;2;2;1958;61;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;6;5;4; ;05;16;09;05;1229,60508440224
5005732;1;1;1;10;1;2;11;1994;24;1;6;2; ;2; ; ; ;1; ; ;1;3;103000;2;1;2; ;5;11;2; ;05;11;09;05;564,660976459488
5005732;1;2;1;10;1;1;4;2012;7;3; ;2; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;05;0;09;05;564,660976459488
5005732;1;3;1;10;3;2;9;1985;34;5;4;2; ;2; ; ; ;2;1;9; ; ; ;2;1;2; ;6;1;2;2;05;12;09;05;564,660976459488
5005732;1;4;1;10;4;2;10;2004;14;5;6;2; ;1;3; ; ;2;1;8; ; ; ;2;1;1;1;4;8; ; ;05;8;09;05;564,660976459488
5005732;1;5;1;10;6;1;10;2006;12;5;6;2; ;1;3; ; ;2;1;8; ; ; ;2;1;1;1;4;6; ; ;05;6;09;05;564,660976459488
5005732;1;6;1;10;6;1;8;1995;24;5;6;2; ;2; ; ; ;2;1;4; ; ; ;2;1;2; ;5;11;2; ;05;11;09;05;564,660976459488
5005732;1;7;1;10;7;1;6;2000;19;5;6;2; ;2; ; ; ;2;1;5; ; ; ;2;1;2; ;5;11;2; ;05;11;09;05;564,660976459488
5005733;1;1;1;10;1;2;3;1998;21;1;6;2; ;2; ; ; ;1; ; ;1;1;43060;2;1;2; ;6;2;3; ;05;13;09;05;955,676637512089
5005734;1;1;1;10;1;2;3;1943;76;1;5;3; ;3; ; ; ;1; ; ;1;2;99400;2;1;2; ;3;5; ; ;05;5;09;05;1115,12251483331
5005734;1;2;1;10;2;1;5;1966;53;3;4;3; ;1;1; ; ;1; ; ;1;1;35000;2;1;2; ;5;11;2; ;05;11;09;05;1115,12251483331
5005734;1;3;1;10;3;1;5;1995;24;4;6;2; ;2; ; ; ;1; ; ;1;1;40000;2;1;2; ;6;1;3; ;05;12;09;05;1115,12251483331
5005735;1;1;1;10;1;1;12;1967;51;1;3;3; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;3;5; ; ;05;5;09;05;959,483221920369
5005735;1;2;1;10;2;2;9;1970;49;2;3;2; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;6;2;3; ;05;13;09;05;959,483221920369
5005735;1;3;1;10;3;1;8;1995;24;3;6;1;1;1;2; ; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;09;05;959,483221920369
5005735;1;4;1;10;4;1;10;2001;17;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;6;0;2;2;05;11;09;05;959,483221920369
5005736;1;1;1;10;1;2;9;1959;60;1;4;3; ;2; ; ; ;1; ; ;1;1;33125;2;1;2; ;4;8; ; ;05;8;09;05;1377,9037943232
5005736;1;2;1;10;2;2;3;1986;33;3;6;2; ;1;1; ; ;1; ; ;1;1;42000;2;1;2; ;5;11;2; ;05;11;09;05;1377,9037943232
5005736;1;3;1;10;2;1;5;2012;7;4; ;2; ;1;2; ; ;1; ; ;1;5; ;2;2;1;2;3;0; ; ;05;0;09;05;1377,9037943232
5005736;1;4;1;10;4;2;8;1991;28;3;6;2; ;1;1; ; ;1; ; ;1;1;51240;2;1;2; ;5;11;2; ;05;11;09;05;1377,9037943232
5005736;1;5;1;10;1;2;3;2010;9;4; ;2; ;1;4; ; ;1; ; ;1;5; ;2;1;1;2;3;3; ; ;05;3;09;05;1377,9037943232
5005737;1;1;1;10;1;1;9;1980;39;1;1;3; ;2; ;1;2;1; ; ;1;3;98;2;1;1;1;6;5;4; ;05;16;09;05;1136,22817328624
5005737;1;2;1;10;2;2;5;1990;29;2;1;2; ;2; ;1;1;1; ; ;1;1;320000;2;1;2; ;6;5;4; ;05;16;09;05;1136,22817328624
5005738;1;1;1;10;1;1;10;1955;63;1;3;3; ;2; ;1;2;1; ; ;1;3;500000;2;1;2; ;5;11;2; ;05;11;09;05;1229,60508440224
5005738;1;2;1;10;2;2;6;1958;61;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;09;05;1229,60508440224
5005739;1;1;1;10;1;1;8;1987;32;1;6;2; ;2; ; ; ;1; ; ;1;3;103515;2;1;1;1;6;6;4; ;05;17;09;05;1178,32973188001
5005740;1;1;1;10;1;1;9;1952;67;1;2;3; ;3; ;1;2;1; ; ;1;2;98;2;1;2; ;6;2;2;2;05;13;09;05;1162,33826717223
5005740;1;2;1;10;2;2;6;1970;49;2;2;2; ;2; ;1;1;1; ; ;1;3;113500;2;1;2; ;3;5; ; ;05;5;09;05;1162,33826717223
5005741;1;1;1;10;1;1;5;1981;38;1;3;2; ;2; ;1;2;1; ; ;1;1;192000;2;1;2; ;6;6;5; ;05;17;09;05;1443,84787324178
5005741;1;2;1;10;2;2;4;1986;33;2;3;2; ;3; ;1;1;1; ; ;1;1;88000;2;1;2; ;6;5;4; ;05;16;09;05;1443,84787324178
5005741;1;3;1;10;1;1;3;2012;7;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;3;1; ; ;05;1;09;05;1443,84787324178
5005741;1;4;1;10;1;2;7;2016;3;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;09;05;1443,84787324178
5005742;1;1;1;10;1;2;9;1951;67;1;6;3; ;3; ; ; ;1; ; ;2;4; ;2;1;2; ;6;3;3; ;05;14;09;05;1112,38565296144
5005742;1;2;1;10;2;2;2;1978;41;3;6;3; ;1;1; ; ;1; ; ;1;3;160000;2;1;2; ;6;10;5; ;05;21;09;05;1112,38565296144
5005743;1;1;1;10;1;1;4;1962;57;1;6;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;09;05;1279,55769861303
5005743;1;2;1;10;2;1;7;1950;69;5;6;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;09;05;1279,55769861303
5005744;1;1;1;10;1;1;5;1988;31;1;2;2; ;2; ;1;2;1; ; ;1;1;340000;2;1;2; ;6;4;4; ;05;15;09;05;1136,22817328624
5005744;1;2;1;10;2;2;5;1989;30;2;2;2; ;2; ;1;1;1; ; ;1;4; ;2;1;2; ;6;4;4; ;05;15;09;05;1136,22817328624
5005745;1;1;1;10;1;2;6;1950;69;1;6;3; ;3; ; ; ;1; ; ;1;3;103600;2;1;2; ;5;11;2; ;05;11;09;05;1154,48721155521
5005746;1;1;1;10;1;1;5;1988;31;1;3;2; ;2; ;1;2;1; ; ;1;3;250000;2;1;2; ;6;5;4; ;05;16;09;05;1136,22817328624
5005746;1;2;1;10;2;2;2;1991;28;2;3;2; ;2; ;1;1;1; ; ;1;3;230000;2;1;2; ;6;5;4; ;05;16;09;05;1136,22817328624
5005747;1;1;1;10;1;1;6;1985;34;1;6;2; ;2; ; ; ;1; ; ;1;3;103515;2;1;1;1;6;4;3; ;05;15;09;05;1178,32973188001
5005748;1;1;1;10;1;2;6;1964;55;1;6;3; ;2; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;09;05;807,19658074144
5005748;1;2;1;10;2;2;7;1999;20;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;6;2;2;2;05;13;09;05;807,19658074144
5005748;1;3;1;10;3;2;9;2004;14;3;6;2; ;1;1; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;05;7;09;05;807,19658074144
5005749;1;1;1;10;1;2;12;1985;33;1;6;3; ;2; ; ; ;1; ; ;1;3;140000;2;1;2; ;6;5;4; ;05;16;09;05;1045,11883573143
