DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;CLASE;MES;DPTO;fex_c_2011
5297334;1;1;1;1;1;1;1;6; ;3; ; ; ; ;200000;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;3;2;1;1;3;1;1;01;11;1;11;11;3229,57504643259
5297335;1;4;3;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2;5;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;107,685130516639
5297336;1;4;3;1;1;1;1;1;3;1; ; ;100000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;3;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;116,517917154383
5297337;1;4;1;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;1;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;134,234564499358
5297338;1;1;1;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3326,4001142367
5297339;1;4;3;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;6;6;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;122,985769811153
5297340;1;4;3;1;1;1;1;1;3;3; ; ; ; ;900000;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3455,16133362487
5297341;1;4;2;1;1;1;1;1;3;1; ; ;320000000;1500000; ;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;1;2;3;2; ;1;2;1;6;1;4;1;1;1;3;1;1;01;11;1;11;11;3740,52900962209
5297342;1;4;1;1;1;1;1;1;3;1; ; ;280000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;2;2; ;1;2;1;6;1;4;1;1;1;3;1;1;01;11;1;11;11;3124,42610467137
5297343;1;5;3;1;1;1;1;1;3;2; ;1200000;400000000;1500000; ;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;1;2;1;4;4;2; ;1;2;1;6;1;4;1;1;1;3;1;1;01;11;1;11;11;3381,271085378
5297344;1;3;1;1;1;1;1;1;3;5; ; ; ;750000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;1;1;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3504,26139588088
5297345;1;4;3;1;1;1;1;1;3;2; ;2700000;99;1500000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;6;1;4;1;1;1;3;1;1;01;11;1;11;11;2785,56187027882
5297346;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;11;1;11;11;3775,93407981608
5297348;1;4;2;1;1;1;1;1;3;1; ; ;350000000;1300000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;1;2;1;3;3;2; ;1;2;1;6;1;4;1;1;1;3;1;1;01;11;1;11;11;2882,38693808293
5297349;1;4;1;1;1;1;1;1;3;3; ; ; ; ;630000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3227,61114123013
5297350;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;7;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;449,208156606221
5297351;1;3;2;1;1;1;1;1;3;1; ; ;56000000;300000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;578,305444472892
5297352;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;499,130192988918
5297353;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;540,42326316012
5297354;1;3;2;1;1;1;1;1;3;1; ; ;60000000;300000; ;2;2;1;1;1;1;1;2;1;2;1;2;2;1;2;1;1;2;1;2;2;1;2;6;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;470,162184672
5297355;1;3;2;1;1;1;1;1;3;1; ; ;60000000;300000; ;2;2;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;554,008610309099
5297356;1;3;2;1;1;1;1;1;3;1; ; ;10000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;3;4;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;386,219515071272
5297357;1;3;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;568,930657185336
5297358;1;4;2;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;2;2;2;2;1;1;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;598,37300903698
5297359;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;5;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;547,270751583021
5297360;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;8;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;116,504150467139
5297361;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;123,297552290178
5297362;1;3;1;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;138,727045559191
5297364;1;3;2;1;1;1;1;1;3;5; ; ; ;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;1;1;1;3;1;2;01;70;1;11;70;86,5837288778674
5297365;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;2;1;3;1;1;1;3;1;1;01;70;1;11;70;117,766204918936
5297366;1;4;1;1;1;1;1;1;3;1; ; ;100000000;800000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;102,01322214688
5297367;1;4;3;1;1;1;1;1;3;5; ; ; ;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;1;2;1;3;5;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;116,817541702003
5297368;1;4;2;1;1;1;1;1;3;5; ; ; ;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;4;5;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;119,434540537801
5297369;1;4;3;1;1;1;1;1;3;5; ; ; ;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;4;8;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;93,923972866492
5297370;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;6;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;87,9311191025509
5297371;1;3;2;1;1;1;1;1;3;1; ; ;65000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;134,476226910309
5297372;1;3;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;107,347874326351
5297373;1;4;3;1;1;1;1;1;3;1; ; ;42000000;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2;7;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;125,791605503711
5297374;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;1;3;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;116,517917154383
5297376;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;1;3;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;126,328596868715
5297377;1;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;70;1;11;70;123,816233906774
5297378;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;109,560612740673
5297379;1;3;2;1;1;1;1;1;3;5; ; ; ;350000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;3;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;158,169274494253
5297380;1;3;2;1;1;1;1;1;3;5; ; ; ;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;7;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;125,104174059586
5297381;1;3;2;1;1;1;1;1;3;1; ; ;40000000;200000; ;2;1;1;1;2;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;105,968711841708
5297382;1;3;2;1;1;1;1;1;3;1; ; ;50000000;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;3;4;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;116,517917154383
5297383;1;3;2;1;1;1;1;1;3;2; ;350000;50000000;400000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;138,415263080165
5297384;1;3;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;131,040921910295
5297385;1;4;3;1;1;1;1;1;3;1; ; ;85000000;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;2;2;1;3;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;105,580904945203
5297386;1;4;1;1;1;1;1;1;3;3; ; ; ; ;480000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;2;1;3;1;1;1;3;1;1;01;70;1;11;70;123,685359186683
5297387;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;137,040400191916
5297388;1;2;1;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;146,470415179308
5297389;1;3;2;1;1;1;1;1;3;1; ; ;50000000;550000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;136,652593295411
5297390;1;3;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;131,4287288068
5297391;1;3;2;1;1;1;1;1;3;5; ; ; ;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;4;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;104,879294824081
5297392;1;3;2;1;1;1;1;1;3;5; ; ; ;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;6;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;153,143558217809
5297393;1;3;2;1;1;1;1;4;3;4; ; ; ;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;111,674717392712
5297394;1;3;2;1;1;1;1;1;3;1; ; ;60000000;400000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;1;2;2;1;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;118,154011815441
5297395;1;3;2;1;1;1;1;1;3;5; ; ; ;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;5;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;118,584511083151
5297396;1;3;2;1;1;1;1;1;3;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;4;2; ;1;2;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;133,846757602853
5297397;1;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;120,622591317711
5297398;1;3;2;1;1;1;1;1;3;5; ; ; ;300000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;149,96368231599
5297399;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;4;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;70;1;11;70;103,112325442933
5297400;1;2;1;1;1;1;1;4;4;5; ; ; ;150000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;5;2;1;1;2;1;1;3;1;2;01;70;1;11;70;102,01322214688
5297401;1;2;1;1;1;1;1;4;3;5; ; ; ;100000; ;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ;2;2; ;1;2;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;84,296574801905
5297402;1;4;3;1;1;1;1;1;3;1; ; ;60000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;133,458950706348
5297404;1;3;2;1;1;1;1;1;3;1; ; ;46000000;240000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;104,879294824081
5297405;1;3;2;1;1;1;1;1;3;1; ; ;45000000;300000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;540,42326316012
5297406;1;3;2;1;1;1;1;1;3;1; ; ;48000000;450000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;134,534189046978
5297407;1;2;1;1;1;1;1;1;3;1; ; ;64000000;380000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;121,010398214216
5297408;1;3;2;1;1;1;1;1;3;4; ; ; ;350000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;94,2193018205455
5297409;1;3;2;1;1;1;1;1;3;1; ; ;70000000;350000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2;5;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;562,922783304952
5297410;1;3;2;1;1;1;1;1;3;1; ; ;60000000;350000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;1;2;2;1;1;2;2;2;1;3;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;518,640899297676
5297411;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;6;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;116,990591125926
5297412;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;1;1;2;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;5;2; ;1;1;1;2;1;1;1;1;1;4;1;2;01;70;1;11;70;123,765683200556
5297413;1;3;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;2;10;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;129,751394794933
5297414;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;572,000939515021
5297416;1;3;1;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;554,022485099399
5297417;1;4;2;1;1;1;1;1;3;1; ; ;98;400000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;518,654774087976
5297418;1;3;2;1;1;1;1;1;3;1; ; ;120000000;600000; ;2;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;1;3;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;604,284493406459
5297420;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;5;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;125,140546088806
5297421;1;4;3;1;1;1;1;1;3;1; ; ;72000000;340000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;6;2; ;1;1;1;2;1;2;1;1;1;3;1;2;01;70;1;11;70;119,046733641297
5297422;1;4;2;1;1;1;1;1;3;1; ; ;45000000;350000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;3;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;147,750943901669
5297423;1;4;3;1;1;1;1;1;3;1; ; ;84000000;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;155,686141391967
5297424;1;3;2;1;1;1;1;1;3;1; ; ;75000000;400000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;128,753767834333
5297425;1;2;1;1;1;1;1;1;3;5; ; ; ;300000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;86,9715357743723
5297426;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;6;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;08;1;11;08;507,861642382201
5297427;1;4;3;1;1;1;1;1;3;1; ; ;30000000;300000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;8;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;70;1;11;70;137,545315121267
5297428;1;4;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;70;1;11;70;155,494313521786
5297429;1;2;1;1;1;1;1;3;3;5; ; ; ;300000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;2;2;1;4;4;2; ;1;1;1;2;1;2;1;1;1;3;1;2;01;70;1;11;70;120,959847507999
5297430;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4;4;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;596,101351483294
5297431;1;4;3;1;1;1;1;1;3;5; ; ; ;400000; ;2;1;1;1;2;1;1;2;2;2;1;2;1;1;2;2;1;2;2;1;2;1;4;8;2; ;1;2;1;2;1;2;1;1;1;3;1;2;01;70;1;11;70;128,708228887129
5297432;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;6;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;122,985769811153
5297435;1;2;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;70;1;11;70;60,0342948951482
5297436;1;2;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;08;1;11;08;423,662461440861
5297437;1;4;2;1;1;1;1;1;3;1; ; ;40000000;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;1;2;2; ;1;1;1;2;1;2;1;1;1;3;1;2;01;70;1;11;70;84,296574801905
5297438;1;4;2;1;1;1;1;1;3;1; ; ;130000000;1400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;2;2;1;2;1;2;3;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;70;1;11;70;124,503665350898
5297439;1;4;3;1;1;1;1;1;3;1; ; ;80000000;650000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;132,247034971015
5297440;1;2;1;1;1;1;1;6; ;5; ; ; ;200000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;1;2; ;1;2;1;2;1;2;1;1;1;3;1;2;01;70;1;11;70;138,727045559191
5297441;1;4;2;1;1;1;1;1;3;1; ; ;200000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;147,750943901669
5297442;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;70;1;11;70;136,688965324631
5297443;1;4;3;1;1;1;1;1;3;1; ; ;85000000;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;70;1;11;70;116,517917154383
5297444;1;4;1;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;102,01322214688
5297445;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;6;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;70;1;11;70;104,103681031071
5297446;1;3;1;1;1;1;1;3;3;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;1;2;1;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;70;1;11;70;149,96368231599
