DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;CLASE;MES;DPTO;fex_c_2011
5332775;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;167,756520795089
5332776;1;4;3;1;1;1;1;1;3;1; ; ;40000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;1;6;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;218,705483713274
5332777;1;3;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;63;1;01;63;99,3123185439952
5332778;1;3;2;1;1;1;1;1;3;2; ;313000;40000000;250000; ;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;190,326438062518
5332779;1;4;3;1;1;1;1;1;3;2; ;300000;100000000;500000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;145,819722202095
5332780;1;6;4;1;1;1;1;1;3;2; ;300000;180000000;600000; ;2;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;1;1;2;1;3;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;99,0691260210568
5332781;1;4;3;1;1;1;1;1;3;4; ; ; ;450000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;1;2;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;79,940424114874
5332782;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;74,4452587560938
5332783;1;3;1;1;1;1;1;1;3;1; ; ;80000000;600000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;612,561441077773
5332784;1;3;2;1;1;1;1;1;3;3; ; ; ; ;800000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;1;01;68;419,268750141252
5332785;1;4;3;1;1;1;1;1;4;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4;6;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;68;1;01;68;740,642592375762
5332786;1;4;3;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;655,70021548814
5332787;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;1;01;68;366,809016035234
5332787;2;3;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;2;2;1;4;1;4;1;1;1;3;1;1;01;68;1;01;68;366,809016035234
5332794;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;208,072240903004
5332795;1;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;6;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;243,101864943183
5332796;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;2;2;1;1;5;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;410,422257603088
5332797;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;3;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;367,371701481918
5332798;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;4;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;388,307828451566
5332799;1;3;1;1;1;1;1;6; ;1; ; ;50000000;400000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;208,072240903004
5332800;1;3;1;1;1;1;1;6; ;1; ; ;50000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;2;1;1;1;1;1;3;1;2;01;50;1;01;50;272,7962367248
5332801;1;2;1;1;1;1;1;1;3;1; ; ;100000000;350000; ;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;190,177128132385
5332802;1;3;2;1;1;1;1;3;3;3; ; ; ; ;250000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;4;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;50;1;01;50;389,458006843512
5332803;1;3;2;1;1;1;1;1;3;5; ; ; ;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;3;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;50;1;01;50;277,632189417553
5332804;1;3;2;1;1;1;1;1;3;3; ; ; ; ;320000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;186,907559545824
5332805;1;3;2;1;1;1;1;1;3;3; ; ; ; ;430000;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;3;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;292,172422184435
5332806;1;2;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;307,576210982075
5332807;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;50;1;01;50;367,371701481918
5332808;1;3;1;1;1;1;10;1;3;3; ; ; ; ;350000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;50;1;01;50;318,829124451182
5332809;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;361,879680572352
5332810;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;5;5;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;50;1;01;50;145,34567474771
5332811;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;8;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;211,720131002339
5332812;1;2;1;1;1;1;1;1;3;1; ; ;30000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;91,9597406086573
5332813;1;2;2;1;1;1;1;1;3;1; ; ;40000000;200000; ;2;1;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;179,532644765934
5332814;1;2;1;1;1;1;1;1;3;3; ; ; ; ;180000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;114,896883100489
5332815;1;3;2;1;1;1;1;1;3;1; ; ;35000000;250000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;91,9597406086573
5332816;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;168,756864693928
5332817;1;5;3;1;1;1;1;1;3;4; ; ; ;500000; ;2;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;1;2;1;2;2;1;3;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;138,263853743936
5332818;1;4;3;1;1;1;1;1;3;3; ; ; ; ;460000;2;2;1;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;210,411969979557
5332819;1;3;2;1;1;1;1;1;3;2; ;250000;7000000;350000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;111,08844251484
5332820;1;4;2;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;123,821396496541
5332821;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;166,363868069558
5332836;1;4;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;1;1;2; ;1;1;1;4;1;3;2;1;1;3;1;2;01;54;1;01;54;289,975386811299
5332842;1;4;2;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;54;1;01;54;343,56265745386
5332843;1;2;1;1;1;1;1;4;4;3; ; ; ; ;100000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;2;1;1;3;1;2;01;54;1;01;54;419,965690421424
5332846;1;3;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;76;1;01;76;919,745575915215
5332847;1;3;1;1;1;1;1;1;3;1; ; ;98;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;76;1;01;76;932,221919012983
5332848;1;3;3;1;1;1;1;1;3;3; ; ; ; ;550000;1;2;1;1;2;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;76;1;01;76;946,790455308104
5332849;1;2;1;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;76;1;01;76;809,302885860188
5332850;1;3;2;1;1;1;1;1;1;4; ; ; ;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;3;5;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;76;1;01;76;1307,23180222038
5332851;1;1;1;1;2;1;1;1;1;4; ; ; ;250000; ;2;2;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;4;1;2;1;1;2;1;1;3;1;1;01;76;1;01;76;919,745575915215
5332852;1;1;1;1;2;1;1;1;1;4; ; ; ;120000; ;2;1;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;4;1;2;1;0;2;1;1;3;1;1;01;76;1;01;76;1104,80166321647
5332853;1;1;1;1;1;1;1;1;4;1; ; ;10000000;300000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;0;2;1;1;3;1;1;01;76;1;01;76;943,658142991854
5332854;1;2;2;1;1;1;1;1;1;3; ; ; ; ;250000;2;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;1;2;1;1;3;1;1;01;76;1;01;76;1045,79692138426
5332855;1;2;2;1;1;1;1;2;1;5; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;8;2; ;1;1;1;2;1;1;2;1;1;3;1;1;01;76;1;01;76;966,477152399326
5332856;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;19;1;01;19;70,1430529319355
5332857;1;5;4;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;1;2;1;3;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;19;1;01;19;139,866814263028
5332858;1;5;4;1;1;1;1;1;3;1; ; ;200000000;800000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;1;2;1;3;5;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;19;1;01;19;82,3850687063031
5332859;1;4;3;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;19;1;01;19;156,418283314993
5332860;1;2;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;19;1;01;19;141,156420349761
5332861;1;5;2;1;1;1;1;1;4;4; ; ; ;1000000; ;1;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;4;2;1;1;3;1;1;01;19;1;01;19;126,059186135146
5332862;1;4;2;1;1;1;1;1;4;1; ; ;99;800000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;19;1;01;19;102,34463453782
5332863;1;3;1;1;1;1;1;1;3;3; ; ; ; ;620000;1;1;1;2;2;1;1;2;2;1;1;1;2;1;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;19;1;01;19;116,394793361758
5332864;1;4;3;1;1;1;1;1;4;3; ; ; ; ;673000;1;2;1;1;1;1;1;2;1;2;1;2;1;1;2;2;1;1;2;2;2;1;2;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;05;1;01;05;1226,71291717634
5332871;1;3;2;1;1;1;1;1;3;3; ; ; ; ;550000;2;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;201,379887099304
5332872;1;3;1;1;1;1;1;1;3;3; ; ; ; ;470000;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;187,111791438027
5332873;1;2;1;1;1;1;1;1;3;1; ; ;300000000;900000; ;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;223,68780567827
5332874;1;3;2;1;1;1;1;1;3;3; ; ; ; ;550000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;229,711956287597
5332875;1;4;3;1;1;1;1;1;3;3; ; ; ; ;800000;2;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;201,869025294108
5332876;1;4;2;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;2;1;4;5;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;245,150747472213
5332879;1;5;3;1;1;1;1;1;3;3; ; ; ; ;1400000;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;3;5;2; ;1;1;1;4;1;5;1;1;1;3;1;1;01;15;1;01;15;178,075016868696
5332880;1;5;2;1;1;1;1;1;3;2; ;1800000;99;99; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;2;2; ;1;1;1;4;1;5;1;1;1;3;1;1;01;15;1;01;15;112,845314974159
5332881;1;4;3;1;1;1;1;1;3;1; ; ;99;99; ;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;1;2;1;4;4;2; ;1;2;1;1;1;5;1;1;1;3;1;1;01;15;1;01;15;94,1284624729228
5332882;1;5;3;1;1;1;1;1;3;2; ;700000;99;99; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;4;4;2; ;1;1;1;4;1;5;1;1;1;3;1;1;01;15;1;01;15;169,906595592913
5332883;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;135,643318487149
5332884;1;4;3;1;1;1;1;1;3;1; ; ;99;99; ;2;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;145,967871320806
5332885;1;4;3;1;1;1;1;1;3;1; ; ;10000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;1;2;1;3;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;15;1;01;15;118,791132419171
5332886;1;5;1;1;1;1;1;1;3;3; ; ; ; ;800000;2;2;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;112,178727427347
5332887;1;7;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;118,142520126656
5332888;1;4;3;1;1;1;1;1;3;1; ; ;98;900000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;104,149380904562
5332896;1;5;3;1;1;1;1;1;3;3; ; ; ; ;1200000;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;1;2;1;2;4;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;1;01;05;1808,22031576215
5332897;1;4;1;1;1;1;1;1;1;1; ; ;200000000;1600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;1;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;05;1;01;05;1188,37856320462
5332898;1;4;2;1;1;1;1;1;3;1; ; ;250000000;1300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;3;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;1;01;05;1325,64498530406
5332899;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1300000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;1;01;05;1268,82837983549
5332900;1;6;2;1;1;1;1;1;3;1; ; ;362000000;2000000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;1;01;05;1278,45358326375
5332908;1;4;4;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;6;2; ;1;2;1;4;1;2;1;1;1;1;1;1;01;05;1;01;05;1831,44874833055
5332909;1;2;1;1;1;1;1;1;1;3; ; ; ; ;370000;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;1;01;05;1268,82837983549
5332910;1;3;2;1;1;1;1;1;4;4; ; ; ;350000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;1;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;1;01;05;1459,67946634405
5332911;1;4;2;1;1;1;1;1;3;1; ; ;180000000;800000; ;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;1;01;05;1106,35857982022
5332912;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;1;01;05;1271,44053351686
5332913;1;3;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;1;01;05;831,02372422748
5332914;1;5;4;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;2;2;2;2;1;5;9;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;1;01;05;1495,05005385848
5332922;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;2;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;3;2;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;15;1;01;15;80,9282390060883
