Directorio;Secuencia_p;Orden;Hogar;Regis;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Mes;Dpto;Fex_c_2011
3835311;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;76;10;76;569,102019425256
3835311;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;76;10;76;569,102019425256
3835313;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;76;10;76;772,861694056418
3835314;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;76;10;76;1143,92377915078
3835314;1;2;1;90;2;1;2;2;2;2;1;2;2;2; ;14; ; ; ; ;4; ; ; ;76;10;76;1143,92377915078
3835314;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;76;10;76;1143,92377915078
3835315;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1233,26162090539
3835315;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;76;10;76;1233,26162090539
3835316;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;20; ; ;35; ; ; ; ; ;76;10;76;569,102019425256
3835316;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;569,102019425256
3835317;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;8; ;24; ; ; ; ; ; ;76;10;76;1186,80167213924
3835317;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;15; ;24; ; ; ; ; ; ;76;10;76;1186,80167213924
3835317;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;76;10;76;1186,80167213924
3835318;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;76;10;76;569,102019425256
3835318;1;2;1;90;2;1;2;2;1;2;2;2;2;2; ;24; ; ;18; ; ; ; ; ;76;10;76;569,102019425256
3835319;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;76;10;76;1648,82128479954
3835319;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;76;10;76;1648,82128479954
3835319;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;76;10;76;1648,82128479954
3835319;1;4;1;90;2;1;2;2;2;2;1;2;2;2; ;2; ; ; ; ;4; ; ; ;76;10;76;1648,82128479954
3835319;1;5;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;76;10;76;1648,82128479954
3835319;1;6;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1648,82128479954
3835320;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1599,73513308487
3835320;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1599,73513308487
3835320;1;3;1;90;2;2;1;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ;76;10;76;1599,73513308487
3835321;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;76;10;76;2211,01415697836
3835321;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;17; ; ; ; ; ; ; ; ;76;10;76;2211,01415697836
3835322;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;76;10;76;1707,30605827577
3835322;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1707,30605827577
3835323;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;76;10;76;3560,40501641773
3835323;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;3560,40501641773
3835323;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;3560,40501641773
3835324;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;76;10;76;763,499144727854
3835325;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;483,629409679508
3835325;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;483,629409679508
3835325;1;3;1;90;2;1;2;2;1;2;2;2;2;2; ;18; ; ;60; ; ; ; ; ;76;10;76;483,629409679508
3835325;1;4;1;90;2;1;2;2;1;2;2;2;2;2; ;7; ; ;25; ; ; ; ; ;76;10;76;483,629409679508
3835325;1;5;1;90;2;1;2;2;1;2;2;2;2;2; ;18; ; ;60; ; ; ; ; ;76;10;76;483,629409679508
3835326;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;763,499144727854
3835327;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;10; ;5; ; ; ; ; ; ;76;10;76;1317,45050581467
3835327;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1317,45050581467
3835328;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;701,147743929153
3835328;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;76;10;76;701,147743929153
3835328;1;3;1;90;2;1;2;2;2;2;1;2;2;2; ;8; ; ; ; ;4; ; ; ;76;10;76;701,147743929153
3835332;1;1;1;90;2;1;2;1;2;2;1;2;2;2; ;3; ;14; ; ;6; ; ; ;52;10;52;225,322791503425
3835332;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;52;10;52;225,322791503425
3835332;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;5; ; ; ; ; ; ;52;10;52;225,322791503425
3835333;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;52;10;52;155,961825770246
3835334;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;10;52;230,516800693111
3835334;1;3;1;90;2;1;2;1;1;2;2;2;2;2; ;14; ;14;20; ; ; ; ; ;52;10;52;230,516800693111
3835334;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;15; ;20; ; ; ; ; ; ;52;10;52;230,516800693111
3835335;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;28; ; ;28; ; ; ; ; ;52;10;52;134,52308502585
3835335;1;2;1;90;2;1;2;2;1;2;1;2;2;2; ;8; ; ;14; ;6; ; ; ;52;10;52;134,52308502585
3835335;1;3;1;90;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;8; ; ; ;52;10;52;134,52308502585
3835335;1;4;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;10;52;134,52308502585
3835335;1;5;1;90;2;2;2;2;1;2;1;2;2;2; ; ; ; ;5; ;14; ; ; ;52;10;52;134,52308502585
3835336;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;36; ; ; ; ; ; ;52;10;52;248,597272176551
3835336;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;36; ; ; ; ; ; ;52;10;52;248,597272176551
3835337;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;52;10;52;175,840906411616
3835338;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;10;52;221,946945415182
3835339;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;52;10;52;220,538939458678
3835340;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;20; ; ; ; ; ; ;52;10;52;227,107107717951
3835341;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;10;52;116,048726457102
3835341;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;10;52;116,048726457102
3835341;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;52;10;52;116,048726457102
3835342;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;21; ;35; ; ; ; ; ; ;52;10;52;227,107107717951
3835343;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;52;10;52;167,145696789628
3835343;2;1;2;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;10;52;167,145696789628
3835344;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;5; ;15; ; ; ; ; ; ;52;10;52;160,577528530355
3835344;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;10;52;160,577528530355
3835345;1;1;1;90;2;2;2;1;2;2;1;2;2;2; ; ; ;12; ; ;3; ; ; ;52;10;52;241,995257030361
3835345;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;24; ;36; ; ; ; ; ; ;52;10;52;241,995257030361
3835346;1;1;1;90;1;1;1;2;2;2;2;2;2;2;4;2;4; ; ; ; ; ; ; ;52;10;52;214,349283652138
3835347;1;1;1;90;2;1;2;2;2;2;1;2;2;2; ;14; ; ; ; ;6; ; ; ;52;10;52;160,577528530355
3835347;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;52;10;52;160,577528530355
3835348;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;10;52;160,577528530355
3835348;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;10;52;160,577528530355
3835349;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;52;10;52;183,818162316564
3835350;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;10;52;197,676818125202
3835350;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;52;10;52;197,676818125202
3835384;1;1;1;90;2;1;2;2;2;2;2;2;2;1; ;3; ; ; ; ; ; ; ;9;17;10;17;171,821348536872
3835384;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;17;10;17;171,821348536872
3835386;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;10;17;177,838758709538
3835387;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;10;17;171,821348536872
3835387;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;10;17;171,821348536872
3835388;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;60; ; ;5; ; ; ; ; ;17;10;17;92,6748384221057
3835388;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;92,6748384221057
3835388;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;92,6748384221057
3835388;1;4;1;90;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;10;17;92,6748384221057
3835389;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;24; ;15; ; ; ; ; ; ;17;10;17;208,120151295994
3835390;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;202,795419380964
3835390;1;2;1;90;2;1;2;1;1;2;2;2;2;2; ;10; ;10;3; ; ; ; ; ;17;10;17;202,795419380964
3835390;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;202,795419380964
3835390;1;4;1;90;2;1;2;2;2;2;1;2;2;2; ;4; ; ; ; ;16; ; ; ;17;10;17;202,795419380964
3835390;1;5;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;202,795419380964
3835390;1;7;1;90;2;1;2;2;1;2;2;2;2;2; ;8; ; ;10; ; ; ; ; ;17;10;17;202,795419380964
3835391;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;130,377307081169
3835391;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;10;17;130,377307081169
3835391;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;10;17;130,377307081169
3835392;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;10;17;177,838758709538
3835393;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;10;17;194,285963724331
3835393;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;17;10;17;194,285963724331
3835393;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;194,285963724331
3835393;1;4;1;90;2;1;2;1;2;2;2;2;2;2; ;3; ;5; ; ; ; ; ; ;17;10;17;194,285963724331
3835395;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;17;10;17;170,152561995994
3835395;1;2;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;170,152561995994
3835396;1;1;1;90;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ; ;3; ;17;10;17;175,543038953091
3835396;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;32; ; ; ; ; ; ; ; ;17;10;17;175,543038953091
3835396;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;10;17;175,543038953091
3835397;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;185,419034611531
3835397;1;2;1;90;2;1;2;2;2;2;2;2;1;1; ;28; ; ; ; ; ; ;4;20;17;10;17;185,419034611531
3835397;1;3;1;90;2;1;2;2;2;2;2;2;2;1; ;2; ; ; ; ; ; ; ;2;17;10;17;185,419034611531
3835399;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;10;17;242,389876937545
3835399;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;20; ; ; ; ; ; ;17;10;17;242,389876937545
3835400;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;10;17;194,216605957012
3835401;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;10;17;230,584766483453
3835401;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;10;17;230,584766483453
3835401;1;3;1;90;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;10;17;230,584766483453
3835445;1;1;1;90;2;1;2;1;2;2;2;2;2;2; ;10; ;5; ; ; ; ; ; ;76;10;76;1038,86449560279
3835445;1;2;1;90;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;76;10;76;1038,86449560279
3835445;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1038,86449560279
3835446;1;1;1;90;2;1;2;2;2;2;2;2;2;1; ;7; ; ; ; ; ; ; ;2;76;10;76;772,861694056418
3835447;1;1;1;90;2;1;2;2;1;2;2;1;2;2; ;42; ; ;6; ; ;2; ; ;76;10;76;763,499144727854
3835448;1;1;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;569,102019425256
3835448;1;2;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;76;10;76;569,102019425256
3835449;1;1;1;90;2;1;2;2;1;2;2;2;2;2; ;9; ; ;14; ; ; ; ; ;76;10;76;1192,25568899643
3835449;1;2;1;90;2;1;2;2;1;2;1;2;2;2; ;42; ; ;28; ;6; ; ; ;76;10;76;1192,25568899643
3835449;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;1192,25568899643
3835449;1;4;1;90;2;1;2;2;1;2;2;2;2;2; ;6; ; ;2; ; ; ; ; ;76;10;76;1192,25568899643
3835450;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;76;10;76;976,02107958325
3835450;1;2;1;90;2;1;1;2;2;2;2;2;2;2; ;18;18; ; ; ; ; ; ; ;76;10;76;976,02107958325
3835450;1;3;1;90;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;10;76;976,02107958325
3835451;1;1;1;90;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;76;10;76;1049,2716113917
