directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;clase;DPTO;Fex_c_2011
141389;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;47;1;47;122,480524196177
141389;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;47;1;47;122,480524196177
141389;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;122,480524196177
141391;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;114,991254537087
141393;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;141,842036180594
141393;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;47;1;47;141,842036180594
141393;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;07;47;1;47;141,842036180594
141394;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;213,294885458361
141394;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;52;1;52;213,294885458361
141394;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;213,294885458361
141395;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;104,961767473923
141395;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;104,961767473923
141395;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;104,961767473923
141396;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;335,385739048807
141396;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;68;1;68;335,385739048807
141396;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;68;1;68;335,385739048807
141397;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;114,991254537087
141402;1;1;4;2;2;2;2; ;1;7;2; ;2; ; ;1;07;23;1;23;112,073120455491
141405;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;19;1;19;158,357584830996
141405;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;19;1;19;158,357584830996
141406;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;156,670923226425
141406;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;156,670923226425
141406;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;52;1;52;156,670923226425
141407;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;23;1;23;112,073120455491
141408;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;50;1;50;114,991254537087
141410;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;188,732417448264
141410;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;188,732417448264
141410;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;188,732417448264
141412;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;07;54;1;54;203,166054547745
141412;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;203,166054547745
141412;1;3;6;2;2;2;2; ;1;13; ; ; ; ; ;1;07;54;1;54;203,166054547745
141413;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;277,215946638649
141413;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;07;52;1;52;277,215946638649
141414;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;50;1;50;158,517315609957
141415;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;47;1;47;162,398772621555
141417;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;119,795171073949
141417;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;119,795171073949
141417;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;119,795171073949
141417;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;119,795171073949
141418;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;182,44011934509
141418;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;182,44011934509
141419;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;07;54;1;54;238,754242986026
141419;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;238,754242986026
141419;1;5;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;238,754242986026
141420;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;188,244938785255
141420;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;19;1;19;188,244938785255
141420;1;3;2;2;2;2;1;3; ; ; ; ; ; ;1;1;07;19;1;19;188,244938785255
141420;1;4;2;2;2;2;1;4; ; ; ; ; ; ;1;1;07;19;1;19;188,244938785255
141426;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;104,896282976895
141429;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;81,9814973879389
141429;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;07;41;1;41;81,9814973879389
141430;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;180,686298288554
141430;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;180,686298288554
141430;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;180,686298288554
141430;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;180,686298288554
141431;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;284,990397565309
141431;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;52;1;52;284,990397565309
141431;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;52;1;52;284,990397565309
141434;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;268,297309627194
141434;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;268,297309627194
141434;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;268,297309627194
141436;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;54;1;54;307,410751062968
141436;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;07;54;1;54;307,410751062968
141436;1;3;6;2;2;2;1;1; ; ; ; ; ; ;1;1;07;54;1;54;307,410751062968
141436;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;307,410751062968
141436;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;307,410751062968
141439;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;91,3876210847617
141439;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;19;1;19;91,3876210847617
141439;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;91,3876210847617
141439;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;91,3876210847617
141439;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;91,3876210847617
141440;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;168,362393809971
141440;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;168,362393809971
141442;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;11;1;11;4026,22826662073
141442;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;11;1;11;4026,22826662073
141442;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;11;1;11;4026,22826662073
141443;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;130,393405754641
141443;1;2;2;2;2;2;1;4; ; ; ; ; ; ;1;1;07;19;1;19;130,393405754641
141446;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;85,4559931979374
141446;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;85,4559931979374
141446;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;85,4559931979374
141446;1;4;6;1; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;85,4559931979374
141446;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;85,4559931979374
141446;1;6;6;2;2;2;2; ;1;13; ; ; ; ; ;1;07;23;1;23;85,4559931979374
141446;1;7;6;1; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;85,4559931979374
141447;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;11;1;11;1522,44563968487
141448;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;295,189246678643
141448;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;295,189246678643
141448;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;295,189246678643
141448;1;4;6;1; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;295,189246678643
141450;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;47;1;47;179,713283285959
141450;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;179,713283285959
141451;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;186,64271269101
141451;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;186,64271269101
141451;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;186,64271269101
141451;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;186,64271269101
141453;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;84,3200189924831
141453;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;44;1;44;84,3200189924831
141453;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;07;44;1;44;84,3200189924831
141453;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;44;1;44;84,3200189924831
141453;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;84,3200189924831
141453;1;6;3;1; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;84,3200189924831
141454;1;1;4;2;2;2;2; ;1;9; ; ; ; ; ;1;07;23;1;23;154,017679847793
141454;1;2;6;2;2;2;2; ;1;11; ; ; ; ; ;1;07;23;1;23;154,017679847793
141454;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;154,017679847793
141454;1;4;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;154,017679847793
141454;2;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;154,017679847793
141454;2;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;154,017679847793
141455;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;162,321279573166
141455;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;162,321279573166
141455;1;5;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;47;1;47;162,321279573166
141457;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;84,9887465573015
141457;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;41;1;41;84,9887465573015
141457;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;41;1;41;84,9887465573015
141458;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;11;1;11;6079,68537074886
141458;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;07;11;1;11;6079,68537074886
141458;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;11;1;11;6079,68537074886
141460;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;199,02378774455
141460;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;54;1;54;199,02378774455
141460;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;54;1;54;199,02378774455
141461;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;240,765155676087
141461;1;2;3;2;1; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;240,765155676087
141461;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;240,765155676087
141462;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;368,820264362427
141462;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;68;1;68;368,820264362427
141465;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;190,646688445308
141466;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;462,233587344441
141466;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;462,233587344441
141466;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;462,233587344441
141467;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;204,251635034616
141467;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;204,251635034616
141470;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;169,240456316206
141470;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;169,240456316206
141470;1;3;6;1; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;169,240456316206
141470;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;169,240456316206
141470;1;5;4;2;2;1; ; ; ; ; ; ; ; ; ;1;07;23;1;23;169,240456316206
141470;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;23;1;23;169,240456316206
141472;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;13;1;13;344,359913752522
141472;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;344,359913752522
141472;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;344,359913752522
141472;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;344,359913752522
141472;1;5;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;344,359913752522
141472;1;6;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;344,359913752522
141473;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;94,4780167961736
141473;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;17;1;17;94,4780167961736
141473;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;94,4780167961736
141474;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;19;1;19;254,812562492077
141474;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;254,812562492077
141474;1;3;2;2;2;2;1;4; ; ; ; ; ; ;1;1;07;19;1;19;254,812562492077
141474;1;4;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;19;1;19;254,812562492077
141474;1;5;4;2;2;2;1;4; ; ; ; ; ; ;1;1;07;19;1;19;254,812562492077
141474;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;254,812562492077
141475;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;186,38024005568
141475;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;07;47;1;47;186,38024005568
141475;1;4;6;2;2;1; ; ; ; ; ; ; ; ; ;1;07;47;1;47;186,38024005568
141476;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;11;1;11;4200,4361706036
141476;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;11;1;11;4200,4361706036
141477;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;27;1;27;17,0729176765212
141477;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;27;1;27;17,0729176765212
141479;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;159,274574471439
141480;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;254,578801096456
141480;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;07;66;1;66;254,578801096456
141480;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;254,578801096456
141480;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;66;1;66;254,578801096456
141480;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;254,578801096456
141482;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;43,7071644155467
141482;1;2;4;2;2;2;2; ;1;2;2; ;2; ; ;1;07;44;1;44;43,7071644155467
141483;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;438,036120726668
141483;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;68;1;68;438,036120726668
141483;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;68;1;68;438,036120726668
141484;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;47;1;47;201,116422346869
141484;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;47;1;47;201,116422346869
141484;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;07;47;1;47;201,116422346869
141485;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;396,061200103553
141485;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;07;13;1;13;396,061200103553
141485;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;13;1;13;396,061200103553
141487;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;44;1;44;77,862243433191
141487;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;44;1;44;77,862243433191
141487;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;44;1;44;77,862243433191
141487;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;77,862243433191
141487;1;7;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;44;1;44;77,862243433191
141490;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;17;1;17;348,238767834975
141490;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;07;17;1;17;348,238767834975
141490;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;17;1;17;348,238767834975
141491;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;27;1;27;7,00435843527247
141491;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;07;27;1;27;7,00435843527247
141493;1;1;4;2;2;2;2; ;1;11; ; ; ; ; ;1;07;23;1;23;125,143322313925
141493;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;23;1;23;125,143322313925
141493;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;125,143322313925
141493;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;23;1;23;125,143322313925
141494;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;63;1;63;87,9763959342019
141494;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;63;1;63;87,9763959342019
141494;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;07;63;1;63;87,9763959342019
141495;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;07;70;1;70;34,2994966268237
141497;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;66;1;66;291,01732862874
141497;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;07;66;1;66;291,01732862874
141498;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;184,41166618533
141498;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;07;19;1;19;184,41166618533
141500;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;139,599491501938
141500;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;47;1;47;139,599491501938
141501;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;58,243216915828
141501;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;44;1;44;58,243216915828
141501;1;3;3;2;2;2;1;1; ; ; ; ; ; ;1;1;07;44;1;44;58,243216915828
141501;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;44;1;44;58,243216915828
141502;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;07;19;1;19;276,555381386713
141503;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;456,753116446445
141503;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;07;13;1;13;456,753116446445
141503;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;456,753116446445
141503;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;13;1;13;456,753116446445
141504;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;516,427950491849
141504;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;07;68;1;68;516,427950491849
