DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,DPTO,fex_c_2011
718462,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,800000,1,5,117.467.241.337.041
718462,1,3,5,95,2,,,,,,,,1,2,,1,,,460000,,,,2,2,2,,2,5,117.467.241.337.041
718464,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.686.482.503.046
718464,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.686.482.503.046
718464,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.686.482.503.046
718464,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.686.482.503.046
718464,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,748.686.482.503.046
718467,1,1,5,95,1,,2,1,,98,,2,2,,,,,,,,,,,,,,,5,829.950.883.972.246
718467,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,829.950.883.972.246
718467,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,829.950.883.972.246
718467,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,829.950.883.972.246
718468,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,98,2,1,2,,2,5,996.277.095.050.822
718468,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,996.277.095.050.822
718468,2,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,996.277.095.050.822
718470,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718470,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,1000000,1,5,872.509.427.482.956
718470,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718472,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,775.176.993.364.742
718472,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,775.176.993.364.742
718472,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,775.176.993.364.742
718472,1,6,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,775.176.993.364.742
718472,1,7,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,775.176.993.364.742
718472,1,8,5,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,,2,5,775.176.993.364.742
718475,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,5000000,2,1,2,,2,5,780.561.281.507.419
718475,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,780.561.281.507.419
718476,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,104.265.173.617.048
718477,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,703.843.443.973.849
718477,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,703.843.443.973.849
718477,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,703.843.443.973.849
718477,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,703.843.443.973.849
718478,1,1,5,95,2,,,,,,,,1,2,,1,,,300000,700000,,,1,2,2,,2,5,100.924.597.860.325
718478,1,2,5,95,2,,,,,,,,1,2,,1,,,2000000,,,,2,2,2,,2,5,100.924.597.860.325
718478,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,100.924.597.860.325
718478,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,100.924.597.860.325
718479,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,826.530.831.481.262
718479,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,826.530.831.481.262
718481,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,700000,1,5,174.386.974.835.456
718481,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,174.386.974.835.456
718481,1,3,5,95,2,,,,,,,,1,2,,1,,,230000,,,,2,2,2,,2,5,174.386.974.835.456
718481,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,174.386.974.835.456
718483,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,4800000,2,1,2,,2,5,751.647.174.670.654
718483,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,751.647.174.670.654
718484,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,600000,2,1,2,,2,5,607.876.648.984.122
718484,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,607.876.648.984.122
718484,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,607.876.648.984.122
718484,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,607.876.648.984.122
718484,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,607.876.648.984.122
718486,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,666.335.298.297.804
718486,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,666.335.298.297.804
718488,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,953.943.417.262.504
718488,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,953.943.417.262.504
718488,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,953.943.417.262.504
718490,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,660.945.723.842.446
718490,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,660.945.723.842.446
718490,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,660.945.723.842.446
718493,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,760.039.285.259.296
718494,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,996.501.960.773.213
718494,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,996.501.960.773.213
718497,1,1,5,95,2,,,,,,,,1,2,,1,,,90000,,,,2,2,2,,2,5,829.781.295.661.899
718497,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,829.781.295.661.899
718497,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,829.781.295.661.899
718499,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,746.626.853.206.949
718499,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,746.626.853.206.949
718500,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718500,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718500,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718501,1,1,5,95,1,,1,2,,,420000,2,1,2,,2,,,,,,600000,2,1,2,,2,5,678.774.883.790.095
718501,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,4800000,2,1,2,,2,5,678.774.883.790.095
718503,1,1,5,95,1,,2,1,,1400000,,2,2,,,,,,,,,,,,,,,5,759.814.419.536.905
718503,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,759.814.419.536.905
718504,1,1,5,95,2,,,,,,,,1,2,,1,,,98,,,,2,2,2,98,1,5,107.315.289.159.589
718504,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,107.315.289.159.589
718506,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,92.792.151.267.669
718506,1,2,5,95,1,,2,1,,2000000,,2,1,2,,2,,,,,,,2,2,2,20000000,1,5,92.792.151.267.669
718506,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,92.792.151.267.669
718506,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,92.792.151.267.669
718506,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,92.792.151.267.669
718508,1,1,5,95,2,,,,,,,,1,2,,2,,,,98,,,1,2,2,,2,5,10.636.827.764.005
718508,1,2,5,95,2,,,,,,,,1,2,,1,,,700000,,,,2,2,2,,2,5,10.636.827.764.005
718509,1,1,5,95,2,,,,,,,,1,2,,2,,,,98,,,1,2,2,98,1,5,939.805.485.688.124
718509,1,2,5,95,2,,,,,,,,1,2,,2,,,,98,,,1,2,2,,2,5,939.805.485.688.124
718509,1,3,5,95,2,,,,,,,,1,2,,2,,,,98,,,1,2,2,,2,5,939.805.485.688.124
718509,1,4,5,95,2,,,,,,,,1,2,,2,,,,98,,,1,2,2,,2,5,939.805.485.688.124
718511,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,890.105.869.567.301
718511,1,2,5,95,2,,,,,,,,1,2,,1,500000,,645000,,,,2,2,1,,2,5,890.105.869.567.301
718511,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,890.105.869.567.301
718511,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,890.105.869.567.301
718511,1,5,5,95,2,,,,,,,,1,2,,1,,,55000,,,,2,2,2,,2,5,890.105.869.567.301
718513,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,658.890.753.532.135
718513,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,5,658.890.753.532.135
718513,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,658.890.753.532.135
718513,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,658.890.753.532.135
718513,1,6,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,658.890.753.532.135
718515,1,1,5,95,1,,2,1,,1000000,,2,2,,,,,,,,,,,,,,,5,924.797.305.804.142
718515,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,924.797.305.804.142
718515,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,924.797.305.804.142
718517,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,911.384.873.751.795
718517,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,911.384.873.751.795
718517,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,911.384.873.751.795
718517,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,911.384.873.751.795
718519,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,5,788.960.530.995.267
718519,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,788.960.530.995.267
718520,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,906.443.855.783.425
718520,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,906.443.855.783.425
718520,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,906.443.855.783.425
718523,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,787.561.928.771.885
718523,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,787.561.928.771.885
718523,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,787.561.928.771.885
718523,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,787.561.928.771.885
718523,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,787.561.928.771.885
718523,1,6,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,787.561.928.771.885
718525,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,104.265.173.617.048
718526,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,600000,1,5,872.679.015.793.303
718526,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.679.015.793.303
718526,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.679.015.793.303
718526,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.679.015.793.303
718528,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,656.513.470.805.118
718528,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,656.513.470.805.118
718528,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,656.513.470.805.118
718528,1,4,5,95,2,,,,,,,,1,2,,1,,,53000,,,,2,2,2,,2,5,656.513.470.805.118
718528,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,656.513.470.805.118
718530,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,746.232.399.174.211
718530,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,746.232.399.174.211
718532,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718532,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718532,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.509.427.482.956
718534,1,1,5,95,1,,2,1,,569000,,2,1,2,,2,,,,,,2800000,2,1,2,,2,5,667.739.734.464.765
718534,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,667.739.734.464.765
718534,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,667.739.734.464.765
718535,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,885.866.582.123.259
718535,1,2,5,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,5,885.866.582.123.259
718535,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,885.866.582.123.259
718535,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,885.866.582.123.259
718538,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,1200000,2,1,2,,2,5,665.362.451.737.748
718538,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,665.362.451.737.748
718538,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,665.362.451.737.748
718539,1,1,5,95,1,,1,2,,,2353000,2,2,,,,,,,,,,,,,,,5,102.482.937.020.745
718539,1,2,5,95,2,,,,,,,,1,2,,2,,,,260000,,,1,2,2,,2,5,102.482.937.020.745
718539,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,102.482.937.020.745
718539,1,4,5,95,2,,,,,,,,1,2,,1,,,200000,,,,2,2,2,,2,5,102.482.937.020.745
718539,1,5,5,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,,2,5,102.482.937.020.745
718546,1,1,5,95,2,,,,,,,,1,2,,1,,,360000,,,,2,2,2,,2,5,869.087.783.906.747
718546,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,869.087.783.906.747
718546,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,869.087.783.906.747
718546,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,869.087.783.906.747
718548,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,710.150.212.854.901
718548,1,2,5,95,1,,1,2,,,140000,2,2,,,,,,,,,,,,,,,5,710.150.212.854.901
718548,1,3,5,95,2,,,,,,,,1,2,,1,,,150000,,,,2,2,2,,2,5,710.150.212.854.901
718548,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,710.150.212.854.901
718548,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,710.150.212.854.901
718548,1,6,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,710.150.212.854.901
718550,1,1,5,95,1,,2,1,,461500,,2,2,,,,,,,,,,,,,,,5,907.793.641.865.239
718550,1,2,5,95,2,,,,,,,,1,2,,1,,,146000,,,,2,2,2,,2,5,907.793.641.865.239
718550,1,3,5,95,2,,,,,,,,1,2,,1,,,500000,,,,2,2,2,,2,5,907.793.641.865.239
718550,1,4,5,95,2,,,,,,,,1,2,,1,,,600000,,,,2,2,2,,2,5,907.793.641.865.239
718552,1,1,5,95,2,,,,,,,,1,2,,1,,,1000000,,,,2,2,2,,2,5,791.020.160.291.364
718552,1,2,5,95,2,,,,,,,,1,2,,1,,,450000,,,,2,2,2,,2,5,791.020.160.291.364
718552,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,791.020.160.291.364
718552,1,4,5,95,2,,,,,,,,1,2,,1,,,60000,,,,2,2,2,,2,5,791.020.160.291.364
718552,1,5,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,450000,1,5,791.020.160.291.364
718554,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.622.647.443.347
718554,1,2,5,95,2,,,,,,,,1,2,,1,,,450000,,,,2,2,2,,2,5,582.622.647.443.347
718554,1,3,5,95,2,,,,,,,,1,2,,1,,,30000,,,,2,2,2,,2,5,582.622.647.443.347
718554,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.622.647.443.347
718554,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.622.647.443.347
718555,1,1,5,95,2,,,,,,,,1,2,,1,3600000,,400000,,,,2,2,1,,2,5,762.153.843.515.912
718557,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,854.340.205.837.693
718557,1,2,5,95,2,,,,,,,,1,2,,1,,,3000000,,,,2,2,2,,2,5,854.340.205.837.693
718557,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,854.340.205.837.693
718557,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,854.340.205.837.693
718557,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,854.340.205.837.693
718559,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,105.826.025.806.818
718559,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,105.826.025.806.818
718560,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,2400000,2,1,2,,2,5,790.536.571.568.459
718560,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,790.536.571.568.459
718562,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,6000000,2,1,2,,2,5,793.973.713.559.765
718563,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,360000,2,1,2,,2,5,996.501.960.773.213
718563,1,2,5,95,2,,,,,,,,1,2,,1,,,70000,,,,2,2,2,,2,5,996.501.960.773.213
718564,1,1,5,95,1,,1,1,,900000,200000,2,2,,,,,,,,,,,,,,,5,71.388.950.986.203
718564,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,71.388.950.986.203
718566,1,1,5,95,2,,,,,,,,1,2,,1,,,60000,,,,2,2,2,,2,5,90.899.072.682.079
718566,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,90.899.072.682.079
718566,1,4,5,95,2,,,,,,,,1,2,,2,3600000,,,,,,2,2,1,,2,5,90.899.072.682.079
718566,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,90.899.072.682.079
718568,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,1500000,1,5,665.192.863.427.401
718568,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,665.192.863.427.401
718571,1,1,5,95,1,,1,1,,461500,300000,2,2,,,,,,,,,,,,,,,5,83.341.139.326.407
718571,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,83.341.139.326.407
718571,2,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,83.341.139.326.407
718571,3,1,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,800000,1,5,83.341.139.326.407
718571,4,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,83.341.139.326.407
718571,4,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,83.341.139.326.407
718571,5,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,83.341.139.326.407
718571,5,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,83.341.139.326.407
718574,1,1,5,95,2,,,,,,,,1,2,,1,,,60000,,,,2,2,2,,2,5,104.771.763.049.423
718574,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,104.771.763.049.423
718576,1,1,5,95,1,,2,1,,461500,,2,2,,,,,,,,,,,,,,,5,796.232.356.023.343
718577,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,611.677.225.594.244
718577,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,611.677.225.594.244
718577,1,3,5,95,2,,,,,,,,1,2,,1,,,60000,,,,2,2,2,,2,5,611.677.225.594.244
718577,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,611.677.225.594.244
718577,1,5,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,270000,1,5,611.677.225.594.244
718579,1,1,5,95,2,,,,,,,,1,2,,1,,,60000,,,,2,2,2,,2,5,996.501.960.773.213
718579,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,996.501.960.773.213
718581,1,1,5,95,1,,1,2,,,150000,2,2,,,,,,,,,,,,,,,5,760.039.285.259.296
718582,1,1,5,95,2,,,,,,,,1,2,,1,,,104000,,,2400000,2,1,2,,2,5,703.729.133.075.545
718583,1,1,5,95,2,,,,,,,,1,2,,1,,,47000000,,,,2,2,2,,2,5,915.237.559.304.012
718583,1,2,5,95,2,,,,,,,,1,2,,1,,,850000,,,,2,2,2,,2,5,915.237.559.304.012
718583,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,915.237.559.304.012
718585,1,1,5,95,2,,,,,,,,1,2,,1,,,500000,,,2400000,2,1,2,,2,5,823.119.825.018.128
718586,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,78.722.275.215.119
718586,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,78.722.275.215.119
718586,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,78.722.275.215.119
718586,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,78.722.275.215.119
718589,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,868.656.741.930.739
718589,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,868.656.741.930.739
718589,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,868.656.741.930.739
718589,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,868.656.741.930.739
718590,1,1,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,3000000,1,5,104.265.173.617.048
718593,1,1,5,95,2,,,,,,,,1,2,,1,,,60000,,,,2,2,2,,2,5,872.284.561.760.565
718593,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.284.561.760.565
718593,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.284.561.760.565
718593,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,872.284.561.760.565
718596,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.769.930.180.714
718596,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.769.930.180.714
718596,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.769.930.180.714
718596,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.769.930.180.714
718596,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,582.769.930.180.714
718599,1,1,5,95,2,,,,,,,,1,2,,1,,,840000,,,,2,2,2,,2,5,939.805.485.688.124
718599,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,939.805.485.688.124
718599,1,3,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,939.805.485.688.124
718599,1,4,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,939.805.485.688.124
718601,1,1,5,95,1,,1,2,,,24000000,2,1,2,,1,,,90000,,,,2,2,2,,2,5,982.595.129.927.935
718601,1,2,5,95,2,,,,,,,,1,2,,1,,,65000,,,,2,2,2,,2,5,982.595.129.927.935
718601,1,5,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,982.595.129.927.935
718602,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,103.043.638.907.368
718602,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,103.043.638.907.368
718603,1,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,929.304.744.530.606
718603,1,2,5,95,1,,1,2,,,7200000,2,2,,,,,,,,,,,,,,,5,929.304.744.530.606
718603,1,3,5,95,2,,,,,,,,1,2,,2,,,,,,4800000,2,1,2,,2,5,929.304.744.530.606
718603,1,6,5,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,400000,1,5,929.304.744.530.606
718603,1,7,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,929.304.744.530.606
718603,1,10,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,929.304.744.530.606
718605,1,1,5,95,2,,,,,,,,1,2,,1,,,850000,,,,2,2,2,,2,5,103.021.152.335.129
718605,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,103.021.152.335.129
718605,1,4,5,95,1,,1,2,,,150000,2,2,,,,,,,,,,,,,,,5,103.021.152.335.129
718607,1,1,5,95,1,,1,2,,,140000,2,2,,,,,,,,,,,,,,,5,953.943.417.262.504
718607,1,2,5,95,2,,,,,,,,2,,,,,,,,,,,,,,,5,953.943.417.262.504
