DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,fex_c_2011
718603,1,3,5,70,28,48,1,,2,30,4,,2,4,,,,,,,,,,1,,2,,2,1,32,13,8532,85,5,929.304.744.530.606
718603,1,7,5,70,24,48,1,,2,24,4,,2,2,,,,,,,,,,1,,2,,2,1,34,94,3699,36,5,929.304.744.530.606
718605,1,4,5,70,50,48,1,,2,120,1,,2,1,,,,,,,,,,1,,2,,2,1,58,58,7020,70,5,103.021.152.335.129
718607,1,3,5,70,20,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,34,,,,5,953.943.417.262.504
718611,1,1,5,70,16,48,4,,2,16,4,,1,2,,,,,,,,,,1,,2,,2,1,45,45,5040,50,5,995.321.763.001.746
718611,1,2,5,70,50,48,1,,2,200,1,,5,4,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,995.321.763.001.746
718617,1,5,5,70,24,48,1,,2,24,1,,4,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,138.176.411.170.357
718632,1,1,5,70,2,48,1,,2,2,4,,1,4,,,,,,,,,,1,,2,,2,1,45,45,5529,55,5,826.766.405.309.353
718640,1,3,5,70,96,48,1,,2,132,1,,4,1,,,,,,,,,,1,,2,,2,1,55,55,1810,18,5,100.106.541.189.293
718654,1,2,5,70,8,48,1,,2,8,1,,4,2,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,984.286.613.676.417
718675,1,4,5,70,24,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,659.115.619.254.526
718681,1,2,5,70,48,48,3,,2,96,4,,3,2,,,,,,,,,,1,,2,,2,1,54,57,9302,93,5,746.401.987.484.558
718681,1,3,5,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,746.401.987.484.558
718698,1,2,5,70,96,48,1,,2,96,1,,3,1,,,,,,,,,,1,,2,,2,1,45,16,9214,92,5,707.920.995.248.457
718701,1,1,5,70,96,48,1,,2,336,1,,2,1,,,,,,,,,1,,LA  PENSION,2,,2,1,98,40,5211,52,5,117.444.754.764.801
718701,1,3,5,70,60,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,53,45,5239,52,5,117.444.754.764.801
718707,1,3,5,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,872.679.015.793.303
718709,1,4,5,70,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,698.902.426.005.479
718710,1,3,5,70,2,48,1,,2,24,1,,2,2,,,,,,,,,,1,,2,,2,1,85,85,0,0,5,953.943.417.262.504
718719,1,3,5,70,2,48,1,,2,4,1,,8,4,,,,,,,,,,1,,1,650000,2,1,32,32,5235,52,5,950.352.185.375.948
718723,1,1,5,70,12,48,1,,2,12,1,,9,3,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,712.250.750.134.806
718723,1,3,5,70,20,48,1,,2,20,1,,9,2,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,712.250.750.134.806
718727,1,1,5,70,5,48,1,,2,6,1,,4,2,,,,,,,,,,1,,2,,2,1,98,84,5170,51,5,114.039.882.485.919
718757,1,2,5,70,8,48,4,,2,160,4,,1,2,,,,,,,,,,1,,2,,2,1,54,54,7493,74,5,915.237.559.304.012
718759,1,1,5,70,8,48,1,,2,8,4,,4,1,,,,,,,,,,1,,2,,2,1,79,79,1750,17,5,665.362.451.737.748
718768,1,3,5,70,20,24,4,,2,106,4,,2,2,,,,,,,,,,1,,2,,2,1,79,79,1810,18,5,115.626.368.593.765
718772,1,4,5,70,16,24,1,,2,32,4,,4,1,,,,,,,,,,1,,2,,2,1,32,57,9302,93,5,588.886.367.110.654
718777,1,1,5,70,2,48,1,,2,2,1,,6,1,,,,,,,,,,1,,1,680000,2,1,55,95,4530,45,5,906.218.990.061.034
718781,1,1,5,70,1,48,4,,2,32,4,,1,2,,,,,,,,,,1,,2,,2,1,98,98,6031,60,5,941.728.070.165.708
718783,1,3,5,70,1,48,1,,2,18,1,,4,1,,,,,,,,,,1,,2,,2,1,39,58,7020,70,5,71.366.464.413.964
718785,1,1,5,70,4,48,1,,2,4,1,,7,7,,,,,,,,,,1,,2,,2,1,97,97,7495,74,5,776.745.183.898.472
718785,1,2,5,70,48,48,4,,2,480,4,,1,4,,,,,,,,,,1,,2,,2,1,54,54,9500,95,5,776.745.183.898.472
718792,1,1,5,70,5,48,4,,2,5,4,,2,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,953.943.417.262.504
718793,1,2,5,70,48,48,1,,2,96,3,,1,2,,,,,,,,,,1,,2,,2,1,55,54,9500,95,5,945.149.713.741.917
718793,1,3,5,70,4,48,4,,2,32,4,,2,2,,,,,,,,,,1,,2,,2,1,95,77,1551,15,5,945.149.713.741.917
718801,1,2,5,70,2,48,1,,2,2,5,,2,2,,,,,,,,,,1,,1,200000,2,1,32,51,5521,55,5,106.437.081.737.415
718803,1,2,5,70,24,48,1,,2,24,1,,8,2,,,,,,,,,,1,,1,350000,2,1,21,0,0,0,5,661.771.219.851.192
718809,1,3,5,70,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,45,44,6421,64,5,899.169.526.654.999
718809,1,6,5,70,2,48,1,,2,2,1,,3,4,,,,,,,,,,1,,1,400000,2,1,84,84,5170,51,5,899.169.526.654.999
718814,1,2,5,70,32,48,1,,2,32,1,,3,2,,,,,,,,,,1,,2,,2,1,45,21,5225,52,5,996.501.960.773.213
718821,1,4,5,70,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,37,,,,5,649.069.553.366.344
718826,1,3,5,70,24,48,4,,2,24,1,,6,1,,,,,,,,,,1,,2,,2,1,84,79,1810,18,5,136.857.654.537.361
718826,1,4,5,70,16,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,1,37,45,5030,50,5,136.857.654.537.361
718831,1,1,5,70,77,48,4,,2,77,4,,1,1,,,,,,,,,,1,,2,,2,1,16,93,4552,45,5,124.996.830.022.603
718832,1,2,5,70,2,48,1,,2,2,2,,9,1,,,,,,,,,,1,,2,,2,1,79,32,7512,75,5,953.943.417.262.504
718837,1,3,5,70,104,48,1,,2,306,1,,5,1,,,,,,,,,,1,,2,,2,1,45,79,1810,18,5,678.550.018.067.704
718849,1,2,5,70,24,48,2,,2,24,1,,5,1,,,,,,,,,,1,,2,,2,1,13,19,9231,92,5,996.501.960.773.213
718862,1,3,5,70,8,48,1,,2,8,1,,4,1,,,,,,,,,,1,,2,,2,1,16,16,2220,22,5,661.546.354.128.801
718870,1,1,5,70,100,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,823.119.825.018.128
718879,1,1,5,70,24,48,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,1,32,32,6421,64,5,789.185.396.717.658
718899,1,3,5,70,10,48,4,,2,10,4,,3,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,872.454.150.070.912
718906,1,3,5,70,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,39,39,5511,55,5,658.628.377.513.258
718906,1,6,5,70,52,48,1,,2,75,1,,3,1,,,,,,,,,,1,,2,,2,1,53,50,5521,55,5,658.628.377.513.258
718906,1,7,5,70,100,48,1,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,1,45,54,9500,95,5,658.628.377.513.258
718926,1,2,5,70,24,50,1,,2,25,1,,4,4,,,,,,,,,,1,,2,,2,1,37,37,7020,70,5,872.679.015.793.303
718933,1,1,5,70,150,50,1,,2,150,1,,4,1,,,,,,,,,,1,,2,,2,1,53,53,5521,55,5,103.341.476.247.558
718933,1,2,5,70,155,50,1,,2,155,1,,7,1,,,,,,,,,,1,,1,50000,2,1,37,37,6412,64,5,103.341.476.247.558
718933,1,3,5,70,100,50,1,,2,20,1,,2,1,,,,,,,,,,1,,1,80000,2,1,95,95,4521,45,5,103.341.476.247.558
718933,1,4,5,70,24,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,45,45,5234,52,5,103.341.476.247.558
718933,1,5,5,70,40,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,53,,,,5,103.341.476.247.558
718954,1,3,5,70,24,50,1,,2,30,1,,2,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,622.409.454.194.301
718954,1,5,5,70,24,48,1,,2,30,1,,4,1,,,,,,,,,,1,,2,,2,1,34,45,5234,52,5,622.409.454.194.301
718974,1,3,5,70,250,48,1,,2,364,1,,9,2,,,,,,,,,,1,,2,,2,1,55,55,7491,74,5,104.725.823.650.394
718974,1,4,5,70,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,83,83,3430,34,5,104.725.823.650.394
718979,1,2,5,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,0,,,,5,707.920.995.248.457
718983,1,1,5,70,26,48,1,,2,26,1,,9,1,,,,,,,,,,1,,1,60000,2,1,79,79,1810,18,5,707.920.995.248.457
718986,1,6,5,70,20,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,34,34,7491,74,5,417.667.586.057.462
718986,1,9,5,70,104,48,1,,2,108,1,,3,1,,,,,,,,,,1,,2,,2,1,53,53,9309,93,5,417.667.586.057.462
718988,1,3,5,70,5,48,1,,2,7,1,,3,4,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,666.559.536.693.299
718993,2,1,5,70,45,48,1,,2,45,1,,9,9,ESTA ESPERANDO  EL   SISBEN,,,,,,,,,1,,1,50000,2,1,45,79,1810,18,5,603.406.097.357.131
719004,1,3,5,70,13,48,1,,2,14,1,,6,1,,,,,,,,,,1,,2,,2,1,97,97,6041,60,5,945.149.713.741.917
719008,1,2,5,70,32,50,1,,2,8,4,,1,1,,,,,,,,,,1,,1,80000,2,1,58,93,4552,45,5,665.362.451.737.748
719014,1,2,5,70,24,48,1,,2,24,1,,5,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,82.877.068.620.078
719014,1,5,5,70,20,50,1,,2,360,1,,2,4,,,,,,,,,,1,,2,,2,1,45,77,1551,15,5,82.877.068.620.078
719019,1,2,5,70,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,97,79,1810,18,5,661.340.177.875.184
719043,1,3,5,70,12,48,1,,2,104,4,,1,2,,,,,,,,,,1,,2,,2,1,13,13,8060,80,5,826.529.240.396.038
719059,1,3,5,70,104,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,37,,,,5,911.384.873.751.795
719068,1,1,5,70,52,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,1,58,58,7020,70,5,893.560.372.789.932
719073,1,3,5,70,4,48,1,,2,216,1,,3,2,,,,,,,,,,1,,2,,2,1,16,34,5244,52,5,83.591.939.858.582
719083,1,2,5,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,34,,,,5,604.636.933.700.754
719083,1,4,5,70,2,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,33,,,,5,604.636.933.700.754
719085,1,4,5,70,4,48,1,,2,4,1,,9,7,,,,,,,,,,1,,2,,2,1,39,39,6412,64,5,103.062.616.151.184
719099,1,1,5,70,4,48,1,,2,8,1,,7,2,,,,,,,,,,1,,2,,2,1,87,87,4521,45,5,759.814.419.536.905
719105,1,2,5,70,8,24,1,,2,26,4,,1,8,,,,,,,,,,1,,2,,2,1,79,57,9302,93,5,915.237.559.304.012
719111,1,2,5,70,3,24,1,,2,5,4,,2,2,,,,,,,,,,1,,2,,2,1,33,45,5239,52,5,94.498.012.543.157
719116,1,2,5,70,22,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,59,,,,5,961.387.334.701.277
719117,1,1,5,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,3,,,,5,711.512.227.135.013
719123,1,1,5,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,79,,,,5,953.773.828.952.157
719130,1,2,5,70,52,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,5,121.200.747.665.872
719130,2,3,5,70,26,48,1,,2,26,1,,9,1,,,,,,,,,,1,,2,,2,1,32,59,8511,85,5,121.200.747.665.872
719142,1,2,5,70,20,48,1,,2,144,1,,4,4,,,,,,,,,,1,,2,,2,1,45,45,5040,50,5,107.483.875.773.222
719175,1,2,5,70,20,24,1,,2,480,1,,4,1,,,1,,,,,,,,,2,,2,1,45,45,5234,52,5,63.262.510.839.283
719192,1,2,5,70,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,45,45,2424,24,5,671.330.966.351.322
719192,1,3,5,70,12,24,1,,2,12,1,,6,1,,,,,,,,,,1,,2,,2,1,97,97,6041,60,5,671.330.966.351.322
719206,1,2,5,70,20,48,1,,2,24,1,,2,4,,,,,,,,,,1,,2,,2,1,45,16,7499,74,5,707.920.995.248.457
719208,1,2,5,70,8,48,3,,2,28,1,,8,2,,,,,,,,,,1,,2,,2,1,54,54,8531,85,5,915.237.559.304.012
719208,1,3,5,70,2,48,1,,2,124,1,,2,2,,,,,,,,,,1,,2,,2,1,39,16,7494,74,5,915.237.559.304.012
719217,1,2,5,70,20,48,1,,2,48,1,,2,2,,,,,,,,,,1,,2,,2,1,45,45,5233,52,5,731.651.344.616.893
719217,1,3,5,70,4,48,1,,2,4,1,,5,4,,,,,,,,,1,,PREPARANDOSE EDUCATIVAMENTE,1,320000,2,1,33,33,2519,25,5,731.651.344.616.893
719219,1,3,5,70,12,48,1,,2,12,1,,5,1,,,,,,,,,,1,,2,,2,1,87,45,1810,18,5,706.155.988.087.625
719225,1,4,5,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,631.444.910.621.363
719232,1,12,5,70,22,48,1,,2,4,1,,3,3,,,,,,,,,,1,,1,200000,2,1,3,0,0,0,5,417.667.586.057.462
719263,1,3,5,70,48,48,1,,2,48,1,,4,1,,,,,,,,,,1,,2,,2,1,62,97,2010,20,5,700.477.077.809.684
719265,1,4,5,70,12,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,97,,,,5,872.679.015.793.303
719271,1,2,5,70,4,48,1,,2,21,1,,9,1,,,,,,,,,,1,,2,,2,1,55,55,4521,45,5,623.831.404.872.242
719298,1,3,5,70,16,48,1,,2,16,1,,9,6,,,,,,,,,,1,,2,,2,1,45,44,6421,64,5,417.753.149.721.198
719298,1,4,5,70,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,417.753.149.721.198
719298,1,5,5,70,16,48,1,,2,16,1,,9,6,,,,,,,,,,1,,2,,2,1,97,97,2424,24,5,417.753.149.721.198
719412,1,1,8,70,50,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,44,,,,8,391.572.466.267.135
719429,1,4,8,70,12,48,1,,2,13,3,,1,1,,,,,,,,,,1,,2,,2,1,45,54,9500,95,8,402.214.470.895.543
719449,1,11,8,70,54,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,7,,,,8,421.969.630.033.264
719517,1,3,8,70,32,48,1,,2,32,1,,3,1,,,,,,,,,,1,,2,,2,1,32,32,7421,74,8,350.915.075.490.125
719544,1,3,8,70,4,48,1,,2,18,1,,7,2,,,,,,,,,,1,,2,,2,1,45,39,7020,70,8,522.181.529.634.531
719544,1,4,8,70,4,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,39,,,,8,522.181.529.634.531
719547,1,1,8,70,52,50,1,,2,150,1,,5,6,,,,,,,,,,1,,2,,2,1,84,84,5020,50,8,365.363.179.410.252
719571,1,3,8,70,30,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,382.746.138.333.299
719571,2,2,8,70,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,382.746.138.333.299
719612,1,1,8,70,9,40,4,,2,6,4,,2,4,,,,,,,,,,1,,2,,2,1,95,95,4521,45,8,41.852.525.765.893
719641,1,3,8,70,8,48,1,,2,12,4,,2,1,,,,,,,,,,1,,2,,2,1,12,98,6031,60,8,474.390.463.323.237
719644,1,3,8,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,426.133.802.062.233
719664,1,3,8,70,80,64,1,,2,240,1,,7,4,,,,,,,,,,1,,2,,2,1,45,45,5233,52,8,342.267.993.723.638
719665,1,1,8,70,10,56,1,,2,48,1,,8,2,,,,,,,,,,1,,2,,2,1,98,98,8511,85,8,551.114.552.893.354
719671,1,3,8,70,3,56,1,,2,36,1,,3,1,,,,,,,,,,1,,2,,2,1,39,16,7430,74,8,48.966.271.272.344
719672,1,1,8,70,15,48,4,,2,18,4,,1,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,8,47.752.941.753.335
719697,1,1,8,70,6,48,5,,2,16,5,,3,3,,,,,1,,,,,,,2,,2,1,40,40,5211,52,8,524.630.716.614.234
719697,1,4,8,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,7,,,,8,524.630.716.614.234
719701,1,1,8,70,12,56,1,,2,4,1,,8,3,,,,,1,,,,,,,2,,2,1,39,39,8511,85,8,59.067.324.876.805
719714,1,4,8,70,4,50,1,,2,72,1,,6,4,,,,,1,,,,,,,2,,2,1,16,13,8050,80,8,24.340.129.245.467
719737,1,4,8,70,4,45,1,,2,96,1,,5,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,8,504.866.761.350.321
719780,1,1,8,70,4,50,2,,2,12,2,,9,1,,,,,,,,,,1,,2,,1,1,58,58,7515,75,8,53.320.084.030.086
719782,1,1,8,70,4,45,1,,2,20,1,,9,2,,,,,1,,,,,,,2,,2,1,79,77,1591,15,8,54.737.439.479.875
719782,1,3,8,70,4,45,1,,2,24,1,,3,4,,,,,,,,,,1,,2,,2,1,3,85,5243,52,8,54.737.439.479.875
719787,1,4,8,70,4,45,1,,2,8,2,,9,1,,,1,,,,,,,,,2,,2,1,19,19,7513,75,8,340.033.198.627.043
719790,1,2,8,70,4,45,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,45,45,5231,52,8,511.363.580.806.071
719791,1,5,8,70,4,45,1,,2,24,1,,4,8,,,,,,,,,,1,,2,,2,1,87,87,5020,50,8,441.863.603.177.953
719795,1,6,8,70,4,45,1,,2,24,1,,5,1,,,,,,,,,,1,,2,,2,1,37,37,3611,36,8,560.833.806.819.501
719795,1,7,8,70,4,45,1,,2,24,1,,9,8,,,,,,,,,,1,,2,,2,1,45,45,5237,52,8,560.833.806.819.501
719817,1,5,8,70,4,45,1,,2,8,1,,7,1,,,,,1,,,,,,,2,,2,1,45,79,1810,18,8,24.340.129.245.467
719819,1,6,8,70,4,45,1,,2,32,1,,4,1,,,,,1,,,,,,,2,,2,1,84,84,5020,50,8,397.189.375.406.251
719827,1,2,8,70,4,50,1,,2,4,1,,5,1,,,,,,,,,,1,,2,,2,1,80,80,1921,19,8,572.951.812.388.144
719829,1,3,8,70,4,45,1,,2,12,1,,7,2,,,,,1,,,,,,,2,,2,1,39,39,7020,70,8,415.251.925.199.151
719829,1,5,8,70,4,45,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,415.251.925.199.151
719832,1,5,8,70,4,45,1,,2,12,1,,4,8,,,,,,,,,,1,,2,,2,1,53,53,5521,55,8,597.397.490.152.148
719832,1,9,8,70,4,45,1,,2,16,1,,9,8,,,,,,,,,,1,,2,,2,1,45,45,5125,51,8,597.397.490.152.148
719832,1,10,8,70,6,50,1,,2,16,1,,4,8,,,,,,,,,,1,,2,,2,1,53,53,5521,55,8,597.397.490.152.148
719844,1,1,8,70,6,45,1,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,8,493.642.144.426.164
719844,1,2,8,70,4,45,4,,2,64,2,,9,1,,,,,,,,,,1,,2,,2,1,95,39,8511,85,8,493.642.144.426.164
719854,1,3,8,70,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,74,74,2421,24,8,485.072.020.739.539
721808,1,3,5,70,6,48,1,,2,6,1,,6,4,,,,,,,,,,1,,2,,2,1,53,53,5511,55,5,839.716.806.725.993
721827,1,2,5,70,3,48,1,,2,4,1,,7,4,,,,,,,,,,1,,1,461500,2,1,95,95,4521,45,5,911.384.873.751.795
721831,1,3,5,70,12,48,1,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,5,839.941.672.448.384
721845,1,2,5,70,2,48,1,,2,2,1,,3,3,,,,,,,,,,1,,2,,2,1,21,21,5234,52,5,867.856.584.094.794
721853,1,3,5,70,8,24,1,,2,20,1,,6,2,,,,,,,,,,1,,2,,2,1,33,45,1810,18,5,872.679.015.793.303
721915,1,2,8,70,13,48,1,,2,13,4,,1,2,,,,,,,,,,1,,2,,2,1,7,7,8515,85,8,568.835.989.273.261
721946,1,7,8,70,8,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,77,77,1512,15,8,606.022.456.248.115
721950,2,2,8,70,8,48,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,8,470.250.264.961.626
721960,1,3,8,70,26,48,1,,2,26,1,,9,1,,,,,,,,,,1,,2,,2,1,39,32,8050,80,8,440.637.066.575.957
721962,1,5,8,70,8,48,4,,2,4,4,,3,3,,,,,,,,,,1,,1,240000,2,1,98,93,5020,50,8,553.068.262.017.728
721962,2,2,8,70,13,48,1,,2,13,1,,9,1,,,,,,,,,,1,,2,,2,1,45,97,1512,15,8,553.068.262.017.728
721964,1,3,8,70,8,48,1,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,1,77,77,1551,15,8,54.737.439.479.875
721966,1,2,8,70,52,48,1,,2,6,4,,1,1,,,,,,,,,,1,,1,300000,2,1,58,98,6031,60,8,484.247.875.259.462
721966,1,3,8,70,26,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,484.247.875.259.462
721993,1,4,8,70,6,24,1,,2,6,1,,8,1,,,,,,,,,,1,,2,,2,1,37,37,8512,85,8,505.332.039.679.798
722010,1,2,8,70,8,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,19,,,,8,84.152.010.551.105
722015,1,3,8,70,16,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,17,,,,8,804.225.262.181.339
722019,1,1,8,70,8,24,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,98,98,1594,15,8,375.261.679.503.747
722043,1,2,8,70,4,24,1,,2,4,1,,7,1,,,,,,,,,,1,,2,,2,1,77,77,1512,15,8,435.930.462.350.855
722059,1,7,8,70,8,24,1,,2,8,1,,7,1,,,,,,,,,,1,,2,,2,1,45,45,5237,52,8,573.303.319.890.243
722071,1,1,8,70,32,24,1,,2,32,1,,7,1,,,,,,,,,,1,,2,,2,1,39,39,6412,64,8,45.918.264.843.594
722075,6,1,8,70,5,24,1,,2,5,1,,7,2,,,,,,,,,,1,,2,,2,1,79,79,1810,18,8,458.718.763.529.425
722092,1,3,8,70,8,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,37,,,,8,521.989.253.421.943
722130,1,3,8,70,9,50,1,,2,9,1,,9,7,,,,,,,,,,1,,2,,2,1,45,45,5132,51,8,427.982.694.465.767
722133,2,1,8,70,20,60,1,,2,20,1,,5,7,,,,,,,,,,1,,2,,2,1,85,85,5272,52,8,397.587.880.303.882
722175,1,4,8,70,48,55,3,,2,48,4,,1,8,,,,,,,,,,1,,2,,2,1,54,38,6421,64,8,46.191.941.488.312
722183,1,2,8,70,36,60,1,,2,40,1,,4,8,,,,,,,,,,1,,2,,2,1,87,87,5020,50,8,660.707.200.278.742
722186,1,2,8,70,50,50,4,,2,62,4,,1,1,,,,,,,,,,1,,2,,2,1,54,54,7493,74,8,565.095.831.178.656
722188,1,1,8,70,16,50,4,,2,16,4,,2,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,8,435.930.462.350.855
722193,2,1,8,70,50,53,1,,2,51,1,,9,1,,,,,,,,,,1,,2,,2,1,55,55,0,0,8,50.720.502.289.987
722193,3,1,8,70,4,50,1,,2,4,4,,7,1,,,,,,,,,,1,,2,,2,1,85,85,4542,45,8,50.720.502.289.987
722199,1,4,8,70,58,58,1,,2,720,1,,9,8,,,,,,,,,,1,,2,,2,1,97,97,1594,15,8,502.716.499.039.583
722208,1,5,8,70,8,45,4,,2,8,4,,4,8,,,,,,,,,,1,,2,,2,1,89,89,2691,26,8,661.143.558.750.954
