DIRECTORIO;AREA;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;P5070;DPTO;ORDEN;fex_c_2011
676618;5;1;2;1;1;1;1;1;4;1;;;25000000;150000;;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;881.347.993.298.178
676619;5;1;2;1;3;1;1;1;1;1;;;10000000;150000;;2;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;5;2;1;2;2;1;1;2;2;1;1;1;5;1;900.360.298.083.963
676621;5;1;1;1;3;1;1;5;4;4;;;;80000;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;2;2;2;1;2;;2;;1;2;5;1;71.800.875.575.022
676622;5;1;5;3;1;1;1;1;3;1;;;40000000;150000;;1;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;1;1;5;1;836.458.404.497.296
676623;5;1;3;2;1;1;1;1;3;3;;;;;180000;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;3;2;1;1;1;5;1;881.780.719.957.231
676626;5;1;3;2;1;1;1;1;3;4;;;;250000;;1;2;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;1;1;5;1;10.636.126.422.341
676628;5;1;2;2;1;1;1;1;4;2;;98;8000000;120000;;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;683.553.487.582.926
676630;5;1;1;1;1;1;1;1;1;3;;;;;120000;2;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;945.298.016.164.404
676631;5;1;4;3;3;1;1;1;3;1;;;98;300000;;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;2;1;1;2;2;1;1;1;5;1;648.172.147.426.206
676632;5;1;4;3;3;1;1;1;3;3;;;;;180000;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;2;1;1;2;2;1;1;1;5;1;95.228.815.143.977
676633;5;1;2;2;1;1;1;1;4;4;;;;150000;;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;664.088.495.938.105
676634;5;1;1;1;6;;1;5;;4;;;;100000;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;;;;1;6;5;1;766.374.518.388.173
676635;5;1;5;2;3;1;1;1;4;1;;;40000000;150000;;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;1;1;2;2;1;1;1;5;1;928.875.125.290.768
676638;5;1;4;2;1;1;1;1;2;1;;;25000000;200000;;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;5;1;748.811.030.369.304
676639;5;1;4;1;1;1;1;1;1;3;;;;;200000;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;713.751.364.220.745
676640;5;1;3;3;1;1;1;1;4;3;;;;;210000;1;1;2;2;1;1;2;2;2;2;1;1;1;2;1;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;844.657.869.149.682
676643;5;1;4;3;1;1;1;1;4;3;;;;;200000;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;650.120.354.123.327
676644;5;1;2;1;1;1;1;1;1;3;;;;;150000;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;766.115.006.940.239
676645;5;1;1;1;1;1;1;1;1;3;;;;;120000;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;2;5;1;917.664.274.654.898
676646;5;1;3;2;1;1;1;1;1;3;;;;;170000;1;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;3;5;1;720.815.601.005.414
676647;5;1;3;2;1;1;1;1;1;3;;;;;180000;1;1;2;1;1;1;1;1;2;2;1;2;1;1;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;1;1;5;1;753.329.610.641.283
676648;5;1;3;2;1;1;1;1;1;3;;;;;150000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;858.199.953.787.056
676649;5;1;4;2;1;1;1;1;4;1;;;16000000;170000;;1;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;5;1;710.202.182.833.568
676650;5;1;4;3;1;1;1;1;4;3;;;;;170000;1;1;2;1;1;1;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;5;1;60.633.347.713.746
676651;5;1;3;2;1;1;1;1;1;3;;;;;150000;1;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;2;1;1;5;1;131.012.233.266.108
676652;5;1;5;4;1;1;1;1;3;1;;;30000000;200000;;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;5;1;134.514.417.778.903
676653;5;1;4;1;1;1;1;1;3;1;;;30000000;200000;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;153.223.001.388.048
676654;5;1;4;3;1;1;1;1;3;1;;;40000000;200000;;1;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;154.818.184.887.451
676655;5;1;3;1;1;1;1;1;3;3;;;;;200000;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;141.330.137.214.479
676656;5;1;2;2;1;1;1;1;4;3;;;;;80000;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;5;1;611.274.289.344.673
676657;5;1;3;1;1;1;1;1;1;3;;;;;150000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;858.199.953.787.056
676658;5;1;3;2;1;1;1;1;3;1;;;20000000;150000;;1;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;571.513.864.751.575
676659;5;1;4;2;1;1;1;1;1;3;;;;;140000;1;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;900.360.298.083.963
676660;5;1;3;1;1;1;1;1;3;3;;;;;140000;1;1;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;5;1;707.530.638.672.041
676661;5;1;4;3;1;1;1;1;3;1;;;40000000;250000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;630.978.185.619.417
676662;5;1;3;2;1;1;1;1;1;1;;;15000000;120000;;1;2;1;1;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;5;1;813.554.497.058.309
676663;5;1;2;2;1;1;1;1;3;1;;;20000000;120000;;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;1;2;1;1;1;5;1;672.470.972.523.483
676664;5;1;4;3;1;1;1;1;3;1;;;20000000;250000;;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;114.558.030.628.434
676665;5;1;3;2;1;1;1;1;1;3;;;;;150000;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;3;5;1;929.713.755.936.131
676666;5;1;5;4;1;1;1;1;3;1;;;120000000;700000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;820.157.653.944.291
676669;5;1;1;1;1;1;1;1;3;1;;;15000000;150000;;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;5;1;888.318.807.728.402
676670;5;1;5;3;1;1;1;1;1;1;;;50000000;300000;;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;858.065.023.059.592
676671;5;1;4;3;1;1;1;1;4;3;;;;;160000;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;1;2;1;1;1;5;1;816.145.439.112.156
676672;5;1;3;3;1;1;1;1;4;3;;;;;130000;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;77.149.998.238.341
676673;5;1;3;1;1;1;1;1;3;1;;;25000000;150000;;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;142.750.272.844.149
676674;5;1;3;2;1;2;1;1;1;4;;;;150000;;1;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;124.144.967.529.278
676675;5;1;1;1;1;2;1;1;1;4;;;;120000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;2;5;1;139.076.663.738.894
676676;5;1;4;3;1;1;1;1;3;1;;;25000000;220000;;1;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;201.795.019.704.816
676677;5;1;4;2;1;1;1;1;1;3;;;;;150000;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;180.072.059.616.793
676678;5;1;2;2;1;1;1;1;1;3;;;;;150000;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;569.219.774.669.774
676679;5;1;2;2;1;2;1;1;1;1;;;16000000;120000;;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;795.920.560.745.695
676679;5;2;2;2;1;2;1;1;1;4;;;;150000;;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;;;;;;;;;;;1;1;;5;1;795.920.560.745.695
676680;5;1;3;1;1;1;1;1;1;1;;;16000000;100000;;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;739.381.854.924.354
676681;5;1;2;1;1;1;1;1;1;3;;;;;120000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;813.554.497.058.309
676682;5;1;3;1;1;1;1;1;1;1;;;18000000;130000;;1;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;713.751.364.220.745
676684;5;1;2;2;1;1;1;1;4;4;;;;100000;;1;2;2;1;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;5;2;1;2;1;1;1;1;2;1;1;1;5;1;77.149.998.238.341
676685;5;1;8;4;1;1;1;1;3;4;;;;500000;;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;5;1;896.148.881.839.433
676686;5;1;4;3;1;1;1;1;3;4;;;;300000;;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;861.933.111.588.681
676687;5;1;3;2;1;1;1;1;1;4;;;;200000;;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;2;1;1;1;5;1;720.815.601.005.414
676689;5;1;5;3;1;1;1;1;3;1;;;50000000;300000;;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;111.191.355.882.709
676691;5;1;5;3;1;1;1;1;3;1;;;90000000;700000;;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;699.510.897.609.293
676692;5;1;4;3;1;1;1;1;3;1;;;80000000;700000;;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;950.979.159.853.544
676693;5;1;4;2;1;1;1;1;3;2;;500000;90000000;650000;;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;5;1;89.490.994.676.414
676694;5;1;4;2;1;1;1;1;3;1;;;15000000;150000;;1;1;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;1;1;5;1;726.854.525.654.663
676695;5;1;4;3;1;1;1;1;3;1;;;25000000;200000;;1;1;2;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;5;1;884.269.486.957.782
676696;5;1;3;2;1;1;1;1;1;3;;;;;150000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;5;1;881.347.993.298.178
676697;5;1;2;1;1;1;1;1;4;3;;;;;150000;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;916.890.151.677.261
676698;5;1;2;1;1;1;1;1;1;3;;;;;100000;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;855.714.841.355.216
676699;5;1;5;1;1;1;1;1;4;3;;;;;170000;1;1;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;1;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;1;1;5;1;873.018.817.926.152
676700;5;1;4;1;1;1;1;1;3;4;;;;160000;;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;141.506.127.734.408
676701;5;1;3;2;1;1;1;1;4;4;;;;100000;;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;160.820.789.751.319
676702;5;1;4;2;1;1;1;1;3;4;;;;200000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;107.323.161.659.318
676703;5;1;3;1;1;1;1;1;3;1;;;30000000;200000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;1;1;5;1;142.905.097.439.676
676704;5;1;2;1;1;1;1;1;3;2;;512000;30000000;150000;;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;5;1;133.976.006.093.927
676705;5;1;2;1;1;1;1;1;1;3;;;;;60000;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;1;2;2;1;1;5;1;754.953.469.184.322
676706;5;1;4;2;1;1;1;1;4;1;;;30000000;200000;;1;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;5;1;110.661.247.756.397
676707;5;1;3;2;1;1;1;1;1;3;;;;;150000;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;900.360.298.083.963
676708;5;1;3;1;1;1;1;1;1;1;;;20000000;200000;;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;5;1;706.650.686.072.397
676709;5;1;2;2;1;1;1;2;5;4;;;;60000;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;1;2;;2;;1;1;5;1;916.890.151.677.261
676710;5;1;3;3;1;1;1;1;3;1;;;28000000;200000;;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;1;2;1;1;1;5;1;643.125.505.596.986
