DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,CLASE,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,fex_c_2011
704948,1,2,70,6,48,2,,2,16,4,,1,1,,,,,,,,1,,,,2,,2,2,1,54,77,5529,55,19,146.429.921.503.285
704968,1,2,70,4,48,3,,2,686,3,,1,1,,,,,,,,1,,,,2,,2,2,1,54,54,9500,95,19,107.904.782.171.197
705052,1,2,70,4,48,1,,2,200,3,,2,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,19,104.996.108.630.476
705864,1,2,70,60,40,3,,2,60,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,41,105.656.457.871.309
705868,1,1,70,12,40,1,,2,1,1,,3,1,,,,,,,,,,1,,2,,2,2,1,41,33,5225,52,41,115.983.731.727.464
705871,1,2,70,10,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,58,,,,41,150.962.352.334.544
705884,1,3,70,18,40,3,,2,18,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,62,118,1,41,885.462.454.134.337
705884,1,4,70,12,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,41,885.462.454.134.337
705991,1,1,70,12,40,2,,2,48,4,,1,1,,,,,,,,,,1,,2,,2,2,1,40,98,6039,60,41,125.446.547.707.864
706006,1,1,70,1,40,4,,2,1,4,,1,1,,,,,,,,,,1,,1,170000,2,2,1,62,62,140,1,41,197.329.511.233.764
706113,1,1,70,16,40,3,,2,16,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,41,125.941.507.030.211
707364,1,3,70,24,60,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,59,,,,63,151.336.724.944.148
707372,1,3,70,12,60,1,,2,48,2,,9,4,,,,,,,,,,1,,2,,2,2,1,39,39,6421,64,63,130.743.855.957.762
707391,1,2,70,16,48,4,,2,20,1,,9,8,,,,,,,,,,1,,2,,2,2,1,0,33,6021,60,63,105.815.850.065.123
707392,1,4,70,2,5,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,63,105.959.832.411.723
707397,1,2,70,4,48,1,,2,1,4,,1,1,,,,,,,,,,1,,1,14000,2,2,1,54,54,7493,74,63,106.405.566.831.925
707426,1,1,70,2,48,1,,2,2,4,,1,8,,,,,,,,,,1,,1,300000,2,2,1,79,79,5272,52,63,116.717.567.864.869
707426,1,2,70,18,56,1,,2,72,1,,9,1,,,,,,,,,,1,,2,,2,2,1,58,45,2899,28,63,116.717.567.864.869
707443,1,1,70,52,60,1,,2,52,1,,2,1,,,,,,,,1,,,,2,,1,2,1,61,62,113,1,63,163.497.965.946.503
707451,1,3,70,3,50,4,,2,3,4,,1,1,,,,,,,,,,1,,1,60000,2,2,1,62,62,111,1,63,153.571.212.655.055
707456,1,1,70,4,40,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,2,1,45,54,7493,74,63,103.998.944.787.995
707765,1,3,70,4,48,3,,2,240,4,,1,1,,,,,,,,,,1,,2,,2,2,1,54,59,9309,93,27,112.896.159.119.665
707818,1,3,70,2,60,8,,2,16,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,117,1,27,701.428.805.059.106
709499,2,1,70,12,48,1,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,2,1,53,54,9500,95,5,297.380.945.469.895
709510,1,2,70,12,48,4,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,5,5.467.570.708.542
709571,1,2,70,40,48,1,,2,15,3,,1,1,,,,,,,,,,1,,2,,2,2,1,33,54,9500,95,5,818.160.855.622.007
709710,1,3,70,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,5,44.486.501.747.333
709862,1,3,70,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,2,,,,8,253.957.827.533.556
709865,1,5,70,4,48,1,,2,5,1,,9,4,,,,,,,,,,1,,1,480000,2,2,1,59,59,8511,85,8,223.516.866.811.271
709933,1,1,70,2,40,1,,2,2,4,,3,1,,,,,,,,,,1,,1,50000,2,2,1,39,61,140,1,8,259.328.105.524.608
709933,1,3,70,120,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,55,,,,8,259.328.105.524.608
709936,1,3,70,24,40,1,,2,24,4,,6,1,,,,,,,,,,1,,2,,2,2,1,95,87,4530,45,8,171.575.539.277.041
709936,1,6,70,48,40,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,8,171.575.539.277.041
709945,1,2,70,12,48,4,,2,8,2,,5,1,,,,,,,,,,1,,2,,2,2,1,53,53,8043,80,8,259.328.105.524.608
709996,1,1,70,4,48,8,,2,2,8,,2,1,,,,,,,,,,1,,1,98,2,2,1,62,62,121,1,25,293.237.969.702.883
709996,1,4,70,16,48,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,2,1,45,44,6421,64,25,293.237.969.702.883
710059,1,2,70,1,48,1,,2,240,4,,2,2,,,,,,,,,,1,,2,,2,2,1,45,45,5233,52,25,167.598.441.996.046
710094,1,8,70,2,48,1,,2,2,1,,3,8,,,,,,,,,,1,,1,500000,2,2,1,98,62,121,1,25,792.431.423.096.218
710994,1,2,70,12,60,4,,2,32,8,,2,1,,,,,,,,,,1,,2,,2,2,1,50,62,111,1,68,799.066.030.670.794
711015,1,2,70,2,56,8,,2,2,8,,2,2,,,1,,,,,,,,,1,21000,2,2,1,62,62,111,1,68,13.352.707.076.012
711043,1,1,70,4,50,8,,2,4,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,111,1,68,106.318.984.794.406
711076,1,1,70,1,50,1,,2,32,1,,4,8,,,,,,,,,,1,,2,,2,2,1,95,95,3420,34,68,175.759.605.185.682
711136,1,2,70,28,60,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,70,541.463.690.471.581
711136,1,3,70,6,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,70,541.463.690.471.581
711138,1,1,70,6,60,2,,2,6,4,,1,1,,,,,,,,,,1,,1,250000,2,2,1,45,62,116,1,70,436.365.210.851.438
711138,1,2,70,52,40,2,,2,52,2,,9,1,,,,,,,,,,1,,2,,2,2,1,13,13,8042,80,70,436.365.210.851.438
711151,1,3,70,20,20,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,70,408.220.387.371.337
711280,1,3,70,104,48,2,,2,104,1,,5,1,,,,,,,,,,1,,2,,2,2,1,31,32,8060,80,70,36.137.560.400.203
711348,1,1,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,70,416.286.307.871.631
711369,1,2,70,20,20,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,60,,,,70,425.702.150.779.346
711376,1,1,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,70,293.860.000.313.476
711584,1,1,70,3,40,1,,2,3,8,,2,1,,,,,,,,1,,,,1,150000,2,2,1,95,62,118,1,73,990.857.062.888.946
711594,2,3,70,12,20,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,73,946.341.354.373.467
711786,1,5,70,1,40,3,,2,4,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,73,100.799.463.159.272
711829,1,2,70,20,18,1,,2,20,1,,2,4,,,,,,,,,,1,,2,,2,2,1,45,38,6421,64,73,121.095.042.403.116
711842,1,2,70,4,8,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,73,973.640.212.112.666
711880,1,2,70,5,16,1,,2,999,3,,1,1,,,,,,,,1,,,,2,,2,2,1,53,54,9500,95,73,121.095.042.403.116
711894,1,3,70,24,48,1,,2,104,8,,4,1,,,,,,,,,,1,,2,,2,2,1,45,62,111,1,73,168.756.414.534.072
711901,1,1,70,4,45,8,,2,4,8,,5,1,,,,,,,,,,1,,1,140000,2,2,1,62,62,115,1,73,153.283.832.887.671
714671,2,1,70,2,40,1,,2,3,1,,3,8,,,,,,,,,,1,,1,200000,2,2,1,95,95,4521,45,23,456.705.346.006.344
714873,1,2,70,21,36,3,,2,528,3,,1,4,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,23,499.225.687.088.441
714875,1,2,70,2,60,3,,2,520,4,,1,6,,,,,,,,,,1,,2,,2,2,1,54,56,9301,93,23,410.044.730.971.992
714875,1,3,70,3,42,8,,2,2,8,,3,4,,,,,,,,,,1,,1,30000,2,2,1,62,62,121,1,23,410.044.730.971.992
714885,1,2,70,2,60,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,23,212.522.827.792.983
714886,1,2,70,25,48,1,,2,12,1,,2,4,,,,,,,,,,1,,2,,2,2,1,97,21,6422,64,23,114.014.583.881.891
714974,1,1,70,4,40,3,,2,13,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,136.218.149.924.601
714974,1,3,70,8,48,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,136.218.149.924.601
715003,1,2,70,52,50,3,,2,204,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,275.025.140.410.012
715032,1,7,70,52,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,306.762.233.788.078
715037,1,5,70,52,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,52,427.994.807.683.545
715050,1,2,70,23,40,4,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,2,1,61,61,111,1,52,220.955.720.132.191
715066,1,2,70,52,40,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,52,201.610.603.479.392
715074,1,2,70,13,40,4,,2,26,4,,1,1,,,,,,,,,,1,,2,,2,2,1,61,61,140,1,52,136.218.149.924.601
715081,1,1,70,13,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,326.505.720.127.024
715084,1,1,70,26,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,52,311.972.409.855.246
715087,1,3,70,24,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,52,29.385.050.659.337
715111,1,3,70,23,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,52,333.906.367.068.854
715717,1,2,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,98,,,,20,810.388.788.751.572
715790,1,1,70,4,36,3,,2,52,3,,2,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,20,13.095.680.804.114
715790,1,2,70,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,20,13.095.680.804.114
715829,1,3,70,46,46,8,,2,4,8,,3,1,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,20,783.959.112.594.568
716034,1,3,70,4,48,4,,2,8,8,,3,8,,,,,,,,,,1,,2,,2,2,1,62,62,121,1,20,640.827.276.980.266
716034,1,4,70,8,60,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,20,640.827.276.980.266
716112,1,1,70,4,60,8,,2,4,8,,2,8,,,,,,,,,,1,,2,,2,2,1,62,62,140,1,20,92.703.930.230.665
716190,1,3,70,8,48,1,,2,8,3,,2,1,,,,,,,,,,1,,2,,2,2,1,98,98,9500,95,20,627.503.996.797.624
716190,1,4,70,2,48,4,,2,2,4,,2,1,,,,,,,,,,1,,1,350000,2,2,1,77,77,5223,52,20,627.503.996.797.624
716264,1,2,70,4,36,1,,2,78,3,,1,1,,,,,,,,,,1,,2,,2,2,1,45,54,9500,95,20,855.058.928.519.564
716275,1,3,70,4,48,3,,2,4,3,,1,4,,,,,,,,,,1,,1,100000,2,2,1,54,54,9500,95,20,671.323.931.851.206
716279,1,3,70,4,44,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,20,133.468.447.610.016
716336,1,4,70,2,48,1,,2,2,4,,1,1,,,,,,,,,,1,,1,150000,2,2,1,13,57,9302,93,54,430.309.590.633.689
716403,1,4,70,1,45,8,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,62,,,,54,486.955.354.398.817
716450,1,3,70,2,40,8,,2,2,8,,2,1,,,,,,,,,,1,,1,20000,2,2,1,62,62,119,1,54,478.815.720.672.348
716452,1,1,70,1,40,8,,2,1,8,,2,1,,,,,,,,,,1,,2,,2,2,1,62,62,119,1,54,566.074.432.576.971
716465,1,2,70,43,10,4,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,41,,,,54,337.712.928.487.618
716512,1,2,70,1,48,4,,2,1,8,,2,1,,,,,,,,,,1,,1,100000,2,2,1,55,62,119,1,54,467.161.065.557.999
716533,1,1,70,4,48,8,,2,4,8,,2,8,,,,,,,,,,1,,1,260000,2,2,1,62,62,130,1,54,210.600.948.511.566
716535,1,2,70,8,48,2,,2,18,1,,3,1,,,,,,,,,,1,,2,,2,2,1,13,45,5233,52,54,20.157.453.411.327
716538,1,1,70,5,45,8,,2,7,8,,3,1,,,,,,,,,,1,,2,,2,2,1,62,62,130,1,54,540.600.627.573.542
716546,1,3,70,2,48,3,,2,15,1,,3,1,,,,,,,,,,1,,2,,2,2,1,53,53,130,1,54,634.544.179.418.367
716586,1,3,70,5,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,39,,,,54,309.501.067.909.877
716660,1,2,70,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,54,378.398.211.832.235
716802,1,1,70,20,40,1,,2,48,4,,2,1,,,,,,,,,,1,,2,,2,2,1,79,16,5271,52,27,941.803.172.197.828
716823,1,2,70,12,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,32,,,,27,673.385.505.803.555
716828,1,3,70,6,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,54,,,,27,958.658.081.315.517
716853,1,2,70,24,40,4,,2,5,4,,1,1,,,,,,,,,,1,,1,800000,2,2,1,41,41,5211,52,27,903.331.068.956.911
716863,1,1,70,84,40,3,,2,84,3,,1,1,,,,,,,,,,1,,2,,2,2,1,54,54,9500,95,27,797.505.147.155.823
716967,1,4,70,4,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,58,,,,27,146.914.080.242.574
717020,1,1,70,140,40,1,,2,140,1,,5,1,,,,,,,,,,1,,2,,2,2,1,34,52,8532,85,27,810.697.907.472.628
717042,1,3,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,95,,,,27,136.184.316.123.587
717042,1,4,70,10,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,0,,,,27,136.184.316.123.587
717043,1,3,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,43,,,,27,137.522.198.078.584
717043,1,4,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,45,,,,27,137.522.198.078.584
717044,1,3,70,25,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,1,11,,,,27,627.122.272.081.295
