DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6910,P6910S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P6420S1,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,CLASE,OCI,RAMA4D,OFICIO,RAMA2D,RAMA4DP8,RAMA2DP8,DPTO,fex_c_2011
682286,1,1,60,2,,,,,,,,,,24,1,,1,,461500,2,,,2,,2,,1,98,2,,,,54000,,2,,,2,1,,2,2,2,,,2,,,230000,,2,1,2,2,,,,,,,,,,,12,55,,.,55,,,1,7,17,2,,,,,,9,7,,,,2,,,,1,,,,,,,,1,,2,1,36,1,,2,,,,,,6,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,2,2,3,3,3,,2,1,2695,95,26,,,25,619.622.067.078.462
682289,3,1,60,2,,,,,,,,,,2,1,,1,,600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,10,89,,.,89,,,1,4,18,2,,,,,,4,4,,,,1,1,1,24,1,1,,,,,,,,,1,1,20,1,,2,,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,1,3,3,2,2,3,2,5,,2,1,6042,98,60,,,25,355.033.358.411.153
684288,1,1,60,1,1,,,1,1,,1,1,1,276,8,,1,,650000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,300000,300000,,2,1,2,2,,,,,,,,,,,12,91,,.,91,,,1,3,9,1,10,12,1,14,16,2,8,,,,1,2,1,7,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,2,2,3,2,3,3,2,,2,1,121,62,1,,,50,462.161.159.991.441
684290,1,1,60,1,1,,,1,2,,1,1,2,1,8,,1,,530000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,5,70,,.,70,,,1,6,9,1,10,12,1,13,18,3,8,,,,2,,,,1,,,,,,,,1,,2,1,4,8,,2,,,,,,4,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,,3,3,3,3,3,3,2,2,3,9,,2,1,124,62,1,,,50,127.599.891.278.981
684290,2,1,60,1,1,,,1,2,,2,2,2,7,8,,1,,340000,2,,,2,,1,90000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,8,56,,.,56,,,1,6,9,1,10,12,1,13,14,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,3,2,3,3,3,2,2,2,3,9,,2,1,124,62,1,,,50,127.599.891.278.981
684294,1,1,60,1,1,,,1,1,,1,1,1,3,8,,1,,350000,2,,,2,,1,80000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,8,17,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,8,,2,1,121,62,1,,,50,961.050.192.411.668
684298,1,1,60,2,,,,,,,,,,16,8,,1,,382000,2,,,1,150000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,54,,.,54,,,1,7,12,1,14,16,2,,,3,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,8,,2,1,121,62,1,,,50,144.604.682.374.372
684300,1,1,60,2,,,,,,,,,,4,8,,1,,500000,2,,,2,,1,300000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,9,91,,.,91,,,1,4,18,2,,,,,,2,8,,,,2,,,,1,,,,,,1,,,,2,1,84,8,,2,,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,4,,,,1,14,2,1,2,,,,,,,,,,,,,,,2,3,1,2,4,2,2,3,4,3,,2,1,121,62,1,,,50,127.599.891.278.981
684300,1,4,60,2,,,,,,,,,,7,1,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,24,3,ESE ES EL TIEMPO QUE REQUIERE ESA ACTIVIDAD,24,,,1,8,12,1,14,18,2,,,3,8,,,,2,,,,1,,,,,,1,,,,2,1,60,8,,2,,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,1,30,2,1,2,,,,,,,,,,,,,,,1,2,1,2,3,2,2,3,2,9,,2,1,9249,62,92,,,50,127.599.891.278.981
684304,2,1,60,2,,,,,,,,,,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,200000,1,1400000,3,,12,84,,.,36,7,CONSIGUIO OTRO TRABAJO DESDE EL VIERNES,1,22,10,2,,,,,,1,8,,,,2,,,,1,,,,,,1,,,,2,1,36,4,,1,48,1,,500000,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,2,8,,2,1,5155,45,51,,,50,144.604.682.374.372
684306,1,1,60,2,,,,,,,,,,16,8,,1,,400000,2,,,1,270000,1,180000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,55,,.,55,,,1,6,11,1,13,17,2,,,3,8,,,,2,,,,1,,,1,,,1,,,,2,1,3,4,,2,,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,2,1,115,62,1,,,50,138.937.807.801.976
684306,1,2,60,2,,,,,,,,,,10,1,,1,,200000,2,,,1,270000,1,90000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,56,,.,56,,,1,6,12,1,5,7,2,,,3,7,,,,2,,,,1,,,,,,1,,,,2,1,4,3,,2,,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,2,8,,2,1,115,53,1,,,50,138.937.807.801.976
684306,2,1,60,2,,,,,,,,,,4,8,,1,,300000,2,,,1,270000,1,200000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,84,,.,84,,,1,6,12,1,13,18,2,,,3,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,3,2,3,3,3,2,2,2,8,,2,1,115,62,1,,,50,138.937.807.801.976
684311,1,1,60,1,2,1,,1,1,,1,1,2,60,8,,1,,550000,2,,,2,,1,100000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,250000,,2,1,2,2,,,,,,,,,,,12,56,,.,56,,,1,6,10,1,14,18,2,,,5,8,,,,1,1,3,5,1,1,,,,,,,,,1,1,36,1,,2,,,,,,1,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,2,1,123,62,1,,,50,133.274.657.961.336
684312,1,1,60,1,2,1,,1,1,,2,2,2,96,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,400000,1,8000000,3,,10,40,,.,40,,,1,9,16,2,,,,,,1,7,,,,2,,,,1,,,1,,,,,,,2,1,60,4,,2,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,4,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,2,1,7411,12,74,,,50,1.239.465.164.737
684315,1,1,60,2,,,,,,,,,,168,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,800000,1,9600000,3,,12,21,2,,21,,,1,9,12,2,,,,,,1,1,,,,2,,,,1,,,,1,,1,,,,2,1,204,2,,2,,,,,,99,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,3,3,3,2,2,1,3,3,,2,1,1530,77,15,,,50,66.751.174.496.211
684316,1,1,60,1,1,,,1,1,,1,1,2,29,8,,1,,461500,2,,,2,,1,50000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,461500,,2,1,2,2,,,,,,,,,,,12,51,,.,51,,,1,6,12,1,14,17,2,,,3,8,,,,2,,,,1,,,1,,,,,,,1,1,48,4,,2,,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,2,1,121,62,1,,,50,154.565.308.496.588
684316,1,2,60,2,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48,,.,48,,,1,6,12,1,14,16,2,,,3,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,121,62,1,,,50,154.565.308.496.588
684317,1,1,60,2,,,,,,,,,,24,8,,1,,523000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,91,,.,91,,,1,3,7,1,8,12,1,13,16,2,8,,,,2,,,,1,,,1,,,,,,,1,1,38,1,,2,,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,1,2,2,3,2,3,3,2,,2,1,121,62,1,,,50,106.783.435.123.652
684319,1,1,60,1,2,2,9,1,2,,2,1,2,48,1,,1,,712000,2,,,2,,2,,2,,2,,,55000,32000,,2,1,,1,1,,2,2,2,,,2,,,,,2,2,2,1,,,,,,,,,,,12,54,,.,54,,,1,8,13,1,14,18,2,,,9,4,,,,1,1,1,6,1,1,,,,,,,,,1,1,8,1,,2,,,,,,3,,12,,,,,,,20,18,,54,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,2,3,2,3,2,9,,2,1,6421,85,64,,,50,111.619.992.793.178
684319,1,5,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,1,7000000,3,,12,30,1,,40,,,1,6,18,2,,,,,,2,8,,,,2,,,,1,,,1,,,,,,,1,1,240,1,,2,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,30,2,1,2,,,,,,,,,,,,,,,2,3,1,2,2,2,2,3,3,2,,2,1,501,64,5,,,50,111.619.992.793.178
684321,1,1,60,2,,,,,,,,,,228,8,,1,,400000,2,,,1,150000,1,70000,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,400000,400000,,2,1,2,2,,,,,,,,,,,12,45,,.,45,,,1,5,7,1,8,12,1,14,16,2,8,,,,1,1,3,15,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,121,62,1,,,50,10.338.608.407.956
684321,1,2,60,2,,,,,,,,,,228,1,,1,,300000,2,,,1,150000,1,70000,2,,2,,,,,,,,,2,2,,2,2,2,,,1,,300000,150000,,2,1,2,2,,,,,,,,,,,12,35,1,,35,,,1,5,17,2,,,,,,2,1,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,121,53,1,,,50,10.338.608.407.956
684324,1,1,60,1,1,,,1,2,,2,2,2,84,8,,1,,450000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,6,12,1,14,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,96,8,,2,,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,7,,,,2,,,,1,1,2,1,2,2,1,2,1,2,2,,2,2,,2,2,2,3,3,2,2,3,2,5,,2,1,121,62,1,,,50,174.117.083.924.384
692941,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,500000,1,3200000,3,,9,49,,.,49,,,1,7,4,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,3,2,3,3,3,,2,1,113,62,1,,,18,113.808.813.473.342
692943,1,1,60,2,,,,,,,,,,12,8,,1,,450000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,5,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,3,2,2,2,3,3,8,,2,1,123,62,1,,,18,117.353.635.223.214
692943,1,2,60,2,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,3200000,1,,8,30,2,,30,,,1,9,5,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,3,2,2,2,2,3,9,,2,1,7493,54,74,,,18,117.353.635.223.214
692944,1,2,60,2,,,,,,,,,,160,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,250000,1,1000000,2,,12,52,,.,52,,,1,7,6,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,2,2,2,2,3,3,5,,2,1,113,62,1,,,18,10.411.755.560.491
692946,1,1,60,2,,,,,,,,,,200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,500000,1,6200000,3,,12,52,,.,52,,,1,6,12,1,2,6,2,,,2,8,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,2,1,121,62,1,,,18,101.757.530.421.979
692946,1,3,60,2,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,2,,25,,,1,6,9,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,2,1,121,62,1,,,18,101.757.530.421.979
692947,1,1,60,2,,,,,,,,,,128,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,2500000,3,,12,49,,.,49,,,1,7,5,2,,,,,,2,8,,,,2,,,,1,,,1,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,2,1,113,62,1,,,18,929.045.249.320.908
692947,1,3,60,2,,,,,,,,,,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,45,,.,45,,,1,8,6,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,8,,2,1,121,62,1,,,18,929.045.249.320.908
692948,1,1,60,2,,,,,,,,,,180,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,150000,1,1300000,2,,12,53,,.,53,,,1,7,6,2,,,,,,2,8,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,2,1,121,61,1,,,18,763.978.565.415.649
692948,1,3,60,2,,,,,,,,,,12,8,,1,,250000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,6,2,,,,,,2,8,,,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,2,1,121,62,1,,,18,763.978.565.415.649
692948,1,4,60,2,,,,,,,,,,96,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,110000,1,500000,2,,8,52,,.,52,,,1,6,5,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,3,3,3,,2,1,111,62,1,,,18,763.978.565.415.649
692949,1,1,60,2,,,,,,,,,,108,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,450000,1,4500000,3,,12,53,,.,52,6,,1,7,6,2,,,,,,2,8,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,2,1,111,62,1,,,18,100.442.968.889.294
692952,1,1,60,2,,,,,,,,,,180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,250000,1,1100000,3,,9,52,,.,53,,,1,6,6,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,2,1,140,62,1,,,18,110.084.656.863.032
