DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6910,P6910S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P6420S1,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,CLASE,OCI,RAMA4D,OFICIO,RAMA2D,RAMA4DP8,RAMA2DP8,DPTO,fex_c_2011
711189,1,3,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,3600000,3,,12,60,,.,60,,,1,7,17,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,2,,2,1,4521,99,45,,,70,251.292.958.503.459
711190,1,1,60,2,,,,,,,,,,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,0,1,1500000,3,,12,70,,.,70,,,1,5,15,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,2,1,115,61,1,,,70,597.680.410.697.706
711207,1,1,60,1,1,,,1,1,,2,2,2,123,1,,1,,600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,11,63,,.,63,,,1,7,12,1,13,17,2,,,2,4,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,115,97,1,,,70,42.095.088.633.294
711208,1,1,60,1,1,,,1,1,,2,2,2,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,500000,1,,3,,6,49,,.,49,,,1,7,12,1,13,15,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,115,61,1,,,70,442.086.884.979.302
711209,1,1,60,1,1,,,1,1,,2,2,2,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,300000,1,300000,3,,11,49,,.,49,,,1,7,13,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,140,62,1,,,70,478.043.229.499.841
711210,1,1,60,1,2,1,,1,1,,1,1,1,35,2,,5,,804000,2,,,2,,2,,2,,2,,,50800,14800,,2,2,2,1,1,35512,2,1,2,,,1,,400000,1200000,,2,1,2,2,,,,,,,,,,,11,40,,.,40,,,1,7,12,1,14,17,2,,,9,7,,,,2,,,,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,,,120000,1,2,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,1,2,2,3,3,1,,2,1,8012,13,80,,,70,483.308.019.121.798
711211,1,1,60,1,1,,,1,1,,2,2,2,10,1,,1,,350000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,9,98,,.,98,,,1,4,12,1,13,18,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,121,60,1,,,70,456.493.126.281.772
711211,1,4,60,1,1,,,1,1,,2,2,2,6,8,,1,,120000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,8,56,,.,56,,,1,4,12,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,4,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,121,62,1,,,70,456.493.126.281.772
711212,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,250000,1,250000,3,,11,56,,.,56,,,1,6,12,1,14,15,2,,,2,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,140,62,1,,,70,416.286.307.871.631
711212,1,2,60,2,,,,,,,,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,21,2,,21,,,1,7,10,2,,,,,,2,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,140,62,1,,,70,416.286.307.871.631
711215,1,1,60,2,,,,,,,,,,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,600000,1,600000,2,,11,56,,.,56,,,1,7,12,1,14,15,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,140,62,1,,,70,563.889.416.630.427
711217,1,1,60,1,1,,,1,1,,2,2,2,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,180000,1,,3,,11,42,,.,42,,,1,9,15,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,5521,53,55,,,70,359.694.755.261.534
711218,1,1,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,1,2400000,3,,11,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,406.637.563.531.894
711219,1,1,60,2,,,,,,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,300000,3,,11,42,,.,42,,,1,7,12,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,115,61,1,,,70,366.178.875.254.917
711220,1,1,60,1,1,,,1,1,,2,2,2,5,1,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,4,84,,.,84,,,1,4,12,1,13,17,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,60,8,,2,,,,,,60,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,121,62,1,,,70,473.378.651.038.532
711221,1,2,60,2,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,,2,,5,42,,.,42,,,1,9,15,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,501,64,5,,,70,521.335.775.041.248
711222,1,1,60,1,2,2,4,1,1,,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,,3,,4,42,,.,42,,,1,7,13,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,1,4,4,,2,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,366.178.875.254.917
711223,1,1,60,1,1,,,1,1,,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,4,,3,,4,56,,.,56,,,1,7,12,1,13,15,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,423.071.310.182.376
711224,1,1,60,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1200000,4,1200000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,115,61,1,,,70,494.520.882.201.221
711224,1,2,60,2,,,,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,3600000,3,,11,56,,.,56,,,1,8,12,1,13,17,2,,,2,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,5211,45,52,,,70,494.520.882.201.221
711224,1,3,60,2,,,,,,,,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,28,2,,28,,,1,10,14,2,,,,,,2,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,5211,45,52,,,70,494.520.882.201.221
711226,1,1,60,1,1,,,1,1,,2,2,2,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,300000,1,,3,,11,56,,.,56,,,1,8,12,1,13,17,2,,,2,9,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,4521,95,45,,,70,463.229.116.141.991
711227,1,2,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,800000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,268.989.941.576.265
711227,1,3,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,800000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,268.989.941.576.265
711228,1,1,60,2,,,,,,,,,,123,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,4,600000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,115,61,1,,,70,588.406.498.741.942
711229,1,1,60,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,800000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,433.194.353.988.758
711230,1,1,60,1,2,1,,1,1,,1,1,1,168,2,,1,,850000,2,,,2,,2,,2,,2,,,25000,29000,,2,2,2,1,1,25000,2,1,2,,,1,,450000,450000,450000,2,1,1,2,,,,,,,,,,,11,56,,.,56,,,1,7,15,2,,,,,,9,7,,,,1,2,2,14,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,,,450000,1,2,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,3,,2,1,8011,13,80,,,70,4.678.936.946.033
711232,1,1,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,800000,4,800000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,416.286.307.871.631
711233,1,2,60,2,,,,,,,,,,123,1,,1,,800000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,4,56,,.,56,,,1,7,13,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,140,62,1,,,70,428.536.008.043.776
711233,1,3,60,2,,,,,,,,,,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,800000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,428.536.008.043.776
711234,1,1,60,2,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,465700,1,5122000,3,,11,21,2,,21,,,1,7,10,2,,,,,,2,1,,,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,1,1,2,2,2,2,3,3,3,,2,1,9191,14,91,,,70,461.137.760.189.321
711235,1,1,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,,3,,6,21,2,,21,,,1,9,12,2,,,,,,1,8,,,,2,,,,1,,,,1,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,121,61,1,,,70,367.321.100.652.887
711235,1,2,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1000000,4,,3,,4,21,2,,21,,,1,9,12,2,,,,,,1,8,,,,2,,,,1,,,,1,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,2,1,5124,45,51,,,70,367.321.100.652.887
711235,1,3,60,2,,,,,,,,,,37,1,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,11,21,2,,21,,,1,16,23,2,,,,,,2,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,5225,41,52,,,70,367.321.100.652.887
711237,1,1,60,1,2,1,,1,1,,2,2,2,123,2,,2,,186000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,11,28,2,,28,,,1,9,13,2,,,,,,9,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,8532,54,85,,,70,543.810.513.650.619
711237,1,2,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,800000,4,,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,543.810.513.650.619
711238,1,1,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,800000,3,,4,56,,.,56,,,1,7,12,1,13,16,2,,,2,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,116,62,1,,,70,361.514.296.793.608
711239,1,1,60,2,,,,,,,,,,123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,300000,1,3000000,3,,10,28,2,,28,,,1,10,12,1,13,15,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,3699,94,36,,,70,277.060.014.410.306
711240,1,1,60,2,,,,,,,,,,450,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,6,1800000,3,,6,49,,.,49,,,1,6,13,2,,,,,,2,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,118,62,1,,,70,276.862.285.518.227
711240,1,3,60,2,,,,,,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,90000,1,990000,3,,11,63,,.,63,,,1,6,12,1,13,16,2,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,5222,41,52,,,70,276.862.285.518.227
711241,1,2,60,1,1,,,1,1,,2,2,2,67,3,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,11,63,,.,63,,,1,6,12,1,13,16,2,,,1,2,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,9500,54,95,,,70,16.988.144.363.086
711241,1,3,60,2,,,,,,,,,,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,300000,1,,3,,11,56,,.,56,,,1,7,12,1,13,16,2,,,2,9,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,4521,95,45,,,70,16.988.144.363.086
711241,1,4,60,1,1,,,1,1,,2,2,2,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,11,56,,.,56,,,1,7,12,1,13,16,2,,,1,4,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,6031,98,60,,,70,16.988.144.363.086
711243,1,1,60,2,,,,,,,,,,125,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,11,56,,.,56,,,1,7,12,1,13,16,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,2030,95,20,,,70,245.111.707.361.664
711244,1,1,60,2,,,,,,,,,,150,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,300000,1,,3,,11,42,,.,42,,,1,8,12,1,13,15,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,,2,1,2090,95,20,,,70,168.465.957.881.857
711245,1,1,60,2,,,,,,,,,,63,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,300000,1,,3,,11,56,,.,56,,,1,7,12,1,13,16,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,2,1,2030,95,20,,,70,241.183.863.232.725
711276,1,1,60,2,,,,,,,,,,2,1,,1,,200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,2,72,,.,72,,,1,6,6,2,,,,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,72,1,,2,,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,2,,3,3,2,3,3,2,2,2,3,3,,2,1,5530,50,55,,,70,432.163.749.412.362
711277,1,1,60,2,,,,,,,,,,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,350000,1,,3,,12,54,,.,54,,,1,6,17,2,,,,,,3,4,,,,2,,,,1,,,,,,,,1,,2,1,72,4,,2,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,3,3,2,2,3,3,3,,2,1,6310,97,63,,,70,432.163.749.412.362
711278,1,1,60,2,,,,,,,,,,242,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,200000,1,2400000,3,,12,48,,.,48,,,1,7,15,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,2,1,118,61,1,,,70,466.830.366.420.418
711279,1,1,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,450000,1,4800000,3,,12,48,,.,48,,,1,7,14,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,1,3,1,,2,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,2,3,3,,2,1,115,62,1,,,70,436.365.210.851.438
711280,1,1,60,2,,,,,,,,,,157,1,,1,,400000,2,,,2,,1,60000,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,4,13,2,,,,,,4,8,,,,2,,,,1,,,,,,,,1,,2,1,60,4,,2,,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,2,1,121,58,1,,,70,36.137.560.400.203
711280,1,6,60,2,,,,,,,,,,703,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,3600000,3,,12,48,,.,32,6,,1,7,14,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,2,1,118,61,1,,,70,36.137.560.400.203
711281,1,1,60,2,,,,,,,,,,302,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,600000,1,7200000,3,,12,48,,.,48,,,1,7,16,2,,,,,,1,8,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,2,1,119,61,1,,,70,485.628.351.210.678
