DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;P750S1;P750S1A1;P750S2;P750S2A1;P750S3;P750S3A1;P750S4;AREA;MES;P1661S1;P1661S1A1;P1661S2;P1661S2A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;DPTO;fex_c_2011
3936577;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;233,867733661335
3936577;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;233,867733661335
3936578;1;1;1;95;1;2;1; ;2100000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,771152423161
3936578;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,771152423161
3936578;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,771152423161
3936579;1;1;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,045032214663
3936579;1;2;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,045032214663
3936579;1;3;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,045032214663
3936580;1;1;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;167,974133135191
3936580;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;167,974133135191
3936581;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;200,020392236648
3936582;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;166,204067047745
3936583;1;1;1;95;1;2;2;250000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;142,568294948462
3936583;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;142,568294948462
3936583;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;142,568294948462
3936584;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;126,365314236432
3936584;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;126,365314236432
3936584;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;126,365314236432
3936584;1;4;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1780000; ;2;2;2; ;2; ; ;1;1780000; ; ; ;17;02; ; ; ; ; ; ;1;UNIVERSIDAD NACIONAL;1780000;17;126,365314236432
3936585;1;1;1;95;2; ; ; ; ; ; ;1;2;2;9600000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;166,204067047745
3936586;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;200,020392236648
3936587;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3936587;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3936587;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3936587;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;147,550564102269
3936588;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;194,929737202694
3936588;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;194,929737202694
3936588;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;194,929737202694
3936589;1;1;1;95;1;2;1; ;900000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;185,47348314557
3936589;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;185,47348314557
3936590;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,124549631204
3936590;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,124549631204
3936640;1;1;1;95;1;2;1; ;1250000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936640;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936640;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936640;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936641;1;1;1;95;1;1;2; ; ;100000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,124549631204
3936641;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,124549631204
3936642;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;166,204067047745
3936643;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;139,254071566589
3936643;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;139,254071566589
3936643;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;139,254071566589
3936643;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;139,254071566589
3936644;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;174,61455404992
3936644;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;174,61455404992
3936645;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;286,68465961977
3936646;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;200000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,218861966346
3936646;1;2;1;95;1;1;2; ; ;450000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,218861966346
3936646;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,218861966346
3936646;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,218861966346
3936646;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,218861966346
3936646;2;1;2;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;17;02; ; ; ; ;1;900000; ; ; ;17;153,218861966346
3936646;3;1;3;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,218861966346
3936646;4;1;4;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,218861966346
3936649;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;99,4439282549132
3936649;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4800000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;99,4439282549132
3936649;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1920;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;99,4439282549132
3936649;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;99,4439282549132
3936649;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;99,4439282549132
3936650;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;206,30182502783
3936650;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;206,30182502783
3936650;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;206,30182502783
3936651;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;243,335599251188
3936651;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;243,335599251188
3936651;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;243,335599251188
3936652;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;220,335575389422
3936652;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;70000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;220,335575389422
3936653;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;361,501952277647
3936653;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;17;02;1;900000; ; ; ; ; ; ; ;17;361,501952277647
3936654;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ;24000000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;196,890278879189
3936654;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;196,890278879189
3936655;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;166,204067047745
3936656;1;1;1;95;1;2;1; ;3000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;152,89461571865
3936656;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;152,89461571865
3936656;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;152,89461571865
3936657;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;166,204067047745
3936659;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,834238972751
3936659;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,834238972751
3936659;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;136,834238972751
3936660;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,771152423161
3936660;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,771152423161
3936660;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;151,771152423161
3936661;1;1;1;95;1;2;1; ;689455; ;2;1;2;2;5400000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;165,671458722282
3936662;1;1;1;95;1;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,311284598052
3936662;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,311284598052
3936662;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,311284598052
3936662;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,311284598052
3936662;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;155,311284598052
3936663;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936663;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936663;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936663;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;153,541218510607
3936664;1;1;1;95;1;2;1; ;689455; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;02; ; ; ; ; ; ; ; ; ;17;166,204067047745
3936679;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;500000;2;1;2; ;2; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;122,930127257238
3936679;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;122,930127257238
3936679;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;122,930127257238
3936679;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;122,930127257238
3936680;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;127,438753941632
3936680;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;127,438753941632
3936680;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;127,438753941632
3936680;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;127,438753941632
3936680;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;02; ; ; ; ; ; ; ; ; ;23;127,438753941632
3936729;1;1;1;95;1;2;1; ;606720; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2280,27474647531
3936729;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2280,27474647531
3936729;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1500000;2;1;2; ;2; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2280,27474647531
3936730;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2591,62702441036
3936730;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2591,62702441036
3936730;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2591,62702441036
3936731;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2428,7223433072
3936731;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2428,7223433072
3936733;1;1;1;95;2; ; ; ; ; ; ;1;2;2;1400000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2351,26798026238
3936733;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;2351,26798026238
3936733;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1440000;3000000;2;1;2; ;2; ; ;1;1440000; ; ; ;11;02; ; ; ; ;1;1440000; ; ; ;11;2351,26798026238
3936743;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;198000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;3096,78193617178
3936743;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;150000; ;2;2;2; ;2; ; ;1;150000; ; ; ;11;02;1;150000; ; ; ; ; ; ; ;11;3096,78193617178
3936743;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;3096,78193617178
3936743;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;02; ; ; ; ; ; ; ; ; ;11;3096,78193617178
3936744;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;390000; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1024,46994533401
3936744;1;2;1;95;1;1;2; ; ;650000;2;1;2;1; ;98; ; ; ;2;2;2;3500000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1024,46994533401
3936745;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1024,46994533401
3936745;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1024,46994533401
3936746;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;3500000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1257,90469995234
3936746;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;2500000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1257,90469995234
3936747;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2;100000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;829,778917387387
3936747;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;829,778917387387
3936747;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;200000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;829,778917387387
3936748;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1018,09518312507
3936749;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;70000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1088,08844584578
3936750;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;999,595171493954
3936750;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;300000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;999,595171493954
3936750;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;999,595171493954
3936750;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;999,595171493954
3936751;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;4500000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;889,606791687291
3936751;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;889,606791687291
3936751;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;889,606791687291
3936752;1;1;1;95;1;2;1; ;1500000; ;2;1;2;2; ; ; ; ; ;2;2;2;3000000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;747,245379617337
3936752;1;2;1;95;1;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;747,245379617337
3936753;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;818,441218780087
3936753;1;2;1;95;1;2;1; ;1700000; ;2;1;2;1; ;98; ; ; ;2;2;2;98;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;818,441218780087
