DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;clase;MES;DSI;DSCY;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1;OFICIO2;DPTO;fex_c_2011
5160231;1;3;1;70;3;50;1; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;900000;2; ;2;03;1;1;0820;08;97;77;73;1555,38809478656
5160236;1;1;1;70;1;48;1; ;2;1;1; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;1;800000;600000;2; ;2;03;1;1;4111;41;58;95;73;2980,13941911458
5160275;1;1;1;70;24;48;1; ;2;76;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;877803;1;4;2;03;1;2;1071;10;55;55;76;2858,66345744137
5160308;1;2;1;70;8;50;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;4330;43;93;95;76;2858,66345744137
5160338;1;2;1;70;8;48;3; ;2;12;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;4781;47;54;45;76;11369,7091714872
5160575;1;4;1;70;5;44;1; ;2;6;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;03;1;1;0111;01;45;62;20;2460,35710710269
5160613;1;4;1;70;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877000; ; ;2;03;1;2;.; ;39; ;20;1738,85623421731
5160613;1;5;1;70;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877000; ; ;2;03;1;2;.; ;33; ;20;1738,85623421731
5160659;1;1;1;70;20;40;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;2;5221;52;33;33;20;3379,0685898683
5160697;1;2;1;70;2;42;1; ;2;14;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;03;1;1;0144;01;53;61;23;2381,0445036033
5160704;1;2;1;70;4;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;2;03;1;1;4330;43;45;93;23;2790,11179618111
5160737;1;1;1;70;16;48;8; ;2;16;8; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;700000;2; ;2;03;1;2;0141;01;62;62;23;1509,57889367045
5160737;1;5;1;70;8;48;8; ;2;8;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;0141;01;62;62;23;1509,57889367045
5160828;1;2;1;70;16;40;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;400000;2; ;2;03;1;2;0161;01;61;61;68;1828,07092418351
5160828;1;3;1;70;10;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;2;03;1;1;.; ;61; ;68;1828,07092418351
5160829;1;1;1;70;8;45;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;03;1;1;0161;01;61;61;68;1674,80510340781
5160845;1;2;1;70;12;40;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;6820;68;32;58;68;1118,8266026079
5160863;1;2;1;70;4;40;4; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;1800000;1500000;2; ;2;03;1;1;7730;77;41;98;68;2072,69787876196
5160900;1;3;1;70;16;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;2;03;1;2;.; ;61; ;15;833,093045779111
5160900;1;4;1;70;20;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;2;03;1;2;.; ;32; ;15;833,093045779111
5160965;1;2;1;70;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;2;0125;01;62;62;25;2544,00798419384
5160973;1;1;1;70;2;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;1;180000;400000;2; ;2;03;1;1;4781;47;45;45;54;1370,75680451612
5161154;1;3;1;70;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;2;03;1;2;.; ;02; ;54;2611,15595003515
5161207;1;1;1;70;1;40;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1000000;2; ;2;03;1;1;0510;05;71;71;15;1196,70644333413
5161207;1;3;1;70;2;48;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;900000;2; ;2;03;1;1;0510;05;71;71;15;1196,70644333413
5161319;1;3;1;70;52;48;1; ;2;52;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;03;1;2;4111;41;95;95;15;415,99284598034
5161367;1;2;1;70;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877800; ; ;2;03;1;1;.; ;39; ;15;1248,76678517212
5161422;1;2;1;70;3;35;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;400000;2; ;2;03;1;1;5611;56;53;53;15;1862,93755532837
5161550;1;1;1;70;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;877803;877803;2; ;2;03;1;1;4111;41;95;95;17;758,15195826134
5161550;1;2;1;70;11;48;1; ;2;11;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;5611;56;53;53;17;758,15195826134
5161551;1;1;1;70;102;40;4; ;2;4;1; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;1;300000;877803;1;2;2;03;1;2;4724;47;37;53;17;851,381031976108
5161554;1;3;1;70;3;20;1; ;2;8;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;877803;2; ;2;03;1;1;8230;82;03;21;17;785,847993568851
5161561;1;2;1;70;36;48;1; ;2;36;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;2;2;03;1;2;8220;82;03;38;25;4136,27431474539
5161563;1;1;1;70;2;48;8; ;2;2;8; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;880000;877803;2; ;2;03;1;1;0141;01;62;62;25;3808,20186533522
5161564;1;3;1;70;104;48;1; ;2;36;8; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;2;0113;01;62;62;25;6149,9942043018
5161567;1;1;1;70;10;48;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;03;1;1;5511;55;53;55;63;3040,07683925064
5161570;1;1;1;70;12;45;8; ;2;16;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;240000;2; ;2;03;1;1;0123;01;62;62;63;1528,62199475814
5161572;1;3;1;70;3;50;4; ;2;4;4; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;1;650000;877800;2; ;2;03;1;1;4322;43;61;03;63;2249,31263070831
5161584;1;3;1;70;36;60;4; ;2;156;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;03;1;2;5611;56;53;53;63;1425,65399879963
5161589;1;2;1;70;2;36;1; ;2;104;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;03;1;1;0113;01;97;62;63;2476,86429646051
5161589;1;3;1;70;24;60;1; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;25000;800000;2; ;2;03;1;2;0161;01;97;97;63;2476,86429646051
5161892;1;3;1;70;8;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;2;03;1;1;8530;85;55;55;08;2523,64386050412
5161976;1;2;1;70;6;48;1; ;2;34;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;8530;85;53;13;25;2737,50074790928
5161979;1;3;1;70;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;4321;43;97;39;25;8079,59742256363
5162157;1;6;1;70;4;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;990000; ; ;2;03;1;1;.; ;58; ;41;956,032426940497
5162160;1;3;1;70;4;48;4; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;1;877000;877000;2; ;2;03;1;1;9700;97;55;54;41;956,032426940497
5162204;1;3;1;70;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;2;03;1;2;4731;47;32;21;41;1056,90112685548
5162237;1;3;1;70;11;48;1; ;2;28;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;1;0126;01;62;62;50;500,403446343822
5162237;1;4;1;70;12;48;1; ;2;40;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;1;0126;01;62;62;50;500,403446343822
5162239;1;3;1;70;8;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;03;1;1;5611;56;45;53;50;1708,47421620444
5162300;1;2;1;70;6;48;8; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;2;03;1;1;0127;01;62;61;50;2001,61378537529
5162301;1;1;1;70;8;48;1; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;500000;900000;2; ;2;03;1;1;0161;01;58;61;50;538,463250561175
5162309;1;3;1;70;25;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;970000; ; ;2;03;1;2;.; ;54; ;50;500,403446343822
5162314;1;1;1;70;16;48;4; ;2;16;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;03;1;2;4761;47;41;41;50;852,327226554374
5162332;1;1;1;70;19;48;8; ;2;19;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;2;0141;01;62;62;50;2001,61378537529
5162402;1;3;1;70;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;2;03;1;1;.; ;98; ;50;974,044282082196
5162406;1;1;1;70;12;48;1; ;2;12;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;03;1;1;1312;13;97;39;50;926,851686915791
5162407;1;2;1;70;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;03;1;1;7110;71;84;84;50;1932,31847529908
5162407;1;4;1;70;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;03;1;1;6120;61;44;44;50;1932,31847529908
5162531;1;1;1;70;6;40;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;03;1;1;0161;01;61;61;52;1578,07634088483
5162551;1;1;1;70;4;40;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;5511;55;55;55;52;1578,07634088483
5162554;1;2;1;70;4;40;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;2;03;1;1;6499;64;44;44;52;1578,07634088483
5162559;1;4;1;70;6;40;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;03;1;1;9700;97;54;54;52;1578,07634088483
5162575;1;3;1;70;3;48;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;5611;56;53;53;52;2683,61629333102
5162644;1;3;1;70;4;48;8; ;2;4;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;800000;2; ;2;03;1;1;0121;01;62;62;05;1396,24504991856
5162644;1;4;1;70;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;870000; ; ;2;03;1;1;.; ;45; ;05;1396,24504991856
5162651;1;1;1;70;2;48;8; ;2;2;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;877803;877803;2; ;2;03;1;1;0125;01;62;62;05;4180,92562762278
5162651;1;2;1;70;2;48;1; ;2;2;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;1;1410;14;79;79;05;4180,92562762278
5162663;1;2;1;70;12;48;1; ;2;16;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;03;1;1;4923;49;98;98;05;2356,56693724221
5162665;1;3;1;70;8;48;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;2;03;1;1;4759;47;45;05;05;5008,20720634911
5162668;1;2;1;70;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;877803;2; ;2;03;1;1;5619;56;53;53;05;1869,89351689443
5162669;1;5;1;70;2;48;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1100000;877803;2; ;2;03;1;1;4111;41;53;95;05;1915,33355045485
5162669;1;6;1;70;54;54;1; ;2;2;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;877803;2; ;2;03;1;2;5611;56;53;99;05;1915,33355045485
5162672;1;2;1;70;4;48;4; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;600000;870000;2; ;2;03;1;1;8121;81;54;54;05;3555,14283156978
5162815;1;1;1;70;3;40;3; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;2;03;1;1;5511;55;54;54;70;906,751258095292
5162815;1;2;1;70;2;40;1; ;2;4;1; ;2;2;5; ; ; ; ; ; ; ; ; ; ;1;1;300000;700000;2; ;2;03;1;1;1081;10;45;45;70;906,751258095292
5162831;1;3;1;70;4;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;2;03;1;1;0311;03;03;64;70;889,31809251436
5162832;1;1;1;70;8;45;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;2;03;1;1;4781;47;41;45;70;1545,03275297861
5162835;1;3;1;70;2;30;3; ;2;112;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;03;1;1;9700;97;54;54;70;448,246529881419
5162838;1;3;1;70;4;45;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;200000; ; ;2;03;1;1;.; ;54; ;70;957,231975603202
5162839;1;3;1;70;3;60;8; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;03;1;1;0141;01;62;62;70;1510,77975593233
5162839;1;9;1;70;4;49;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;03;1;1;9700;97;54;54;70;1510,77975593233
5162840;1;3;1;70;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;2;03;1;1;.; ;45; ;70;498,764122072101
5162849;1;3;1;70;5;40;3; ;2;10;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;03;1;1;9700;97;54;54;70;398,773839920194
5162858;1;2;1;70;4;40;2; ;2;104;1; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;826000;2; ;2;03;1;1;4771;47;33;45;70;1069,73829742142
5162878;1;3;1;70;2;49;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;2;03;1;1;.; ;95; ;70;406,604019751409
5162908;1;3;1;70;2;48;2; ;2;70;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;03;1;1;8559;85;13;13;70;1013,20288301271
5162928;1;5;1;70;6;45;3; ;2;58;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;2;03;1;1;9700;97;54;54;70;1595,09535968078
5162948;1;3;1;70;4;40;4; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;03;1;1;0113;01;61;61;70;1043,25746536104
5162958;1;1;1;70;3;50;4; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;8890;88;13;13;44;1981,08095067378
5162963;1;3;1;70;4;48;1; ;2;4;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;03;1;1;0122;01;62;62;44;1725,39146128042
5162966;1;1;1;70;1;40;1; ;2;20;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;2;03;1;1;0122;01;62;62;44;907,218466554472
5162969;1;1;1;70;8;48;8; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;1;9329;93;62;60;05;1569,1566019548
5162969;1;3;1;70;16;48;8; ;2;16;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;2;8423;84;62;58;05;1569,1566019548
5162977;1;1;1;70;48;24;1; ;2;48;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;2;1081;10;45;45;05;1353,41002237766
5162980;1;3;1;70;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;03;1;1;4520;45;84;84;05;606,997635396567
5162980;1;5;1;70;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;1;4111;41;95;95;05;606,997635396567
5162985;1;1;1;70;2;48;1; ;2;6;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;878000;2; ;2;03;1;1;1410;14;79;79;05;2035,35360767948
5162985;1;2;1;70;16;48;1; ;2;16;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;2;4111;41;95;95;05;2035,35360767948
5162985;1;5;1;70;12;48;1; ;2;12;1; ;5;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;1;4111;41;95;95;05;2035,35360767948
5162986;1;6;1;70;16;48;1; ;2;16;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;03;1;2;8412;84;39;39;05;606,997635396567
5162988;1;3;1;70;4;48;1; ;2;4;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;1;878000;878000;2; ;2;03;1;1;4921;49;98;98;05;1342,31783584675
5162989;1;1;1;70;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;2;03;1;1;9700;97;54;54;05;1564,98435553551
5162991;1;3;1;70;2;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;878000;878000;1;1;2;03;1;1;9602;96;21;21;05;638,345861167409
5162991;1;6;1;70;2;48;1; ;2;2;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;1;878000;878000;1;1;2;03;1;1;4111;41;95;95;05;638,345861167409
5163018;1;2;1;70;12;40;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;2;03;1;1;0141;01;03;60;19;908,696780722301
5163031;1;3;1;70;4;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;03;1;1;6910;69;03;03;19;2131,92583086437
5163035;1;3;1;70;12;40;8; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;03;1;1;0161;01;62;61;19;3634,7871228892
5163036;1;3;1;70;104;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;03;1;2;.; ;45; ;19;1250,89909375318
5163037;1;3;1;70;8;40;1; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;2;03;1;1;9200;92;45;45;19;908,696780722301
5163042;1;1;1;70;2;40;4; ;2;2;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;350000;600000;2; ;2;03;1;1;0161;01;61;61;19;1607,81362299334
5163042;1;3;1;70;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ;2;03;1;2;.; ;39; ;19;1607,81362299334
5163043;1;5;1;70;4;30;1; ;2;5;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;872000;872000;2; ;2;03;1;1;4719;47;45;33;19;3634,7871228892
5163043;1;6;1;70;8;40;2; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;98;2; ;2;03;1;1;4111;41;58;95;19;3634,7871228892
5163072;1;2;1;70;52;24;1; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;03;1;2;9700;97;58;54;19;1607,81362299334
5163072;1;3;1;70;34;40;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;877803;2; ;2;03;1;2;3110;31;58;81;19;1607,81362299334
5163091;1;3;1;70;13;48;1; ;2;104;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;03;1;1;8413;84;59;59;19;908,696780722301
