directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;Fex_c_2011
384;2;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;220,568551519415
384;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;220,568551519415
386;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;300,132078539768
388;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;396,248242020396
388;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;396,248242020396
389;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;05;653,916718372812
391;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;177,890373834814
392;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;403,507135951488
392;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;68;403,507135951488
392;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;403,507135951488
392;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;403,507135951488
392;1;7;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;403,507135951488
393;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;297,316427044093
393;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;297,316427044093
393;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;297,316427044093
394;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;942,762556338276
394;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;942,762556338276
395;1;1;4;2;2;2;2; ;1;7;2; ;1;5;1;1;03;76;1687,54980521285
395;1;3;6;2;2;2;2; ;1;5;1;1; ;2;1;1;03;76;1687,54980521285
395;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1687,54980521285
395;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;76;1687,54980521285
395;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1687,54980521285
396;1;1;6;2;2;2;2; ;1;9; ; ; ; ; ;1;03;05;889,455756413941
396;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;889,455756413941
396;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;889,455756413941
396;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;889,455756413941
400;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;23;251,662079205704
400;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;251,662079205704
404;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;832,423086550548
405;1;1;4;2;2;2;2; ;1;3;1;1; ;3;1;1;03;50;284,213118148212
405;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;50;284,213118148212
412;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1486,36470326891
412;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1486,36470326891
413;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;03;23;183,714970527574
413;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;183,714970527574
414;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;269,332290830333
414;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;269,332290830333
414;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;66;269,332290830333
416;1;1;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;13;383,062347178263
416;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;383,062347178263
419;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;23;149,743358034282
421;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1804,87142539795
421;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1804,87142539795
422;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;292,713040780526
422;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;292,713040780526
422;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;292,713040780526
423;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;95,0461529886041
423;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;95,0461529886041
424;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;596,702393775532
424;1;2;3;2;2;1; ; ; ; ; ; ; ; ; ;1;03;68;596,702393775532
425;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;729,156955093669
425;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;03;05;729,156955093669
425;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;05;729,156955093669
425;1;6;3;2;2;2;2; ;1;1; ; ; ; ;2;1;03;05;729,156955093669
425;1;7;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;05;729,156955093669
426;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;13;538,41350842648
426;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;538,41350842648
426;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;538,41350842648
428;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;176,670002457491
428;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;176,670002457491
431;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;373,176734669125
431;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;373,176734669125
431;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;373,176734669125
431;1;4;3;2;1; ; ; ; ; ; ; ; ; ; ;1;03;23;373,176734669125
432;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;23;124,192990942081
432;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;124,192990942081
432;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;124,192990942081
433;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;76;1644,23704168842
433;1;2;6;2;2;2;1;2; ; ; ; ; ; ;1;1;03;76;1644,23704168842
435;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;264,681757307111
435;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;264,681757307111
435;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;264,681757307111
436;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;321,810021264724
436;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;321,810021264724
436;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;321,810021264724
437;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;13;696,884474718072
437;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;696,884474718072
438;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;338,320264018988
438;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;338,320264018988
438;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;338,320264018988
438;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;338,320264018988
440;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;50;120,827995491468
440;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;120,827995491468
440;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;50;120,827995491468
440;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;120,827995491468
442;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;924,479261069946
442;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;03;68;924,479261069946
442;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;924,479261069946
445;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;75,7979579722994
445;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;23;75,7979579722994
445;1;3;6;2;2;2;2; ;1;11; ; ; ; ; ;1;03;23;75,7979579722994
447;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;23;164,114849195148
447;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;23;164,114849195148
447;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;164,114849195148
447;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;23;164,114849195148
448;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;210,052947208749
448;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;210,052947208749
448;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;50;210,052947208749
449;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;52;212,344812231795
449;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;212,344812231795
452;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;220,894198827906
452;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;220,894198827906
452;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;23;220,894198827906
453;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;372,171429224905
455;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;23;213,520654782556
456;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;182,094842682782
456;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;182,094842682782
456;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;182,094842682782
456;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;182,094842682782
457;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;195,697734576308
457;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;195,697734576308
457;1;3;4;2;2;2;2; ;1;4;2; ;2; ; ;1;03;66;195,697734576308
457;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;66;195,697734576308
457;1;6;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;66;195,697734576308
457;1;7;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;195,697734576308
457;1;8;2;2;2;2;1;3; ; ; ; ; ; ;1;1;03;66;195,697734576308
463;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;68;471,72625925697
463;1;2;6;2;2;2;2; ;1;13; ; ; ; ; ;1;03;68;471,72625925697
463;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;471,72625925697
465;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;206,295282537966
465;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;52;206,295282537966
465;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;52;206,295282537966
466;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;23;208,791821086125
466;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;208,791821086125
468;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;76;934,337980271397
469;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;183,119360904002
469;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;183,119360904002
469;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;183,119360904002
470;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;670,263344165583
470;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;54;670,263344165583
472;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;23;183,799138123845
472;1;2;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;23;183,799138123845
475;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;313,30528948278
475;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;313,30528948278
475;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;313,30528948278
475;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;313,30528948278
475;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;313,30528948278
480;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;413,522903344873
480;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;413,522903344873
483;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;958,135170234204
484;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;68;482,952533564919
484;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;68;482,952533564919
485;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;372,171429224905
486;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;68;506,499494556187
486;1;3;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;68;506,499494556187
487;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4958,86146827855
488;1;1;4;2;2;2;2; ;1;11; ; ; ; ; ;1;03;13;647,504898490942
488;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;647,504898490942
490;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;173,328151134082
490;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;23;173,328151134082
491;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;145,048772623318
491;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;145,048772623318
491;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;23;145,048772623318
491;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;145,048772623318
491;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;145,048772623318
492;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;133,697673684284
492;1;2;6;2;2;2;2; ;1;11; ; ; ; ; ;1;03;23;133,697673684284
493;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;209,339737676535
493;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;209,339737676535
493;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;209,339737676535
495;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;2020,57246827251
495;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2020,57246827251
495;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2020,57246827251
496;1;1;4;2;2;2;2; ;1;2;2; ;2; ; ;1;03;13;423,905142228802
496;1;2;6;2;2;2;2; ;1;11; ; ; ; ; ;1;03;13;423,905142228802
501;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;564,833832858797
501;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;564,833832858797
503;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;265,348858804978
503;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;23;265,348858804978
503;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;265,348858804978
505;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;353,122432321634
505;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;353,122432321634
506;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;149,385863888907
506;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;149,385863888907
506;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;23;149,385863888907
507;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;257,568407942094
508;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;375,596839054657
508;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;54;375,596839054657
509;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1127,68758194552
509;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1127,68758194552
510;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;239,932380314067
510;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;239,932380314067
510;1;3;2;2;2;2;1;1; ; ; ; ; ; ;2;1;03;23;239,932380314067
510;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;239,932380314067
510;1;5;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;239,932380314067
510;1;6;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;239,932380314067
514;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;237,291447262073
514;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;237,291447262073
514;1;5;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;237,291447262073
515;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;73;226,535123506763
515;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;73;226,535123506763
515;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;226,535123506763
516;1;1;2;2;2;2;2; ;1;7;1;1; ;2;1;1;03;08;863,492319270586
516;1;2;4;2;2;2;2; ;1;7;2; ;2; ; ;1;03;08;863,492319270586
518;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;337,216696638203
518;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;68;337,216696638203
518;1;4;6;2;2;2;2; ;1;9; ; ; ; ; ;1;03;68;337,216696638203
525;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;229,37248658526
525;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;229,37248658526
527;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;13;737,713536494737
527;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;737,713536494737
527;1;3;3;2;2;2;1;5; ; ; ; ; ; ;1;1;03;13;737,713536494737
527;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;13;737,713536494737
528;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;653,93043022525
528;1;2;4;2;2;1; ; ; ; ; ; ; ; ; ;1;03;54;653,93043022525
533;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;73;365,75055098387
533;1;3;2;2;2;2;1;3; ; ; ; ; ; ;1;1;03;73;365,75055098387
533;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;365,75055098387
533;1;5;2;2;2;2;1;3; ; ; ; ; ; ;1;1;03;73;365,75055098387
533;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;73;365,75055098387
536;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3039,92281145448
536;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3039,92281145448
536;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3039,92281145448
536;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3039,92281145448
538;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;262,494423746879
538;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;262,494423746879
538;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;54;262,494423746879
538;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;262,494423746879
538;1;7;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;262,494423746879
538;1;8;6;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;262,494423746879
543;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;194,479307413161
543;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;66;194,479307413161
546;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;621,307209182585
546;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;621,307209182585
546;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;621,307209182585
547;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;23;161,262077883073
550;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1208,70615250912
550;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1208,70615250912
552;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;366,512363863909
552;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;23;366,512363863909
552;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;366,512363863909
552;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;23;366,512363863909
552;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;366,512363863909
553;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;2210,21398477951
555;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;1028,81355667276
557;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1325,14225971341
557;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1325,14225971341
557;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1325,14225971341
557;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1325,14225971341
562;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;144,504013651121
562;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;52;144,504013651121
563;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;437,527298610081
563;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;437,527298610081
563;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;437,527298610081
563;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;68;437,527298610081
564;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;151,200343086566
564;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;151,200343086566
569;1;1;2;2;2;2;2; ;1;2;1;1; ;2;1;1;03;11;4796,23942158349
572;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;120,949877336681
572;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;03;54;120,949877336681
572;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;120,949877336681
573;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1042,66044323876
575;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;23;229,122895597062
576;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;17;95,6284655539035
576;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;17;95,6284655539035
577;1;1;6;2;2;2;2; ;1;11; ; ; ; ; ;1;03;23;188,267916946128
578;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;107,842595301279
578;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;107,842595301279
578;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;107,842595301279
578;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;107,842595301279
578;1;5;6;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;107,842595301279
579;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;1695,08214851131
579;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;1695,08214851131
579;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;1695,08214851131
580;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;92,5524506834004
580;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;52;92,5524506834004
581;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;03;05;1025,4704243299
581;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1025,4704243299
582;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;17;154,558248193576
582;1;2;4;2;2;2;2; ;1;2;1;1; ;1;1;1;03;17;154,558248193576
584;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;03;66;397,083917949707
584;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;397,083917949707
585;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;08;973,55156168241
585;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;03;08;973,55156168241
586;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;52;80,9451953569925
586;1;2;4;2;2;2;2; ;1;9; ; ; ; ; ;1;03;52;80,9451953569925
586;1;3;6;2;2;2;1;2; ; ; ; ; ; ;1;1;03;52;80,9451953569925
586;1;4;3;2;2;2;2; ;1;12; ; ; ; ; ;1;03;52;80,9451953569925
588;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;54;133,794938834672
588;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;54;133,794938834672
588;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;03;54;133,794938834672
589;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;03;11;3267,1610943478
589;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;3267,1610943478
590;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;4599,6477815682
590;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;4599,6477815682
591;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;03;05;1335,06860535
592;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;653,821216051846
592;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;03;68;653,821216051846
592;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;653,821216051846
592;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;68;653,821216051846
593;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;17;127,512048884821
593;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;17;127,512048884821
593;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;17;127,512048884821
594;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;188,007466886747
596;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;03;11;1292,68804182531
596;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;11;1292,68804182531
597;1;1;4;2;2;2;2; ;1;7;2; ;2; ; ;1;03;08;734,457274102211
597;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;03;08;734,457274102211
597;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;734,457274102211
597;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;08;734,457274102211
601;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1025,4704243299
601;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;05;1025,4704243299
602;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;17;160,080578946073
602;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;17;160,080578946073
604;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;237,466906568058
604;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;03;66;237,466906568058
604;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;03;66;237,466906568058
