DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5392620;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;140,437229554406
5392620;1;5;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;140,437229554406
5392622;1;3;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;2;15;122,022564514622
5392623;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;83,0073803375721
5392623;1;2;1;80;15;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;83,0073803375721
5392624;1;1;1;80;15;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;03;3;15;101,155732579181
5392624;1;2;1;80;15;1;1;7; ;2; ; ;1; ;2; ;2; ;1;35;908526;2;1;03;3;15;101,155732579181
5392624;1;3;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;908526;2;1;03;2;15;101,155732579181
5392626;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;135,081091239697
5392627;1;4;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ;1;16;300000;2;1;03;1,3;15;134,358705291614
5392628;1;1;1;80;15;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;83,0073803375721
5392628;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;83,0073803375721
5392629;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;99,5915046395101
5392630;1;2;1;80;15;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ;2; ;1200000;2;1;03;2;15;138,484309344491
5392632;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;100,398622522541
5392633;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;15;88,5305075597624
5392635;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2;2;2; ;1;20;1000000;1;1;03; ;15;83,8144982206034
5392636;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;91,6806967123507
5392637;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;121,260056067003
5392638;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;152,797734022549
5392638;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;152,797734022549
5392639;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;3;15;104,675931765065
5392639;1;3;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;104,675931765065
5392643;1;2;1;80;15;1;1;7; ;2; ; ;12;PANDEMIA COVID 19;2; ;2; ;1;30;400000;2;1;03;2;15;71,45399375246
5392643;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;71,45399375246
5392643;1;5;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;71,45399375246
5392644;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;97,203823934541
5392645;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;100,34861469615
5392646;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;1,3;15;83,0073803375721
5392648;1;4;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;182,632212738745
5392649;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;83,0073803375721
5392650;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;159,610747577351
5392651;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;66,4232560356341
5392651;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;66,4232560356341
5392651;1;3;1;80;15;1;1;9;PANDEMIA;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;2;15;66,4232560356341
5392652;1;1;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;1,2;15;131,549200454744
5392652;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;131,549200454744
5392654;1;1;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;113,832557671891
5392654;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;113,832557671891
5392658;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;111,444876966922
5392658;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;111,444876966922
5392658;1;4;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;111,444876966922
5392660;1;2;1;80;15;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;87,334697406487
5392661;1;2;1;80;15;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;03;1,4;15;138,484309344491
5392662;1;2;1;80;15;1;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;4;15;160,865645530334
5392662;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ;2; ;908526; ;1;03; ;15;160,865645530334
5392664;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;123,638392527584
5392666;1;1;1;80;15;1;1;9;CUARENTENA OBLIGATORIA COVID 19;2; ; ;1; ;1; ;2; ;1;40;1500000;2;1;03;1,4;15;87,3979890788479
5392666;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;87,3979890788479
5392667;1;1;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;83,0073803375721
5392667;1;2;1;80;15;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;15;83,0073803375721
5392668;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;135,456499663972
5392669;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;105,921749744732
5392669;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;105,921749744732
5392670;1;1;1;80;15;1;1;6; ;1; ;1;1; ;2; ;2; ;1;40;908600;2;1;03;1,2;15;107,802298308969
5392670;1;2;1;80;15;1;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;2;15;107,802298308969
5392670;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;107,802298308969
5392671;1;1;1;80;15;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;83,0073803375721
5392671;1;2;1;80;15;1;1;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;15;83,0073803375721
5392672;1;1;1;80;15;1;1;5; ;2; ; ;8; ;3; ;2; ;1;48;908526;3;1;03;4;15;121,900185042553
5392673;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;15;88,3122027161133
5392673;1;4;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;88,3122027161133
5392674;1;2;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;1,4;15;144,222433428688
5392674;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;144,222433428688
5392674;1;6;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;144,222433428688
5392676;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;90,0947354994333
5392676;1;5;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;90,0947354994333
5392676;1;6;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;90,0947354994333
5392678;1;1;1;80;15;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;1,2;15;126,026073232553
5392679;1;1;1;80;15;1;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;2;15;88,5305075597624
5392679;1;2;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;15;88,5305075597624
5392680;1;1;1;80;15;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;03;2;15;109,06654050634
5392680;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ;1;48;908526;2;1;03; ;15;109,06654050634
5392681;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;76,3369919991002
5392681;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;76,3369919991002
5392681;1;4;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;76,3369919991002
5392682;1;4;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;118,755394280944
5392683;1;1;1;80;15;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;15;88,5305075597624
5392683;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;88,5305075597624
5392685;1;3;1;80;15;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;15;127,423312264743
5392687;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;117,739856881119
5392689;1;2;1;80;15;1;1;7; ;2; ; ;12;PANDEMIA COVID 19;2; ;2; ;1;30;600000;2;1;03;1,4;15;83,0073803375721
5392690;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;15;117,134452014126
5392690;1;2;1;80;15;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;4;15;117,134452014126
5392691;1;1;1;80;15;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;15;79,4238894793276
5392691;1;2;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;79,4238894793276
5392691;1;3;1;80;15;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;15;79,4238894793276
5392694;1;2;1;80;15;1;1;7; ;2; ; ;12;PANDEMIA COVID 19;2; ;2; ;1;40;908600;2;1;03;2;15;100,34861469615
5392695;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;17;248,98908871742
5392696;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;17;173,619280222673
5392696;1;4;1;80;17;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;17;173,619280222673
5392697;1;2;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;17;262,179502115593
5392697;1;3;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;17;262,179502115593
5392698;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;17;187,418830239973
5392698;1;2;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;17;187,418830239973
5392699;1;2;1;80;17;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;908526;2;1;03; ;17;250,588087160557
5392700;1;1;1;80;17;1;1;3; ;2; ; ;12;RRCIBE PENSION POR SUSTITUCION Y NO NECESITA TRABAJAR;3; ;2; ; ; ; ;3;1;03;4;17;199,494317252986
5392701;1;1;1;80;17;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;17;230,83690968429
5392702;1;1;1;80;17;1;1;8; ;1; ;1;9; ;2; ;2; ;1;48;908526;2;1;03;1,2;17;243,320630068696
5392703;1;2;1;80;17;1;1;8; ;1; ;3;9; ;2; ;2; ;1;24;500000;2;1;03;3;17;322,875176055679
5392705;1;1;1;80;17;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;17;236,86395225838
5392708;1;2;1;80;17;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;17;159,895145320495
5392710;1;1;1;80;18;1;1;4; ;2; ; ;4; ;2; ;1;980000; ; ; ;2;1;03;1,1;18;148,686891336696
5392710;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;148,686891336696
5392710;1;4;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;18;148,686891336696
5392710;1;5;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;148,686891336696
5392711;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;102,531989367362
5392711;1;3;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;18;102,531989367362
5392714;1;1;1;80;18;1;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;1,4;18;85,5636611831203
5392714;1;2;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;18;85,5636611831203
5392716;1;1;1;80;18;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;18;130,566257598549
5392716;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;130,566257598549
5392717;1;1;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;18;108,48431978199
5392718;1;1;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;18;49,4814097206823
5392721;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;49,4814097206823
5392721;1;4;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;49,4814097206823
5392723;1;1;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;4;18;67,9627219975658
5392724;1;1;1;80;18;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;18;76,9539366211963
5392724;1;2;1;80;18;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;3;18;76,9539366211963
5392726;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;49,4814097206823
5392727;1;2;1;80;18;1;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;1,4;18;117,644445031634
5392727;1;3;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;117,644445031634
5392729;1;1;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;67,9627219975658
5392730;1;3;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;18;86,6894161466584
5392730;1;4;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;18;86,6894161466584
5392731;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ;1;20;400000;2;1;03; ;18;81,9679930426433
5392732;1;3;1;80;18;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;18;94,5548758067508
5392733;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;75,3959045251519
5392736;1;1;1;80;18;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;3;18;49,4814097206823
5392736;1;3;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;18;49,4814097206823
5392736;1;5;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;49,4814097206823
5392739;1;2;1;80;18;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;4;18;76,9539366211963
5392744;1;1;1;80;18;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;18;76,9539366211963
5392744;1;2;1;80;18;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;18;76,9539366211963
5392745;1;3;1;80;18;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;18;65,1578790178196
5392746;1;1;1;80;19;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;4;19;95,3808237641984
5392746;1;2;1;80;19;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;19;95,3808237641984
5392747;1;1;1;80;19;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;19;95,1559716874584
5392747;1;2;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;95,1559716874584
5392748;1;1;1;80;19;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;19;76,3495492054284
5392748;1;2;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;76,3495492054284
5392749;1;1;1;80;19;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;1,3;19;143,35711981654
5392750;1;1;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;102,115605607828
5392751;1;2;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;95,1559716874584
5392752;1;2;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;95,5898421814123
5392752;1;3;1;80;19;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;4;19;95,5898421814123
5392754;1;2;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;125,168290530256
5392755;1;2;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;116,568363121075
5392755;1;3;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;116,568363121075
5392756;1;1;1;80;19;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;19;128,090680427442
5392758;1;3;1;80;19;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;19;145,742049240308
5392758;1;5;1;80;19;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;1,2;19;145,742049240308
5392758;1;6;1;80;19;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;1,2;19;145,742049240308
5392759;1;2;1;80;19;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03; ;19;116,998421066108
5392760;1;1;1;80;19;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;2;19;150,934346932656
5392762;1;3;1;80;19;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;19;136,192280027877
5392762;1;4;1;80;19;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ;600000;2;1;03;1,2;19;136,192280027877
5392763;1;2;1;80;19;1;1;1; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;1,4;19;114,187246246228
5392772;1;1;1;80;27;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;2;27;33,5166790327976
5392773;1;2;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;27;33,5166790327976
5392774;1;2;1;80;27;1;1;8; ;2; ; ;1; ;2; ;2; ;1;40;900000;2;1;03;4;27;103,178371150026
5392775;1;2;1;80;27;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1500000;2;1;03;2;27;33,5166790327976
5392778;1;1;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;27;33,5166790327976
5392780;1;2;1;80;27;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;2;27;33,5166790327976
5392781;1;2;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;27;33,5166790327976
5392782;1;1;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;27;33,5166790327976
5392784;1;1;1;80;27;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;27;33,5166790327976
5392784;1;2;1;80;27;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;3;27;33,5166790327976
5392784;1;3;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;27;33,5166790327976
5392784;1;4;1;80;27;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03; ;27;33,5166790327976
5392785;1;1;1;80;27;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;4;27;33,5166790327976
