DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;INI;DPTO;AREA;fex_c_2011
718577;1;2;80;1;1;7;;2;;2;;;;;4;2;1;1;5;5;611.677.225.594.244
718581;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;760.039.285.259.296
718583;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;915.237.559.304.012
718586;1;2;80;1;1;3;;2;;1;50000;;;;4;2;1;1;5;5;78.722.275.215.119
718586;1;3;80;1;1;2;;2;;2;;;;;9;2;1;1;5;5;78.722.275.215.119
718589;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;868.656.741.930.739
718589;1;3;80;1;1;7;;2;;2;;;;;8;2;1;1;5;5;868.656.741.930.739
718589;1;4;80;1;2;7;;2;;2;;;;;8;2;1;1;5;5;868.656.741.930.739
718593;1;2;80;1;2;2;;2;;2;;;;;9;2;1;1;5;5;872.284.561.760.565
718593;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.284.561.760.565
718596;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;582.769.930.180.714
718596;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;582.769.930.180.714
718596;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;582.769.930.180.714
718596;1;5;80;1;4;7;;2;;2;;;;;8;2;1;1;5;5;582.769.930.180.714
718599;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;939.805.485.688.124
718599;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;939.805.485.688.124
718599;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;939.805.485.688.124
718602;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;103.043.638.907.368
718603;1;2;80;1;4;2;;2;;2;;;;;8;2;1;1;5;5;929.304.744.530.606
718603;1;10;80;2;;;;2;;2;;2;;.;;;1;1;5;5;929.304.744.530.606
718607;1;1;80;2;;;;2;;2;;1;4;;8;;1;1;5;5;953.943.417.262.504
718609;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;5;5;835.110.306.392.532
718613;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;759.814.419.536.905
718613;1;2;80;1;4;3;;3;;2;;;;;4;2;1;1;5;5;759.814.419.536.905
718616;1;1;80;1;3;4;;2;;2;;;;;8;2;1;1;5;5;759.814.419.536.905
718616;1;2;80;1;4;7;;2;;2;;;;;11;2;1;1;5;5;759.814.419.536.905
718617;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;5;5;138.176.411.170.357
718617;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;138.176.411.170.357
718617;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;138.176.411.170.357
718619;1;2;80;1;2;1;;2;;2;;;;;9;2;1;1;5;5;995.321.763.001.746
718620;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;105.300.188.539.512
718620;1;2;80;1;4;0;;1;4;2;;;;;9;2;1;1;5;5;105.300.188.539.512
718620;2;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;105.300.188.539.512
718622;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;667.514.868.742.374
718622;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;667.514.868.742.374
718633;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;101.342.133.485.922
718640;1;1;80;1;4;5;;3;;2;;;;;10;2;1;1;5;5;100.106.541.189.293
718640;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;5;5;100.106.541.189.293
718644;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;788.960.530.995.267
718646;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;986.766.895.896.577
718647;1;2;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;103.621.314.975.047
718651;1;2;80;1;2;3;;2;;2;;;;;4;2;1;1;5;5;103.645.407.763.141
718652;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;832.103.300.976.873
718652;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;832.103.300.976.873
718662;1;2;80;1;1;1;;2;;2;;;;;2;2;1;1;5;5;745.394.439.391.182
718668;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;102.181.227.386.344
718668;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;102.181.227.386.344
718675;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;659.115.619.254.526
718677;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;760.039.285.259.296
718678;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;5;5;759.814.419.536.905
718687;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;987.877.845.562.974
718689;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;747.599.072.440.109
718689;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;747.599.072.440.109
718691;1;2;80;1;1;8;PASAR  EMBARAZO;2;;2;;;;;9;2;1;1;5;5;745.446.655.435.483
718693;1;2;80;1;2;2;;2;;2;;;;;9;2;1;1;5;5;711.512.227.135.013
718699;1;1;80;1;4;6;;3;;2;;;;;9;2;1;1;5;5;794.557.940.030.662
718699;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;794.557.940.030.662
718699;1;7;80;1;4;4;;3;;2;;;;;8;2;1;1;5;5;794.557.940.030.662
718701;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;117.444.754.764.801
718701;1;4;80;1;4;1;;2;;2;;;;;2;2;1;1;5;5;117.444.754.764.801
718703;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;96.713.098.359.246
718703;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;5;5;96.713.098.359.246
718707;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.679.015.793.303
718707;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.679.015.793.303
718709;1;2;80;1;2;7;;2;;2;;;;;9;2;1;1;5;5;698.902.426.005.479
718712;1;3;80;1;1;7;;2;;2;;;;;2;2;1;1;5;5;949.786.376.301.518
718712;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;949.786.376.301.518
718719;1;2;80;1;2;6;;2;;2;;;;;9;2;1;1;5;5;950.352.185.375.948
718721;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;101.697.134.267.907
718721;1;3;80;1;1;7;;2;;2;;;;;2;2;1;1;5;5;101.697.134.267.907
718723;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;712.250.750.134.806
718723;1;6;80;2;;;;2;;2;;2;;.;;;1;1;5;5;712.250.750.134.806
718723;1;9;80;2;;;;3;;2;;2;;.;;;1;1;5;5;712.250.750.134.806
718726;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;814.087.963.524.426
718726;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;814.087.963.524.426
718732;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;961.387.334.701.277
718738;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;668.953.683.624.304
718741;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;832.873.474.470.735
718749;1;2;80;1;3;6;;2;;2;;;;;4;2;1;1;5;5;77.841.897.760.767
718751;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;958.821.171.878.069
718752;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;662.750.716.054.496
718754;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;661.340.177.875.184
718754;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;661.340.177.875.184
718757;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;915.237.559.304.012
718758;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;759.814.419.536.905
718758;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;759.814.419.536.905
718760;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;953.773.828.952.157
718762;1;1;80;1;4;2;;2;;2;;;3;;9;1;1;1;5;5;700.307.489.499.337
718767;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;835.110.306.392.532
718768;1;1;80;1;1;7;;2;;2;;;;;8;2;1;1;5;5;115.626.368.593.765
718768;1;5;80;2;;;;2;;2;;2;;.;;;1;1;5;5;115.626.368.593.765
718772;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;588.886.367.110.654
718775;1;2;80;1;4;2;;2;;2;;;4;;9;1;1;1;5;5;103.043.638.907.368
718777;1;2;80;1;1;7;;2;;1;600000;;;;9;2;1;1;5;5;906.218.990.061.034
718777;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;906.218.990.061.034
718777;1;6;80;1;4;3;;2;;2;;;;;4;2;1;1;5;5;906.218.990.061.034
718781;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;941.728.070.165.708
718783;1;1;80;1;4;3;;3;;2;;;;;4;2;1;1;5;5;71.366.464.413.964
718783;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;71.366.464.413.964
718788;1;1;80;1;3;4;;3;;2;;;;;10;2;1;1;5;5;104.152.269.885.039
718788;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;104.152.269.885.039
718789;1;2;80;1;4;6;;2;;2;;;4;;5;1;1;1;5;5;849.647.375.039.423
718792;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;953.943.417.262.504
718795;1;4;80;2;;;;2;;2;;1;4;;9;;1;1;5;5;106.761.064.444.171
718798;1;1;80;1;4;7;;2;;2;;;3;;5;1;1;1;5;5;707.920.995.248.457
718803;1;3;80;1;3;1;;2;;2;;;;;2;2;1;1;5;5;661.771.219.851.192
718805;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;5;5;684.743.398.403.668
718805;1;2;80;1;1;6;;3;;2;;;;;8;2;1;1;5;5;684.743.398.403.668
718806;1;6;80;2;;;;2;;2;;2;;.;;;1;1;5;5;743.915.052.845.023
718806;1;7;80;2;;;;2;;2;;2;;.;;;1;1;5;5;743.915.052.845.023
718811;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;119.519.440.961.853
718815;1;1;80;1;4;8;POR SEGURIDAD;3;;2;;;;;8;2;1;1;5;5;121.798.477.166.236
718815;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;5;5;121.798.477.166.236
718815;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;121.798.477.166.236
718815;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;121.798.477.166.236
718815;1;6;80;2;;;;2;;2;;2;;.;;;1;1;5;5;121.798.477.166.236
718818;1;2;80;1;4;3;;3;;2;;;;;4;2;1;1;5;5;950.352.185.375.948
718820;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.509.427.482.956
718821;1;5;80;2;;;;2;;2;;2;;.;;;1;1;5;5;649.069.553.366.344
718822;1;5;80;2;;;;2;;2;;2;;.;;;1;1;5;5;667.422.081.033.844
718822;1;6;80;2;;;;2;;2;;2;;.;;;1;1;5;5;667.422.081.033.844
718822;1;7;80;2;;;;2;;2;;2;;.;;;1;1;5;5;667.422.081.033.844
718826;1;2;80;1;4;7;;2;;2;;;;;11;2;1;1;5;5;136.857.654.537.361
718831;1;2;80;1;1;6;;2;;1;240000;;1;;4;1;1;1;5;5;124.996.830.022.603
718832;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;953.943.417.262.504
718835;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;5;5;953.718.551.540.113
718835;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;953.718.551.540.113
718835;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;953.718.551.540.113
718837;1;1;80;1;4;3;;3;;2;;;;;4;2;1;1;5;5;678.550.018.067.704
718837;1;2;80;1;4;8;SE CASO;2;;2;;;;;9;2;1;1;5;5;678.550.018.067.704
718839;1;1;80;1;3;4;;3;;2;;;;;10;2;1;1;5;5;87.505.629.852.032
718843;1;2;80;1;1;7;;2;;1;230000;;;;9;2;1;1;5;5;833.973.157.834.811
718843;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;833.973.157.834.811
718843;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;833.973.157.834.811
718844;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;878.253.076.374.138
718844;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;878.253.076.374.138
718850;1;1;80;1;4;2;;2;;2;;;;;8;2;1;1;5;5;684.743.398.403.668
718850;1;2;80;1;4;4;;2;;2;;;;;10;2;1;1;5;5;684.743.398.403.668
718853;1;1;80;1;4;6;;2;;2;;;;;9;2;1;1;5;5;7.478.239.381.625
718854;1;2;80;1;4;7;;2;;2;;;4;;11;1;1;1;5;5;953.943.417.262.504
718859;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;678.550.018.067.704
718859;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;678.550.018.067.704
718859;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;678.550.018.067.704
718860;1;1;80;1;4;4;;2;;2;;;;;10;2;1;1;5;5;760.039.285.259.296
718861;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;760.039.285.259.296
718862;1;2;80;1;1;7;;2;;2;;;;;9;2;1;1;5;5;661.546.354.128.801
718862;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;661.546.354.128.801
718866;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;911.384.873.751.795
718868;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;953.943.417.262.504
718871;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;5;5;791.245.026.013.754
718871;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;791.245.026.013.754
718875;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;746.626.853.206.949
718877;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;96.713.098.359.246
718881;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;10.216.426.855.531
718888;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;5;5;665.362.451.737.748
718889;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;995.321.763.001.746
718893;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;5;5;759.814.419.536.905
718893;1;2;80;1;1;7;;2;;2;;;;;9;2;1;1;5;5;759.814.419.536.905
718894;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.679.015.793.303
718894;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.679.015.793.303
718896;1;1;80;1;4;8;SE CASO;2;;2;;;;;9;2;1;1;5;5;87.746.733.263.541
718896;1;4;80;2;;;;2;;2;;1;2;;2;;1;1;5;5;87.746.733.263.541
718899;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.454.150.070.912
718899;1;5;80;1;2;1;;2;;2;;;;;2;2;1;1;5;5;872.454.150.070.912
718901;1;2;80;1;1;8;CUIDAR ALA ABUELA ANCIANA;2;;2;;;;;9;2;1;1;5;5;892.059.962.459.223
718901;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;892.059.962.459.223
718902;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;782.226.456.770.777
718902;1;4;80;1;1;0;;2;;2;;;;;6;2;1;1;5;5;782.226.456.770.777
718902;1;6;80;2;;;;2;;2;;2;;.;;;1;1;5;5;782.226.456.770.777
718904;1;1;80;1;4;8;SE CASO;3;;2;;;;;9;2;1;1;5;5;760.039.285.259.296
718906;1;2;80;1;3;6;;2;;2;;;;;9;2;1;1;5;5;658.628.377.513.258
718906;1;5;80;2;;;;2;;2;;2;;.;;;1;1;5;5;658.628.377.513.258
718908;1;1;80;1;4;3;;2;;2;;;;;9;2;1;1;5;5;707.920.995.248.457
718908;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;707.920.995.248.457
718909;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;981.763.892.767.466
718909;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;981.763.892.767.466
718911;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;102.511.719.612.163
718915;1;1;80;1;1;3;;2;;2;;;;;4;2;1;1;5;5;759.814.419.536.905
718915;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;5;5;759.814.419.536.905
718924;1;1;80;2;;;;3;;2;;2;;.;;;1;1;5;5;625.011.602.643.709
718926;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.679.015.793.303
718926;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;872.679.015.793.303
718927;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;5;5;120.359.365.910.638
718933;1;6;80;2;;;;2;;2;;2;;.;;;1;1;5;5;103.341.476.247.558
718936;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;128.731.214.390.441
718936;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;128.731.214.390.441
718936;1;6;80;1;4;3;;2;;2;;;4;;4;1;1;1;5;5;128.731.214.390.441
718941;1;2;80;1;2;8;CAMBIO  DE CIUDAD;2;;2;;;;;9;2;1;1;5;5;98.652.805.948.116
718943;1;1;80;1;4;5;;2;;2;;;;;9;2;1;1;5;5;822.337.378.223.126
718943;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;822.337.378.223.126
718945;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;95.259.363.118.069
718947;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;661.170.589.564.836
718950;1;2;80;1;4;2;;2;;2;;;4;;9;1;1;1;5;5;103.043.638.907.368
718952;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;921.206.073.917.585
718954;1;2;80;2;;;;2;;1;30000;2;;.;;;1;1;5;5;622.409.454.194.301
718956;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;911.384.873.751.795
718958;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;868.487.153.620.391
718960;1;2;80;1;2;1;;2;;2;;;;;2;2;1;1;5;5;843.363.316.024.593
718960;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;843.363.316.024.593
718963;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;629.575.053.763.425
718963;1;2;80;1;1;2;;2;;2;;;;;9;2;1;1;5;5;629.575.053.763.425
718963;1;6;80;2;;;;2;;2;;2;;.;;;1;1;5;5;629.575.053.763.425
718965;1;2;80;1;2;2;;2;;2;;;1;;6;1;1;1;5;5;745.095.250.616.489
718965;1;3;80;2;;;;2;;2;;2;;.;;;1;1;5;5;745.095.250.616.489
718965;1;4;80;2;;;;2;;2;;2;;.;;;1;1;5;5;745.095.250.616.489
718965;1;6;80;1;1;2;;2;;2;;;;;9;2;1;1;5;5;745.095.250.616.489
718968;1;1;80;1;1;2;;1;2;1;30000;;;;9;2;1;1;5;5;707.920.995.248.457
718968;1;2;80;2;;;;2;;2;;2;;.;;;1;1;5;5;707.920.995.248.457
718969;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;760.039.285.259.296
718974;1;1;80;2;;;;2;;2;;2;;.;;;1;1;5;5;104.725.823.650.394
