DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;DPTO;fex_c_2011
723004;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;162.385.581.638.282
723006;1;1;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;25;187.889.171.025.443
723006;1;2;90;;1;;1;2;2;2;2;2;2;2;2;21;;14;;;;;;;;;2;25;187.889.171.025.443
723006;1;3;90;;1;;2;2;2;2;2;2;2;2;2;10;;;;;;;;;;;2;25;187.889.171.025.443
723008;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;130.384.108.525.791
723008;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;25;130.384.108.525.791
723009;1;1;90;;2;;1;2;2;1;2;2;2;2;2;;;21;;;14;;;;;;2;25;249.991.907.647.502
723009;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;249.991.907.647.502
723013;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;281.493.039.814.912
723014;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;238.539.563.924.748
723014;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;25;238.539.563.924.748
723014;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;238.539.563.924.748
723014;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;25;238.539.563.924.748
723017;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;25;162.385.581.638.282
723017;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;162.385.581.638.282
723039;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;329.260.688.001.029
723039;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;36;;14;;;;;;;2;25;329.260.688.001.029
723039;1;3;90;;1;;1;2;2;2;2;2;2;2;2;4;;21;;;;;;;;;2;25;329.260.688.001.029
723042;1;1;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;25;426.908.334.791.516
723042;1;2;90;;1;;1;2;2;2;2;2;2;2;2;4;;36;;;;;;;;;2;25;426.908.334.791.516
723042;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;2;25;426.908.334.791.516
723042;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;426.908.334.791.516
723044;1;1;90;;1;;1;2;1;2;2;2;2;2;2;14;;21;;21;;;;;;;2;25;234.594.813.152.641
723044;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;9;;;;;;;;;2;25;234.594.813.152.641
723044;1;3;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;16;;;;2;25;234.594.813.152.641
723045;1;1;90;;2;;2;2;2;2;2;2;1;2;2;;;;;;;;;8;;;2;25;272.894.895.044.054
723045;1;2;90;;1;;1;1;2;2;2;2;2;2;2;7;;36;14;;;;;;;;2;25;272.894.895.044.054
723045;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;272.894.895.044.054
723045;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;25;272.894.895.044.054
723047;1;1;90;;1;;1;2;2;2;2;2;2;2;2;28;;7;;;;;;;;;2;25;281.493.039.814.912
723049;1;1;90;;2;;1;2;2;2;2;1;2;2;2;;;14;;;;;3;;;;2;25;281.493.039.814.912
723051;1;1;90;;1;;1;2;1;2;2;2;2;2;2;14;;7;;22;;;;;;;2;25;40.744.975.722.199
723051;1;2;90;;1;;1;2;1;2;2;2;2;2;2;7;;42;;42;;;;;;;2;25;40.744.975.722.199
723054;1;1;90;;1;;1;2;2;2;2;2;2;2;2;28;;14;;;;;;;;;2;25;193.886.713.805.693
723056;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;314.103.335.336.083
723056;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;36;;;;;;;;;2;25;314.103.335.336.083
723056;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;25;314.103.335.336.083
723056;1;4;90;;1;;2;2;2;2;2;2;2;2;2;18;;;;;;;;;;;2;25;314.103.335.336.083
723056;1;5;90;;2;;2;2;2;2;2;2;2;1;2;;;;;;;;;;12;;2;25;314.103.335.336.083
723056;1;6;90;;1;;1;2;2;2;2;2;2;2;2;5;;5;;;;;;;;;2;25;314.103.335.336.083
723056;1;7;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;25;314.103.335.336.083
723062;1;1;90;;1;;2;2;2;2;2;2;2;2;2;21;;;;;;;;;;;2;25;394.906.861.679.025
723062;1;2;90;;1;;1;2;2;2;2;2;2;2;2;21;;2;;;;;;;;;2;25;394.906.861.679.025
723062;1;3;90;;1;;2;2;2;2;2;2;2;2;2;4;;;;;;;;;;;2;25;394.906.861.679.025
723062;1;4;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;25;394.906.861.679.025
723064;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;2;25;243.544.333.428.616
723064;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;42;;48;;;;;;;2;25;243.544.333.428.616
723064;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;243.544.333.428.616
723098;1;1;90;;1;;1;2;1;2;2;2;2;2;2;1;;5;;21;;;;;;;2;25;304.450.186.660.184
723098;1;2;90;;1;;1;2;1;2;2;2;2;2;2;12;;28;;56;;;;;;;2;25;304.450.186.660.184
723098;1;3;90;;2;;1;2;1;2;2;1;2;2;2;;;7;;21;;;10;;;;2;25;304.450.186.660.184
723098;1;4;90;;1;;2;2;1;2;2;1;2;2;2;14;;;;5;;;6;;;;2;25;304.450.186.660.184
723101;1;1;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;6;;;;2;25;162.385.581.638.282
723101;1;2;90;;1;;1;2;2;2;2;2;2;2;2;24;;21;;;;;;;;;2;25;162.385.581.638.282
738175;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;399.297.793.947.493
738175;1;2;90;;1;;1;2;2;1;2;2;2;2;2;14;;21;;;14;;;;;;2;25;399.297.793.947.493
738175;1;3;90;;1;;1;2;1;2;2;2;2;2;2;6;;5;;36;;;;;;;2;25;399.297.793.947.493
738175;1;5;90;;1;;1;2;2;2;2;2;2;2;2;6;;6;;;;;;;;;2;25;399.297.793.947.493
738175;1;6;90;;2;;1;2;2;1;2;2;2;2;2;;;14;;;7;;;;;;2;25;399.297.793.947.493
738187;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;224.488.318.260.341
738188;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;2;25;130.438.267.974.511
738188;1;2;90;;1;;1;2;1;1;2;2;2;2;2;4;;35;;49;28;;;;;;2;25;130.438.267.974.511
738188;1;4;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;2;25;130.438.267.974.511
739585;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;15;191.619.724.825.636
739587;1;1;90;;1;;1;2;2;2;2;2;2;2;2;21;;6;;;;;;;;;2;15;871.293.799.688.346
739587;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;10;;;;;;;2;15;871.293.799.688.346
739590;1;1;90;;1;;2;2;2;2;2;2;2;2;2;7;;;;;;;;;;;2;15;185.766.741.263.108
739590;1;2;90;;1;;1;2;2;2;2;2;2;2;2;7;;30;;;;;;;;;2;15;185.766.741.263.108
739590;1;3;90;;1;;1;2;2;2;2;2;2;2;2;4;;5;;;;;;;;;2;15;185.766.741.263.108
739590;1;4;90;;1;;1;2;2;2;2;2;2;2;2;5;;14;;;;;;;;;2;15;185.766.741.263.108
739592;1;1;90;;1;;1;2;2;2;2;2;2;2;2;5;;2;;;;;;;;;2;15;131.983.791.752.799
739593;1;1;90;;1;;2;2;2;1;2;2;2;2;1;3;;;;;3;;;;;3;2;15;887.558.961.094.586
739593;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;36;;;;;;;;;2;15;887.558.961.094.586
739595;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;131.716.932.021.758
739595;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;20;;;;;;;2;15;131.716.932.021.758
739598;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;2;15;110.540.141.559.586
739598;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;15;110.540.141.559.586
739599;1;1;90;;1;;1;2;2;2;2;2;2;2;2;2;;30;;;;;;;;;2;15;170.176.074.632.423
739599;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;15;170.176.074.632.423
739602;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;15;203.324.882.477.068
739602;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;20;;10;;;;;;;2;15;203.324.882.477.068
739604;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;131.983.791.752.799
739607;1;1;90;;1;;1;2;2;1;2;2;2;2;2;2;;40;;;5;;;;;;2;15;871.293.799.688.346
739607;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;871.293.799.688.346
739626;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;2;;;;;;;;;2;15;871.293.799.688.346
739626;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;15;871.293.799.688.346
739628;1;1;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;15;230.633.837.799.331
739628;1;2;90;;1;;1;2;2;2;2;2;2;2;2;5;;36;;;;;;;;;2;15;230.633.837.799.331
739628;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;15;230.633.837.799.331
739628;1;4;90;;1;;1;2;2;2;2;2;2;2;2;3;;6;;;;;;;;;2;15;230.633.837.799.331
739630;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;35;;;;;;;;;2;15;152.815.109.744.456
739632;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;110.236.414.065.608
739632;1;2;90;;1;;1;2;2;2;2;2;2;2;2;10;;30;;;;;;;;;2;15;110.236.414.065.608
739725;1;1;90;;1;;1;2;2;2;2;2;2;2;2;18;;4;;;;;;;;;2;15;110.540.141.559.586
739725;1;2;90;;1;;1;2;2;2;2;2;2;2;2;10;;12;;;;;;;;;2;15;110.540.141.559.586
739726;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;15;131.983.791.752.799
739729;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;871.293.799.688.346
739729;1;2;90;;1;;1;2;2;1;2;2;2;2;2;18;;10;;;18;;;;;;2;15;871.293.799.688.346
739729;1;3;90;;1;;1;2;2;1;2;2;2;2;2;28;;8;;;10;;;;;;2;15;871.293.799.688.346
739729;1;4;90;;2;;1;2;2;1;2;2;2;2;2;;;6;;;6;;;;;;2;15;871.293.799.688.346
739729;1;5;90;;1;;2;2;2;2;2;2;2;2;2;10;;;;;;;;;;;2;15;871.293.799.688.346
739731;1;1;90;;1;;1;2;2;2;2;2;2;2;2;28;;15;;;;;;;;;2;15;871.293.799.688.346
739733;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;12;;12;;;;;;;2;15;147.774.255.466.565
739735;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;2;15;174.497.950.496.858
739735;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;174.497.950.496.858
739735;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;2;15;174.497.950.496.858
739736;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;148.426.076.188.145
739736;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;18;;24;;;;;;;2;15;148.426.076.188.145
739738;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;301.572.808.644.267
739738;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;15;301.572.808.644.267
739738;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;2;15;301.572.808.644.267
739738;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;301.572.808.644.267
739738;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;2;15;301.572.808.644.267
739739;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;312.054.016.322.295
739739;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;2;15;312.054.016.322.295
739739;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;15;312.054.016.322.295
739739;1;4;90;;2;;1;2;2;1;2;2;2;2;1;;;8;;;3;;;;;4;2;15;312.054.016.322.295
739741;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;235.262.061.914.831
739741;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;15;235.262.061.914.831
739741;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;235.262.061.914.831
739741;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;16;;;;;;;;;2;15;235.262.061.914.831
739741;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;235.262.061.914.831
739741;1;6;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;15;235.262.061.914.831
739744;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;871.293.799.688.346
739744;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;15;871.293.799.688.346
739763;1;1;90;;1;;2;2;2;2;2;2;2;2;2;10;;;;;;;;;;;2;15;110.540.141.559.586
739763;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;16;;;;;;;;;2;15;110.540.141.559.586
739764;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;159.694.866.954.395
739764;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;15;159.694.866.954.395
739764;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;15;159.694.866.954.395
739766;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;15;871.293.799.688.346
739766;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;15;871.293.799.688.346
739766;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;15;871.293.799.688.346
739766;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;15;871.293.799.688.346
740451;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;23;178.081.934.115.364
740451;1;2;90;;1;;1;2;2;2;2;2;2;2;2;21;;49;;;;;;;;;2;23;178.081.934.115.364
740452;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;2;23;186.500.156.395.497
740452;1;2;90;;2;;2;2;1;2;2;2;2;2;2;;;;;28;;;;;;;2;23;186.500.156.395.497
740452;1;3;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;5;;;;;;;2;23;186.500.156.395.497
740453;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;23;213.632.819.653.168
740453;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;42;;14;;;;;;;2;23;213.632.819.653.168
740453;1;3;90;;1;;1;2;1;2;2;2;2;2;2;7;;7;;21;;;;;;;2;23;213.632.819.653.168
740453;1;4;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;14;;;;;;;2;23;213.632.819.653.168
740455;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;23;160.588.636.448.963
740455;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;28;;;;;;;2;23;160.588.636.448.963
740455;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;23;160.588.636.448.963
740457;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;5;;6;;;;;;;2;23;197.471.982.647.148
740457;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;42;;30;;;;;;;2;23;197.471.982.647.148
740459;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;2;23;17.965.086.048.039
740459;1;2;90;;1;;1;2;1;2;2;2;2;2;2;14;;30;;28;;;;;;;2;23;17.965.086.048.039
740460;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;2;23;197.190.223.880.262
740460;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;28;;;;;;;2;23;197.190.223.880.262
740462;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;23;202.660.993.401.517
740462;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;14;;;;;;;2;23;202.660.993.401.517
740462;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;23;202.660.993.401.517
740462;1;4;90;;1;;1;2;2;2;2;2;2;2;2;2;;7;;;;;;;;;2;23;202.660.993.401.517
740462;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;23;202.660.993.401.517
740465;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;23;186.017.338.622.873
740466;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;3;;;;;;;2;23;265.536.559.307.387
740466;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;35;;;;;;;2;23;265.536.559.307.387
740468;1;1;90;;1;;2;2;2;2;2;2;2;2;2;3;;;;;;;;;;;2;23;153.457.581.766.969
740468;1;2;90;;1;;1;2;2;2;2;2;2;2;2;3;;21;;;;;;;;;2;23;153.457.581.766.969
740470;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;23;211.170.574.477.362
740470;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;49;;7;;;;;;;2;23;211.170.574.477.362
740470;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;23;211.170.574.477.362
740470;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;23;211.170.574.477.362
740472;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;23;17.840.975.861.572
740472;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;24;;;;;;;2;23;17.840.975.861.572
740472;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;2;23;17.840.975.861.572
740474;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;2;23;255.805.834.920.406
740474;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;56;;;;;;;2;23;255.805.834.920.406
742580;1;1;90;;1;;1;2;2;2;2;2;2;2;2;5;;14;;;;;;;;;2;25;330.295.169.390.859
742580;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;25;330.295.169.390.859
742580;1;3;90;;2;;1;2;2;1;2;2;2;2;2;;;35;;;28;;;;;;2;25;330.295.169.390.859
742582;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;2;25;293.100.909.355.889
742584;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;25;197.103.246.655.493
742584;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;25;197.103.246.655.493
742585;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;25;379.740.881.116.366
742585;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;25;379.740.881.116.366
742585;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;379.740.881.116.366
742585;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;379.740.881.116.366
742588;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;245.480.263.759.404
742588;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;25;245.480.263.759.404
742589;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;389.553.697.197.431
742589;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;25;389.553.697.197.431
742589;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;25;389.553.697.197.431
742591;1;1;90;;2;;2;1;2;2;2;2;2;2;2;;;;28;;;;;;;;2;25;338.763.283.426.791
742595;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;25;193.491.186.768.686
742608;1;1;90;;1;;1;2;2;2;2;2;2;2;2;7;;6;;;;;;;;;2;25;127.994.725.213.876
742608;1;2;90;;1;;1;2;2;2;2;2;2;2;2;14;;26;;;;;;;;;2;25;127.994.725.213.876
742608;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;25;127.994.725.213.876
742610;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;25;193.886.713.805.693
742611;1;1;90;;1;;2;2;1;2;2;2;2;2;2;1;;;;21;;;;;;;2;25;417.259.036.057.891
742611;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;21;;;;;;;2;25;417.259.036.057.891
742613;1;1;90;;1;;1;2;2;2;2;2;2;2;2;14;;14;;;;;;;;;2;25;244.893.892.580.014
742613;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;25;244.893.892.580.014
