DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;CLASE;DPTO;fex_c_2011
756314;1;3;90;;1;;1;2;2;2;2;2;2;2;2;4;;2;;;;;;;;;2;41;134.060.316.737.232
756314;1;4;90;;1;;1;2;2;2;2;2;2;2;2;10;;14;;;;;;;;;2;41;134.060.316.737.232
756315;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;3;;14;;;;;;;2;41;927.704.297.464.566
756315;1;2;90;;1;;1;2;1;2;2;2;2;2;2;1;;42;;84;;;;;;;2;41;927.704.297.464.566
756316;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;2;41;114.298.437.152.811
756316;1;2;90;;1;;1;2;1;2;2;2;2;2;2;3;;8;;25;;;;;;;2;41;114.298.437.152.811
756316;1;3;90;;1;;1;2;1;2;2;2;2;2;2;2;;14;;20;;;;;;;2;41;114.298.437.152.811
756316;1;4;90;;1;;2;2;1;2;2;2;2;2;2;3;;;;5;;;;;;;2;41;114.298.437.152.811
756317;1;1;90;;1;;1;2;2;2;2;2;2;2;2;3;;14;;;;;;;;;2;41;128.787.801.092.654
756336;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;850.981.282.136.639
756336;1;2;90;;1;;1;2;1;2;2;2;2;2;2;3;;35;;80;;;;;;;2;41;850.981.282.136.639
756336;1;3;90;;1;;1;2;1;2;2;2;2;2;2;1;;10;;21;;;;;;;2;41;850.981.282.136.639
756337;1;1;90;;1;;1;2;1;2;2;2;2;2;2;7;;2;;6;;;;;;;2;41;140.330.463.300.805
756337;1;2;90;;1;;1;2;1;2;2;2;2;2;2;3;;35;;14;;;;;;;2;41;140.330.463.300.805
756337;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;2;41;140.330.463.300.805
756337;2;2;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;28;;;;;;;2;41;140.330.463.300.805
756341;1;1;90;;2;;1;1;2;2;2;2;2;2;2;;;14;7;;;;;;;;2;41;845.243.081.374.848
756342;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;41;102.965.060.220.749
756342;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;41;102.965.060.220.749
756346;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;150.246.219.706.274
756346;1;2;90;;1;;1;2;1;2;2;1;2;2;2;5;;63;;21;;;1;;;;2;41;150.246.219.706.274
756346;1;3;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;4;;;;2;41;150.246.219.706.274
756352;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;41;181.959.380.926.958
756352;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;56;;7;;;;;;;2;41;181.959.380.926.958
756353;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;41;229.973.003.753.566
756353;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;41;229.973.003.753.566
756353;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;229.973.003.753.566
756353;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;229.973.003.753.566
756354;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;126.185.287.774.316
756354;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;56;;14;;;;;;;2;41;126.185.287.774.316
756355;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;191.508.355.962.223
756355;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;56;;14;;;;;;;2;41;191.508.355.962.223
756355;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;6;;;;;;;;;2;41;191.508.355.962.223
756357;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;41;180.580.051.794.248
756357;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;180.580.051.794.248
756357;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;41;180.580.051.794.248
756357;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;180.580.051.794.248
756358;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;159.701.039.744.556
756358;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;48;;;;;;;;;2;41;159.701.039.744.556
756358;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;41;159.701.039.744.556
756358;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;41;159.701.039.744.556
756358;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;159.701.039.744.556
756360;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;178.772.788.345.503
756360;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;178.772.788.345.503
756360;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;178.772.788.345.503
756361;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;181.124.477.254.706
756361;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;56;;14;;;;;;;2;41;181.124.477.254.706
756385;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;2;41;16.753.915.180.654
756385;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;41;16.753.915.180.654
756385;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;16.753.915.180.654
756385;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;16.753.915.180.654
756385;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;16.753.915.180.654
756385;2;2;90;;2;;1;2;1;2;2;2;2;2;2;;;56;;14;;;;;;;2;41;16.753.915.180.654
756386;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;122.492.553.499.103
756386;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;41;122.492.553.499.103
756386;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;122.492.553.499.103
756387;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;808.663.217.589.872
756387;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;41;808.663.217.589.872
756387;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;41;808.663.217.589.872
756391;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;150.256.961.623.826
756391;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;41;150.256.961.623.826
756391;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;150.256.961.623.826
756391;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;150.256.961.623.826
756392;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;913.094.279.020.548
756392;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;41;913.094.279.020.548
756392;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;41;913.094.279.020.548
756392;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;41;913.094.279.020.548
756393;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;128.787.801.092.654
756407;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;41;12.135.909.262.853
756407;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;41;12.135.909.262.853
756409;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;41;142.000.750.421.296
756409;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;142.000.750.421.296
756409;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;142.000.750.421.296
756410;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;41;130.429.066.007.761
756410;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;41;130.429.066.007.761
756415;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;41;137.471.789.609.964
756415;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;41;137.471.789.609.964
756415;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;137.471.789.609.964
756415;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;137.471.789.609.964
756415;1;5;90;;2;;2;2;1;2;2;2;2;2;2;;;;;90;;;;;;;2;41;137.471.789.609.964
756417;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;168.848.795.233.713
756417;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;41;168.848.795.233.713
756417;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;168.848.795.233.713
756426;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;217.317.361.222.987
756427;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;41;138.829.459.654.959
756427;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;41;138.829.459.654.959
756428;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;135.794.784.376.886
756428;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;15;;;;;;;2;41;135.794.784.376.886
756429;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;154.397.359.904.326
756429;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;15;;;;;;;2;41;154.397.359.904.326
756431;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;9;;;;;;;;;2;41;217.317.361.222.987
756432;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;2;41;187.357.215.764.171
756432;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;41;187.357.215.764.171
756432;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;41;187.357.215.764.171
756432;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;41;187.357.215.764.171
756433;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;180.139.839.451.228
756433;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;10;;;;;;;2;41;180.139.839.451.228
756433;1;3;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;15;;;;;;;2;41;180.139.839.451.228
756433;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;180.139.839.451.228
756433;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;180.139.839.451.228
756433;1;6;90;;2;;1;2;2;2;2;2;2;1;2;;;15;;;;;;;3;;2;41;180.139.839.451.228
756433;1;7;90;;2;;1;2;2;2;2;1;2;2;2;;;25;;;;;3;;;;2;41;180.139.839.451.228
756433;1;8;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;180.139.839.451.228
756433;1;9;90;;1;;1;2;2;2;2;2;2;2;2;15;;15;;;;;;;;;2;41;180.139.839.451.228
756434;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;164.744.090.562.642
756434;1;2;90;;2;;1;2;2;2;2;2;2;1;2;;;30;;;;;;;15;;2;41;164.744.090.562.642
756451;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;114.239.590.277.629
756451;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;41;114.239.590.277.629
756451;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;41;114.239.590.277.629
756451;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;114.239.590.277.629
756451;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;41;114.239.590.277.629
756454;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;25;;10;;;;;;;2;41;627.417.859.142.687
756454;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;627.417.859.142.687
756454;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;627.417.859.142.687
756454;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;627.417.859.142.687
756455;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;814.740.466.406.557
756455;1;2;90;;2;;1;2;1;2;2;2;2;2;1;;;30;;15;;;;;;10;2;41;814.740.466.406.557
756455;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;41;814.740.466.406.557
756455;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;814.740.466.406.557
756456;1;1;90;;2;;1;2;2;2;2;2;2;1;2;;;5;;;;;;;8;;2;41;11.000.061.466.649
756456;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;18;;;;;;;;;2;41;11.000.061.466.649
756457;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;134.060.316.737.232
756457;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;134.060.316.737.232
756457;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;134.060.316.737.232
756457;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;2;41;134.060.316.737.232
756458;1;1;90;;2;;2;2;2;2;2;2;2;2;1;;;;;;;;;;;4;2;41;836.661.485.746.454
756458;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;20;;;;;;;;;2;41;836.661.485.746.454
756458;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;836.661.485.746.454
756459;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;780.004.789.116.843
756488;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;111.130.154.361.657
756488;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;41;111.130.154.361.657
756488;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;111.130.154.361.657
756490;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;38;;;;;;;;;2;41;102.965.060.220.749
756490;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;41;102.965.060.220.749
756493;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;41;134.965.195.975.555
756493;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;41;134.965.195.975.555
756493;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;134.965.195.975.555
756495;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;134.060.316.737.232
756495;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;41;134.060.316.737.232
756495;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;41;134.060.316.737.232
756495;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;41;134.060.316.737.232
756505;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;876.715.700.343.519
756505;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;38;;15;;;;;;;2;41;876.715.700.343.519
756508;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;119.898.090.784.128
756508;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;41;119.898.090.784.128
756508;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;41;119.898.090.784.128
756508;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;41;119.898.090.784.128
756512;1;1;90;;2;;1;1;2;2;2;2;2;2;1;;;30;15;;;;;;;5;2;41;118.768.551.088.961
756512;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;41;118.768.551.088.961
756512;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;41;118.768.551.088.961
756518;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;41;21.001.677.649.268
756518;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;41;21.001.677.649.268
756518;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;41;21.001.677.649.268
756518;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;8;;;;;;;;;2;41;21.001.677.649.268
756520;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;171.514.980.652.136
756520;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;15;;;;;;;;;2;41;171.514.980.652.136
757299;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;50;135.852.863.355.161
757299;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;2;50;135.852.863.355.161
757299;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;135.852.863.355.161
757299;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;135.852.863.355.161
757299;1;5;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;50;135.852.863.355.161
757302;1;1;90;;1;;2;2;2;2;2;2;2;2;2;8;;;;;;;;;;;2;50;907.615.148.147.542
757307;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;599.164.064.452.182
757307;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;50;599.164.064.452.182
757307;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;50;599.164.064.452.182
757309;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;40;;;;;;;;;2;50;901.297.642.914.267
757312;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;729.971.099.761.002
757312;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;729.971.099.761.002
757312;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;50;729.971.099.761.002
757319;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;156.207.671.157.762
757319;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;40;;;;;;;2;50;156.207.671.157.762
757319;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;2;50;156.207.671.157.762
757319;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;156.207.671.157.762
757319;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;156.207.671.157.762
757333;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;50;63.867.815.468.218
757336;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;95.557.599.306.645
757336;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;2;50;95.557.599.306.645
757358;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;50;132.623.540.431.181
757358;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;132.623.540.431.181
757362;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;599.164.064.452.182
757362;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;2;50;599.164.064.452.182
757362;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;50;599.164.064.452.182
757362;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;599.164.064.452.182
757364;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;102.725.511.491.309
757364;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;56;;42;;;;;;;2;50;102.725.511.491.309
757364;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;102.725.511.491.309
757369;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;789.638.049.304.875
757369;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;50;789.638.049.304.875
757369;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;50;789.638.049.304.875
757375;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;110.107.680.967.337
757375;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;36;;;;;;;;;2;50;110.107.680.967.337
757375;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;50;110.107.680.967.337
757375;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;10;;;;;;;;;2;50;110.107.680.967.337
757378;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;921.959.914.955.172
757378;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;50;921.959.914.955.172
757378;1;3;90;;1;;1;2;2;2;2;2;2;2;2;6;;6;;;;;;;;;2;50;921.959.914.955.172
757381;1;1;90;;1;;2;2;2;2;2;2;2;2;2;21;;;;;;;;;;;2;50;122.800.865.272.397
757381;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;2;50;122.800.865.272.397
757381;1;3;90;;1;;2;2;2;2;2;2;2;2;2;14;;;;;;;;;;;2;50;122.800.865.272.397
757381;1;4;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;56;;;;;;;2;50;122.800.865.272.397
757381;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;122.800.865.272.397
757391;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;443.381.399.663.241
757391;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;50;443.381.399.663.241
757393;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;116.546.724.143.082
757393;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;50;116.546.724.143.082
757393;1;5;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;116.546.724.143.082
757393;1;6;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;30;;;;;;;2;50;116.546.724.143.082
757409;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;50;822.998.380.680.937
757409;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;50;822.998.380.680.937
757409;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;50;822.998.380.680.937
757411;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;562.513.387.575.958
757411;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;50;562.513.387.575.958
757413;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;56;;;;;;;;;2;50;778.670.563.672.578
757413;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;50;778.670.563.672.578
757413;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;50;778.670.563.672.578
757417;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;560.967.788.130.121
757417;1;2;90;;1;;1;2;2;2;2;2;2;2;2;21;;35;;;;;;;;;2;50;560.967.788.130.121
757420;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;751.160.130.100.285
757420;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;48;;;;;;;;;2;50;751.160.130.100.285
757420;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;50;751.160.130.100.285
757420;1;4;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;50;751.160.130.100.285
757438;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;35;;;;;;;2;50;752.650.358.984.636
757438;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;42;;;;;;;2;50;752.650.358.984.636
757438;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;752.650.358.984.636
757445;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;50;116.394.311.565.363
757445;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;21;;;;;;;2;50;116.394.311.565.363
757445;1;4;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;116.394.311.565.363
757445;1;5;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;21;;;;;;;2;50;116.394.311.565.363
757448;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;133.557.764.016.973
757448;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;49;;21;;;;;;;2;50;133.557.764.016.973
757454;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;50;724.304.531.265.074
757454;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;2;50;724.304.531.265.074
757456;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;451.658.366.666.365
757456;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;50;451.658.366.666.365
757459;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;2;50;443.381.399.663.241
757459;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;443.381.399.663.241
757459;1;3;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;2;50;443.381.399.663.241
757463;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;103.281.493.586.476
757463;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;70;;42;;;;;;;2;50;103.281.493.586.476
757463;1;3;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;103.281.493.586.476
757464;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;50;945.324.272.726.114
757464;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;2;50;945.324.272.726.114
