DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;CLASE;DPTO;AREA;fex_c_2011
718523;1;4;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;787.561.928.771.885
718523;1;5;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;787.561.928.771.885
718523;1;6;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;787.561.928.771.885
718525;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;104.265.173.617.048
718526;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;872.679.015.793.303
718526;1;2;50;2;4;;1;;;;;;;;;;;;;;1;5;5;872.679.015.793.303
718526;1;3;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;872.679.015.793.303
718526;1;4;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;872.679.015.793.303
718528;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;656.513.470.805.118
718528;1;2;50;2;4;;1;;;;;;;;;;;;;;1;5;5;656.513.470.805.118
718528;1;3;50;3;3;;2;2;2;2;;;2;;;;;;;;1;5;5;656.513.470.805.118
718528;1;4;50;4;1;;;;;;;;;;;;;;;;1;5;5;656.513.470.805.118
718528;1;5;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;656.513.470.805.118
718530;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;746.232.399.174.211
718530;1;2;50;2;3;;2;2;2;1;1;;;;;;;;;1;1;5;5;746.232.399.174.211
718532;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;872.509.427.482.956
718532;1;2;50;2;4;;2;2;2;2;;;2;;;;;;;;1;5;5;872.509.427.482.956
718532;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;872.509.427.482.956
718534;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;667.739.734.464.765
718534;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;667.739.734.464.765
718534;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;667.739.734.464.765
718535;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;885.866.582.123.259
718535;1;2;50;2;4;;2;2;2;2;;;2;;;;;;;;1;5;5;885.866.582.123.259
718535;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;885.866.582.123.259
718535;1;4;50;4;6;DESCANSAR;2;2;2;1;2;;;;;;;;;1;1;5;5;885.866.582.123.259
718538;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;665.362.451.737.748
718538;1;2;50;1;3;;2;2;2;2;;;1;12;;;;;;;1;5;5;665.362.451.737.748
718538;1;3;50;1;3;;2;2;2;2;;;2;;;;;;;;1;5;5;665.362.451.737.748
718539;1;1;50;1;6;LEER;2;2;2;2;;;2;;;;;;;;1;5;5;102.482.937.020.745
718539;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;102.482.937.020.745
718539;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;102.482.937.020.745
718539;1;4;50;4;1;;;;;;;;;;;;;;;;1;5;5;102.482.937.020.745
718539;1;5;50;4;3;;2;2;2;2;;;2;;;;;;;;1;5;5;102.482.937.020.745
718546;1;1;50;2;1;;;;;;;;;;;;;;;;1;5;5;869.087.783.906.747
718546;1;2;50;2;4;;2;2;2;1;2;;;;;;;;;1;1;5;5;869.087.783.906.747
718546;1;3;50;3;6;NAVEGAR EN INTERNET;2;2;2;2;;;1;6;;1;2;;;;1;5;5;869.087.783.906.747
718546;1;4;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;869.087.783.906.747
718548;1;1;50;1;2;;2;2;2;1;1;;;;;;;;;1;1;5;5;710.150.212.854.901
718548;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;710.150.212.854.901
718548;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;710.150.212.854.901
718548;1;4;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;710.150.212.854.901
718548;1;5;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;710.150.212.854.901
718548;1;6;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;710.150.212.854.901
718550;1;1;50;1;4;;2;2;2;2;;;1;9;;;;;;;1;5;5;907.793.641.865.239
718550;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;907.793.641.865.239
718550;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;907.793.641.865.239
718550;1;4;50;4;1;;;;;;;;;;;;;;;;1;5;5;907.793.641.865.239
718552;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;791.020.160.291.364
718552;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;791.020.160.291.364
718552;1;3;50;3;3;;2;2;2;2;;;1;12;;;;;;;1;5;5;791.020.160.291.364
718552;1;4;50;4;1;;;;;;;;;;;;;;;;1;5;5;791.020.160.291.364
718552;1;5;50;4;1;;;;;;;;;;;;;;;;1;5;5;791.020.160.291.364
718554;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;582.622.647.443.347
718554;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;582.622.647.443.347
718554;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;582.622.647.443.347
718554;1;4;50;4;1;;;;;;;;;;;;;;;;1;5;5;582.622.647.443.347
718554;1;5;50;1;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;582.622.647.443.347
718555;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;762.153.843.515.912
718557;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;854.340.205.837.693
718557;1;2;50;2;3;;2;2;2;1;1;;;;;;;;;1;1;5;5;854.340.205.837.693
718557;1;3;50;5;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;854.340.205.837.693
718557;1;4;50;5;3;;2;2;2;2;;;2;;;;;;;;1;5;5;854.340.205.837.693
718557;1;5;50;5;4;;2;2;2;2;;;2;;;;;;;;1;5;5;854.340.205.837.693
718559;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;105.826.025.806.818
718559;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;105.826.025.806.818
718560;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;790.536.571.568.459
718560;1;4;50;4;1;;;;;;;;;;;;;;;;1;5;5;790.536.571.568.459
718562;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;793.973.713.559.765
718563;1;1;50;1;4;;2;1;;;;;;;;;;;;;1;5;5;996.501.960.773.213
718563;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;996.501.960.773.213
718564;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;71.388.950.986.203
718564;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;71.388.950.986.203
718566;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;90.899.072.682.079
718566;1;2;50;2;4;;2;2;2;2;;;1;3;;1;1;;12;1;1;5;5;90.899.072.682.079
718566;1;4;50;2;4;;2;2;2;2;;;1;3;;1;2;;;;1;5;5;90.899.072.682.079
718566;1;5;50;2;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;90.899.072.682.079
718568;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;665.192.863.427.401
718568;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;665.192.863.427.401
718571;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;83.341.139.326.407
718571;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;83.341.139.326.407
718571;2;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;83.341.139.326.407
718571;3;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;83.341.139.326.407
718571;4;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;83.341.139.326.407
718571;4;2;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;83.341.139.326.407
718571;5;1;50;1;6;CAMINAR;2;2;2;2;;;2;;;;;;;;1;5;5;83.341.139.326.407
718571;5;2;50;2;4;;2;2;2;1;1;;;;;;;;;1;1;5;5;83.341.139.326.407
718574;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;104.771.763.049.423
718574;1;2;50;2;2;;1;;;;;;;;;;;;;;1;5;5;104.771.763.049.423
718576;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;796.232.356.023.343
718577;1;1;50;1;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;611.677.225.594.244
718577;1;2;50;2;4;;2;2;2;2;;;1;11;;;;;;;1;5;5;611.677.225.594.244
718577;1;3;50;3;1;;;;;;;;;;;;;;;;1;5;5;611.677.225.594.244
718577;1;4;50;4;2;;2;2;2;1;2;;;;;;;;;1;1;5;5;611.677.225.594.244
718577;1;5;50;5;2;;2;2;2;1;1;;;;;;;;;1;1;5;5;611.677.225.594.244
718579;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;996.501.960.773.213
718579;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;996.501.960.773.213
718581;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;760.039.285.259.296
718582;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;703.729.133.075.545
718583;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;915.237.559.304.012
718583;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;915.237.559.304.012
718583;1;3;50;1;3;;2;2;2;2;;;2;;;;;;;;1;5;5;915.237.559.304.012
718585;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;823.119.825.018.128
718586;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;78.722.275.215.119
718586;1;2;50;1;6;HOSPITALIZADA;2;2;2;2;;;2;;;;;;;;1;5;5;78.722.275.215.119
718586;1;3;50;3;4;;2;2;2;2;;;2;;;;;;;;1;5;5;78.722.275.215.119
718586;1;4;50;4;1;;;;;;;;;;;;;;;;1;5;5;78.722.275.215.119
718589;1;1;50;2;1;;;;;;;;;;;;;;;;1;5;5;868.656.741.930.739
718589;1;2;50;2;4;;2;2;2;2;;;1;10;;;;;;;1;5;5;868.656.741.930.739
718589;1;3;50;2;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;868.656.741.930.739
718589;1;4;50;2;4;;2;2;2;2;;;2;;;;;;;;1;5;5;868.656.741.930.739
718590;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;104.265.173.617.048
718593;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;872.284.561.760.565
718593;1;2;50;2;4;;2;2;2;2;;;2;;;;;;;;1;5;5;872.284.561.760.565
718593;1;3;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;872.284.561.760.565
718593;1;5;50;5;1;;;;;;;;;;;;;;;;1;5;5;872.284.561.760.565
718596;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;582.769.930.180.714
718596;1;2;50;1;3;;2;2;2;2;;;2;;;;;;;;1;5;5;582.769.930.180.714
718596;1;3;50;1;3;;2;2;2;2;;;2;;;;;;;;1;5;5;582.769.930.180.714
718596;1;4;50;1;3;;2;2;2;2;;;2;;;;;;;;1;5;5;582.769.930.180.714
718596;1;5;50;1;6;CAMINAR;2;2;2;2;;;2;;;;;;;;1;5;5;582.769.930.180.714
718599;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;939.805.485.688.124
718599;1;2;50;2;4;;2;2;2;2;;;2;;;;;;;;1;5;5;939.805.485.688.124
718599;1;3;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;939.805.485.688.124
718599;1;4;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;939.805.485.688.124
718601;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;982.595.129.927.935
718601;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;982.595.129.927.935
718601;1;5;50;5;4;;2;2;2;1;1;;;;;;;;;1;1;5;5;982.595.129.927.935
718602;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;103.043.638.907.368
718602;1;2;50;1;3;;2;2;2;2;;;2;;;;;;;;1;5;5;103.043.638.907.368
718603;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;929.304.744.530.606
718603;1;2;50;2;4;;2;2;2;2;;;2;;;;;;;;1;5;5;929.304.744.530.606
718603;1;3;50;3;3;;2;2;2;1;2;;;;;;;;;1;1;5;5;929.304.744.530.606
718603;1;6;50;7;1;;;;;;;;;;;;;;;;1;5;5;929.304.744.530.606
718603;1;7;50;7;4;;2;2;2;2;;;1;5;;1;1;;6;1;1;5;5;929.304.744.530.606
718603;1;10;50;2;3;;2;2;2;2;;;2;;;;;;;;1;5;5;929.304.744.530.606
718605;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;103.021.152.335.129
718605;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;103.021.152.335.129
718605;1;4;50;4;6;CAMINAR;2;2;2;2;;;1;5;;2;;1;12;1;1;5;5;103.021.152.335.129
718607;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;953.943.417.262.504
718607;1;2;50;2;1;;;;;;;;;;;;;;;;1;5;5;953.943.417.262.504
718607;1;3;50;3;3;;2;2;2;1;2;;;;;;;;;1;1;5;5;953.943.417.262.504
718608;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;760.039.285.259.296
718609;1;1;50;1;6;CAMINAR LEER;2;2;2;2;;;2;;;;;;;;1;5;5;835.110.306.392.532
718611;1;1;50;1;2;;2;2;2;1;1;;;;;;;;;1;1;5;5;995.321.763.001.746
718611;1;2;50;2;4;;2;2;2;1;1;;;;;;;;;1;1;5;5;995.321.763.001.746
718613;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;759.814.419.536.905
718613;1;2;50;1;5;;;;;;;;;;;;;;;;1;5;5;759.814.419.536.905
718615;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;789.185.396.717.658
718616;1;1;50;2;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;759.814.419.536.905
718616;1;2;50;2;4;;2;2;2;2;;;2;;;;;;;;1;5;5;759.814.419.536.905
718617;1;1;50;1;6;CAMINAR ESCUCHAR MUSICA;2;2;2;2;;;2;;;;;;;;1;5;5;138.176.411.170.357
718617;1;2;50;1;6;VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;138.176.411.170.357
718617;1;3;50;3;6;CAMINAR;1;;;;;;;;;;;;;;1;5;5;138.176.411.170.357
718617;1;4;50;5;6;CAMINAR;2;2;2;2;;;2;;;;;;;;1;5;5;138.176.411.170.357
718617;1;5;50;5;2;;2;2;2;1;1;;;;;;;;;1;1;5;5;138.176.411.170.357
718619;1;1;50;1;1;;;;;;;;;;;;;;;;1;5;5;995.321.763.001.746
718619;1;2;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;995.321.763.001.746
718620;1;1;50;1;4;;2;2;2;2;;;2;;;;;;;;1;5;5;105.300.188.539.512
718620;1;2;50;2;6;LEER VER TV;2;2;2;2;;;2;;;;;;;;1;5;5;105.300.188.539.512
