DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;CLASE;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
746126;1;2;70;7;50;3;;2;8;3;;1;1;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;73;788.561.712.272.402
746127;1;4;70;2;40;1;;2;19;1;;2;1;;;;;;;;;;1;;2;;2;2;1;45;45;5211;52;73;219.487.195.329.593
746149;1;4;70;24;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;32;;;;73;20.268.033.168.726
746157;1;2;70;56;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;99;;;;73;174.520.488.337.882
746157;1;3;70;4;40;2;;2;13;2;;9;1;;;;;;;;;;1;;2;;2;2;1;99;99;7512;75;73;174.520.488.337.882
746158;1;1;70;3;40;1;;2;4;1;;3;1;;;;;;;;;;1;;2;;2;2;1;95;95;4521;45;73;223.360.474.475.765
746183;1;1;70;4;40;8;;2;4;8;;8;1;;;;;;;;;;1;;1;100000;2;2;1;62;62;118;1;73;128.396.390.118.641
746190;1;1;70;28;40;4;;2;28;4;;1;1;;;;;;;;;;1;;2;;2;2;1;98;98;6042;60;73;288.020.823.103.925
746191;1;3;70;3;48;4;;2;3;1;;9;1;;;;;;;;;;1;;2;;2;2;1;41;79;1810;18;73;103.861.276.280.271
746940;1;3;70;4;40;8;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;62;;;;18;130.107.777.634.989
746940;1;4;70;4;40;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;54;;;;18;130.107.777.634.989
752036;1;2;70;4;48;1;;2;4;1;;2;1;;;;;;;;;;1;;1;40000;2;2;1;45;95;4521;45;5;152.102.979.872.997
752038;1;1;70;2;48;1;;2;2;1;;8;1;;;;;;;;;;1;;1;790000;2;2;1;98;58;5530;55;5;190.325.004.679.369
752128;1;1;70;4;48;1;;2;4;5;;6;1;;;;;;;;;;1;;1;600000;2;2;1;95;95;4522;45;5;244.350.492.938.334
752136;1;4;70;8;48;1;;2;8;1;;3;1;;;;;;;;;;1;;2;;2;2;1;95;95;4522;45;5;3.145.064.231.158
752136;1;5;70;6;48;1;;2;6;1;;4;1;;;;;;;;;;1;;2;;2;2;1;95;95;4521;45;5;3.145.064.231.158
752148;1;1;70;1;48;8;;2;4;8;;2;1;;;;;;;;;;1;;1;180000;2;2;1;62;62;111;1;5;334.230.736.444.432
752411;1;5;70;20;40;1;;2;25;6;;2;7;;;;;;;;;;1;;2;;2;2;1;62;45;5224;52;13;369.257.350.216.214
752647;1;1;70;4;48;3;;2;84;3;;1;1;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;13;153.185.984.551.716
752959;1;2;70;6;60;1;;2;24;1;;2;1;;;;;;;;;;1;;2;;2;2;1;45;40;5225;52;17;110.359.134.649.798
754954;1;1;70;12;48;1;;2;18;2;;9;4;;;;;;;;;;1;;2;;2;2;1;95;58;7512;75;20;470.686.110.042.635
754977;1;3;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;59;;;;20;336.253.898.343.514
754981;1;4;70;8;84;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;2;1;84;95;4521;45;20;371.067.531.097.724
754985;1;1;70;12;48;1;;2;4;1;;7;1;;;;;;;;;;1;;2;;2;2;1;3;3;1010;10;20;45.213.889.955.817
754994;1;1;70;16;48;8;;2;20;8;;1;1;;;;;;;;;;1;;2;;2;2;1;62;62;121;1;20;461.610.122.797.571
755002;1;1;70;2;48;1;;2;2;8;;3;1;;;;;;;;;;1;;2;;2;2;1;62;62;121;1;20;518.297.803.503.571
755025;1;3;70;8;48;8;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;62;;;;20;543.200.261.295.847
755025;1;5;70;8;48;8;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;62;;;;20;543.200.261.295.847
755047;1;1;70;2;48;1;;2;3;4;;1;1;;;;;;;;;;1;;2;;2;2;1;62;98;6120;61;20;91.337.782.523.036
755058;1;1;70;2;48;8;;2;16;1;;9;8;;;;;;;;;;1;;2;;2;2;1;95;58;8012;80;20;108.771.273.045.027
755070;1;1;70;46;46;1;;2;336;1;;2;1;;;;;;;;1;;;;2;;2;2;1;54;54;8532;85;20;103.688.463.396.316
755113;1;4;70;7;46;1;;2;8;1;;9;1;;;;;;;;;;1;;2;;2;2;1;58;58;7492;74;20;433.072.519.105.985
755113;1;5;70;12;46;4;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;85;;;;20;433.072.519.105.985
755121;1;1;70;1;46;8;;2;1;4;;2;1;;;;;;;;;;1;;1;400000;2;2;1;62;95;4521;45;20;53.121.016.378.932
755124;1;2;70;5;46;3;;2;192;1;;7;1;;;;;;;;1;;;;2;;2;2;1;54;97;2423;24;20;497.471.568.550.551
755128;1;3;70;3;46;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;84;;;;20;622.550.845.696.146
755128;1;5;70;4;40;3;;2;48;3;;2;1;;;;;;;;;;1;;2;;2;2;1;54;54;5512;55;20;622.550.845.696.146
755163;1;2;70;2;46;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;55;;;;20;45.629.281.549.531
755196;1;4;70;8;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;55;;;;20;106.775.148.080.137
755258;1;3;70;8;44;1;;2;16;1;;2;4;;;;;;;;;;1;;2;;2;2;1;62;62;121;1;20;46.914.506.499.356
755262;1;1;70;3;48;4;;2;4;1;;2;1;;;;;;;;;;1;;2;;2;2;1;45;53;5521;55;20;582.061.767.155.229
755262;1;2;70;4;48;3;;2;3;3;;2;1;;;;;;;;;;1;;1;54000;2;2;1;54;53;5521;55;20;582.061.767.155.229
755296;1;2;70;6;44;1;;2;6;1;;2;8;;;;;;;;;;1;;2;;2;2;1;62;62;121;1;20;523.117.527.828.391
755296;1;3;70;26;44;4;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;95;;;;20;523.117.527.828.391
755301;1;1;70;4;44;8;;2;4;4;;1;2;;;;;;;;;;1;;2;;2;2;1;62;77;5111;51;20;411.488.789.533.978
755306;1;2;70;6;48;1;;2;28;1;;6;8;;;;;;;;;;1;;2;;2;2;1;84;98;6021;60;20;512.329.444.344.181
755306;1;4;70;5;44;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;32;;;;20;512.329.444.344.181
755309;1;3;70;24;44;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;0;;;;20;540.828.425.378.572
755314;1;2;70;8;48;3;;2;54;3;;1;1;;;;;;;;1;;;;2;;2;2;1;54;54;9500;95;20;516.499.326.345.541
755366;1;3;70;8;40;2;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;37;;;;20;130.335.285.116.454
755431;1;1;70;40;40;2;;2;192;2;;3;1;;;;;;1;;;;;;2;;2;2;1;59;59;8511;85;20;633.060.008.941.097
755447;1;1;70;48;48;1;;2;2;1;;2;7;;;;;;;;;;1;;1;461500;2;2;1;95;95;1010;10;20;395.768.761.748.625
755459;1;3;70;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;97;;;;20;452.456.442.454.624
755475;1;1;70;12;40;2;;2;36;1;;2;1;;;;;;;;1;;;;2;;2;2;1;58;62;121;1;20;57.734.092.298.868
756111;1;2;70;8;50;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;54;;;;44;230.095.373.979.609
756210;1;3;70;4;40;8;;2;5;8;;2;8;;;;;;;;;;1;;2;;2;2;1;62;62;0;0;41;229.926.568.226.585
756312;1;2;70;48;40;4;;2;48;2;;7;1;;;;;;;;;;1;;2;;2;2;1;59;59;8519;85;41;113.374.261.558.327
756392;1;1;70;24;40;4;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;2;1;61;61;118;1;41;913.094.279.020.548
756392;1;3;70;24;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;41;913.094.279.020.548
756415;1;2;70;24;40;4;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;2;1;61;61;115;1;41;137.471.789.609.964
756512;1;3;70;4;40;4;;2;4;4;;1;1;;;;;;;;;;1;;2;;2;2;1;61;97;115;1;41;118.768.551.088.961
757299;1;2;70;4;48;8;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;2;1;62;85;4530;45;50;135.852.863.355.161
757312;1;1;70;2;48;8;;2;3;8;;5;1;;;;;;;;;;1;;1;136000;2;2;1;62;62;115;1;50;729.971.099.761.002
757319;1;4;70;3;48;8;;2;4;8;;3;7;;;;;;;;;;1;;1;150000;2;2;1;62;62;117;1;50;156.207.671.157.762
757319;1;5;70;4;48;8;;2;4;8;;3;7;;;;;;;;;;1;;2;;2;2;1;62;62;117;1;50;156.207.671.157.762
757336;1;1;70;6;48;1;;2;6;1;;2;4;;;;;;;;;;1;;2;;2;2;1;95;95;1120;11;50;95.557.599.306.645
757381;1;4;70;4;48;1;;2;36;1;;2;1;;;;;;;;;;1;;2;;2;2;1;59;32;8045;80;50;122.800.865.272.397
757393;1;6;70;48;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;13;;;;50;116.546.724.143.082
757438;1;2;70;2;48;1;;2;60;1;;9;1;;;;;;;;;;1;;2;;2;2;1;45;45;5261;52;50;752.650.358.984.636
757459;1;1;70;20;48;3;;2;240;8;;8;1;;;;;;;;;;1;;2;;2;2;1;54;62;115;1;50;443.381.399.663.241
757459;1;3;70;2;48;8;;2;3;8;;5;1;;;;;;;;;;1;;1;225000;2;2;1;62;62;118;1;50;443.381.399.663.241
757478;1;4;70;20;48;8;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;62;;;;50;176.529.246.380.226
757487;1;2;70;2;48;4;;2;2;4;;6;4;;;1;;1;;;;;;;1;350000;2;2;1;53;53;8045;80;50;117.364.262.031.647
757522;1;2;70;52;36;1;;2;144;3;;1;8;;;;;;;;;;1;;2;;2;2;1;53;54;9500;95;50;12.012.109.035.443
757531;1;2;70;92;48;1;;2;384;1;;9;4;;;;;;;;;;1;;2;;2;2;1;62;62;7310;73;50;11.895.203.005.599
757531;1;3;70;36;48;1;;2;48;4;;1;4;;;;;;;;;;1;;2;;2;2;1;45;55;7493;74;50;11.895.203.005.599
757624;1;5;70;22;84;8;;2;22;8;;6;1;;;;;;;;;;1;;2;;2;2;1;62;62;115;1;50;187.596.148.665.931
757628;1;2;70;24;60;1;;2;36;1;;6;1;;;;;;;;;;1;;2;;2;2;1;45;53;5521;55;50;177.352.559.865.296
757671;1;3;70;4;48;4;;2;4;4;;2;1;;;;;;;;;;1;;1;500000;2;2;1;98;98;6021;60;50;133.792.752.574.082
757681;1;2;70;8;48;3;;2;8;3;;1;4;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;50;451.658.366.666.365
757711;1;2;70;5;30;3;;2;192;1;;6;1;;;;;;;;1;;;;2;;2;2;1;54;53;115;1;50;13.106.367.504.982
757722;1;1;70;2;48;1;;2;2;1;;6;1;;;;;;;;;;1;;2;;2;2;1;62;95;4522;45;50;144.145.889.075.959
757722;1;2;70;2;16;3;;2;96;1;;9;1;;;;;;;;;;1;;2;;2;2;1;54;87;1110;11;50;144.145.889.075.959
757788;1;1;70;28;35;1;;2;28;1;;6;1;;;;;;;;;;1;;2;;2;2;1;53;55;1120;11;50;174.231.114.839.591
757817;1;1;70;2;48;1;;2;2;4;;1;8;;;;;;;;;;1;;1;20000;2;2;1;99;99;0;0;50;131.771.456.650.792
757838;1;1;70;16;48;1;;2;16;1;;9;1;;;;;;1;;;;;;2;;2;2;1;7;7;1120;11;50;516.433.345.778.647
757862;1;1;70;2;48;1;;2;12;1;;8;4;;;;;;;;1;;;;2;;2;2;1;95;95;4530;45;50;195.700.233.346.715
757868;1;2;70;12;48;8;;2;12;3;;1;1;;;;;;;;;;1;;2;;2;2;1;0;54;9500;95;50;110.778.254.078.752
757944;1;3;70;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;50;107.566.317.172.841
757972;1;1;70;1;48;1;;2;4;1;;6;8;;;;;;;;1;;;;1;620000;2;2;1;98;98;4530;45;50;872.273.265.259.746
757994;1;3;70;28;48;1;;2;28;1;;3;4;;;;;;;;;;1;;2;;2;2;1;45;33;5235;52;50;811.144.603.972.524
757994;1;5;70;4;48;1;;2;20;1;;2;1;;;;;;;;;;1;;2;;2;2;1;45;38;6421;64;50;811.144.603.972.524
758030;1;1;70;3;48;1;;2;3;1;;9;8;;;;;;;;;;1;;1;461500;2;2;1;95;95;4530;45;50;141.352.604.090.619
758030;1;2;70;1;54;1;;2;24;1;;2;1;;;;;;;;;;1;;2;;2;2;1;53;53;5521;55;50;141.352.604.090.619
758036;1;2;70;40;48;1;;2;72;4;;1;1;;;;;;;;;;1;;2;;2;2;1;45;54;8532;85;50;516.433.345.778.647
758160;1;1;70;4;48;3;;2;208;3;;1;2;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;50;934.109.028.854.553
758273;1;5;70;15;48;1;;2;8;1;;3;4;;;;;;;;;;1;;2;;2;2;1;21;58;8512;85;52;130.328.174.118.943
758287;1;3;70;6;40;1;;2;6;4;;9;4;;;;;;;;;1;;E;2;;2;2;1;45;13;8045;80;52;689.145.040.458.393
758380;1;3;70;40;60;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;52;135.656.207.476.219
758459;1;4;70;36;50;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;52;149.515.871.542.171
759018;1;1;70;2;40;8;;2;2;8;;3;6;;;;;;;;;;1;;1;150000;2;2;1;62;62;121;1;68;261.438.589.295.405
759036;1;4;70;24;60;1;;2;8;1;;3;8;;;;;;;;;;1;;2;;2;2;1;54;78;1600;16;68;191.462.974.787.666
759068;1;3;70;4;40;8;;2;4;4;;1;1;;;;;;;;;;1;;2;;2;2;1;62;64;501;5;5;201.591.412.873.431
759127;1;1;70;12;30;3;;2;12;3;;1;1;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;5;129.670.917.508.808
759157;1;1;70;4;48;8;;2;4;8;;2;1;;;;;;;;;;1;;2;;2;2;1;62;62;140;1;5;50.274.380.750.073
759187;1;6;70;20;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;54;;;;5;187.374.591.162.992
759190;1;1;70;12;48;8;;2;12;1;;9;1;;;;;;;;;;1;;2;;2;2;1;62;85;0;0;5;257.328.784.183.806
759285;1;2;70;16;48;1;;2;32;1;;6;4;;;;;;;;;;1;;2;;2;2;1;53;53;5521;55;13;529.045.868.524.454
759468;1;2;70;18;8;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;32;;;;47;189.197.167.306.656
759532;1;3;70;4;60;3;;2;24;3;;1;1;;;;;;;;1;;;;2;;2;2;1;54;54;9500;95;47;210.311.465.089.384
759532;1;5;70;12;50;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;54;;;;47;210.311.465.089.384
759537;1;5;70;12;48;3;;2;48;3;;1;1;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;47;887.962.936.027.576
759542;1;2;70;10;8;2;;2;2;2;;4;4;;;;;;;;;;1;;1;846000;2;2;1;13;13;8021;80;47;148.322.084.224.808
759548;1;3;70;20;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;47;150.294.558.679.336
759557;1;2;70;20;48;8;;2;20;8;;4;1;;;;;;;;;;1;;2;;2;2;1;62;62;118;1;47;113.030.835.153.908
759895;1;2;70;4;48;8;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;62;;;;68;318.331.660.170.604
759895;1;3;70;8;50;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;54;;;;68;318.331.660.170.604
759919;1;2;70;1;48;8;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;62;;;;68;130.647.800.502.685
760141;1;3;70;26;56;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;70;722.646.117.530.209
760143;1;3;70;52;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;34;;;;70;102.932.655.973.535
760222;1;6;70;4;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;32;;;;70;539.401.111.624.735
760235;1;2;70;10;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;54;;;;70;989.876.094.910.388
760242;1;3;70;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;32;;;;70;121.609.640.674.129
760242;1;6;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;53;;;;70;121.609.640.674.129
760244;1;4;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;70;141.244.653.650.648
760323;1;6;70;12;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;34;;;;70;12.945.610.195.725
760323;1;7;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;70;12.945.610.195.725
760336;1;8;70;12;48;3;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;54;;;;70;171.983.642.439.197
760336;1;9;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;32;;;;70;171.983.642.439.197
760340;1;1;70;8;48;4;;2;20;4;;1;8;;;;;;;;;;1;;2;;2;2;1;61;61;118;1;70;239.833.008.075.114
760340;1;3;70;16;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;32;;;;70;239.833.008.075.114
760399;1;3;70;3;40;4;;2;28;1;;2;1;;;;;;;;;;1;;2;;2;2;1;95;95;4521;45;70;936.303.090.795.899
760672;1;1;70;4;45;1;;2;4;4;;2;1;;;;;;;;;;1;;1;100000;2;2;1;61;61;111;1;76;672.456.967.078.227
760673;1;4;70;8;45;1;;2;120;8;;1;4;;;;;;;;;;1;;2;;2;2;1;62;62;140;1;76;344.129.083.285.216
760674;1;3;70;12;48;8;;2;24;8;;4;1;;;;;;;;;;1;;2;;2;2;1;62;62;111;1;76;506.402.911.084.775
760676;1;3;70;3;40;8;;2;4;8;;2;4;;;;;;;;;;1;;1;180000;2;2;1;62;62;116;1;76;515.527.501.132.785
760676;1;4;70;4;72;8;;2;4;8;;4;8;;;;;;;;;;1;;1;240000;2;2;1;62;62;111;1;76;515.527.501.132.785
760746;1;1;70;2;45;4;;2;3;1;;2;1;;;;;;;;;;1;;1;300000;2;2;1;41;62;123;1;76;103.180.509.402.004
760762;1;2;70;1;60;3;;2;3;8;;3;3;;;;;;;;;;1;;1;55000;2;2;1;54;62;116;1;76;29.484.374.065.696
760763;1;2;70;36;60;3;;2;36;4;;2;5;;;;;;;;;;1;;2;;2;2;1;54;71;1411;14;76;44.558.153.349.487
760763;1;4;70;122;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;76;44.558.153.349.487
760766;1;2;70;5;60;1;;2;8;8;;4;1;;;;;;;;;;1;;2;;2;2;1;62;62;111;1;76;406.548.119.076.596
760767;1;3;70;3;60;4;;2;3;8;;2;1;;;;;;;;;;1;;1;100000;2;2;1;62;62;113;1;76;716.283.530.406.997
760838;1;2;70;8;50;1;;2;24;1;;3;1;;;;;;;;;;1;;2;;2;2;1;45;33;5233;52;76;877.552.933.263.208
760943;1;1;70;12;48;3;;2;12;3;;1;8;;;;;;;;;;1;;2;;2;2;1;54;54;5511;55;76;980.509.583.106.779
761280;1;2;70;2;40;8;;2;2;8;;8;7;;;;;;;;;;1;;1;100000;2;2;1;62;62;115;1;54;132.926.849.097.162
762053;1;2;70;30;50;2;;2;8;2;;9;8;;;;;;;;;;1;;2;;2;2;1;59;32;7512;75;19;120.955.079.057.008
762063;1;3;70;52;50;1;;2;68;1;;2;4;;;;;;;;;;1;;2;;2;2;1;45;45;5211;52;19;625.300.176.169.502
762073;1;3;70;52;50;3;;2;52;3;;1;4;;;;;;;;;;1;;2;;2;2;1;53;54;9500;95;19;133.248.752.530.382
762073;1;4;70;38;70;3;;2;58;3;;1;8;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;19;133.248.752.530.382
762108;1;7;70;48;48;2;;2;96;1;;2;1;;;;;;;;;;1;;2;;2;2;1;13;45;5233;52;19;105.457.373.010.584
762112;1;7;70;1;40;4;;2;2;1;;2;1;;;;;;;;;;1;;1;150000;2;2;1;71;53;5521;55;19;12.243.796.885.486
762123;1;2;70;16;48;1;;2;24;1;;4;1;;;;;;;;;;1;;2;;2;2;1;53;44;4020;40;19;854.868.864.133.014
762153;1;3;70;6;48;8;;2;6;8;;2;4;;;;;;;;;;1;;2;;2;2;1;64;64;501;5;19;101.621.071.429.146
762157;1;4;70;8;48;1;;2;48;4;;9;4;;;;;;;;;;1;;2;;2;2;1;45;13;8012;80;19;853.654.268.510.216
762180;1;2;70;2;50;3;;2;570;3;;1;4;;;;;;;;;;1;;2;;2;2;1;54;54;9500;95;19;157.900.399.509.477
762190;1;2;70;2;56;4;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;41;;;;19;132.312.632.689.542
762191;1;3;70;1;72;4;;2;17;4;;1;1;;;;;;;;1;;;;2;;2;2;1;41;41;5233;52;19;871.789.882.599.603
762193;1;3;70;4;60;3;;2;5;3;;1;1;;;;;;;;;;1;;1;140000;2;2;1;54;54;9500;95;19;104.877.130.328.557
762197;1;2;70;3;60;4;;1;;;.;;;.;.;;;;;;;;;.;;;;2;1;45;;;;19;127.547.948.185.342
