Directorio;Secuencia_p;Orden;Area;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Dsi;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
176943;2;2;05;70;8;48;1; ;2;2;2;8;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;600000;1;32;45;1541;15;05;869,580737216259
176944;2;4;05;70;2;48;1; ;2;2;2;2;1; ;7;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;240000;1;5200000;1;95;95;4522;45;05;841,635510991788
176959;2;1;05;70;6;48;4; ;1;1;2;10;4; ;1;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;43;43;5012;50;05;973,547882858152
176970;2;2;05;70;32;60;1; ;2;2;2;40;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;03;34;0000;00;05;950,595677528183
176976;2;3;05;70;78;24;1; ;2;2;2;78;3; ;1;2;11; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;54;9500;95;05;818,457428198039
176977;2;1;05;70;24;48;1; ;1;1;2;24;1; ;2;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;9000000;1;81;95;3619;36;05;942,099595384166
176983;2;1;05;70;24;45;2; ;2;2;2;26;2; ;8;1; ;.;9;PAGA LA EPS;1; ;.; ; ; ; ; ; ; ;1; ;SIN INFORMACION;2; ;1;98;1;19;20;9900;99;05;2131,71876608154
176999;2;1;08;70;156;48;1; ;1;1;2;520;1; ;4;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;12;45;5269;52;08;916,88327275211
177004;2;3;08;70;17;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;08;503,947959800696
177008;2;3;08;70;5;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;08;509,628201719639
177015;2;3;08;70;12;48;1; ;2;2;2;12;1; ;3;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4800000;1;37;33;6512;65;08;389,481406248775
177027;2;2;08;70;48;48;4; ;1;1;2;8;4; ;1;2;2; ;2; ;2;9; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;41;41;5233;52;08;532,303604760068
177028;2;2;08;70;104;48;1; ;1;1;2;104;1; ;7;1; ;.;3; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;05;40;5233;52;08;485,055312636314
177037;2;2;08;70;16;48;1; ;1;1;2;12;1; ;4;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;11;11;5235;52;08;485,055312636314
177037;2;3;08;70;52;24;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;08;485,055312636314
177039;2;4;08;70;4;48;1; ;1;1;2;4;1; ;4;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;408000;1;4896000;1;95;95;4521;45;08;536,916924279796
177039;2;6;08;70;4;56;1; ;1;1;2;4;1; ;4;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1256000;1;95;95;4521;45;08;536,916924279796
177039;2;11;08;70;52;30;3; ;1;1;2;52;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9500;95;08;536,916924279796
177040;2;12;08;70;4;56;4; ;1;1;2;4;4; ;1;2;9; ;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;41;98;6022;60;08;563,684849543682
177046;2;1;08;70;156;48;1; ;1;1;2;260;4; ;1;2;12;SE LO DESCONTABAN DE LA PENSION;1; ;2;10; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;98;98;6031;60;08;455,91729098343
177047;2;3;08;70;156;48;1; ;1;1;2;208;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;8512;85;08;342,196103336923
177050;2;5;08;70;1;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;721,982471678628
177061;2;2;08;70;4;48;1; ;1;1;2;4;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;900000;1;45;45;5529;55;08;436,209305545247
177062;2;2;08;70;8;48;1; ;1;1;2;8;3; ;2;2;12;PORQUE SU TRABAJO ERA FUERA DEL PAIS;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;15000000;1;40;54;9500;95;08;405,33572220147
177062;2;4;08;70;52;48;1; ;2;2;2;52;1; ;7;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;45;5241;52;08;405,33572220147
177062;2;5;08;70;2;48;1; ;1;1;2;208;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;45;45;5239;52;08;405,33572220147
177062;3;1;08;70;104;48;1; ;1;1;2;104;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;39;30;7492;74;08;405,33572220147
177063;2;3;08;70;2;48;1; ;1;1;2;5;1; ;3;2;5; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;53;5529;55;08;426,315428113801
177070;2;2;08;70;4;40;4; ;1;1;2;4;4; ;1;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;99;1;99;1;41;41;5219;52;08;518,668122482164
177075;2;1;08;70;55;48;1; ;1;1;2;5;1; ;7;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;32;32;6593;65;08;365,045412633717
177076;2;4;08;70;4;48;1; ;2;2;2;4;1; ;5;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;13;13;8043;80;08;522,937922759893
177085;2;3;08;70;3;48;1; ;2;2;2;3;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;200000;1;45;45;5231;52;08;789,392257499944
177090;3;1;08;70;8;48;1; ;1;1;2;8;4; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;93;5020;50;08;1408,29707147237
177094;2;4;13;70;64;48;1; ;1;1;2;64;1; ;8;2;5; ;5; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4530;45;13;262,848590869439
177095;2;2;13;70;12;48;4; ;2;2;2;20;4; ;1;2;2; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;54;9500;95;13;511,949063685229
177095;3;2;13;70;8;48;1; ;2;1;2;8;4; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;13;511,949063685229
177113;2;2;13;70;26;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;206,954114986095
177119;2;2;13;70;36;48;1; ;1;1;2;156;1; ;9;1; ;.;3; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;97;97;0501;05;13;238,378702880152
177122;2;3;13;70;52;48;3; ;1;1;2;52;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;13;482,878950696802
177134;2;2;13;70;8;40;4; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;93;93;4552;45;13;248,468584035806
177139;2;3;13;70;26;40;1; ;2;2;2;156;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;45;5233;52;13;238,039640645752
177140;2;3;13;70;2;40;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;13;246,485244350409
177142;2;2;13;70;104;30;1; ;2;2;2;104;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;97;1512;15;13;262,606816468826
177142;2;3;13;70;52;30;1; ;2;2;2;156;1; ;9;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;6512;65;13;262,606816468826
177143;2;2;13;70;52;40;1; ;1;1;2;28;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;53;45;5234;52;13;202,43303892858
177146;2;6;13;70;84;48;1; ;2;2;2;84;1; ;4;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;32;44;6512;65;13;282,400098643152
177149;2;3;13;70;4;48;1; ;1;1;2;3;1; ;9;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;420000;1;1680000;1;19;44;8512;85;13;303,11831939152
177154;2;3;13;70;8;48;1; ;1;1;2;8;1; ;4;2;5; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;400000;1;45;45;5234;52;13;206,674458465153
177154;3;2;13;70;52;48;1; ;2;2;2;260;1; ;2;1; ;.;1; ;2;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;32;39;7421;74;13;206,674458465153
177159;2;2;13;70;52;24;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;13;239,448147182129
177164;2;2;13;70;52;48;1; ;2;2;2;12;2; ;8;2;4; ;4; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;07;07;8511;85;13;223,068633804122
177165;3;2;13;70;52;48;1; ;1;1;2;60;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;53;54;9500;95;13;316,266413874591
177169;2;1;13;70;36;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;84; ; ; ;13;267,436145101914
177172;2;3;13;70;105;40;1; ;1;1;2;8;1; ;9;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;940000;1;97;97;9212;92;13;292,689376001465
177173;2;4;13;70;12;40;1; ;2;2;2;12;1; ;2;2;5; ;2; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;1;32;45;5529;55;13;218,008202841153
177193;2;1;13;70;17;48;1; ;1;1;2;17;2; ;8;2;9; ;5; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5100000;1;21;21;9241;92;13;227,610697255697
177199;2;3;13;70;52;24;1; ;1;1;2;52;1; ;6;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;45;33;5211;52;13;244,004872594665
177200;2;1;13;70;28;48;4; ;1;1;2;28;4; ;1;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;40000;2; ;1;53;53;5529;55;13;267,436145101914
177209;2;2;13;70;48;50;1; ;1;1;2;344;1; ;2;2;4; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;77;1521;15;13;267,436145101914
177336;2;3;17;70;4;48;1; ;1;1;2;20;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;85;44;9303;93;17;122,326229607138
177338;2;3;17;70;4;48;1; ;1;1;2;20;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;85;44;9303;93;17;122,326229607138
177348;2;1;17;70;52;20;1; ;2;2;2;52;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;45;5262;52;17;170,430950799748
177353;2;1;17;70;8;40;1; ;1;1;2;8;1; ;3;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2200000;1;53;53;5521;55;17;169,010467529127
177364;2;2;17;70;5;48;1; ;2;2;2;5;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;585000;1;2856000;1;95;95;4521;45;17;137,188700060031
177367;2;1;17;70;2;48;1; ;2;2;2;5;4; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;7600000;1;39;39;7512;75;17;157,587198604412
177371;2;8;17;70;3;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;17;140,535184442554
177373;2;2;17;70;1;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;17;194,171087785003
177373;3;3;17;70;2;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;44; ; ; ;17;194,171087785003
177373;3;5;17;70;8;12;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;17;194,171087785003
177374;2;1;17;70;8;5;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;17;128,041468938285
177374;3;1;17;70;4;8;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;17;128,041468938285
177376;2;1;17;70;4;8;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;3000000;1;87;87;5241;52;17;118,241887054386
177381;3;1;17;70;34;48;3; ;1;1;2;34;1; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;265000;1;54;95;4521;45;17;272,580207356272
177389;2;2;17;70;4;12;2; ;2;2;2;480;1; ;4;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;5521;55;17;187,12853627545
177390;2;1;17;70;5;72;1; ;1;1;2;240;2; ;7;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8512;85;17;146,218581871581
177405;2;4;17;70;8;55;1; ;1;1;2;4;1; ;3;1; ;.;4; ;2;9; ; ; ; ; ; ; ; ; ;1; ;1;450000;2; ;1;45;45;5233;52;17;126,734765531039
177405;2;6;17;70;8;55;1; ;1;1;2;48;1; ;3;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4530;45;17;126,734765531039
177692;3;1;23;70;2;48;4; ;2;2;2;15;1; ;9;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;79;1810;18;23;129,451938969124
177696;2;3;23;70;1;48;4; ;1;1;2;2;1; ;4;2;3; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;280000;1;3360000;1;89;89;2692;26;23;114,202702667488
177702;2;3;23;70;4;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;23;90,5133715280299
177703;2;3;23;70;17;48;1; ;1;1;2;20;2; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;13;13;8043;80;23;78,8617811166009
177705;2;3;23;70;52;48;1; ;1;1;2;96;3; ;1;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9500;95;23;123,816360959063
177705;2;4;23;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;23;123,816360959063
177709;2;3;23;70;8;48;2; ;1;1;2;8;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3220000;1;13;13;8012;80;23;94,8081745208105
177712;2;2;23;70;2;40;1; ;1;1;2;2;4; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;4000000;1;4000000;1;05;05;7512;75;23;113,308300694787
177714;2;3;23;70;36;40;1; ;1;1;2;36;4; ;1;2;3; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;75000;1;34;34;7499;74;23;109,568012936785
177714;2;4;23;70;3;40;1; ;1;2;2;24;1; ;7;2;8; ;4; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;1;600000;1;13;13;8050;80;23;109,568012936785
177716;2;1;23;70;8;56;1; ;1;1;2;60;1; ;2;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6041;60;23;86,3587289799386
177718;2;7;23;70;2;40;1; ;1;1;2;52;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;33;40;1530;15;23;134,6649586798
177718;2;8;23;70;4;30;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;98; ; ; ;23;134,6649586798
177719;2;4;23;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;23;110,53498081736
177720;2;2;23;70;6;15;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;23;112,55327150114
177722;2;1;23;70;4;48;1; ;2;2;2;8;1; ;6;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4500000;1;98;39;5052;50;23;109,982128065481
177723;2;2;23;70;8;50;1; ;1;2;2;9;1; ;7;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;45;93;4521;45;23;104,184040288875
177724;2;2;23;70;2;48;1; ;1;1;2;54;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;6331;63;23;87,6122409851665
177727;2;1;23;70;8;40;2; ;1;1;2;10;4; ;9;1; ;.;1; ;1; ;.; ; ;1; ; ; ; ; ; ; ;2; ;1;4800000;1;19;19;7512;75;23;121,862563460059
177728;2;4;23;70;20;20;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;41; ; ; ;23;114,532689774692
177729;2;3;23;70;4;48;1; ;1;1;2;55;1; ;9;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;59;9242;92;23;124,171968840815
177729;2;4;23;70;4;48;1; ;1;1;2;5;1; ;8;1; ;.;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;360000;1;5122300;1;45;53;5521;55;23;124,171968840815
177733;2;3;23;70;52;48;4; ;1;1;2;260;8; ;7;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;62;0111;01;23;184,107180014016
177734;2;2;23;70;18;35;1; ;2;1;2;104;1; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5246;52;23;103,343193551672
177734;4;2;23;70;3;40;1; ;1;1;2;3;1; ;2;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;300000;1;55;45;5211;52;23;103,343193551672
177735;2;1;23;70;4;48;3; ;1;1;2;12;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2040000;1;54;45;1530;15;23;133,357220280729
177737;3;2;23;70;2;24;3; ;1;1;2;8;3; ;1;2;5; ;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;390000;1;54;54;9500;95;23;125,986393560764
177739;2;4;23;70;4;48;1; ;1;1;2;8;1; ;7;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4080000;1;45;45;1521;15;23;131,515485264168
177740;3;5;23;70;4;48;3; ;1;1;2;12;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;560000;1;54;54;9500;95;23;67,0450729647297
177750;2;3;23;70;38;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;23;109,284970962908
177751;2;2;23;70;44;45;1; ;1;1;2;24;1; ;4;2;2; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;23;119,242662262361
177751;3;1;23;70;2;45;4; ;1;1;2;5;4; ;9;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;408000;1;2856000;1;34;34;7512;75;23;119,242662262361
177755;2;4;23;70;1;30;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;23;136,231040526981
177756;2;1;23;70;6;60;1; ;1;1;2;6;5; ;2;2;8; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;58;95;4521;45;23;117,294447538501
