Directorio;Secuencia_p;Orden;Area;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s4;P7510s6;P7510s2a1;P7510s4a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;Dpto;Fex_c_2011
176767;2;5;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;200,108480902446
176768;2;1;13;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ;98; ; ;1;2;2;13;219,366398061547
176769;2;1;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;248,432934680784
176769;2;2;13;95;1; ;2;1; ;1000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;248,432934680784
176770;2;1;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;258,897527425861
176770;2;2;13;95;1; ;1;2; ; ;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;13;258,897527425861
176770;2;3;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;258,897527425861
176771;2;1;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;312,042747210462
176771;2;2;13;95;2; ; ; ; ; ; ; ;1;2;2;2;800000; ; ; ; ; ;2;2;1;13;312,042747210462
176772;2;1;13;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;150000;2;1;2;13;252,450476299322
176772;2;2;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;252,450476299322
176773;2;1;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;252,450476299322
176773;2;2;13;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;13;252,450476299322
176774;2;1;23;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;4800000;2;1;2;23;108,402131103824
176775;2;1;23;95;1; ;1;2; ; ;180000;2;1;2;2;2; ; ; ; ; ;4800000;2;1;2;23;112,388277947538
176775;2;2;23;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;800000;2;1;2;23;112,388277947538
176775;2;3;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;112,388277947538
176776;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;110,53498081736
176776;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;110,53498081736
176776;2;3;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;110,53498081736
176776;2;5;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;110,53498081736
176776;2;7;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;110,53498081736
176777;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;134,224311956818
176777;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;134,224311956818
176777;2;3;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;134,224311956818
176778;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;153,378829570059
176778;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;153,378829570059
176778;2;3;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;153,378829570059
176780;2;1;23;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;720000;2;1;2;23;153,378829570059
176780;2;4;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;153,378829570059
176780;2;5;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;153,378829570059
176781;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;160,988243078528
176781;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;160,988243078528
176781;2;4;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;160,988243078528
176781;2;5;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;160,988243078528
176783;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;135,171645000678
176783;3;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;135,171645000678
176783;3;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;135,171645000678
176784;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;131,350491710566
176784;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;131,350491710566
176785;2;1;23;95;1; ;1;2; ; ;180000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;23;103,663438853521
176785;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;103,663438853521
176786;2;1;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;136,066046973379
176786;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;136,066046973379
176786;2;3;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;136,066046973379
176787;2;1;23;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;98;2;1;2;23;98,0218815049852
176787;2;2;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;98,0218815049852
176787;2;3;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;98,0218815049852
176787;2;4;23;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;23;98,0218815049852
176833;2;1;52;95;1; ;1;1; ;2000000;400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;61,3180915256791
176833;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;61,3180915256791
176833;2;3;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;61,3180915256791
176833;2;5;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;480000;2;1;2;52;61,3180915256791
176834;2;1;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;2400000;2;1;2;52;140,389211939461
176834;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;140,389211939461
176835;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;117,01621361934
176835;2;2;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ;960000; ; ;1;2;2;52;117,01621361934
176835;2;3;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;500000;2;1;2;52;117,01621361934
176835;2;4;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;200000;2;1;2;52;117,01621361934
176836;2;1;52;95;1; ;1;1; ;1800000;2000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;64,0625389642431
176836;2;2;52;95;1; ;2;1; ;1800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;64,0625389642431
176836;2;3;52;95;1; ;1;2; ; ;850000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;64,0625389642431
176836;2;4;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;64,0625389642431
176836;2;5;52;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;1200000; ; ; ;2;2;2;52;64,0625389642431
176837;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;113,221742980891
176837;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;113,221742980891
176839;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;54,7896413501008
176839;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;54,7896413501008
176839;2;3;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;54,7896413501008
176839;2;4;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;54,7896413501008
176841;2;1;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1200000;2;1;2;52;131,487720521136
176841;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;131,487720521136
176841;2;3;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1200000;2;1;2;52;131,487720521136
176842;2;1;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;500000;2;1;2;52;128,990730838618
176842;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;128,990730838618
176843;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;132,426889851453
176843;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;132,426889851453
176843;2;3;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;132,426889851453
176843;2;4;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;132,426889851453
176843;2;5;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;132,426889851453
176844;2;1;52;95;1; ;2;1; ;2000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;89,8593448345235
176844;2;2;52;95;1; ;2;1; ;500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;89,8593448345235
176845;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;113,539367912494
176845;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;113,539367912494
176846;2;1;52;95;1; ;1;2; ; ;500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;121,505528008517
176846;2;2;52;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;98; ; ; ;2;2;2;52;121,505528008517
176846;2;3;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;121,505528008517
176847;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;119,28500676941
176848;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;66,6602790224746
176848;2;2;52;95;1; ;2;1; ;600000; ;2;1;2;2;2; ; ; ; ; ;8400000;2;1;2;52;66,6602790224746
176848;2;3;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;66,6602790224746
176848;2;4;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;66,6602790224746
176849;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;340,121260015952
176849;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;340,121260015952
176850;2;1;52;95;1; ;2;1; ;800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;269,578034503571
176850;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;269,578034503571
176851;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;123,318037036812
176851;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;123,318037036812
176852;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;357,855020308229
176853;2;1;52;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;2400000;2;1;2;52;103,668029269443
176854;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;96,8206214651676
176854;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;96,8206214651676
176855;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;82,3491145633716
176855;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;82,3491145633716
176855;2;5;52;95;1; ;1;2; ; ;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;52;82,3491145633716
176856;2;1;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;118,755777592525
176856;2;2;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;118,755777592525
176856;2;3;52;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;52;118,755777592525
176856;2;5;52;95;1; ;1;2; ; ;100000;2;1;2;2;2; ; ; ; ; ;960000;2;1;2;52;118,755777592525
176876;2;1;68;95;1; ;1;1; ;1000000;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;68;361,764856841857
176876;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;361,764856841857
176877;2;1;68;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;240000;2;1;2;68;416,192613572522
176878;2;1;68;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;18000000;2;1;2;68;417,75598847033
176878;2;2;68;95;1; ;2;1; ;433704; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;68;417,75598847033
176879;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;404,195752252304
176879;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;404,195752252304
176880;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;339,266412815615
176880;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;339,266412815615
176880;2;3;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;339,266412815615
176881;2;1;68;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1200000;2;1;2;68;382,345955621433
176881;2;2;68;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;300000;2;1;2;68;382,345955621433
176881;2;4;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;382,345955621433
176882;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;393,692406177069
176882;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;393,692406177069
176882;2;3;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;393,692406177069
176883;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;470,071360293011
176883;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;470,071360293011
176883;2;3;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;470,071360293011
176883;2;4;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;470,071360293011
176883;2;5;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;470,071360293011
176884;2;1;68;95;1; ;2;1; ;500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;68;401,378733163002
176885;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;407,687325490102
176885;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;407,687325490102
176885;2;3;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;407,687325490102
176885;2;4;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;407,687325490102
176886;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;427,535537389737
176886;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;427,535537389737
176886;2;3;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;427,535537389737
176888;2;1;68;95;1; ;2;2; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;68;355,082258563503
176889;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;384,999714486462
176890;2;1;68;95;1; ;2;1; ;800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;68;392,306393160532
176890;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;392,306393160532
176890;2;3;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;392,306393160532
176890;2;4;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;392,306393160532
176891;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;378,142112149185
176891;2;2;68;95;1; ;2;2; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;68;378,142112149185
176891;2;3;68;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1680000;2;1;2;68;378,142112149185
176892;2;1;68;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;12000000;2;1;2;68;416,190850203311
176892;2;2;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;416,190850203311
176893;2;1;68;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;68;400,270076962596
176893;2;2;68;95;1; ;2;2; ; ; ;1;1;2;2;2; ; ; ; ; ;1200000;2;1;2;68;400,270076962596
176894;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;634,17751917238
176894;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;634,17751917238
176894;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;634,17751917238
176894;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;634,17751917238
176894;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;634,17751917238
176895;2;1;05;95;2; ; ; ; ; ; ; ;1;9;9;2; ; ; ; ; ;700000;2;1;9;05;811,302384152841
176895;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;811,302384152841
176895;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;811,302384152841
176895;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;811,302384152841
176896;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;874,286614445681
176896;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;874,286614445681
176896;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;874,286614445681
176896;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;874,286614445681
176896;2;5;05;95;1; ;2;1; ;299000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;874,286614445681
176896;2;6;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;874,286614445681
176897;2;1;05;95;1; ;2;1; ;368837; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;666,86172617981
176897;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;666,86172617981
176897;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;666,86172617981
176897;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;666,86172617981
176897;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;666,86172617981
176898;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;700000; ; ; ;2;2;2;05;785,773221190609
176898;2;2;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;700000; ; ; ;2;2;2;05;785,773221190609
176898;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;75000; ; ; ;2;2;2;05;785,773221190609
176899;2;1;05;95;1; ;2;1; ;204000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;852,687506432616
176899;2;2;05;95;1; ;2;1; ;204000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;852,687506432616
176900;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;663,476691995454
176900;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;663,476691995454
176900;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;56000; ; ; ;2;2;2;05;663,476691995454
176900;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;663,476691995454
176901;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;715,87891787712
176901;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;715,87891787712
176901;2;3;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;715,87891787712
176901;2;4;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;715,87891787712
176902;2;1;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1000,1685154271
176902;2;2;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1000,1685154271
176902;2;5;05;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;05;1000,1685154271
176903;2;1;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;900000; ; ; ;2;2;2;05;809,279487553357
176903;2;2;05;95;1; ;1;2; ; ;180000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;05;809,279487553357
176903;2;3;05;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;65000; ; ; ;2;2;2;05;809,279487553357
