DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4261174;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;76;1954,94774099466
4261175;1;2;1;80;2;1;3;9;SE TRASLADO DE RESIDENCIA;2; ; ;9; ;2; ;2; ;1;02;76;2922,1885544064
4261177;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;1;737717;1;02;76;1722,41468606771
4261194;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;1;02;76;9368,08523325918
4262342;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;1594,92002854089
4262343;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;1345,38722233836
4262343;1;3;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;23;1345,38722233836
4262343;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;1345,38722233836
4262343;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;1345,38722233836
4262344;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;23;2246,34828333545
4262345;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;23;2040,4031919415
4262345;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;2040,4031919415
4262347;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;1843,93914968656
4262348;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2167,24741284154
4262348;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;2167,24741284154
4262349;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;3334,17904358999
4262349;2;2;2;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;3334,17904358999
4262350;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;3569,3954201307
4262350;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3569,3954201307
4262350;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3569,3954201307
4262351;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2792,85803914848
4262354;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;23;1601,41492915646
4262355;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2779,03480503442
4262355;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2779,03480503442
4262357;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3080,47276946328
4262360;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2457,9971321409
4262361;1;2;1;80;2;1;4;3; ;2; ; ;1; ;2; ;2; ;1;02;23;3079,7639323903
4262361;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3079,7639323903
4262363;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;2645,66087594587
4262364;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2506,99261061137
4262365;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;2547,41132708784
4262365;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;2547,41132708784
4262367;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;23;2814,1272923162
4262368;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3858,49485458175
4262368;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3858,49485458175
4262369;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;23;3195,09820904875
4262369;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3195,09820904875
4262370;1;1;1;80;2;1;1;6; ;2; ; ;9; ;2; ;2; ;1;02;23;2742,1611230262
4262370;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;2742,1611230262
4262371;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;23;1975,71214023842
4262371;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;1975,71214023842
4262373;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;23;3519,29013078158
4262374;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;1532,55096212753
4262375;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;3614,34775485114
4262376;1;2;1;80;2;1;3;8; ;1; ;3;1; ;2; ;2; ;1;02;23;1601,41492915646
4262379;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;23;3635,61700801885
4262379;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3635,61700801885
4262380;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2896,39195879967
4262380;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2896,39195879967
4262380;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;2896,39195879967
4262380;1;6;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;02;23;2896,39195879967
4262380;1;8;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2896,39195879967
4262381;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;23;2306,57776762184
4262382;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ;1;02;23;3829,06719162719
4262382;1;2;1;80;2;1;2;8; ;2; ; ;2; ;2; ;2; ;1;02;23;3829,06719162719
4262382;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3829,06719162719
4262382;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;23;3829,06719162719
4262383;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;23;2359,74758328288
4262385;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;23;2457,9971321409
4262459;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;63;5274,73277058633
4262460;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;63;3109,68863181614
4262460;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;3109,68863181614
4262460;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;3109,68863181614
4262461;1;4;1;80;2;1;3;2; ;1; ;1;2; ;2; ;2; ;1;02;63;6492,15432739829
4262462;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;2427,27454160426
4262462;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;63;2427,27454160426
4262463;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;2427,27454160426
4262464;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;2427,27454160426
4262466;1;2;1;80;2;1;3;4; ;1; ;2;6; ;2; ;2; ;1;02;63;6037,37952043149
4262466;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;6037,37952043149
4262467;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;3900,98958394132
4262467;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;3900,98958394132
4262493;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;3375,12509955711
4262493;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;3375,12509955711
4262494;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;4595,82269000836
4262498;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;63;3692,39889424307
4262498;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;3692,39889424307
4262499;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;4413,17730945464
4262501;1;1;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ;1;02;63;2427,27454160426
4262502;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ;1;02;63;2427,27454160426
4262505;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;4595,82269000836
4262506;1;1;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;02;63;8159,4692441188
4262506;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;8159,4692441188
4262506;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;8159,4692441188
4262506;1;8;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ;1;02;63;8159,4692441188
4262507;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;2427,27454160426
4262507;2;1;2;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;63;2427,27454160426
4262507;2;2;2;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;2427,27454160426
4262507;2;3;2;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;2427,27454160426
4262511;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;5027,98151281399
4262511;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;5027,98151281399
4262512;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;63;4379,21554348017
4262513;1;1;1;80;2;1;4;3; ;2; ; ;11; ;2; ;2; ;1;02;76;2098,11792492009
4262513;1;3;1;80;2;1;3;6; ;1; ;3;4; ;2; ;2; ;1;02;76;2098,11792492009
4262514;1;1;1;80;2;1;4;7; ;2; ; ;12;FALTA DE DINERO PARA INSTALAR NEGOCIO;2; ;2; ;1;02;76;1682,6403173425
4262515;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;76;2546,61237786005
4262516;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;76;2408,70438277758
4262517;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;76;2441,94690938195
4262532;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;2122,42841168634
4262532;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;2122,42841168634
4262533;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;1448,1086243006
4262535;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;906,93500483234
4262536;1;2;1;80;2;1;4;7; ;2; ; ;9; ;2; ;2; ;1;02;18;605,469895483457
4262537;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;1989,58070245426
4262538;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;802,478743370371
4262542;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;18;2342,69698375767
4262543;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;02;18;1240,77058002478
4262544;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;18;306,327317801823
4262544;1;4;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;18;306,327317801823
4262545;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;02;18;621,633381751209
4262546;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;02;18;845,494428105034
4262548;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ;1;02;18;224,616900270688
4262549;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;18;211,373607026259
4262549;1;3;1;80;2;1;2;8; ;2; ; ;9; ;2; ;2; ;1;02;18;211,373607026259
4262551;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;478,281032774478
4262553;1;2;1;80;2;1;3;9;TRASLADO DE CIUDAD;2; ; ;9; ;2; ;2; ;1;02;18;694,575985832947
4262554;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;400,216622631462
4262557;1;2;1;80;2;1;1;4; ;2; ; ;9; ;2; ;2; ;1;02;18;667,839886741701
4262557;1;5;1;80;2;2; ; ; ; ;1;1;8; ; ; ;2; ;1;02;18;667,839886741701
4262558;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;492,216823788614
4262558;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;492,216823788614
4262559;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;247,708482469778
4262560;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;18;321,544044350288
4262561;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;427,537053093056
4262562;1;2;1;80;2;1;4;2; ;2; ; ;9; ;2; ;2; ;1;02;18;377,125040432373
4262563;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;18;266,651573570156
4262563;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;266,651573570156
4262564;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;339,708683626929
4262564;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;339,708683626929
4262565;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;253,849774997083
4262566;1;2;1;80;2;1;4;4; ;2; ; ;9; ;2; ;2; ;1;02;18;367,727208748467
4262566;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;367,727208748467
4262566;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;367,727208748467
4262567;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;18;452,541079556946
4262567;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;452,541079556946
4262567;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;452,541079556946
4262567;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;452,541079556946
4262568;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;511,662398599583
4262568;1;3;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;02;18;511,662398599583
4262569;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;370,812225358552
4262570;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;276,941357196172
4262570;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;276,941357196172
4262573;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;231,1243204372
4262573;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;231,1243204372
4262574;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;476,311571938196
4262575;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;1;02;18;321,544044350288
4262579;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;410,487969590219
4262580;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;18;567,323751845462
4262581;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;321,544044350288
4262581;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;18;321,544044350288
4262582;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;18;469,125241589524
4262582;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;469,125241589524
4262584;1;2;1;80;2;1;4;3; ;2; ; ;1; ;2; ;2; ;1;02;18;590,316540213498
4262585;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;18;224,616900270688
4262587;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;433,048327385853
4262587;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;433,048327385853
4262587;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;433,048327385853
4262587;1;8;1;80;2;1;2;4; ;2; ; ;8; ;2; ;2; ;1;02;18;433,048327385853
4262587;1;9;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ;1;02;18;433,048327385853
4262588;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;339,708683626929
4262588;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;339,708683626929
4262589;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;552,724762793147
4262590;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;18;468,009685815721
4262591;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;1;02;18;474,052184511973
4262595;1;2;1;80;2;1;2;8; ;2; ; ;9; ;2; ;2; ;1;02;18;720,876929828513
4262595;1;3;1;80;2;1;1;8; ;2; ; ;1; ;2; ;1;100000;1;02;18;720,876929828513
4262596;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;387,367646698265
4262596;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;18;387,367646698265
4262596;1;4;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;18;387,367646698265
4265387;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;3109,68863181614
4265387;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;3109,68863181614
4265389;1;3;1;80;2;2; ; ; ; ;1;3;3; ;2; ;2; ;1;02;63;3900,98958394132
4265389;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;63;3900,98958394132
4265390;1;2;1;80;2;1;4;7; ;2; ; ;9; ;2; ;2; ;1;02;63;2427,27454160426
4265391;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;1;02;63;3517,66008234848
4265392;1;2;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ;1;02;63;2844,52019198226
4265392;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;63;2844,52019198226
4265433;1;1;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ;1;02;76;1067,18862193976
4265435;2;2;2;80;2;1;1;7; ;2; ; ;9; ;2; ;1;14000;1;02;76;1509,74265657849
4265436;1;1;1;80;2;1;4;6; ;2; ; ;4; ;2; ;2; ;1;02;76;1486,49364368101
4265437;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;76;1604,84716948661
4265511;1;1;1;80;2;1;4;9;PORLA EDAD;2; ; ;8; ;2; ;2; ;1;02;17;875,101787154912
4265511;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;875,101787154912
4265512;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;02;17;1206,00892430649
4265514;1;1;1;80;2;1;3;5; ;2; ; ;10; ;3; ;2; ;1;02;17;481,311341088173
4265514;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;17;481,311341088173
4265515;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;17;791,7823395157
4265516;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;17;494,996010506002
4265516;1;3;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;02;17;494,996010506002
4265518;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;02;17;791,7823395157
4265519;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;17;1232,00202251493
4265519;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;1232,00202251493
4265520;1;2;1;80;2;1;4;6; ;2; ; ;9; ;2; ;2; ;1;02;17;654,392426316861
4265521;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;732,176535105097
4265522;1;1;1;80;2;2; ; ; ; ;1;4;1; ;2; ;2; ;1;02;17;875,101787154912
4265522;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ;1;02;17;875,101787154912
4265522;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;17;875,101787154912
4265523;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;732,176535105097
4265524;1;1;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ;1;02;17;997,013103964569
4265524;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;997,013103964569
4265524;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;997,013103964569
4265524;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;997,013103964569
4265525;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;02;17;986,336325404955
4265525;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;986,336325404955
4265526;1;1;1;80;2;1;4;8; ;1; ;1;1; ;2; ;2; ;1;02;17;1232,00202251493
4265526;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;1232,00202251493
4265527;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;1505,39983178911
4265528;1;2;1;80;2;1;2;8; ;2; ; ;1; ;2; ;2; ;1;02;17;868,367409627066
4265529;1;3;1;80;2;1;3;8; ;2; ; ;8; ;2; ;2; ;1;02;17;494,996010506002
4265529;1;4;1;80;2;1;2;9;PARA DEDICARSE A PREDICAR;2; ; ;11; ;2; ;2; ;1;02;17;494,996010506002
4265531;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;481,311341088173
4265532;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;02;17;1868,11521677508
4265533;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;02;17;1455,42338771881
4265533;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;1455,42338771881
4265534;1;2;1;80;2;1;3;4; ;2; ; ;9; ;2; ;2; ;1;02;17;1277,71883711833
4265534;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;1277,71883711833
4265534;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;02;17;1277,71883711833
