DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011;P6030S1;P6030S3
1072250;1;1;1;10;1;1;1;59;1;3;1; ; ;3; ; ;1;1;2; ;3;2; ;05;2;05;1036,33029974529;5;1949
1072250;1;2;1;10;2;2;1;59;2;3;1; ; ;3; ; ;1;1;2; ;3;3; ;05;3;05;1036,33029974529;1;1950
1072250;1;3;1;10;3;1;1;26;3;6;1; ; ;3; ; ;1;1;2; ;5;11;2;05;11;05;1036,33029974529;8;1982
1072251;1;1;1;10;1;1;1;44;1;3;1; ; ;1;1;19600;2;1;2; ;3;4; ;05;4;05;856,720703668828;4;1964
1072251;1;2;1;10;2;2;1;39;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;856,720703668828;3;1969
1072251;1;3;1;10;3;2;1;18;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;856,720703668828;9;1990
1072251;1;4;1;10;4;1;1;24;3;1;1; ; ;1;5; ;2;1;2; ;4;6; ;05;6;05;856,720703668828;11;1984
1072251;1;5;1;10;5;2;1;20;5;1;1; ; ;3; ; ;2;1;2; ;4;7; ;05;7;05;856,720703668828;10;1988
1072251;1;6;1;10;5;1;1;5;4; ;1; ; ;3; ; ;1;2;1;1;2;0; ;05;0;05;856,720703668828;7;2003
1072252;1;1;1;10;1;2;1;64;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;908,424478817667;8;1944
1072252;1;2;1;10;2;1;1;67;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;05;2;05;908,424478817667;9;1941
1072254;1;1;1;10;1;1;1;78;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ;05;1;05;848,682746317116;1;1931
1072254;1;2;1;10;2;2;1;35;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;848,682746317116;8;1973
1072254;1;3;1;10;2;2;1;13;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ;05;8;05;848,682746317116;11;1995
1072254;1;4;1;10;2;2;1;7;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;05;2;05;848,682746317116;6;2001
1072254;1;5;1;10;2;1;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;05; ;05;848,682746317116;10;2007
1072254;1;6;1;10;6;1;1;67;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;05;0;05;848,682746317116;6;1941
1072255;1;1;1;10;1;1;1;49;1;3;1; ; ;1;1;19600;2;2;2; ;3;1; ;05;1;05;1162,83539514154;12;1959
1072255;1;2;1;10;2;2;1;51;2;3;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;1162,83539514154;3;1957
1072255;1;3;1;10;3;1;1;23;3;6;1; ; ;1;1;19600;2;1;2; ;5;10;1;05;10;05;1162,83539514154;8;1985
1072256;1;1;1;10;1;1;1;66;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;1365,12490437247;1;1943
1072256;1;2;1;10;2;2;1;64;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;1365,12490437247;2;1945
1072256;1;3;1;10;3;2;1;40;3;6;1; ; ;1;1;42000;2;1;2; ;6;5;4;05;16;05;1365,12490437247;2;1969
1072256;1;4;1;10;4;2;1;38;3;6;1; ; ;1;1;60000;2;1;2; ;5;11;2;05;11;05;1365,12490437247;7;1970
1072256;1;5;1;10;5;1;1;30;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;1365,12490437247;1;1979
1072256;1;6;1;10;6;1;1;28;3;1;1; ; ;1;1;22000;2;1;2; ;5;11;2;05;11;05;1365,12490437247;11;1980
1072256;1;7;1;10;7;2;1;25;5;1;1; ; ;1;1;19600;2;1;2; ;5;11;2;05;11;05;1365,12490437247;6;1983
1072256;1;8;1;10;6;1;1;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;1365,12490437247;1;2008
1072257;1;1;1;10;1;2;1;28;1;4;2;1;96; ; ; ;2;1;1;2;6;0;2;05;11;05;796,261364398058;8;1980
1072257;1;2;1;10;1;1;1;9;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ;05;3;05;796,261364398058;5;1999
1072257;1;3;1;10;1;2;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;05;0;05;796,261364398058;3;2004
1072258;1;1;1;10;1;2;1;54;1;6;1; ; ;3; ; ;2;1;2; ;6;3;2;05;14;05;733,964254995929;4;1954
1072258;1;2;1;10;2;2;1;72;5;5;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;733,964254995929;7;1936
1072258;1;3;1;10;3;2;1;19;5;6;1; ; ;3; ; ;2;1;1;1;6;0;2;05;11;05;733,964254995929;1;1990
1072258;1;4;1;10;3;2;1;2;5; ;1; ; ;3; ; ;2; ; ; ; ; ; ;05; ;05;733,964254995929;1;2007
1072258;1;5;1;10;2;2;1;14;5;6;1; ; ;3; ; ;2;1;1;1;4;8; ;05;8;05;733,964254995929;1;1995
1072258;2;1;2;10;1;1;1;72;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;733,964254995929;10;1936
1072259;1;1;1;10;1;2;1;42;1;1;2;1;8; ; ; ;2;1;2; ;4;9; ;05;9;05;920,566394438819;7;1966
1072259;1;2;1;10;2;1;1;63;2;1;2;1;8; ; ; ;2;1;2; ;3;5; ;05;5;05;920,566394438819;3;1946
1072259;1;3;1;10;3;2;1;16;3;6;2;1;8; ; ; ;1;1;1;1;5;10;1;05;10;05;920,566394438819;10;1992
1072259;1;4;1;10;4;1;1;13;3;6;2;1;8; ; ; ;2;1;2; ;3;4; ;05;4;05;920,566394438819;7;1995
1072259;1;5;1;10;5;2;1;84;5;5;1; ; ;1;5; ;2;1;2; ;4;8; ;05;8;05;920,566394438819;7;1924
1072260;1;1;1;10;1;2;1;51;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;525,083978798305;4;1957
1072260;1;2;1;10;2;2;1;32;3;6;1; ; ;3; ; ;2;1;2; ;5;10;1;05;10;05;525,083978798305;8;1976
1072260;1;3;1;10;3;2;1;15;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ;05;7;05;525,083978798305;1;1994
1072260;1;4;1;10;1;2;1;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;05; ;05;525,083978798305;2;2009
1072260;1;5;1;10;5;1;1;20;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;05;9;05;525,083978798305;9;1988
1072260;1;6;1;10;6;2;1;21;5;1;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;525,083978798305;2;1988
1072260;1;7;1;10;6;1;1;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;05; ;05;525,083978798305;7;2008
1072260;1;8;1;10;8;2;1;76;5;6;1; ; ;3; ; ;2;1;2; ;3;2; ;05;2;05;525,083978798305;5;1932
1072260;1;9;1;10;9;1;1;20;9;6;1; ; ;1;1;18876;2;1;2; ;4;8; ;05;8;05;525,083978798305;4;1988
1072260;1;10;1;10;10;2;1;20;9;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;525,083978798305;5;1988
1072263;1;1;1;10;1;2;1;42;1;6;1; ; ;1;3;62000;2;1;2; ;6;3;3;05;14;05;849,091349959087;7;1966
1072263;1;2;1;10;2;2;1;11;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;05;6;05;849,091349959087;12;1997
1072263;1;3;1;10;4;2;1;82;5;5;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;849,091349959087;12;1926
1072263;1;4;1;10;4;2;1;50;5;6;1; ; ;1;1;28000;1;1;2; ;5;11;2;05;11;05;849,091349959087;10;1958
1072263;1;5;1;10;5;2;1;62;5;6;1; ; ;1;2;62000;2;1;2; ;3;5; ;05;5;05;849,091349959087;5;1946
1072264;1;1;1;10;1;1;1;49;1;3;1; ; ;1;3;62112;2;1;2; ;4;8; ;05;8;05;654,397444289528;5;1959
1072264;1;2;1;10;2;2;1;48;2;3;1; ; ;1;5; ;1;1;2; ;5;11;2;05;11;05;654,397444289528;10;1960
1072264;1;3;1;10;3;2;1;21;3;6;1; ; ;1;5; ;2;1;2; ;6;1;2;05;12;05;654,397444289528;5;1987
1072264;1;4;1;10;4;2;1;21;5;1;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;654,397444289528;5;1987
1072264;2;1;2;10;1;1;1;24;1;2;1; ; ;1;1;19876;2;1;2; ;6;1;2;05;12;05;654,397444289528;6;1984
1072264;2;2;2;10;2;2;1;22;2;1;1; ; ;1;5; ;2;1;1;1;6;1;2;05;12;05;654,397444289528;2;1987
1072264;2;3;2;10;1;2;1;4;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;654,397444289528;2;2005
1072264;2;4;2;10;1;1;1;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;654,397444289528;1;2007
1072265;1;1;1;10;1;1;1;25;1;2;1; ; ;1;1;28000;2;1;2; ;5;11;2;05;11;05;924,167185325685;1;1984
1072265;1;2;1;10;2;2;1;39;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;924,167185325685;1;1970
1072265;1;3;1;10;2;2;1;4;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;05;0;05;924,167185325685;10;2004
1072265;1;4;1;10;2;1;1;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;924,167185325685;1;2008
1072267;1;1;1;10;1;1;1;57;1;3;1; ; ;1;1;40000;2;1;2; ;5;11;2;05;11;05;799,239176901126;12;1951
1072267;1;2;1;10;2;2;1;53;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;799,239176901126;4;1955
1072267;1;3;1;10;3;2;1;22;3;6;1; ; ;1;1;22000;2;1;2; ;6;2;3;05;13;05;799,239176901126;5;1986
1072267;1;4;1;10;3;2;1;2;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;799,239176901126;7;2006
1072267;1;5;1;10;2;2;1;9;4; ;1; ; ;1;5; ;2;1;1;2;3;3; ;05;3;05;799,239176901126;11;1999
1072269;1;1;1;10;1;2;1;45;1;6;1; ; ;1;1;30000;2;1;2; ;6;2;3;05;13;05;1050,65069415032;8;1963
1072271;1;1;1;10;1;1;1;39;1;2;1; ; ;1;3;62112;2;1;2; ;4;9; ;05;9;05;1147,11427520513;5;1969
1072271;1;2;1;10;2;2;1;31;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;1147,11427520513;1;1978
1072271;1;3;1;10;2;1;1;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;1147,11427520513;8;1995
1072271;1;4;1;10;2;1;1;12;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;05;6;05;1147,11427520513;8;1996
1072272;1;1;1;10;1;1;1;50;1;2;1; ; ;1;5; ;2;1;2; ;6;6;4;05;17;05;1178,55651507795;2;1959
1072272;1;2;1;10;2;2;1;46;2;2;1; ; ;1;1;19870;2;1;1;2;6;6;4;05;17;05;1178,55651507795;11;1962
1072273;1;1;1;10;1;1;1;34;1;3;1; ; ;1;1;80000;2;1;2; ;6;5;4;05;16;05;1178,55651507795;7;1974
1072273;1;2;1;10;2;2;1;30;2;3;1; ; ;1;1;80000;2;1;2; ;6;5;4;05;16;05;1178,55651507795;1;1979
1072274;1;1;1;10;1;1;1;27;1;6;1; ; ;1;1;120000;2;1;1;1;6;6;4;05;17;05;1050,28948588406;12;1981
1072274;1;2;1;10;2;1;1;22;5;6;2;2; ; ; ; ;2;1;1;1;6;3;2;05;14;05;1050,28948588406;4;1986
1072275;1;1;1;10;1;1;1;53;1;3;1; ; ;2;1;98;2;1;2; ;6;8;5;05;19;05;1078,15252144162;8;1955
1072275;1;2;1;10;2;2;1;49;2;3;1; ; ;2;5; ;2;1;2; ;5;11;2;05;11;05;1078,15252144162;5;1959
1072275;1;3;1;10;3;1;1;22;3;6;1; ; ;2;5; ;2;1;1;1;6;6;2;05;17;05;1078,15252144162;6;1986
1072275;1;4;1;10;4;2;1;19;3;6;1; ; ;2;5; ;2;1;1;2;6;2;2;05;13;05;1078,15252144162;4;1989
1072276;1;1;1;10;1;1;1;28;1;3;1; ; ;1;1;19640;2;1;1;1;6;7;5;05;18;05;1178,55651507795;8;1980
1072276;1;2;1;10;2;2;1;28;2;3;1; ; ;1;1;19640;2;1;1;1;6;7;5;05;18;05;1178,55651507795;11;1980
1072278;1;1;1;10;1;2;1;42;1;6;1; ; ;1;1;19860;1;1;2; ;3;5; ;05;5;05;469,052392446422;5;1966
1072278;1;2;1;10;2;2;1;20;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;05;7;05;469,052392446422;9;1988
1072278;1;3;1;10;2;2;1;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;05;0;05;469,052392446422;10;2004
1072278;1;4;1;10;2;1;1;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;05; ;05;469,052392446422;12;2006
1072278;1;5;1;10;2;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;05;5;05;469,052392446422;10;1994
1072278;1;6;1;10;2;2;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;05; ;05;469,052392446422;12;2008
1072278;1;7;1;10;1;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;05;4;05;469,052392446422;11;1998
1072278;2;1;2;10;1;2;1;38;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;469,052392446422;11;1970
1072278;2;2;2;10;1;2;1;15;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;05;4;05;469,052392446422;7;1993
1072278;2;3;2;10;1;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;05;6;05;469,052392446422;8;1995
1072278;2;4;2;10;1;2;1;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;05;5;05;469,052392446422;12;1997
1072280;1;1;1;10;1;2;1;24;1;6;2;1;24; ; ; ;1;1;2; ;5;11;2;05;11;05;700,951847183639;9;1984
1072280;1;2;1;10;1;1;1;8;3; ;2;1;18; ; ; ;1;1;1;1;3;2; ;05;2;05;700,951847183639;2;2001
1072280;1;3;1;10;3;1;1;21;5;6;1; ; ;1;1;19680;2;1;2; ;4;9; ;05;9;05;700,951847183639;4;1987
1072281;1;1;1;10;1;1;1;37;1;6;1; ; ;1;1;19680;2;1;2; ;6;2;3;05;13;05;1178,55651507795;11;1971
1072281;1;2;1;10;1;2;1;53;5;6;2;1;24; ; ; ;2;1;2; ;3;5; ;05;5;05;1178,55651507795;3;1956
1072282;1;1;1;10;1;2;1;45;1;4;1; ; ;1;5; ;2;1;2; ;4;9; ;05;9;05;881,28494675049;8;1963
1072282;1;2;1;10;2;2;1;20;3;6;1; ; ;1;5; ;2;1;1;1;6;0;2;05;11;05;881,28494675049;1;1989
1072282;1;3;1;10;1;2;1;14;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;05;8;05;881,28494675049;12;1994
1072283;1;1;1;10;1;1;1;34;1;3;2;1;13; ; ; ;2;1;2; ;3;2; ;05;2;05;1277,16482476827;7;1974
1072283;1;2;1;10;2;2;1;25;2;3;2;1;12; ; ; ;2;1;2; ;3;5; ;05;5;05;1277,16482476827;12;1983
1072283;1;3;1;10;2;2;1;9;3; ;2;1;12; ; ; ;2;1;1;1;3;1; ;05;1;05;1277,16482476827;12;1999
1072283;1;4;1;10;2;1;1;4;3; ;2;1;12; ; ; ;2;2;1;1;2;0; ;05;0;05;1277,16482476827;4;2004
1072283;1;5;1;10;5;2;1;35;5;4;1; ; ;1;1;19680;2;1;2; ;5;11;2;05;11;05;1277,16482476827;2;1974
1072283;1;6;1;10;6;1;1;31;5;6;1; ; ;1;1;27000;2;1;2; ;5;11;2;05;11;05;1277,16482476827;9;1977
1072283;1;7;1;10;7;2;1;25;5;6;1; ; ;1;1;19680;2;1;1;1;6;3;3;05;14;05;1277,16482476827;5;1983
1072284;1;1;1;10;1;2;1;51;1;3;1; ; ;1;5; ;2;1;2; ;6;2;3;05;13;05;1093,87364137803;4;1957
1072284;1;2;1;10;1;1;1;27;3;6;1; ; ;1;5; ;2;1;2; ;6;3;3;05;14;05;1093,87364137803;8;1981
1072284;1;3;1;10;3;2;1;18;3;6;1; ; ;1;5; ;2;1;1;1;6;3;3;05;14;05;1093,87364137803;8;1990
1072285;1;1;1;10;1;2;1;63;1;6;1; ; ;1;1;19680;2;1;2; ;3;5; ;05;5;05;839,87235100818;5;1945
1072286;1;1;1;10;1;1;1;42;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ;05;9;05;1162,83539514154;6;1966
1072286;1;2;1;10;2;2;1;38;2;3;1; ; ;3; ; ;2;1;2; ;6;1;2;05;12;05;1162,83539514154;9;1970
1072286;1;3;1;10;3;1;1;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;1162,83539514154;4;1990
1072287;1;1;1;10;1;2;1;42;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;1178,55651507795;9;1966
1072287;1;2;1;10;2;1;1;49;2;2;1; ; ;1;1;36000;2;1;2; ;6;4;3;05;15;05;1178,55651507795;5;1959
1072288;1;1;1;10;1;1;1;32;1;3;2;1;36; ; ; ;1;1;2; ;6;2;3;05;13;05;1178,55651507795;10;1976
1072288;1;2;1;10;2;2;1;39;2;3;1; ; ;1;1;24000;2;1;2; ;5;11;2;05;11;05;1178,55651507795;9;1969
1072289;1;1;1;10;1;1;1;37;1;3;1; ; ;1;1;60000;2;1;2; ;6;5;4;05;16;05;1012,12726492989;6;1971
1072289;1;2;1;10;2;2;1;36;2;3;1; ; ;1;5; ;2;1;2; ;6;3;3;05;14;05;1012,12726492989;8;1972
1072289;1;3;1;10;2;1;1;8;3; ;1; ; ;1;5; ;2;1;1;2;3;3; ;05;3;05;1012,12726492989;3;2000
1072289;1;4;1;10;2;1;1;81;5;3;1; ; ;1;2;62112;2;1;2; ;3;5; ;05;5;05;1012,12726492989;5;1927
1072289;1;5;1;10;5;2;1;75;5;3;1; ; ;1;2;62112;2;1;2; ;3;5; ;05;5;05;1012,12726492989;3;1933
1072290;1;1;1;10;1;2;1;69;1;5;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;839,87235100818;12;1939
1072291;1;1;1;10;1;2;1;65;1;5;1; ; ;2;2;140750;2;1;2; ;4;7; ;05;7;05;706,422199411199;6;1943
1072291;1;2;1;10;2;1;1;46;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;05;9;05;706,422199411199;1;1963
1072291;2;1;2;10;1;2;1;44;1;4;1; ; ;1;5; ;2;1;2; ;4;7; ;05;7;05;706,422199411199;8;1964
1072291;2;2;2;10;2;2;1;19;3;6;2;1;12; ; ; ;2;1;1;1;6;3;3;05;14;05;706,422199411199;5;1989
1072291;2;3;2;10;3;1;1;18;3;6;1; ; ;1;1;24000;2;1;2; ;4;9; ;05;9;05;706,422199411199;10;1990
1072291;2;4;2;10;1;1;1;10;3;6;1; ; ;1;5; ;2;1;1;1;3;3; ;05;3;05;706,422199411199;5;1998
1072291;2;5;2;10;1;1;1;10;3;6;1; ; ;1;5; ;2;1;1;1;3;3; ;05;3;05;706,422199411199;5;1998
1072295;1;1;1;10;1;1;1;64;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;908,424478817667;3;1944
1072295;1;2;1;10;2;2;1;58;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;908,424478817667;3;1951
1072296;1;1;1;10;1;2;1;77;1;5;1; ; ;1;2;59640;2;1;2; ;3;5; ;05;5;05;812,725899908789;6;1931
1072296;1;2;1;10;2;2;1;55;3;6;1; ; ;1;2;59640;2;1;2; ;3;5; ;05;5;05;812,725899908789;5;1953
1072296;1;3;1;10;3;1;1;43;3;4;2;1;1; ; ; ;1;1;2; ;5;11;2;05;11;05;812,725899908789;10;1965
1072296;1;4;1;10;3;2;1;17;4;6;2;1;1; ; ; ;1;1;1;1;5;10;1;05;10;05;812,725899908789;1;1992
1072296;1;5;1;10;5;2;1;28;4;4;1; ; ;1;1;25000;2;1;1;1;6;2;2;05;13;05;812,725899908789;1;1981
1072296;1;6;1;10;3;2;1;12;4;6;1; ; ;1;5; ;2;1;1;1;4;6; ;05;6;05;812,725899908789;3;1997
1072298;1;1;1;10;1;2;1;28;1;3;1; ; ;2;5; ;2;1;2; ;5;11;2;05;11;05;933,010308470938;12;1980
1072298;1;2;1;10;1;2;1;7;3; ;1; ; ;2;5; ;2;1;1;2;3;1; ;05;1;05;933,010308470938;1;2002
1072299;1;1;1;10;1;1;1;38;1;3;1; ; ;2;1;40000;2;1;2; ;5;11;2;05;11;05;1009,19076767812;1;1971
1072299;1;2;1;10;2;2;1;35;2;3;1; ; ;2;5; ;2;1;2; ;5;11;2;05;11;05;1009,19076767812;10;1973
1072299;1;3;1;10;2;2;1;17;3;6;1; ; ;2;5; ;2;1;1;1;6;1;2;05;12;05;1009,19076767812;11;1991
1072299;1;4;1;10;2;2;1;13;3;6;1; ; ;2;5; ;2;1;1;2;4;7; ;05;7;05;1009,19076767812;6;1995
1072300;1;1;1;10;1;1;1;32;1;3;1; ; ;1;3;62200;2;1;2; ;3;5; ;05;5;05;1041,80757100507;1;1977
1072300;1;2;1;10;2;2;1;29;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;1041,80757100507;11;1979
1072300;1;3;1;10;2;1;1;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;1041,80757100507;5;2008
1072301;1;1;1;10;1;2;1;73;1;5;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;967,778171935807;7;1935
1072301;1;2;1;10;2;1;1;42;3;6;2;1;8; ; ; ;2;1;2; ;3;3; ;05;3;05;967,778171935807;5;1966
1072302;1;1;1;10;1;1;1;52;1;3;1; ; ;1;1;40000;2;1;2; ;5;11;2;05;11;05;960,51213576224;2;1957
1072302;1;2;1;10;2;2;1;43;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;05;7;05;960,51213576224;5;1965
1072302;1;3;1;10;3;2;1;18;3;6;2;1;2; ; ; ;2;1;1;1;6;0;2;05;11;05;960,51213576224;1;1991
1072302;1;4;1;10;2;1;1;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;05;10;05;960,51213576224;1;1992
1072302;1;5;1;10;2;2;1;11;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;05;5;05;960,51213576224;7;1997
1072303;1;1;1;10;2;1;1;33;1;3;1; ; ;1;3;62200;2;1;1;1;6;7;5;05;18;05;1041,80757100507;3;1975
1072303;1;2;1;10;2;2;1;32;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;1041,80757100507;8;1976
