DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;FT;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
885456;1;1;1;95;2;;;;;;;;1;2;1;;1214000;;;;2;2;2;1;1;;2;5;5;764.508.650.884.198
885456;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;764.508.650.884.198
885456;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;764.508.650.884.198
885457;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;8;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;9;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885457;1;10;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;441.105.598.645.877
885458;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;798.090.659.262.518
885458;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;798.090.659.262.518
885460;1;1;1;95;2;;;;;;;;1;2;1;;200000;;;;2;2;2;1;1;;2;5;5;798.090.659.262.518
885460;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;798.090.659.262.518
885461;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;69.906.579.497.839
885461;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;69.906.579.497.839
885461;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;69.906.579.497.839
885461;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;69.906.579.497.839
885462;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;77.824.492.292.706
885462;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;77.824.492.292.706
885462;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;77.824.492.292.706
885462;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;77.824.492.292.706
885463;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;84.053.837.568.103
885463;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;84.053.837.568.103
885464;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;82.331.465.631.021
885464;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;82.331.465.631.021
885464;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;82.331.465.631.021
885465;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;299.099.315.904.188
885465;1;2;1;95;1;;1;2;;;1200000;2;1;2;1;;600000;;;;2;2;2;1;1;;2;5;5;299.099.315.904.188
885465;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;299.099.315.904.188
885466;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;752.611.257.419.416
885466;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;752.611.257.419.416
885466;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;752.611.257.419.416
885466;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;752.611.257.419.416
885467;1;1;1;95;1;;2;1;;800000;;2;2;;;;;;;;;;;1;1;;;5;5;8.079.211.076.326
885467;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;8.079.211.076.326
885467;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;8.079.211.076.326
885468;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;84.849.850.805.416
885468;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;84.849.850.805.416
885469;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;906.391.521.485.685
885469;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;906.391.521.485.685
885470;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;218.088.638.353.384
885471;1;1;1;95;2;;;;;;;;1;2;1;;56000;;;;2;2;2;1;1;;2;5;5;252.246.521.193.024
885471;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;252.246.521.193.024
885472;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;208.263.017.047.883
885472;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;208.263.017.047.883
885473;1;1;1;95;2;;;;;;;;1;2;2;;;;;;2;2;2;1;1;600000;1;5;5;231.340.008.529.731
885473;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;231.340.008.529.731
885474;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;214.000.903.206.649
885474;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;214.000.903.206.649
885474;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;214.000.903.206.649
885474;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;214.000.903.206.649
885475;1;1;1;95;2;;;;;;;;1;2;2;;;;;;2;2;2;1;1;750000;1;5;5;246.442.719.380.346
885476;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;840.821.737.310.079
885476;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;840.821.737.310.079
885477;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;594.974.704.754.096
885477;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;594.974.704.754.096
885477;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;594.974.704.754.096
885477;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;594.974.704.754.096
885478;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;627.937.263.560.486
885478;1;2;1;95;1;;2;2;180000;;;1;2;;;;;;;;;;;1;1;;;5;5;627.937.263.560.486
885478;1;3;1;95;1;;2;2;120000;;;1;2;;;;;;;;;;;1;1;;;5;5;627.937.263.560.486
885480;1;1;1;95;1;;1;2;;;150000;2;2;;;;;;;;;;;1;1;;;5;5;701.454.217.279.782
885481;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;807.181.680.941.323
885482;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;694.210.056.826.278
885482;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;694.210.056.826.278
885483;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;595.185.192.542.151
885483;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;595.185.192.542.151
885483;1;3;1;95;1;;2;2;200000;;;1;2;;;;;;;;;;;1;1;;;5;5;595.185.192.542.151
885483;1;4;1;95;1;;2;2;400000;;;1;2;;;;;;;;;;;1;1;;;5;5;595.185.192.542.151
885485;1;1;1;95;1;;1;2;;;200000;2;2;;;;;;;;;;;1;1;;;5;5;223.278.955.146.955
885485;1;2;1;95;2;;;;;;;;1;2;1;;53000;;;;2;2;2;1;1;;2;5;5;223.278.955.146.955
885485;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;223.278.955.146.955
885485;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;223.278.955.146.955
885486;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;723.876.752.632.885
885486;1;2;1;95;1;;2;1;;525000;;2;2;;;;;;;;;;;1;1;;;5;5;723.876.752.632.885
885486;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;723.876.752.632.885
885487;1;1;1;95;2;;;;;;;;1;2;2;;;;;;2;2;2;1;1;2000000;1;5;5;819.387.369.446.053
885487;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;819.387.369.446.053
885487;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;819.387.369.446.053
885487;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;819.387.369.446.053
885487;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;819.387.369.446.053
885487;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;819.387.369.446.053
885487;1;9;1;95;2;;;;;;;;1;2;1;;54000;;;;2;2;2;1;1;;2;5;5;819.387.369.446.053
885488;1;1;1;95;1;;2;1;;461500;;2;1;2;2;900000;;;;;2;2;1;1;1;;2;5;5;280.581.686.911.913
885489;1;1;1;95;2;;;;;;;;1;2;2;;;;;200000;2;1;2;1;1;;2;5;5;705.034.358.224.839
885489;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;705.034.358.224.839
885489;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;705.034.358.224.839
885489;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;705.034.358.224.839
885490;1;1;1;95;1;;2;1;;340000;;2;1;2;1;;55380;;;;2;2;2;1;1;;2;5;5;730.452.902.437.705
885490;1;2;1;95;1;;2;1;;155000;;2;2;;;;;;;;;;;1;1;;;5;5;730.452.902.437.705
885491;1;1;1;95;1;;1;1;;900000;500000;2;2;;;;;;;;;;;1;1;;;5;5;198.352.855.457.561
885491;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;198.352.855.457.561
885491;1;3;1;95;2;;;;;;;;1;2;1;;103200;;;;2;2;2;1;1;;2;5;5;198.352.855.457.561
885491;1;4;1;95;2;;;;;;;;1;2;1;;140400;;;;2;2;2;1;1;;2;5;5;198.352.855.457.561
885491;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;198.352.855.457.561
885492;1;1;1;95;2;;;;;;;;1;2;1;;55380;;;200000;2;1;2;1;1;;2;5;5;211.007.737.948.656
885492;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;211.007.737.948.656
885492;1;5;1;95;2;;;;;;;;1;2;1;;52800;;;;2;2;2;1;1;800000;1;5;5;211.007.737.948.656
885493;1;1;1;95;1;;2;1;;644996;;2;2;;;;;;;;;;;1;1;;;5;5;241.311.684.919.147
885493;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;241.311.684.919.147
885493;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;241.311.684.919.147
885493;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;241.311.684.919.147
885494;1;1;1;95;1;;1;1;;1600000;245000;2;2;;;;;;;;;;;1;1;;;5;5;233.290.411.324.035
885494;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;233.290.411.324.035
885494;1;3;1;95;2;;;;;;;;1;2;2;;;600000;;100000;1;1;2;1;1;;2;5;5;233.290.411.324.035
885495;1;1;1;95;2;;;;;;;;1;2;1;;32640;;;;2;2;2;1;1;850000;1;5;5;88.521.269.007.761
885495;1;2;1;95;2;;;;;;;;1;2;1;;55380;;;;2;2;2;1;1;;2;5;5;88.521.269.007.761
885496;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;347.355.701.328.175
885496;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;347.355.701.328.175
885496;1;3;1;95;2;;;;;;;;1;2;1;;462000;;;;2;2;2;1;1;;2;5;5;347.355.701.328.175
885497;1;1;1;95;2;;;;;;;;1;2;1;;650000;;;;2;2;2;1;1;;2;5;5;815.524.314.533.302
885497;1;2;1;95;2;;;;;;;;1;2;1;;55380;;;;2;2;2;1;1;;2;5;5;815.524.314.533.302
885498;1;1;1;95;1;;1;1;;838756;300000;2;2;;;;;;;;;;;1;1;;;5;5;659.516.310.138.567
885498;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;659.516.310.138.567
885498;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;659.516.310.138.567
885498;1;4;1;95;2;;;;;;;;1;2;1;;85200;1000000;;;1;2;2;1;1;;2;5;5;659.516.310.138.567
885498;1;6;1;95;2;;;;;;;;1;2;2;;;1000000;;;1;2;2;1;1;;2;5;5;659.516.310.138.567
885499;1;1;1;95;2;;;;;;;;1;2;1;;579000;;;;2;2;2;1;1;;2;5;5;771.133.361.765.771
885499;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;771.133.361.765.771
885500;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;791.928.754.739.945
885500;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;791.928.754.739.945
885500;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;791.928.754.739.945
885501;1;1;1;95;1;;1;2;;;160000;2;1;2;1;;3564200;;;;2;2;2;1;1;;2;5;5;722.240.379.195.637
885501;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;722.240.379.195.637
885501;1;3;1;95;2;;;;;;;;1;2;1;;60000;;;;2;2;2;1;1;;2;5;5;722.240.379.195.637
885502;1;1;1;95;1;;1;2;;;230000;2;1;2;1;;72000;;;;2;2;2;1;1;;2;5;5;821.475.731.267.819
885503;1;1;1;95;2;;;;;;;;1;2;1;;55380;;;150000;2;1;2;1;1;;2;5;5;726.962.127.844.613
885504;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;710.069.167.428.671
885504;1;2;1;95;1;;1;2;;;160000;2;1;2;1;2000000;96000;;;;2;2;1;1;1;;2;5;5;710.069.167.428.671
885504;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;710.069.167.428.671
885504;1;4;1;95;2;;;;;;;;1;2;2;500000;;;;;2;2;1;1;1;;2;5;5;710.069.167.428.671
885505;1;1;1;95;2;;;;;;;;1;2;1;;315380;;;;2;2;2;1;1;;2;5;5;815.524.314.533.302
885505;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;815.524.314.533.302
885506;1;1;1;95;2;;;;;;;;1;2;1;;216000;;;;2;2;2;1;1;;2;5;5;309.550.259.958.892
885506;1;2;1;95;2;;;;;;;;1;2;1;;240000;;;;2;2;2;1;1;;2;5;5;309.550.259.958.892
885506;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;309.550.259.958.892
885508;1;1;1;95;1;;1;2;;;500000;2;2;;;;;;;;;;;1;1;;;5;5;283.178.531.547.656
885508;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;283.178.531.547.656
885508;1;3;1;95;2;;;;;;;;1;2;1;;30000;;;;2;2;2;1;1;400000;1;5;5;283.178.531.547.656
885509;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;328.590.292.507.128
885510;1;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;1;1;;;5;5;720.447.905.183.454
885510;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;720.447.905.183.454
885510;1;3;1;95;2;;;;;;;;1;2;1;;60500;;;;2;2;2;1;1;;2;5;5;720.447.905.183.454
885510;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;720.447.905.183.454
885510;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;720.447.905.183.454
885510;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;720.447.905.183.454
885511;1;1;1;95;2;;;;;;;;1;2;1;;100;;;;2;2;2;1;1;;2;5;5;703.577.055.839.312
885511;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;703.577.055.839.312
885512;1;1;1;95;2;;;;;;;;1;2;1;;400000;;;;2;2;2;1;1;;2;5;5;816.011.680.458.758
885512;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;816.011.680.458.758
885512;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;816.011.680.458.758
885512;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;816.011.680.458.758
885513;1;1;1;95;2;;;;;;;;1;2;1;;48000;;;;2;2;2;1;1;;2;5;5;85.947.979.277.299
885513;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;85.947.979.277.299
885515;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;168.330.334.934.013
885515;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;168.330.334.934.013
885516;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;604.953.711.783.322
885516;1;2;1;95;2;;;;;;;;1;2;1;;70000;;;;2;2;2;1;1;;2;5;5;604.953.711.783.322
885516;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;604.953.711.783.322
885516;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;604.953.711.783.322
885516;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;604.953.711.783.322
885517;1;1;1;95;1;;2;1;;860000;;2;2;;;;;;;;;;;1;1;;;5;5;854.095.202.993.941
885517;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;854.095.202.993.941
885517;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;854.095.202.993.941
885518;1;1;1;95;1;;2;1;;410000;;2;2;;;;;;;;;;;1;1;;;5;5;748.367.739.332.399
885518;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;748.367.739.332.399
885518;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;748.367.739.332.399
885520;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;670.824.984.820.976
885520;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;670.824.984.820.976
885520;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;670.824.984.820.976
885523;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;769.993.727.887.779
885523;1;2;1;95;2;;;;;;;;1;2;1;;46000;;;;2;2;2;1;1;;2;5;5;769.993.727.887.779
885523;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;769.993.727.887.779
885523;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;769.993.727.887.779
885524;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;919.792.206.008.235
885524;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;919.792.206.008.235
885524;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;919.792.206.008.235
885525;1;1;1;95;1;;1;2;;;100000;2;2;;;;;;;;;;;1;1;;;5;5;159.618.131.852.504
885525;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;159.618.131.852.504
885526;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;760.593.338.312.484
885526;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;760.593.338.312.484
885526;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;760.593.338.312.484
885526;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;760.593.338.312.484
885526;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;760.593.338.312.484
885527;1;1;1;95;1;;2;1;;410000;;2;2;;;;;;;;;;;1;1;;;5;5;74.180.610.408.427
885527;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;74.180.610.408.427
885527;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;74.180.610.408.427
885528;1;1;1;95;1;;1;2;;;100000;2;2;;;;;;;;;;;1;1;;;5;5;827.757.355.069.124
885528;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;827.757.355.069.124
885528;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;827.757.355.069.124
885530;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;13.276.478.237.602
885530;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;13.276.478.237.602
885530;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;13.276.478.237.602
885530;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;13.276.478.237.602
885530;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;13.276.478.237.602
885531;1;1;1;95;2;;;;;;;;1;2;2;;;;;5600000;2;1;2;1;1;;2;5;5;679.972.791.075.266
885531;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;679.972.791.075.266
885531;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;679.972.791.075.266
885531;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;679.972.791.075.266
885532;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;149.715.645.424.091
885532;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;149.715.645.424.091
885532;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;149.715.645.424.091
885534;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;11.903.703.850.843
885534;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;1;1;;;5;5;11.903.703.850.843
