DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;clase;MES;DSI;DSCY;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1;OFICIO2;DPTO;fex_c_2011
5165296;1;3;1;70;12;48;4; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;04;1;1;9411;94;62;62;47;1062,55416287071
5165298;1;1;1;70;16;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;04;1;2;4330;43;58;93;47;2443,34267971549
5165300;1;2;1;70;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877800; ; ;2;04;1;1;.; ;54; ;47;2899,30187195466
5165301;1;1;1;70;56;48;1; ;2;56;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;04;1;2;4112;41;95;95;47;2273,99670594802
5165333;1;2;1;70;5;50;8; ;2;5;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;2;04;1;1;0121;01;62;62;17;870,656882903385
5165334;1;1;1;70;6;55;8; ;2;6;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;0123;01;62;62;17;734,155951907335
5165337;1;1;1;70;5;55;8; ;2;5;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;04;1;1;0123;01;62;62;17;539,386062003906
5165342;1;1;1;70;8;48;1; ;2;8;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;9700;97;62;54;17;1026,99015207796
5165365;1;2;1;70;3;22;8; ;2;99;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;1;9101;91;62;59;17;1553,52463721374
5165369;1;3;1;70;8;48;1; ;2;104;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;8220;82;45;38;17;614,163855261894
5165370;1;3;1;70;5;48;1; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;9700;97;38;54;17;832,220262174531
5165387;1;3;1;70;5;48;1; ;2;8;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;4111;41;95;95;17;464,462920905381
5165413;1;1;1;70;4;50;8; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;877803;2; ;2;04;1;1;0123;01;62;62;17;899,769125337952
5165439;1;1;1;70;5;48;1; ;2;12;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;0123;01;53;62;17;859,898224831366
5165464;1;2;1;70;4;22;1; ;2;16;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;0123;01;62;62;17;1518,41862014608
5165465;1;1;1;70;8;48;8; ;2;8;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;0141;01;62;62;17;1395,85477665165
5165468;1;2;1;70;12;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;120000;400000;2; ;2;04;1;1;5611;56;53;53;18;271,814484987002
5165468;1;3;1;70;2;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;5611;56;58;53;18;271,814484987002
5165469;1;2;1;70;9;45;3; ;2;9;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;100000;2; ;2;04;1;1;8121;81;54;54;18;249,81156220823
5165471;1;1;1;70;10;37;4; ;2;10;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;1;8121;81;54;54;18;205,228496948571
5165475;1;1;1;70;7;47;4; ;2;11;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;2;04;1;1;0161;01;61;61;18;223,492291745831
5165476;1;1;1;70;1;40;8; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;700000;2; ;2;04;1;1;0141;01;62;61;18;277,598338158654
5165478;1;1;1;70;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;650000;2; ;2;04;1;1;0161;01;95;61;18;223,492291745831
5165478;1;3;1;70;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;04;1;1;4111;41;95;95;18;223,492291745831
5165479;1;1;1;70;1;49;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;500000;2; ;2;04;1;1;4711;47;45;45;18;249,81156220823
5165486;1;1;1;70;1;45;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;2;04;1;1;4752;47;45;45;18;240,231278094795
5165491;1;1;1;70;4;45;4; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;300000;2; ;2;04;1;1;0161;01;62;62;18;343,675768675877
5165492;1;4;1;70;2;48;1; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;5611;56;53;53;18;388,258833935536
5165495;1;1;1;70;2;50;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;2;04;1;1;5224;52;97;97;18;209,188355322033
5165495;1;2;1;70;2;40;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;400000;2; ;2;04;1;1;5611;56;53;53;18;209,188355322033
5165497;1;2;1;70;3;48;1; ;2;3;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4542;45;84;84;18;209,188355322033
5165500;1;1;1;70;2;40;4; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;04;1;1;4111;41;95;95;18;239,785344142443
5165502;1;1;1;70;2;45;4; ;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;600000;2; ;2;04;1;1;0161;01;61;61;18;287,624556224441
5165503;1;1;1;70;6;45;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;2;04;1;1;5619;56;54;45;18;151,699922940567
5165503;1;3;1;70;1;46;4; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;1;8121;81;54;54;18;151,699922940567
5165505;1;1;1;70;2;40;4; ;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;1011;10;77;77;18;361,391767877925
5165506;1;1;1;70;3;46;4; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;550000;500000;2; ;2;04;1;1;0161;01;61;61;18;249,81156220823
5165508;1;1;1;70;6;58;8; ;2;7;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;0141;01;62;62;18;606,799691762267
5165509;1;1;1;70;2;40;3; ;2;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;200000;2; ;2;04;1;1;9700;97;54;54;18;243,041490964782
5165510;1;1;1;70;5;50;4; ;2;15;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;0141;01;62;62;18;358,965923171471
5165510;1;3;1;70;3;45;3; ;2;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;200000;2; ;2;04;1;1;9700;97;54;54;18;358,965923171471
5165515;1;1;1;70;1;46;4; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;500000;2; ;2;04;1;1;0161;01;62;62;18;606,799691762267
5165520;1;1;1;70;3;48;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;2;04;1;1;0141;01;62;62;18;480,646329696446
5165521;1;1;1;70;1;42;3; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;200000;2; ;2;04;1;1;8121;81;54;54;18;205,228496948571
5165524;1;1;1;70;4;52;4; ;2;5;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;0141;01;61;61;18;247,001349338243
5165526;1;2;1;70;7;52;8; ;2;6;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;0141;01;62;62;18;502,513555407499
5165526;1;3;1;70;1;52;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;500000;2; ;2;04;1;1;0141;01;62;62;18;502,513555407499
5165527;1;1;1;70;2;45;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;800000;2; ;2;04;1;1;0162;01;61;61;18;423,26161508176
5165533;1;1;1;70;4;40;3; ;2;120;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;1;9700;97;54;54;18;201,625066034778
5165534;1;1;1;70;3;53;8; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;300000;2; ;2;04;1;1;0161;01;62;61;18;354,210544262871
5165536;1;1;1;70;2;55;8; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;2;04;1;1;0161;01;62;62;18;334,500071614167
5165538;1;2;1;70;15;45;3; ;2;20;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;2;9700;97;54;54;18;309,822633033128
5165539;1;2;1;70;2;45;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;650000;2; ;2;04;1;1;0141;01;62;62;18;293,87686472797
5165540;1;1;1;70;2;38;3; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;200000;2; ;2;04;1;1;8121;81;54;54;18;243,041490964782
5165540;1;2;1;70;8;42;4; ;2;9;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;2;04;1;1;0161;01;61;61;18;243,041490964782
5165542;1;3;1;70;6;51;4; ;2;13;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;0161;01;61;61;18;347,440473019423
5165545;1;1;1;70;3;40;4; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;700000;2; ;2;04;1;1;8121;81;61;54;18;406,497052370762
5165546;1;4;1;70;8;51;4; ;2;8;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;2;04;1;1;0161;01;61;61;18;424,59511724501
5165547;1;1;1;70;3;45;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;700000;2; ;2;04;1;1;0161;01;61;61;18;529,863602624283
5165561;1;1;1;70;1;38;3; ;2;4;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;150000;2; ;2;04;1;1;8121;81;54;54;18;243,041490964782
5165562;1;1;1;70;3;50;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;700000;2; ;2;04;1;1;0161;01;61;61;18;185,67929772962
5165571;1;1;1;70;3;40;4; ;2;3;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;300000;700000;2; ;2;04;1;1;0161;01;61;61;18;247,001349338243
5165585;1;1;1;70;3;48;1; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;240000;877803;2; ;2;04;1;1;0121;01;62;62;25;3451,06549789682
5165587;1;1;1;70;15;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;2;0111;01;61;61;25;2190,6043195814
5165588;1;1;1;70;4;40;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;420000;877803;2; ;2;04;1;1;4772;47;45;45;25;2652,08845589924
5165644;1;1;1;70;8;20;4; ;2;10;4; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;2;04;1;1;4112;41;95;95;44;1498,15112114921
5165668;1;1;1;70;12;50;4; ;2;16;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;2;04;1;1;0141;01;61;61;44;1661,20656436359
5165668;1;2;1;70;5;60;3; ;2;6;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;2;04;1;1;9700;97;54;54;44;1661,20656436359
5165737;1;2;1;70;8;50;1; ;2;22;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;9499;94;03;03;44;1315,16403625561
5165751;1;1;1;70;3;30;3; ;2;20;3; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;9700;97;54;54;44;1535,51304529184
5165783;1;9;1;70;6;40;1; ;2;16;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;8412;84;33;32;52;5255,97868347464
5165785;1;2;1;70;8;25;3; ;2;3;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;9700;97;54;54;52;2574,57565009102
5165789;1;2;1;70;6;40;3; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;1;4711;47;54;45;52;1349,7660373932
5165800;1;3;1;70;20;48;4; ;2;30;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;2;04;1;2;0161;01;61;61;52;5146,93915781494
5165801;1;5;1;70;7;48;1; ;2;16;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;2;04;1;1;3514;35;85;85;52;4256,34867463852
5165811;1;3;1;70;52;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;2;04;1;2;.; ;41; ;52;4466,95997697262
5165813;1;2;1;70;8;48;1; ;2;24;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;8422;84;58;58;52;4140,54563557013
5165849;1;1;1;70;8;38;4; ;2;48;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;1;0123;01;61;62;52;2330,98200325823
5165851;1;2;1;70;52;25;3; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;150000;2; ;2;04;1;2;9700;97;54;54;52;2587,72486248346
5165857;1;2;1;70;40;40;4; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;2;9700;97;39;54;52;1349,7660373932
5165863;1;1;1;70;4;32;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;350000;2; ;2;04;1;1;4711;47;97;97;52;4016,67099574226
5165868;1;1;1;70;10;32;4; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;140000;2; ;2;04;1;1;0161;01;61;61;52;2823,40671461427
5165874;1;1;1;70;6;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;90000;877800;2; ;2;04;1;1;5611;56;53;53;54;1772,7411572972
5165874;1;3;1;70;4;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877800;2; ;2;04;1;1;0161;01;62;62;54;1772,7411572972
5165875;1;3;1;70;4;60;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;4111;41;62;95;54;970,588901680608
5165880;1;3;1;70;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ;2;04;1;2;.; ;39; ;54;1175,11034730233
5166057;1;2;1;70;1;48;1; ;2;2;1; ;3;2;1; ; ; ; ;1; ; ; ; ; ; ;1;840000;840000;2; ;2;04;1;1;0113;01;62;62;15;1214,45214662694
5166099;1;4;1;70;8;40;4; ;2;8;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;5611;56;53;53;15;1135,97239497336
5166102;1;3;1;70;4;40;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;4520;45;84;84;15;1816,7899623735
5166110;1;2;1;70;12;40;2; ;2;12;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;2;04;1;1;7020;70;12;12;15;1064,94240202996
5166111;1;1;1;70;5;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4111;41;95;95;15;968,843659597474
5166116;1;2;1;70;12;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;1;4111;41;02;95;15;968,843659597474
5166120;1;3;1;70;5;40;1; ;2;5;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;1;6412;64;11;11;15;968,843659597474
5166132;1;5;1;70;4;84;1; ;2;4;1; ;3;2;6; ; ; ; ; ; ; ; ; ; ;1;1;1000000;877803;2; ;2;04;1;1;6820;68;58;58;15;968,843659597474
5166134;1;2;1;70;4;40;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;877803;2; ;2;04;1;1;4721;47;60;41;15;1864,75087597922
5166193;1;3;1;70;8;40;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;2;04;1;1;8544;85;58;58;15;1225,13476765589
5166195;1;1;1;70;24;30;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;2;04;1;2;8121;81;54;54;15;2279,05086020835
5166195;1;2;1;70;12;21;3; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;1;0128;01;54;62;15;2279,05086020835
5166216;1;1;1;70;4;40;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;99;2; ;2;04;1;1;4921;49;98;98;15;689,061630465802
5166222;1;1;1;70;4;40;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;0161;01;61;61;15;1696,43914380904
5166296;1;1;1;70;4;40;1; ;2;2;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;750000;500000;2; ;2;04;1;1;4921;49;95;98;18;381,836046783542
5166296;1;2;1;70;5;40;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4771;47;44;45;18;381,836046783542
5166297;1;4;1;70;4;40;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;2;04;1;1;4111;41;62;95;18;483,482118928467
5166299;1;2;1;70;8;30;1; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;2;04;1;1;8412;84;13;39;18;511,091188455318
5166343;1;1;1;70;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;3012;30;54;81;18;410,456910744223
5166345;1;3;1;70;3;48;4; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;900000;2; ;2;04;1;1;0128;01;61;62;18;230,262362989279
5166346;1;3;1;70;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;1;4111;41;95;95;18;504,458721446112
5166346;1;4;1;70;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ;2;04;1;2;.; ;32; ;18;504,458721446112
5166401;1;3;1;70;32;40;2; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;872300;2; ;2;04;1;2;4771;47;59;45;19;2360,35425417405
5166413;1;2;1;70;12;40;2; ;2;152;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;872300;2; ;2;04;1;1;0123;01;55;61;19;2712,05019866893
5166414;1;1;1;70;6;40;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ;1; ; ; ;1;400000;877803;2; ;2;04;1;1;5611;56;53;53;19;1618,59621385139
5166414;2;1;2;70;24;40;1; ;2;6;1; ;6;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;2;04;1;2;4711;47;45;45;19;1618,59621385139
5166422;1;1;1;70;6;40;3; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;877803;2; ;2;04;1;1;9700;97;54;54;19;1914,82586362108
5166423;1;1;1;70;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;1;60000;98;2; ;2;04;1;1;0161;01;61;61;19;1936,71320831181
5166439;1;1;1;70;6;40;1; ;2;6;1; ;5;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;2;04;1;1;5611;56;53;53;19;3042,06239750271
5166452;1;2;1;70;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;98;2; ;2;04;1;1;0161;01;62;62;19;2576,29855182926
5166458;1;2;1;70;32;40;1; ;2;32;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;872300;2; ;2;04;1;2;5530;55;58;54;19;1681,40355701723
5166479;1;3;1;70;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ;2;04;1;2;.; ;39; ;19;2105,04460287947
5166482;1;2;1;70;16;40;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;872300;2; ;2;04;1;2;8512;85;13;13;19;1672,85970724048
5166492;1;2;1;70;16;40;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;2;04;1;2;7490;74;03;03;19;1232,92878751425
5166503;1;1;1;70;5;40;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;877803;2; ;2;04;1;1;4111;41;95;95;19;4611,07535387737
5166568;1;9;1;70;5;44;4; ;2;5;4; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;2;04;1;1;4111;41;62;95;20;735,651530540329
5166607;1;1;1;70;25;40;3; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;2;04;1;2;9700;97;54;54;20;1957,7513637069
5166609;1;1;1;70;8;50;4; ;2;9;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;2;04;1;1;0141;01;62;85;20;1524,82594822996
5166611;1;5;1;70;24;50;4; ;2;24;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;2;04;1;2;6499;64;33;33;20;970,970278714093
