directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;Area;Fex_c_2011
12666;1;1;45;47;4792;4;15;0;7; ;80000;1;1;04;23;156,789573141574
12666;1;2;02;41;4111;1;48;48; ;1400000; ; ;1;04;23;156,789573141574
12670;1;1;98;49;4921;4;56;10;7; ;140000;1;1;04;11;4716,12274926342
12674;1;1;85;95;9522;4;54;0;7; ;400000;1;1;04;76;1284,38514951468
12690;1;2;99;38;3830;4;50;0;7; ;350000;1;1;04;76;1479,44073153944
12696;1;1;95;31;3110;1;48;0;7;500000; ; ;1;04;23;192,562070808415
12696;1;2;32;31;3110;1;48;0;7;877803; ; ;1;04;23;192,562070808415
12715;1;2;55;32;3290;1;60;0;7;900000; ; ;1;04;17;154,377242083127
12717;1;1;98;49;4921;4;48;10;7; ;500000;1;1;04;68;463,493420248765
12717;1;2;41;47;4729;4;48;21;7; ;100000;1;1;04;68;463,493420248765
12720;1;3;33;47;4711;1;48;48; ;877803; ; ;1;04;11;1735,254576949
12721;1;2;02;41;4112;1;48;24;5;4000000; ; ;1;04;11;2461,15662693098
12727;1;1;87;25;2592;4;48;48; ; ;800000;1;1;04;13;511,060970471449
12727;1;2;32;84;8423;1;48;48; ;877802; ; ;1;04;13;511,060970471449
12729;1;1;32;78;7810;1;48;0;6;1300000; ; ;1;04;05;2454,70417560858
12730;1;1;57;96;9602;4;40;0;5; ;400000;1;1;04;13;222,156890833767
12730;1;2;53;10;1012;1;48;48; ;1200000; ; ;1;04;13;222,156890833767
12731;1;1;53;56;5611;1;72;36;6;878000; ; ;1;04;11;1451,0718201198
12731;1;2;58;68;6820;1;48;0;3;900000; ; ;1;04;11;1451,0718201198
12731;1;3;45;47;4772;1;20;0;5;500000; ; ;1;04;11;1451,0718201198
12743;1;1;54;97;9700;3;40;0;7;250000; ; ;1;04;52;299,504464161252
12743;1;2;84;45;4542;4;48;0;7; ;200000;1;1;04;52;299,504464161252
12745;1;1;95;52;5224;4;40;0;7; ;300000;1;1;04;05;916,584533960834
12748;1;1;58;84;8423;2;60;60; ;1600000; ; ;1;04;11;4815,37466352505
12749;1;1;41;47;4721;4;40;0;5; ;500000;1;1;04;13;267,132574898727
12749;1;2;97;52;5224;4;48;30;6; ;800000;1;1;04;13;267,132574898727
12758;1;1;95;41;4111;4;55;0;5; ;450000;1;1;04;52;181,32088986947
12758;1;2;55;81;8121;4;48;0;5; ;350000;1;1;04;52;181,32088986947
12758;1;3;03;46;4631;1;48;0;5;900000; ; ;1;04;52;181,32088986947
12767;1;1;03;61;6190;1;48;48; ;877000; ; ;1;04;50;195,558240437195
12767;1;2;34;47;4759;1;48;48; ;440000; ; ;1;04;50;195,558240437195
12770;1;3;19;85;8544;1;45;45; ;2600000; ; ;1;04;68;224,843255948659
12771;1;1;51;56;5619;5;70;0;6; ;500000;1;1;04;11;5817,81354216232
12771;1;2;33;64;6412;1;40;0;3;1000000; ; ;1;04;11;5817,81354216232
12773;1;1;33;47;4711;1;48;0;3;1300000; ; ;1;04;54;169,719342091547
12773;1;2;44;70;7010;1;48;30;6;1600000; ; ;1;04;54;169,719342091547
12774;1;2;98;49;4921;1;60;0;3;877803; ; ;1;04;68;974,132030576817
12777;1;2;41;46;4642;4;48;60; ; ;1500000;1;1;04;11;1942,76151643438
12777;1;3;03;09;0910;1;48;48; ;2025000; ; ;1;04;11;1942,76151643438
12779;1;2;37;65;6511;1;48;0;6;890000; ; ;1;04;11;1481,89945415989
12781;1;1;13;85;8530;2;30;35; ; ; ; ;1;04;73;265,502277961508
12782;1;1;99;38;3830;4;60;0;5; ;150000;1;1;04;52;200,083152236236
12782;1;2;85;45;4520;4;60;0;5; ;400000;1;1;04;52;200,083152236236
12786;1;1;13;85;8559;4;30;0;5; ;300000;1;1;04;13;264,690171820221
12786;1;2;45;47;4752;1;48;0;5;900000; ; ;1;04;13;264,690171820221
12786;1;4;57;96;9602;4;30;0;6; ;200000;1;1;04;13;264,690171820221
12792;1;1;45;47;4722;1;48;48; ;877803; ; ;1;04;11;2175,22290046966
12792;1;2;13;85;8530;1;48;0;6;877803; ; ;1;04;11;2175,22290046966
12796;1;1;85;61;6120;1;48;48; ;900000; ; ;1;04;05;2986,44966504815
12803;2;2;54;81;8121;4;12;0;6; ;240000;1;1;04;68;230,835105028964
12803;2;3;37;49;4921;4;48;0;6; ;0;1;1;04;68;230,835105028964
12811;1;1;45;47;4792;4;24;8;6; ;150000;1;1;04;13;209,909459223892
12811;1;2;08;85;8530;1;40;0;5;1500000; ; ;1;04;13;209,909459223892
12813;1;3;03;82;8299;1;45;45; ;1100000; ; ;1;04;11;1484,58318383859
12813;1;4;03;65;6512;1;48;40;1;950000; ; ;1;04;11;1484,58318383859
12815;1;2;95;42;4210;4;48;48; ; ;800000;1;1;04;13;581,13003813563
12823;1;2;12;84;8413;4;40;50; ; ; ;1;1;04;11;2512,19161607894
12823;1;3;03;62;6201;1;40;58; ;1200000; ; ;1;04;11;2512,19161607894
12825;1;2;45;56;5619;4;40;0;5; ; ;1;1;04;54;106,755024594812
12826;1;3;98;85;8530;1;60;0;5;1300000; ; ;1;04;05;1861,6119026294
12826;1;6;39;49;4921;1;50;24;6;1100000; ; ;1;04;05;1861,6119026294
12826;1;7;98;49;4921;1;72;0;5;1300000; ; ;1;04;05;1861,6119026294
12842;1;1;80;95;9523;4;70;0;7; ;250000;1;1;04;54;311,5239138107
12845;1;1;84;45;4542;4;54;0;7; ;700000;1;1;04;52;275,087419467371
12845;1;2;45;47;4781;4;48;0;7; ;50000;1;1;04;52;275,087419467371
12846;1;2;41;47;4723;4;15;15; ; ;500000;1;1;04;13;268,805522931523
12849;1;1;98;49;4921;4;42;0;7; ;700000;1;1;04;52;251,97883152569
12851;1;1;40;47;4773;1;60;48;6;1100000; ; ;1;04;50;173,656334388991
12851;1;2;58;80;8010;1;72;72; ;1800000; ; ;1;04;50;173,656334388991
12853;1;1;58;84;8423;2;65;65; ;1600000; ; ;1;04;17;91,8022157304299
12853;1;2;45;47;4792;4;20;0;6; ;0;1;1;04;17;91,8022157304299
12854;1;1;85;71;7110;1;48;0;3;877803; ; ;1;04;68;768,044768958998
12862;1;1;55;68;6820;1;48;48; ;877803; ; ;1;04;11;2022,37646788279
12862;1;3;39;36;3600;1;48;0;5;877803; ; ;1;04;11;2022,37646788279
12863;1;2;45;28;2813;1;48;0;3;2000000; ; ;1;04;11;2386,11912945472
12863;1;4;58;84;8423;2;60;60; ;1700000; ; ;1;04;11;2386,11912945472
12865;1;1;19;82;8230;1;45;0;6;1300000; ; ;1;04;11;2397,8246794283
12865;1;2;39;84;8424;2;48;48; ;1800000; ; ;1;04;11;2397,8246794283
12866;1;1;41;47;4721;4;58;0;6; ;600000;1;1;04;50;328,140838148675
12867;1;1;97;52;5224;4;24;0;5; ;100000;1;1;04;52;197,250969381285
12868;1;1;77;56;5619;4;25;0;6; ;300000;1;1;04;13;262,161404412704
12870;1;1;38;82;8220;1;40;30;6;980000; ; ;1;04;05;1767,97567005333
12870;1;2;54;97;9700;3;40;0;6;877800; ; ;1;04;05;1767,97567005333
12874;1;1;77;10;1081;4;60;0;6; ;600000;1;1;04;05;813,443665545808
12875;1;1;19;47;4711;1;72;36;6;1100000; ; ;1;04;76;1025,78855778791
12875;1;3;11;86;8621;1;56;56; ;877807; ; ;1;04;76;1025,78855778791
12877;1;1;95;41;4111;1;48;0;7;700000; ; ;1;04;17;146,781253425783
12878;1;2;79;14;1410;4;60;0;6; ;500000;1;1;04;11;3608,57486433603
12881;1;1;41;47;4711;4;60;60; ; ;480000;1;1;04;54;542,241721057324
12882;1;1;95;41;4111;5;57;0;6; ;525000;1;1;04;68;1610,24279216058
12882;1;3;95;41;4111;4;57;0;6; ;280000;1;1;04;68;1610,24279216058
12882;1;4;45;47;4781;4;42;0;6; ;240000;1;1;04;68;1610,24279216058
12884;1;1;19;88;8890;4;30;20;6; ;900000;1;1;04;50;175,277880571258
12884;1;6;45;56;5619;4;42;0;6; ;200000;1;1;04;50;175,277880571258
12885;1;1;54;97;9700;3;20;0;7;400000; ; ;1;04;05;2131,44617030859
12888;1;1;58;68;6820;1;48;48; ;900000; ; ;1;04;11;2076,60090397302
12888;1;2;39;94;9411;1;48;0;5;877803; ; ;1;04;11;2076,60090397302
12890;1;2;97;10;1011;1;60;0;3;900000; ; ;1;04;08;600,444955150055
12892;1;3;45;47;4721;4;48;0;7; ;100000;1;1;04;08;754,347073260211
12892;1;9;41;47;4724;4;40;0;7; ;120000;1;1;04;08;754,347073260211
12895;1;1;53;56;5619;4;30;0;6; ;100000;1;1;04;50;125,255135034379
12899;1;1;84;45;4520;4;48;0;6; ;1200000;1;1;04;68;912,191742807947
12899;1;3;33;49;4921;2;48;48; ;877900; ; ;1;04;68;912,191742807947
12900;1;1;54;97;9700;3;40;0;5;650000; ; ;1;04;13;299,068567712727
12903;1;1;45;47;4781;4;60;0;7; ;360000;1;1;04;54;444,546674143645
12904;1;1;41;47;4711;4;50;0;6; ;400000;1;1;04;52;224,500196930117
12904;1;2;84;45;4542;4;54;0;5; ;300000;1;1;04;52;224,500196930117
12906;1;1;45;47;4723;1;40;40; ;600000; ; ;1;04;08;386,301226243073
12906;1;2;55;81;8121;4;20;0;6; ;30000;1;1;04;08;386,301226243073
12909;1;1;55;81;8121;4;30;0;6; ;250000;1;1;04;52;133,636005786513
12909;1;2;77;10;1081;1;30;0;5;250000; ; ;1;04;52;133,636005786513
12911;1;1;41;47;4711;4;60;30;6; ; ;1;1;04;76;1568,34962843706
12911;1;2;38;35;3520;1;48;0;1;877807; ; ;1;04;76;1568,34962843706
12913;1;2;45;47;4762;1;48;0;7;877802; ; ;1;04;17;399,780143147187
12914;1;1;61;01;0128;4;48;12;7; ;1500000;1;1;04;05;1676,98530709762
12916;1;1;45;47;4789;4;30;0;7; ;1000000;1;1;04;52;126,290342896092
12916;1;2;05;75;7500;4;30;2;7; ;1000000;1;1;04;52;126,290342896092
12920;1;1;79;14;1410;4;24;0;5; ;0;1;1;04;52;130,998274525532
12932;1;1;53;56;5611;1;25;0;6;200000; ; ;1;04;68;652,347904681722
12932;1;2;97;18;1811;1;60;0;5;400000; ; ;1;04;68;652,347904681722
12932;1;3;53;56;5619;4;49;0;5; ;0;1;1;04;68;652,347904681722
12932;1;6;97;10;1090;1;48;48; ;925000; ; ;1;04;68;652,347904681722
12932;1;7;58;68;6820;1;72;48;6;1200000; ; ;1;04;68;652,347904681722
12934;1;1;77;56;5619;4;30;10;6; ;80000;1;1;04;23;199,100705093771
12934;1;2;55;68;6820;1;48;40;6;800000; ; ;1;04;23;199,100705093771
12935;1;2;55;82;8220;1;48;48; ;877802; ; ;1;04;17;235,582943809347
12937;1;1;55;85;8544;1;48;16;6;877807; ; ;1;04;76;1242,88093685919
12941;1;1;79;95;9529;4;40;0;6; ;0;1;1;04;05;1098,02776149806
12941;1;2;03;62;6209;1;48;48; ;1035000; ; ;1;04;05;1098,02776149806
12943;1;1;39;85;8544;1;48;48; ;1600000; ; ;1;04;05;859,895788861243
12943;1;2;59;94;9499;4;6;0;5; ;320000;1;1;04;05;859,895788861243
12944;1;2;99;45;4520;4;84;0;7; ;1000000;1;1;04;76;2426,09237846742
12944;1;3;99;45;4520;4;84;0;7; ; ;1;1;04;76;2426,09237846742
12944;1;4;79;14;1410;4;48;0;5; ;720000;1;1;04;76;2426,09237846742
12946;1;1;02;71;7110;4;56;56; ; ;2000000;1;1;04;17;140,733972726359
12948;1;1;84;45;4520;4;30;0;5; ;200000;1;1;04;52;166,626647855735
12948;1;2;56;96;9601;4;9;0;5; ;300000;1;1;04;52;166,626647855735
12949;1;1;39;55;5511;1;48;0;5;900000; ; ;1;04;05;1328,88312078846
12949;1;2;54;55;5511;1;16;0;5;280000; ; ;1;04;05;1328,88312078846
12949;1;3;57;96;9602;4;40;0;5; ;600000;1;1;04;05;1328,88312078846
12950;1;2;16;93;9329;1;45;45; ;2000000; ; ;1;04;52;153,87347183882
12951;1;1;19;82;8230;1;36;0;7; ; ; ;1;04;17;140,733972726359
12953;1;3;85;43;4321;4;84;0;6; ;400000;1;1;04;50;125,967681068678
12953;1;6;85;43;4321;4;84;0;6; ;400000;1;1;04;50;125,967681068678
12956;1;2;33;47;4731;1;40;40; ;2200000; ; ;1;04;11;2461,15662693098
12957;1;1;03;46;4665;1;48;48; ;877802; ; ;1;04;17;251,939834202985
12961;1;1;19;84;8424;1;48;48; ; ; ; ;1;04;17;319,646751101321
12965;1;1;45;92;9200;4;66;0;6; ;280000;1;1;04;05;997,479115079042
12966;1;1;33;43;4321;1;45;0;6;960000; ; ;1;04;11;2185,20599885312
12967;1;1;53;56;5619;4;35;0;6; ;400000;1;1;04;52;205,476763306065
12967;1;2;13;85;8559;4;10;0;7; ;100000;1;1;04;52;205,476763306065
12967;1;3;53;56;5611;1;36;0;5;480000; ; ;1;04;52;205,476763306065
12971;1;2;45;47;4761;1;48;0;5;877803; ; ;1;04;05;1314,41156356061
12971;1;3;16;96;9602;4;48;0;5; ;800000;1;1;04;05;1314,41156356061
12974;1;1;39;85;8544;1;46;40;6;1800000; ; ;1;04;23;181,108255356767
12974;1;2;42;29;2930;1;45;30;6;1800000; ; ;1;04;23;181,108255356767
12975;1;1;42;46;4631;1;48;48; ;877802; ; ;1;04;17;238,032151814186
12975;1;2;30;47;4759;1;48;0;7;2000000; ; ;1;04;17;238,032151814186
12975;1;4;38;61;6190;1;48;48; ;877802; ; ;1;04;17;238,032151814186
12979;1;2;30;46;4659;1;48;0;5;970000; ; ;1;04;05;1047,46404088093
12979;1;3;98;71;7110;1;55;0;3;1400000; ; ;1;04;05;1047,46404088093
12992;1;1;13;85;8530;2;30;0;3;2400000; ; ;1;04;23;306,164188341675
12993;1;1;13;85;8530;2;30;0;7; ; ; ;1;04;17;98,93828010279
12996;1;1;98;49;4921;4;72;0;7; ;1100000;1;1;04;05;2130,36747771595
12997;1;1;41;47;4755;4;58;0;6; ;890000;1;1;04;50;518,757671943879
12999;1;1;07;86;8621;1;48;48; ;2500000; ; ;1;04;17;218,539308195046
12999;1;4;54;97;9700;3;48;48; ;450000; ; ;1;04;17;218,539308195046
13002;1;1;55;42;4290;1;24;0;5;470000; ; ;1;04;52;217,193657356416
13002;1;3;03;95;9512;4;54;0;5; ;500000;1;1;04;52;217,193657356416
13003;1;1;77;10;1081;1;56;42;6;877000; ; ;1;04;11;2578,04195611218
13003;1;2;53;10;1081;1;48;0;6;800000; ; ;1;04;11;2578,04195611218
13005;1;1;85;61;6110;1;40;40; ;2500000; ; ;1;04;11;1998,26056678309
13005;1;2;45;47;4774;1;40;0;6;877000; ; ;1;04;11;1998,26056678309
13006;1;1;21;60;6010;1;48;60; ; ; ; ;1;04;52;181,34138334983
13008;1;1;39;46;4659;1;48;0;5;2900000; ; ;1;04;11;4107,33294847264
13011;1;1;97;53;5320;4;52;1;6; ;1200000;1;1;04;50;190,029751954107
13011;1;2;57;96;9602;4;48;0;6; ;700000;1;1;04;50;190,029751954107
13013;1;1;19;46;4665;1;48;48; ;1100000; ; ;1;04;05;1360,68633993496
13025;1;1;38;61;6190;4;30;20;6; ;80000;1;1;04;73;283,433977794932
13026;1;1;02;10;1020;1;48;0;6;1755600; ; ;1;04;11;3529,04629117587
13026;1;3;39;70;7020;1;48;48; ;877803; ; ;1;04;11;3529,04629117587
13029;1;2;55;81;8121;4;48;0;5; ;630000;1;1;04;73;177,769009029647
13036;1;2;45;47;4792;4;55;0;6; ;600000;1;1;04;05;1121,39987975519
13039;1;1;21;88;8890;4;48;30;6; ; ;1;1;04;23;234,991112217867
13039;1;2;45;47;4773;1;48;48; ;877803; ; ;1;04;23;234,991112217867
13045;1;1;62;01;0144;8;48;0;6;550000; ; ;1;04;05;1780,0056367371
13045;1;2;79;95;9529;4;40;0;6; ;100000;1;1;04;05;1780,0056367371
13052;1;1;95;41;4111;4;48;0;7; ;800000;1;1;04;23;267,619115031433
13056;1;1;45;47;4781;4;60;40;6; ;300000;1;1;04;08;297,652109180311
13056;1;3;45;47;4781;4;48;40;6; ;350000;1;1;04;08;297,652109180311
13056;1;6;45;47;4781;4;40;40; ; ;200000;1;1;04;08;297,652109180311
13060;1;3;81;31;3110;4;60;0;7; ; ;1;1;04;17;127,365251013933
13060;1;4;33;70;7010;1;48;40;7;1000000; ; ;1;04;17;127,365251013933
13068;1;1;58;68;6820;1;48;48; ;877803; ; ;1;04;68;333,7573802281
13068;1;2;97;47;4711;1;48;48; ;877803; ; ;1;04;68;333,7573802281
13069;1;1;33;64;6423;1;45;0;3;1400000; ; ;1;04;05;596,098438141317
13082;1;1;15;60;6010;1;55;55; ;980657; ; ;1;04;52;171,681341209978
13097;1;1;98;49;4921;4;54;0;7; ;500000;1;1;04;52;250,794353215175
13101;1;1;41;47;4719;4;70;0;6; ;700000;1;1;04;11;4755,78999676211
13101;1;2;41;47;4719;4;60;0;6; ;700000;1;1;04;11;4755,78999676211
13111;1;2;41;47;4721;4;60;2;6; ;780000;1;1;04;08;982,87546494839
13111;1;3;41;56;5619;4;35;28;6; ;650000;1;1;04;08;982,87546494839
13111;1;4;45;56;5619;1;36;12;6;390000; ; ;1;04;08;982,87546494839
13111;1;9;45;47;4711;1;112;0;6;600000; ; ;1;04;08;982,87546494839
13112;1;1;45;47;4781;4;54;0;5; ;450000;1;1;04;52;288,213241620545
13112;1;4;45;47;4781;4;36;0;5; ;400000;1;1;04;52;288,213241620545
13112;1;5;45;47;4781;4;80;0;5; ;600000;1;1;04;52;288,213241620545
13113;1;1;45;47;4782;4;60;0;5; ;450000;1;1;04;54;190,387692312622
13113;1;2;57;96;9602;4;30;0;5; ;120000;1;1;04;54;190,387692312622
13114;1;2;79;13;1392;1;48;0;6;780000; ; ;1;04;08;758,517458226571
13119;1;1;95;41;4111;4;50;0;5; ;500000;1;1;04;68;809,751554927706
13119;1;2;41;47;4759;4;84;56;6; ;300000;1;1;04;68;809,751554927706
13119;1;7;77;56;5612;4;40;0;5; ;100000;1;1;04;68;809,751554927706
13123;1;1;41;47;4711;4;60;20;6; ;600000;1;1;04;05;1127,41994290211
13126;1;2;54;55;5511;1;36;0;5;400000; ; ;1;04;13;429,114162719856
13129;1;1;13;85;8530;1;40;40; ;1800000; ; ;1;04;11;6116,49834034339
13129;1;2;13;85;8530;1;40;40; ;1700000; ; ;1;04;11;6116,49834034339
13130;1;2;95;41;4111;1;48;0;5;1100000; ; ;1;04;08;227,535922423453
13131;1;1;41;45;4541;4;30;0;7; ;600000;1;1;04;54;278,080947110616
13131;1;6;39;85;8544;4;40;0;5; ;1500000;1;1;04;54;278,080947110616
13131;1;8;33;42;4210;1;48;0;6;1200000; ; ;1;04;54;278,080947110616
13138;1;1;58;93;9329;1;48;0;6;877803; ; ;1;04;05;1846,47632617367
13140;1;1;41;47;4774;4;48;0;5; ; ;1;1;04;13;938,80606523795
13140;1;2;41;47;4721;4;48;0;5; ;500000;1;1;04;13;938,80606523795
13140;1;3;58;84;8423;2;48;48; ;1600000; ; ;1;04;13;938,80606523795
13140;1;6;41;47;4759;4;40;0;5; ; ;1;1;04;13;938,80606523795
13141;1;1;41;47;4721;4;56;35;6; ;500000;1;1;04;23;171,727596262402
13141;1;2;45;47;4721;6;14;14; ; ; ; ;1;04;23;171,727596262402
13141;1;3;45;47;4721;6;35;35; ; ; ; ;1;04;23;171,727596262402
13141;1;6;45;47;4721;6;21;21; ; ; ; ;1;04;23;171,727596262402
13142;2;1;32;47;4759;1;48;0;1;1011200; ; ;1;04;66;298,759102159539
13150;1;1;45;47;4723;1;24;4;6;520000; ; ;1;04;08;940,285464460151
13150;1;2;57;96;9602;4;10;0;6; ;100000;1;1;04;08;940,285464460151
13153;1;2;56;96;9601;4;20;0;6; ;320000;1;1;04;08;396,935728565029
13164;1;3;12;69;6910;4;48;0;6; ;800000;1;1;04;08;735,604200176823
13166;1;2;55;81;8121;4;24;0;7; ;80000;1;1;04;52;272,456242585634
13166;1;3;87;25;2511;4;25;0;7; ;400000;1;1;04;52;272,456242585634
13167;1;1;95;41;4111;1;48;0;5;200000; ; ;1;04;52;228,070065876696
13169;1;1;97;27;2790;1;48;0;1;1300000; ; ;1;04;05;1210,99132163962
13174;1;1;37;53;5320;1;48;0;3;877803; ; ;1;04;23;211,010451386556
13174;1;2;57;96;9602;4;30;0;6; ;150000;1;1;04;23;211,010451386556
13179;1;1;84;45;4542;4;60;0;6; ;700000;1;1;04;50;495,643191295093
13179;1;2;45;47;4792;4;30;0;6; ; ;1;1;04;50;495,643191295093
13180;1;1;54;81;8121;4;30;0;7; ;400000;1;1;04;05;2322,78597297967
13180;1;2;53;56;5619;1;8;0;6;130000; ; ;1;04;05;2322,78597297967
13180;1;4;84;45;4542;1;20;0;6;250000; ; ;1;04;05;2322,78597297967
13181;1;1;77;10;1081;1;84;12;7;120000; ; ;1;04;13;734,880198194292
13182;1;1;62;68;6820;1;48;35;7;877803; ; ;1;04;68;955,705689485376
13184;1;1;98;49;4923;4;48;0;6; ;800000;1;1;04;05;1228,57333024963
13186;1;1;45;47;4752;1;48;0;5;877803; ; ;1;04;54;633,378704636391
13189;1;1;21;53;5320;1;48;20;6;40000000; ; ;1;04;05;643,554494962956
13189;1;2;44;65;6511;4;20;10;6; ;1800000;1;1;04;05;643,554494962956
13192;1;5;19;74;7490;1;48;0;5;600000; ; ;1;04;08;1011,26243346126
13192;1;6;93;31;3110;4;48;0;5; ;800000;1;1;04;08;1011,26243346126
13193;1;1;57;96;9609;4;42;0;6; ;200000;1;1;04;17;260,936123348018
13197;1;1;11;69;6920;4;40;0;5; ; ;1;1;04;13;896,208337875036
13197;1;2;54;88;8890;1;40;0;5;877803; ; ;1;04;13;896,208337875036
13202;1;1;53;56;5611;1;40;0;7;700000; ; ;1;04;17;230,148563606902
13202;1;3;41;47;4759;4;30;0;7; ; ;1;1;04;17;230,148563606902
13203;1;2;39;55;5511;1;48;0;7;877803; ; ;1;04;13;731,82703316525
13206;1;1;41;47;4711;4;48;5;6; ;500000;1;1;04;66;190,234936533409
13209;1;1;21;80;8020;1;48;30;6;3800000; ; ;1;04;05;1344,88392863757
13216;1;1;98;43;4322;1;48;0;3;877803; ; ;1;04;11;1834,22739213191
13221;1;1;58;80;8010;1;48;48; ;970000; ; ;1;04;05;1382,12138999531
13221;1;2;44;96;9603;1;48;0;1;1200000; ; ;1;04;05;1382,12138999531
13223;1;1;53;10;1081;1;48;0;5;877803; ; ;1;04;13;418,891293905791
13226;1;1;54;97;9700;3;48;0;6;500000; ; ;1;04;13;319,137889892889
13228;1;1;58;80;8010;1;48;0;7;987000; ; ;1;04;50;386,601689210173
13231;1;2;13;85;8553;4;48;0;7; ;1000000;1;1;04;05;1199,62841629575
13231;1;3;57;96;9602;4;48;0;7; ;878000;1;1;04;05;1199,62841629575
13234;1;1;45;47;4781;4;60;0;6; ;200000;1;1;04;52;115,532431392285
13234;1;3;45;47;4781;4;60;0;6; ;200000;1;1;04;52;115,532431392285
13242;1;1;39;46;4632;1;40;0;6;900000; ; ;1;04;50;428,577749612906
13242;1;2;57;96;9602;4;28;0;6; ;500000;1;1;04;50;428,577749612906
13246;1;1;98;49;4921;4;70;0;5; ;500000;1;1;04;76;805,709149441021
13251;1;2;06;86;8622;4;10;3;6; ;500000;1;1;04;05;1048,40199763191
13251;1;3;39;68;6820;1;48;48; ;2000000; ; ;1;04;05;1048,40199763191
13253;1;1;98;46;4663;1;48;0;1;1200000; ; ;1;04;05;1267,4329402327
13253;1;2;32;86;8621;1;48;10;6; ; ; ;1;04;05;1267,4329402327
13260;1;1;95;41;4111;4;45;0;6; ;0;1;1;04;68;164,808025639962
13262;1;1;92;18;1811;1;48;0;5;880000; ; ;1;04;08;968,673910330039
13262;1;2;55;18;1811;1;48;0;5;878000; ; ;1;04;08;968,673910330039
13263;1;1;81;31;3110;4;48;0;5; ;500000;1;1;04;54;793,245107718563
13264;1;1;54;97;9700;3;48;0;7;740000; ; ;1;04;68;374,673930950264
13270;1;1;95;41;4111;5;45;0;6; ;400000;1;1;04;52;260,22607503343
13270;1;2;95;41;4111;1;45;0;6;300000; ; ;1;04;52;260,22607503343
13270;1;3;45;47;4752;1;45;0;6;500000; ; ;1;04;52;260,22607503343
13270;1;4;95;41;4111;1;45;0;5;200000; ; ;1;04;52;260,22607503343
13272;1;5;53;56;5630;1;30;0;7;400000; ; ;1;04;23;97,2523939808739
