directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;Area;clase;DPTO;Fex_c_2011
21688;1;2;59;86;8610;4;48;48; ; ; ;1;1;04;20;1;20;257,684077293853
21689;1;2;79;95;9529;4;50;2;6; ;400000;1;1;04;05;1;05;998,965905056256
21692;1;1;99;45;4520;4;15;0;7; ;60000;1;1;04;52;1;52;205,428175609825
21692;1;2;99;45;4520;4;15;0;7; ;50000;1;1;04;52;1;52;205,428175609825
21695;1;1;97;47;4752;1;48;0;3;1000000; ; ;1;04;47;1;47;267,505002272298
21695;1;2;33;47;4711;1;56;56; ;877800; ; ;1;04;47;1;47;267,505002272298
21696;1;2;95;41;4111;4;60;0;7; ;500000;1;1;04;47;1;47;59,6075698491592
21696;1;3;85;43;4321;4;48;0;7; ;0;1;1;04;47;1;47;59,6075698491592
21696;1;4;95;41;4111;4;48;0;7; ;0;1;1;04;47;1;47;59,6075698491592
21696;1;5;55;81;8121;4;30;0;7; ;250000;1;1;04;47;1;47;59,6075698491592
21697;1;1;55;81;8121;4;32;0;5; ;160000;1;1;04;13;1;13;331,343322778589
21697;1;2;85;95;9522;4;40;0;5; ; ;1;1;04;13;1;13;331,343322778589
21698;1;1;40;45;4511;1;51;0;5;877803; ; ;1;04;63;1;63;202,162067518883
21699;1;1;97;53;5320;1;50;0;6;1280000; ; ;1;04;17;1;17;59,367682993679
21703;1;1;79;95;9529;4;36;0;7; ;500000;1;1;04;17;1;17;154,843483031389
21703;1;3;08;45;4511;1;48;48; ;1500000; ; ;1;04;17;1;17;154,843483031389
21704;1;2;54;97;9700;3;48;48; ;650000; ; ;1;04;47;1;47;168,17382290221
21709;1;1;54;88;8890;2;50;0;6;950000; ; ;1;04;41;1;41;84,702465126516
21713;1;1;55;36;3600;1;48;48; ;877802; ; ;1;04;73;1;73;232,284506774658
21713;1;2;79;14;1410;1;48;48; ;877802; ; ;1;04;73;1;73;232,284506774658
21714;1;2;55;81;8129;1;48;0;1;970000; ; ;1;04;05;1;05;596,188163227998
21714;1;5;45;47;4719;1;60;0;1;972000; ; ;1;04;05;1;05;596,188163227998
21719;1;3;33;86;8621;1;40;30;7;877803; ; ;1;04;52;1;52;71,310137713532
21720;1;1;84;45;4520;1;60;0;6;250000; ; ;1;04;52;1;52;248,153424988984
21720;1;2;55;81;8121;4;15;0;6; ;100000;1;1;04;52;1;52;248,153424988984
21721;1;2;79;14;1410;4;40;0;6; ;300000;1;1;04;68;1;68;663,178670737582
21724;1;1;12;69;6910;4;20;10;6; ; ;1;1;04;52;1;52;195,368381570182
21724;1;3;08;62;6201;4;60;60; ; ;3000000;1;1;04;52;1;52;195,368381570182
21724;1;4;12;69;6910;4;24;0;6; ;0;1;1;04;52;1;52;195,368381570182
21725;1;2;58;85;8530;1;48;48; ;877803; ; ;1;04;05;1;05;1140,13380656178
21727;1;1;03;43;4329;1;48;0;3;877802; ; ;1;04;54;1;54;635,932406228906
21728;1;1;98;49;4921;4;3;0;7; ;30000;1;1;04;54;1;54;266,550200112865
21728;1;2;79;14;1410;4;15;0;7; ;20000;1;1;04;54;1;54;266,550200112865
21728;2;1;59;47;4773;1;56;56; ;980657; ; ;1;04;54;1;54;266,550200112865
21731;1;1;39;84;8413;1;40;40; ;980657; ; ;1;04;47;1;47;194,124010831978
21732;1;1;59;86;8621;2;48;48; ;1600000; ; ;1;04;47;1;47;276,469306703628
21737;1;1;58;84;8422;2;72;0;7;2000000; ; ;1;04;54;1;54;368,286686418395
21738;1;1;33;86;8610;1;48;48; ;1080000; ; ;1;04;08;1;08;584,822829667171
21738;1;2;11;86;8621;1;48;48; ;1500000; ; ;1;04;08;1;08;584,822829667171
21739;1;1;53;56;5619;4;48;0;7; ;0;1;1;04;20;1;20;141,460185909407
21740;1;1;93;45;4520;4;54;0;6; ;350000;1;1;04;70;1;70;190,099402019993
21740;1;3;57;96;9602;4;35;5;6; ;50000;1;1;04;70;1;70;190,099402019993
21740;1;4;99;38;3830;4;30;1;6; ;70000;1;1;04;70;1;70;190,099402019993
21743;1;1;98;86;8699;1;48;48; ;920000; ; ;1;04;44;1;44;160,193541561594
21744;1;1;41;47;4773;5;52;20;6; ;1000000;1;1;04;68;1;68;1160,08289445483
21744;1;2;45;47;4773;1;52;20;6;900000; ; ;1;04;68;1;68;1160,08289445483
21745;1;1;95;31;3110;4;40;0;5; ;600000;1;1;04;11;1;11;1784,42037297023
21745;1;2;45;46;4632;1;48;0;5;600000; ; ;1;04;11;1;11;1784,42037297023
21746;1;1;58;49;4923;1;48;0;7;100000; ; ;1;04;11;1;11;1749,98740597326
21746;1;2;39;82;8299;1;48;0;7;1070000; ; ;1;04;11;1;11;1749,98740597326
21747;1;1;97;42;4210;1;72;30;6;1200000; ; ;1;04;13;1;13;192,476870850628
21747;1;3;97;10;1012;1;60;0;3;900000; ; ;1;04;13;1;13;192,476870850628
21747;1;4;87;25;2511;4;36;0;5; ;600000;1;1;04;13;1;13;192,476870850628
21748;1;1;13;85;8530;2;30;0;3;4300000; ; ;1;04;52;1;52;52,7794062736511
21749;1;1;62;85;8530;1;7;14; ;400; ; ;1;04;44;1;44;71,1194608770548
21751;1;1;77;10;1081;4;24;0;5; ;0;1;1;04;13;1;13;355,561897382446
21751;1;2;33;56;5611;4;40;0;5; ; ;1;1;04;13;1;13;355,561897382446
21752;1;1;08;84;8412;2;8;25; ;2500000; ; ;1;04;66;1;66;132,689612624513
21754;1;2;98;49;4923;4;60;0;6; ;0;1;1;04;17;1;17;60,2816564981504
21756;1;1;98;49;4921;4;60;0;7; ;800000;1;1;04;08;1;08;832,441906885343
21756;1;2;57;96;9602;4;60;0;7; ;400000;1;1;04;08;1;08;832,441906885343
21757;1;1;53;56;5611;1;45;0;6;160000; ; ;1;04;52;1;52;250,121545296523
21758;1;1;54;81;8121;4;42;0;7; ;0;1;1;04;20;1;20;135,69705504771
21762;1;2;55;81;8121;4;48;0;5; ;300000;1;1;04;20;1;20;24,442052644862
21763;1;1;12;84;8424;2;48;48; ;6500000; ; ;1;04;70;1;70;129,918984450608
21763;1;2;39;84;8424;1;48;48; ;8768000; ; ;1;04;70;1;70;129,918984450608
21764;1;1;41;47;4711;4;56;30;7; ;920000;1;1;04;70;1;70;186,741128383221
21764;1;2;45;47;4711;6;19;19; ; ; ; ;1;04;70;1;70;186,741128383221
21767;1;1;84;95;9529;4;48;0;7; ;300000;1;1;04;52;1;52;67,7468828622166
21769;1;1;18;93;9312;4;30;30; ; ;1000000;1;1;04;50;1;50;270,985099728553
21770;1;1;45;47;4711;1;42;42; ;750; ; ;1;04;23;1;23;248,807261646235
21770;1;5;77;56;5619;4;10;0;6; ;100000;1;1;04;23;1;23;248,807261646235
21771;1;1;13;85;8530;2;40;20;7; ; ; ;1;04;47;1;47;222,882463720834
21771;1;2;03;05;0510;1;48;0;7; ; ; ;1;04;47;1;47;222,882463720834
21771;1;5;54;97;9700;3;40;40; ; ; ; ;1;04;47;1;47;222,882463720834
21773;1;1;03;14;1410;1;50;0;7;950000; ; ;1;04;66;1;66;398,866576887027
21776;1;1;58;80;8010;4;33;25;6; ;800000;1;1;04;08;1;08;867,552569441305
21776;1;3;41;56;5619;4;15;5;6; ;80000;1;1;04;08;1;08;867,552569441305
21777;1;1;79;14;1410;4;50;0;6; ;300000;1;1;04;73;1;73;384,166695229664
21778;1;1;37;53;5320;1;25;10;6;625000; ; ;1;04;05;1;05;1167,4464047453
21779;1;1;53;56;5619;4;8;0;7; ;180000;1;1;04;54;1;54;647,954697599943
21779;1;3;58;70;7020;1;72;72; ;1100000; ; ;1;04;54;1;54;647,954697599943
21779;1;4;77;56;5619;4;30;30; ; ;40000;1;1;04;54;1;54;647,954697599943
21780;1;1;45;47;4719;1;48;0;5; ; ; ;1;04;68;1;68;455,966235934252
21780;1;2;45;47;4719;1;40;0;5; ; ; ;1;04;68;1;68;455,966235934252
21781;1;1;13;85;8530;2;30;30; ;4000000; ; ;1;04;70;1;70;112,912956763104
21781;1;2;06;86;8610;1;60;60; ;3500000; ; ;1;04;70;1;70;112,912956763104
21783;1;2;21;85;8530;2;30;0;3; ; ; ;1;04;52;1;52;221,689773597861
21784;1;4;54;55;5511;1;48;0;1;900000; ; ;1;04;18;1;18;51,8583499855573
21785;1;1;85;71;7110;1;48;48; ;1000000; ; ;1;04;47;1;47;152,200408706104
21785;1;2;41;47;4723;4;36;30;6; ;1000000;1;1;04;47;1;47;152,200408706104
21789;1;4;97;46;4631;1;48;48; ;900000; ; ;1;04;66;1;66;225,444060187475
21790;1;2;95;23;2395;1;48;0;7;830000; ; ;1;04;11;1;11;1433,10982833875
21791;1;2;57;96;9602;4;48;0;7; ;750000;1;1;04;66;1;66;291,298713905434
21791;1;3;95;41;4111;1;48;0;7;800000; ; ;1;04;66;1;66;291,298713905434
21791;1;4;41;47;4769;1;48;0;7;877803; ; ;1;04;66;1;66;291,298713905434
21793;1;1;45;56;5619;4;40;30;1; ; ;2;1;04;70;1;70;113,446728845471
21794;1;4;44;86;8621;1;48;40;6;980000; ; ;1;04;08;1;08;491,271465185414
21795;1;1;39;86;8610;1;48;48; ;877803; ; ;1;04;52;1;52;262,683814564363
21796;1;1;03;35;3511;1;48;48; ;2800000; ; ;1;04;41;1;41;187,630116524099
21797;1;1;11;69;6920;4;40;25;6; ;5000000;1;1;04;66;1;66;161,60472755717
21797;1;2;33;55;5511;1;45;15;6;4000000; ; ;1;04;66;1;66;161,60472755717
21798;1;2;13;85;8544;2;48;48; ; ; ; ;1;04;44;1;44;12,4687711122447
21798;1;3;54;97;9700;3;60;60; ;200000; ; ;1;04;44;1;44;12,4687711122447
21802;1;1;13;85;8530;4;40;40; ; ;1400000;1;1;04;13;1;13;347,444371125685
21802;1;3;12;64;6499;1;48;48; ;25000000; ; ;1;04;13;1;13;347,444371125685
21804;1;2;13;85;8530;2;40;25;6;2800000; ; ;1;04;52;1;52;181,461954316027
21806;1;1;99;38;3830;4;54;0;7; ;250000;1;1;04;52;1;52;149,662197872705
21806;1;2;87;43;4322;4;40;0;7; ;500000;1;1;04;52;1;52;149,662197872705
21807;1;2;54;97;9700;3;49;27;6;800000; ; ;1;04;08;1;08;590,227633078546
21812;1;3;39;94;9411;4;48;48; ; ;2000000;1;1;04;05;1;05;724,362426594089
21814;1;2;57;96;9602;4;36;4;6; ;50000;1;1;04;13;1;13;295,008886392237
21815;1;1;58;84;8424;2;72;0;3;5000000; ; ;1;04;68;1;68;1325,80179400672
21815;1;2;45;47;4791;4;36;0;6; ;200000;1;1;04;68;1;68;1325,80179400672
21818;1;2;41;47;4729;4;49;49; ; ;210000;1;1;04;05;1;05;3679,87682231783
21820;1;1;02;70;7020;4;50;0;6; ;5000000;1;1;04;52;1;52;94,3511192305935
21820;1;3;02;74;7490;4;50;0;6; ;2500000;1;1;04;52;1;52;94,3511192305935
21820;1;4;03;10;1040;1;48;48; ;1600000; ; ;1;04;52;1;52;94,3511192305935
21821;1;1;32;85;8544;2;40;20;6;1500000; ; ;1;04;76;1;76;1487,22090249665
21822;1;1;13;85;8530;2;70;0;1;2300000; ; ;1;04;18;1;18;67,5294653257232
21822;1;3;57;96;9602;4;10;0;1; ;200000;1;1;04;18;1;18;67,5294653257232
21823;1;1;97;21;2100;1;40;40; ;1200000; ; ;1;04;08;1;08;469,241861858079
21823;1;2;45;47;4771;1;48;0;3;900000; ; ;1;04;08;1;08;469,241861858079
21823;1;3;44;64;6412;1;40;30;6;1500000; ; ;1;04;08;1;08;469,241861858079
21824;1;4;55;81;8121;4;40;30;6; ; ;1;1;04;70;1;70;178,974283620104
21825;1;1;87;43;4322;4;40;0;5; ;400000;1;1;04;11;1;11;1192,82247235472
21825;1;2;59;96;9601;1;72;0;5;900000; ; ;1;04;11;1;11;1192,82247235472
21826;1;2;58;68;6820;1;56;0;7;1200000; ; ;1;04;50;1;50;339,546846422438
21828;1;1;61;01;0124;4;60;40;6; ;20000000;1;1;04;66;1;66;99,1866647700932
21829;1;1;40;47;4731;1;48;36;6;1300000; ; ;1;04;52;1;52;196,720918648305
21829;1;4;18;84;8423;4;40;40; ; ;1000000;1;1;04;52;1;52;196,720918648305
21831;1;3;32;73;7310;1;8;0;6;430000; ; ;1;04;70;1;70;206,696079595571
21834;1;1;11;85;8530;4;40;40; ; ;3000000;1;1;04;63;1;63;61,828249887975
21835;1;1;45;47;4792;4;12;0;5; ;250000;1;1;04;68;1;68;364,068981086192
21835;1;2;32;41;4111;1;48;0;5;900000; ; ;1;04;68;1;68;364,068981086192
21836;1;1;41;47;4769;4;50;0;5; ;0;1;1;04;19;1;19;151,195459831802
21836;1;2;41;47;4719;4;48;0;5; ;0;1;1;04;19;1;19;151,195459831802
21838;1;2;79;14;1410;1;40;0;5;800000; ; ;1;04;68;1;68;932,472787018241
21839;1;4;97;52;5224;4;30;0;6; ;0;1;1;04;15;1;15;64,4323014986244
21843;1;1;98;49;4921;4;48;40;6; ; ;1;1;04;20;1;20;193,205492269069
21845;1;1;17;90;9007;4;45;0;7; ;400000;1;1;04;70;1;70;249,387651292705
21845;1;5;57;96;9602;4;45;23;7; ;289000;1;1;04;70;1;70;249,387651292705
21847;1;1;45;45;4530;1;45;45; ;8000000; ; ;1;04;66;1;66;116,984195031571
21847;1;2;13;85;8530;2;40;40; ; ; ; ;1;04;66;1;66;116,984195031571
21850;1;1;98;49;4921;4;45;0;7; ;220000;1;1;04;52;1;52;189,132346486342
21851;1;1;45;74;7420;1;48;0;7;877802; ; ;1;04;17;1;17;440,521572946359
21851;2;1;85;45;4520;1;48;0;7;900000; ; ;1;04;17;1;17;440,521572946359
21851;2;2;45;92;9200;1;48;0;7;877802; ; ;1;04;17;1;17;440,521572946359
21851;2;6;97;10;1089;1;48;48; ;950000; ; ;1;04;17;1;17;440,521572946359
21853;1;1;84;45;4520;1;48;0;6;980000; ; ;1;04;08;1;08;1502,56575887381
21854;1;1;97;42;4210;1;40;0;5;1000000; ; ;1;04;70;1;70;168,581782165239
21854;1;2;13;84;8413;2;40;20;6;980657; ; ;1;04;70;1;70;168,581782165239
21857;1;1;98;49;4921;4;60;12;6; ; ;1;1;04;17;1;17;155,001029856249
21857;1;3;32;45;4520;1;48;0;5;877802; ; ;1;04;17;1;17;155,001029856249
21858;1;1;41;47;4761;4;52;40;6; ; ;1;1;04;68;1;68;319,868634314765
21858;1;2;79;95;9529;4;48;0;6; ;0;1;1;04;68;1;68;319,868634314765
21859;1;1;58;80;8010;1;60;60; ;1350000; ; ;1;04;66;1;66;331,974595812428
21859;1;2;58;86;8691;1;48;48; ;950000; ; ;1;04;66;1;66;331,974595812428
21859;1;3;45;46;4663;1;48;0;7;877803; ; ;1;04;66;1;66;331,974595812428
21862;1;3;21;86;8621;1;8;8; ;2100000; ; ;1;04;44;1;44;21,1941994984433
21864;1;2;45;46;4631;4;40;40; ; ; ;1;1;04;05;1;05;3965,98371608645
21865;1;1;87;81;8129;1;48;48; ;900000; ; ;1;04;08;1;08;671,559898689593
21865;1;3;97;11;1104;1;48;48; ;900000; ; ;1;04;08;1;08;671,559898689593
21865;1;6;84;43;4390;1;60;60; ;900000; ; ;1;04;08;1;08;671,559898689593
21866;1;1;83;25;2511;4;18;0;6; ;50000;1;1;04;68;1;68;706,125450107897
21866;1;2;54;88;8890;4;25;25; ; ;350000;1;1;04;68;1;68;706,125450107897
21871;1;1;81;31;3110;4;48;0;6; ;900000;1;1;04;66;1;66;187,661023568954
21875;1;1;85;43;4329;4;40;0;5; ;500000;1;1;04;13;1;13;285,769172886596
21875;1;5;45;47;4771;1;48;0;5; ; ; ;1;04;13;1;13;285,769172886596
21878;1;1;98;49;4923;4;48;24;6; ; ;1;1;04;52;1;52;137,052424990103
21879;1;1;45;47;4792;4; ;0; ; ; ;1;1;04;70;1;70;180,457652075436
21879;1;2;98;49;4921;4;40;0;6; ;300000;1;1;04;70;1;70;180,457652075436
21881;1;1;99;38;3830;4;30;30; ; ;100000;1;1;04;54;1;54;294,695509710144
21881;1;2;99;38;3830;6;30;30; ; ; ; ;1;04;54;1;54;294,695509710144
21881;1;3;99;38;3830;6;20;20; ; ; ; ;1;04;54;1;54;294,695509710144
21882;1;1;59;85;8544;1;72;0;5;900000; ; ;1;04;13;1;13;362,584962158473
21884;1;1;45;47;4771;1;70;0;6;980000; ; ;1;04;54;1;54;345,650799591211
21888;1;1;39;86;8621;2;48;48; ;3000000; ; ;1;04;19;1;19;177,303769761587
21888;1;2;05;86;8691;1;48;48; ;2000000; ; ;1;04;19;1;19;177,303769761587
21889;1;1;79;14;1410;4;36;0;5; ; ;1;1;04;68;1;68;735,99598704887
21889;1;2;98;49;4921;4;40;0;5; ;900000;1;1;04;68;1;68;735,99598704887
21889;1;3;97;53;5320;4;30;0;5; ;800000;1;1;04;68;1;68;735,99598704887
21890;1;2;58;55;5530;1;72;72; ; ; ; ;1;04;19;1;19;82,2986380159972
21891;1;2;57;96;9602;4;28;0;5; ; ;1;1;04;20;1;20;193,06433919524
21892;1;1;92;18;1811;4;50;10;6; ;1500000;1;1;04;18;1;18;51,3860892586529
21892;1;2;92;18;1811;4;50;10;6; ;150000;1;1;04;18;1;18;51,3860892586529
21894;1;1;95;42;4210;1;54;0;6;245000; ; ;1;04;19;1;19;116,480555659501
21895;1;1;53;56;5619;4;35;0;7; ;200000;1;1;04;70;1;70;103,24578648993
21895;1;2;53;56;5619;4;20;0;7; ;100000;1;1;04;70;1;70;103,24578648993
21895;1;4;57;96;9602;4;4;0;7; ;20000;1;1;04;70;1;70;103,24578648993
21899;1;2;41;47;4721;4;30;0;6; ; ;1;1;04;15;1;15;107,938028240346
21900;1;1;61;01;0123;4;40;20;6; ;300000;1;1;04;63;1;63;33,5178955725941
21902;1;1;45;47;4792;4;6;0;5; ;75000;1;1;04;41;1;41;211,226927517311
21903;1;1;13;85;8530;2;30;0;3; ; ; ;1;04;20;1;20;30,9058899016803
21904;1;2;98;49;4921;1;60;0;7;900000; ; ;1;04;17;1;17;202,150867229331
21904;1;3;38;82;8220;1;48;48; ;950000; ; ;1;04;17;1;17;202,150867229331
21906;1;1;54;81;8121;4;10;0;6; ;120000;1;1;04;15;1;15;75,4705885115554
21907;1;1;03;95;9512;4;60;0;6; ;3000000;1;1;04;52;1;52;155,408634888386
21907;1;2;39;69;6910;1;48;48; ;1200000; ; ;1;04;52;1;52;155,408634888386
21907;1;3;12;69;6910;4;40;0;6; ;2000000;1;1;04;52;1;52;155,408634888386
21908;1;1;39;64;6412;1;48;0;6;1850000; ; ;1;04;68;1;68;254,796384375394
21908;1;2;39;64;6412;1;48;0;6;1850000; ; ;1;04;68;1;68;254,796384375394
21910;1;1;55;84;8413;4;48;0;7; ;740000;1;1;04;11;1;11;2477,4513383339
21914;1;2;41;47;4761;4;60;35;6; ;500000;1;1;04;63;1;63;72,9650348399124
21915;1;2;57;96;9602;4;30;10;6; ;80000;1;1;04;19;1;19;117,252480316335
21918;1;1;59;86;8621;1;48;48; ; ; ; ;1;04;20;1;20;352,613865345794
21919;1;1;84;45;4520;4;45;2;7; ;650000;1;1;04;54;1;54;230,266355561112
21921;1;1;45;47;4781;4;42;42; ; ;100000;1;1;04;54;1;54;302,335812069311
21921;1;2;45;47;4781;4;42;42; ; ;100000;1;1;04;54;1;54;302,335812069311
21922;1;1;71;08;0811;4;70;0;5; ;300000;1;1;04;23;1;23;374,234171836443
21922;1;2;53;94;9491;1;52;52; ;1200000; ; ;1;04;23;1;23;374,234171836443
21922;1;3;59;86;8610;1;52;52; ;1200000; ; ;1;04;23;1;23;374,234171836443
21924;1;1;77;56;5619;4;30;0;5; ;200000;1;1;04;13;1;13;336,619084261439
21927;1;1;95;41;4111;4;46;20;6; ; ;1;1;04;18;1;18;21,7142246716125
21927;1;4;93;43;4330;4;46;30;6; ;700000;1;1;04;18;1;18;21,7142246716125
21928;1;1;13;85;8559;4;40;30;6; ;1100000;1;1;04;68;1;68;500,510817612977
21928;1;4;33;49;4921;1;48;48; ;9000000; ; ;1;04;68;1;68;500,510817612977
21930;1;1;85;43;4321;1;48;48; ;1000000; ; ;1;04;05;1;05;555,160203220452
21930;1;2;39;64;6499;1;48;48; ;2200000; ; ;1;04;05;1;05;555,160203220452
21932;1;1;77;56;5619;4;30;0;7; ;0;1;1;04;20;1;20;87,5547841500796
21932;1;3;32;86;8610;1;48;0;3;968000; ; ;1;04;20;1;20;87,5547841500796
21935;1;2;41;47;4711;4;40;0;7; ;300000;1;1;04;54;1;54;261,49287581727
21936;1;1;85;43;4321;4;17;0;6; ;350000;1;1;04;70;1;70;166,333511886259
21936;1;3;59;86;8699;4;12;0;6; ;300000;1;1;04;70;1;70;166,333511886259
21937;1;1;39;56;5629;1;32;0;6;1400000; ; ;1;04;15;1;15;77,5609559487277
21938;1;1;45;47;4781;4;42;0;7; ;400000;1;1;04;70;1;70;192,060975238397
21941;1;2;62;01;0121;4;48;48; ; ;800000;1;1;04;66;1;66;664,641440332922
21941;1;5;71;07;0722;4;60;0;6; ;0;1;1;04;66;1;66;664,641440332922
21941;1;6;71;07;0722;6;60;24;6; ; ; ;1;04;66;1;66;664,641440332922
21941;1;7;61;01;0121;4;48;24;6; ;800000;1;1;04;66;1;66;664,641440332922
21941;1;8;45;10;1081;1;35;35; ;420000; ; ;1;04;66;1;66;664,641440332922
21943;1;2;12;69;6910;4;48;0;7; ;1000000;1;1;04;17;1;17;187,482005930821
21945;1;2;79;95;9529;4;30;0;6; ;0;1;1;04;15;1;15;72,9150014390114
21946;1;3;42;47;4752;1;48;20;6;1000000; ; ;1;04;68;1;68;226,832477238125
21951;1;1;61;01;0161;4;24;24; ; ;200000;1;1;04;70;1;70;203,363946839394
21951;1;2;41;47;4724;4;8;8; ; ;200000;1;1;04;70;1;70;203,363946839394
21951;1;3;62;01;0141;8;42;42; ;510000; ; ;1;04;70;1;70;203,363946839394
21951;1;4;55;81;8121;4;3;3; ; ;60000;1;1;04;70;1;70;203,363946839394
21951;1;6;41;47;4724;6;3;3; ; ; ; ;1;04;70;1;70;203,363946839394
21952;1;1;03;47;4773;1;48;48; ;960000; ; ;1;04;11;1;11;1245,64630302153
21953;1;4;39;86;8621;1;50;40;7;877803; ; ;1;04;73;1;73;229,082687338502
21953;2;5;32;86;8621;1;44;40;6;877803; ; ;1;04;73;1;73;229,082687338502
21957;1;1;41;47;4721;4;55;0;5; ;1200000;1;1;04;76;1;76;1832,38475107254
21957;1;2;41;47;4721;4;55;0;5; ;1200000;1;1;04;76;1;76;1832,38475107254
21957;1;3;58;80;8010;1;48;0;3;1200000; ; ;1;04;76;1;76;1832,38475107254
21958;1;1;53;56;5611;4;54;0;6; ;780000;1;1;04;08;1;08;746,3316328798
21958;1;2;95;41;4111;4;48;0;6; ;1300000;1;1;04;08;1;08;746,3316328798
21958;1;3;95;41;4111;4;48;0;6; ;1300000;1;1;04;08;1;08;746,3316328798
21961;1;2;39;65;6511;1;40;40; ;877807; ; ;1;04;76;1;76;843,551559875535
21962;1;1;97;18;1811;1;48;0;3;877803; ; ;1;04;11;1;11;3766,81471395481
21963;1;1;41;47;4773;4;85;56;7; ;1000000;1;1;04;15;1;15;113,479908943331
21963;1;2;77;10;1081;4;10;0;7; ;300000;1;1;04;15;1;15;113,479908943331
21966;1;1;15;90;9001;4;28;16;6; ;300000;1;1;04;41;1;41;113,262848377667
21967;1;1;61;01;0121;4;48;60; ; ;400000;1;1;04;54;1;54;556,635855788841
21967;1;2;61;01;0121;4;48;60; ; ;400000;1;1;04;54;1;54;556,635855788841
21969;1;2;45;47;4771;1;48;0;6; ; ; ;1;04;66;1;66;111,424077694766
21972;1;1;41;47;4799;4;30;0;5; ;500000;1;1;04;23;1;23;201,256406947787
21972;1;2;11;69;6920;4;38;38; ; ;2000000;1;1;04;23;1;23;201,256406947787
21973;1;1;58;84;8423;2;60;60; ;1400000; ; ;1;04;19;1;19;172,539033195026
21973;1;2;05;84;8412;4;48;48; ; ;3000000;1;1;04;19;1;19;172,539033195026
21974;1;1;53;56;5619;1;48;0;7;920000; ; ;1;04;17;1;17;178,449680602039
21974;1;2;38;82;8220;1;60;60; ;1100000; ; ;1;04;17;1;17;178,449680602039
21977;1;1;59;86;8610;1;48;48; ;877800; ; ;1;04;20;1;20;60,4973441970653
21979;1;1;41;47;4721;4;54;0;5; ; ;1;1;04;20;1;20;38,3487340577759
21979;1;2;19;94;9499;4;40;40; ; ; ;1;1;04;20;1;20;38,3487340577759
21979;1;3;41;47;4721;4;54;0;5; ; ;1;1;04;20;1;20;38,3487340577759
21983;1;2;79;14;1410;4;30;0;5; ;250000;1;1;04;13;1;13;285,828643717756
21983;1;4;45;47;4792;4;24;8;6; ;70000;1;1;04;13;1;13;285,828643717756
21984;1;1;21;24;2410;1;40;0;3;3000000; ; ;1;04;52;1;52;81,2476675120541
21986;1;1;79;14;1410;4;15;0;6; ;60000;1;1;04;17;1;17;339,872939499749
21986;1;2;21;73;7310;5;50;0;6; ;1200000;1;1;04;17;1;17;339,872939499749
21988;1;1;44;65;6512;1;20;15;5;1700000; ; ;1;04;70;1;70;126,281794197078
21990;1;1;83;25;2511;4;55;0;6; ;400000;1;1;04;68;1;68;773,761130123836
21990;1;2;59;86;8610;1;48;48; ;950000; ; ;1;04;68;1;68;773,761130123836
21992;1;2;95;42;4210;1;48;48; ;900000; ; ;1;04;19;1;19;40,1706554764155
21993;1;3;58;68;6820;1;72;40;7; ; ; ;1;04;15;1;15;91,7267722870884
21994;1;1;35;80;8010;1;48;0;6;1800000; ; ;1;04;68;1;68;1143,99057331927
21995;1;1;21;92;9200;1;45;50; ;1800000; ; ;1;04;73;1;73;226,307428345981
21995;1;2;11;92;9200;1;44;44; ;2000000; ; ;1;04;73;1;73;226,307428345981
21996;1;1;61;01;0141;5;55;55; ; ;8000000;1;1;04;63;1;63;92,7861069548365
21996;1;2;62;01;0141;6;20;20; ; ; ; ;1;04;63;1;63;92,7861069548365
21998;1;1;77;56;5619;4;48;10;6; ;20000;1;1;04;13;1;13;264,803566160367
21998;1;2;84;45;4520;4;48;0;6; ;350000;1;1;04;13;1;13;264,803566160367
21999;1;1;41;47;4722;4;50;0;5; ;950000;1;1;04;47;1;47;373,198050391811
22002;1;3;34;22;2229;1;20;20; ;450000; ; ;1;04;76;1;76;1261,83190193053
22002;1;4;97;20;2023;1;48;48; ;1200000; ; ;1;04;76;1;76;1261,83190193053
22005;1;1;85;45;4520;1;48;23;6;899999; ; ;1;04;11;1;11;4015,91091629888
22007;1;1;58;80;8010;1;48;48; ;1200000; ; ;1;04;13;1;13;389,658157708313
22007;1;3;58;80;8010;1;48;48; ;1200000; ; ;1;04;13;1;13;389,658157708313
22007;1;6;03;43;4321;4;36;0;5; ;700000;1;1;04;13;1;13;389,658157708313
22008;1;1;41;47;4759;4;48;24;6; ;500000;1;1;04;54;1;54;591,50383802206
22008;1;2;45;47;4759;6;30;15;6; ; ; ;1;04;54;1;54;591,50383802206
22009;1;2;13;85;8530;1;40;0;7;1800000; ; ;1;04;17;1;17;233,639768025206
22011;1;1;41;47;4711;4;72;72; ; ;950000;1;1;04;66;1;66;256,61907653684
22012;1;1;39;86;8621;1;48;48; ;950000; ; ;1;04;18;1;18;24,0161121226012
22012;1;5;59;96;9609;4;48;15;6; ;900000;1;1;04;18;1;18;24,0161121226012
22013;1;2;32;49;4923;1;48;0;5;877803; ; ;1;04;05;1;05;572,053806184387
22013;1;5;45;45;4511;1;48;0;3;1500000; ; ;1;04;05;1;05;572,053806184387
22016;1;1;98;49;4923;4;48;10;6; ;600000;1;1;04;23;1;23;138,366318815392
22018;1;4;38;82;8220;1;60;48;6;900000; ; ;1;04;68;1;68;207,353971326762
