DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5486164;1;1;1;10;1;1;12;2000;20;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36342;2;1;2; ;4;8; ; ;54;8;06;54;461,324826726018
5486164;1;2;1;10;1;2; ; ;16;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;54;10;06;54;461,324826726018
5486165;1;1;1;10;1;1;1;1940;81;1;6; ;3;3; ;3; ;1;2; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;54;2;06;54;423,368186445042
5486165;1;2;1;10;2;2;12;1948;72;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;54;4;06;54;423,368186445042
5486165;1;3;1;10;3;2;8;2002;18;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;54;8;06;54;423,368186445042
5486165;1;4;1;10;4;2;8;1996;24;4;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;1;36400;2;1;2; ;5;11;2; ;54;11;06;54;423,368186445042
5486165;1;5;1;10;4;2;6;2020;1;5;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;5; ;2; ; ; ; ; ; ; ;54; ;06;54;423,368186445042
5486166;1;1;1;10;1;2;4;1971;50;1;6; ;4;3; ;3; ; ; ; ;1;1; ; ; ;1; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;6;2;3; ;54;13;06;54;440,11520555604
5486166;1;2;1;10;2;2;5;1998;23;3;6; ;6;2; ;1;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;54;12;06;54;440,11520555604
5486167;1;1;1;10;1;2;9;1958;62;1;6; ;5;3; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;54;0;06;54;351,964999784563
5486167;1;2;1;10;2;1;2;1992;29;3;6; ;4;3; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;54;11;06;54;351,964999784563
5486167;1;3;1;10;3;2;8;1995;25;3;6; ;4;3; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;36800;2;1;2; ;5;11;2; ;54;11;06;54;351,964999784563
5486167;1;4;1;10;3;2;10;2018;2;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;54; ;06;54;351,964999784563
5486168;1;1;1;10;1;2;11;1961;59;1;6; ;4;3; ;3; ; ; ;1; ;1;1; ; ; ; ;1; ; ; ;1;1; ; ;1;1;36600;2;1;2; ;5;11;2; ;54;11;06;54;324,071204764925
5486169;1;1;1;10;1;2;2;1973;48;1;6; ;4;2; ;2; ; ; ; ;1;1;1;1; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;54;2;06;54;415,760945101412
5486169;1;2;1;10;1;1;4;1997;24;3;6; ;6;2; ;1;1; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;54;5;06;54;415,760945101412
5486170;1;1;1;10;1;2;8;1999;21;1;1;340_01;2;3; ;2; ;1;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;54;10;06;54;502,470584487689
5486170;1;2;1;10;2;1;7;1996;24;2;1;340_01;2;3; ;2; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;54;9;06;54;502,470584487689
5486170;1;3;1;10;1;2;8;2016;4;3;1;340_01; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;54;0;06;54;502,470584487689
5486170;1;4;1;10;1;2;11;2019;1;3;1;340_01; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;54; ;06;54;502,470584487689
5486171;1;1;1;10;1;2;3;1982;39;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;54;9;06;54;460,688084436876
5486171;1;2;1;10;1;2;2;2009;12;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;54;6;06;54;460,688084436876
5486171;1;3;1;10;1;2;12;2012;8;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;54;2;06;54;460,688084436876
5486172;1;1;1;10;1;2;11;1988;32;1;6; ;4;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36800;2;1;2; ;5;11;2; ;54;11;06;54;353,70422281056
5486172;1;2;1;10;1;2;9;2011;9;3;6; ; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;54;3;06;54;353,70422281056
5486172;1;3;1;10;1;2;4;2015;6;3;6; ; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;54;0;06;54;353,70422281056
5486172;1;4;1;10;4;2;5;1957;64;5;6; ;3;3; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;54;5;06;54;353,70422281056
5486172;1;5;1;10;5;2;10;1990;30;5;6; ;4;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;54;11;06;54;353,70422281056
5486172;1;6;1;10;5;1;11;2016;4;5;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;54;0;06;54;353,70422281056
5486173;1;1;1;10;1;1;11;1955;65;1;6; ;3;3; ;3; ;1;2; ;1;1;1;1; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;54;7;06;54;402,795307564207
5486173;1;2;1;10;2;2;3;1958;63;2;6; ;3;3; ;3; ;1;1;1;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;54;5;06;54;402,795307564207
5486173;1;3;1;10;2;2;8;2008;12;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;54;0;06;54;402,795307564207
5486173;1;4;1;10;2;2;8;2008;12;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;54;0;06;54;402,795307564207
5486174;1;1;1;10;1;2;2;1971;50;1;6; ;3;3; ;2; ;1;2; ; ;1; ; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;54;11;06;54;428,552483492775
5486174;1;2;1;10;2;1;3;1971;50;2;6; ;3;3; ;3; ;1;1; ; ;1;1; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;54;11;06;54;428,552483492775
5486175;1;1;1;10;1;2;9;1949;71;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;54;3;06;54;344,732242614997
5486175;1;2;1;10;2;1;8;1978;42;3;6; ;6;2; ;1;1; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;54;11;06;54;344,732242614997
5486176;1;1;1;10;1;2;8;1963;57;1;6; ;6;2; ;1;3; ; ; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;54;11;06;54;227,847303437217
5486176;1;2;1;10;2;2;12;1995;25;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;54;11;06;54;227,847303437217
5486176;1;3;1;10;3;2;11;1942;78;5;6; ;3;3; ;3; ;1;4; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;2; ; ;54;2;06;54;227,847303437217
5486176;1;4;1;10;3;1;9;1934;86;9;6; ;3;3; ;3; ;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;2;113500;2;1;2; ;3;1; ; ;54;1;06;54;227,847303437217
5486177;1;1;1;10;1;2;10;1967;53;1;6; ;6;3; ;2; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ;2;1; ; ;2;2;98;1;2;2; ;1;0; ; ;54;0;06;54;407,891445642703
5486178;1;1;1;10;1;1;5;1953;68;1;6; ;4;3; ;3; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;54;2;06;54;435,50815032658
5486247;1;1;1;10;1;1;10;1968;52;1;6; ;2;3; ;2; ;1;2;1;1; ;1; ; ;1; ;1; ; ; ;1;2;1;2; ; ; ;1;1;2; ;5;11;2; ;68;11;06;68;669,092816549856
5486247;1;2;1;10;2;2;8;1980;40;2;6; ;2;2; ;2; ;1;1;1; ; ;1; ; ;1; ;1; ; ; ; ;2;1;2; ; ; ;1;1;2; ;6;5;4; ;68;16;06;68;669,092816549856
5486247;1;3;1;10;3;1;3;1993;28;5;6; ;6;2; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;48000;2;1;2; ;5;11;2; ;68;11;06;68;669,092816549856
5486248;1;1;1;10;1;2;4;1941;80;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;3;113000;2;1;2; ;3;2; ; ;68;2;06;68;545,939687007547
5486249;1;1;1;10;1;1;2;1957;64;1;6; ;2;3; ;3; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;68;2;06;68;506,954404355402
5486249;1;2;1;10;2;2;12;1959;61;2;6; ;2;3; ;3; ;1;1;1; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;68;4;06;68;506,954404355402
5486249;1;3;1;10;3;1;7;1996;24;3;6; ;6;1;1;1;2; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;4;2;2;68;15;06;68;506,954404355402
5486250;1;1;1;10;1;1;11;1970;50;1;6; ;3;2; ;2; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;68;6;06;68;593,49250815882
5486250;1;2;1;10;2;2;3;1972;49;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;68;11;06;68;593,49250815882
5486250;1;3;1;10;3;2;1;2000;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;68;12;06;68;593,49250815882
5486250;1;4;1;10;1;1;6;2007;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;68;7;06;68;593,49250815882
5486251;1;1;1;10;1;2;8;1963;57;1;6; ;5;3; ;3; ; ; ;1;1;1; ;1; ;1; ;1; ; ; ;1;1; ; ;3; ; ;1;1;2; ;1;0; ; ;68;0;06;68;509,188838302057
5486251;1;2;1;10;2;1;6;2006;15;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;68;7;06;68;509,188838302057
5486252;1;1;1;10;1;1;9;1995;25;1;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;36341;2;1;2; ;6;2;3; ;68;13;06;68;651,916863403612
5486252;1;2;1;10;2;2;12;1996;24;2;6; ;3;2; ;1;4;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;6;5;4; ;68;16;06;68;651,916863403612
5486252;1;3;1;10;2;1;1;2015;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;2;0; ; ;68;0;06;68;651,916863403612
5486252;1;4;1;10;4;2;10;1964;56;9;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;2; ;3;5; ; ;68;5;06;68;651,916863403612
5486253;1;1;1;10;1;1;7;1962;58;1;6; ;2;3; ;3; ;1;2; ;1; ;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;68;11;06;68;539,245721544997
5486253;1;2;1;10;2;2;10;1971;49;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;68;11;06;68;539,245721544997
5486254;1;1;1;10;1;2;3;1937;84;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;68;0;06;68;482,094824250122
5486254;1;2;1;10;2;2;1;1969;52;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;68;5;06;68;482,094824250122
5486254;1;3;1;10;3;1;6;2003;18;4;6; ;6;2; ;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;68;11;06;68;482,094824250122
5486255;1;1;1;10;1;1;2;1991;30;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;3;113565;2;1;2; ;5;11;2; ;68;11;06;68;656,928411090976
5486255;1;2;1;10;2;2;7;1988;32;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;68;11;06;68;656,928411090976
5486255;1;3;1;10;2;1;7;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;68;4;06;68;656,928411090976
5486255;1;4;1;10;2;1;12;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;68; ;06;68;656,928411090976
5486255;1;5;1;10;2;1;4;2021;0;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;68; ;06;68;656,928411090976
5486256;1;1;1;10;1;2;10;1980;40;1;6; ;3;3; ;1;5;1;2;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;1;3;113566;2;1;2; ;6;7;5; ;68;18;06;68;512,787862486097
5486256;1;2;1;10;2;1;7;1976;44;2;6; ;3;2; ;2; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;5;4; ;68;16;06;68;512,787862486097
5486256;1;3;1;10;1;2;9;2009;11;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;1;4;0; ; ;68;5;06;68;512,787862486097
5486256;1;4;1;10;1;2;5;2013;8;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;68;2;06;68;512,787862486097
5486256;1;5;1;10;5;2;5;1955;66;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;2;72628;2;1;2; ;6;3;3; ;68;14;06;68;512,787862486097
5486257;1;1;1;10;1;1;11;1986;34;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;5; ;2;1;1;2;5;11;2; ;68;11;06;68;537,839893956878
5486257;1;2;1;10;2;2;10;1988;32;2;6; ;3;3; ;1;5;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;36341;2;1;2; ;5;11;2; ;68;11;06;68;537,839893956878
5486257;1;3;1;10;2;1;3;2012;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;68;3;06;68;537,839893956878
5486257;1;4;1;10;4;2;12;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;68;1;06;68;537,839893956878
5486257;1;5;1;10;5;2;4;1959;62;5;6; ;5;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;4;6; ; ;68;6;06;68;537,839893956878
5486257;1;6;1;10;6;2;12;1995;25;5;6; ;6;3; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36341;2;1;1;2;6;3;2;2;68;14;06;68;537,839893956878
5486258;1;1;1;10;1;1;11;1965;55;1;6; ;2;3; ;2; ;1;2; ; ; ;1;1; ;1; ;1; ; ; ;2;1; ; ;1;3;113566;2;1;2; ;6;7;5; ;68;18;06;68;564,202592388552
5486258;1;2;1;10;2;2;9;1982;38;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;3;113566;2;1;2; ;5;11;2; ;68;11;06;68;564,202592388552
5486258;1;3;1;10;3;2;5;2003;18;3;6; ;6;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;2;72682;2;1;1;1;6;0;2;2;68;11;06;68;564,202592388552
5486259;1;1;1;10;1;1;9;1964;56;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;220000;2;1;2; ;6;6;5; ;68;17;06;68;554,130101994524
5486259;1;2;1;10;2;1;4;1961;60;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;24; ; ; ;1;1;2; ;6;3;3; ;68;14;06;68;554,130101994524
5486259;1;3;1;10;3;2;1;1998;23;6;6; ;6;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;36341;2;1;1;1;6;1;2;2;68;12;06;68;554,130101994524
5486259;1;4;1;10;3;2;3;2015;6;6;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;68;0;06;68;554,130101994524
5486260;1;1;1;10;1;2;9;1966;54;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;2;1;230000;2;1;2; ;6;7;5; ;68;18;06;68;541,480155491652
5486261;1;1;1;10;1;1;5;1981;40;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;3;150000;2;1;2; ;6;8;5; ;68;19;06;68;622,500461044162
5486261;1;2;1;10;2;2;6;1989;32;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;80000;2;1;2; ;6;8;5; ;68;19;06;68;622,500461044162
5486261;1;3;1;10;3;1;7;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;2;0; ; ;68;0;06;68;622,500461044162
5486262;1;1;1;10;1;1;1;1953;68;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;72682;2;1;2; ;5;11;2; ;68;11;06;68;591,296606440487
5486262;1;2;1;10;2;2;12;1999;21;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;6;2;2;2;68;13;06;68;591,296606440487
5486263;1;1;1;10;1;2;3;1974;47;1;6; ;4;3; ;1;4; ; ; ; ; ;1; ; ;1; ;1; ; ; ;1;1; ; ;1;3;113500;2;1;2; ;6;7;4; ;68;18;06;68;568,759414642723
5486263;1;2;1;10;2;2;12;2005;15;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;5; ;2;1;1;2;4;9; ; ;68;9;06;68;568,759414642723
5486263;1;3;1;10;3;2;6;2009;12;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;4;0; ; ;68;5;06;68;568,759414642723
5486263;1;4;1;10;2;2;1;1948;73;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;3;113000;2;1;2; ;3;3; ; ;68;3;06;68;568,759414642723
5486264;1;1;1;10;1;1;10;1988;32;1;6; ;2;2; ;2; ;1;2;1; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;180000;2;1;2; ;6;5;4; ;68;16;06;68;602,963587362079
5486264;1;2;1;10;2;2;6;1992;29;2;6; ;2;2; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;113566;2;1;2; ;6;3;3; ;68;14;06;68;602,963587362079
5486264;1;3;1;10;3;1;7;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;2;0; ; ;68;0;06;68;602,963587362079
5486264;1;4;1;10;2;1;2;2020;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;68; ;06;68;602,963587362079
5486264;1;5;1;10;2;1;6;2005;16;9;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;68;9;06;68;602,963587362079
5486265;1;1;1;10;1;1;5;1947;74;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;162000;2;1;2; ;3;5; ; ;68;5;06;68;512,151707493062
5486265;1;2;1;10;2;2;7;1974;46;3;6; ;6;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;44000;2;1;2; ;6;5;4; ;68;16;06;68;512,151707493062
5486265;1;3;1;10;3;2;6;1990;31;3;6; ;6;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;68;7;06;68;512,151707493062
5486266;1;1;1;10;1;2;10;1956;64;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;ATENCION MEDICA VIRTUAL NO HA PODIDO SACAR CITAS;2;1; ; ;1;5; ;2;1;2; ;6;5;4; ;68;16;06;68;543,705253060892
5486266;1;2;1;10;2;1;4;1954;67;2;6; ;2;3; ;3; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1;2;400000;2;1;2; ;6;7;5; ;68;18;06;68;543,705253060892
5486267;1;1;1;10;1;1;12;1947;73;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;130000;2;1;2; ;6;3;3; ;68;14;06;68;467,562802340198
5486267;1;2;1;10;2;2;4;1974;47;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;3;113566;2;1;2; ;6;7;4; ;68;18;06;68;467,562802340198
5486267;1;3;1;10;2;1;9;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;68;10;06;68;467,562802340198
5486267;1;4;1;10;2;2;12;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ;1; ;EL ENCIERRO; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;68;3;06;68;467,562802340198
5486268;1;1;1;10;1;2;9;1995;25;1;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;3;113600;2;1;2; ;6;5;4; ;68;16;06;68;605,286486020754
5486268;1;2;1;10;2;1;3;1985;36;5;6; ;4;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;80000;2;1;2; ;6;5;4; ;68;16;06;68;605,286486020754
5486269;1;1;1;10;1;2;3;1981;40;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;5; ;2;1;2; ;6;5;4; ;68;16;06;68;533,603566815955
5486269;1;2;1;10;2;1;6;1978;43;2;6; ;3;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;48000;2;1;2; ;6;3;3; ;68;14;06;68;533,603566815955
5486269;1;3;1;10;1;1;5;2004;17;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;68;9;06;68;533,603566815955
5486269;1;4;1;10;1;2;10;2011;9;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;68;3;06;68;533,603566815955
5486270;1;1;1;10;1;1;2;1979;42;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;3;113600;2;1;2; ;6;5;4; ;68;16;06;68;605,286486020754
5486270;1;2;1;10;2;2;4;1987;34;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;3;113600;2;1;1;1;6;7;5; ;68;18;06;68;605,286486020754
5486271;1;1;1;10;1;2;9;1966;54;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;68;11;06;68;539,343012283273
