DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5468979;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1776,62538218154
5468980;1;2;1;80;05;1;1;6; ;2; ; ;9; ;2; ;2; ;2; ;908526;2;1;06;4;05;1339,38293117031
5468983;1;1;1;80;05;1;1;4; ;1; ;1;4; ;2; ;2; ;1;30;300000;2;1;06;3;05;1105,82946094444
5468984;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1447,92098410973
5468986;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;3;05;1195,30537084732
5468988;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;967,503620401465
5468989;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;06;2;05;1618,48631701154
5468991;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;1,3;05;886,26545160041
5468992;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;876,789672359364
5468992;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;876,789672359364
5468993;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;3;05;1036,35554948687
5468994;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;1;48;908000;2;1;06; ;05;1105,82946094444
5468996;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;800,262187059961
5468996;1;5;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;800,262187059961
5468998;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908526;2;1;06;3;05;1261,61740773168
5469000;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;3;05;1192,30596205494
5469001;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1030,44729053113
5469005;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;4;05;876,789672359364
5469005;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;876,789672359364
5469007;1;2;1;80;05;1;1;9;PANDEMIA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;2;05;868,789625377441
5469007;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;868,789625377441
5469008;1;1;1;80;05;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;4;05;1057,30402107226
5469008;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1057,30402107226
5469009;1;1;1;80;05;1;1;9;CAMBIO DE PAIS;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;4;05;1214,96984967222
5469010;1;4;1;80;05;1;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;4;05;1126,30469595979
5469012;1;2;1;80;05;1;1;9;CAMBIO DE DOMICILIO;2; ; ;2; ;2; ;2; ;2; ;908000;2;1;06;1,3;05;1025,35609371257
5469014;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;2; ;800000;2;1;06; ;05;2103,14112765142
5469015;1;2;1;80;05;1;1;9;DESEABA DESCANSAR DICE QUE YA SE CUMPLIO EL CICLO DE TRABAJAR;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;4;05;1028,82873907499
5469015;1;3;1;80;05;1;1;9;NO LO VOLVIERON A LLAMAR MAS POR LA PANDEMIA;2; ; ;2; ;2; ;2; ;1;24;908526;2;1;06;1,3;05;1028,82873907499
5469016;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1195,77860741736
5469018;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;786,224470119384
5469019;1;2;1;80;05;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;3;05;1363,06303445538
5469020;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;869,262861947487
5469020;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;869,262861947487
5469021;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;1;48;908000;2;1;06; ;05;865,316980015017
5469021;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;865,316980015017
5469022;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1451,39362947216
5469022;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1451,39362947216
5469023;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;2;05;1249,43378469739
5469023;1;2;1;80;05;1;1;4; ;2; ; ;9; ;1; ;2; ;1;48;908500;2;1;06;2;05;1249,43378469739
5469023;1;3;1;80;05;1;1;8; ;2; ; ;4; ;2; ;2; ;1;48;908500;2;1;06;4;05;1249,43378469739
5469025;1;2;1;80;05;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1028,35550250495
5469026;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1036,35554948687
5469028;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1028,82873907499
5469030;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1115,4480593825
5469034;1;3;1;80;05;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;2;05;1044,21277727178
5469034;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1044,21277727178
5469036;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;805,826620448569
5469036;2;2;2;80;05;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;3;05;805,826620448569
5469036;2;3;2;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;805,826620448569
5469037;1;1;1;80;05;1;1;1; ;1; ;1;4; ;2; ;2; ;2; ;909000;2;1;06;2;05;1407,61880448865
5469040;1;1;1;80;05;1;1;9;MIEDO A CONTAGIARSE DE COVID;2; ; ;12;MIEDO A CONTAGIARSE DE COVID;2; ;2; ; ; ; ;2;1;06;1,2;05;1115,4480593825
5469041;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1115,4480593825
5469044;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1115,4480593825
5469046;1;1;1;80;05;1;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;4;05;799,788950489915
5469046;1;3;1;80;05;1;1;8; ;1; ;1;2; ;2; ;2; ;2; ;908526;2;1;06;2;05;799,788950489915
5469047;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;4;05;1338,61812960113
5469047;1;2;1;80;05;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;3;05;1338,61812960113
5469048;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;4;05;1179,05225247362
5469048;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;1;98; ; ; ;2;1;06;1,1;05;1179,05225247362
5469049;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;4;05;1338,61812960113
5469049;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1338,61812960113
5469051;1;1;1;80;05;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;4;05;1115,4480593825
5469052;1;1;1;80;05;1;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469052;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1338,61812960113
5469054;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1561,78819981975
5469054;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1561,78819981975
5469055;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;1,3;05;1091,95969559606
5469057;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;3;05;1179,05225247362
5469058;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469059;1;1;1;80;05;1;1;7; ;2; ; ;9; ;2; ;2; ;1;48;2000000;2;1;06;4;05;1036,35554948687
5469060;1;2;1;80;05;1;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;4;05;1259,52561970549
5469061;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1451,53644866917
5469063;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;3;05;1858,71730086955
5469064;1;1;1;80;05;1;1;9;POR LA EDAD;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;3;05;1338,61812960113
5469064;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469066;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;946,263583816937
5469068;1;2;1;80;05;1;1;9;PANDEMIA;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;2;05;1664,61468387969
5469069;1;5;1;80;05;1;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;1,1;05;1425,04867609036
5469069;1;6;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1425,04867609036
5469070;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;868,789625377441
5469072;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;869,262861947487
5469072;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;869,262861947487
5469076;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;789,697115481808
5469078;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469081;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1105,5241759666
5469090;1;2;1;80;05;1;1;8; ;2; ; ;8; ;2; ;2; ;2; ;908526;2;1;06;3;05;1168,96041746551
5469090;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1168,96041746551
5469091;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1168,96041746551
5469093;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;869,262861947487
5469093;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;869,262861947487
5469095;1;2;1;80;05;1;1;6; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;3;05;1028,35550250495
5469096;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;947,882135273074
5469097;1;1;1;80;05;1;1;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1328,52629459302
5469097;1;2;1;80;05;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;06;4;05;1328,52629459302
5469101;1;2;1;80;05;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;3;05;1038,44733751305
5469103;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1338,61812960113
5469104;1;2;1;80;05;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469106;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1269,6174547136
5469106;1;3;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1269,6174547136
5469107;1;1;1;80;05;1;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469107;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1338,61812960113
5469108;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;949,262992609315
5469109;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;967,354874599344
5469110;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;717,697031801903
5469110;1;5;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;717,697031801903
5469111;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1102,05153060417
5469111;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1102,05153060417
5469112;1;1;1;80;05;1;1;3; ;2; ; ;9; ;1;2;2; ; ; ; ;1;1;06;4;05;1206,34367899552
5469112;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;1;24;450000;2;1;06; ;05;1206,34367899552
5469113;1;2;1;80;05;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ;908526;2;1;06;2;05;1195,30537084732
5469114;1;4;1;80;05;1;1;9;CAMBIO DE RESIDENCIA DE PAIS;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;06;1,2;05;1259,38280050848
5469115;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1046,44738449498
5469117;1;1;1;80;05;1;1;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;3;05;1183,47137097614
5469117;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1183,47137097614
5469117;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1183,47137097614
5469118;1;1;1;80;05;1;1;3; ;2; ; ;8; ;2; ;2; ;2; ;908000;2;1;06;4;05;1115,4480593825
5469120;1;1;1;80;05;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA;3; ;2; ;2; ;1200000;3;1;06;1,2;05;1184,61668586223
5469120;1;2;1;80;05;1;1;2; ;2; ; ;9; ;2;2;2; ;1;24;908526;1;1;06;4;05;1184,61668586223
5469122;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1115,4480593825
5469123;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1283,97052455974
5469124;1;3;1;80;05;1;1;7; ;2; ; ;7; ;2; ;2; ;1;48;908000;2;1;06;2;05;1035,73949371981
5469129;1;3;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;4;05;961,446615643605
5469131;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1028,82873907499
5469132;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1174,52485085412
5469134;1;1;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1024,88285714252
5469136;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;3;05;951,354780635499
5469136;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;951,354780635499
5469137;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;786,224470119384
5469137;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;786,224470119384
5469139;1;2;1;80;05;1;1;9;POR LA PANDEMIA;2; ; ;4; ;2; ;2; ;1;48;600000;2;1;06;2;05;787,170943259476
5469139;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;787,170943259476
5469139;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;787,170943259476
5469139;1;5;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ;2; ;908526; ;1;06; ;05;787,170943259476
5469143;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;3;05;1259,99885627554
5469143;1;2;1;80;05;1;1;3; ;2; ; ;11; ;1; ;2; ; ; ; ;2;1;06;3;05;1259,99885627554
5469143;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1259,99885627554
5469143;1;4;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1259,99885627554
5469144;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1118,77788554791
5469144;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1118,77788554791
5469145;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1444,0096382573
5469149;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;869,736098517533
5469149;1;3;1;80;05;1;1;8; ;2; ; ;12;PANDEMIA;2; ;2; ;1;48;908526;2;1;06;3;05;869,736098517533
5469149;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;869,736098517533
5469149;1;5;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;869,736098517533
5469150;1;1;1;80;05;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;4;05;1038,44733751305
5469153;1;2;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1105,82946094444
5469154;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1028,82873907499
5469155;1;2;1;80;05;1;1;9;POR LA PANDEMIA DEL COVID 19;2; ; ;1; ;2; ;2; ; ; ; ;2;1;06;1,4;05;1259,52561970549
5469155;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1259,52561970549
5469156;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1038,44733751305
5469158;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1338,61812960113
5469158;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469159;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;3;05;1338,61812960113
5469159;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1338,61812960113
5469160;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1252,47204586366
5469160;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1252,47204586366
5469163;1;3;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1028,82873907499
5469164;1;1;1;80;05;1;1;1; ;2; ; ;9; ;2; ;2; ;1;30;1800000;2;1;06;3;05;1785,43618535391
5469164;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1785,43618535391
5469166;1;1;1;80;05;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;06;4;05;1407,61880448865
5469169;1;6;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;2;05;1877,43116523175
5469171;1;4;1;80;05;1;2; ; ; ;1;1;12;PORQUE EL NIÑO ESTABA HOSPITALIZADO;2; ;2; ; ; ;908526;2;1;06; ;05;1361,91771956929
5469173;1;1;1;80;05;1;1;5; ;2; ; ;8; ;3; ;2; ;1;48;1400000;3;1;06;1,1;05;1120,90821416338
5469173;1;3;1;80;05;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;4;05;1120,90821416338
5469173;1;5;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1120,90821416338
5469174;1;2;1;80;05;1;1;7; ;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;06;4;05;1858,71730086955
5469177;1;4;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1029,30197564504
5469180;1;1;1;80;05;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;4;05;1038,44733751305
5469183;1;2;1;80;05;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1338,61812960113
5469186;1;2;1;80;05;1;1;8; ;1; ;2;9; ;2; ;2; ;2; ;908526;2;1;06;4;05;1035,73949371981
5469186;1;3;1;80;05;1;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06; ;05;1035,73949371981
5469188;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;959,828064187467
5469189;1;1;1;80;05;1;1;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;2;05;1259,52561970549
5469189;1;2;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1259,52561970549
5469192;1;1;1;80;05;1;1;8; ;2; ; ;12;AISLARSE PARA EVITAR COVID;3; ;2; ;2; ;908526;3;1;06;2;05;1302,06240654977
5469192;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1302,06240654977
5469193;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;4;05;1259,99885627554
5469195;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;06;4;05;1630,78887470728
5469195;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1630,78887470728
5469197;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;4;05;1115,4480593825
5469200;1;1;1;80;05;1;1;5; ;1; ;4;10; ;3; ;2; ;1;48;908526;3;1;06;4;05;1425,04867609036
5469200;1;2;1;80;05;1;1;6; ;2; ; ;6; ;2; ;2; ;1;48;908526;2;1;06;3;05;1425,04867609036
5469200;1;5;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ;1;24;908526;2;1;06; ;05;1425,04867609036
5469200;1;6;1;80;05;1;2; ; ; ;1;1;6; ;2; ;2; ;1;24;908526;2;1;06; ;05;1425,04867609036
5469203;1;2;1;80;05;1;1;1; ;2; ; ;12;PROBLEMAS DE DROGADICCION;2; ;2; ; ; ; ;2;1;06;4;05;1029,30197564504
5469203;1;4;1;80;05;1;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06; ;05;1029,30197564504
5469210;1;2;1;80;05;1;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;3;05;1103,43238794041
