DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;INI;DPTO;fex_c_2011
448237;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;739,093902406865
448237;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;739,093902406865
448238;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;911,251330201218
448238;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;911,251330201218
448238;1;6;05;80;1;4;4; ;3; ; ; ; ; ;1;05;911,251330201218
448238;1;7;05;80;1;4;3; ;2; ; ; ; ; ;1;05;911,251330201218
448240;1;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;556,396839598537
448240;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;556,396839598537
448240;1;4;05;80;1;1;7; ;2; ; ; ; ; ;1;05;556,396839598537
448240;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;556,396839598537
448241;1;2;05;80;1;4;6; ;2; ; ; ; ; ;1;05;787,405679947542
448241;1;3;05;80;1;1;1; ;2; ; ; ; ; ;1;05;787,405679947542
448241;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;787,405679947542
448242;1;1;05;80;1;4;5; ;2; ; ; ; ; ;1;05;692,313945092825
448243;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;696,613276110001
448243;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;696,613276110001
448244;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;643,261648796808
448246;1;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;832,237057599473
448247;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;785,940310750298
448249;1;1;05;80;1;2;6; ;2; ; ; ; ; ;1;05;955,162111812798
448250;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;769,518596879617
448251;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;971,475888059982
448251;1;2;05;80;1;3;3; ;2; ; ; ; ; ;1;05;971,475888059982
448252;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;690,034119053463
448252;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;690,034119053463
448254;1;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;634,302014551968
448255;1;1;05;80;1;1;1; ;2; ; ; ; ; ;1;05;556,790814752294
448255;3;1;05;80;1;1;1; ;2; ; ; ; ; ;1;05;556,790814752294
448255;4;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;556,790814752294
448256;1;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;774,225127058616
448258;1;2;05;80;1;2;7; ;2; ; ; ; ; ;1;05;960,008614601931
448259;1;1;05;80;1;1;7; ;2; ; ; ; ; ;1;05;806,065467192563
448259;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;806,065467192563
448259;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;806,065467192563
448262;1;3;05;80;1;1;7; ;2; ; ; ; ; ;1;05;844,882564729309
448262;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;844,882564729309
448265;1;2;05;80;1;2;5; ;2; ; ; ; ; ;1;05;890,542312145146
448269;1;2;05;80;1;3;7; ;2; ; ; ; ; ;1;05;657,25364575678
448269;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;657,25364575678
448270;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;710,713411276299
448272;1;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;625,342380307127
448273;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;829,957231560111
448274;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;711,259569285278
448278;1;1;05;80;1;1;5; ;3; ; ; ; ; ;1;05;578,016264984109
448278;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;578,016264984109
448278;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;578,016264984109
448279;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;739,093902406865
448279;1;2;05;80;1;4;4; ;3; ; ; ; ; ;1;05;739,093902406865
448279;1;4;05;80;1;1;7; ;2; ; ; ; ; ;1;05;739,093902406865
448280;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;856,040108547773
448281;1;1;05;80;1;1;7; ;2; ; ; ; ; ;1;05;653,247638744421
448281;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;653,247638744421
448283;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;783,399672935182
448284;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;759,285509878522
448286;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;793,170751251068
448291;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;555,370483895765
448291;1;3;05;80;1;4;3; ;3; ; ; ; ; ;1;05;555,370483895765
448291;1;4;05;80;1;4;5; ;2; ; ; ; ; ;1;05;555,370483895765
448291;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;555,370483895765
448292;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;962,058216502089
448292;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;962,058216502089
448298;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;879,017014913513
448298;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;879,017014913513
448299;1;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;884,883597650549
448299;1;5;05;80;1;4;2; ;2; ; ; ; ; ;1;05;884,883597650549
448299;1;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;884,883597650549
448299;1;8;05;80;1;2;0; ;2; ; ; ; ; ;1;05;884,883597650549
448304;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;946,203491330937
448307;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;902,916266338446
448307;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;902,916266338446
448308;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;711,259569285278
448310;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;800,267347828448
448311;1;2;05;80;1;1;3; ;2; ; ; ; ; ;1;05;824,129714521011
448314;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;787,913498967613
448314;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;787,913498967613
448314;1;7;05;80;2; ; ; ; ; ; ; ; ; ;1;05;787,913498967613
448315;1;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;738,797394419306
448317;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;768,33897482064
448318;1;1;05;80;1;4;0; ;2; ; ; ; ; ;1;05;770,072642851023
448318;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;770,072642851023
448319;1;1;05;80;1;4;2; ;3; ; ; ; ; ;1;05;804,625123166996
448322;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;516,31775465706
448322;1;3;05;80;1;3;6; ;1;2;2; ;2; ;1;05;516,31775465706
448323;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;906,132984015416
448323;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;906,132984015416
448324;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;825,114812985461
448327;1;2;05;80;1;1;3; ;2; ; ; ; ; ;1;05;717,939377490757
448327;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;717,939377490757
448328;1;2;05;80;1;3;2; ;2; ; ; ; ; ;1;05;768,33897482064
448328;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;768,33897482064
448329;1;1;05;80;1;4;8;MATARON AL PATRON;2; ; ; ; ; ;1;05;711,259569285278
448329;1;3;05;80;1;1;8;POR ESTUDIO;2; ; ; ; ; ;1;05;711,259569285278
448332;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;722,713941201206
448333;1;2;05;80;1;4;8;por pereza;2; ; ; ; ; ;1;05;662,207272989261
448338;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;653,247638744421
448340;1;4;05;80;1;4;1; ;2; ; ; ; ; ;1;05;640,903410384356
448340;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;640,903410384356
448344;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;1057,86756473057
448344;1;7;05;80;1;4;8;EDAD;2; ; ; ; ; ;1;05;1057,86756473057
448345;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;690,034119053463
448345;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;690,034119053463
448347;1;1;05;80;1;1;1; ;2; ; ; ; ; ;1;05;659,927446949899
448347;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;659,927446949899
448347;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;659,927446949899
448352;1;2;05;80;1;1;2; ;2; ; ; ; ; ;1;05;714,333051292143
448352;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;714,333051292143
448353;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;801,119448117324
448354;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;841,411603476039
448356;1;1;05;80;1;4;8;EDAD;2; ; ; ; ; ;1;05;983,06838401307
448356;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;983,06838401307
448356;1;6;05;80;1;3;6; ;2; ; ; ; ; ;1;05;983,06838401307
448357;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;757,698688657723
448359;1;1;05;80;1;4;4; ;3; ; ; ; ; ;1;05;893,956632093606
448359;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;893,956632093606
448361;1;1;05;80;2; ; ; ; ; ; ; ; ; ;1;05;530,00549218448
448361;2;1;05;80;1;4;2; ;2; ; ; ; ; ;1;05;530,00549218448
448361;2;6;05;80;2; ; ; ; ; ; ; ; ; ;1;05;530,00549218448
448361;2;7;05;80;1;4;3; ;2; ; ; ; ; ;1;05;530,00549218448
448372;1;1;05;80;1;3;7; ;2; ; ; ; ; ;1;05;878,084489908018
448372;1;2;05;80;1;3;7; ;2; ; ; ; ; ;1;05;878,084489908018
448372;1;3;05;80;1;2;8;LA FABRICA CAMBIO DE SEDE A OTRA CIUDAD;2; ; ; ; ; ;1;05;878,084489908018
448373;1;1;05;80;1;3;4; ;3; ; ; ; ; ;1;05;801,119448117324
448373;1;3;05;80;2; ; ; ; ; ; ; ; ; ;1;05;801,119448117324
448374;1;2;05;80;1;4;3; ;2; ; ; ; ; ;1;05;671,088494861011
448374;1;3;05;80;1;1;3; ;2; ; ; ; ; ;1;05;671,088494861011
448374;1;4;05;80;1;1;5; ;2; ; ; ; ; ;1;05;671,088494861011
448375;1;2;05;80;1;4;2; ;2; ; ; ; ; ;1;05;816,051457140175
448376;1;2;05;80;1;1;7; ;2; ; ; ; ; ;1;05;603,805817966954
448376;1;5;05;80;2; ; ; ; ; ; ; ; ; ;1;05;603,805817966954
448376;1;7;05;80;2; ; ; ; ; ; ; ; ; ;1;05;603,805817966954
448377;1;1;05;80;1;4;6; ;3; ; ; ; ; ;1;05;908,472032483737
448377;1;2;05;80;1;3;3; ;3; ; ; ; ; ;1;05;908,472032483737
448377;1;4;05;80;2; ; ; ; ; ; ; ; ; ;1;05;908,472032483737
448377;1;6;05;80;1;4;0; ;2; ; ; ; ; ;1;05;908,472032483737
448377;1;10;05;80;2; ; ; ; ; ; ; ; ; ;1;05;908,472032483737
448377;1;11;05;80;2; ; ; ; ; ; ; ; ; ;1;05;908,472032483737
448379;1;2;05;80;2; ; ; ; ; ; ; ; ; ;1;05;758,039526599318
