DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6080;P6080S1;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6040;DPTO;fex_c_2011
448078;1;1;05;10;1;1;1;12;1955;1;6; ;2; ;6;1; ; ;1;1;97000;2;1;2; ; ; ; ; ; ; ; ;6;5;4;51;05;820,186153244225
448078;1;2;05;10;2;2;1;10;1963;2;6; ;2; ;6;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;4;8; ;43;05;820,186153244225
448078;1;3;05;10;3;1;1;11;1987;3;6; ;2; ;5;1; ; ;1;5; ;1;1;1;2;2; ; ;1;39000;2; ;6;0;2;19;05;820,186153244225
448078;1;4;05;10;4;1;1;11;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;9; ;15;05;820,186153244225
448078;1;5;05;10;2;1;1;4;2006;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;820,186153244225
448079;1;1;05;10;1;1;1;9;1973;1;6; ;2; ;2;1; ; ;1;1;58000;2;1;2; ; ; ; ;2; ;2; ;6;3;3;34;05;765,265492813775
448079;1;2;05;10;2;2;1;1;1978;2;6; ;2; ;2;1; ; ;1;3;138000;2;1;2; ; ; ; ;2; ;2; ;6;5;4;29;05;765,265492813775
448080;1;1;05;10;1;2;1;6;1949;1;6; ;2; ;3;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;1;0; ;58;05;910,956318305914
448080;1;2;05;10;1;1;1;12;1997;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;100;1500;2; ;2; ;3;3; ;9;05;910,956318305914
448080;1;3;05;10;1;1;1;7;2006;5;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;05;910,956318305914
448081;1;1;05;10;1;2;1;12;1978;1;6; ;2; ;6;1; ; ;1;1;32000;2;1;2; ; ; ; ;2; ;2; ;6;5;4;28;05;707,253562272918
448082;1;1;05;10;1;2;1;12;1969;1;5; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;37;05;729,393749406684
448082;1;2;05;10;1;2;1;12;1987;3;6; ;2; ;5;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;2;19;05;729,393749406684
448082;1;3;05;10;1;1;1;8;1992;3;5; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;50;700;2; ;2; ;4;8; ;15;05;729,393749406684
448082;1;4;05;10;1;1;1;10;1997;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;50;700;2; ;2; ;3;3; ;9;05;729,393749406684
448083;1;1;05;10;1;2;1;5;1947;1;6; ;2; ;4;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;1;0; ;60;05;730,308857397744
448083;1;2;05;10;2;2;1;12;1974;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ;32;05;730,308857397744
448083;1;3;05;10;3;2;1;11;1983;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ;23;05;730,308857397744
448083;1;4;05;10;2;1;1;5;1992;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;50;1500;2; ;2; ;4;8; ;15;05;730,308857397744
448083;1;5;05;10;5;2;1;4;2000;4;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;100;1500;2; ;2; ;3;1; ;7;05;730,308857397744
448083;1;6;05;10;3;2;1;8;2004;4;6; ;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;3;05;730,308857397744
448083;1;7;05;10;2;2;1;1;1997;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;50;1500;2; ;2; ;3;4; ;10;05;730,308857397744
448084;1;1;05;10;1;2;1;4;1956;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;51;05;629,348387319487
448084;1;2;05;10;3;2;1;10;1981;3;6; ;2; ;5;1; ; ;1;1;17348;2;1;2; ; ; ; ;2; ;2; ;5;11;3;25;05;629,348387319487
448084;1;3;05;10;3;1;1;11;1979;3;6; ;2; ;1;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;2;3;27;05;629,348387319487
448084;1;4;05;10;3;2;1;12;1988;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;18;05;629,348387319487
448085;1;1;05;10;1;1;1;4;1966;1;6; ;2; ;6;1; ; ;1;1;28000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;41;05;862,637053707853
448085;1;2;05;10;2;2;1;11;1968;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;38;05;862,637053707853
448085;1;3;05;10;2;1;1;1;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ;11;05;862,637053707853
448086;1;1;05;10;1;1;1;10;1937;1;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;3;3; ;69;05;821,005084372656
448086;1;2;05;10;2;2;1;11;1937;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;69;05;821,005084372656
448086;1;3;05;10;2;2;1;12;1966;3;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;40;05;821,005084372656
448087;1;1;05;10;1;1;1;1;1969;1;6; ;2; ;6;1; ; ;1;1;17348;2;1;2; ; ; ; ; ; ; ; ;4;8; ;38;05;657,25364575678
448087;1;2;05;10;2;2;1;5;1967;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;40;05;657,25364575678
448087;1;3;05;10;3;2;1;4;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;16;05;657,25364575678
448087;1;4;05;10;2;2;1;9;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;13;05;657,25364575678
448088;1;1;05;10;1;2;1;12;1962;1;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;3;44;05;719,208266151533
448088;1;2;05;10;2;1;1;7;1973;2;6; ;2; ;6;1; ; ;1;1;25000;2;1;2; ; ; ; ;2; ;2; ;4;7; ;34;05;719,208266151533
448088;1;3;05;10;3;1;1;2;1988;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;6;1;2;19;05;719,208266151533
448088;1;4;05;10;1;2;1;11;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;3;0; ;6;05;719,208266151533
448088;1;5;05;10;5;2;1;11;1970;6;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;36;05;719,208266151533
448089;1;1;05;10;1;1;1;1;1960;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;47;05;844,485085482904
448089;1;2;05;10;2;2;1;8;1965;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;42;05;844,485085482904
448089;1;3;05;10;3;2;1;8;1987;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;20;05;844,485085482904
448089;1;4;05;10;4;1;1;9;1990;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1;16;05;844,485085482904
448089;1;5;05;10;2;1;1;6;1997;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;2000;2; ;2; ;3;3; ;10;05;844,485085482904
448089;1;6;05;10;2;2;1;6;2000;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;100;1200;2; ;2; ;3;0; ;7;05;844,485085482904
448090;1;1;05;10;1;1;1;11;1974;1;6; ;2; ;6;1; ; ;1;1;22000;2;1;2; ; ; ; ;2; ;2; ;4;6; ;32;05;841,411603476039
448090;1;2;05;10;2;2;1;4;1973;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;34;05;841,411603476039
448090;1;3;05;10;3;1;1;3;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;200;1000;2; ;2; ;4;6; ;12;05;841,411603476039
448090;1;4;05;10;2;1;1;8;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;200;2000;2; ;2; ;3;4; ;11;05;841,411603476039
448091;1;1;05;10;1;2;1;12;1959;1;6; ;2; ;3;1; ; ;2;2;54300;2;1;2; ; ; ; ; ; ; ; ;4;7; ;47;05;768,33897482064
448091;1;2;05;10;2;1;1;3;1981;3;6; ;2; ;2;1; ; ;2;1;35000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;26;05;768,33897482064
448091;1;3;05;10;3;2;1;2;1983;9;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;24;05;768,33897482064
448091;1;4;05;10;3;2;1;6;2003;4;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;4;05;768,33897482064
448093;1;1;05;10;1;2;1;3;1945;1;6; ;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;1;0; ;62;05;716,213196517758
448095;1;1;05;10;1;1;1;12;1959;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;47;05;802,051973122818
448095;1;2;05;10;2;2;1;9;1962;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;44;05;802,051973122818
448095;1;3;05;10;3;1;1;11;1989;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;17;05;802,051973122818
448095;1;4;05;10;4;1;1;9;1972;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ;34;05;802,051973122818
448096;1;1;05;10;1;2;1;11;1922;1;6; ;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;84;05;731,774226594987
448096;1;2;05;10;2;1;1;10;1960;3;6; ;2; ;5;1; ; ;2;1;60000;2;1;2; ; ; ; ; ; ; ; ;6;5;4;46;05;731,774226594987
448096;1;3;05;10;3;1;1;4;1987;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;6;0;2;20;05;731,774226594987
448096;1;4;05;10;4;1;1;6;1992;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ;15;05;731,774226594987
448097;1;1;05;10;1;1;1;9;1938;1;6; ;2; ;6;1; ; ;1;2;89500;2;1;2; ; ; ; ; ; ; ; ;3;5; ;68;05;827,684892578135
448097;1;2;05;10;2;2;1;5;1944;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;63;05;827,684892578135
448097;1;3;05;10;3;2;1;2;1983;3;6; ;2; ;5;2;1;6; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;3;3;24;05;827,684892578135
448097;1;4;05;10;4;1;1;1;1988;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;6;1;2;19;05;827,684892578135
448098;1;1;05;10;1;1;1;7;1965;1;6; ;2; ;6;1; ; ;1;1;20000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;42;05;822,344898349138
448098;1;2;05;10;2;2;1;2;1968;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;39;05;822,344898349138
448098;1;3;05;10;2;2;1;1;2001;3;6; ;2; ; ;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;3;0; ;6;05;822,344898349138
448099;1;1;05;10;1;1;1;9;1961;1;6; ;2; ;2;1; ; ;1;1;30000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;46;05;808,631130179356
448099;1;2;05;10;2;2;1;8;1962;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;45;05;808,631130179356
448099;1;3;05;10;2;2;1;1;1993;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;8; ;14;05;808,631130179356
448099;1;4;05;10;2;1;1;5;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;100;2000;2; ;2; ;3;4; ;11;05;808,631130179356
448100;1;1;05;10;1;2;1;7;1983;1;6; ;2; ;5;1; ; ;1;1;17300;2;1;2; ; ; ; ;2; ;2; ;5;11;2;24;05;681,152897181714
448100;1;2;05;10;1;2;1;12;1986;5;6; ;2; ;5;1; ; ;1;3;54200;2;1;1;1;2; ; ;2; ;2; ;6;0;2;20;05;681,152897181714
448101;1;1;05;10;1;1;1;11;1931;1;6; ;2; ;4;1; ; ;1;2;54200;2;1;2; ; ; ; ; ; ; ; ;3;3; ;75;05;1107,3520540694
448101;1;2;05;10;2;1;1;1;1956;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;51;05;1107,3520540694
448101;1;3;05;10;3;1;1;8;1964;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;43;05;1107,3520540694
448101;1;4;05;10;4;2;1;10;1967;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;39;05;1107,3520540694
448101;1;5;05;10;4;1;1;12;1997;4;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;1500;2; ;2; ;3;3; ;9;05;1107,3520540694
448102;1;1;05;10;1;1;1;9;1948;1;6; ;2; ;6;1; ; ;1;1;25000;2;1;2; ; ; ; ; ; ; ; ;3;4; ;58;05;776,274357869666
448102;1;2;05;10;2;2;1;7;1954;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;53;05;776,274357869666
448102;1;3;05;10;3;1;1;5;1986;3;6; ;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;21;05;776,274357869666
448102;1;4;05;10;4;1;1;11;1987;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;6;2;2;19;05;776,274357869666
448102;1;5;05;10;2;1;1;6;1990;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1;17;05;776,274357869666
448102;1;6;05;10;2;2;1;10;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;5;10;1;15;05;776,274357869666
448103;1;1;05;10;1;1;1;9;1958;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;48;05;744,040042581961
448103;1;2;05;10;2;2;1;6;1968;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;39;05;744,040042581961
448103;1;3;05;10;3;1;1;7;1990;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;20;1000;2; ;2; ;5;10;1;17;05;744,040042581961
448104;1;1;05;10;1;1;1;2;1970;1;6; ;2; ;2;1; ; ;1;1;20000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;37;05;919,716459243216
448104;1;2;05;10;2;2;1;10;1969;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;37;05;919,716459243216
448104;1;3;05;10;2;2;1;4;2001;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;100;2000;2; ;2; ;3;0; ;6;05;919,716459243216
448104;1;4;05;10;2;1;1;9;2004;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;919,716459243216
448105;1;1;05;10;1;2;1;4;1976;1;6; ;2; ;5;1; ; ;1;1;17300;2;1;2; ; ; ; ;2; ;2; ;5;11;2;31;05;1091,77323588863
448105;1;2;05;10;1;2;1;10;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;100;2000;2; ;2; ;3;4; ;10;05;1091,77323588863
448105;1;3;05;10;1;1;1;4;1998;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;100;2000;2; ;2; ;3;2; ;9;05;1091,77323588863
448105;1;4;05;10;4;2;1;12;1982;5;6; ;2; ;3;2;1;10; ; ; ; ;1;1;2;2; ; ;2; ;2; ;5;11;2;24;05;1091,77323588863
448105;1;5;05;10;1;1;1;2;2005;5;6; ;2; ; ;2;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;05;1091,77323588863
448105;1;6;05;10;6;1;1;12;1942;5;6; ;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;64;05;1091,77323588863
448106;1;1;05;10;1;1;1;1;1975;1;6; ;2; ;1;1; ; ;1;1;17300;2;1;2; ; ; ; ;2; ;2; ;4;8; ;32;05;919,716459243216
448106;1;2;05;10;2;2;1;6;1982;2;6; ;2; ;1;2;1;36; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;9; ;25;05;919,716459243216
