DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;CLASE;DPTO;fex_c_2011
487261;1;4;10;4;1;1;8;1983;24;3;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ;2;19;1501,68824053707
487261;1;5;10;5;2;1;4;1989;18;5;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ;2;19;1501,68824053707
487262;1;1;10;1;2;1;7;1962;45;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;676,003315874712
487262;1;2;10;2;1;1;10;1984;22;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;3; ;2;19;676,003315874712
487264;1;1;10;1;1;1;8;1951;56;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;2;19;1208,74711476431
487266;1;1;10;1;2;1;3;1923;84;1;6; ;2; ;4;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;589,776689714619
487266;1;2;10;2;2;1;9;1967;40;3;6; ;2; ;3;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;4;9; ;2;19;589,776689714619
487266;1;3;10;3;1;1;11;1988;18;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;19;589,776689714619
487266;1;4;10;4;1;1;6;1993;14;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;2;19;589,776689714619
487267;1;1;10;1;1;1;6;1967;40;1;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;1228,8392764178
487267;1;2;10;2;2;1;5;1981;26;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1228,8392764178
487267;1;3;10;3;1;1;8;1996;11;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;2500;2; ;2; ;3;4; ;2;19;1228,8392764178
487267;1;4;10;2;1;1;12;1998;8;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;100;2500;2; ;2; ;3;1; ;2;19;1228,8392764178
487267;1;5;10;2;2;1;6;2007;0;3;6; ;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;1228,8392764178
487268;1;1;10;1;1;1;1;1941;66;1;6; ;2; ;4;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;789,823498888635
487268;1;2;10;2;2;1;8;1972;35;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;789,823498888635
487268;1;3;10;3;1;1;6;1974;33;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ;2;19;789,823498888635
487268;1;4;10;4;1;1;11;1976;30;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ;2;19;789,823498888635
487268;1;5;10;5;1;1;2;1979;28;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ;2;19;789,823498888635
487268;2;1;10;1;1;1;6;1966;41;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;789,823498888635
487268;2;2;10;2;2;1;5;1965;42;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;2;19;789,823498888635
487268;2;3;10;3;2;1;12;1990;16;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ;2;19;789,823498888635
487268;2;4;10;4;2;1;4;1993;14;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ;2;19;789,823498888635
487269;1;1;10;1;1;1;12;1936;70;1;6; ;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;1125,77497415755
487269;1;2;10;2;2;1;5;1934;73;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;1125,77497415755
487269;2;1;10;1;1;1;3;1967;40;1;6; ;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;1125,77497415755
487269;2;2;10;2;2;1;3;1975;32;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;3; ;2;19;1125,77497415755
487269;2;3;10;3;1;1;4;1988;19;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1125,77497415755
487269;2;4;10;4;2;1;9;1994;13;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;2500;2; ;2; ;4;6; ;2;19;1125,77497415755
487269;2;5;10;5;1;1;8;1996;11;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;2500;2; ;2; ;3;4; ;2;19;1125,77497415755
487269;2;6;10;2;1;1;6;2002;5;3;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;1125,77497415755
487270;1;1;10;1;2;1;5;1969;38;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;485,734079342873
487270;1;2;10;2;2;1;4;1993;14;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ;2;19;485,734079342873
487270;1;3;10;3;2;1;1;1967;40;9;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;485,734079342873
487271;1;1;10;1;1;1;5;1943;64;1;6; ;2; ;6;1; ; ;1;1;78000;2;1;2; ; ; ; ; ; ; ; ;4;7; ;2;19;1120,88751217204
487271;1;2;10;2;2;1;3;1945;62;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;2;19;1120,88751217204
487271;1;3;10;3;2;1;12;1982;24;3;6; ;2; ;5;2;1;36; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;12;1;2;19;1120,88751217204
487271;1;4;10;1;2;1;10;2003;3;4;6; ;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;1120,88751217204
487272;1;1;10;1;2;1;11;1956;50;1;6; ;2; ;4;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;974,722644239082
487272;1;2;10;2;1;1;3;1985;22;3;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;974,722644239082
487272;1;3;10;3;2;1;6;1987;20;3;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;974,722644239082
487272;1;4;10;4;1;1;11;1965;41;9;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;974,722644239082
487272;1;5;10;3;1;1;4;2005;2;4;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;974,722644239082
487273;1;1;10;1;1;1;8;1981;26;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1499,30956537481
487273;1;2;10;2;2;1;5;1985;22;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1499,30956537481
487273;1;3;10;1;2;1;4;2003;4;3;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;1499,30956537481
487274;1;1;10;1;1;1;4;1941;66;1;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;1208,74711476431
487275;1;1;10;1;2;1;6;1936;71;1;6; ;2; ;3;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;588,143713282447
487275;1;2;10;2;2;1;7;1969;38;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;2;19;588,143713282447
487275;1;3;10;3;1;1;5;1991;16;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ;2;19;588,143713282447
487275;1;4;10;4;2;1;12;1994;12;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ;2;19;588,143713282447
487275;1;5;10;1;2;1;11;2002;4;4;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;588,143713282447
487277;1;1;10;1;1;1;8;1979;28;1;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1186,06691887831
487277;1;2;10;2;2;1;7;1979;28;2;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1186,06691887831
487277;1;3;10;1;1;1;3;1999;8;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;1;200;2500;2; ;2; ;3;1; ;2;19;1186,06691887831
487277;1;4;10;1;2;1;4;2000;7;3;6; ;2; ; ;2;2; ; ; ; ; ;2;1;2;1;100;2500;2; ;2; ;3;0; ;2;19;1186,06691887831
487277;1;5;10;1;2;1;9;2003;4;3;6; ;2; ; ;2;2; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;1186,06691887831
487278;1;1;10;1;1;1;1;1955;52;1;6; ;2; ;5;1; ; ;1;1;16000;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;1500,94254180698
487278;1;2;10;2;1;1;4;1985;22;3;6; ;2; ;5;1; ; ;1;1;32000;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1500,94254180698
487279;1;1;10;1;1;1;1;1953;54;1;1;YANACONAS;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;570,560338452205
487279;1;2;10;2;2;1;7;1963;44;2;1;YANACONA;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;570,560338452205
487279;1;3;10;3;2;1;11;1988;18;3;1;YANACONA;2; ;5;1; ; ;3; ; ;2;1;1;1;1;700;2500;2; ;2; ;5;10;1;2;19;570,560338452205
487280;1;1;10;1;2;1;4;1960;47;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;2;19;485,734079342873
487280;1;2;10;2;2;2; ; ;73;9;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;485,734079342873
487284;1;1;10;1;2;1;6;1945;62;1;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;1225,36119957757
487284;1;2;10;2;1;2; ; ;30;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1225,36119957757
487284;1;3;10;3;1;1;7;1982;25;3;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1225,36119957757
487284;1;4;10;3;2;1;1;2004;3;4;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;1225,36119957757
487285;1;1;10;1;1;1;3;1978;29;1;6; ;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;5;11;2;2;19;1162,70534145646
487285;1;2;10;2;2;1;8;1976;31;2;6; ;2; ;2;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;4;7; ;2;19;1162,70534145646
487285;1;3;10;3;1;1;7;1996;11;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;4; ;2;19;1162,70534145646
487285;1;4;10;2;2;1;5;1998;9;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ;2;19;1162,70534145646
487286;1;1;10;1;1;1;2;1934;73;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;485,734079342873
487286;1;2;10;2;2;1;3;1938;69;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;485,734079342873
487286;1;3;10;3;1;1;8;1962;45;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;485,734079342873
487286;1;4;10;4;2;1;4;1969;38;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;2;19;485,734079342873
487286;1;5;10;5;2;1;3;1974;33;3;6; ;2; ;5;1; ; ;1;3;54300;2;1;2; ; ; ; ;2; ;2; ;6;2;3;2;19;485,734079342873
487286;1;6;10;3;1;1;5;1995;12;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;2;19;485,734079342873
487286;1;7;10;5;2;1;8;1999;8;4;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;2; ;2;19;485,734079342873
487286;1;8;10;3;1;1;12;2005;1;4;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;485,734079342873
487286;1;9;10;1;2;1;7;1943;64;5;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;485,734079342873
487288;1;1;10;1;2;1;7;1937;70;1;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;547,21316170012
487289;1;1;10;1;2;1;3;1954;53;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;485,734079342873
487289;1;2;10;2;2;1;9;1981;26;3;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;2;19;485,734079342873
487289;1;3;10;3;2;1;3;1990;17;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;485,734079342873
487289;1;4;10;4;2;1;1;1992;15;5;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;6; ;2;19;485,734079342873
487289;1;5;10;5;1;1;1;1951;56;5;6; ;2; ;5;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;485,734079342873
487291;1;1;10;1;1;1;11;1962;44;1;6; ;1;1;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;1545,80619557286
487291;1;2;10;2;1;1;9;1966;41;5;6; ;1;1;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;1545,80619557286
487291;1;3;10;3;1;1;9;1969;38;5;6; ;1;1;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;1545,80619557286
487292;1;1;10;1;2;1;4;1955;52;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;2;19;485,734079342873
487292;1;2;10;2;2;1;5;1980;27;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1;2;19;485,734079342873
487292;1;3;10;3;2;1;5;1980;27;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;9; ;2;19;485,734079342873
487292;1;4;10;3;2;1;7;1997;10;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ;2;19;485,734079342873
487292;1;5;10;2;2;1;1;2006;1;4;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;485,734079342873
487292;1;6;10;6;1;1;8;1950;57;9;6; ;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;3;2; ;2;19;485,734079342873
487294;1;1;10;1;1;1;1;1958;49;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;485,734079342873
487294;1;2;10;2;2;1;4;1968;39;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;485,734079342873
487294;1;3;10;3;2;1;10;1918;88;5;6; ;2; ;4;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;485,734079342873
487295;1;1;10;1;1;1;9;1941;66;1;6; ;2; ;6;1; ; ;1;3;54000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;975,938130074385
487295;1;2;10;2;2;1;6;1940;67;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;975,938130074385
487295;1;3;10;3;1;1;7;1969;38;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;2;19;975,938130074385
487296;1;1;10;1;1;1;3;1979;28;1;1;PAEZ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1270,18748705012
487296;1;2;10;2;2;1;10;1986;20;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1270,18748705012
487296;1;3;10;2;1;1;12;2005;1;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;1270,18748705012
487297;1;1;10;2;1;1;10;1930;76;1;6; ;2; ;6;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;784,49211777868
487297;1;2;10;2;2;1;10;1935;71;2;6; ;2; ;6;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;2;19;784,49211777868
487298;1;1;10;1;1;1;9;1931;76;1;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;2;19;784,49211777868
487298;1;2;10;2;2;1;1;1932;75;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;2;19;784,49211777868
487299;1;1;10;1;1;1;3;1986;21;1;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ;2;19;1350,42708109361
487299;1;2;10;2;2;1;6;1986;21;2;6; ;2; ;1;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1350,42708109361
487299;1;3;10;2;2;1;5;2007;0;3;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;19;1350,42708109361
487299;1;4;10;4;2;1;4;1969;38;9;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;1350,42708109361
487299;1;5;10;5;1;1;12;1982;24;9;1;GUAMBIANO;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ;2;19;1350,42708109361
487301;1;1;10;1;1;1;3;1949;58;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;913,282271953273
487301;1;2;10;2;2;1;1;1954;53;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;2;19;913,282271953273
487301;1;3;10;3;1;1;7;1984;23;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;5;12;2;2;19;913,282271953273
487302;1;1;10;1;1;2; ; ;40;1;6; ;2; ;6;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;636,694273413549
487302;1;2;10;2;2;1;1;1975;32;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;4; ;2;19;636,694273413549
487302;1;3;10;2;2;1;7;1997;10;3;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;636,694273413549
487302;1;4;10;2;1;1;8;2000;7;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;150;3000;2; ;2; ;3;0; ;2;19;636,694273413549
487303;1;1;10;1;2;1;8;1931;76;1;6; ;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;926,380913632975
487303;1;2;10;2;2;1;4;1990;17;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;70;3000;2; ;2; ;4;0; ;2;19;926,380913632975
487303;1;3;10;3;1;1;10;1991;15;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;70;3000;2; ;2; ;4;0; ;2;19;926,380913632975
487304;1;1;10;1;1;1;11;1934;72;1;6; ;2; ;6;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;485,734079342873
487304;1;2;10;2;2;1;5;1939;68;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;485,734079342873
487304;1;3;10;3;2;1;8;1962;45;3;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;485,734079342873
487304;1;4;10;4;1;1;1;1958;49;9;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ;2;19;485,734079342873
487305;1;1;10;1;2;1;7;1959;48;1;6; ;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;3;3; ;2;19;1055,17106780757
487305;1;2;10;2;1;1;10;1985;21;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;19;1055,17106780757
487305;1;3;10;3;2;1;7;1994;13;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;150;3000;2; ;2; ;4;0; ;2;19;1055,17106780757
487305;1;4;10;1;1;1;8;1997;10;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;3000;2; ;2; ;3;1; ;2;19;1055,17106780757
487306;1;1;10;1;1;1;2;1924;83;1;6; ;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;1253,14098142497
487306;1;2;10;2;1;1;4;1956;51;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;1253,14098142497
487306;1;3;10;3;2;1;4;1965;42;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;1253,14098142497
487306;1;4;10;4;2;1;11;1986;20;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;2; ;2;19;1253,14098142497
487306;1;5;10;5;1;1;3;1996;11;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;4000;2; ;2; ;3;3; ;2;19;1253,14098142497
487306;1;6;10;6;2;1;5;1997;10;4;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;100;4000;2; ;2; ;3;2; ;2;19;1253,14098142497
487306;1;7;10;4;1;1;6;2004;3;4;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;1253,14098142497
487307;1;1;10;1;2;1;1;1953;54;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;2;19;485,734079342873
487310;1;1;10;1;1;1;7;1950;57;1;6; ;2; ;4;1; ; ;1;1;33364;2;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;1546,77548558984
487310;1;2;10;2;1;1;1;1986;21;3;6; ;2; ;5;1; ; ;1;1;33364;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1546,77548558984
487311;1;1;10;1;2;1;5;1959;48;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;1003,97886950201
487311;1;2;10;2;1;1;7;1939;68;5;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;1003,97886950201
487311;1;3;10;3;1;1;7;1946;61;5;6; ;2; ;5;2;1;36; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;1003,97886950201
487311;1;4;10;4;1;1;8;1961;46;5;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;2;19;1003,97886950201
487312;1;1;10;1;1;1;7;1970;37;1;6; ;2; ;2;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;2;19;1794,35674913586
487312;1;2;10;2;2;1;7;1966;41;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;1794,35674913586
487312;1;3;10;3;2;1;10;1984;22;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ;2;19;1794,35674913586
487312;1;4;10;4;1;1;4;1995;12;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;3;3; ;2;19;1794,35674913586
487312;1;5;10;2;2;1;5;1998;9;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;1;200;2500;2; ;2; ;3;2; ;2;19;1794,35674913586
487312;1;6;10;2;2;1;8;2000;7;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;2500;2; ;2; ;3;0; ;2;19;1794,35674913586
487312;1;7;10;2;2;1;11;2003;3;3;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;2;19;1794,35674913586
487314;1;1;10;1;2;1;11;1958;48;1;6; ;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;2;19;740,504274403884
487314;1;2;10;2;2;1;10;1993;13;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;4;0; ;2;19;740,504274403884
487314;1;3;10;1;2;1;1;1998;9;4;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;5000;2; ;2; ;3;2; ;2;19;740,504274403884
487314;1;4;10;1;1;1;8;1998;9;4;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;200;5000;2; ;2; ;3;1; ;2;19;740,504274403884
487315;1;1;10;1;2;1;9;1964;43;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;2;19;485,734079342873
487315;1;2;10;2;2;1;2;1986;21;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;19;485,734079342873
487315;1;3;10;3;2;1;10;1988;18;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;2;19;485,734079342873
