DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6006;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011;AREA
4169526;1;4;3;2;1;1;1;3;3;1; ; ;45000000;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;1;1;2;1;3;1;1;01;1;10;23;143,088821560965;23
4169527;1;2;1;2;1;1;1;1;3;3; ; ; ; ;50000;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;5;1;1;1;1;2;1;4;1;1;01;1;10;23;172,029129394076;23
4169528;1;2;1;2;2;1;1;6; ;1; ; ;30000000;200000; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2; ; ;1;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;1;10;23;168,57636919338;23
4169529;1;1;1;4;1;3;10;6; ;5; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1; ;4;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;1;10;23;180,957674672839;23
4169530;1;1;1;4;2;3;10;2;4;5; ; ; ;150000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;5;1;1;1;2;2;2; ;2; ;01;1;10;23;167,078940114375;23
4169531;1;4;4;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;23;129,2137777499;23
4169532;1;5;2;1;1;1;1;1;3;1; ; ;80000000;350000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;23;153,518222013274;23
4169533;1;3;2;2;1;1;1;1;3;3; ; ; ; ;320000;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;2; ;5;2; ;1;1;1;2;1;1;1;2;1;3;1;1;01;1;10;23;169,528239811664;23
4169537;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;1;10;23;174,470491953809;23
4169545;1;3;2;1;1;1;5;1;4;4; ; ; ;98; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;2;1;1;3;1;2;01;1;10;27;54,720484151954;27
4169546;1;5;2;3;1;1;5;3;1;1; ; ;98;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;60,2192580994111;27
4169547;1;3;2;3;1;1;5;1;4;3; ; ; ; ;120000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;8;2; ;1;1;1;3;1;1;2;2;1;3;2; ;01;1;10;27;108,335167583797;27
4169548;1;4;3;1;1;1;5;1;4;1; ; ;98;400000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3; ;4;2; ;1;1;1;4;1;1;2;1;1;3;1;1;01;1;10;27;72,5223487265709;27
4169549;1;5;4;1;1;1;5;1;4;4; ; ; ;600000; ;1;1;1;1;2;1;1;2;1;2;1;1;1;1;2;2;1;1;1;1;2;1;2; ;4;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;1;10;27;32,8676789757721;27
4169550;1;3;2;3;1;1;5;1;4;4; ; ; ;350000; ;1;1;1;1;2;1;1;2;2;2;1;1;2;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;1;5;3;1;2;2;2;1;3;2; ;01;1;10;27;28,5707970939876;27
4169551;1;4;1;3;1;1;5;1;4;1; ; ;98;500000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;2;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169552;1;4;1;3;1;1;5;1;4;1; ; ;99;600000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1; ;1;2; ;1;1;1;4;1;2;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169554;1;6;4;2;1;1;5;1;4;1; ; ;99;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;5;2; ;1;2;1;4;1;2;2;2;1;3;2; ;01;1;10;27;32,2323392919176;27
4169555;1;7;1;3;1;1;5;6; ;4; ; ; ;800000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ;1;1;3;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;63,5211285915051;27
4169558;1;6;5;2;1;1;5;1;4;1; ; ;99;650000; ;2;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;4; ;7;2; ;1;1;1;4;1;2;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169559;1;4;3;3;1;1;5;3;4;4; ; ; ;98; ;2;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;2;2;2;1;3; ;3;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;46,8518464373333;27
4169560;1;4;2;2;1;1;5;1;1;1; ; ;98;200000; ;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ;2;2; ;1;1;5;2;1;1;2;2;1;3;2; ;01;1;10;27;41,0329837314687;27
4169561;1;3;2;3;1;1;5;1;4;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;4;2; ;1;1;5;2;1;1;2;2;1;3;2; ;01;1;10;27;87,8035102597642;27
4169562;1;4;2;2;1;1;5;1;4;3; ; ; ; ;550000;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;1;1;2;2;1;3; ;4;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;54,720484151954;27
4169563;1;5;2;3;1;1;5;1;4;4; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1; ;2;1;3;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;75,101511921721;27
4169564;1;4;2;3;1;1;5;3;4;1; ; ;98;250000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;50,3865285310755;27
4169565;1;3;2;3;1;1;5;1;4;1; ; ;98;250000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;89,638579743338;27
4169566;1;3;2;3;1;1;5;4;4;1; ; ;98;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;42,4878171762748;27
4169567;1;4;3;3;1;1;5;1;4;1; ; ;98;300000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;49,2217102044968;27
4169568;1;3;2;3;1;1;5;1;4;4; ; ; ;98; ;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;1;4; ;7;2; ;1;1;5;3;1;1;2;2;1;3;2; ;01;1;10;27;92,291458529815;27
4169569;1;2;1;3;1;1;5;1;4;4; ; ; ;180000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;1;4;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169570;1;2;1;3;1;2;5;1;1;3; ; ; ; ;120000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;3;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;1;10;27;82,9701496363416;27
4169571;1;4;1;3;1;1;5;1;4;1; ; ;99;180000; ;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2; ;1;1;3;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;52,9656917262256;27
4169572;1;4;1;3;1;1;5;4;4;1; ; ;98;250000; ;2;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;1;2;1;2; ;3;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;28,5707970939876;27
4169573;1;4;3;3;1;1;5;1;4;1; ; ;98;300000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;73,0015334952997;27
4169574;1;3;2;3;1;1;5;1;4;1; ; ;98;200000; ;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;2;2;1;1; ;4;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;71,5166264103135;27
4169575;1;6;4;2;1;1;5;3;4;1; ; ;98;500000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;2;2;1;4; ;4;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;61,1949067754884;27
4169576;1;5;4;3;1;1;5;1;4;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;2;2;1;1; ;5;2; ;1;2;1;4;1;1;2;2;1;4;2; ;01;1;10;27;27,0837918959491;27
4169577;1;5;2;2;1;1;5;1;1;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169578;1;7;6;2;1;1;5;1;4;1; ; ;220000000;700000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;1;1; ;1;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169579;1;5;2;3;1;1;5;1;4;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;4;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169580;1;4;2;3;1;1;5;1;4;4; ; ; ;350000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;3; ;2;1;3;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169581;1;3;2;3;1;1;5;1;4;1; ; ;98;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;29,7055417803862;27
4169582;1;3;2;3;1;1;5;1;4;1; ; ;98;300000; ;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ;3;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169583;1;4;2;3;1;1;5;1;4;1; ; ;98;500000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;3; ;3;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;28,5707970939876;27
4169584;1;3;2;3;1;1;5;1;4;3; ; ; ; ;99;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;3; ;4;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;105,105969831837;27
4169585;1;4;3;3;1;1;10;1;4;4; ; ; ;350000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;5;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;49,5047252238103;27
4169586;1;4;3;3;1;1;5;3;4;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;84,4550567213278;27
4169587;1;5;3;3;1;1;5;1;4;1; ; ;98;800000; ;1;1;1;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;4; ;5;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169588;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;2;01;1;10;27;88,4689235837988;27
4169589;1;5;3;3;1;1;5;1;4;1; ; ;35000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;39,059086579993;27
4169590;1;3;2;3;1;1;5;1;4;3; ; ; ; ;98;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169591;1;3;1;3;1;1;5;4;4;1; ; ;98;200000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169592;1;3;1;3;1;1;5;1;4;1; ; ;98;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;1;3;1;2;01;1;10;27;74,8485705425875;27
4169593;1;4;3;2;1;1;5;1;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;5;2; ;1;1;5;2;1;1;2;2;1;3;2; ;01;1;10;27;92,1675395208228;27
4169594;1;5;3;3;1;1;5;1;4;1; ; ;98;150000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169595;1;3;2;3;1;1;5;3;4;1; ; ;98;98; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;67,5027595478426;27
4169596;1;5;4;3;1;1;5;1;4;4; ; ; ;250000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;2;1;1;4; ;5;1;4;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;108,335167583797;27
4169597;1;6;4;3;1;1;5;1;4;4; ; ; ;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;5; ;10;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;108,335167583797;27
4169598;1;3;2;3;1;1;5;1;4;3; ; ; ; ;99;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;1; ;4;2; ;1;1;1;2;1;1;2;2;1;3;1;2;01;1;10;27;27,3689050283149;27
4169599;1;3;2;3;1;1;5;1;4;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;1;2;2;1;3;1;2;01;1;10;27;54,720484151954;27
4169600;1;5;4;3;1;1;1;1;4;4; ; ; ;350000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4; ;5;2; ;1;2;1;4;1;1;2;2;1;3;1;2;01;1;10;27;27,0837918959491;27
4169601;1;3;2;3;1;1;5;1;4;3; ; ; ; ;200000;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;6;2; ;1;2;1;2;1;1;2;2;1;3;1;2;01;1;10;27;77,1393193667629;27
4169602;1;2;1;2;1;1;10;4;4;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2; ;3;2; ;1;1;5;2;1;1;2;2;1;3;2; ;01;1;10;27;34,0695710414447;27
4169603;1;4;2;3;1;1;5;3;4;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;1;1;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169604;1;2;1;3;1;1;5;1;4;3; ; ; ; ;70000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;3;1;2;1;1;2;2;1;3;2; ;01;1;10;27;94,2675179472441;27
4169605;1;5;2;1;1;1;1;3;4;1; ; ;98;700000; ;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;50,3865285310755;27
4169606;1;4;3;1;1;1;1;1;4;3; ; ; ; ;500000;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;4; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;28,8538121133011;27
4169607;1;6;3;1;1;1;1;1;4;1; ; ;98;600000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;27,0837918959491;27
4169608;1;6;3;1;1;1;1;3;4;1; ; ;99;700000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;3;2;1;1;5;1;2;01;1;10;27;28,5036497147136;27
4169609;1;4;1;1;1;1;1;1;4;2; ;165000000;98;800000; ;2;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;74,8485705425875;27
4169610;1;3;1;1;1;1;5;1;4;3; ; ; ; ;350000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;5;3;1;3;2;1;1;3;2; ;01;1;10;27;62,3192365258324;27
4169611;1;3;2;3;1;1;5;3;4;2; ;300000;80000000;98; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;7;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;101,804099339743;27
4169612;1;5;4;3;1;1;5;3;4;1; ; ;98;200000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;41,6360875091897;27
4169613;1;3;2;2;1;1;5;4;4;5; ; ; ;200000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;1;2;2;1;4; ;6;2; ;1;1;5;2;1;1;2;2;1;3;2; ;01;1;10;27;108,335167583797;27
4169614;1;5;2;1;1;1;5;1;4;1; ; ;98;98; ;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;3;2;1;1;3;1;2;01;1;10;27;29,7055417803862;27
4169615;1;5;2;3;1;1;5;1;4;4; ; ; ;200000; ;2;1;2;1;2;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;4; ;5;1;3;1;1;1;3;1;1;2;2;1;3;2; ;01;1;10;27;38,9492883585309;27
4169616;1;1;1;1;1;1;1;1;4;4; ; ; ;550000; ;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ;1;2; ;1;1;1;4;1;3;2;1;1;3;1;2;01;1;10;27;63,5211285915051;27
4169617;1;8;3;3;1;2;5;1;4;1; ; ;98;1000000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;3; ;4;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;1;10;27;50,706617289483;27
4169618;1;2;1;3;1;3;5;1;4;5; ; ; ;200000; ;2;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;5;3;1;1;2;2;2; ;2; ;01;1;10;27;82,9701496363416;27
4169619;1;4;2;1;1;1;5;1;4;3; ; ; ; ;350000;2;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;41,3831461300562;27
4169620;1;4;2;1;1;1;1;1;4;3; ; ; ; ;715000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;3; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;30,0557041789738;27
4169621;1;6;5;3;1;1;5;1;4;1; ; ;98;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4; ;10;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;92,699649195268;27
4169622;1;2;1;3;1;1;5;1;4;1; ; ;98;200000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;2;2;1;2; ;3;2; ;1;2;5;2;1;1;2;2;1;3;2; ;01;1;10;27;28,5707970939876;27
4169623;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;5;3;1;3;2;1;1;3;1;2;01;1;10;27;103,621062746851;27
4169624;1;3;2;3;1;1;5;5;4;5; ; ; ;180000; ;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1; ;6;2; ;1;2;5;2;1;1;2;2;1;3;2; ;01;1;10;27;79,6682791442477;27
4169625;1;4;3;1;1;1;5;1;4;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;2;5;3;1;3;2;1;1;3;2; ;01;1;10;27;49,5047252238103;27
4169626;1;4;3;3;1;1;5;4;4;1; ; ;70000000;400000; ;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;4; ;3;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;30,0557041789738;27
4169627;1;4;2;3;1;1;5;1;4;1; ; ;98;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;49,2217102044968;27
4169628;1;4;3;3;1;1;5;3;4;4; ; ; ;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;3;1;1;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169630;1;3;1;2;1;1;5;1;4;4; ; ; ;98; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;1;3;1;1;01;1;10;27;63,5211285915051;27
4169631;1;3;1;1;1;1;1;1;4;3; ; ; ; ;450000;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;1;10;27;74,8485705425875;27
4169632;1;4;1;3;1;1;5;3;4;1; ; ;300000000;1200000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;2;1;2;1;1; ;1;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;63,5211285915051;27
4169633;1;5;3;2;1;1;5;1;4;1; ; ;99;400000; ;2;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;1;10;27;71,4494790310395;27
4169634;1;3;2;3;1;1;5;4;1;1; ; ;98;150000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;5;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;86,6988392135457;27
4169635;1;4;2;2;1;1;5;1;4;4; ; ; ;500000; ;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;2;2;1;2; ;4;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;54,720484151954;27
4169636;1;4;3;3;1;1;5;1;4;1; ; ;98;250000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;5;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;48,0198181388242;27
4169637;1;8;3;2;1;1;5;1;4;1; ; ;100000000;3000000; ;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;3; ;4;2; ;1;1;1;4;1;2;2;2;1;3;2; ;01;1;10;27;27,0837918959491;27
4169638;1;3;2;3;1;1;5;1;4;4; ; ; ;300000; ;1;1;2;1;1;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;5;3;1;1;2;2;1;3;2; ;01;1;10;27;54,720484151954;27
4169639;1;3;1;1;1;1;1;1;4;4; ; ; ;700000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;1;1;2;2; ; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;27,0837918959491;27
4169640;1;4;1;3;1;1;5;1;4;1; ; ;98;98; ;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;52,9656917262256;27
4169641;1;3;1;1;1;1;1;1;4;3; ; ; ; ;672000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;1;10;27;27,0837918959491;27
4169642;1;3;2;3;1;1;5;1;4;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;1;10;27;34,0695710414447;27
4169643;1;4;3;3;1;1;5;1;4;1; ; ;98;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;2;2;2;1;2; ;4;1;1;1;1;1;2;1;1;2;2;1;3;2; ;01;1;10;27;60,5190785153993;27
